fold,suite,seed,method,scope,view,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_long_20260909,libero_long,20260909,euclidean,seen,q14,560,49,0.6169974839250769,0.21831833017101163,0.6960365978092465,0.49977777777777777,1.0,5
libero_long_20260909,libero_long,20260909,euclidean,unseen,q14,1200,9,0.57738595018192,0.06465127781375106,0.6116617300827827,0.5304232804232805,1.0,3
libero_long_20260909,libero_long,20260909,euclidean,seen,common_horizon,560,49,0.660529573864771,0.24007184949317903,0.7679496104509046,0.5033095238095238,1.0,5
libero_long_20260909,libero_long,20260909,euclidean,unseen,common_horizon,1200,9,0.8247970892807165,0.1947651375381182,0.8914141414141414,0.8531746031746031,1.0,3
libero_long_20260909,libero_long,20260909,cosine,seen,full,560,49,0.4108390910180119,0.06895820855004609,0.32058146288808503,0.41408730158730156,1.0,5
libero_long_20260909,libero_long,20260909,cosine,unseen,full,1200,9,0.6545386696520198,0.014676139297657174,0.6921596921596921,0.7142857142857143,1.0,3
libero_long_20260909,libero_long,20260909,cosine,seen,q14,560,49,0.30416550181716523,0.058973518719267745,0.27807660385583166,0.4345714285714286,1.0,5
libero_long_20260909,libero_long,20260909,cosine,unseen,q14,1200,9,0.6258046459557794,0.013805034152547342,0.7187318042581201,0.6851851851851851,1.0,3
libero_long_20260909,libero_long,20260909,cosine,seen,common_horizon,560,49,0.3554055673149886,0.0633200897561694,0.28425642031250314,0.38561904761904764,1.0,5
libero_long_20260909,libero_long,20260909,cosine,unseen,common_horizon,1200,9,0.5679634294243866,0.01092864708851942,0.6179574567732462,0.67989417989418,1.0,3
libero_object_20260907,libero_object,20260907,euclidean,seen,full,560,7,0.9814001549987084,0.7091503267973857,0.9923245614035089,1.0,1.0,3
libero_object_20260907,libero_object,20260907,euclidean,unseen,full,1200,4,1.0,1.0,1.0,1.0,1.0,2
libero_object_20260907,libero_object,20260907,euclidean,seen,q14,560,7,0.945750452079566,0.19878069872016604,0.9725877192982456,0.9791666666666666,1.0,3
libero_object_20260907,libero_object,20260907,euclidean,unseen,q14,1200,4,0.778010033444816,0.3475515238843769,0.558426923732505,0.4761904761904762,1.0,2
libero_object_20260907,libero_object,20260907,euclidean,seen,common_horizon,560,7,0.7773185223456471,0.03159659795326021,0.7422772282865555,0.5535714285714285,1.0,3
libero_object_20260907,libero_object,20260907,euclidean,unseen,common_horizon,1200,4,0.7911789297658863,0.5048432218907025,0.6866284098154707,0.6904761904761905,1.0,2
libero_object_20260907,libero_object,20260907,cosine,seen,full,560,7,0.5099457504520796,0.015779549718525337,0.5439336738470649,0.5148809523809524,1.0,3
libero_object_20260907,libero_object,20260907,cosine,unseen,full,1200,4,0.5604096989966555,0.00594536642932194,0.6109606509977715,0.5238095238095238,1.0,2
libero_object_20260907,libero_object,20260907,cosine,seen,q14,560,7,0.24593128390596744,0.010086469006517364,0.41139881104904413,0.4464285714285714,1.0,3
libero_object_20260907,libero_object,20260907,cosine,unseen,q14,1200,4,0.4521321070234114,0.004676833332855399,0.552186511619098,0.5476190476190477,1.0,2
libero_object_20260907,libero_object,20260907,cosine,seen,common_horizon,560,7,0.2560061999483338,0.010691688086686928,0.4522782532442759,0.6279761904761905,1.0,3
libero_object_20260907,libero_object,20260907,cosine,unseen,common_horizon,1200,4,0.4569397993311037,0.004724209707634274,0.5555387208575595,0.5714285714285714,1.0,2
libero_object_20260908,libero_object,20260908,euclidean,seen,full,560,7,0.9969000258331181,0.8802521008403361,0.9906666666666666,1.0,1.0,2
libero_object_20260908,libero_object,20260908,euclidean,unseen,full,1200,13,0.9954636770138033,0.8657650042265427,0.9944871794871795,0.9523809523809523,1.0,2
libero_object_20260908,libero_object,20260908,euclidean,seen,q14,560,7,0.9777835184706795,0.531099852528424,0.948,0.75,1.0,2
libero_object_20260908,libero_object,20260908,euclidean,unseen,q14,1200,13,0.9141338863327069,0.14587022756367746,0.9168475101724471,0.8293650793650794,1.0,2
libero_object_20260908,libero_object,20260908,euclidean,seen,common_horizon,560,7,0.8785843451304572,0.12731780910363008,0.865051282051282,0.7522321428571428,1.0,2
libero_object_20260908,libero_object,20260908,euclidean,unseen,common_horizon,1200,13,0.7795995074849329,0.036712039105748356,0.8342356132532456,0.759920634920635,1.0,2
libero_object_20260908,libero_object,20260908,cosine,seen,full,560,7,0.28881425988116766,0.00988474001148479,0.16538461538461538,0.2611607142857143,1.0,2
libero_object_20260908,libero_object,20260908,cosine,unseen,full,1200,13,0.3960858013090532,0.009126829382308127,0.3737641283988891,0.47619047619047616,1.0,2
libero_object_20260908,libero_object,20260908,cosine,seen,q14,560,7,0.09532420563161974,0.007649824014056521,0.05787179487179488,0.2611607142857143,1.0,2
libero_object_20260908,libero_object,20260908,cosine,unseen,q14,1200,13,0.3369191886462316,0.008316387688437805,0.3515116579474262,0.4365079365079365,1.0,2
libero_object_20260908,libero_object,20260908,cosine,seen,common_horizon,560,7,0.01782485145957117,0.007232913683170613,0.032,0.09375,1.0,2
libero_object_20260908,libero_object,20260908,cosine,unseen,common_horizon,1200,13,0.2487849134858402,0.007280002807412624,0.34451818123102756,0.46759259259259256,1.0,2
libero_object_20260909,libero_object,20260909,euclidean,seen,full,560,10,0.9996363636363637,0.9833333333333333,0.9989035087719298,0.9791666666666666,1.0,3
libero_object_20260909,libero_object,20260909,euclidean,unseen,full,1200,17,0.9829943811844264,0.6980256616726431,0.9834327377457148,0.9445684523809523,1.0,2
libero_object_20260909,libero_object,20260909,euclidean,seen,q14,560,10,0.9225454545454546,0.6211661945231352,0.7372392849211636,0.6198412698412699,1.0,3
libero_object_20260909,libero_object,20260909,euclidean,unseen,q14,1200,17,0.8958778777783303,0.08397821923379857,0.8780883874395324,0.6948164682539683,1.0,2
libero_object_20260909,libero_object,20260909,euclidean,seen,common_horizon,560,10,0.9234545454545454,0.2990965531948799,0.8302688207861425,0.6386904761904763,1.0,3
libero_object_20260909,libero_object,20260909,euclidean,unseen,common_horizon,1200,17,0.7312416090696634,0.031197485251332882,0.7482249811257444,0.5844494047619048,1.0,2
libero_object_20260909,libero_object,20260909,cosine,seen,full,560,10,0.4461818181818182,0.02793167098670226,0.5433759715745059,0.4523809523809524,1.0,3
libero_object_20260909,libero_object,20260909,cosine,unseen,full,1200,17,0.35423400129282484,0.01071151205278854,0.3118907809747504,0.6104910714285714,1.0,2
libero_object_20260909,libero_object,20260909,cosine,seen,q14,560,10,0.33854545454545454,0.020974511374345927,0.3995259086534903,0.36607142857142855,1.0,3
libero_object_20260909,libero_object,20260909,cosine,unseen,q14,1200,17,0.2767142359902541,0.009603266473328778,0.25389634538489503,0.5234375,1.0,2
libero_object_20260909,libero_object,20260909,cosine,seen,common_horizon,560,10,0.09018181818181818,0.010826306749523663,0.21990894958916277,0.2619047619047619,1.0,3
libero_object_20260909,libero_object,20260909,cosine,unseen,common_horizon,1200,17,0.18606732633881956,0.008697713595153004,0.21857967732013533,0.3784722222222222,1.0,2
libero_spatial_20260907,libero_spatial,20260907,euclidean,seen,full,560,20,0.999537037037037,0.9867685144233131,0.9992307692307693,1.0,1.0,4
libero_spatial_20260907,libero_spatial,20260907,euclidean,unseen,full,1200,22,0.9992282759685137,0.930349307886279,0.9985682751900623,1.0,0.9883333333333333,3
libero_spatial_20260907,libero_spatial,20260907,euclidean,seen,q14,560,20,0.9808333333333333,0.8738561999222827,0.9127620902304446,0.7714285714285714,1.0,4
libero_spatial_20260907,libero_spatial,20260907,euclidean,unseen,q14,1200,22,0.9878067603025158,0.7199628849596532,0.9977055332039814,1.0,0.9883333333333333,3
libero_spatial_20260907,libero_spatial,20260907,euclidean,seen,common_horizon,560,20,0.6766666666666666,0.06396999165037312,0.6002986043492373,0.342202380952381,1.0,4
libero_spatial_20260907,libero_spatial,20260907,euclidean,unseen,common_horizon,1200,22,0.6866607501157586,0.03354698756055434,0.632660498109003,0.5464285714285714,0.6666666666666666,3
libero_spatial_20260907,libero_spatial,20260907,cosine,seen,full,560,20,0.8319444444444445,0.1697314865421844,0.6449042518662772,0.5848809523809524,1.0,4
libero_spatial_20260907,libero_spatial,20260907,cosine,unseen,full,1200,22,0.9230591140608119,0.158796410233019,0.9661956114215032,0.9952380952380953,0.9883333333333333,3
libero_spatial_20260907,libero_spatial,20260907,cosine,seen,q14,560,20,0.8112037037037036,0.16016168802177777,0.6392632262252516,0.5817559523809523,1.0,4
libero_spatial_20260907,libero_spatial,20260907,cosine,unseen,q14,1200,22,0.8527164685908319,0.14582689219098943,0.9072946387517336,0.9714285714285714,0.9883333333333333,3
libero_spatial_20260907,libero_spatial,20260907,cosine,seen,common_horizon,560,20,0.6524074074074074,0.15017887355951187,0.47720626419993506,0.601845238095238,1.0,4
libero_spatial_20260907,libero_spatial,20260907,cosine,unseen,common_horizon,1200,22,0.6829178885630498,0.029559619037532556,0.4994792913189923,0.442989417989418,0.6666666666666666,3
libero_spatial_20260908,libero_spatial,20260908,euclidean,seen,full,560,18,0.999179991799918,0.9752477257959715,0.9974683544303797,1.0,0.9946428571428572,5
libero_spatial_20260908,libero_spatial,20260908,euclidean,unseen,full,1200,56,0.9997190309690309,0.9934391236702225,0.9997735353398102,1.0,1.0,3
libero_spatial_20260908,libero_spatial,20260908,euclidean,seen,q14,560,18,0.9891348913489135,0.7379410836740996,0.9877899761876179,0.984920634920635,0.9946428571428572,5
libero_spatial_20260908,libero_spatial,20260908,euclidean,unseen,q14,1200,56,0.9808628871128872,0.7972194166906569,0.9825998722848857,0.9859943977591037,1.0,3
libero_spatial_20260908,libero_spatial,20260908,euclidean,seen,common_horizon,560,18,0.5269065190651907,0.03722405056769307,0.5654204626423804,0.6114285714285714,0.8571428571428571,5
libero_spatial_20260908,libero_spatial,20260908,euclidean,unseen,common_horizon,1200,56,0.6859078421578422,0.1014981704579924,0.5260197948614079,0.6778205726735139,1.0,3
libero_spatial_20260908,libero_spatial,20260908,cosine,seen,full,560,18,0.8150881508815088,0.09664251774099684,0.8593892627920026,0.9107142857142858,0.9946428571428572,5
libero_spatial_20260908,libero_spatial,20260908,cosine,unseen,full,1200,56,0.7412587412587412,0.09298449070513859,0.7113881204459976,0.7599751011515717,1.0,3
libero_spatial_20260908,libero_spatial,20260908,cosine,seen,q14,560,18,0.768040180401804,0.08829021650083729,0.7834647307030868,0.8821428571428571,0.9946428571428572,5
libero_spatial_20260908,libero_spatial,20260908,cosine,unseen,q14,1200,56,0.6961788211788211,0.08002644621376173,0.6275409616981332,0.6767390289449113,1.0,3
libero_spatial_20260908,libero_spatial,20260908,cosine,seen,common_horizon,560,18,0.6645653956539566,0.059706182777295565,0.6144506780890342,0.5892857142857142,0.8571428571428571,5
libero_spatial_20260908,libero_spatial,20260908,cosine,unseen,common_horizon,1200,56,0.4611326173826174,0.04643957588103358,0.3768413858437201,0.4469641560327835,1.0,3
libero_spatial_20260909,libero_spatial,20260909,euclidean,seen,full,560,23,0.9995951744797992,0.9900774556256597,1.0,1.0,1.0,5
libero_spatial_20260909,libero_spatial,20260909,euclidean,unseen,full,1200,50,0.9983304347826087,0.933785637029044,0.9980175135133242,1.0,1.0,3
libero_spatial_20260909,libero_spatial,20260909,euclidean,seen,q14,560,23,0.9906080479313416,0.7829358951339396,0.9905164248413676,0.9916666666666666,1.0,5
libero_spatial_20260909,libero_spatial,20260909,euclidean,unseen,q14,1200,50,0.9664,0.6115582953526748,0.9408192751496175,0.8819727891156462,1.0,3
libero_spatial_20260909,libero_spatial,20260909,euclidean,seen,common_horizon,560,23,0.7342725285401992,0.09287202106730322,0.6098665255415827,0.566626984126984,0.8571428571428571,5
libero_spatial_20260909,libero_spatial,20260909,euclidean,unseen,common_horizon,1200,50,0.44311304347826086,0.04577538398655975,0.45492909930118913,0.5112153278819945,1.0,3
libero_spatial_20260909,libero_spatial,20260909,cosine,seen,full,560,23,0.8995223058861631,0.19804316103069472,0.8745882835699771,0.7757539682539683,1.0,5
libero_spatial_20260909,libero_spatial,20260909,cosine,unseen,full,1200,50,0.744295652173913,0.09702546923674357,0.764252249490695,0.8163202317964223,1.0,3
libero_spatial_20260909,libero_spatial,20260909,cosine,seen,q14,560,23,0.8704558335357461,0.1718173201735117,0.8686654973554286,0.7757539682539683,1.0,5
libero_spatial_20260909,libero_spatial,20260909,cosine,unseen,q14,1200,50,0.6343130434782609,0.07969072289366348,0.6973187696125699,0.7766677546439452,1.0,3
libero_spatial_20260909,libero_spatial,20260909,cosine,seen,common_horizon,560,23,0.75508056027852,0.15540197325192562,0.6229917393818996,0.6270238095238095,0.8571428571428571,5
libero_spatial_20260909,libero_spatial,20260909,cosine,unseen,common_horizon,1200,50,0.4262782608695652,0.059254086431679495,0.5038130008974276,0.601878764974003,1.0,3
