global_row,run_id,suite,task,episode,init_state_id,noise_seed,length,failure,scope,fold,method,first_alarm_query,alarm,threshold,peak_score,actual_action_steps,executed_actions_before_alarm,control_progress_at_alarm,drop_goal_release,failed_goal_release,release_lead_queries
1345,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,145,18,1009,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,10.814659,300,170,0.5666666666666667,16.0,16.0,-1.0
1347,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,147,18,1011,30,True,unseen,libero_goal_20260907,euclidean,16,True,1.8795933723449707,5.600948,300,160,0.5333333333333333,14.0,14.0,-2.0
1348,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,148,18,1012,30,True,unseen,libero_goal_20260907,euclidean,29,True,1.8795933723449707,2.3697479,300,290,0.9666666666666667,16.0,16.0,-13.0
1351,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,151,18,1015,30,True,unseen,libero_goal_20260907,euclidean,16,True,1.8795933723449707,4.113913,300,160,0.5333333333333333,14.0,14.0,-2.0
1404,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,204,25,1012,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,3.0317912,300,170,0.5666666666666667,14.0,14.0,-3.0
1418,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,218,27,1010,30,True,unseen,libero_goal_20260907,euclidean,23,True,1.8795933723449707,4.5740047,300,230,0.7666666666666667,14.0,14.0,-9.0
1419,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,219,27,1011,30,True,unseen,libero_goal_20260907,euclidean,22,True,1.8795933723449707,2.4595332,300,220,0.7333333333333333,16.0,16.0,-6.0
1456,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,256,32,1008,30,True,unseen,libero_goal_20260907,euclidean,22,True,1.8795933723449707,7.5099015,300,220,0.7333333333333333,15.0,15.0,-7.0
1520,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,320,40,1008,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,5.6457634,300,170,0.5666666666666667,15.0,15.0,-2.0
1521,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,321,40,1009,30,True,unseen,libero_goal_20260907,euclidean,22,True,1.8795933723449707,5.146586,300,220,0.7333333333333333,15.0,15.0,-7.0
1522,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,322,40,1010,30,True,unseen,libero_goal_20260907,euclidean,22,True,1.8795933723449707,6.232516,300,220,0.7333333333333333,15.0,15.0,-7.0
1523,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,323,40,1011,30,True,unseen,libero_goal_20260907,euclidean,18,True,1.8795933723449707,8.971699,300,180,0.6,19.0,19.0,1.0
1525,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,325,40,1013,30,True,unseen,libero_goal_20260907,euclidean,18,True,1.8795933723449707,9.170058,300,180,0.6,19.0,19.0,1.0
1526,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,326,40,1014,30,True,unseen,libero_goal_20260907,euclidean,22,True,1.8795933723449707,6.29802,300,220,0.7333333333333333,15.0,15.0,-7.0
1527,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,40,1015,30,True,unseen,libero_goal_20260907,euclidean,22,True,1.8795933723449707,3.9204137,300,220,0.7333333333333333,15.0,15.0,-7.0
1553,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,353,44,1009,30,True,unseen,libero_goal_20260907,euclidean,21,True,1.8795933723449707,3.7550743,300,210,0.7,14.0,14.0,-7.0
1558,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,358,44,1014,30,True,unseen,libero_goal_20260907,euclidean,21,True,1.8795933723449707,4.412726,300,210,0.7,14.0,14.0,-7.0
1560,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,360,45,1008,30,True,unseen,libero_goal_20260907,euclidean,-1,False,1.8795933723449707,1.7379642,300,-1,,14.0,14.0,
1561,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,361,45,1009,30,True,unseen,libero_goal_20260907,euclidean,28,True,1.8795933723449707,3.5626667,300,280,0.9333333333333333,16.0,16.0,-12.0
1563,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,363,45,1011,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,6.8102765,300,170,0.5666666666666667,15.0,15.0,-2.0
1564,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,364,45,1012,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,8.322944,300,170,0.5666666666666667,16.0,16.0,-1.0
1565,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,365,45,1013,30,True,unseen,libero_goal_20260907,euclidean,18,True,1.8795933723449707,3.0216367,300,180,0.6,18.0,18.0,0.0
1566,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,366,45,1014,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,2.2904851,300,170,0.5666666666666667,16.0,16.0,-1.0
2857,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,57,7,1009,30,True,unseen,libero_goal_20260907,euclidean,17,True,1.8795933723449707,2.2554786,300,170,0.5666666666666667,6.0,6.0,-11.0
2861,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,61,7,1013,30,True,unseen,libero_goal_20260907,euclidean,14,True,1.8795933723449707,3.95112,300,140,0.4666666666666667,6.0,6.0,-8.0
3056,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,256,32,1008,30,True,unseen,libero_goal_20260907,euclidean,11,True,1.8795933723449707,2.87038,300,110,0.36666666666666664,6.0,6.0,-5.0
3058,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,258,32,1010,30,True,unseen,libero_goal_20260907,euclidean,18,True,1.8795933723449707,3.1249692,300,180,0.6,6.0,6.0,-12.0
3061,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,261,32,1013,30,True,unseen,libero_goal_20260907,euclidean,16,True,1.8795933723449707,2.588462,300,160,0.5333333333333333,6.0,6.0,-10.0
3062,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,262,32,1014,30,True,unseen,libero_goal_20260907,euclidean,12,True,1.8795933723449707,3.8093493,300,120,0.4,6.0,6.0,-6.0
3082,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,282,35,1010,30,True,unseen,libero_goal_20260907,euclidean,20,True,1.8795933723449707,3.151507,300,200,0.6666666666666666,6.0,6.0,-14.0
3086,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,286,35,1014,30,True,unseen,libero_goal_20260907,euclidean,12,True,1.8795933723449707,2.954227,300,120,0.4,6.0,6.0,-6.0
3088,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,288,36,1008,30,True,unseen,libero_goal_20260907,euclidean,13,True,1.8795933723449707,2.1172457,300,130,0.43333333333333335,6.0,6.0,-7.0
3626,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_stove,26,3,1010,30,True,unseen,libero_goal_20260907,euclidean,16,True,1.8795933723449707,5.4153,300,160,0.5333333333333333,6.0,6.0,-10.0
5202,right-50x8b-20260903,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,2,0,1010,30,True,seen,libero_goal_20260907,euclidean,13,True,1.8795933723449707,4.9720025,300,130,0.43333333333333335,10.0,10.0,-3.0
5207,right-50x8b-20260903,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,1015,30,True,seen,libero_goal_20260907,euclidean,19,True,1.8795933723449707,4.987147,300,190,0.6333333333333333,13.0,13.0,-6.0
5525,right-50x8b-20260903,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,325,40,1013,30,True,seen,libero_goal_20260907,euclidean,11,True,1.8795933723449707,4.671237,300,110,0.36666666666666664,9.0,9.0,-2.0
1241,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,5,1009,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.29714078,300,-1,,16.0,16.0,
1243,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,43,5,1011,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.34500852,300,-1,,16.0,16.0,
1245,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,45,5,1013,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.34961316,300,-1,,17.0,17.0,
1246,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,46,5,1014,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.23545447,300,-1,,17.0,17.0,
1247,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,47,5,1015,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.27628598,300,-1,,17.0,17.0,
1259,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,59,7,1011,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.3480627,300,-1,,14.0,14.0,
1328,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,128,16,1008,30,True,unseen,libero_goal_20260907,cosine,11,True,0.35517197847366333,0.4422483,300,110,0.36666666666666664,19.0,19.0,8.0
1331,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,131,16,1011,30,True,unseen,libero_goal_20260907,cosine,11,True,0.35517197847366333,0.46787786,300,110,0.36666666666666664,18.0,18.0,7.0
1332,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,132,16,1012,30,True,unseen,libero_goal_20260907,cosine,11,True,0.35517197847366333,0.45496404,300,110,0.36666666666666664,28.0,28.0,17.0
1335,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,135,16,1015,30,True,unseen,libero_goal_20260907,cosine,12,True,0.35517197847366333,0.38586083,300,120,0.4,17.0,17.0,5.0
1345,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,145,18,1009,30,True,unseen,libero_goal_20260907,cosine,12,True,0.35517197847366333,0.36956024,300,120,0.4,16.0,16.0,4.0
1347,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,147,18,1011,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.29074726,300,-1,,14.0,14.0,
1348,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,148,18,1012,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.34695575,300,-1,,16.0,16.0,
1351,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,151,18,1015,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.3145935,300,-1,,14.0,14.0,
1404,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,204,25,1012,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.2688094,300,-1,,14.0,14.0,
1418,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,218,27,1010,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.33590227,300,-1,,14.0,14.0,
1419,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,219,27,1011,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.32520577,300,-1,,16.0,16.0,
1456,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,256,32,1008,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.24611783,300,-1,,15.0,15.0,
1520,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,320,40,1008,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.255961,300,-1,,15.0,15.0,
1521,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,321,40,1009,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.29187813,300,-1,,15.0,15.0,
1522,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,322,40,1010,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.331181,300,-1,,15.0,15.0,
1523,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,323,40,1011,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.32847843,300,-1,,19.0,19.0,
1525,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,325,40,1013,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.34098434,300,-1,,19.0,19.0,
1526,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,326,40,1014,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.34367922,300,-1,,15.0,15.0,
1527,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,40,1015,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.3263807,300,-1,,15.0,15.0,
1553,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,353,44,1009,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.22797793,300,-1,,14.0,14.0,
1558,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,358,44,1014,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.26376078,300,-1,,14.0,14.0,
1560,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,360,45,1008,30,True,unseen,libero_goal_20260907,cosine,8,True,0.35517197847366333,0.37969217,300,80,0.26666666666666666,14.0,14.0,6.0
1561,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,361,45,1009,30,True,unseen,libero_goal_20260907,cosine,11,True,0.35517197847366333,0.4273231,300,110,0.36666666666666664,16.0,16.0,5.0
1563,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,363,45,1011,30,True,unseen,libero_goal_20260907,cosine,8,True,0.35517197847366333,0.35979587,300,80,0.26666666666666666,15.0,15.0,7.0
1564,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,364,45,1012,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.3053685,300,-1,,16.0,16.0,
1565,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,365,45,1013,30,True,unseen,libero_goal_20260907,cosine,11,True,0.35517197847366333,0.44718504,300,110,0.36666666666666664,18.0,18.0,7.0
1566,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,366,45,1014,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.2926026,300,-1,,16.0,16.0,
2857,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,57,7,1009,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.14981154,300,-1,,6.0,6.0,
2861,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,61,7,1013,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.1311378,300,-1,,6.0,6.0,
3056,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,256,32,1008,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.20140205,300,-1,,6.0,6.0,
3058,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,258,32,1010,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.2342164,300,-1,,6.0,6.0,
3061,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,261,32,1013,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.18225421,300,-1,,6.0,6.0,
3062,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,262,32,1014,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.14380592,300,-1,,6.0,6.0,
3082,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,282,35,1010,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.2964151,300,-1,,6.0,6.0,
3086,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,286,35,1014,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.26826063,300,-1,,6.0,6.0,
3088,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_plate,288,36,1008,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.13993594,300,-1,,6.0,6.0,
3626,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_stove,26,3,1010,30,True,unseen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.22777407,300,-1,,6.0,6.0,
5202,right-50x8b-20260903,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,2,0,1010,30,True,seen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.12053418,300,-1,,10.0,10.0,
5207,right-50x8b-20260903,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,1015,30,True,seen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.11775917,300,-1,,13.0,13.0,
5525,right-50x8b-20260903,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,325,40,1013,30,True,seen,libero_goal_20260907,cosine,-1,False,0.35517197847366333,0.20689732,300,-1,,9.0,9.0,
1404,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,204,25,1012,30,True,seen,libero_goal_20260908,euclidean,22,True,2.2302961349487305,3.1517658,300,220,0.7333333333333333,14.0,14.0,-8.0
1418,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,218,27,1010,30,True,seen,libero_goal_20260908,euclidean,28,True,2.2302961349487305,4.841316,300,280,0.9333333333333333,14.0,14.0,-14.0
1419,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,219,27,1011,30,True,seen,libero_goal_20260908,euclidean,23,True,2.2302961349487305,2.595762,300,230,0.7666666666666667,16.0,16.0,-7.0
3626,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_stove,26,3,1010,30,True,unseen,libero_goal_20260908,euclidean,18,True,2.2302961349487305,5.5785756,300,180,0.6,6.0,6.0,-12.0
1404,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,204,25,1012,30,True,seen,libero_goal_20260908,cosine,-1,False,0.34773120284080505,0.24939482,300,-1,,14.0,14.0,
1418,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,218,27,1010,30,True,seen,libero_goal_20260908,cosine,-1,False,0.34773120284080505,0.22561131,300,-1,,14.0,14.0,
1419,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,219,27,1011,30,True,seen,libero_goal_20260908,cosine,-1,False,0.34773120284080505,0.23709309,300,-1,,16.0,16.0,
3626,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_stove,26,3,1010,30,True,unseen,libero_goal_20260908,cosine,-1,False,0.34773120284080505,0.1631675,300,-1,,6.0,6.0,
1241,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,5,1009,30,True,seen,libero_goal_20260909,euclidean,23,True,2.4570610523223877,16.570974,300,230,0.7666666666666667,16.0,16.0,-7.0
1243,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,43,5,1011,30,True,seen,libero_goal_20260909,euclidean,17,True,2.4570610523223877,13.409583,300,170,0.5666666666666667,16.0,16.0,-1.0
1245,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,45,5,1013,30,True,seen,libero_goal_20260909,euclidean,24,True,2.4570610523223877,5.8209295,300,240,0.8,17.0,17.0,-7.0
1246,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,46,5,1014,30,True,seen,libero_goal_20260909,euclidean,18,True,2.4570610523223877,19.072733,300,180,0.6,17.0,17.0,-1.0
1247,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,47,5,1015,30,True,seen,libero_goal_20260909,euclidean,18,True,2.4570610523223877,5.256729,300,180,0.6,17.0,17.0,-1.0
1418,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,218,27,1010,30,True,seen,libero_goal_20260909,euclidean,22,True,2.4570610523223877,13.082394,300,220,0.7333333333333333,14.0,14.0,-8.0
1419,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,219,27,1011,30,True,seen,libero_goal_20260909,euclidean,22,True,2.4570610523223877,8.398639,300,220,0.7333333333333333,16.0,16.0,-6.0
3626,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_the_stove,26,3,1010,30,True,seen,libero_goal_20260909,euclidean,15,True,2.4570610523223877,8.030506,300,150,0.5,6.0,6.0,-9.0
4424,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,24,3,1008,30,True,seen,libero_goal_20260909,euclidean,12,True,2.4570610523223877,24.902847,300,120,0.4,6.0,6.0,-6.0
4425,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,25,3,1009,30,True,seen,libero_goal_20260909,euclidean,11,True,2.4570610523223877,26.048613,300,110,0.36666666666666664,6.0,6.0,-5.0
4426,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,26,3,1010,30,True,seen,libero_goal_20260909,euclidean,12,True,2.4570610523223877,24.488209,300,120,0.4,6.0,6.0,-6.0
4440,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,40,5,1008,30,True,seen,libero_goal_20260909,euclidean,11,True,2.4570610523223877,28.705164,300,110,0.36666666666666664,7.0,7.0,-4.0
4447,right-50x8b-20260903,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,47,5,1015,30,True,seen,libero_goal_20260909,euclidean,11,True,2.4570610523223877,27.701376,300,110,0.36666666666666664,6.0,6.0,-5.0
6156,right-50x8b-20260903,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,156,19,1012,30,True,unseen,libero_goal_20260909,euclidean,19,True,2.4570610523223877,12.572102,300,190,0.6333333333333333,15.0,15.0,-4.0
1241,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,5,1009,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.26267952,300,-1,,16.0,16.0,
1243,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,43,5,1011,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.25619978,300,-1,,16.0,16.0,
1245,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,45,5,1013,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.22589922,300,-1,,17.0,17.0,
1246,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,46,5,1014,30,True,seen,libero_goal_20260909,cosine,-1,False,0.35810554027557373,0.2685412,300,-1,,17.0,17.0,
