method,task,query,successes,failures,success_zero_fraction,failure_zero_fraction,zero_cross_class_tie_fraction
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,34,6,20,0.3333333333333333,0.45,0.15
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,35,6,20,0.3333333333333333,0.45,0.15
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,36,6,20,0.3333333333333333,0.35,0.11666666666666665
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,37,4,20,0.5,0.3,0.15
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,38,1,20,0.0,0.15,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,39,1,20,0.0,0.1,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,40,1,20,1.0,0.2,0.2
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8,353,47,0.943342776203966,0.9574468085106383,0.9032005304080526
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,9,353,47,0.9518413597733711,0.9574468085106383,0.9113374721234405
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,10,353,47,0.9575070821529745,0.9787234042553191,0.9371345910433367
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,11,353,47,0.9603399433427762,0.9787234042553191,0.9399071785908022
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,12,353,47,0.886685552407932,0.9787234042553191,0.8678199023566994
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,13,353,47,0.7592067988668555,0.7872340425531915,0.5976734374058225
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,14,353,47,0.7620396600566572,0.7021276595744681,0.535049123018504
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,15,353,47,0.8328611898016998,0.7872340425531915,0.655656681333253
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,16,353,47,0.8810198300283286,0.8936170212765957,0.7872943161955277
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,17,353,47,0.8951841359773371,0.8936170212765957,0.7999517810861311
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,18,353,47,0.8781869688385269,0.851063829787234,0.747393164968959
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,19,353,47,0.8441926345609065,0.8297872340425532,0.7005002712313905
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,20,346,47,0.8410404624277457,0.6595744680851063,0.5547288156438323
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,21,288,47,0.8645833333333334,0.723404255319149,0.6254432624113476
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,22,168,47,0.8452380952380952,0.6595744680851063,0.5574974670719351
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,23,102,47,0.7156862745098039,0.48936170212765956,0.3502294534835211
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,24,78,47,0.46153846153846156,0.44680851063829785,0.20621931260229132
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,25,51,47,0.3333333333333333,0.2978723404255319,0.09929078014184396
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,26,37,47,0.2972972972972973,0.14893617021276595,0.04427832087406555
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,27,28,47,0.32142857142857145,0.1276595744680851,0.041033434650455926
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,28,20,47,0.25,0.10638297872340426,0.026595744680851064
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,29,13,47,0.3076923076923077,0.02127659574468085,0.006546644844517185
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,30,8,47,0.25,0.02127659574468085,0.005319148936170213
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,31,7,47,0.14285714285714285,0.02127659574468085,0.0030395136778115497
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,32,5,47,0.2,0.0,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,33,4,47,0.25,0.0,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,34,4,47,0.25,0.0,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,35,3,47,0.3333333333333333,0.0,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,36,3,47,0.0,0.0,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,37,3,47,0.0,0.0,0.0
leaky_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,2,47,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,8,394,6,0.9619289340101523,1.0,0.9619289340101523
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,9,394,6,0.9593908629441624,1.0,0.9593908629441624
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,10,394,6,0.9873096446700508,1.0,0.9873096446700508
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,11,394,6,0.9035532994923858,0.8333333333333334,0.7529610829103216
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,12,394,6,0.7208121827411168,0.6666666666666666,0.48054145516074454
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,13,394,6,0.5126903553299492,0.5,0.2563451776649746
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,14,394,6,0.39086294416243655,0.3333333333333333,0.1302876480541455
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,15,362,6,0.31767955801104975,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,16,312,6,0.28205128205128205,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,17,228,6,0.19736842105263158,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,18,143,6,0.07692307692307693,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,19,89,6,0.011235955056179775,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,20,64,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,21,52,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,22,43,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,23,35,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,24,21,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,25,9,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,26,7,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,27,6,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,28,4,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,29,4,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,30,4,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,31,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,32,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,33,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,34,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,35,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,36,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,37,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,38,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,39,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,40,3,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,41,2,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,42,2,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,43,2,6,0.0,0.0,0.0
leaky_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,44,1,6,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,8,397,3,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,9,397,3,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,10,397,3,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,11,397,3,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,12,397,3,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,13,351,3,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,14,133,3,0.9473684210526315,0.6666666666666666,0.631578947368421
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,15,35,3,0.5142857142857142,0.3333333333333333,0.1714285714285714
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,16,13,3,0.46153846153846156,0.0,0.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,17,9,3,0.5555555555555556,0.3333333333333333,0.18518518518518517
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,18,4,3,0.5,0.6666666666666666,0.3333333333333333
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,19,4,3,0.5,0.6666666666666666,0.3333333333333333
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,20,3,3,0.6666666666666666,0.3333333333333333,0.2222222222222222
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,21,3,3,0.6666666666666666,0.3333333333333333,0.2222222222222222
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,22,2,3,0.5,0.3333333333333333,0.16666666666666666
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,23,2,3,0.5,0.3333333333333333,0.16666666666666666
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,24,1,3,0.0,0.3333333333333333,0.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,25,1,3,0.0,0.3333333333333333,0.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,26,1,3,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,27,1,3,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,8,390,10,0.9974358974358974,1.0,0.9974358974358974
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,390,10,0.9974358974358974,1.0,0.9974358974358974
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,10,390,10,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,11,390,10,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,12,359,10,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,13,128,10,0.9921875,0.6,0.5953125
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,14,87,10,0.9655172413793104,0.5,0.4827586206896552
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,15,79,10,0.9746835443037974,0.6,0.5848101265822785
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,16,63,10,0.9841269841269841,0.6,0.5904761904761904
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,17,19,10,0.9473684210526315,0.6,0.5684210526315789
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,18,5,10,0.8,0.6,0.48
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,19,4,10,0.75,0.4,0.30000000000000004
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,20,3,10,0.6666666666666666,0.3,0.19999999999999998
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,21,2,10,1.0,0.4,0.4
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,22,1,10,1.0,0.3,0.3
leaky_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,23,1,10,1.0,0.3,0.3
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,8,393,7,0.9694656488549618,0.8571428571428571,0.8309705561613958
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,9,393,7,0.9745547073791349,0.8571428571428571,0.8353326063249726
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,10,393,7,0.9770992366412213,0.8571428571428571,0.837513631406761
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,11,393,7,0.989821882951654,0.8571428571428571,0.8484187568157033
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,12,329,7,0.993920972644377,0.7142857142857143,0.7099435518888407
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,13,67,7,0.9850746268656716,0.7142857142857143,0.7036247334754797
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,14,21,7,0.8571428571428571,0.7142857142857143,0.6122448979591837
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,15,18,7,0.9444444444444444,0.2857142857142857,0.2698412698412698
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,16,12,7,0.8333333333333334,0.2857142857142857,0.23809523809523808
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,17,6,7,0.6666666666666666,0.2857142857142857,0.19047619047619047
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,18,2,7,0.5,0.14285714285714285,0.07142857142857142
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,19,1,7,0.0,0.14285714285714285,0.0
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,20,1,7,1.0,0.14285714285714285,0.14285714285714285
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,21,1,7,1.0,0.2857142857142857,0.2857142857142857
leaky_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,22,1,7,1.0,0.14285714285714285,0.14285714285714285
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,8,399,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,9,399,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,10,399,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,11,399,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,12,399,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,13,383,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,14,148,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,15,3,1,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,8,393,7,0.989821882951654,0.8571428571428571,0.8484187568157033
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,9,393,7,0.989821882951654,0.8571428571428571,0.8484187568157033
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,10,393,7,0.9974554707379135,0.8571428571428571,0.8549618320610687
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,11,393,7,1.0,0.8571428571428571,0.8571428571428571
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,12,369,7,1.0,0.8571428571428571,0.8571428571428571
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,13,158,7,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,14,50,7,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,15,35,7,0.9714285714285714,0.7142857142857143,0.6938775510204082
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,16,30,7,0.9,0.42857142857142855,0.3857142857142857
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,17,12,7,0.8333333333333334,0.14285714285714285,0.11904761904761904
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,18,4,7,0.75,0.14285714285714285,0.10714285714285714
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,19,3,7,0.6666666666666666,0.14285714285714285,0.09523809523809523
leaky_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,20,2,7,0.0,0.14285714285714285,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,8,395,5,1.0,0.4,0.4
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,9,395,5,1.0,0.8,0.8
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,10,395,5,1.0,0.8,0.8
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,11,386,5,1.0,0.8,0.8
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,12,210,5,1.0,0.6,0.6
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,13,42,5,1.0,0.2,0.2
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,14,15,5,0.9333333333333333,0.2,0.18666666666666668
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,15,15,5,0.9333333333333333,0.2,0.18666666666666668
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,16,4,5,1.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,17,4,5,0.75,0.0,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,18,3,5,0.6666666666666666,0.0,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,19,1,5,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,20,1,5,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,21,1,5,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,22,1,5,0.0,0.0,0.0
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,8,396,4,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,9,396,4,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,10,396,4,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,11,381,4,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,12,138,4,1.0,0.75,0.75
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,13,22,4,1.0,0.75,0.75
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,14,20,4,1.0,0.75,0.75
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,15,20,4,1.0,0.75,0.75
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,16,14,4,1.0,0.75,0.75
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,17,11,4,1.0,0.5,0.5
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,18,5,4,1.0,0.5,0.5
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,19,4,4,1.0,0.5,0.5
leaky_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,20,3,4,1.0,0.25,0.25
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,8,393,7,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,9,393,7,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,10,393,7,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,11,393,7,1.0,1.0,1.0
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,12,354,7,1.0,0.8571428571428571,0.8571428571428571
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,13,140,7,0.9928571428571429,0.7142857142857143,0.7091836734693878
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,14,88,7,1.0,0.7142857142857143,0.7142857142857143
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,15,68,7,1.0,0.7142857142857143,0.7142857142857143
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,16,41,7,0.975609756097561,0.7142857142857143,0.6968641114982579
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,17,25,7,1.0,0.7142857142857143,0.7142857142857143
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,18,12,7,1.0,0.42857142857142855,0.42857142857142855
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,19,5,7,1.0,0.2857142857142857,0.2857142857142857
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,20,3,7,0.6666666666666666,0.2857142857142857,0.19047619047619047
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,21,2,7,0.5,0.2857142857142857,0.14285714285714285
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,22,1,7,0.0,0.2857142857142857,0.0
leaky_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,23,1,7,0.0,0.42857142857142855,0.0
