corpus,family,variant,n_cells,bits_per_chunk,auc_success,det_auc,npairs,auc_resid_w8,det_resid_w8,rho_w8
A,one_cell,L15_T10,1,192,0.7272417320150018,0.7272417320150018,2933,0.5588135015342652,0.5588135015342652,0.7869911800506699
A,one_token,T1_all_layers,4,768,0.7944084555063076,0.7944084555063076,2933,0.5509717013296965,0.5509717013296965,0.9452431814329829
A,one_token,T2_all_layers,4,768,0.7886123423116264,0.7886123423116264,2933,0.519945448346403,0.519945448346403,0.9542152842436128
A,one_token,T3_all_layers,4,768,0.7848619161268326,0.7848619161268326,2933,0.5322195704057279,0.5322195704057279,0.9451042347642913
A,one_token,T4_all_layers,4,768,0.8015683600409137,0.8015683600409137,2933,0.559836345039209,0.559836345039209,0.9499360019898261
A,one_token,T5_all_layers,4,768,0.7845209682918514,0.7845209682918514,2933,0.5363109444255029,0.5363109444255029,0.9373845779653144
A,one_token,T6_all_layers,4,768,0.8002045687009888,0.8002045687009888,2933,0.5871121718377088,0.5871121718377088,0.9457175260999622
A,one_token,T7_all_layers,4,768,0.7603136720081828,0.7603136720081828,2933,0.5243777702011593,0.5243777702011593,0.9370238669105524
A,one_token,T8_all_layers,4,768,0.762018411183089,0.762018411183089,2933,0.4715308557790658,0.5284691442209342,0.9333086255890786
A,one_token,T9_all_layers,4,768,0.7555404023184454,0.7555404023184454,2933,0.5301738833958405,0.5301738833958405,0.9286251598574543
A,one_token,T10_all_layers,4,768,0.7136038186157516,0.7136038186157516,2933,0.5161950221616093,0.5161950221616093,0.8564370002047055
A,one_layer,L12_all_tokens,10,1920,0.7875894988066826,0.7875894988066826,2933,0.5254006137061029,0.5254006137061029,0.9696254327982371
A,one_layer,L13_all_tokens,10,1920,0.7845209682918514,0.7845209682918514,2933,0.5410842141152403,0.5410842141152403,0.9634443696058425
A,one_layer,L14_all_tokens,10,1920,0.7899761336515513,0.7899761336515513,2933,0.5400613706102966,0.5400613706102966,0.9747235374005911
A,one_layer,L15_all_tokens,10,1920,0.793726559836345,0.793726559836345,2933,0.518581657006478,0.518581657006478,0.9643039129583038
A,two_layers,L12+L13,20,3840,0.7903170814865326,0.7903170814865326,2933,0.49403341288782815,0.5059665871121719,0.9850223745407879
A,two_layers,L12+L14,20,3840,0.7916808728264576,0.7916808728264576,2933,0.5329014660756904,0.5329014660756904,0.9866828560171333
A,two_layers,L12+L15,20,3840,0.7961131946812138,0.7961131946812138,2933,0.5254006137061029,0.5254006137061029,0.9878191921393054
A,two_layers,L13+L14,20,3840,0.79509035117627,0.79509035117627,2933,0.5499488578247528,0.5499488578247528,0.9888531754679061
A,two_layers,L13+L15,20,3840,0.793726559836345,0.793726559836345,2933,0.5417661097852029,0.5417661097852029,0.9823031469632035
A,two_layers,L14+L15,20,3840,0.7954312990112513,0.7954312990112513,2933,0.5369928400954654,0.5369928400954654,0.9874917732566455
A,all,all_40,40,7680,0.7947494033412887,0.7947494033412887,2933,0.5380156836004092,0.5380156836004092,0.9969871959956944
B,one_cell,L12_T1,1,192,0.6992031872509961,0.6992031872509961,2008,0.5373505976095617,0.5373505976095617,0.851672649803733
B,one_cell,L12_T2,1,192,0.6992031872509961,0.6992031872509961,2008,0.5642430278884463,0.5642430278884463,0.8576875264645631
B,one_cell,L12_T3,1,192,0.7280876494023905,0.7280876494023905,2008,0.5776892430278885,0.5776892430278885,0.8762785245076161
B,one_cell,L12_T4,1,192,0.6987051792828686,0.6987051792828686,2008,0.5348605577689243,0.5348605577689243,0.884143953634085
B,one_cell,L12_T5,1,192,0.6847609561752988,0.6847609561752988,2008,0.5408366533864541,0.5408366533864541,0.8453506590391504
B,one_cell,L12_T6,1,192,0.7325697211155379,0.7325697211155379,2008,0.5861553784860558,0.5861553784860558,0.851963581184697
B,one_cell,L12_T7,1,192,0.7006972111553785,0.7006972111553785,2008,0.5368525896414342,0.5368525896414342,0.8542786940238726
B,one_cell,L12_T8,1,192,0.6982071713147411,0.6982071713147411,2008,0.5258964143426295,0.5258964143426295,0.8399352583799682
B,one_cell,L12_T9,1,192,0.7270916334661355,0.7270916334661355,2008,0.5816733067729084,0.5816733067729084,0.8290220235234204
B,one_cell,L12_T10,1,192,0.7440239043824701,0.7440239043824701,2008,0.6075697211155379,0.6075697211155379,0.8200373937125921
B,one_cell,L13_T1,1,192,0.6917330677290837,0.6917330677290837,2008,0.5288844621513944,0.5288844621513944,0.864588787179135
B,one_cell,L13_T2,1,192,0.6439243027888446,0.6439243027888446,2008,0.4631474103585657,0.5368525896414342,0.8392983207161739
B,one_cell,L13_T3,1,192,0.6449203187250996,0.6449203187250996,2008,0.4701195219123506,0.5298804780876494,0.8241026546102701
B,one_cell,L13_T4,1,192,0.6409362549800797,0.6409362549800797,2008,0.46663346613545814,0.5333665338645419,0.8401822907725934
B,one_cell,L13_T5,1,192,0.6623505976095617,0.6623505976095617,2008,0.5089641434262948,0.5089641434262948,0.8231958856902529
B,one_cell,L13_T6,1,192,0.6459163346613546,0.6459163346613546,2008,0.4686254980079681,0.531374501992032,0.8461906406999232
B,one_cell,L13_T7,1,192,0.6533864541832669,0.6533864541832669,2008,0.47758964143426297,0.522410358565737,0.8327401158432611
B,one_cell,L13_T8,1,192,0.7016932270916335,0.7016932270916335,2008,0.5632470119521913,0.5632470119521913,0.8429918260262528
B,one_cell,L13_T9,1,192,0.6872509960159362,0.6872509960159362,2008,0.5189243027888446,0.5189243027888446,0.8907615249596595
B,one_cell,L13_T10,1,192,0.7161354581673307,0.7161354581673307,2008,0.5727091633466136,0.5727091633466136,0.8842510635893386
B,one_cell,L14_T1,1,192,0.727589641434263,0.727589641434263,2008,0.5607569721115537,0.5607569721115537,0.8575343717455741
B,one_cell,L14_T2,1,192,0.701195219123506,0.701195219123506,2008,0.5473107569721115,0.5473107569721115,0.8361597665682471
B,one_cell,L14_T3,1,192,0.6807768924302788,0.6807768924302788,2008,0.5239043824701195,0.5239043824701195,0.844227077396688
B,one_cell,L14_T4,1,192,0.7166334661354582,0.7166334661354582,2008,0.5572709163346613,0.5572709163346613,0.8562168656515718
B,one_cell,L14_T5,1,192,0.700199203187251,0.700199203187251,2008,0.5617529880478087,0.5617529880478087,0.8517142242020576
B,one_cell,L14_T6,1,192,0.7061752988047809,0.7061752988047809,2008,0.5557768924302788,0.5557768924302788,0.8433870957359151
B,one_cell,L14_T7,1,192,0.6937250996015937,0.6937250996015937,2008,0.5398406374501992,0.5398406374501992,0.8285601453691306
B,one_cell,L14_T8,1,192,0.7186254980079682,0.7186254980079682,2008,0.5722111553784861,0.5722111553784861,0.8163820653231253
B,one_cell,L14_T9,1,192,0.7176294820717132,0.7176294820717132,2008,0.5866533864541833,0.5866533864541833,0.8365031800391388
B,one_cell,L14_T10,1,192,0.7544820717131474,0.7544820717131474,2008,0.6339641434262948,0.6339641434262948,0.844441744343736
B,one_cell,L15_T1,1,192,0.6827689243027888,0.6827689243027888,2008,0.5154382470119522,0.5154382470119522,0.8508626195912155
B,one_cell,L15_T2,1,192,0.6613545816733067,0.6613545816733067,2008,0.4860557768924303,0.5139442231075697,0.8493252609262884
B,one_cell,L15_T3,1,192,0.6907370517928287,0.6907370517928287,2008,0.5194223107569721,0.5194223107569721,0.8335242179363934
B,one_cell,L15_T4,1,192,0.6663346613545816,0.6663346613545816,2008,0.48904382470119523,0.5109561752988048,0.8206983819422988
B,one_cell,L15_T5,1,192,0.6917330677290837,0.6917330677290837,2008,0.5333665338645418,0.5333665338645418,0.8362835956901385
B,one_cell,L15_T6,1,192,0.701195219123506,0.701195219123506,2008,0.5483067729083665,0.5483067729083665,0.8375057935935729
B,one_cell,L15_T7,1,192,0.6852589641434262,0.6852589641434262,2008,0.5318725099601593,0.5318725099601593,0.8431255793593573
B,one_cell,L15_T8,1,192,0.6892430278884463,0.6892430278884463,2008,0.5612549800796812,0.5612549800796812,0.8421944916515033
B,one_cell,L15_T9,1,192,0.6752988047808764,0.6752988047808764,2008,0.525398406374502,0.525398406374502,0.8490054509847679
B,one_cell,L15_T10,1,192,0.7146414342629482,0.7146414342629482,2008,0.5941235059760956,0.5941235059760956,0.8344750646593654
B,one_token,T1_all_layers,4,768,0.7330677290836654,0.7330677290836654,2008,0.5448207171314741,0.5448207171314741,0.9444582131699112
B,one_token,T2_all_layers,4,768,0.7106573705179283,0.7106573705179283,2008,0.4900398406374502,0.5099601593625498,0.9431948879046932
B,one_token,T3_all_layers,4,768,0.7066733067729084,0.7066733067729084,2008,0.5059760956175299,0.5059760956175299,0.9403717627401837
B,one_token,T4_all_layers,4,768,0.7101593625498008,0.7101593625498008,2008,0.48754980079681276,0.5124501992031872,0.9393276641947333
B,one_token,T5_all_layers,4,768,0.7141434262948207,0.7141434262948207,2008,0.5179282868525896,0.5179282868525896,0.9310886913345005
B,one_token,T6_all_layers,4,768,0.7310756972111554,0.7310756972111554,2008,0.5542828685258964,0.5542828685258964,0.9378737225483801
B,one_token,T7_all_layers,4,768,0.7126494023904383,0.7126494023904383,2008,0.5114541832669323,0.5114541832669323,0.9336258025199986
B,one_token,T8_all_layers,4,768,0.7395418326693227,0.7395418326693227,2008,0.5542828685258964,0.5542828685258964,0.934802670918163
B,one_token,T9_all_layers,4,768,0.7260956175298805,0.7260956175298805,2008,0.5577689243027888,0.5577689243027888,0.9338846366773097
B,one_token,T10_all_layers,4,768,0.7395418326693227,0.7395418326693227,2008,0.5692231075697212,0.5692231075697212,0.9225369717100972
B,one_layer,L12_all_tokens,10,1920,0.7455179282868526,0.7455179282868526,2008,0.5707171314741036,0.5707171314741036,0.9589588268616747
B,one_layer,L13_all_tokens,10,1920,0.7146414342629482,0.7146414342629482,2008,0.49302788844621515,0.5069721115537849,0.9591835074272438
B,one_layer,L14_all_tokens,10,1920,0.7539840637450199,0.7539840637450199,2008,0.5896414342629482,0.5896414342629482,0.9552551504701563
B,one_layer,L15_all_tokens,10,1920,0.7390438247011952,0.7390438247011952,2008,0.5453187250996016,0.5453187250996016,0.9584093295453244
B,two_layers,L12+L13,20,3840,0.7385458167330677,0.7385458167330677,2008,0.548804780876494,0.548804780876494,0.9779965932239274
B,two_layers,L12+L14,20,3840,0.7539840637450199,0.7539840637450199,2008,0.6020916334661355,0.6020916334661355,0.983454641169133
B,two_layers,L12+L15,20,3840,0.7539840637450199,0.7539840637450199,2008,0.5732071713147411,0.5732071713147411,0.9850758638891749
B,two_layers,L13+L14,20,3840,0.7305776892430279,0.7305776892430279,2008,0.5034860557768924,0.5034860557768924,0.9850486840674747
B,two_layers,L13+L15,20,3840,0.7310756972111554,0.7310756972111554,2008,0.47908366533864544,0.5209163346613546,0.9859502673636146
B,two_layers,L14+L15,20,3840,0.7569721115537849,0.7569721115537849,2008,0.5776892430278885,0.5776892430278885,0.9792740448438448
B,all,all_40,40,7680,0.7460159362549801,0.7460159362549801,2008,0.5722111553784861,0.5722111553784861,0.996533052808963
