episode_id,init_state_id,seed,success,n_q,stag,loop,q_late_static_window_fraction,q_terminal_static_window_steps,loop_return_count,loop_return_fraction,cls,cls_strict,cls_strict_is_stag
49,3,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
50,3,7,False,52,False,True,0.12,0.0,4.0,0.0769230769230769,loop,loop,False
52,3,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
53,3,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
54,3,7,False,52,True,False,0.56,0.0,1.0,0.0192307692307692,stagnation,other,False
55,3,7,False,52,False,True,0.12,0.0,2.0,0.0192307692307692,loop,loop,False
56,3,7,False,52,False,True,0.44,0.0,2.0,0.0192307692307692,loop,loop,False
57,3,7,False,52,False,False,0.08,0.0,0.0,0.0,other,other,False
58,3,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
60,3,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
61,3,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
62,3,7,False,52,False,True,0.0,0.0,2.0,0.0384615384615384,loop,loop,False
63,3,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
66,7,7,False,52,False,True,0.0,0.0,4.0,0.0576923076923076,loop,loop,False
69,7,7,False,52,True,True,0.48,0.0,2.0,0.0384615384615384,stagnation,loop,False
74,7,7,False,52,False,False,0.0,0.0,1.0,0.0192307692307692,other,other,False
96,10,7,False,52,False,True,0.0,0.0,10.0,0.1153846153846153,loop,loop,False
97,10,7,False,52,False,False,0.36,0.0,0.0,0.0,other,other,False
98,10,7,False,52,False,True,0.04,0.0,4.0,0.0384615384615384,loop,loop,False
99,10,7,False,52,False,True,0.0,0.0,3.0,0.0576923076923076,loop,loop,False
101,10,7,False,52,False,False,0.44,0.0,0.0,0.0,other,other,False
102,10,7,False,52,True,False,0.56,0.0,0.0,0.0,stagnation,other,False
105,10,7,False,52,False,True,0.12,0.0,5.0,0.0769230769230769,loop,loop,False
106,10,7,False,52,False,False,0.0,0.0,0.0,0.0,other,other,False
107,10,7,False,52,False,False,0.0,0.0,0.0,0.0,other,other,False
109,10,7,False,52,False,True,0.0,0.0,15.0,0.173076923076923,loop,loop,False
110,10,7,False,52,False,True,0.04,0.0,7.0,0.1153846153846153,loop,loop,False
113,10,7,False,52,False,True,0.36,0.0,2.0,0.0384615384615384,loop,loop,False
114,10,7,False,52,False,True,0.16,0.0,2.0,0.0384615384615384,loop,loop,False
116,10,7,False,52,True,False,0.52,0.0,0.0,0.0,stagnation,other,False
117,10,7,False,52,False,True,0.04,0.0,18.0,0.1153846153846153,loop,loop,False
118,10,7,False,52,False,True,0.0,0.0,13.0,0.1538461538461538,loop,loop,False
119,10,7,False,52,False,True,0.04,0.0,11.0,0.1153846153846153,loop,loop,False
121,10,7,False,52,False,True,0.12,0.0,6.0,0.1153846153846153,loop,loop,False
122,10,7,False,52,False,True,0.0,0.0,14.0,0.173076923076923,loop,loop,False
124,10,7,False,52,False,True,0.36,0.0,2.0,0.0384615384615384,loop,loop,False
125,10,7,False,52,False,True,0.12,0.0,2.0,0.0384615384615384,loop,loop,False
126,10,7,False,52,False,True,0.04,0.0,20.0,0.0961538461538461,loop,loop,False
127,10,7,False,52,False,False,0.04,0.0,0.0,0.0,other,other,False
129,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
130,13,7,False,52,True,False,0.56,139.0,0.0,0.0,stagnation,stagnation,True
131,13,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
132,13,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
133,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
135,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
137,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
138,13,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
140,13,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
141,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
142,13,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
143,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
144,13,7,False,52,True,False,0.68,0.0,0.0,0.0,stagnation,other,False
145,13,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
146,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
147,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
150,13,7,False,52,True,False,0.48,0.0,0.0,0.0,stagnation,other,False
152,13,7,False,52,False,False,0.32,0.0,0.0,0.0,other,other,False
153,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
154,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
155,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
158,13,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
159,13,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
161,16,7,False,52,True,False,0.72,0.0,1.0,0.0192307692307692,stagnation,other,False
167,16,7,False,52,True,False,0.8,0.0,0.0,0.0,stagnation,other,False
172,16,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
177,16,7,False,52,False,False,0.16,0.0,0.0,0.0,other,other,False
198,20,7,False,52,False,False,0.08,39.0,0.0,0.0,other,other,False
201,20,7,False,52,False,False,0.2,0.0,0.0,0.0,other,other,False
203,20,7,False,52,False,False,0.0,0.0,1.0,0.0192307692307692,other,other,False
204,20,7,False,52,False,False,0.0,0.0,1.0,0.0192307692307692,other,other,False
211,20,7,False,52,False,False,0.0,0.0,0.0,0.0,other,other,False
213,20,7,False,52,False,False,0.16,0.0,0.0,0.0,other,other,False
218,20,7,False,52,False,False,0.08,39.0,0.0,0.0,other,other,False
220,20,7,False,52,False,False,0.0,0.0,0.0,0.0,other,other,False
221,20,7,False,52,False,False,0.08,39.0,0.0,0.0,other,other,False
226,23,7,False,52,False,False,0.2,0.0,0.0,0.0,other,other,False
240,23,7,False,52,False,False,0.44,0.0,1.0,0.0192307692307692,other,other,False
243,23,7,False,52,False,False,0.24,0.0,0.0,0.0,other,other,False
257,26,7,False,52,False,True,0.04,0.0,2.0,0.0384615384615384,loop,loop,False
258,26,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
259,26,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
260,26,7,False,52,True,False,0.64,179.0,0.0,0.0,stagnation,stagnation,True
261,26,7,False,52,False,True,0.16,0.0,3.0,0.0192307692307692,loop,loop,False
262,26,7,False,52,True,False,0.76,0.0,0.0,0.0,stagnation,other,False
266,26,7,False,52,True,False,0.52,0.0,0.0,0.0,stagnation,other,False
268,26,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
269,26,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
270,26,7,False,52,True,False,0.6,169.0,0.0,0.0,stagnation,stagnation,True
271,26,7,False,52,False,True,0.44,0.0,8.0,0.0384615384615384,loop,loop,False
273,26,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
274,26,7,False,52,False,False,0.2,0.0,0.0,0.0,other,other,False
275,26,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
277,26,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
278,26,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
280,26,7,False,52,False,False,0.44,0.0,1.0,0.0192307692307692,other,other,False
281,26,7,False,52,False,True,0.04,0.0,9.0,0.1153846153846153,loop,loop,False
282,26,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
283,26,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
284,26,7,False,52,False,False,0.24,0.0,1.0,0.0192307692307692,other,other,False
286,26,7,False,52,False,False,0.04,0.0,0.0,0.0,other,other,False
287,26,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
291,29,7,False,52,True,False,0.56,159.0,0.0,0.0,stagnation,stagnation,True
293,29,7,False,52,False,False,0.16,49.0,0.0,0.0,other,other,False
314,29,7,False,52,False,False,0.0,0.0,0.0,0.0,other,other,False
315,29,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
384,39,7,False,52,True,False,0.52,0.0,0.0,0.0,stagnation,other,False
386,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
387,39,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
388,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
389,39,7,False,52,False,False,0.36,39.0,0.0,0.0,other,other,False
390,39,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
391,39,7,False,52,False,False,0.08,0.0,0.0,0.0,other,other,False
392,39,7,False,52,True,False,0.64,0.0,0.0,0.0,stagnation,other,False
393,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
394,39,7,False,52,False,False,0.2,0.0,0.0,0.0,other,other,False
395,39,7,False,52,True,False,0.6,0.0,0.0,0.0,stagnation,other,False
396,39,7,False,52,True,False,0.72,199.0,0.0,0.0,stagnation,stagnation,True
399,39,7,False,52,False,True,0.0,0.0,3.0,0.0384615384615384,loop,loop,False
400,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
401,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
403,39,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
404,39,7,False,52,False,False,0.08,0.0,0.0,0.0,other,other,False
405,39,7,False,52,False,False,0.2,0.0,0.0,0.0,other,other,False
406,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
407,39,7,False,52,True,False,0.76,0.0,0.0,0.0,stagnation,other,False
408,39,7,False,52,False,False,0.28,0.0,0.0,0.0,other,other,False
409,39,7,False,52,False,False,0.04,0.0,1.0,0.0192307692307692,other,other,False
410,39,7,False,52,False,False,0.44,0.0,0.0,0.0,other,other,False
411,39,7,False,52,False,True,0.08,0.0,5.0,0.0961538461538461,loop,loop,False
412,39,7,False,52,False,False,0.0,0.0,1.0,0.0192307692307692,other,other,False
413,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
414,39,7,False,52,False,True,0.0,0.0,3.0,0.0576923076923076,loop,loop,False
415,39,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
416,42,7,False,52,False,True,0.0,0.0,11.0,0.0961538461538461,loop,loop,False
422,42,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
423,42,7,False,52,True,False,0.8,219.0,0.0,0.0,stagnation,stagnation,True
425,42,7,False,52,True,False,0.32,99.0,0.0,0.0,stagnation,other,False
427,42,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
428,42,7,False,52,True,False,0.76,209.0,0.0,0.0,stagnation,stagnation,True
430,42,7,False,52,True,False,0.36,109.0,0.0,0.0,stagnation,other,False
431,42,7,False,52,False,True,0.0,0.0,12.0,0.1346153846153846,loop,loop,False
432,42,7,False,52,False,True,0.0,0.0,9.0,0.0961538461538461,loop,loop,False
433,42,7,False,52,False,True,0.2,0.0,4.0,0.0384615384615384,loop,loop,False
434,42,7,False,52,False,True,0.0,0.0,9.0,0.0961538461538461,loop,loop,False
435,42,7,False,52,True,False,0.52,0.0,0.0,0.0,stagnation,other,False
436,42,7,False,52,False,True,0.0,0.0,10.0,0.1346153846153846,loop,loop,False
439,42,7,False,52,False,False,0.04,0.0,0.0,0.0,other,other,False
441,42,7,False,52,False,True,0.0,0.0,10.0,0.1153846153846153,loop,loop,False
442,42,7,False,52,False,True,0.0,0.0,17.0,0.2115384615384615,loop,loop,False
443,42,7,False,52,False,False,0.08,0.0,0.0,0.0,other,other,False
444,42,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
463,46,7,False,52,False,False,0.0,0.0,0.0,0.0,other,other,False
480,49,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
481,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
482,49,7,False,52,True,False,0.72,0.0,0.0,0.0,stagnation,other,False
483,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
484,49,7,False,52,True,False,0.96,259.0,0.0,0.0,stagnation,stagnation,True
485,49,7,False,52,True,False,0.84,229.0,0.0,0.0,stagnation,stagnation,True
486,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
487,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
488,49,7,False,52,True,False,0.68,0.0,0.0,0.0,stagnation,other,False
489,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
490,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
491,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
492,49,7,False,52,True,False,0.52,0.0,0.0,0.0,stagnation,other,False
493,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
494,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
495,49,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
496,49,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
497,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
498,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
499,49,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
500,49,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
501,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
502,49,7,False,52,True,False,0.88,239.0,0.0,0.0,stagnation,stagnation,True
503,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
504,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
505,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
506,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
507,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
508,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
509,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
510,49,7,False,52,True,False,0.92,249.0,0.0,0.0,stagnation,stagnation,True
511,49,7,False,52,True,False,0.96,259.0,0.0,0.0,stagnation,stagnation,True
