episode_id,worker,success,n_q,rederived_stag_dense,rederived_stag_query,rederived_loop,ref_stag,ref_loop,d_late_static_window_fraction,d_terminal_static_window_steps,q_late_static_window_fraction,q_terminal_static_window_steps,loop_return_count,loop_return_fraction
400000013,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000014,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000015,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000100,3,True,39,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000101,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000102,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000103,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000104,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000105,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000106,3,True,42,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000107,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000108,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000109,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000110,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000111,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000112,3,True,39,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000113,3,False,51,False,False,True,False,True,0.0,0.0,0.0,0.0,6.0,0.11764705882352941
400000114,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000115,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000200,3,True,41,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000201,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000202,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000203,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000204,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000205,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000206,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000207,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000208,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000209,3,True,39,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000210,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000211,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000212,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000213,3,False,50,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.02
400000214,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000215,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000300,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000301,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000302,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000303,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000304,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000305,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000306,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000307,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000308,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000309,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000310,3,True,38,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000311,3,True,37,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000312,3,False,49,False,False,True,False,True,0.0,0.0,0.0,0.0,3.0,0.061224489795918366
400000313,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000314,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000315,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000400,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000401,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000402,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000403,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000404,3,False,48,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000405,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000406,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000407,3,True,33,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000408,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000409,3,False,48,False,False,True,False,True,0.0,0.0,0.0,0.0,2.0,0.041666666666666664
400000410,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000411,3,False,48,False,False,True,False,True,0.0,0.0,0.0,0.0,4.0,0.0625
400000412,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000413,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000414,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000415,3,True,40,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000500,3,False,47,False,False,True,False,True,0.0,0.0,0.0,0.0,6.0,0.0851063829787234
400000501,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000502,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000503,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000504,3,True,39,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000505,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000506,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000507,3,False,47,False,False,True,False,True,0.0,0.0,0.0,0.0,5.0,0.06382978723404255
400000508,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000509,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000510,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000511,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000512,3,True,35,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000513,3,True,36,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000514,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
400000515,3,True,34,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0
