calibration,score_kind,method,window,scope,metric,estimate,lo,hi,tasks
episode,calibrated_rank,lagged_agreement,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,calibrated_rank,lagged_agreement,q8_13,excluding_S05,delta_control,-0.06675481597858253,-0.12960990795006458,-0.0048727330243418,35
episode,calibrated_rank,lagged_agreement,q8_13,excluding_S05,delta_old_ac,-0.053817031224645866,-0.11988304527642522,0.014678289185361768,35
episode,calibrated_rank,lagged_agreement,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,calibrated_rank,max_or_gap,q8_13,all,auc,0.6897167972313266,0.6432882514695011,0.733973227230893,36
episode,calibrated_rank,max_or_gap,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36
episode,calibrated_rank,max_or_gap,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,calibrated_rank,max_or_gap,q8_13,all,delta_control,-0.047499616093727014,-0.07457389805153546,-0.020030152318852548,36
episode,calibrated_rank,max_or_gap,q8_13,all,delta_old_ac,-0.03503596997615524,-0.06357306328179979,-0.00536104249788974,36
episode,calibrated_rank,max_or_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,calibrated_rank,max_or_gap,q8_13,excluding_S05,auc,0.689098055469927,0.640800743916293,0.7343553770114252,35
episode,calibrated_rank,max_or_gap,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35
episode,calibrated_rank,max_or_gap,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,calibrated_rank,max_or_gap,q8_13,excluding_S05,delta_control,-0.049867568261760184,-0.07762782964010102,-0.02368558252938038,35
episode,calibrated_rank,max_or_gap,q8_13,excluding_S05,delta_old_ac,-0.03692978350782353,-0.06820549308216192,-0.0072475753187772355,35
episode,calibrated_rank,max_or_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,calibrated_rank,soft_sum_gap,q8_13,all,auc,0.6865388791295677,0.6394644371361335,0.7296148711307414,36
episode,calibrated_rank,soft_sum_gap,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36
episode,calibrated_rank,soft_sum_gap,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,calibrated_rank,soft_sum_gap,q8_13,all,delta_control,-0.050677534195486006,-0.08432945593323268,-0.016813202641482703,36
episode,calibrated_rank,soft_sum_gap,q8_13,all,delta_old_ac,-0.03821388807791423,-0.06967190218607407,-0.005019654509039527,36
episode,calibrated_rank,soft_sum_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,auc,0.6839968392990275,0.6370871851290694,0.7295695212815595,35
episode,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35
episode,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,delta_control,-0.054968784432659644,-0.08900247401963109,-0.020669541642429397,35
episode,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,delta_old_ac,-0.04203099967872297,-0.07509391821409032,-0.009208074313346828,35
episode,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,calibrated_rank,state_adjustment_or,q8_13,all,auc,0.7545809302980758,0.7102373808375644,0.7988535205676051,36
episode,calibrated_rank,state_adjustment_or,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36
episode,calibrated_rank,state_adjustment_or,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,calibrated_rank,state_adjustment_or,q8_13,all,delta_control,0.01736451697302222,0.004198379927258472,0.031446552375971784,36
episode,calibrated_rank,state_adjustment_or,q8_13,all,delta_old_ac,0.02982816309059399,0.010381766163798751,0.05213304026203335,36
episode,calibrated_rank,state_adjustment_or,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,auc,0.7537392892651867,0.7081856758698849,0.8003761267062313,35
episode,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35
episode,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,delta_control,0.014773665533499554,0.0020949701722051853,0.028996805176809793,35
episode,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,delta_old_ac,0.027711450287436223,0.008303095507781896,0.05104345624392183,35
episode,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,calibrated_rank,two_of_three,q8_13,all,auc,0.6780697221681504,0.644282944768754,0.7130399492601616,36
episode,calibrated_rank,two_of_three,q8_13,all,control_auc,0.7372164133250536,0.6876734682311065,0.7850288510451893,36
episode,calibrated_rank,two_of_three,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,calibrated_rank,two_of_three,q8_13,all,delta_control,-0.0591466911569033,-0.11748956012361675,0.005184051383619674,36
episode,calibrated_rank,two_of_three,q8_13,all,delta_old_ac,-0.04668304503933154,-0.10514946458486314,0.016487357426550067,36
episode,calibrated_rank,two_of_three,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,calibrated_rank,two_of_three,q8_13,excluding_S05,auc,0.6748415186369556,0.6405937167244931,0.7117884012257782,35
episode,calibrated_rank,two_of_three,q8_13,excluding_S05,control_auc,0.7389656237316872,0.6877234491514356,0.7874440909467666,35
episode,calibrated_rank,two_of_three,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,calibrated_rank,two_of_three,q8_13,excluding_S05,delta_control,-0.06412410509473171,-0.12428833647126987,9.435864645447229e-05,35
episode,calibrated_rank,two_of_three,q8_13,excluding_S05,delta_old_ac,-0.05118632034079504,-0.11125517161749199,0.012130378423385511,35
episode,calibrated_rank,two_of_three,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_score,ac_recalibrated,q8_13,all,auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,ac_recalibrated,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,ac_recalibrated,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_score,ac_recalibrated,q8_13,all,delta_control,0.0,0.0,0.0,36
episode,raw_score,ac_recalibrated,q8_13,all,delta_old_ac,-0.007060297221012864,-0.01612870304411103,0.0020184897954804008,36
episode,raw_score,ac_recalibrated,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_score,ac_recalibrated,q8_13,excluding_S05,auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,ac_recalibrated,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,ac_recalibrated,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_score,ac_recalibrated,q8_13,excluding_S05,delta_control,0.0,0.0,0.0,35
episode,raw_score,ac_recalibrated,q8_13,excluding_S05,delta_old_ac,-0.007353726666967256,-0.016783268884626553,0.0021377729584401654,35
episode,raw_score,ac_recalibrated,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_score,lagged_agreement,q8_13,all,auc,0.6658596373301033,0.625974345928431,0.7071543185244458,36
episode,raw_score,lagged_agreement,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,lagged_agreement,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_score,lagged_agreement,q8_13,all,delta_control,-0.05183283265636561,-0.11227698407786596,0.010061181630365498,36
episode,raw_score,lagged_agreement,q8_13,all,delta_old_ac,-0.05889312987737848,-0.11779899208478005,3.333091986927334e-06,36
episode,raw_score,lagged_agreement,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_score,lagged_agreement,q8_13,excluding_S05,auc,0.6625368153031399,0.6231870111889887,0.7032306352611886,35
episode,raw_score,lagged_agreement,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,lagged_agreement,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_score,lagged_agreement,q8_13,excluding_S05,delta_control,-0.05613729700764336,-0.11766136063974782,0.006405381688280963,35
episode,raw_score,lagged_agreement,q8_13,excluding_S05,delta_old_ac,-0.06349102367461062,-0.12457139221722223,-0.001533336188157385,35
episode,raw_score,lagged_agreement,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_score,max_or_gap,q8_13,all,auc,0.6729881356824349,0.6189079343959284,0.7230508324464004,36
episode,raw_score,max_or_gap,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,max_or_gap,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_score,max_or_gap,q8_13,all,delta_control,-0.044704334304034136,-0.07166653121849534,-0.017944406049492434,36
episode,raw_score,max_or_gap,q8_13,all,delta_old_ac,-0.05176463152504699,-0.07808284342635798,-0.023539665859132412,36
episode,raw_score,max_or_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_score,max_or_gap,q8_13,excluding_S05,auc,0.6717894283499788,0.6152149572683828,0.7224144699412355,35
episode,raw_score,max_or_gap,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,max_or_gap,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_score,max_or_gap,q8_13,excluding_S05,delta_control,-0.0468846839608045,-0.07508122532525434,-0.020558695855514668,35
episode,raw_score,max_or_gap,q8_13,excluding_S05,delta_old_ac,-0.05423841062777176,-0.08341096942067938,-0.02722449187322399,35
episode,raw_score,max_or_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_score,soft_sum_gap,q8_13,all,auc,0.6795677795570253,0.6272640887829183,0.7262097093397485,36
episode,raw_score,soft_sum_gap,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,soft_sum_gap,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_score,soft_sum_gap,q8_13,all,delta_control,-0.03812469042944378,-0.06808542191198863,-0.006491881942876975,36
episode,raw_score,soft_sum_gap,q8_13,all,delta_old_ac,-0.045184987650456636,-0.07682846830435641,-0.011963286383364266,36
episode,raw_score,soft_sum_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_score,soft_sum_gap,q8_13,excluding_S05,auc,0.6767528842623954,0.6247838509623814,0.7263394444518266,35
episode,raw_score,soft_sum_gap,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,soft_sum_gap,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_score,soft_sum_gap,q8_13,excluding_S05,delta_control,-0.041921228048387923,-0.07359506742727118,-0.010645947235503734,35
episode,raw_score,soft_sum_gap,q8_13,excluding_S05,delta_old_ac,-0.04927495471535517,-0.08176661004424596,-0.016194308685431206,35
episode,raw_score,soft_sum_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_score,state_adjustment_or,q8_13,all,auc,0.7295621579087528,0.6716164714886071,0.7835008901193941,36
episode,raw_score,state_adjustment_or,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,state_adjustment_or,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_score,state_adjustment_or,q8_13,all,delta_control,0.01186968792228384,-0.001812769644880483,0.0249437255126234,36
episode,raw_score,state_adjustment_or,q8_13,all,delta_old_ac,0.004809390701270975,-0.012054654506503362,0.021556021295281086,36
episode,raw_score,state_adjustment_or,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_score,state_adjustment_or,q8_13,excluding_S05,auc,0.7279529273446936,0.667652708940393,0.7818873937878396,35
episode,raw_score,state_adjustment_or,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,state_adjustment_or,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_score,state_adjustment_or,q8_13,excluding_S05,delta_control,0.00927881503391035,-0.003708393445233014,0.022718064476003715,35
episode,raw_score,state_adjustment_or,q8_13,excluding_S05,delta_old_ac,0.0019250883669430948,-0.014492297212613277,0.018800210016101354,35
episode,raw_score,state_adjustment_or,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_score,two_of_three,q8_13,all,auc,0.6611487605826809,0.6274287815349288,0.6961120268849282,36
episode,raw_score,two_of_three,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
episode,raw_score,two_of_three,q8_13,all,old_ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_score,two_of_three,q8_13,all,delta_control,-0.05654370940378804,-0.10726244470554437,-0.004809881673511619,36
episode,raw_score,two_of_three,q8_13,all,delta_old_ac,-0.0636040066248009,-0.11412036646590389,-0.01334773912915357,36
episode,raw_score,two_of_three,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_score,two_of_three,q8_13,excluding_S05,auc,0.6574978112510307,0.6237745508548574,0.6931797738207683,35
episode,raw_score,two_of_three,q8_13,excluding_S05,control_auc,0.7186741123107834,0.6576172410788093,0.7723439418813821,35
episode,raw_score,two_of_three,q8_13,excluding_S05,old_ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_score,two_of_three,q8_13,excluding_S05,delta_control,-0.06117630105975256,-0.11226035546860255,-0.009323945073489099,35
episode,raw_score,two_of_three,q8_13,excluding_S05,delta_old_ac,-0.06853002772671982,-0.11941175166553164,-0.018229377269462256,35
episode,raw_score,two_of_three,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,calibrated_rank,ac_recalibrated,q8_13,all,auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,ac_recalibrated,q8_13,all,control_auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,ac_recalibrated,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,calibrated_rank,ac_recalibrated,q8_13,all,delta_control,0.0,0.0,0.0,36
task_init,calibrated_rank,ac_recalibrated,q8_13,all,delta_old_ac,0.005518247576146767,-0.004110272052138444,0.01589870343121242,36
task_init,calibrated_rank,ac_recalibrated,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,calibrated_rank,ac_recalibrated,q8_13,excluding_S05,auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,ac_recalibrated,q8_13,excluding_S05,control_auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,ac_recalibrated,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,calibrated_rank,ac_recalibrated,q8_13,excluding_S05,delta_control,0.0,0.0,0.0,35
task_init,calibrated_rank,ac_recalibrated,q8_13,excluding_S05,delta_old_ac,0.005924373252146099,-0.0038184720633207864,0.016412076103000505,35
task_init,calibrated_rank,ac_recalibrated,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,calibrated_rank,lagged_agreement,q8_13,all,auc,0.6674944797418709,0.6303310217768987,0.7059828090841292,36
task_init,calibrated_rank,lagged_agreement,q8_13,all,control_auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,lagged_agreement,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,calibrated_rank,lagged_agreement,q8_13,all,delta_control,-0.05890098423576178,-0.11675550413040503,-1.0869623338017403e-05,36
task_init,calibrated_rank,lagged_agreement,q8_13,all,delta_old_ac,-0.053382736659615,-0.11329847153589327,0.009848907024726896,36
task_init,calibrated_rank,lagged_agreement,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,calibrated_rank,lagged_agreement,q8_13,excluding_S05,auc,0.6643478691279351,0.626883535672087,0.7026417021675018,35
task_init,calibrated_rank,lagged_agreement,q8_13,excluding_S05,control_auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,lagged_agreement,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,calibrated_rank,lagged_agreement,q8_13,excluding_S05,delta_control,-0.06342513583031245,-0.12195523185726535,-0.003375860215791463,35
task_init,calibrated_rank,lagged_agreement,q8_13,excluding_S05,delta_old_ac,-0.05750076257816633,-0.12006410460192594,0.007111908690621791,35
task_init,calibrated_rank,lagged_agreement,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,calibrated_rank,max_or_gap,q8_13,all,auc,0.6878999263586312,0.6431485218610311,0.7312476395286357,36
task_init,calibrated_rank,max_or_gap,q8_13,all,control_auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,max_or_gap,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,calibrated_rank,max_or_gap,q8_13,all,delta_control,-0.03849553761900132,-0.06267755212447335,-0.013740340706288875,36
task_init,calibrated_rank,max_or_gap,q8_13,all,delta_old_ac,-0.03297729004285455,-0.05875823686769826,-0.006252698423565197,36
task_init,calibrated_rank,max_or_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,calibrated_rank,max_or_gap,q8_13,excluding_S05,auc,0.6868521777346001,0.6406184431574535,0.7306024769998058,35
task_init,calibrated_rank,max_or_gap,q8_13,excluding_S05,control_auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,max_or_gap,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,calibrated_rank,max_or_gap,q8_13,excluding_S05,delta_control,-0.04092082722364739,-0.06699313072565628,-0.015703592976897458,35
task_init,calibrated_rank,max_or_gap,q8_13,excluding_S05,delta_old_ac,-0.034996453971501286,-0.06254181999576237,-0.008101081749121513,35
task_init,calibrated_rank,max_or_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,calibrated_rank,soft_sum_gap,q8_13,all,auc,0.6873361086105567,0.6389249375978078,0.7303414035236552,36
task_init,calibrated_rank,soft_sum_gap,q8_13,all,control_auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,soft_sum_gap,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,calibrated_rank,soft_sum_gap,q8_13,all,delta_control,-0.03905935536707594,-0.0666244879273473,-0.008783173170269932,36
task_init,calibrated_rank,soft_sum_gap,q8_13,all,delta_old_ac,-0.03354110779092919,-0.06363137983292072,-0.0005433877073305796,36
task_init,calibrated_rank,soft_sum_gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,auc,0.6847627976532774,0.6384633400737852,0.7304914400997229,35
task_init,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,control_auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,delta_control,-0.0430102073049701,-0.07170354533371961,-0.01327633883748331,35
task_init,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,delta_old_ac,-0.037085834052824,-0.0684968715822245,-0.004705997167495481,35
task_init,calibrated_rank,soft_sum_gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,calibrated_rank,state_adjustment_or,q8_13,all,auc,0.7506384149300537,0.710367357086931,0.7923090786824329,36
task_init,calibrated_rank,state_adjustment_or,q8_13,all,control_auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,state_adjustment_or,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,calibrated_rank,state_adjustment_or,q8_13,all,delta_control,0.024242950952421048,0.005806521751726636,0.04701417271045004,36
task_init,calibrated_rank,state_adjustment_or,q8_13,all,delta_old_ac,0.029761198528567807,0.005647257011727182,0.05864746986142386,36
task_init,calibrated_rank,state_adjustment_or,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,auc,0.7496607043632277,0.7088176873802478,0.7924562565377556,35
task_init,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,control_auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,delta_control,0.021887699404980338,0.0037889880155492534,0.044659623496633404,35
task_init,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,delta_old_ac,0.027812072657126433,0.004314772761611214,0.057715441752269926,35
task_init,calibrated_rank,state_adjustment_or,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,calibrated_rank,two_of_three,q8_13,all,auc,0.6692187030193807,0.6396398402793378,0.7023635928944439,36
task_init,calibrated_rank,two_of_three,q8_13,all,control_auc,0.7263954639776325,0.6769631444481954,0.7738056039914495,36
task_init,calibrated_rank,two_of_three,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,calibrated_rank,two_of_three,q8_13,all,delta_control,-0.057176760958252144,-0.10606842078973423,-0.0073628895959044404,36
task_init,calibrated_rank,two_of_three,q8_13,all,delta_old_ac,-0.051658513382105385,-0.10397837996601941,0.002347506198997605,36
task_init,calibrated_rank,two_of_three,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,calibrated_rank,two_of_three,q8_13,excluding_S05,auc,0.6657516663991474,0.6345162101451085,0.6991151519675477,35
task_init,calibrated_rank,two_of_three,q8_13,excluding_S05,control_auc,0.7277730049582475,0.6775542341061833,0.7761886609569429,35
task_init,calibrated_rank,two_of_three,q8_13,excluding_S05,old_ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,calibrated_rank,two_of_three,q8_13,excluding_S05,delta_control,-0.062021338559100074,-0.11193077492499219,-0.01207171316195395,35
task_init,calibrated_rank,two_of_three,q8_13,excluding_S05,delta_old_ac,-0.056096965306953975,-0.10856994132772191,-0.002377374224988874,35
task_init,calibrated_rank,two_of_three,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_score,ac_recalibrated,q8_13,all,auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,ac_recalibrated,q8_13,all,control_auc,0.7176924699864691,0.6588765775596014,0.7700032568721406,36
task_init,raw_score,ac_recalibrated,q8_13,all,old_ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_score,ac_recalibrated,q8_13,all,delta_control,0.0,0.0,0.0,36
task_init,raw_score,ac_recalibrated,q8_13,all,delta_old_ac,-0.0031847464150168807,-0.014473646121965377,0.008310713921642246,36
