task,short_task,window,key,family,token_role,scope,metric,layer,layer_group,denoise_step,relative_query,expert,failure_mean,success_mean,adjusted_difference,within_init_residual_sd,effect_sigma,permutation_p_raw,permutation_p_max_family,permutation_p_max_global
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E7,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,7.0,0.02801705338060856,0.02705686365189994,0.0006170569264155579,0.0025880727770670334,0.23842332869589763,0.06446776611694154,0.9760119940029985,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E8,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,8.0,0.022834879123484312,0.02439555694782657,-0.0008622263247458881,0.0021506348145344297,-0.40091712405973634,0.001999000499750125,0.20539730134932535,0.7316341829085458
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E9,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,9.0,0.029163329254673874,0.030102433620727266,0.0004823914565799008,0.004919270043000434,0.09806159295245225,0.3658170914542729,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E10,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,10.0,0.02904103508057154,0.028273983473150896,6.015561020142766e-05,0.0017825045790310122,0.0337478012169421,0.7871064467766117,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E11,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,11.0,0.037615066971224936,0.03814625842015034,7.713304839998603e-05,0.0026631643201378763,0.02896293248476411,0.8190904547726137,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E12,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,12.0,0.022878856175457655,0.02611251351230874,7.007944358668598e-05,0.004882672906630225,0.014352680371344245,0.9055472263868066,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E13,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,13.0,0.1462248336199833,0.1381486999834406,-0.001105760598918831,0.0180037761454189,-0.06141825970215666,0.638680659670165,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E14,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,14.0,0.06579839881590527,0.06281569187433042,0.0022358278840394373,0.007952396495922845,0.2811514598380168,0.022988505747126436,0.8730634682658671,0.9995002498750625
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E15,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,15.0,0.016078373594412013,0.016883343072800802,-0.0004777437265205431,0.0014374918251785754,-0.33234535191961484,0.00849575212393803,0.5942028985507246,0.9920039980009995
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E16,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,16.0,0.024949534340640126,0.02520828061448089,-0.00048638159405454934,0.0022411484724962514,-0.21702336994782165,0.11444277861069466,0.992503748125937,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E17,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,17.0,0.024780805840197463,0.025215444339696188,0.0003522356732774422,0.0027126197334522628,0.12985073762224805,0.3288355822088955,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E18,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,18.0,0.02501597449325187,0.02435364225349421,0.0012763292177123912,0.005219322308259417,0.2445392605267238,0.063968015992004,0.9685157421289355,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E19,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,19.0,0.030449087488586487,0.02974678583218363,0.001984074782298143,0.002648178114711792,0.7492225584358305,0.0004997501249375312,0.0004997501249375312,0.0004997501249375312
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E20,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,20.0,0.02560360774235881,0.025533784638512236,-0.0002432010132834256,0.0011110689123499807,-0.21888922512379555,0.09095452273863068,0.992503748125937,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E21,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,21.0,0.023662806235496766,0.024727171311026502,-0.000495031865617906,0.0017714182180191406,-0.2794551058481646,0.0384807596201899,0.879560219890055,0.9995002498750625
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E22,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,22.0,0.021505038486793637,0.022337915580559135,-0.0005172466454782572,0.0015011532269203025,-0.3445661883160434,0.008995502248875561,0.5292353823088456,0.9810094952523738
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E23,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,23.0,0.02377763544411763,0.02432754521001259,-0.0005567025326459531,0.0012423236143095568,-0.4481139424813641,0.0004997501249375312,0.0704647676161919,0.3748125937031484
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E24,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,24.0,0.0214107151588668,0.02046056731668269,0.0004903429338107428,0.0018164114355576617,0.26995146815963594,0.04397801099450275,0.9160419790104948,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E25,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,25.0,0.03003331792601587,0.03424567208577205,-0.003419001104376943,0.007790815508683338,-0.43885022056628836,0.0004997501249375312,0.08745627186406797,0.43928035982008995
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E26,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,26.0,0.01743307396384847,0.01771451405988171,-1.4913202063050641e-05,0.0009567941926433053,-0.015586635221782026,0.9130434782608695,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E27,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,27.0,0.027238987669672653,0.026641925676436775,0.0004941389582442691,0.0018081616211860138,0.27328251659282105,0.029985007496251874,0.9060469765117442,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E28,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,28.0,0.023124021164182086,0.02241947138200289,0.0006092771919318048,0.00209331387564546,0.29105868881891306,0.029985007496251874,0.8365817091454273,0.9995002498750625
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E29,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,29.0,0.006187610297828265,0.0062288940856072665,0.000312913728662696,0.0008278881551035184,0.37796618629429424,0.004497751124437781,0.3233383308345827,0.8745627186406797
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E30,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,30.0,0.019898659357315173,0.020596678344661307,-0.00016917870008939528,0.0011804707274583957,-0.14331460844746596,0.3023488255872064,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L2|E31,state_expert_probability,state,layer_expert,mean_probability,2.0,,,,31.0,0.06543682614827286,0.06874360652351431,-0.002823891289777074,0.01335851805559028,-0.21139255702059934,0.10494752623688156,0.9950024987506247,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|entropy_mean|L3,state_layer_summary,state,layer,entropy_mean,3.0,,,,,0.9632971967238693,0.9609238663807413,5.6142905581475184e-05,0.005567530291000373,0.010083987449916045,0.9410294852573713,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|entropy_std_query|L3,state_layer_summary,state,layer,entropy_std_query,3.0,,,,,0.00627092527419548,0.006192191063253632,0.00026806665270280393,0.0029172115672383295,0.09189139920920364,0.456271864067966,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|top1_mean|L3,state_layer_summary,state,layer,top1_mean,3.0,,,,,0.09742295944496342,0.09941284608995092,-0.0005072507287460969,0.013404154840033775,-0.03784279835615647,0.7651174412793603,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|top1_std_query|L3,state_layer_summary,state,layer,top1_std_query,3.0,,,,,0.015469287074191252,0.016496912744859683,-0.0005289985253559092,0.006152802422304897,-0.0859768425909801,0.4752623688155922,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|p4p5_gap_mean|L3,state_layer_summary,state,layer,p4p5_gap_mean,3.0,,,,,0.003441013856386037,0.0036158937045597823,0.0005502978885227228,0.0015131661822098499,0.36367313451260175,0.0009995002498750624,0.15242378810594703,0.9380309845077461
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|query_speed_mean|L3,state_layer_summary,state,layer,query_speed_mean,3.0,,,,,0.0727852575642907,0.07258090964550602,0.0021636961640203855,0.009927247947445376,0.2179552858430598,0.09845077461269365,0.9115442278860569,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E0,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,0.0,0.023639383138683828,0.023634716675713145,-2.363850121419743e-05,0.0023660259486615784,-0.00999080387413728,0.9385307346326837,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E1,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,1.0,0.03379373097508822,0.0348244850475598,-0.0020330267915672873,0.0035910402312911423,-0.5661386842319841,0.0004997501249375312,0.0034982508745627187,0.020989505247376312
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E2,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,2.0,0.02171292481943965,0.02159575741850482,0.00017309010138297343,0.001444081829065266,0.11986169890040943,0.31084457771114443,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E3,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,3.0,0.021854592963000356,0.022155077582032515,-0.00024688118452807344,0.0023526397915062808,-0.10493794477989656,0.4522738630684658,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E4,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,4.0,0.022506198349773236,0.021269881062145377,0.0008706983106500243,0.0013049384218189555,0.6672332549120262,0.0004997501249375312,0.0009995002498750624,0.0009995002498750624
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E5,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,5.0,0.04254315821858852,0.04315364837710713,-0.0006845636771939902,0.002456860269645804,-0.27863354121180084,0.031484257871064465,0.8840579710144928,0.9995002498750625
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E6,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,6.0,0.019106724997982383,0.01899964285307917,0.00044938091530030466,0.0012006937130362137,0.3742677340784502,0.0024987506246876563,0.344327836081959,0.8935532233883059
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E7,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,7.0,0.02131715394637507,0.021800504571854555,-0.0002946956185215854,0.0013156685203585044,-0.22398926018332052,0.07446276861569215,0.9905047476261869,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E8,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,8.0,0.032604303332450596,0.03117280361515566,0.0020006384196843345,0.005170922948303147,0.38690161112163735,0.004997501249375313,0.2723638180909545,0.8300849575212393
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E9,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,9.0,0.024451236443027206,0.025641436897346687,-0.001269268720740994,0.002237704764690497,-0.5672190276256349,0.0004997501249375312,0.0029985007496251873,0.018490754622688656
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E10,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,10.0,0.0347357380669564,0.03709885250006256,-0.0016599437713519154,0.004595258102417691,-0.361229714274063,0.0034982508745627187,0.42478760619690153,0.9450274862568716
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E11,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,11.0,0.034386128602225494,0.03364528010695659,0.0019000731835297617,0.011161470953260212,0.1702350157507474,0.14442778610694654,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E12,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,12.0,0.02320615146511599,0.02176414080092619,0.0008710564514881824,0.0018504826115557302,0.4707185282632142,0.0004997501249375312,0.04047976011994003,0.23238380809595202
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E13,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,13.0,0.043755566579816135,0.046533063881034994,-0.0012153297026393068,0.0030817004915822876,-0.3943698311886566,0.004497751124437781,0.23338330834582707,0.7796101949025487
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E14,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,14.0,0.0340309324066924,0.03370466939944389,0.001180887949537946,0.0031086706584159173,0.3798691078262018,0.0014992503748125937,0.3098450774612694,0.8650674662668666
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E15,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,15.0,0.026940257146792566,0.02785439370200038,-0.001154581229554942,0.00276522876470088,-0.417535519770942,0.0009995002498750624,0.15442278860569716,0.6111944027986007
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E16,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,16.0,0.03306287976548723,0.03480470746530798,-0.0017458445381417693,0.003319938276436449,-0.5258665652108815,0.0004997501249375312,0.009495252373813094,0.06196901549225387
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E17,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,17.0,0.04926166820603058,0.05628050130326301,-0.0009393034947190092,0.01849117717214604,-0.050797387639220586,0.6936531734132934,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E18,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,18.0,0.017190417188786618,0.014537377563979605,0.0015480659509715866,0.0036353898850285658,0.4258321665433754,0.0009995002498750624,0.12643678160919541,0.5377311344327836
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E19,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,19.0,0.04025767044083256,0.04045429576894846,-0.0016368032049061173,0.003238764571479521,-0.5053788778967649,0.0004997501249375312,0.01899050474762619,0.10944527736131934
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E20,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,20.0,0.02638928303697511,0.02620330800559243,0.0004547967898299495,0.0014022497274575804,0.32433366248859374,0.01199400299850075,0.6461769115442278,0.9955022488755623
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E21,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,21.0,0.024905314881597525,0.025006597572616463,-0.00028394021379549904,0.0013559517314786743,-0.2094028918609517,0.10144927536231885,0.9955022488755623,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E22,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,22.0,0.027665861507715737,0.025940732010800778,0.0005845244170585833,0.003245153073664399,0.18012229432325155,0.15892053973013492,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E23,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,23.0,0.022266470695562337,0.02173841056606636,0.0010254438187318495,0.0016335909819954217,0.6277237264613666,0.0004997501249375312,0.0009995002498750624,0.0024987506246876563
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E24,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,24.0,0.019455065844459055,0.017184327292288172,0.0011326631547816364,0.005434213780219722,0.20843183588111236,0.12893553223388307,0.9965017491254373,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E25,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,25.0,0.05074311880921216,0.05340709492307285,-0.0030540886541004795,0.005187180007714354,-0.5887763003324448,0.0004997501249375312,0.001999000499750125,0.012993503248375811
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E26,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,26.0,0.030786979002068223,0.02968642655920623,0.0008330729148124319,0.0019296201509257439,0.431728967181837,0.0024987506246876563,0.10794602698650675,0.4942528735632184
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E27,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,27.0,0.09136134772763951,0.08824415715282848,-5.689913228866589e-05,0.012511262463120103,-0.00454783299897908,0.9695152423788106,1.0,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E28,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,28.0,0.014294087821010338,0.012497466254240737,0.001211693195488853,0.0019593792196444205,0.6184066786769055,0.0004997501249375312,0.0009995002498750624,0.0029985007496251873
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E29,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,29.0,0.019151899052540892,0.018081056817177813,0.00044751925156470316,0.001750511736882888,0.2556505290056464,0.063968015992004,0.9560219890054973,1.0
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E30,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,30.0,0.0342807589078565,0.035964347422122955,-0.001234484800282287,0.0035617108699967795,-0.3465988243687515,0.0029985007496251873,0.5182408795602199,0.9765117441279361
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_expert_probability|state|layer_expert|mean_probability|L3|E31,state_expert_probability,state,layer_expert,mean_probability,3.0,,,,31.0,0.038342999800553786,0.03512084203097841,0.002849688931587208,0.005740412488273139,0.4964258121535211,0.0004997501249375312,0.022988505747126436,0.13143428285857073
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,two_moka_pots,preanchor4,state_layer_summary|state|layer|entropy_mean|L4,state_layer_summary,state,layer,entropy_mean,4.0,,,,,0.8675253966503041,0.8573591829617421,0.004726777420105884,0.030614141049102504,0.15439849880238452,0.25787106446776614,0.9995002498750625,1.0
