task,short_task,profile,profile_kind,relative_query,failure_mean,success_mean,adjusted_difference,within_init_residual_sd,effect_sigma,loso_effect_min,loso_effect_max,loso_same_direction,loso_folds
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L13_d9_query_speed,transition_endpoint,0,0.062382335464159645,0.06036932195429919,-0.0002740860380773438,0.006002786708084414,-0.045659799590781903,-0.3538368463473268,0.3435988790878467,4,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L13_d9_query_speed,transition_endpoint,1,0.06784919369965792,0.06441574711657938,-0.0005593273955183988,0.007459121238165875,-0.07498569572197113,-0.1451782885321749,0.021988010495312255,7,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L13_d9_query_speed,transition_endpoint,2,0.05490336815516154,0.06295823837157155,-0.010990443207614914,0.00751859282468606,-1.4617686399414536,-1.7171557077087551,-0.6550123631157224,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L13_d9_query_speed,transition_endpoint,3,0.05953553536285957,0.06393762065677858,-0.005988688972991938,0.007308522432638079,-0.8194117248991278,-0.9738066506310695,-0.5252247424097568,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L13_d9_query_speed,transition_endpoint,4,0.05452715822805961,0.06227292244124119,-0.0073606552941173145,0.008223695179139436,-0.8950544899558845,-1.064602601949078,-0.7434629207437469,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,-3,0.032649722726394735,0.03238994816745647,0.000549715475371763,0.0012707975625254081,0.4325751729326063,0.3505026680101353,0.6329493098940948,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,-2,0.03010360322271784,0.03082556047736377,-0.00019776686380861856,0.0007603077332623775,-0.26011423421938346,-0.41562807736115936,-0.12325717058900063,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,-1,0.029625805094838142,0.02933422066118629,0.00021588303897966885,0.001068801452706078,0.20198610175264892,-0.08350601467286028,0.6036061456867307,7,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,0,0.03122588557501634,0.03218985453522841,-0.0006867244360999688,0.0013294037045026436,-0.5165657608550791,-0.8307025050105169,-0.2742913719870227,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,1,0.030252219022562105,0.03190152904354646,-0.0012574007828308883,0.0017596854508329922,-0.7145599699285263,-0.8750199455324721,-0.6218355034576407,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,2,0.030413471007098753,0.032939881490940445,-0.0025220348879528443,0.0015727463808572104,-1.6035865150605104,-1.8275818077867019,-1.1975443354362791,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,3,0.029690921306610107,0.03098835141901843,-0.0016907395368348287,0.001487846935459808,-1.1363665821661408,-1.7968647360947512,-0.8933664946661026,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E21_probability,query,4,0.030557323712855577,0.03169781003208434,-0.0012488504455492482,0.0014549567416788708,-0.858341976620008,-0.9766105444787958,-0.6689808616538971,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,-3,0.033793694184472166,0.03351802739971241,-0.00020122728388569208,0.0017828105580660488,-0.11287081679838083,-0.19947484602108437,0.2208172335204997,7,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,-2,0.03349514196937283,0.03255317115118025,0.0006035963312707134,0.0017486158822263744,0.34518520471299957,0.23674569437176865,0.6313981279242358,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,-1,0.028114789475997288,0.02868855872847995,-0.0006481890759155071,0.0012312059303798922,-0.5264668240474658,-0.85428688129377,-0.3021919860388628,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,0,0.029173071806629498,0.028962758385011406,0.0006987955161063365,0.0015088609952225577,0.46312782842084393,0.24955321196721958,0.709966360316169,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,1,0.028719074403246243,0.030281141331633094,-0.0015720404039381603,0.00227800612977314,-0.6900948963182619,-0.8151494419253733,-0.5299135947232192,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,2,0.03331931199257573,0.030785532065163383,0.0026395580257866634,0.0020158235928517724,1.3094191551020087,0.6918841531504571,1.6128753835615153,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,3,0.0326345299060146,0.029677498864284793,0.0034998406567636814,0.0018795261118032896,1.86208674345354,1.6026967715173643,2.126592161772422,8,8
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,bowl_from_ramekin,action_L15_d3_E7_probability,query,4,0.030674945407857496,0.028735837662500926,0.0024882253706871465,0.0015547810967908198,1.6003702230642134,1.2366911927045323,1.7900082495652772,8,8
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,-2,0.1875232611153577,0.17993835220247592,0.005467683789749546,0.014987832049894931,0.36480818383522495,0.2896492288797697,0.49259670964610963,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,-1,0.17152374499552958,0.17168940401901772,-0.00269086959759858,0.013425167377048738,-0.20043471504115543,-0.42261310122634516,-0.10920229454528677,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,0,0.17858546629950806,0.1745264118789596,0.004476524672124321,0.02145612029551084,0.20863625904730423,-0.0692735350002043,0.2947809931190883,11,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,1,0.24138782032438227,0.23649397389345966,-0.006473531401004368,0.02781303403217457,-0.23275171610244613,-0.3467631184454031,0.025663640160598328,11,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,2,0.14454048569943453,0.1961169241570602,-0.03644389699157784,0.037553929003079696,-0.9704416544162175,-1.184362769296847,-0.6598164949459613,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,3,0.10074868073334566,0.12634956421228583,-0.04937495662023334,0.050154615924750415,-0.9844548843582646,-1.1638893228635414,-0.5296179672987062,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,state_L2_query_speed,transition_endpoint,4,0.16789012160655614,0.15715650735310244,-0.02819887000106736,0.040684918807434634,-0.6931037550925231,-0.8093343561616856,-0.5542872651476204,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,-3,0.0377638153731823,0.03829400193064288,9.673798637184268e-05,0.0006488802856232863,0.14908448987461587,0.04515887654872428,0.25843312208298735,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,-2,0.037437523438318354,0.03758641780066902,0.0003364736751121846,0.0013518447902059738,0.2488996351873485,-0.18321472749131618,0.33907124023548596,11,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,-1,0.04318178737082997,0.041795300453987175,-0.0004865259731942603,0.0016942860588935193,-0.28715692408635757,-0.3386920322573907,-0.20575913251909692,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,0,0.039103135667942664,0.04003398561640844,0.0002103178058788963,0.0012102363182497414,0.1737824280327833,-0.04052744703765145,0.3012939427247779,11,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,1,0.039031438730858466,0.03850523015264132,0.0003012038871663315,0.0008770949555879502,0.3434108077436417,0.14668580064332723,0.5531229188947756,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,2,0.03928573933002111,0.03834085631310424,0.0011436556625672232,0.0013604629929771786,0.8406370981576621,0.24021927046924893,1.1030197043627326,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,3,0.041775883552995885,0.037349466674609554,0.0040795477574458614,0.0014352307441284034,2.8424333676905147,2.1941860331278704,3.214816358062257,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L15_d0_top1,query,4,0.043621618099309305,0.03691468294441528,0.006363088714965166,0.0013911020580464756,4.5741350738139595,4.253987366307509,5.1377738907872414,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,-3,0.03980898414109204,0.040518750997544706,-7.962784105031605e-05,0.0002591405556035121,-0.3072766470877971,-0.4086356851504091,-0.07517359016197543,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,-2,0.04009934987973522,0.04024686297181704,4.221901488832721e-05,0.00043980486522717053,0.09599487915287158,-0.012616190889893287,0.15256461572139213,11,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,-1,0.04229254658157761,0.04185251467552584,0.00015697763448139888,0.0006580746001968547,0.2385407891969102,0.11731832040753482,0.34499577938104536,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,0,0.04135368321392987,0.04242581621843044,-0.00012751413094121071,0.0006750669955051031,-0.18889107568620095,-0.2726621301018913,-0.07492699345163598,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,1,0.04321152253730877,0.04244750214241424,0.00020142107802066113,0.0006552557848919171,0.3073930557574323,0.11414813639586596,0.4566868711382552,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,2,0.04210966614049834,0.04186671986231199,0.0008311054626938343,0.0010202326703120947,0.8146234549022965,0.5316444078310835,0.969978931588246,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,3,0.04278774851480046,0.039811378028190104,0.0032739736435363283,0.001144317978385757,2.861069829694357,2.2333439406219315,3.2146900075761335,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_back_d7_top1,query,4,0.04339831121064521,0.03888267622213886,0.003966018774893348,0.0009265653468732088,4.280344379678229,3.823952898882324,4.870161400288461,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,-3,0.028952931381157926,0.02983763684607205,2.886811564725366e-05,0.0008622933071920955,0.033478301879968815,-0.18752263401130576,0.24904442284909237,10,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,-2,0.025152825221822068,0.02598228626039083,-0.00017769294361667567,0.0006659393120172618,-0.26683053607153573,-0.3499026371346793,-0.1853725639689188,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,-1,0.026644995587097632,0.026308901613358117,-0.0001902930316805422,0.000813564371120103,-0.23390039981538238,-0.3156013559490026,-0.03550406191027245,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,0,0.03112511518033775,0.029279773829435064,0.00021155887743069105,0.0008434079973118614,0.25083812117620263,0.03458744014028487,0.4138904242446348,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,1,0.0325063274216813,0.03284549873633584,-5.715250177797943e-05,0.0008341391922815836,-0.0685167443357418,-0.155590044780187,0.03765823254658644,10,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,2,0.03357326949166285,0.03207688691679614,0.0022333709516561434,0.0010875355328488503,2.0536073389765237,1.26256363129474,2.3429235818587477,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,3,0.03389069010075685,0.029928561697260447,0.004564751763344506,0.001256127583482451,3.633987361928096,3.2340752549316347,3.9910688646262886,12,12
libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,bowl_from_stove,action_L2_d8_E9_probability,query,4,0.03355049472805616,0.029011745666092,0.004590208762811112,0.0011074260223059593,4.144934894389659,3.871527272956043,4.5682594828471075,12,12
