episode_id,group,success,n_q,scale_level,abstain,n_alarms,alarm_steps,alarm_channels,first_alarm_q,first_alarm_channel,first_loop_alarm_q,first_static_alarm_q,loop_n_entries,static_max_run,loop_onset_q,static_onset_q
369,46,1,41,group,0,1,36,loop,36,loop,36,-1,2,1,-1,-1
370,46,1,39,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
371,46,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
372,46,1,37,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
373,46,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
374,46,1,38,group,0,0,,,-1,none,-1,-1,3,1,-1,-1
375,46,1,38,group,0,1,35,loop,35,loop,35,-1,2,0,-1,-1
376,47,0,52,group,0,1,41,loop,41,loop,41,-1,2,0,51,-1
377,47,1,38,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
378,47,0,52,group,0,1,38,loop,38,loop,38,-1,3,0,45,-1
379,47,0,52,group,0,1,38,loop,38,loop,38,-1,1,1,45,-1
380,47,0,52,group,0,0,,,-1,none,-1,-1,1,0,44,-1
381,47,1,36,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
382,47,1,39,group,0,0,,,-1,none,-1,-1,2,1,-1,-1
383,47,1,44,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
384,48,0,52,group,0,1,38,loop,38,loop,38,-1,1,0,35,-1
385,48,0,52,group,0,1,38,loop,38,loop,38,-1,2,0,-1,-1
386,48,0,52,group,0,0,,,-1,none,-1,-1,0,1,-1,39
387,48,0,52,group,0,1,46,loop,46,loop,46,-1,2,1,-1,-1
388,48,0,52,group,0,1,48,loop,48,loop,48,-1,1,0,34,-1
389,48,1,39,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
390,48,0,52,group,0,1,38,loop,38,loop,38,-1,1,1,35,-1
391,48,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,-1
392,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,35
393,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
394,49,1,36,group,0,0,,,-1,none,-1,-1,4,0,-1,-1
395,49,0,52,group,0,2,16|47,loop|loop,16,loop,16,-1,2,0,-1,35
396,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,0,-1,34
397,49,0,52,group,0,1,15,loop,15,loop,15,-1,1,1,-1,34
398,49,0,52,group,0,0,,,-1,none,-1,-1,2,0,-1,35
399,49,0,52,group,0,2,15|40,loop|loop,15,loop,15,-1,3,0,-1,-1
