cohort,method,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,tp_with_four_later_queries,median_first_tp,median_first_fp
primary,knn_euclidean_OR_cosine,115,53,62,51,9,2,53,0.9622641509433962,0.14516129032258066,0.85,51,26.0,23.0
primary,knn_euclidean_AND_cosine_latched,115,53,62,0,0,53,62,0.0,0.0,,0,,
unchanged_scene_controls,v7_frozen,5,1,4,1,0,0,4,1.0,0.0,1.0,1,40.0,
unchanged_scene_controls,v8_frozen,5,1,4,1,0,0,4,1.0,0.0,1.0,1,40.0,
unchanged_scene_controls,v82_frozen,5,1,4,1,0,0,4,1.0,0.0,1.0,1,40.0,
unchanged_scene_controls,knn20,5,1,4,1,1,0,3,1.0,0.25,0.5,1,40.0,25.0
unchanged_scene_controls,c4_assigned_radius,5,1,4,1,1,0,3,1.0,0.25,0.5,1,41.0,24.0
unchanged_scene_controls,c32_assigned_radius,5,1,4,1,0,0,4,1.0,0.0,1.0,1,41.0,
unchanged_scene_controls,c32_union_radius,5,1,4,1,0,0,4,1.0,0.0,1.0,1,40.0,
unchanged_scene_controls,norm_only,5,1,4,1,0,0,4,1.0,0.0,1.0,1,40.0,
unchanged_scene_controls,cosine_knn20,5,1,4,0,0,1,4,0.0,0.0,,0,,
unchanged_scene_controls,knn_euclidean_OR_cosine,5,1,4,1,1,0,3,1.0,0.25,0.5,1,40.0,25.0
unchanged_scene_controls,knn_euclidean_AND_cosine_latched,5,1,4,0,0,1,4,0.0,0.0,,0,,
all_plus,v7_frozen,70,21,49,12,1,9,48,0.5714285714285714,0.02040816326530612,0.9230769230769231,12,26.0,18.0
all_plus,v8_frozen,70,21,49,12,1,9,48,0.5714285714285714,0.02040816326530612,0.9230769230769231,12,26.0,18.0
all_plus,v82_frozen,70,21,49,12,1,9,48,0.5714285714285714,0.02040816326530612,0.9230769230769231,12,26.0,18.0
all_plus,knn20,70,21,49,20,6,1,43,0.9523809523809523,0.12244897959183673,0.7692307692307693,20,25.0,23.5
all_plus,c4_assigned_radius,70,21,49,18,5,3,44,0.8571428571428571,0.10204081632653061,0.782608695652174,17,23.5,23.0
all_plus,c32_assigned_radius,70,21,49,17,3,4,46,0.8095238095238095,0.061224489795918366,0.85,17,27.0,23.0
all_plus,c32_union_radius,70,21,49,18,3,3,46,0.8571428571428571,0.061224489795918366,0.8571428571428571,18,23.5,25.0
all_plus,norm_only,70,21,49,17,1,4,48,0.8095238095238095,0.02040816326530612,0.9444444444444444,16,27.0,18.0
all_plus,cosine_knn20,70,21,49,0,0,21,49,0.0,0.0,,0,,
all_plus,knn_euclidean_OR_cosine,70,21,49,20,6,1,43,0.9523809523809523,0.12244897959183673,0.7692307692307693,20,25.0,23.5
all_plus,knn_euclidean_AND_cosine_latched,70,21,49,0,0,21,49,0.0,0.0,,0,,
primary_plus,v7_frozen,70,21,49,12,1,9,48,0.5714285714285714,0.02040816326530612,0.9230769230769231,12,26.0,18.0
primary_plus,v8_frozen,70,21,49,12,1,9,48,0.5714285714285714,0.02040816326530612,0.9230769230769231,12,26.0,18.0
primary_plus,v82_frozen,70,21,49,12,1,9,48,0.5714285714285714,0.02040816326530612,0.9230769230769231,12,26.0,18.0
primary_plus,knn20,70,21,49,20,6,1,43,0.9523809523809523,0.12244897959183673,0.7692307692307693,20,25.0,23.5
primary_plus,c4_assigned_radius,70,21,49,18,5,3,44,0.8571428571428571,0.10204081632653061,0.782608695652174,17,23.5,23.0
primary_plus,c32_assigned_radius,70,21,49,17,3,4,46,0.8095238095238095,0.061224489795918366,0.85,17,27.0,23.0
primary_plus,c32_union_radius,70,21,49,18,3,3,46,0.8571428571428571,0.061224489795918366,0.8571428571428571,18,23.5,25.0
primary_plus,norm_only,70,21,49,17,1,4,48,0.8095238095238095,0.02040816326530612,0.9444444444444444,16,27.0,18.0
primary_plus,cosine_knn20,70,21,49,0,0,21,49,0.0,0.0,,0,,
primary_plus,knn_euclidean_OR_cosine,70,21,49,20,6,1,43,0.9523809523809523,0.12244897959183673,0.7692307692307693,20,25.0,23.5
primary_plus,knn_euclidean_AND_cosine_latched,70,21,49,0,0,21,49,0.0,0.0,,0,,
all_pro,v7_frozen,50,33,17,25,1,8,16,0.7575757575757576,0.058823529411764705,0.9615384615384616,24,32.0,23.0
all_pro,v8_frozen,50,33,17,28,1,5,16,0.8484848484848485,0.058823529411764705,0.9655172413793104,27,33.5,23.0
all_pro,v82_frozen,50,33,17,31,1,2,16,0.9393939393939394,0.058823529411764705,0.96875,29,33.0,23.0
all_pro,knn20,50,33,17,32,3,1,14,0.9696969696969697,0.17647058823529413,0.9142857142857143,32,28.0,24.0
all_pro,c4_assigned_radius,50,33,17,32,3,1,14,0.9696969696969697,0.17647058823529413,0.9142857142857143,32,26.5,24.0
all_pro,c32_assigned_radius,50,33,17,31,0,2,17,0.9393939393939394,0.0,1.0,31,31.0,
all_pro,c32_union_radius,50,33,17,32,0,1,17,0.9696969696969697,0.0,1.0,32,29.5,
all_pro,norm_only,50,33,17,29,2,4,15,0.8787878787878788,0.11764705882352941,0.9354838709677419,28,30.0,17.0
all_pro,cosine_knn20,50,33,17,0,1,33,16,0.0,0.058823529411764705,0.0,0,,18.0
all_pro,knn_euclidean_OR_cosine,50,33,17,32,4,1,13,0.9696969696969697,0.23529411764705882,0.8888888888888888,32,28.0,21.0
all_pro,knn_euclidean_AND_cosine_latched,50,33,17,0,0,33,17,0.0,0.0,,0,,
primary_pro,v7_frozen,45,32,13,24,1,8,12,0.75,0.07692307692307693,0.96,23,31.5,23.0
primary_pro,v8_frozen,45,32,13,27,1,5,12,0.84375,0.07692307692307693,0.9642857142857143,26,33.0,23.0
primary_pro,v82_frozen,45,32,13,30,1,2,12,0.9375,0.07692307692307693,0.967741935483871,28,32.5,23.0
primary_pro,knn20,45,32,13,31,2,1,11,0.96875,0.15384615384615385,0.9393939393939394,31,28.0,17.5
primary_pro,c4_assigned_radius,45,32,13,31,2,1,11,0.96875,0.15384615384615385,0.9393939393939394,31,26.0,18.0
primary_pro,c32_assigned_radius,45,32,13,30,0,2,13,0.9375,0.0,1.0,30,31.0,
primary_pro,c32_union_radius,45,32,13,31,0,1,13,0.96875,0.0,1.0,31,29.0,
primary_pro,norm_only,45,32,13,28,2,4,11,0.875,0.15384615384615385,0.9333333333333333,27,29.5,17.0
primary_pro,cosine_knn20,45,32,13,0,1,32,12,0.0,0.07692307692307693,0.0,0,,18.0
primary_pro,knn_euclidean_OR_cosine,45,32,13,31,3,1,10,0.96875,0.23076923076923078,0.9117647058823529,31,28.0,18.0
primary_pro,knn_euclidean_AND_cosine_latched,45,32,13,0,0,32,13,0.0,0.0,,0,,
