method,calibration,alpha,threshold,rank,units,exceedances,fold
v7_guard,episode,0.05,2.8803558349609375,532,558,26,libero_goal_20260907
v7_guard,episode,0.1,2.421422243118286,504,558,54,libero_goal_20260907
v7_guard,episode,0.15,0.9902616739273071,476,558,82,libero_goal_20260907
v7_guard,episode,0.2,0.8398714065551758,448,558,110,libero_goal_20260907
v7_guard,task_init,0.01,inf,71,70,0,libero_goal_20260907
v7_guard,task_init,0.03,3.534360885620117,69,70,1,libero_goal_20260907
v7_guard,task_init,0.05,3.4297990798950195,68,70,2,libero_goal_20260907
v7_guard,task_init,0.1,2.8845834732055664,64,70,6,libero_goal_20260907
v7_guard,task_init,0.15,2.547915458679199,61,70,9,libero_goal_20260907
v7_guard,task_init,0.2,0.9396724700927734,57,70,13,libero_goal_20260907
v8_guard,episode,0.01,3.534360885620117,554,558,4,libero_goal_20260907
v8_guard,episode,0.03,3.2806408405303955,543,558,15,libero_goal_20260907
v8_guard,episode,0.05,3.0185248851776123,532,558,26,libero_goal_20260907
v8_guard,episode,0.1,2.5868990421295166,504,558,54,libero_goal_20260907
v8_guard,episode,0.15,2.192753553390503,476,558,82,libero_goal_20260907
v8_guard,episode,0.2,1.4594063758850098,448,558,110,libero_goal_20260907
v8_guard,task_init,0.01,inf,71,70,0,libero_goal_20260907
v8_guard,task_init,0.03,4.035038471221924,69,70,1,libero_goal_20260907
v8_guard,task_init,0.05,3.534360885620117,68,70,2,libero_goal_20260907
v8_guard,task_init,0.1,3.0753042697906494,64,70,6,libero_goal_20260907
v8_guard,task_init,0.15,2.6610050201416016,61,70,9,libero_goal_20260907
v8_guard,task_init,0.2,1.885317325592041,57,70,13,libero_goal_20260907
v82_guard,episode,0.01,3.5983946323394775,554,558,4,libero_goal_20260907
v82_guard,episode,0.03,3.3044838905334473,543,558,15,libero_goal_20260907
v82_guard,episode,0.05,3.0714316368103027,532,558,26,libero_goal_20260907
v82_guard,episode,0.1,2.6393775939941406,504,558,54,libero_goal_20260907
v82_guard,episode,0.15,2.230731964111328,476,558,82,libero_goal_20260907
v82_guard,episode,0.2,1.773151159286499,448,558,110,libero_goal_20260907
v82_guard,task_init,0.01,inf,71,70,0,libero_goal_20260907
v82_guard,task_init,0.03,4.035038471221924,69,70,1,libero_goal_20260907
v82_guard,task_init,0.05,3.61643648147583,68,70,2,libero_goal_20260907
v82_guard,task_init,0.1,3.0753042697906494,64,70,6,libero_goal_20260907
v82_guard,task_init,0.15,2.779453754425049,61,70,9,libero_goal_20260907
v82_guard,task_init,0.2,2.0346364974975586,57,70,13,libero_goal_20260907
knn12_v8,episode,0.01,2.5393614768981934,554,558,4,libero_goal_20260907
knn12_v8,episode,0.03,2.1311135292053223,543,558,15,libero_goal_20260907
knn12_v8,episode,0.05,1.7985812425613403,532,558,26,libero_goal_20260907
knn12_v8,episode,0.1,1.5666698217391968,504,558,54,libero_goal_20260907
knn12_v8,episode,0.15,1.459022879600525,476,558,82,libero_goal_20260907
knn12_v8,episode,0.2,1.4031087160110474,448,558,110,libero_goal_20260907
knn12_v8,task_init,0.01,inf,71,70,0,libero_goal_20260907
knn12_v8,task_init,0.03,3.0424420833587646,69,70,1,libero_goal_20260907
knn12_v8,task_init,0.05,2.3154520988464355,68,70,2,libero_goal_20260907
knn12_v8,task_init,0.1,2.001551628112793,64,70,6,libero_goal_20260907
knn12_v8,task_init,0.15,1.8358291387557983,61,70,9,libero_goal_20260907
knn12_v8,task_init,0.2,1.7320469617843628,57,70,13,libero_goal_20260907
knn_and_v7,episode,0.01,3.3176109790802,554,558,4,libero_goal_20260907
knn_and_v7,episode,0.03,2.72357439994812,543,558,15,libero_goal_20260907
knn_and_v7,episode,0.05,2.2602005004882812,532,558,26,libero_goal_20260907
knn_and_v7,episode,0.1,1.4183934926986694,504,558,54,libero_goal_20260907
knn_and_v7,episode,0.15,0.6984744071960449,476,558,82,libero_goal_20260907
knn_and_v7,episode,0.2,0.5238446593284607,448,558,110,libero_goal_20260907
knn_and_v7,task_init,0.01,inf,71,70,0,libero_goal_20260907
knn_and_v7,task_init,0.03,3.260063886642456,69,70,1,libero_goal_20260907
knn_and_v7,task_init,0.05,3.2284798622131348,68,70,2,libero_goal_20260907
knn_and_v7,task_init,0.1,2.72357439994812,64,70,6,libero_goal_20260907
knn_and_v7,task_init,0.15,1.527280330657959,61,70,9,libero_goal_20260907
knn_and_v7,task_init,0.2,0.6757183074951172,57,70,13,libero_goal_20260907
knn_and_v8,episode,0.01,4.345314979553223,554,558,4,libero_goal_20260907
knn_and_v8,episode,0.03,3.1810078620910645,543,558,15,libero_goal_20260907
knn_and_v8,episode,0.05,2.906447410583496,532,558,26,libero_goal_20260907
knn_and_v8,episode,0.1,1.7628417015075684,504,558,54,libero_goal_20260907
knn_and_v8,episode,0.15,1.3629924058914185,476,558,82,libero_goal_20260907
knn_and_v8,episode,0.2,0.9693242907524109,448,558,110,libero_goal_20260907
knn_and_v8,task_init,0.01,inf,71,70,0,libero_goal_20260907
knn_and_v8,task_init,0.03,5.339757919311523,69,70,1,libero_goal_20260907
knn_and_v8,task_init,0.05,4.345314979553223,68,70,2,libero_goal_20260907
knn_and_v8,task_init,0.1,2.9610722064971924,64,70,6,libero_goal_20260907
knn_and_v8,task_init,0.15,2.540884494781494,61,70,9,libero_goal_20260907
knn_and_v8,task_init,0.2,1.6953266859054565,57,70,13,libero_goal_20260907
knn_or_v8,episode,0.01,7.214766502380371,554,558,4,libero_goal_20260907
knn_or_v8,episode,0.03,5.84646463394165,543,558,15,libero_goal_20260907
knn_or_v8,episode,0.05,4.74579381942749,532,558,26,libero_goal_20260907
knn_or_v8,episode,0.1,3.695359230041504,504,558,54,libero_goal_20260907
knn_or_v8,episode,0.15,3.2906112670898438,476,558,82,libero_goal_20260907
knn_or_v8,episode,0.2,2.95343017578125,448,558,110,libero_goal_20260907
knn_or_v8,task_init,0.01,inf,71,70,0,libero_goal_20260907
knn_or_v8,task_init,0.03,7.757593631744385,69,70,1,libero_goal_20260907
knn_or_v8,task_init,0.05,7.5812177658081055,68,70,2,libero_goal_20260907
knn_or_v8,task_init,0.1,5.54701566696167,64,70,6,libero_goal_20260907
knn_or_v8,task_init,0.15,4.541798114776611,61,70,9,libero_goal_20260907
knn_or_v8,task_init,0.2,4.243829250335693,57,70,13,libero_goal_20260907
