method,calibration,alpha,threshold,rank,units,exceedances,fold
v7_guard,task_init,0.03,2.6286680698394775,69,70,1,libero_object_20260908
v7_guard,task_init,0.05,2.6228158473968506,68,70,2,libero_object_20260908
v7_guard,task_init,0.1,2.4156341552734375,64,70,6,libero_object_20260908
v7_guard,task_init,0.15,2.2674551010131836,61,70,9,libero_object_20260908
v7_guard,task_init,0.2,2.1877896785736084,57,70,13,libero_object_20260908
v8_guard,episode,0.01,2.9633030891418457,547,551,4,libero_object_20260908
v8_guard,episode,0.03,2.730863094329834,536,551,15,libero_object_20260908
v8_guard,episode,0.05,2.5711615085601807,525,551,26,libero_object_20260908
v8_guard,episode,0.1,2.4061086177825928,497,551,54,libero_object_20260908
v8_guard,episode,0.15,2.2806661128997803,470,551,81,libero_object_20260908
v8_guard,episode,0.2,2.1877896785736084,442,551,109,libero_object_20260908
v8_guard,task_init,0.01,inf,71,70,0,libero_object_20260908
v8_guard,task_init,0.03,3.068007469177246,69,70,1,libero_object_20260908
v8_guard,task_init,0.05,3.023977279663086,68,70,2,libero_object_20260908
v8_guard,task_init,0.1,2.720078229904175,64,70,6,libero_object_20260908
v8_guard,task_init,0.15,2.5425918102264404,61,70,9,libero_object_20260908
v8_guard,task_init,0.2,2.4521987438201904,57,70,13,libero_object_20260908
v82_guard,episode,0.01,3.122187852859497,547,551,4,libero_object_20260908
v82_guard,episode,0.03,2.810824394226074,536,551,15,libero_object_20260908
v82_guard,episode,0.05,2.71763014793396,525,551,26,libero_object_20260908
v82_guard,episode,0.1,2.5158941745758057,497,551,54,libero_object_20260908
v82_guard,episode,0.15,2.404876470565796,470,551,81,libero_object_20260908
v82_guard,episode,0.2,2.293889284133911,442,551,109,libero_object_20260908
v82_guard,task_init,0.01,inf,71,70,0,libero_object_20260908
v82_guard,task_init,0.03,3.457658529281616,69,70,1,libero_object_20260908
v82_guard,task_init,0.05,3.23447585105896,68,70,2,libero_object_20260908
v82_guard,task_init,0.1,2.818760871887207,64,70,6,libero_object_20260908
v82_guard,task_init,0.15,2.672696113586426,61,70,9,libero_object_20260908
v82_guard,task_init,0.2,2.5705387592315674,57,70,13,libero_object_20260908
knn12_v8,episode,0.01,2.145771026611328,547,551,4,libero_object_20260908
knn12_v8,episode,0.03,1.9481840133666992,536,551,15,libero_object_20260908
knn12_v8,episode,0.05,1.8370037078857422,525,551,26,libero_object_20260908
knn12_v8,episode,0.1,1.6966955661773682,497,551,54,libero_object_20260908
knn12_v8,episode,0.15,1.6123101711273193,470,551,81,libero_object_20260908
knn12_v8,episode,0.2,1.5635708570480347,442,551,109,libero_object_20260908
knn12_v8,task_init,0.01,inf,71,70,0,libero_object_20260908
knn12_v8,task_init,0.03,2.567919969558716,69,70,1,libero_object_20260908
knn12_v8,task_init,0.05,2.410691976547241,68,70,2,libero_object_20260908
knn12_v8,task_init,0.1,2.0233492851257324,64,70,6,libero_object_20260908
knn12_v8,task_init,0.15,1.9775980710983276,61,70,9,libero_object_20260908
knn12_v8,task_init,0.2,1.9388573169708252,57,70,13,libero_object_20260908
knn_and_v7,episode,0.01,2.1400129795074463,547,551,4,libero_object_20260908
knn_and_v7,episode,0.03,1.9250235557556152,536,551,15,libero_object_20260908
knn_and_v7,episode,0.05,1.771474003791809,525,551,26,libero_object_20260908
knn_and_v7,episode,0.1,1.526921033859253,497,551,54,libero_object_20260908
knn_and_v7,episode,0.15,1.323567509651184,470,551,81,libero_object_20260908
knn_and_v7,episode,0.2,1.241165280342102,442,551,109,libero_object_20260908
knn_and_v7,task_init,0.01,inf,71,70,0,libero_object_20260908
knn_and_v7,task_init,0.03,2.123255968093872,69,70,1,libero_object_20260908
knn_and_v7,task_init,0.05,2.118009567260742,68,70,2,libero_object_20260908
knn_and_v7,task_init,0.1,1.9250235557556152,64,70,6,libero_object_20260908
knn_and_v7,task_init,0.15,1.771474003791809,61,70,9,libero_object_20260908
knn_and_v7,task_init,0.2,1.5770856142044067,57,70,13,libero_object_20260908
knn_and_v8,episode,0.01,2.5994012355804443,547,551,4,libero_object_20260908
knn_and_v8,episode,0.03,2.225203037261963,536,551,15,libero_object_20260908
knn_and_v8,episode,0.05,2.0159735679626465,525,551,26,libero_object_20260908
knn_and_v8,episode,0.1,1.7133947610855103,497,551,54,libero_object_20260908
knn_and_v8,episode,0.15,1.5239923000335693,470,551,81,libero_object_20260908
knn_and_v8,episode,0.2,1.3021942377090454,442,551,109,libero_object_20260908
knn_and_v8,task_init,0.01,inf,71,70,0,libero_object_20260908
knn_and_v8,task_init,0.03,3.0370893478393555,69,70,1,libero_object_20260908
knn_and_v8,task_init,0.05,2.7306530475616455,68,70,2,libero_object_20260908
knn_and_v8,task_init,0.1,2.3112285137176514,64,70,6,libero_object_20260908
knn_and_v8,task_init,0.15,2.1166155338287354,61,70,9,libero_object_20260908
knn_and_v8,task_init,0.2,1.894479513168335,57,70,13,libero_object_20260908
knn_or_v8,episode,0.01,5.484647750854492,547,551,4,libero_object_20260908
knn_or_v8,episode,0.03,4.013927936553955,536,551,15,libero_object_20260908
knn_or_v8,episode,0.05,3.60322904586792,525,551,26,libero_object_20260908
knn_or_v8,episode,0.1,3.0781288146972656,497,551,54,libero_object_20260908
knn_or_v8,episode,0.15,2.815134048461914,470,551,81,libero_object_20260908
knn_or_v8,episode,0.2,2.5445048809051514,442,551,109,libero_object_20260908
knn_or_v8,task_init,0.01,inf,71,70,0,libero_object_20260908
knn_or_v8,task_init,0.03,8.237430572509766,69,70,1,libero_object_20260908
knn_or_v8,task_init,0.05,5.074991226196289,68,70,2,libero_object_20260908
knn_or_v8,task_init,0.1,4.504642009735107,64,70,6,libero_object_20260908
knn_or_v8,task_init,0.15,4.013927936553955,61,70,9,libero_object_20260908
knn_or_v8,task_init,0.2,3.8282883167266846,57,70,13,libero_object_20260908
