method,calibration,alpha,threshold,rank,units,exceedances,fold
knn_and_v8,task_init,0.1,4.0805253982543945,64,70,6,libero_long_20260907
knn_and_v8,task_init,0.15,3.1852614879608154,61,70,9,libero_long_20260907
knn_and_v8,task_init,0.2,2.6712095737457275,57,70,13,libero_long_20260907
knn_or_v8,episode,0.01,10.903557777404785,516,520,4,libero_long_20260907
knn_or_v8,episode,0.03,5.8055100440979,506,520,14,libero_long_20260907
knn_or_v8,episode,0.05,4.833922863006592,495,520,25,libero_long_20260907
knn_or_v8,episode,0.1,3.5176377296447754,469,520,51,libero_long_20260907
knn_or_v8,episode,0.15,3.0785045623779297,443,520,77,libero_long_20260907
knn_or_v8,episode,0.2,2.746201992034912,417,520,103,libero_long_20260907
knn_or_v8,task_init,0.01,inf,71,70,0,libero_long_20260907
knn_or_v8,task_init,0.03,14.45101261138916,69,70,1,libero_long_20260907
knn_or_v8,task_init,0.05,12.35999584197998,68,70,2,libero_long_20260907
knn_or_v8,task_init,0.1,6.515781402587891,64,70,6,libero_long_20260907
knn_or_v8,task_init,0.15,5.8055100440979,61,70,9,libero_long_20260907
knn_or_v8,task_init,0.2,4.486639022827148,57,70,13,libero_long_20260907
