method,calibration,alpha,threshold,rank,units,exceedances,fold
knn10_delta_q7,task_init,0.03,1.5093035697937012,69,70,1,libero_goal_20260908
knn10_delta_q7,task_init,0.05,1.1723747253417969,68,70,2,libero_goal_20260908
knn10_delta_q7,task_init,0.1,0.9609323740005493,64,70,6,libero_goal_20260908
knn10_delta_q7,task_init,0.15,0.9429521560668945,61,70,9,libero_goal_20260908
knn10_delta_q7,task_init,0.2,0.7111215591430664,57,70,13,libero_goal_20260908
v7_guard,episode,0.01,3.39806866645813,546,550,4,libero_goal_20260908
v7_guard,episode,0.03,3.0065391063690186,535,550,15,libero_goal_20260908
v7_guard,episode,0.05,2.751660108566284,524,550,26,libero_goal_20260908
v7_guard,episode,0.1,2.3637657165527344,496,550,54,libero_goal_20260908
v7_guard,episode,0.15,1.6581546068191528,469,550,81,libero_goal_20260908
v7_guard,episode,0.2,0.9359679818153381,441,550,109,libero_goal_20260908
v7_guard,task_init,0.01,inf,71,70,0,libero_goal_20260908
v7_guard,task_init,0.03,3.39806866645813,69,70,1,libero_goal_20260908
v7_guard,task_init,0.05,3.3978705406188965,68,70,2,libero_goal_20260908
v7_guard,task_init,0.1,2.91117262840271,64,70,6,libero_goal_20260908
v7_guard,task_init,0.15,2.1924891471862793,61,70,9,libero_goal_20260908
v7_guard,task_init,0.2,1.2225189208984375,57,70,13,libero_goal_20260908
v8_guard,episode,0.01,3.4039883613586426,546,550,4,libero_goal_20260908
v8_guard,episode,0.03,3.0683484077453613,535,550,15,libero_goal_20260908
v8_guard,episode,0.05,2.805936336517334,524,550,26,libero_goal_20260908
v8_guard,episode,0.1,2.4259438514709473,496,550,54,libero_goal_20260908
v8_guard,episode,0.15,2.0342512130737305,469,550,81,libero_goal_20260908
v8_guard,episode,0.2,1.6710861921310425,441,550,109,libero_goal_20260908
v8_guard,task_init,0.01,inf,71,70,0,libero_goal_20260908
v8_guard,task_init,0.03,3.5461130142211914,69,70,1,libero_goal_20260908
v8_guard,task_init,0.05,3.39806866645813,68,70,2,libero_goal_20260908
v8_guard,task_init,0.1,3.061432361602783,64,70,6,libero_goal_20260908
v8_guard,task_init,0.15,2.8020517826080322,61,70,9,libero_goal_20260908
v8_guard,task_init,0.2,2.1432723999023438,57,70,13,libero_goal_20260908
v82_guard,episode,0.01,3.567720890045166,546,550,4,libero_goal_20260908
v82_guard,episode,0.03,3.1674177646636963,535,550,15,libero_goal_20260908
v82_guard,episode,0.05,2.835214376449585,524,550,26,libero_goal_20260908
v82_guard,episode,0.1,2.513502359390259,496,550,54,libero_goal_20260908
v82_guard,episode,0.15,2.1334521770477295,469,550,81,libero_goal_20260908
v82_guard,episode,0.2,1.868238091468811,441,550,109,libero_goal_20260908
v82_guard,task_init,0.01,inf,71,70,0,libero_goal_20260908
v82_guard,task_init,0.03,3.8621950149536133,69,70,1,libero_goal_20260908
v82_guard,task_init,0.05,3.4134809970855713,68,70,2,libero_goal_20260908
v82_guard,task_init,0.1,3.061432361602783,64,70,6,libero_goal_20260908
v82_guard,task_init,0.15,2.8020517826080322,61,70,9,libero_goal_20260908
v82_guard,task_init,0.2,2.244514226913452,57,70,13,libero_goal_20260908
knn12_v8,episode,0.01,2.7284960746765137,546,550,4,libero_goal_20260908
knn12_v8,episode,0.03,2.074270248413086,535,550,15,libero_goal_20260908
knn12_v8,episode,0.05,1.8060877323150635,524,550,26,libero_goal_20260908
knn12_v8,episode,0.1,1.5689330101013184,496,550,54,libero_goal_20260908
knn12_v8,episode,0.15,1.4668148756027222,469,550,81,libero_goal_20260908
knn12_v8,episode,0.2,1.3980143070220947,441,550,109,libero_goal_20260908
knn12_v8,task_init,0.01,inf,71,70,0,libero_goal_20260908
knn12_v8,task_init,0.03,2.866452932357788,69,70,1,libero_goal_20260908
knn12_v8,task_init,0.05,2.789294958114624,68,70,2,libero_goal_20260908
knn12_v8,task_init,0.1,1.9600886106491089,64,70,6,libero_goal_20260908
knn12_v8,task_init,0.15,1.8257099390029907,61,70,9,libero_goal_20260908
knn12_v8,task_init,0.2,1.6625423431396484,57,70,13,libero_goal_20260908
knn_and_v7,episode,0.01,2.698154926300049,546,550,4,libero_goal_20260908
knn_and_v7,episode,0.03,2.140007972717285,535,550,15,libero_goal_20260908
knn_and_v7,episode,0.05,1.7616207599639893,524,550,26,libero_goal_20260908
knn_and_v7,episode,0.1,1.2980901002883911,496,550,54,libero_goal_20260908
knn_and_v7,episode,0.15,0.8698033094406128,469,550,81,libero_goal_20260908
knn_and_v7,episode,0.2,0.49578413367271423,441,550,109,libero_goal_20260908
knn_and_v7,task_init,0.01,inf,71,70,0,libero_goal_20260908
knn_and_v7,task_init,0.03,2.698154926300049,69,70,1,libero_goal_20260908
knn_and_v7,task_init,0.05,2.621751546859741,68,70,2,libero_goal_20260908
knn_and_v7,task_init,0.1,1.8119264841079712,64,70,6,libero_goal_20260908
knn_and_v7,task_init,0.15,1.401853322982788,61,70,9,libero_goal_20260908
knn_and_v7,task_init,0.2,1.023324728012085,57,70,13,libero_goal_20260908
knn_and_v8,episode,0.01,4.011178970336914,546,550,4,libero_goal_20260908
knn_and_v8,episode,0.03,2.649707078933716,535,550,15,libero_goal_20260908
knn_and_v8,episode,0.05,2.2272861003875732,524,550,26,libero_goal_20260908
knn_and_v8,episode,0.1,1.6567844152450562,496,550,54,libero_goal_20260908
knn_and_v8,episode,0.15,1.3638490438461304,469,550,81,libero_goal_20260908
knn_and_v8,episode,0.2,1.1242949962615967,441,550,109,libero_goal_20260908
knn_and_v8,task_init,0.01,inf,71,70,0,libero_goal_20260908
knn_and_v8,task_init,0.03,4.3771443367004395,69,70,1,libero_goal_20260908
knn_and_v8,task_init,0.05,3.8024253845214844,68,70,2,libero_goal_20260908
knn_and_v8,task_init,0.1,2.2828903198242188,64,70,6,libero_goal_20260908
knn_and_v8,task_init,0.15,1.90076744556427,61,70,9,libero_goal_20260908
knn_and_v8,task_init,0.2,1.677389144897461,57,70,13,libero_goal_20260908
knn_or_v8,episode,0.01,6.667378902435303,546,550,4,libero_goal_20260908
knn_or_v8,episode,0.03,4.843294143676758,535,550,15,libero_goal_20260908
knn_or_v8,episode,0.05,3.998073101043701,524,550,26,libero_goal_20260908
knn_or_v8,episode,0.1,3.2674925327301025,496,550,54,libero_goal_20260908
knn_or_v8,episode,0.15,2.994469404220581,469,550,81,libero_goal_20260908
knn_or_v8,episode,0.2,2.6354665756225586,441,550,109,libero_goal_20260908
knn_or_v8,task_init,0.01,inf,71,70,0,libero_goal_20260908
knn_or_v8,task_init,0.03,7.50374698638916,69,70,1,libero_goal_20260908
knn_or_v8,task_init,0.05,7.33984899520874,68,70,2,libero_goal_20260908
knn_or_v8,task_init,0.1,4.738908767700195,64,70,6,libero_goal_20260908
knn_or_v8,task_init,0.15,4.160377025604248,61,70,9,libero_goal_20260908
knn_or_v8,task_init,0.2,3.5558643341064453,57,70,13,libero_goal_20260908
