direction,event_kind,horizon,score_bin,score_low,score_high,persistence,raw_events,raw_support,mapping_level,mapped_events,mapped_support,posterior_mean,ci_low,ci_high
A_to_B,loop,0,3,0.9,0.95,3,0,0,score_bin_backoff,7,247,0.03024193548387097,0.014784684841086174,0.0499857781784698
A_to_B,loop,0,4,0.95,0.975,0,0,0,score_bin_backoff,8,143,0.059027777777777776,0.030664336927001976,0.09434176183260672
A_to_B,loop,0,4,0.95,0.975,1,0,78,score_bin_x_persistence,0,78,0.006329113924050633,2.5125051172071616e-05,0.024246979226255266
A_to_B,loop,0,4,0.95,0.975,2,4,32,score_bin_x_persistence,4,32,0.13636363636363635,0.053537017059280004,0.24442539148390172
A_to_B,loop,0,4,0.95,0.975,3,4,33,score_bin_x_persistence,4,33,0.1323529411764706,0.05186542328470761,0.23758916881165884
A_to_B,loop,0,5,0.975,0.99,0,0,0,score_bin_backoff,2,84,0.029411764705882353,0.0068563768424779745,0.06433230636956312
A_to_B,loop,0,5,0.975,0.99,1,0,20,score_bin_backoff,2,84,0.029411764705882353,0.0068563768424779745,0.06433230636956312
A_to_B,loop,0,5,0.975,0.99,2,0,24,score_bin_backoff,2,84,0.029411764705882353,0.0068563768424779745,0.06433230636956312
A_to_B,loop,0,5,0.975,0.99,3,2,40,score_bin_x_persistence,2,40,0.06097560975609756,0.014488482561683896,0.13157770173701783
A_to_B,loop,0,6,0.99,0.995,0,0,0,global_backoff,171,7758,0.022103363835545817,0.019429949800953587,0.024916811290859334
A_to_B,loop,0,6,0.99,0.995,1,0,6,global_backoff,171,7758,0.022103363835545817,0.019429949800953587,0.024916811290859334
A_to_B,loop,0,6,0.99,0.995,2,0,11,global_backoff,171,7758,0.022103363835545817,0.019429949800953587,0.024916811290859334
A_to_B,loop,0,6,0.99,0.995,3,0,9,global_backoff,171,7758,0.022103363835545817,0.019429949800953587,0.024916811290859334
A_to_B,loop,0,7,0.995,1.0000001,0,0,0,score_bin_backoff,1,33,0.04411764705882353,0.005357575442824847,0.11247951074700484
A_to_B,loop,0,7,0.995,1.0000001,1,0,1,score_bin_backoff,1,33,0.04411764705882353,0.005357575442824847,0.11247951074700484
A_to_B,loop,0,7,0.995,1.0000001,2,0,15,score_bin_backoff,1,33,0.04411764705882353,0.005357575442824847,0.11247951074700484
A_to_B,loop,0,7,0.995,1.0000001,3,1,17,score_bin_backoff,1,33,0.04411764705882353,0.005357575442824847,0.11247951074700484
A_to_B,loop,2,0,0.0,0.5,0,85,4166,score_bin_x_persistence,85,4166,0.020518358531317494,0.017041918591455655,0.024256343792023682
A_to_B,loop,2,0,0.0,0.5,1,0,0,score_bin_backoff,85,4166,0.020518358531317494,0.017041918591455655,0.024256343792023682
A_to_B,loop,2,0,0.0,0.5,2,0,0,score_bin_backoff,85,4166,0.020518358531317494,0.017041918591455655,0.024256343792023682
A_to_B,loop,2,0,0.0,0.5,3,0,0,score_bin_backoff,85,4166,0.020518358531317494,0.017041918591455655,0.024256343792023682
A_to_B,loop,2,1,0.5,0.75,0,153,2075,score_bin_x_persistence,153,2075,0.0739402697495183,0.06473475391560171,0.08361248489661784
A_to_B,loop,2,1,0.5,0.75,1,0,0,score_bin_backoff,153,2075,0.0739402697495183,0.06473475391560171,0.08361248489661784
A_to_B,loop,2,1,0.5,0.75,2,0,0,score_bin_backoff,153,2075,0.0739402697495183,0.06473475391560171,0.08361248489661784
A_to_B,loop,2,1,0.5,0.75,3,0,0,score_bin_backoff,153,2075,0.0739402697495183,0.06473475391560171,0.08361248489661784
A_to_B,loop,2,2,0.75,0.9,0,176,984,score_bin_x_persistence,176,984,0.17918781725888325,0.15947430010900954,0.19964228108391208
A_to_B,loop,2,2,0.75,0.9,1,0,0,score_bin_backoff,176,984,0.17918781725888325,0.15947430010900954,0.19964228108391208
A_to_B,loop,2,2,0.75,0.9,2,0,0,score_bin_backoff,176,984,0.17918781725888325,0.15947430010900954,0.19964228108391208
A_to_B,loop,2,2,0.75,0.9,3,0,0,score_bin_backoff,176,984,0.17918781725888325,0.15947430010900954,0.19964228108391208
A_to_B,loop,2,3,0.9,0.95,0,50,247,score_bin_x_persistence,50,247,0.20362903225806453,0.16304527608986003,0.24693497540901
A_to_B,loop,2,3,0.9,0.95,1,0,0,score_bin_backoff,50,247,0.20362903225806453,0.16304527608986003,0.24693497540901
A_to_B,loop,2,3,0.9,0.95,2,0,0,score_bin_backoff,50,247,0.20362903225806453,0.16304527608986003,0.24693497540901
A_to_B,loop,2,3,0.9,0.95,3,0,0,score_bin_backoff,50,247,0.20362903225806453,0.16304527608986003,0.24693497540901
A_to_B,loop,2,4,0.95,0.975,0,0,0,score_bin_backoff,26,143,0.1840277777777778,0.13368731751023516,0.23937152256379798
A_to_B,loop,2,4,0.95,0.975,1,10,78,score_bin_x_persistence,10,78,0.13291139240506328,0.07616587336848112,0.2002585839461778
A_to_B,loop,2,4,0.95,0.975,2,10,32,score_bin_x_persistence,10,32,0.3181818181818182,0.19320107081314694,0.45587686195845395
A_to_B,loop,2,4,0.95,0.975,3,6,33,score_bin_x_persistence,6,33,0.19117647058823528,0.09302668767552316,0.31020620053320974
A_to_B,loop,2,5,0.975,0.99,0,0,0,score_bin_backoff,8,84,0.1,0.052630402886812165,0.15808561782989652
A_to_B,loop,2,5,0.975,0.99,1,0,20,score_bin_backoff,8,84,0.1,0.052630402886812165,0.15808561782989652
A_to_B,loop,2,5,0.975,0.99,2,3,24,score_bin_backoff,8,84,0.1,0.052630402886812165,0.15808561782989652
A_to_B,loop,2,5,0.975,0.99,3,5,40,score_bin_x_persistence,5,40,0.13414634146341464,0.05886036976098836,0.22984223944392382
A_to_B,loop,2,6,0.99,0.995,0,0,0,global_backoff,507,7758,0.0654079133909009,0.060855828486101556,0.07008736924019275
A_to_B,loop,2,6,0.99,0.995,1,0,6,global_backoff,507,7758,0.0654079133909009,0.060855828486101556,0.07008736924019275
A_to_B,loop,2,6,0.99,0.995,2,2,11,global_backoff,507,7758,0.0654079133909009,0.060855828486101556,0.07008736924019275
A_to_B,loop,2,6,0.99,0.995,3,1,9,global_backoff,507,7758,0.0654079133909009,0.060855828486101556,0.07008736924019275
A_to_B,loop,2,7,0.995,1.0000001,0,0,0,score_bin_backoff,6,33,0.19117647058823528,0.09302668767552316,0.31020620053320974
A_to_B,loop,2,7,0.995,1.0000001,1,0,1,score_bin_backoff,6,33,0.19117647058823528,0.09302668767552316,0.31020620053320974
A_to_B,loop,2,7,0.995,1.0000001,2,1,15,score_bin_backoff,6,33,0.19117647058823528,0.09302668767552316,0.31020620053320974
A_to_B,loop,2,7,0.995,1.0000001,3,5,17,score_bin_backoff,6,33,0.19117647058823528,0.09302668767552316,0.31020620053320974
A_to_B,loop,4,0,0.0,0.5,0,174,4166,score_bin_x_persistence,174,4166,0.04187664986801056,0.03690119795563317,0.047102077862323725
A_to_B,loop,4,0,0.0,0.5,1,0,0,score_bin_backoff,174,4166,0.04187664986801056,0.03690119795563317,0.047102077862323725
A_to_B,loop,4,0,0.0,0.5,2,0,0,score_bin_backoff,174,4166,0.04187664986801056,0.03690119795563317,0.047102077862323725
A_to_B,loop,4,0,0.0,0.5,3,0,0,score_bin_backoff,174,4166,0.04187664986801056,0.03690119795563317,0.047102077862323725
A_to_B,loop,4,1,0.5,0.75,0,289,2075,score_bin_x_persistence,289,2075,0.13945086705202311,0.12714823482492496,0.1521485041202567
A_to_B,loop,4,1,0.5,0.75,1,0,0,score_bin_backoff,289,2075,0.13945086705202311,0.12714823482492496,0.1521485041202567
A_to_B,loop,4,1,0.5,0.75,2,0,0,score_bin_backoff,289,2075,0.13945086705202311,0.12714823482492496,0.1521485041202567
A_to_B,loop,4,1,0.5,0.75,3,0,0,score_bin_backoff,289,2075,0.13945086705202311,0.12714823482492496,0.1521485041202567
A_to_B,loop,4,2,0.75,0.9,0,255,984,score_bin_x_persistence,255,984,0.2593908629441624,0.2367109815693812,0.28262650321533633
A_to_B,loop,4,2,0.75,0.9,1,0,0,score_bin_backoff,255,984,0.2593908629441624,0.2367109815693812,0.28262650321533633
A_to_B,loop,4,2,0.75,0.9,2,0,0,score_bin_backoff,255,984,0.2593908629441624,0.2367109815693812,0.28262650321533633
A_to_B,loop,4,2,0.75,0.9,3,0,0,score_bin_backoff,255,984,0.2593908629441624,0.2367109815693812,0.28262650321533633
A_to_B,loop,4,3,0.9,0.95,0,63,247,score_bin_x_persistence,63,247,0.2560483870967742,0.21168842260947288,0.3026495209915721
A_to_B,loop,4,3,0.9,0.95,1,0,0,score_bin_backoff,63,247,0.2560483870967742,0.21168842260947288,0.3026495209915721
A_to_B,loop,4,3,0.9,0.95,2,0,0,score_bin_backoff,63,247,0.2560483870967742,0.21168842260947288,0.3026495209915721
A_to_B,loop,4,3,0.9,0.95,3,0,0,score_bin_backoff,63,247,0.2560483870967742,0.21168842260947288,0.3026495209915721
A_to_B,loop,4,4,0.95,0.975,0,0,0,score_bin_backoff,34,143,0.23958333333333334,0.18338549494776302,0.29990664293493935
A_to_B,loop,4,4,0.95,0.975,1,18,78,score_bin_x_persistence,18,78,0.23417721518987342,0.1602637984912545,0.3157854297243285
A_to_B,loop,4,4,0.95,0.975,2,10,32,score_bin_x_persistence,10,32,0.3181818181818182,0.19320107081314694,0.45587686195845395
A_to_B,loop,4,4,0.95,0.975,3,6,33,score_bin_x_persistence,6,33,0.19117647058823528,0.09302668767552316,0.31020620053320974
A_to_B,loop,4,5,0.975,0.99,0,0,0,score_bin_backoff,11,84,0.13529411764705881,0.07985713638079911,0.20051929945948613
A_to_B,loop,4,5,0.975,0.99,1,2,20,score_bin_backoff,11,84,0.13529411764705881,0.07985713638079911,0.20051929945948613
A_to_B,loop,4,5,0.975,0.99,2,4,24,score_bin_backoff,11,84,0.13529411764705881,0.07985713638079911,0.20051929945948613
A_to_B,loop,4,5,0.975,0.99,3,5,40,score_bin_x_persistence,5,40,0.13414634146341464,0.05886036976098836,0.22984223944392382
A_to_B,loop,4,6,0.99,0.995,0,0,0,global_backoff,838,7758,0.10806805000644414,0.10232889794109196,0.11392207491271122
A_to_B,loop,4,6,0.99,0.995,1,1,6,global_backoff,838,7758,0.10806805000644414,0.10232889794109196,0.11392207491271122
A_to_B,loop,4,6,0.99,0.995,2,2,11,global_backoff,838,7758,0.10806805000644414,0.10232889794109196,0.11392207491271122
A_to_B,loop,4,6,0.99,0.995,3,1,9,global_backoff,838,7758,0.10806805000644414,0.10232889794109196,0.11392207491271122
A_to_B,loop,4,7,0.995,1.0000001,0,0,0,score_bin_backoff,8,33,0.25,0.13842375686255975,0.37851488613911544
A_to_B,loop,4,7,0.995,1.0000001,1,0,1,score_bin_backoff,8,33,0.25,0.13842375686255975,0.37851488613911544
A_to_B,loop,4,7,0.995,1.0000001,2,2,15,score_bin_backoff,8,33,0.25,0.13842375686255975,0.37851488613911544
A_to_B,loop,4,7,0.995,1.0000001,3,6,17,score_bin_backoff,8,33,0.25,0.13842375686255975,0.37851488613911544
A_to_B,static,0,0,0.0,0.5,0,0,5945,score_bin_x_persistence,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,0,0,0.0,0.5,1,0,0,score_bin_backoff,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,0,0,0.0,0.5,2,0,0,score_bin_backoff,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,0,0,0.0,0.5,3,0,0,score_bin_backoff,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,0,1,0.5,0.75,0,8,2894,score_bin_x_persistence,8,2894,0.0029360967184801382,0.00149905083641844,0.004761077967206206
A_to_B,static,0,1,0.5,0.75,1,0,0,score_bin_backoff,8,2894,0.0029360967184801382,0.00149905083641844,0.004761077967206206
A_to_B,static,0,1,0.5,0.75,2,0,0,score_bin_backoff,8,2894,0.0029360967184801382,0.00149905083641844,0.004761077967206206
A_to_B,static,0,1,0.5,0.75,3,0,0,score_bin_backoff,8,2894,0.0029360967184801382,0.00149905083641844,0.004761077967206206
A_to_B,static,0,2,0.75,0.9,0,20,1600,score_bin_x_persistence,20,1600,0.012804497189256714,0.0085548838326754,0.01774456119744068
A_to_B,static,0,2,0.75,0.9,1,0,0,score_bin_backoff,20,1600,0.012804497189256714,0.0085548838326754,0.01774456119744068
A_to_B,static,0,2,0.75,0.9,2,0,0,score_bin_backoff,20,1600,0.012804497189256714,0.0085548838326754,0.01774456119744068
A_to_B,static,0,2,0.75,0.9,3,0,0,score_bin_backoff,20,1600,0.012804497189256714,0.0085548838326754,0.01774456119744068
A_to_B,static,0,3,0.9,0.95,0,10,483,score_bin_x_persistence,10,483,0.02169421487603306,0.012045683724977859,0.033581222092238815
A_to_B,static,0,3,0.9,0.95,1,0,0,score_bin_backoff,10,483,0.02169421487603306,0.012045683724977859,0.033581222092238815
A_to_B,static,0,3,0.9,0.95,2,0,0,score_bin_backoff,10,483,0.02169421487603306,0.012045683724977859,0.033581222092238815
A_to_B,static,0,3,0.9,0.95,3,0,0,score_bin_backoff,10,483,0.02169421487603306,0.012045683724977859,0.033581222092238815
A_to_B,static,0,4,0.95,0.975,0,0,0,score_bin_backoff,6,247,0.02620967741935484,0.011989169037771108,0.044748115440338423
A_to_B,static,0,4,0.95,0.975,1,1,136,score_bin_x_persistence,1,136,0.010948905109489052,0.0012950994264107206,0.028373431072248444
A_to_B,static,0,4,0.95,0.975,2,3,64,score_bin_x_persistence,3,64,0.05384615384615385,0.017123961506655197,0.10606568811673618
A_to_B,static,0,4,0.95,0.975,3,2,47,score_bin_x_persistence,2,47,0.052083333333333336,0.012308622217545327,0.1128246798409789
A_to_B,static,0,5,0.975,0.99,0,0,0,score_bin_backoff,6,107,0.06018518518518518,0.027868863123887647,0.101738660195513
A_to_B,static,0,5,0.975,0.99,1,0,23,score_bin_backoff,6,107,0.06018518518518518,0.027868863123887647,0.101738660195513
A_to_B,static,0,5,0.975,0.99,2,0,31,score_bin_x_persistence,0,31,0.015625,6.291024552804171e-05,0.05960836462565142
A_to_B,static,0,5,0.975,0.99,3,6,53,score_bin_x_persistence,6,53,0.12037037037037036,0.056992645476387147,0.1997939729513794
A_to_B,static,0,6,0.99,0.995,0,0,0,score_bin_backoff,2,39,0.0625,0.014864566522426003,0.13477723036810796
A_to_B,static,0,6,0.99,0.995,1,0,3,score_bin_backoff,2,39,0.0625,0.014864566522426003,0.13477723036810796
A_to_B,static,0,6,0.99,0.995,2,0,9,score_bin_backoff,2,39,0.0625,0.014864566522426003,0.13477723036810796
A_to_B,static,0,6,0.99,0.995,3,2,27,score_bin_backoff,2,39,0.0625,0.014864566522426003,0.13477723036810796
A_to_B,static,0,7,0.995,1.0000001,0,0,0,score_bin_backoff,2,30,0.08064516129032258,0.019396047270724946,0.17251498164739829
A_to_B,static,0,7,0.995,1.0000001,1,0,0,score_bin_backoff,2,30,0.08064516129032258,0.019396047270724946,0.17251498164739829
A_to_B,static,0,7,0.995,1.0000001,2,0,3,score_bin_backoff,2,30,0.08064516129032258,0.019396047270724946,0.17251498164739829
A_to_B,static,0,7,0.995,1.0000001,3,2,27,score_bin_backoff,2,30,0.08064516129032258,0.019396047270724946,0.17251498164739829
A_to_B,static,2,0,0.0,0.5,0,0,5945,score_bin_x_persistence,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,2,0,0.0,0.5,1,0,0,score_bin_backoff,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,2,0,0.0,0.5,2,0,0,score_bin_backoff,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,2,0,0.0,0.5,3,0,0,score_bin_backoff,0,5945,8.409014463504877e-05,3.306958787575973e-07,0.00032301739628527867
A_to_B,static,2,1,0.5,0.75,0,25,2894,score_bin_x_persistence,25,2894,0.008808290155440414,0.00615777503089233,0.011843903982901704
A_to_B,static,2,1,0.5,0.75,1,0,0,score_bin_backoff,25,2894,0.008808290155440414,0.00615777503089233,0.011843903982901704
A_to_B,static,2,1,0.5,0.75,2,0,0,score_bin_backoff,25,2894,0.008808290155440414,0.00615777503089233,0.011843903982901704
A_to_B,static,2,1,0.5,0.75,3,0,0,score_bin_backoff,25,2894,0.008808290155440414,0.00615777503089233,0.011843903982901704
A_to_B,static,2,2,0.75,0.9,0,68,1600,score_bin_x_persistence,68,1600,0.042785758900687074,0.03480592960408029,0.05141478221518823
A_to_B,static,2,2,0.75,0.9,1,0,0,score_bin_backoff,68,1600,0.042785758900687074,0.03480592960408029,0.05141478221518823
A_to_B,static,2,2,0.75,0.9,2,0,0,score_bin_backoff,68,1600,0.042785758900687074,0.03480592960408029,0.05141478221518823
A_to_B,static,2,2,0.75,0.9,3,0,0,score_bin_backoff,68,1600,0.042785758900687074,0.03480592960408029,0.05141478221518823
A_to_B,static,2,3,0.9,0.95,0,26,483,score_bin_x_persistence,26,483,0.05475206611570248,0.038867414101794395,0.07272737080756704
A_to_B,static,2,3,0.9,0.95,1,0,0,score_bin_backoff,26,483,0.05475206611570248,0.038867414101794395,0.07272737080756704
A_to_B,static,2,3,0.9,0.95,2,0,0,score_bin_backoff,26,483,0.05475206611570248,0.038867414101794395,0.07272737080756704
A_to_B,static,2,3,0.9,0.95,3,0,0,score_bin_backoff,26,483,0.05475206611570248,0.038867414101794395,0.07272737080756704
A_to_B,static,2,4,0.95,0.975,0,0,0,score_bin_backoff,17,247,0.07056451612903226,0.04597369557236377,0.09909161794715818
A_to_B,static,2,4,0.95,0.975,1,8,136,score_bin_x_persistence,8,136,0.06204379562043796,0.032261711679249634,0.09908335256616248
A_to_B,static,2,4,0.95,0.975,2,5,64,score_bin_x_persistence,5,64,0.08461538461538462,0.036380759104037395,0.14737973078703276
A_to_B,static,2,4,0.95,0.975,3,4,47,score_bin_x_persistence,4,47,0.09375,0.036092882457766096,0.1706692078067155
A_to_B,static,2,5,0.975,0.99,0,0,0,score_bin_backoff,17,107,0.16203703703703703,0.10772981782500092,0.22348309778973893
A_to_B,static,2,5,0.975,0.99,1,0,23,score_bin_backoff,17,107,0.16203703703703703,0.10772981782500092,0.22348309778973893
A_to_B,static,2,5,0.975,0.99,2,5,31,score_bin_x_persistence,5,31,0.171875,0.07662623206167905,0.290682310202254
A_to_B,static,2,5,0.975,0.99,3,12,53,score_bin_x_persistence,12,53,0.23148148148148148,0.1438540834228143,0.3305078921849389
A_to_B,static,2,6,0.99,0.995,0,0,0,score_bin_backoff,6,39,0.1625,0.0781895522770479,0.2661509477861121
A_to_B,static,2,6,0.99,0.995,1,0,3,score_bin_backoff,6,39,0.1625,0.0781895522770479,0.2661509477861121
A_to_B,static,2,6,0.99,0.995,2,0,9,score_bin_backoff,6,39,0.1625,0.0781895522770479,0.2661509477861121
A_to_B,static,2,6,0.99,0.995,3,6,27,score_bin_backoff,6,39,0.1625,0.0781895522770479,0.2661509477861121
A_to_B,static,2,7,0.995,1.0000001,0,0,0,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,2,7,0.995,1.0000001,1,0,0,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,2,7,0.995,1.0000001,2,0,3,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,2,7,0.995,1.0000001,3,3,27,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,4,0,0.0,0.5,0,6,5945,score_bin_x_persistence,6,5945,0.001093171880255634,0.0004956375532662118,0.0018798443385850958
A_to_B,static,4,0,0.0,0.5,1,0,0,score_bin_backoff,6,5945,0.001093171880255634,0.0004956375532662118,0.0018798443385850958
A_to_B,static,4,0,0.0,0.5,2,0,0,score_bin_backoff,6,5945,0.001093171880255634,0.0004956375532662118,0.0018798443385850958
A_to_B,static,4,0,0.0,0.5,3,0,0,score_bin_backoff,6,5945,0.001093171880255634,0.0004956375532662118,0.0018798443385850958
A_to_B,static,4,1,0.5,0.75,0,63,2894,score_bin_x_persistence,63,2894,0.021934369602763387,0.017652884951119198,0.026591149570159782
A_to_B,static,4,1,0.5,0.75,1,0,0,score_bin_backoff,63,2894,0.021934369602763387,0.017652884951119198,0.026591149570159782
A_to_B,static,4,1,0.5,0.75,2,0,0,score_bin_backoff,63,2894,0.021934369602763387,0.017652884951119198,0.026591149570159782
A_to_B,static,4,1,0.5,0.75,3,0,0,score_bin_backoff,63,2894,0.021934369602763387,0.017652884951119198,0.026591149570159782
A_to_B,static,4,2,0.75,0.9,0,105,1600,score_bin_x_persistence,105,1600,0.06589631480324797,0.05601755465599253,0.07639162656484395
A_to_B,static,4,2,0.75,0.9,1,0,0,score_bin_backoff,105,1600,0.06589631480324797,0.05601755465599253,0.07639162656484395
A_to_B,static,4,2,0.75,0.9,2,0,0,score_bin_backoff,105,1600,0.06589631480324797,0.05601755465599253,0.07639162656484395
A_to_B,static,4,2,0.75,0.9,3,0,0,score_bin_backoff,105,1600,0.06589631480324797,0.05601755465599253,0.07639162656484395
A_to_B,static,4,3,0.9,0.95,0,39,483,score_bin_x_persistence,39,483,0.08161157024793389,0.06219069060770586,0.10299833737801961
A_to_B,static,4,3,0.9,0.95,1,0,0,score_bin_backoff,39,483,0.08161157024793389,0.06219069060770586,0.10299833737801961
A_to_B,static,4,3,0.9,0.95,2,0,0,score_bin_backoff,39,483,0.08161157024793389,0.06219069060770586,0.10299833737801961
A_to_B,static,4,3,0.9,0.95,3,0,0,score_bin_backoff,39,483,0.08161157024793389,0.06219069060770586,0.10299833737801961
A_to_B,static,4,4,0.95,0.975,0,0,0,score_bin_backoff,25,247,0.1028225806451613,0.07307940627338828,0.13621002267777774
A_to_B,static,4,4,0.95,0.975,1,14,136,score_bin_x_persistence,14,136,0.10583941605839416,0.06626310918404209,0.15196616023402085
A_to_B,static,4,4,0.95,0.975,2,7,64,score_bin_x_persistence,7,64,0.11538461538461539,0.05806041952889531,0.18620311384381438
A_to_B,static,4,4,0.95,0.975,3,4,47,score_bin_x_persistence,4,47,0.09375,0.036092882457766096,0.1706692078067155
A_to_B,static,4,5,0.975,0.99,0,0,0,score_bin_backoff,21,107,0.19907407407407407,0.1394614344290723,0.2650469041882324
A_to_B,static,4,5,0.975,0.99,1,0,23,score_bin_backoff,21,107,0.19907407407407407,0.1394614344290723,0.2650469041882324
A_to_B,static,4,5,0.975,0.99,2,7,31,score_bin_x_persistence,7,31,0.234375,0.12312481562233496,0.36475260560526795
A_to_B,static,4,5,0.975,0.99,3,14,53,score_bin_x_persistence,14,53,0.26851851851851855,0.17525662337244116,0.3716128710435177
A_to_B,static,4,6,0.99,0.995,0,0,0,score_bin_backoff,8,39,0.2125,0.11612055157061464,0.3253903511320241
A_to_B,static,4,6,0.99,0.995,1,0,3,score_bin_backoff,8,39,0.2125,0.11612055157061464,0.3253903511320241
A_to_B,static,4,6,0.99,0.995,2,1,9,score_bin_backoff,8,39,0.2125,0.11612055157061464,0.3253903511320241
A_to_B,static,4,6,0.99,0.995,3,7,27,score_bin_backoff,8,39,0.2125,0.11612055157061464,0.3253903511320241
A_to_B,static,4,7,0.995,1.0000001,0,0,0,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,4,7,0.995,1.0000001,1,0,0,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,4,7,0.995,1.0000001,2,0,3,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,static,4,7,0.995,1.0000001,3,3,27,score_bin_backoff,3,30,0.11290322580645161,0.037017077473796206,0.21729721245601158
A_to_B,trap,0,0,0.0,0.5,0,35,2482,score_bin_x_persistence,35,2482,0.014297221103503826,0.010613946152671591,0.018424767184735437
A_to_B,trap,0,0,0.0,0.5,1,0,0,score_bin_backoff,35,2482,0.014297221103503826,0.010613946152671591,0.018424767184735437
A_to_B,trap,0,0,0.0,0.5,2,0,0,score_bin_backoff,35,2482,0.014297221103503826,0.010613946152671591,0.018424767184735437
A_to_B,trap,0,0,0.0,0.5,3,0,0,score_bin_backoff,35,2482,0.014297221103503826,0.010613946152671591,0.018424767184735437
A_to_B,trap,0,1,0.5,0.75,0,65,2413,score_bin_x_persistence,65,2413,0.027133388566694283,0.021926822930659045,0.032785167260088
A_to_B,trap,0,1,0.5,0.75,1,0,0,score_bin_backoff,65,2413,0.027133388566694283,0.021926822930659045,0.032785167260088
A_to_B,trap,0,1,0.5,0.75,2,0,0,score_bin_backoff,65,2413,0.027133388566694283,0.021926822930659045,0.032785167260088
A_to_B,trap,0,1,0.5,0.75,3,0,0,score_bin_backoff,65,2413,0.027133388566694283,0.021926822930659045,0.032785167260088
A_to_B,trap,0,2,0.75,0.9,0,63,1529,score_bin_x_persistence,63,1529,0.04150326797385621,0.0334727869218183,0.05021494543214765
A_to_B,trap,0,2,0.75,0.9,1,0,0,score_bin_backoff,63,1529,0.04150326797385621,0.0334727869218183,0.05021494543214765
A_to_B,trap,0,2,0.75,0.9,2,0,0,score_bin_backoff,63,1529,0.04150326797385621,0.0334727869218183,0.05021494543214765
A_to_B,trap,0,2,0.75,0.9,3,0,0,score_bin_backoff,63,1529,0.04150326797385621,0.0334727869218183,0.05021494543214765
A_to_B,trap,0,3,0.9,0.95,0,23,443,score_bin_x_persistence,23,443,0.05292792792792793,0.03668618589744245,0.07145768444799336
