direction,event_kind,horizon,score_bin,score_low,score_high,persistence,raw_events,raw_support,mapping_level,mapped_events,mapped_support,posterior_mean,ci_low,ci_high
B_to_A,static,0,6,0.99,0.995,0,0,0,score_bin_backoff,4,33,0.1323529411764706,0.05186542328470761,0.23758916881165884
B_to_A,static,0,6,0.99,0.995,1,0,8,score_bin_backoff,4,33,0.1323529411764706,0.05186542328470761,0.23758916881165884
B_to_A,static,0,6,0.99,0.995,2,0,11,score_bin_backoff,4,33,0.1323529411764706,0.05186542328470761,0.23758916881165884
B_to_A,static,0,6,0.99,0.995,3,4,14,score_bin_backoff,4,33,0.1323529411764706,0.05186542328470761,0.23758916881165884
B_to_A,static,0,7,0.995,1.0000001,0,0,0,global_backoff,146,14829,0.009878624409979771,0.008581460087608983,0.011250920532072009
B_to_A,static,0,7,0.995,1.0000001,1,0,1,global_backoff,146,14829,0.009878624409979771,0.008581460087608983,0.011250920532072009
B_to_A,static,0,7,0.995,1.0000001,2,0,10,global_backoff,146,14829,0.009878624409979771,0.008581460087608983,0.011250920532072009
B_to_A,static,0,7,0.995,1.0000001,3,4,12,global_backoff,146,14829,0.009878624409979771,0.008581460087608983,0.011250920532072009
B_to_A,static,2,0,0.0,0.5,0,0,8215,score_bin_x_persistence,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,2,0,0.0,0.5,1,0,0,score_bin_backoff,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,2,0,0.0,0.5,2,0,0,score_bin_backoff,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,2,0,0.0,0.5,3,0,0,score_bin_backoff,0,8215,6.085686465433301e-05,2.39319529392135e-07,0.0002337731526229899
B_to_A,static,2,1,0.5,0.75,0,83,3934,score_bin_x_persistence,83,3934,0.02121982210927573,0.017584637949019773,0.02513156511091608
B_to_A,static,2,1,0.5,0.75,1,0,0,score_bin_backoff,83,3934,0.02121982210927573,0.017584637949019773,0.02513156511091608
B_to_A,static,2,1,0.5,0.75,2,0,0,score_bin_backoff,83,3934,0.02121982210927573,0.017584637949019773,0.02513156511091608
B_to_A,static,2,1,0.5,0.75,3,0,0,score_bin_backoff,83,3934,0.02121982210927573,0.017584637949019773,0.02513156511091608
B_to_A,static,2,2,0.75,0.9,0,186,1770,score_bin_x_persistence,186,1770,0.10530773574251835,0.09357205483768966,0.1175502742024318
B_to_A,static,2,2,0.75,0.9,1,0,0,score_bin_backoff,186,1770,0.10530773574251835,0.09357205483768966,0.1175502742024318
B_to_A,static,2,2,0.75,0.9,2,0,0,score_bin_backoff,186,1770,0.10530773574251835,0.09357205483768966,0.1175502742024318
B_to_A,static,2,2,0.75,0.9,3,0,0,score_bin_backoff,186,1770,0.10530773574251835,0.09357205483768966,0.1175502742024318
B_to_A,static,2,3,0.9,0.95,0,72,448,score_bin_x_persistence,72,448,0.16146993318485522,0.13381731358527482,0.19083846235915503
B_to_A,static,2,3,0.9,0.95,1,0,0,score_bin_backoff,72,448,0.16146993318485522,0.13381731358527482,0.19083846235915503
B_to_A,static,2,3,0.9,0.95,2,0,0,score_bin_backoff,72,448,0.16146993318485522,0.13381731358527482,0.19083846235915503
B_to_A,static,2,3,0.9,0.95,3,0,0,score_bin_backoff,72,448,0.16146993318485522,0.13381731358527482,0.19083846235915503
B_to_A,static,2,4,0.95,0.975,0,0,0,score_bin_backoff,48,250,0.19322709163346613,0.15374352647201717,0.235494500437851
B_to_A,static,2,4,0.95,0.975,1,18,153,score_bin_x_persistence,18,153,0.12012987012987013,0.08014671170264623,0.16573076087195507
B_to_A,static,2,4,0.95,0.975,2,13,57,score_bin_x_persistence,13,57,0.23275862068965517,0.14773681385888196,0.3283374583296643
B_to_A,static,2,4,0.95,0.975,3,17,40,score_bin_x_persistence,17,40,0.4268292682926829,0.30318990087592457,0.5545788114016429
B_to_A,static,2,5,0.975,0.99,0,0,0,score_bin_backoff,30,156,0.1942675159235669,0.144785919844293,0.24818885999808687
B_to_A,static,2,5,0.975,0.99,1,0,44,score_bin_x_persistence,0,44,0.011111111111111112,4.4429263473375324e-05,0.04247623154155226
B_to_A,static,2,5,0.975,0.99,2,10,51,score_bin_x_persistence,10,51,0.20192307692307693,0.11813381563624613,0.29884782925338194
B_to_A,static,2,5,0.975,0.99,3,20,61,score_bin_x_persistence,20,61,0.33064516129032256,0.23627804902220365,0.43127425331789787
B_to_A,static,2,6,0.99,0.995,0,0,0,score_bin_backoff,10,33,0.3088235294117647,0.18693588336165246,0.44367959654721717
B_to_A,static,2,6,0.99,0.995,1,0,8,score_bin_backoff,10,33,0.3088235294117647,0.18693588336165246,0.44367959654721717
B_to_A,static,2,6,0.99,0.995,2,2,11,score_bin_backoff,10,33,0.3088235294117647,0.18693588336165246,0.44367959654721717
B_to_A,static,2,6,0.99,0.995,3,8,14,score_bin_backoff,10,33,0.3088235294117647,0.18693588336165246,0.44367959654721717
B_to_A,static,2,7,0.995,1.0000001,0,0,0,global_backoff,438,14829,0.02956844234659474,0.02731715545773637,0.03189186053104381
B_to_A,static,2,7,0.995,1.0000001,1,0,1,global_backoff,438,14829,0.02956844234659474,0.02731715545773637,0.03189186053104381
B_to_A,static,2,7,0.995,1.0000001,2,1,10,global_backoff,438,14829,0.02956844234659474,0.02731715545773637,0.03189186053104381
B_to_A,static,2,7,0.995,1.0000001,3,8,12,global_backoff,438,14829,0.02956844234659474,0.02731715545773637,0.03189186053104381
B_to_A,static,4,0,0.0,0.5,0,21,8215,score_bin_x_persistence,21,8215,0.0026168451801363195,0.0017635627038516033,0.0036074541831373793
B_to_A,static,4,0,0.0,0.5,1,0,0,score_bin_backoff,21,8215,0.0026168451801363195,0.0017635627038516033,0.0036074541831373793
B_to_A,static,4,0,0.0,0.5,2,0,0,score_bin_backoff,21,8215,0.0026168451801363195,0.0017635627038516033,0.0036074541831373793
B_to_A,static,4,0,0.0,0.5,3,0,0,score_bin_backoff,21,8215,0.0026168451801363195,0.0017635627038516033,0.0036074541831373793
B_to_A,static,4,1,0.5,0.75,0,195,3934,score_bin_x_persistence,195,3934,0.04968233799237611,0.044118450637024076,0.05550644047981032
B_to_A,static,4,1,0.5,0.75,1,0,0,score_bin_backoff,195,3934,0.04968233799237611,0.044118450637024076,0.05550644047981032
B_to_A,static,4,1,0.5,0.75,2,0,0,score_bin_backoff,195,3934,0.04968233799237611,0.044118450637024076,0.05550644047981032
B_to_A,static,4,1,0.5,0.75,3,0,0,score_bin_backoff,195,3934,0.04968233799237611,0.044118450637024076,0.05550644047981032
B_to_A,static,4,2,0.75,0.9,0,286,1770,score_bin_x_persistence,286,1770,0.16177300959909655,0.1476039229932758,0.17637648510446455
B_to_A,static,4,2,0.75,0.9,1,0,0,score_bin_backoff,286,1770,0.16177300959909655,0.1476039229932758,0.17637648510446455
B_to_A,static,4,2,0.75,0.9,2,0,0,score_bin_backoff,286,1770,0.16177300959909655,0.1476039229932758,0.17637648510446455
B_to_A,static,4,2,0.75,0.9,3,0,0,score_bin_backoff,286,1770,0.16177300959909655,0.1476039229932758,0.17637648510446455
B_to_A,static,4,3,0.9,0.95,0,104,448,score_bin_x_persistence,104,448,0.23273942093541203,0.2006592246726195,0.2661745779003422
B_to_A,static,4,3,0.9,0.95,1,0,0,score_bin_backoff,104,448,0.23273942093541203,0.2006592246726195,0.2661745779003422
B_to_A,static,4,3,0.9,0.95,2,0,0,score_bin_backoff,104,448,0.23273942093541203,0.2006592246726195,0.2661745779003422
B_to_A,static,4,3,0.9,0.95,3,0,0,score_bin_backoff,104,448,0.23273942093541203,0.2006592246726195,0.2661745779003422
B_to_A,static,4,4,0.95,0.975,0,0,0,score_bin_backoff,65,250,0.26095617529880477,0.21655007386309963,0.30753209268113535
B_to_A,static,4,4,0.95,0.975,1,34,153,score_bin_x_persistence,34,153,0.22402597402597402,0.17103366657726646,0.2811051039032754
B_to_A,static,4,4,0.95,0.975,2,14,57,score_bin_x_persistence,14,57,0.25,0.16236144038659936,0.3475171693617142
B_to_A,static,4,4,0.95,0.975,3,17,40,score_bin_x_persistence,17,40,0.4268292682926829,0.30318990087592457,0.5545788114016429
B_to_A,static,4,5,0.975,0.99,0,0,0,score_bin_backoff,37,156,0.23885350318471338,0.18499321595503684,0.29650727683621425
B_to_A,static,4,5,0.975,0.99,1,5,44,score_bin_x_persistence,5,44,0.12222222222222222,0.05336346326406234,0.21025535849969948
B_to_A,static,4,5,0.975,0.99,2,12,51,score_bin_x_persistence,12,51,0.2403846153846154,0.14976755317421578,0.3424518954305734
B_to_A,static,4,5,0.975,0.99,3,20,61,score_bin_x_persistence,20,61,0.33064516129032256,0.23627804902220365,0.43127425331789787
B_to_A,static,4,6,0.99,0.995,0,0,0,score_bin_backoff,11,33,0.3382352941176471,0.21216880035716543,0.4752793721999981
B_to_A,static,4,6,0.99,0.995,1,1,8,score_bin_backoff,11,33,0.3382352941176471,0.21216880035716543,0.4752793721999981
B_to_A,static,4,6,0.99,0.995,2,2,11,score_bin_backoff,11,33,0.3382352941176471,0.21216880035716543,0.4752793721999981
B_to_A,static,4,6,0.99,0.995,3,8,14,score_bin_backoff,11,33,0.3382352941176471,0.21216880035716543,0.4752793721999981
B_to_A,static,4,7,0.995,1.0000001,0,0,0,global_backoff,730,14829,0.04925826028320971,0.04637031898566356,0.05221531724235109
B_to_A,static,4,7,0.995,1.0000001,1,1,1,global_backoff,730,14829,0.04925826028320971,0.04637031898566356,0.05221531724235109
B_to_A,static,4,7,0.995,1.0000001,2,2,10,global_backoff,730,14829,0.04925826028320971,0.04637031898566356,0.05221531724235109
B_to_A,static,4,7,0.995,1.0000001,3,8,12,global_backoff,730,14829,0.04925826028320971,0.04637031898566356,0.05221531724235109
B_to_A,trap,0,0,0.0,0.5,0,3,5062,score_bin_x_persistence,3,5062,0.0006912897491605768,0.00021411035164819154,0.0013888623410726205
B_to_A,trap,0,0,0.0,0.5,1,0,0,score_bin_backoff,3,5062,0.0006912897491605768,0.00021411035164819154,0.0013888623410726205
B_to_A,trap,0,0,0.0,0.5,2,0,0,score_bin_backoff,3,5062,0.0006912897491605768,0.00021411035164819154,0.0013888623410726205
B_to_A,trap,0,0,0.0,0.5,3,0,0,score_bin_backoff,3,5062,0.0006912897491605768,0.00021411035164819154,0.0013888623410726205
B_to_A,trap,0,1,0.5,0.75,0,21,4393,score_bin_x_persistence,21,4393,0.004893035958124715,0.003298951721147435,0.00674274023849394
B_to_A,trap,0,1,0.5,0.75,1,0,0,score_bin_backoff,21,4393,0.004893035958124715,0.003298951721147435,0.00674274023849394
B_to_A,trap,0,1,0.5,0.75,2,0,0,score_bin_backoff,21,4393,0.004893035958124715,0.003298951721147435,0.00674274023849394
B_to_A,trap,0,1,0.5,0.75,3,0,0,score_bin_backoff,21,4393,0.004893035958124715,0.003298951721147435,0.00674274023849394
B_to_A,trap,0,2,0.75,0.9,0,74,3046,score_bin_x_persistence,74,3046,0.02445027896291434,0.020033000426016773,0.029222295514107634
B_to_A,trap,0,2,0.75,0.9,1,0,0,score_bin_backoff,74,3046,0.02445027896291434,0.020033000426016773,0.029222295514107634
B_to_A,trap,0,2,0.75,0.9,2,0,0,score_bin_backoff,74,3046,0.02445027896291434,0.020033000426016773,0.029222295514107634
B_to_A,trap,0,2,0.75,0.9,3,0,0,score_bin_backoff,74,3046,0.02445027896291434,0.020033000426016773,0.029222295514107634
B_to_A,trap,0,3,0.9,0.95,0,36,942,score_bin_x_persistence,36,942,0.03870625662778367,0.028964405105910286,0.04955968066843692
B_to_A,trap,0,3,0.9,0.95,1,0,0,score_bin_backoff,36,942,0.03870625662778367,0.028964405105910286,0.04955968066843692
B_to_A,trap,0,3,0.9,0.95,2,0,0,score_bin_backoff,36,942,0.03870625662778367,0.028964405105910286,0.04955968066843692
B_to_A,trap,0,3,0.9,0.95,3,0,0,score_bin_backoff,36,942,0.03870625662778367,0.028964405105910286,0.04955968066843692
B_to_A,trap,0,4,0.95,0.975,0,0,0,score_bin_backoff,35,492,0.0720081135902637,0.05391240082109762,0.09207776384486618
B_to_A,trap,0,4,0.95,0.975,1,9,290,score_bin_x_persistence,9,290,0.03264604810996564,0.017547964089947077,0.051383271582523656
B_to_A,trap,0,4,0.95,0.975,2,3,100,score_bin_x_persistence,3,100,0.034653465346534656,0.01091457721821494,0.0687567934534678
B_to_A,trap,0,4,0.95,0.975,3,23,102,score_bin_x_persistence,23,102,0.22815533980582525,0.16357014004540982,0.2987680434016694
B_to_A,trap,0,5,0.975,0.99,0,0,0,score_bin_backoff,15,266,0.05805243445692884,0.03658010075193947,0.08328514105937018
B_to_A,trap,0,5,0.975,0.99,1,1,74,score_bin_x_persistence,1,74,0.02,0.0023825803529402578,0.05160339678923937
B_to_A,trap,0,5,0.975,0.99,2,3,93,score_bin_x_persistence,3,93,0.03723404255319149,0.011742499691087453,0.07380557941533691
B_to_A,trap,0,5,0.975,0.99,3,11,99,score_bin_x_persistence,11,99,0.115,0.06749650891982924,0.17127599044709188
B_to_A,trap,0,6,0.99,0.995,0,0,0,score_bin_backoff,5,65,0.08333333333333333,0.03581101354133158,0.1452071473519966
B_to_A,trap,0,6,0.99,0.995,1,0,8,score_bin_backoff,5,65,0.08333333333333333,0.03581101354133158,0.1452071473519966
B_to_A,trap,0,6,0.99,0.995,2,0,20,score_bin_backoff,5,65,0.08333333333333333,0.03581101354133158,0.1452071473519966
B_to_A,trap,0,6,0.99,0.995,3,5,37,score_bin_x_persistence,5,37,0.14473684210526316,0.06378928035253319,0.24709520116568182
B_to_A,trap,0,7,0.995,1.0000001,0,0,0,score_bin_backoff,4,54,0.08181818181818182,0.031330157437945864,0.14958001853256517
B_to_A,trap,0,7,0.995,1.0000001,1,0,1,score_bin_backoff,4,54,0.08181818181818182,0.031330157437945864,0.14958001853256517
B_to_A,trap,0,7,0.995,1.0000001,2,0,12,score_bin_backoff,4,54,0.08181818181818182,0.031330157437945864,0.14958001853256517
B_to_A,trap,0,7,0.995,1.0000001,3,4,41,score_bin_x_persistence,4,41,0.10714285714285714,0.04150111795145499,0.1941146148449062
B_to_A,trap,2,0,0.0,0.5,0,13,5062,score_bin_x_persistence,13,5062,0.002666403318190796,0.0015960550446281361,0.003959238367412568
B_to_A,trap,2,0,0.0,0.5,1,0,0,score_bin_backoff,13,5062,0.002666403318190796,0.0015960550446281361,0.003959238367412568
B_to_A,trap,2,0,0.0,0.5,2,0,0,score_bin_backoff,13,5062,0.002666403318190796,0.0015960550446281361,0.003959238367412568
B_to_A,trap,2,0,0.0,0.5,3,0,0,score_bin_backoff,13,5062,0.002666403318190796,0.0015960550446281361,0.003959238367412568
B_to_A,trap,2,1,0.5,0.75,0,73,4393,score_bin_x_persistence,73,4393,0.016727355484751936,0.01367520004254961,0.020029477267489226
B_to_A,trap,2,1,0.5,0.75,1,0,0,score_bin_backoff,73,4393,0.016727355484751936,0.01367520004254961,0.020029477267489226
B_to_A,trap,2,1,0.5,0.75,2,0,0,score_bin_backoff,73,4393,0.016727355484751936,0.01367520004254961,0.020029477267489226
B_to_A,trap,2,1,0.5,0.75,3,0,0,score_bin_backoff,73,4393,0.016727355484751936,0.01367520004254961,0.020029477267489226
B_to_A,trap,2,2,0.75,0.9,0,218,3046,score_bin_x_persistence,218,3046,0.07170987856908434,0.06418593015414428,0.07955346534923848
B_to_A,trap,2,2,0.75,0.9,1,0,0,score_bin_backoff,218,3046,0.07170987856908434,0.06418593015414428,0.07955346534923848
B_to_A,trap,2,2,0.75,0.9,2,0,0,score_bin_backoff,218,3046,0.07170987856908434,0.06418593015414428,0.07955346534923848
B_to_A,trap,2,2,0.75,0.9,3,0,0,score_bin_backoff,218,3046,0.07170987856908434,0.06418593015414428,0.07955346534923848
B_to_A,trap,2,3,0.9,0.95,0,105,942,score_bin_x_persistence,105,942,0.11187698833510074,0.09548153078417282,0.12920861785712606
B_to_A,trap,2,3,0.9,0.95,1,0,0,score_bin_backoff,105,942,0.11187698833510074,0.09548153078417282,0.12920861785712606
B_to_A,trap,2,3,0.9,0.95,2,0,0,score_bin_backoff,105,942,0.11187698833510074,0.09548153078417282,0.12920861785712606
B_to_A,trap,2,3,0.9,0.95,3,0,0,score_bin_backoff,105,942,0.11187698833510074,0.09548153078417282,0.12920861785712606
B_to_A,trap,2,4,0.95,0.975,0,0,0,score_bin_backoff,76,492,0.15517241379310345,0.12919272533335374,0.18274378541502723
B_to_A,trap,2,4,0.95,0.975,1,28,290,score_bin_x_persistence,28,290,0.0979381443298969,0.07097758288251074,0.12804210366822694
B_to_A,trap,2,4,0.95,0.975,2,16,100,score_bin_x_persistence,16,100,0.16336633663366337,0.1071515893872842,0.227186478715324
B_to_A,trap,2,4,0.95,0.975,3,32,102,score_bin_x_persistence,32,102,0.3155339805825243,0.24262806681029853,0.3925323458482409
B_to_A,trap,2,5,0.975,0.99,0,0,0,score_bin_backoff,60,266,0.22659176029962547,0.18571707516972444,0.26979895844624424
B_to_A,trap,2,5,0.975,0.99,1,6,74,score_bin_x_persistence,6,74,0.08666666666666667,0.04052203719432356,0.14534641631182169
B_to_A,trap,2,5,0.975,0.99,2,20,93,score_bin_x_persistence,20,93,0.21808510638297873,0.15193608271243975,0.2910853482489803
B_to_A,trap,2,5,0.975,0.99,3,34,99,score_bin_x_persistence,34,99,0.345,0.26895419863741005,0.4245886160634365
B_to_A,trap,2,6,0.99,0.995,0,0,0,score_bin_backoff,24,65,0.3712121212121212,0.276315208374763,0.4705812005347536
B_to_A,trap,2,6,0.99,0.995,1,0,8,score_bin_backoff,24,65,0.3712121212121212,0.276315208374763,0.4705812005347536
B_to_A,trap,2,6,0.99,0.995,2,5,20,score_bin_backoff,24,65,0.3712121212121212,0.276315208374763,0.4705812005347536
B_to_A,trap,2,6,0.99,0.995,3,19,37,score_bin_x_persistence,19,37,0.5131578947368421,0.38090092684876714,0.6446165230140973
B_to_A,trap,2,7,0.995,1.0000001,0,0,0,score_bin_backoff,10,54,0.19090909090909092,0.11131477442799415,0.2833724594972291
B_to_A,trap,2,7,0.995,1.0000001,1,0,1,score_bin_backoff,10,54,0.19090909090909092,0.11131477442799415,0.2833724594972291
B_to_A,trap,2,7,0.995,1.0000001,2,1,12,score_bin_backoff,10,54,0.19090909090909092,0.11131477442799415,0.2833724594972291
B_to_A,trap,2,7,0.995,1.0000001,3,9,41,score_bin_x_persistence,9,41,0.2261904761904762,0.129086379273103,0.3382695018904052
B_to_A,trap,4,0,0.0,0.5,0,36,5062,score_bin_x_persistence,36,5062,0.007209164526960301,0.005370422699299208,0.009268943454974218
B_to_A,trap,4,0,0.0,0.5,1,0,0,score_bin_backoff,36,5062,0.007209164526960301,0.005370422699299208,0.009268943454974218
B_to_A,trap,4,0,0.0,0.5,2,0,0,score_bin_backoff,36,5062,0.007209164526960301,0.005370422699299208,0.009268943454974218
B_to_A,trap,4,0,0.0,0.5,3,0,0,score_bin_backoff,36,5062,0.007209164526960301,0.005370422699299208,0.009268943454974218
B_to_A,trap,4,1,0.5,0.75,0,209,4393,score_bin_x_persistence,209,4393,0.047678652708238504,0.042511279549661676,0.05308009564956393
B_to_A,trap,4,1,0.5,0.75,1,0,0,score_bin_backoff,209,4393,0.047678652708238504,0.042511279549661676,0.05308009564956393
B_to_A,trap,4,1,0.5,0.75,2,0,0,score_bin_backoff,209,4393,0.047678652708238504,0.042511279549661676,0.05308009564956393
B_to_A,trap,4,1,0.5,0.75,3,0,0,score_bin_backoff,209,4393,0.047678652708238504,0.042511279549661676,0.05308009564956393
B_to_A,trap,4,2,0.75,0.9,0,341,3046,score_bin_x_persistence,341,3046,0.11207745323268789,0.10282554947010689,0.1216188941737806
B_to_A,trap,4,2,0.75,0.9,1,0,0,score_bin_backoff,341,3046,0.11207745323268789,0.10282554947010689,0.1216188941737806
B_to_A,trap,4,2,0.75,0.9,2,0,0,score_bin_backoff,341,3046,0.11207745323268789,0.10282554947010689,0.1216188941737806
B_to_A,trap,4,2,0.75,0.9,3,0,0,score_bin_backoff,341,3046,0.11207745323268789,0.10282554947010689,0.1216188941737806
B_to_A,trap,4,3,0.9,0.95,0,153,942,score_bin_x_persistence,153,942,0.1627783669141039,0.14342862067486842,0.18294163671936697
B_to_A,trap,4,3,0.9,0.95,1,0,0,score_bin_backoff,153,942,0.1627783669141039,0.14342862067486842,0.18294163671936697
B_to_A,trap,4,3,0.9,0.95,2,0,0,score_bin_backoff,153,942,0.1627783669141039,0.14342862067486842,0.18294163671936697
B_to_A,trap,4,3,0.9,0.95,3,0,0,score_bin_backoff,153,942,0.1627783669141039,0.14342862067486842,0.18294163671936697
B_to_A,trap,4,4,0.95,0.975,0,0,0,score_bin_backoff,109,492,0.22210953346855983,0.191998348694844,0.2535036898034799
B_to_A,trap,4,4,0.95,0.975,1,57,290,score_bin_x_persistence,57,290,0.19759450171821305,0.16047613112066536,0.23707940179797451
B_to_A,trap,4,4,0.95,0.975,2,19,100,score_bin_x_persistence,19,100,0.19306930693069307,0.13239341292462203,0.260683080460134
B_to_A,trap,4,4,0.95,0.975,3,33,102,score_bin_x_persistence,33,102,0.32524271844660196,0.25162001582231003,0.402742636583581
B_to_A,trap,4,5,0.975,0.99,0,0,0,score_bin_backoff,74,266,0.27902621722846443,0.23491107671136524,0.32502682552362444
B_to_A,trap,4,5,0.975,0.99,1,11,74,score_bin_x_persistence,11,74,0.15333333333333332,0.09096541579365766,0.226256924175041
B_to_A,trap,4,5,0.975,0.99,2,25,93,score_bin_x_persistence,25,93,0.2712765957446808,0.19906989590822138,0.3490445515000723
B_to_A,trap,4,5,0.975,0.99,3,38,99,score_bin_x_persistence,38,99,0.385,0.3066402446304059,0.4659885942154473
B_to_A,trap,4,6,0.99,0.995,0,0,0,score_bin_backoff,29,65,0.44696969696969696,0.3478898236319208,0.5478914330938899
B_to_A,trap,4,6,0.99,0.995,1,1,8,score_bin_backoff,29,65,0.44696969696969696,0.3478898236319208,0.5478914330938899
B_to_A,trap,4,6,0.99,0.995,2,7,20,score_bin_backoff,29,65,0.44696969696969696,0.3478898236319208,0.5478914330938899
B_to_A,trap,4,6,0.99,0.995,3,21,37,score_bin_x_persistence,21,37,0.5657894736842105,0.4330646707593471,0.6945230039722254
B_to_A,trap,4,7,0.995,1.0000001,0,0,0,score_bin_backoff,14,54,0.2636363636363636,0.17184385985284326,0.36528403674765847
B_to_A,trap,4,7,0.995,1.0000001,1,1,1,score_bin_backoff,14,54,0.2636363636363636,0.17184385985284326,0.36528403674765847
B_to_A,trap,4,7,0.995,1.0000001,2,2,12,score_bin_backoff,14,54,0.2636363636363636,0.17184385985284326,0.36528403674765847
B_to_A,trap,4,7,0.995,1.0000001,3,11,41,score_bin_x_persistence,11,41,0.27380952380952384,0.16830778213162187,0.3916941405716035
