cohort,layer,step,mobility,noise_floor,observation_spread,remainder,remainder_share,observation_over_noise
external_8b,L13,9,0.0579198971390724,0.0166420638561248,0.048088252544403,0.041277833282947596,0.7126710391738909,2.8895606314300384
external_8b,L14,0,0.0324763171374797,0.0205340646207332,0.0233513712882995,0.0119422525167465,0.3677218838020397,1.137201607163624
external_8b,L14,1,0.0328748561441898,0.0195378344506025,0.0245998352766037,0.0133370216935873,0.4056906480469708,1.2590870978459487
external_8b,L14,2,0.0339798331260681,0.0191540718078613,0.0262658111751079,0.014825761318206801,0.43631059820694096,1.3712912553835037
external_8b,L14,3,0.0353692136704921,0.0189557708799839,0.0280971489846706,0.016413442790508204,0.4640601553492167,1.4822477630988578
external_8b,L14,4,0.036896925419569,0.0187014546245336,0.0300204791128635,0.0181954707950354,0.49314327923337153,1.6052483464832183
external_8b,L14,5,0.0388596169650554,0.018340278416872,0.0322169698774814,0.020519338548183403,0.5280375914830931,1.7566238169996176
external_8b,L14,6,0.0412164628505706,0.0177499465644359,0.0346834734082222,0.023466516286134703,0.5693481357488646,1.9540043843126045
external_8b,L14,7,0.0445626936852932,0.0169277787208557,0.0377480909228324,0.0276349149644375,0.6201356488815153,2.229949454403326
external_8b,L14,8,0.0494357645511627,0.0160258561372756,0.0416609458625316,0.0334099084138871,0.675824652803945,2.599608127370472
external_8b,L14,9,0.0570835582911968,0.0161392521113157,0.0470180213451385,0.0409443061798811,0.7172696903548735,2.9132713846246197
external_8b,L15,0,0.0353232808411121,0.020682718604803,0.0230668205767869,0.014640562236309104,0.41447345455151574,1.115270241670757
external_8b,L15,1,0.0360816493630409,0.0200644545257091,0.0242567528039217,0.016017194837331803,0.4439152621924903,1.2089415524773375
external_8b,L15,2,0.0375199690461158,0.0199291463941335,0.0258543118834495,0.0175908226519823,0.46883894361323747,1.2973115542500193
external_8b,L15,3,0.0392773821949958,0.0199325121939182,0.0276264585554599,0.019344870001077596,0.4925193309736987,1.3859998321681335
external_8b,L15,4,0.0411341227591037,0.0199310481548309,0.0295431055128574,0.021203074604272797,0.5154619372447948,1.4822655227841954
external_8b,L15,5,0.0434470474720001,0.0200107190757989,0.0317690297961235,0.0234363283962012,0.5394228091403676,1.5876006092427322
external_8b,L15,6,0.0460282564163208,0.019855011254549,0.0343943499028682,0.026173245161771802,0.5686342955300656,1.7322755178488294
external_8b,L15,7,0.0491809993982315,0.0191655959933996,0.0377261638641357,0.0300154034048319,0.6103048691993685,1.9684315518874622
external_8b,L15,8,0.0538270324468612,0.0183811113238334,0.0421372018754482,0.0354459211230278,0.6585152387514677,2.2924186211098165
external_8b,L15,9,0.061547040939331,0.0187444854527711,0.0482338033616542,0.042802555486559896,0.6954445710680359,2.5732263221193694
