cohort,quantity,layer,from_step,to_step,normalised_increment,span
development_main,mobility,L5,7,8,0.17595663312743248,0.007011644542217303
development_main,mobility,L5,8,9,0.48456678287979416,0.007011644542217303
development_main,state_action_alignment,L12,0,1,-0.0725450037727093,0.0016588568687437855
development_main,state_action_alignment,L12,1,2,-0.05853185296971395,0.0016588568687437855
development_main,state_action_alignment,L12,2,3,-0.0876360892529302,0.0016588568687437855
development_main,state_action_alignment,L12,3,4,-0.06474794294139569,0.0016588568687437855
development_main,state_action_alignment,L12,4,5,-0.12245337932528802,0.0016588568687437855
development_main,state_action_alignment,L12,5,6,-0.08177931084043522,0.0016588568687437855
development_main,state_action_alignment,L12,6,7,-0.13495742158026128,0.0016588568687437855
development_main,state_action_alignment,L12,7,8,-0.16352269052496513,0.0016588568687437855
development_main,state_action_alignment,L12,8,9,-0.21382630879230125,0.0016588568687437855
development_main,state_action_alignment,L13,0,1,-0.030440881003970025,0.0015723109245300293
development_main,state_action_alignment,L13,1,2,-0.05982031161150916,0.0015723109245300293
development_main,state_action_alignment,L13,2,3,-0.06171575874741792,0.0015723109245300293
development_main,state_action_alignment,L13,3,4,-0.07672770006444521,0.0015723109245300293
development_main,state_action_alignment,L13,4,5,-0.1075097615527503,0.0015723109245300293
development_main,state_action_alignment,L13,5,6,-0.12229424921338944,0.0015723109245300293
development_main,state_action_alignment,L13,6,7,-0.1269191402251791,0.0015723109245300293
development_main,state_action_alignment,L13,7,8,-0.14560824898600638,0.0015723109245300293
development_main,state_action_alignment,L13,8,9,-0.26896394859533246,0.0015723109245300293
development_main,state_action_alignment,L14,0,1,-0.047581339301084526,0.0017312169075012207
development_main,state_action_alignment,L14,1,2,-0.05753141676702143,0.0017312169075012207
development_main,state_action_alignment,L14,2,3,-0.036632811155104146,0.0017312169075012207
development_main,state_action_alignment,L14,3,4,-0.08579789981063866,0.0017312169075012207
development_main,state_action_alignment,L14,4,5,-0.06514029953526812,0.0017312169075012207
development_main,state_action_alignment,L14,5,6,-0.08004820106730935,0.0017312169075012207
development_main,state_action_alignment,L14,6,7,-0.1334480977791797,0.0017312169075012207
development_main,state_action_alignment,L14,7,8,-0.1751420210018936,0.0017312169075012207
development_main,state_action_alignment,L14,8,9,-0.3186779135825004,0.0017312169075012207
development_main,state_action_alignment,L15,0,1,-0.025947699168715643,0.0014701485633847877
development_main,state_action_alignment,L15,1,2,-0.02404216501130407,0.0014701485633847877
development_main,state_action_alignment,L15,2,3,-0.0787350496653788,0.0014701485633847877
development_main,state_action_alignment,L15,3,4,-0.07626190958857275,0.0014701485633847877
development_main,state_action_alignment,L15,4,5,-0.08546523413745463,0.0014701485633847877
development_main,state_action_alignment,L15,5,6,-0.12317048449221402,0.0014701485633847877
development_main,state_action_alignment,L15,6,7,-0.12118386377459767,0.0014701485633847877
development_main,state_action_alignment,L15,7,8,-0.1845124670586129,0.0014701485633847877
development_main,state_action_alignment,L15,8,9,-0.2806811271031495,0.0014701485633847877
development_main,state_action_alignment,L2,0,1,-0.5706992950328175,0.0007355809211730957
development_main,state_action_alignment,L2,1,2,0.2572725062798801,0.0007355809211730957
development_main,state_action_alignment,L2,2,3,0.07430516165626773,0.0007355809211730957
development_main,state_action_alignment,L2,3,4,-0.08362369337979095,0.0007355809211730957
development_main,state_action_alignment,L2,4,5,-0.1828052832023337,0.0007355809211730957
development_main,state_action_alignment,L2,5,6,0.10031601977149339,0.0007355809211730957
development_main,state_action_alignment,L2,6,7,0.3178024471274613,0.0007355809211730957
development_main,state_action_alignment,L2,7,8,0.06822785835831781,0.0007355809211730957
development_main,state_action_alignment,L2,8,9,0.4485049833887043,0.0007355809211730957
development_main,state_action_alignment,L3,0,1,0.11053566143829535,0.0008056163787841797
development_main,state_action_alignment,L3,1,2,-0.2890648120745783,0.0008056163787841797
development_main,state_action_alignment,L3,2,3,0.13820656999112163,0.0008056163787841797
development_main,state_action_alignment,L3,3,4,-0.18688961231133472,0.0008056163787841797
development_main,state_action_alignment,L3,4,5,-0.05682154483575022,0.0008056163787841797
development_main,state_action_alignment,L3,5,6,-0.12807043503995266,0.0008056163787841797
development_main,state_action_alignment,L3,6,7,-0.4773601657295058,0.0008056163787841797
development_main,state_action_alignment,L3,7,8,0.20435039952648712,0.0008056163787841797
development_main,state_action_alignment,L3,8,9,0.4010802012429713,0.0008056163787841797
development_main,state_action_alignment,L4,0,1,-0.04358175120430717,0.0031551718711853027
development_main,state_action_alignment,L4,1,2,-0.10741475394351563,0.0031551718711853027
development_main,state_action_alignment,L4,2,3,-0.0037404363842448284,0.0031551718711853027
development_main,state_action_alignment,L4,3,4,-0.065627656559932,0.0031551718711853027
development_main,state_action_alignment,L4,4,5,-0.11398885425521867,0.0031551718711853027
development_main,state_action_alignment,L4,5,6,0.05359403041465949,0.0031551718711853027
development_main,state_action_alignment,L4,6,7,-0.044526305846793235,0.0031551718711853027
development_main,state_action_alignment,L4,7,8,-0.2523850004722773,0.0031551718711853027
development_main,state_action_alignment,L4,8,9,-0.42232927174837065,0.0031551718711853027
development_main,state_action_alignment,L5,0,1,-0.19241158364218858,0.00284653902053833
development_main,state_action_alignment,L5,1,2,-0.05726909144209226,0.00284653902053833
development_main,state_action_alignment,L5,2,3,-0.10551332788910527,0.00284653902053833
development_main,state_action_alignment,L5,3,4,-0.17534602257260715,0.00284653902053833
development_main,state_action_alignment,L5,4,5,-0.0017379651150616663,0.00284653902053833
development_main,state_action_alignment,L5,5,6,-0.053018405678748666,0.00284653902053833
development_main,state_action_alignment,L5,6,7,-0.0824381766023829,0.00284653902053833
development_main,state_action_alignment,L5,7,8,-0.2204912368867391,0.00284653902053833
development_main,state_action_alignment,L5,8,9,-0.1117741901710744,0.00284653902053833
development_main,state_mobility,L12,0,1,0.2532467532649744,1.147389411898514e-06
development_main,state_mobility,L12,1,2,-0.5064935065299488,1.147389411898514e-06
development_main,state_mobility,L12,2,3,-0.13636363634274484,1.147389411898514e-06
development_main,state_mobility,L12,3,4,-0.3051948052384732,1.147389411898514e-06
development_main,state_mobility,L12,4,5,-0.05194805188883309,1.147389411898514e-06
development_main,state_mobility,L12,5,6,0.7207792207482762,1.147389411898514e-06
development_main,state_mobility,L12,6,7,-0.40909090908871,1.147389411898514e-06
development_main,state_mobility,L12,7,8,-0.22727272729032014,1.147389411898514e-06
development_main,state_mobility,L12,8,9,0.08441558445391174,1.147389411898514e-06
development_main,state_mobility,L13,0,1,-0.7264573991092069,1.6614794731001359e-06
development_main,state_mobility,L13,1,2,0.02690582960498996,1.6614794731001359e-06
development_main,state_mobility,L13,2,3,0.13452914798318646,1.6614794731001359e-06
development_main,state_mobility,L13,3,4,0.08520179375609543,1.6614794731001359e-06
development_main,state_mobility,L13,4,5,0.6053811658742231,1.6614794731001359e-06
development_main,state_mobility,L13,5,6,0.1479820627815051,1.6614794731001359e-06
development_main,state_mobility,L13,6,7,-0.13452914797483378,1.6614794731001359e-06
development_main,state_mobility,L13,7,8,-0.053811659159863905,1.6614794731001359e-06
development_main,state_mobility,L13,8,9,-0.28699551569746445,1.6614794731001359e-06
development_main,state_mobility,L14,0,1,0.38011695905604653,1.2740492821017302e-06
development_main,state_mobility,L14,1,2,-0.4385964911640519,1.2740492821017302e-06
development_main,state_mobility,L14,2,3,0.40350877184478534,1.2740492821017302e-06
development_main,state_mobility,L14,3,4,0.12865497081189445,1.2740492821017302e-06
development_main,state_mobility,L14,4,5,-0.4619883041161807,1.2740492821017302e-06
development_main,state_mobility,L14,5,6,-0.21637426901202683,1.2740492821017302e-06
development_main,state_mobility,L14,6,7,-0.11111111107601253,1.2740492821017302e-06
development_main,state_mobility,L14,7,8,-0.21052631579577996,1.2740492821017302e-06
development_main,state_mobility,L14,8,9,0.1754385964874061,1.2740492821017302e-06
development_main,state_mobility,L15,0,1,-0.11688311684965902,1.147389411898514e-06
development_main,state_mobility,L15,1,2,0.18831168830414852,1.147389411898514e-06
development_main,state_mobility,L15,2,3,0.05844155846716235,1.147389411898514e-06
development_main,state_mobility,L15,3,4,-0.03246753248041296,1.147389411898514e-06
development_main,state_mobility,L15,4,5,0.14935064933007197,1.147389411898514e-06
development_main,state_mobility,L15,5,6,-0.03896103897407653,1.147389411898514e-06
development_main,state_mobility,L15,6,7,-0.23376623369931804,1.147389411898514e-06
development_main,state_mobility,L15,7,8,-0.7272727273266054,1.147389411898514e-06
development_main,state_mobility,L15,8,9,0.09740259744123889,1.147389411898514e-06
development_main,state_mobility,L3,0,1,0.04166666666343291,3.576278686800993e-07
development_main,state_mobility,L3,1,2,0.20833333339477475,3.576278686800993e-07
development_main,state_mobility,L3,2,3,-0.20833333339477475,3.576278686800993e-07
development_main,state_mobility,L3,3,4,0.20833333339477475,3.576278686800993e-07
development_main,state_mobility,L3,4,5,-0.6249999998738834,3.576278686800993e-07
development_main,state_mobility,L3,5,6,0.20833333308433388,3.576278686800993e-07
development_main,state_mobility,L3,6,7,-0.20833333308433388,3.576278686800993e-07
development_main,state_mobility,L3,7,8,0.3749999998156757,3.576278686800993e-07
development_main,state_mobility,L3,8,9,-0.7499999999417923,3.576278686800993e-07
development_main,state_mobility,L4,0,1,-0.031249999825377017,4.76837158203125e-07
development_main,state_mobility,L4,1,2,-0.468750000174623,4.76837158203125e-07
development_main,state_mobility,L4,2,3,0.437500000174623,4.76837158203125e-07
development_main,state_mobility,L4,3,4,-0.5625,4.76837158203125e-07
development_main,state_mobility,L4,4,5,0.15624999982537702,4.76837158203125e-07
development_main,state_mobility,L4,5,6,-0.03125,4.76837158203125e-07
development_main,state_mobility,L4,6,7,0.7812500001164153,4.76837158203125e-07
development_main,state_mobility,L4,7,8,0.09375000005820766,4.76837158203125e-07
development_main,state_mobility,L4,8,9,-0.4375,4.76837158203125e-07
development_main,state_mobility,L5,0,1,-0.08411214957045451,1.594424247686188e-06
development_main,state_mobility,L5,1,2,0.037383177588802885,1.594424247686188e-06
development_main,state_mobility,L5,2,3,-0.1401869158927312,1.594424247686188e-06
development_main,state_mobility,L5,3,4,0.36448598133850896,1.594424247686188e-06
development_main,state_mobility,L5,4,5,0.2803738317854624,1.594424247686188e-06
development_main,state_mobility,L5,5,6,0.028037383178546236,1.594424247686188e-06
development_main,state_mobility,L5,6,7,0.3271028036974824,1.594424247686188e-06
development_main,state_mobility,L5,7,8,-0.27102803737520575,1.594424247686188e-06
development_main,state_mobility,L5,8,9,-0.48598130844554266,1.594424247686188e-06
development_main,token_differentiation,L12,0,1,0.02613758552125242,0.0028325965395197003
development_main,token_differentiation,L12,1,2,0.047999946078820875,0.0028325965395197003
development_main,token_differentiation,L12,2,3,0.06102207155167561,0.0028325965395197003
development_main,token_differentiation,L12,3,4,0.0683029904176208,0.0028325965395197003
development_main,token_differentiation,L12,4,5,0.0836244096670275,0.0028325965395197003
development_main,token_differentiation,L12,5,6,0.09270618033118361,0.0028325965395197003
development_main,token_differentiation,L12,6,7,0.12956828258504183,0.0028325965395197003
development_main,token_differentiation,L12,7,8,0.19111271541187835,0.0028325965395197003
development_main,token_differentiation,L12,8,9,0.29952581843549897,0.0028325965395197003
development_main,token_differentiation,L13,0,1,0.023729024791008163,0.0031647724099457004
development_main,token_differentiation,L13,1,2,0.0471965100995565,0.0031647724099457004
development_main,token_differentiation,L13,2,3,0.06138901816678598,0.0031647724099457004
development_main,token_differentiation,L13,3,4,0.06487702053043458,0.0031647724099457004
development_main,token_differentiation,L13,4,5,0.0847070838722964,0.0031647724099457004
development_main,token_differentiation,L13,5,6,0.0953539111077746,0.0031647724099457004
development_main,token_differentiation,L13,6,7,0.13381323682588794,0.0031647724099457004
development_main,token_differentiation,L13,7,8,0.19341194182655377,0.0031647724099457004
development_main,token_differentiation,L13,8,9,0.29552225277970207,0.0031647724099457004
development_main,token_differentiation,L14,0,1,0.015190191770119562,0.0031365217873826
development_main,token_differentiation,L14,1,2,0.03992785826209976,0.0031365217873826
development_main,token_differentiation,L14,2,3,0.05083734381608152,0.0031365217873826
development_main,token_differentiation,L14,3,4,0.055473287814938356,0.0031365217873826
development_main,token_differentiation,L14,4,5,0.07200670969235339,0.0031365217873826
development_main,token_differentiation,L14,5,6,0.08856351468573921,0.0031365217873826
development_main,token_differentiation,L14,6,7,0.13376352328179197,0.0031365217873826
development_main,token_differentiation,L14,7,8,0.20811240464282355,0.0031365217873826
development_main,token_differentiation,L14,8,9,0.33612516603405274,0.0031365217873826
development_main,token_differentiation,L15,0,1,0.02902351869991849,0.0033383641857654004
development_main,token_differentiation,L15,1,2,0.05495612583620397,0.0033383641857654004
development_main,token_differentiation,L15,2,3,0.06833350013755246,0.0033383641857654004
development_main,token_differentiation,L15,3,4,0.07188897603006003,0.0033383641857654004
development_main,token_differentiation,L15,4,5,0.09050070214703998,0.0033383641857654004
development_main,token_differentiation,L15,5,6,0.10125430973906756,0.0033383641857654004
development_main,token_differentiation,L15,6,7,0.11880648604614878,0.0033383641857654004
development_main,token_differentiation,L15,7,8,0.16798063071531782,0.0033383641857654004
development_main,token_differentiation,L15,8,9,0.2972557506486909,0.0033383641857654004
development_main,token_differentiation,L2,0,1,-0.13276117674529625,0.0007549461442977997
development_main,token_differentiation,L2,1,2,0.05221083069728477,0.0007549461442977997
development_main,token_differentiation,L2,2,3,0.08577167584322036,0.0007549461442977997
development_main,token_differentiation,L2,3,4,0.0009751828006012653,0.0007549461442977997
development_main,token_differentiation,L2,4,5,-0.005754257018347464,0.0007549461442977997
development_main,token_differentiation,L2,5,6,-0.1582035171347093,0.0007549461442977997
development_main,token_differentiation,L2,6,7,-0.2572937474498549,0.0007549461442977997
development_main,token_differentiation,L2,7,8,-0.2640833266254239,0.0007549461442977997
development_main,token_differentiation,L2,8,9,-0.31466515177166443,0.0007549461442977997
development_main,token_differentiation,L3,0,1,0.1337355636716573,0.0003929613158106999
development_main,token_differentiation,L3,1,2,0.17254804604446916,0.0003929613158106999
development_main,token_differentiation,L3,2,3,0.2893321072478559,0.0003929613158106999
development_main,token_differentiation,L3,3,4,0.2048921763570901,0.0003929613158106999
development_main,token_differentiation,L3,4,5,0.1608070123880607,0.0003929613158106999
development_main,token_differentiation,L3,5,6,-0.08661915584941984,0.0003929613158106999
development_main,token_differentiation,L3,6,7,-0.12243179701326212,0.0003929613158106999
development_main,token_differentiation,L3,7,8,0.0630973908549936,0.0003929613158106999
development_main,token_differentiation,L3,8,9,0.1846386562985552,0.0003929613158106999
development_main,token_differentiation,L4,0,1,0.022852508466158293,0.0013194393832236
development_main,token_differentiation,L4,1,2,0.15464688318176503,0.0013194393832236
development_main,token_differentiation,L4,2,3,0.14571138720324145,0.0013194393832236
development_main,token_differentiation,L4,3,4,0.14481231435117745,0.0013194393832236
development_main,token_differentiation,L4,4,5,0.12643911212185516,0.0013194393832236
development_main,token_differentiation,L4,5,6,0.09234634015593239,0.0013194393832236
development_main,token_differentiation,L4,6,7,0.05248062052439528,0.0013194393832236
development_main,token_differentiation,L4,7,8,0.1042636875679699,0.0013194393832236
development_main,token_differentiation,L4,8,9,0.15644714642750504,0.0013194393832236
development_main,token_differentiation,L5,0,1,0.011849345240480131,0.0023256056010723
development_main,token_differentiation,L5,1,2,0.10209382884145322,0.0023256056010723
development_main,token_differentiation,L5,2,3,0.11175924071926059,0.0023256056010723
development_main,token_differentiation,L5,3,4,0.10656801890192676,0.0023256056010723
development_main,token_differentiation,L5,4,5,0.08782227383763122,0.0023256056010723
development_main,token_differentiation,L5,5,6,0.058401946257686764,0.0023256056010723
development_main,token_differentiation,L5,6,7,0.1042843698690251,0.0023256056010723
development_main,token_differentiation,L5,7,8,0.18733090384845358,0.0023256056010723
development_main,token_differentiation,L5,8,9,0.22989007248408264,0.0023256056010723
development_main,token_entropy,L12,0,1,-0.013323513658275308,0.0035610198974609375
development_main,token_entropy,L12,1,2,-0.02443760042849491,0.0035610198974609375
development_main,token_entropy,L12,2,3,-0.03099892876284565,0.0035610198974609375
development_main,token_entropy,L12,3,4,-0.040640064274112035,0.0035610198974609375
development_main,token_entropy,L12,4,5,-0.06574718800214248,0.0035610198974609375
development_main,token_entropy,L12,5,6,-0.07217461167648634,0.0035610198974609375
development_main,token_entropy,L12,6,7,-0.12138457418318158,0.0035610198974609375
development_main,token_entropy,L12,7,8,-0.19114890198166426,0.0035610198974609375
development_main,token_entropy,L12,8,9,-0.44014461703279745,0.0035610198974609375
development_main,token_entropy,L13,0,1,-0.01194895001779744,0.004688978195189986
development_main,token_entropy,L13,1,2,-0.0246605989729011,0.004688978195189986
development_main,token_entropy,L13,2,3,-0.03244012813342454,0.004688978195189986
development_main,token_entropy,L13,3,4,-0.03844002644023347,0.004688978195189986
development_main,token_entropy,L13,4,5,-0.054405857527843667,0.004688978195189986
development_main,token_entropy,L13,5,6,-0.0774393654344915,0.004688978195189986
development_main,token_entropy,L13,6,7,-0.1257944780597058,0.004688978195189986
development_main,token_entropy,L13,7,8,-0.22174200437282823,0.004688978195189986
development_main,token_entropy,L13,8,9,-0.4131285910407742,0.004688978195189986
development_main,token_entropy,L14,0,1,-0.013696106129468125,0.0038819313049316406
development_main,token_entropy,L14,1,2,-0.0210047905663839,0.0038819313049316406
development_main,token_entropy,L14,2,3,-0.02376857879855898,0.0038819313049316406
development_main,token_entropy,L14,3,4,-0.03617491708635303,0.0038819313049316406
development_main,token_entropy,L14,4,5,-0.04379068910453261,0.0038819313049316406
development_main,token_entropy,L14,5,6,-0.06461122712197519,0.0038819313049316406
development_main,token_entropy,L14,6,7,-0.10907750890542546,0.0038819313049316406
development_main,token_entropy,L14,7,8,-0.20636285468627089,0.0038819313049316406
development_main,token_entropy,L14,8,9,-0.4815133276010318,0.0038819313049316406
development_main,token_entropy,L15,0,1,-0.01841327574442801,0.00734162330627397
development_main,token_entropy,L15,1,2,-0.032442438216479734,0.00734162330627397
development_main,token_entropy,L15,2,3,-0.044815380118860895,0.00734162330627397
development_main,token_entropy,L15,3,4,-0.060338388594814156,0.00734162330627397
development_main,token_entropy,L15,4,5,-0.07719286850908141,0.00734162330627397
development_main,token_entropy,L15,5,6,-0.08576624557529827,0.00734162330627397
development_main,token_entropy,L15,6,7,-0.12278764654305292,0.00734162330627397
development_main,token_entropy,L15,7,8,-0.19562887669276668,0.00734162330627397
development_main,token_entropy,L15,8,9,-0.3626148800052179,0.00734162330627397
development_main,token_entropy,L2,0,1,-0.37673343605546994,0.0006189346313476562
development_main,token_entropy,L2,1,2,0.2438366718027735,0.0006189346313476562
development_main,token_entropy,L2,2,3,-0.26887519260472365,0.0006189346313476562
development_main,token_entropy,L2,3,4,0.0627889060099625,0.0006189346313476562
development_main,token_entropy,L2,4,5,-0.09514637904468413,0.0006189346313476562
development_main,token_entropy,L2,5,6,0.5177195685663087,0.0006189346313476562
development_main,token_entropy,L2,6,7,0.4822804314336913,0.0006189346313476562
development_main,token_entropy,L2,7,8,-0.09899845916723318,0.0006189346313476562
development_main,token_entropy,L2,8,9,-0.4345146379051859,0.0006189346313476562
development_main,token_entropy,L3,0,1,0.08291334742318322,0.001466512680053711
development_main,token_entropy,L3,1,2,-0.09494391155909608,0.001466512680053711
development_main,token_entropy,L3,2,3,-0.09461876117704439,0.001466512680053711
development_main,token_entropy,L3,3,4,-0.04812225654365144,0.001466512680053711
development_main,token_entropy,L3,4,5,-0.13298650625914485,0.001466512680053711
development_main,token_entropy,L3,5,6,-0.0006503007641033978,0.001466512680053711
development_main,token_entropy,L3,6,7,-0.08258819704113152,0.001466512680053711
development_main,token_entropy,L3,7,8,-0.18013331165633836,0.001466512680053711
development_main,token_entropy,L3,8,9,-0.36595675499948993,0.001466512680053711
development_main,token_entropy,L4,0,1,-0.015644687106062302,0.0022706985473632812
development_main,token_entropy,L4,1,2,-0.12809743805123897,0.0022706985473632812
development_main,token_entropy,L4,2,3,-0.11339773204555467,0.0022706985473632812
development_main,token_entropy,L4,3,4,-0.11465770684586309,0.0022706985473632812
development_main,token_entropy,L4,4,5,-0.11423771524569509,0.0022706985473632812
development_main,token_entropy,L4,5,6,-0.015539689206215875,0.0022706985473632812
development_main,token_entropy,L4,6,7,-0.036854262914741705,0.0022706985473632812
development_main,token_entropy,L4,7,8,-0.14479210415791685,0.0022706985473632812
development_main,token_entropy,L4,8,9,-0.3167786644267115,0.0022706985473632812
development_main,token_entropy,L5,0,1,-0.05428069947344471,0.003667593002319336
development_main,token_entropy,L5,1,2,-0.06110641617369824,0.003667593002319336
development_main,token_entropy,L5,2,3,-0.036988883832802445,0.003667593002319336
development_main,token_entropy,L5,3,4,-0.04140934798153806,0.003667593002319336
development_main,token_entropy,L5,4,5,-0.024052525515179096,0.003667593002319336
development_main,token_entropy,L5,5,6,-0.05597087694207892,0.003667593002319336
development_main,token_entropy,L5,6,7,-0.16849769225768707,0.003667593002319336
development_main,token_entropy,L5,7,8,-0.24975622440356238,0.003667593002319336
development_main,token_entropy,L5,8,9,-0.3079373334200091,0.003667593002319336
external_8b,action_consensus,L12,0,1,-0.010317305820519682,0.0006123781204222523
external_8b,action_consensus,L12,1,2,-0.021023943936153314,0.0006123781204222523
external_8b,action_consensus,L12,2,3,-0.03007591979755266,0.0006123781204222523
external_8b,action_consensus,L12,3,4,-0.03153591590441127,0.0006123781204222523
external_8b,action_consensus,L12,4,5,-0.036402569593154355,0.0006123781204222523
external_8b,action_consensus,L12,5,6,-0.04175588865060857,0.0006123781204222523
external_8b,action_consensus,L12,6,7,-0.0892544286552357,0.0006123781204222523
external_8b,action_consensus,L12,7,8,-0.21909674907519422,0.0006123781204222523
external_8b,action_consensus,L12,8,9,-0.5205372785671702,0.0006123781204222523
external_8b,action_consensus,L13,0,1,-0.009848335631156021,0.0009078383445739746
external_8b,action_consensus,L13,1,2,-0.0175300374236754,0.0009078383445739746
external_8b,action_consensus,L13,2,3,-0.023504694373317574,0.0009078383445739746
external_8b,action_consensus,L13,3,4,-0.025671328212198804,0.0009078383445739746
external_8b,action_consensus,L13,4,5,-0.03965596480861401,0.0009078383445739746
external_8b,action_consensus,L13,5,6,-0.05810518022454205,0.0009078383445739746
external_8b,action_consensus,L13,6,7,-0.10563981353817871,0.0009078383445739746
external_8b,action_consensus,L13,7,8,-0.2371479220010595,0.0009078383445739746
external_8b,action_consensus,L13,8,9,-0.4828967237872579,0.0009078383445739746
external_8b,action_consensus,L14,0,1,-0.004066948224475,0.0007621049880981445
external_8b,action_consensus,L14,1,2,-0.012670107930694716,0.0007621049880981445
external_8b,action_consensus,L14,2,3,-0.019083372438459045,0.0007621049880981445
external_8b,action_consensus,L14,3,4,-0.022446425778486257,0.0007621049880981445
external_8b,action_consensus,L14,4,5,-0.030971374941050737,0.0007621049880981445
external_8b,action_consensus,L14,5,6,-0.04481464101375431,0.0007621049880981445
external_8b,action_consensus,L14,6,7,-0.09659002033474112,0.0007621049880981445
external_8b,action_consensus,L14,7,8,-0.22774910057875802,0.0007621049880981445
external_8b,action_consensus,L14,8,9,-0.5416080087595808,0.0007621049880981445
external_8b,action_consensus,L15,0,1,-0.019980252076330057,0.0010262131690977894
external_8b,action_consensus,L15,1,2,-0.03792762966846334,0.0010262131690977894
external_8b,action_consensus,L15,2,3,-0.0520996689318753,0.0010262131690977894
external_8b,action_consensus,L15,3,4,-0.06040541325434817,0.0010262131690977894
external_8b,action_consensus,L15,4,5,-0.09025962711263899,0.0010262131690977894
external_8b,action_consensus,L15,5,6,-0.1142475460300989,0.0010262131690977894
external_8b,action_consensus,L15,6,7,-0.10942672939548508,0.0010262131690977894
external_8b,action_consensus,L15,7,8,-0.14067491432887622,0.0010262131690977894
external_8b,action_consensus,L15,8,9,-0.37497821920188396,0.0010262131690977894
external_8b,action_consensus,L2,0,1,0.035398230087967414,0.00019532442092873303
external_8b,action_consensus,L2,1,2,-0.13060726274045972,0.00019532442092873303
external_8b,action_consensus,L2,2,3,-0.13152273420826668,0.00019532442092873303
external_8b,action_consensus,L2,3,4,-0.036313701555774375,0.00019532442092873303
external_8b,action_consensus,L2,4,5,0.031126029904868267,0.00019532442092873303
external_8b,action_consensus,L2,5,6,0.20140372291753136,0.00019532442092873303
external_8b,action_consensus,L2,6,7,0.2828806835529193,0.00019532442092873303
external_8b,action_consensus,L2,7,8,0.2786084833692517,0.00019532442092873303
external_8b,action_consensus,L2,8,9,0.20598108025542938,0.00019532442092873303
external_8b,action_consensus,L3,0,1,-0.0631720430111963,0.00026607513427723273
external_8b,action_consensus,L3,1,2,-0.12096774193511708,0.00026607513427723273
external_8b,action_consensus,L3,2,3,-0.21415770609327933,0.00026607513427723273
external_8b,action_consensus,L3,3,4,-0.12320788530512816,0.00026607513427723273
external_8b,action_consensus,L3,4,5,-0.07123655913898015,0.00026607513427723273
external_8b,action_consensus,L3,5,6,0.014336917562312737,0.00026607513427723273
external_8b,action_consensus,L3,6,7,-0.0448028673839485,0.00026607513427723273
external_8b,action_consensus,L3,7,8,-0.25896057347681056,0.00026607513427723273
external_8b,action_consensus,L3,8,9,-0.11783154121785264,0.00026607513427723273
external_8b,action_consensus,L4,0,1,-0.03300749016122109,0.000469505786895863
external_8b,action_consensus,L4,1,2,-0.13850450679212958,0.000469505786895863
external_8b,action_consensus,L4,2,3,-0.15158055097138254,0.000469505786895863
external_8b,action_consensus,L4,3,4,-0.13672718039836013,0.000469505786895863
external_8b,action_consensus,L4,4,5,-0.10054589310672532,0.000469505786895863
external_8b,action_consensus,L4,5,6,-0.04087850704581997,0.000469505786895863
external_8b,action_consensus,L4,6,7,-0.03656214294757766,0.000469505786895863
external_8b,action_consensus,L4,7,8,-0.18966611654154933,0.000469505786895863
external_8b,action_consensus,L4,8,9,-0.1725276120352344,0.000469505786895863
external_8b,action_consensus,L5,0,1,-0.006556442417331315,0.0014636516571046032
external_8b,action_consensus,L5,1,2,-0.038198403648875695,0.0014636516571046032
external_8b,action_consensus,L5,2,3,-0.047605473204101294,0.0014636516571046032
external_8b,action_consensus,L5,3,4,-0.06100342075256094,0.0014636516571046032
external_8b,action_consensus,L5,4,5,-0.07089916924572427,0.0014636516571046032
external_8b,action_consensus,L5,5,6,-0.07668187001147254,0.0014636516571046032
external_8b,action_consensus,L5,6,7,-0.12840039094314062,0.0014636516571046032
external_8b,action_consensus,L5,7,8,-0.27174621273821037,0.0014636516571046032
external_8b,action_consensus,L5,8,9,-0.29890861703858296,0.0014636516571046032
external_8b,conditional_effective_rank,L12,0,1,0.02235379662218415,0.018228657543659293
external_8b,conditional_effective_rank,L12,1,2,0.05319403304737495,0.018228657543659293
external_8b,conditional_effective_rank,L12,2,3,0.06659789120369865,0.018228657543659293
external_8b,conditional_effective_rank,L12,3,4,0.07472832806549842,0.018228657543659293
external_8b,conditional_effective_rank,L12,4,5,0.083594477090539,0.018228657543659293
external_8b,conditional_effective_rank,L12,5,6,0.09011329558584923,0.018228657543659293
external_8b,conditional_effective_rank,L12,6,7,0.12031836717677047,0.018228657543659293
external_8b,conditional_effective_rank,L12,7,8,0.18242310070796167,0.018228657543659293
external_8b,conditional_effective_rank,L12,8,9,0.30667671050012346,0.018228657543659293
external_8b,conditional_effective_rank,L13,0,1,0.021629255001825956,0.020919181406497983
external_8b,conditional_effective_rank,L13,1,2,0.05058436990802155,0.020919181406497983
external_8b,conditional_effective_rank,L13,2,3,0.0677313483336152,0.020919181406497983
external_8b,conditional_effective_rank,L13,3,4,0.06557052417882996,0.020919181406497983
external_8b,conditional_effective_rank,L13,4,5,0.08528755487093764,0.020919181406497983
external_8b,conditional_effective_rank,L13,5,6,0.091543153264651,0.020919181406497983
external_8b,conditional_effective_rank,L13,6,7,0.1307977098896805,0.020919181406497983
external_8b,conditional_effective_rank,L13,7,8,0.1923450480371103,0.020919181406497983
external_8b,conditional_effective_rank,L13,8,9,0.29451103651532784,0.020919181406497983
external_8b,conditional_effective_rank,L14,0,1,0.006605815275010556,0.023620106279850103
