quantity,layer,direction,dev_tasks,dev_agree,dev_exact_ties,ext_exact_ties,dev_median_contrast,dev_median_relative,ext_tasks,ext_agree,ext_median_contrast
token_differentiation,L5,late>early,40,39,0,0,0.0018707956187427044,0.43087272895974216,39,38,0.0019744201563298702
token_differentiation,L12,late>early,40,40,0,0,0.0020621706498786807,1.06017067982074,39,39,0.002030875999480486
token_differentiation,L13,late>early,40,40,0,0,0.0021838967222720385,1.0728407521657437,39,39,0.0021758272778242826
token_differentiation,L14,late>early,40,40,0,0,0.002153193112462759,1.1769264700266855,39,39,0.0021203551441431046
token_differentiation,L15,late>early,40,40,0,0,0.0023613248486071825,0.9860604214798088,39,39,0.0023202819284051657
token_differentiation,back_minus_front,late>early,40,40,0,0,0.0015594567521475255,1.2347101951938564,39,39,0.0015630652196705341
action_consensus,L2,late>early,40,36,0,0,0.0001957714557647705,0.0001961191080439119,39,35,0.00018286705017089844
action_consensus,L3,late<early,40,33,0,0,-0.0001315772533416748,-0.00013186841570606968,39,32,-0.00013947486877441406
action_consensus,L4,late<early,40,40,0,0,-0.0005584955215454102,-0.0005592178653179661,39,39,-0.0005667805671691895
action_consensus,L5,late<early,40,39,0,0,-0.0009774267673492432,-0.000979731802001419,39,38,-0.0010283589363098145
action_consensus,L12,late<early,40,40,0,0,-0.0011340975761413574,-0.001135217764529488,39,39,-0.001113295555114746
action_consensus,L13,late<early,40,40,0,0,-0.001204073429107666,-0.001205441003887829,39,39,-0.0012032389640808105
action_consensus,L14,late<early,40,40,0,0,-0.0011879503726959229,-0.0011891071792289886,39,39,-0.001158297061920166
action_consensus,L15,late<early,40,40,0,0,-0.001292407512664795,-0.0012936387252297065,39,39,-0.0012740492820739746
action_consensus,back_minus_front,late<early,40,40,0,0,-0.0008783141965977848,-1.2425520513214678,39,39,-0.0008810957078821957
state_action_alignment,L2,late>early,40,26,0,0,0.00044223666191101074,0.0004981208613765661,39,27,0.0004578232765197754
state_action_alignment,L3,late<early,40,25,0,0,-0.00039526820182800293,-0.00042678458396079556,39,28,-0.00046890974044799805
state_action_alignment,L4,late<early,40,36,0,0,-0.0013566017150878906,-0.001499097050030225,39,36,-0.0013893842697143555
state_action_alignment,L5,late<early,40,40,0,0,-0.0014970600605010986,-0.001683685904383162,39,39,-0.0014600753784179688
state_action_alignment,L12,late<early,40,40,0,0,-0.0011394023895263672,-0.0011585506530514627,39,39,-0.001153111457824707
state_action_alignment,L13,late<early,40,40,0,0,-0.0010609030723571777,-0.001077437315427116,39,39,-0.0010516047477722168
state_action_alignment,L14,late<early,40,40,0,0,-0.0011016428470611572,-0.0011176705536432336,39,39,-0.0010870099067687988
state_action_alignment,L15,late<early,40,40,0,0,-0.0013522207736968994,-0.0013675620979366112,39,39,-0.0013267993927001953
state_action_alignment,back_minus_front,late<early,40,27,0,0,-0.0006157048046588898,-0.005499224962810741,39,26,-0.0005527734756469727
conditional_energy,L2,late<early,40,25,0,0,-0.000757068395614624,-0.002988582473617751,39,24,-0.0006394833326339722
conditional_energy,L3,late>early,40,26,0,0,0.000646837055683136,0.00459754433174764,39,28,0.0008472949266433716
conditional_energy,L4,late>early,40,37,0,0,0.002383612096309662,0.012810334916008397,39,37,0.0024254918098449707
conditional_energy,L5,late>early,40,40,0,0,0.0026396289467811584,0.016096486590777816,39,39,0.0026745647192001343
conditional_energy,L12,late>early,40,40,0,0,0.0022330842912197113,0.06800098848457267,39,39,0.0022609978914260864
conditional_energy,L13,late>early,40,40,0,0,0.0020839590579271317,0.07589950533655145,39,39,0.002073565497994423
conditional_energy,L14,late>early,40,40,0,0,0.002167893573641777,0.08226476405191627,39,39,0.002136688679456711
conditional_energy,L15,late>early,40,40,0,0,0.0026680584996938705,0.10792813452498815,39,39,0.0026157796382904053
conditional_energy,back_minus_front,late>early,40,30,0,0,0.0013269633054733276,0.007197823649615584,39,29,0.001221582293510437
conditional_effective_rank,L2,late<early,40,37,0,0,-0.0008683726191520691,-0.008085271095423084,39,36,-0.0009130537509918213
conditional_effective_rank,L3,late>early,40,23,0,0,0.000201299786567688,0.0018609743245207,39,24,0.00025772303342819214
conditional_effective_rank,L4,late>early,40,40,0,0,0.001844111829996109,0.016981681156903083,39,39,0.0018849968910217285
conditional_effective_rank,L5,late>early,40,38,0,0,0.0027233175933361053,0.025101307237127127,39,37,0.002758421003818512
conditional_effective_rank,L12,late>early,40,40,0,0,0.012743830680847168,0.10862077185491847,39,39,0.012698948383331299
conditional_effective_rank,L13,late>early,40,40,0,0,0.015046767890453339,0.1247216188647316,39,39,0.015129469335079193
conditional_effective_rank,L14,late>early,40,40,0,0,0.016603201627731323,0.1344079651801241,39,39,0.016654111444950104
conditional_effective_rank,L15,late>early,40,40,0,0,0.01869877055287361,0.1467683310305377,39,39,0.018705517053604126
conditional_effective_rank,back_minus_front,late>early,40,40,0,0,0.01525208167731762,1.0736470221911192,39,39,0.015344747342169285
flow_speed,L2,late>early,40,40,0,0,0.004167972831055522,0.5569201126845844,39,39,0.004178228322416544
flow_speed,L3,late>early,40,40,0,0,0.004532108083367348,0.5787671708662695,39,39,0.004723420366644859
flow_speed,L4,late>early,40,40,0,0,0.004930754657834768,0.6423903893881413,39,39,0.004923359490931034
flow_speed,L5,late>early,40,40,0,0,0.006014378275722265,0.7590663258640871,39,39,0.006242838688194752
flow_speed,L12,late>early,40,40,0,0,0.00610769260674715,1.2561954952541388,39,39,0.006112745497375727
flow_speed,L13,late>early,40,40,0,0,0.006406024331226945,1.36771754728837,39,39,0.006426256150007248
flow_speed,L14,late>early,40,40,0,0,0.006065851077437401,1.3882903278772476,39,39,0.006090336479246616
flow_speed,L15,late>early,40,40,0,0,0.007029672851786017,1.4462217462029403,39,39,0.0071792700327932835
flow_speed,back_minus_front,late>early,40,40,0,0,0.0014731510309502482,0.5013694017544703,39,39,0.0014785772655159235
mobility,L2,late<early,40,40,0,0,-0.005706881172955036,-0.13901225773350007,39,39,-0.005700478330254555
mobility,L3,late<early,40,23,0,0,-0.0004922822117805481,-0.012855440560049374,39,23,-0.0003729388117790222
mobility,L4,late>early,40,35,0,0,0.0030731838196516037,0.0915061173805248,39,34,0.0029699504375457764
mobility,L5,late>early,40,35,0,0,0.004895046353340149,0.11958988854881372,39,34,0.004974182695150375
mobility,L12,late>early,40,40,0,0,0.016610078513622284,0.4937074134310502,39,39,0.016365326941013336
mobility,L13,late>early,40,40,0,0,0.017321789637207985,0.4876135026509141,39,39,0.017221715301275253
mobility,L14,late>early,40,40,0,0,0.017537755891680717,0.5254489835196168,39,39,0.01770966500043869
mobility,L15,late>early,40,40,0,0,0.01915300264954567,0.5049658412519256,39,39,0.019159477204084396
mobility,back_minus_front,late>early,40,40,0,0,0.017129505053162575,4.8722896347310485,39,39,0.017166871577501297
state_mobility,L2,late<early,40,0,40,39,0.0,0.0,39,0,0.0
state_mobility,L3,late<early,40,22,0,0,-1.341104507446289e-07,-7.705680109198639e-07,39,20,-2.9802322387695312e-08
state_mobility,L4,late>early,40,21,0,0,4.470348358154297e-08,2.915404957630926e-07,39,19,-1.4901161193847656e-08
state_mobility,L5,late>early,40,22,0,0,3.5762786865234375e-07,1.6508916604983709e-06,39,21,4.172325134277344e-07
state_mobility,L12,late>early,40,22,0,1,3.390014171600342e-07,2.5161024847918077e-06,39,21,3.427267074584961e-07
state_mobility,L13,late>early,40,23,1,0,4.172325134277344e-07,3.884848922366195e-06,39,18,-5.662441253662109e-07
state_mobility,L14,late>early,40,21,0,0,1.3783574104309082e-07,1.112863493850869e-06,39,17,-6.183981895446777e-07
state_mobility,L15,late>early,40,24,0,0,2.4959444999694824e-07,2.4223248165459224e-06,39,16,-2.905726432800293e-07
state_mobility,back_minus_front,late>early,40,22,0,0,1.1175870895385742e-07,1.4276784622646842e-06,39,20,1.4901161193847656e-08
