split,suite,selection,model,episodes,rows,successes,success_rate,brier,log_loss,auroc,ece10
calibration,libero_goal,q15,moe_raw,94,94,82,0.8723404255319149,0.06458995668892746,0.23404889120991265,0.8983739837398375,0.07070576549709713
calibration,libero_goal,q15,moe,94,94,82,0.8723404255319149,0.06000593194646002,0.21371106614156193,0.8983739837398375,0.03747575568945167
calibration,libero_goal,q25,prior,13,13,1,0.07692307692307693,0.7778868786858979,2.3117195658247303,0.5,0.8407621313582896
calibration,libero_goal,q25,budget_raw,13,13,1,0.07692307692307693,0.07324105994098952,0.298428051710709,0.5,0.047277296678492856
calibration,libero_goal,q25,budget,13,13,1,0.07692307692307693,0.072331332548008,0.28479722925868,0.5,0.036406254795635015
calibration,libero_goal,q25,moe_raw,13,13,1,0.07692307692307693,0.05987041509886283,0.17434392688970263,1.0,0.07837476199605045
calibration,libero_goal,q25,moe,13,13,1,0.07692307692307693,0.04321510169426516,0.1338532911592314,1.0,0.08711441673328756
calibration,libero_long,all_queries,prior,800,21422,19446,0.9077583792362991,0.08650420531135783,0.32027455826591944,0.5,0.05264124949857618
calibration,libero_long,all_queries,budget_raw,800,21422,19446,0.9077583792362991,0.06761174152679486,0.2521697532621235,0.7427417345073934,0.04615447916191518
calibration,libero_long,all_queries,budget,800,21422,19446,0.9077583792362991,0.062510049702236,0.23671801463802702,0.7427417345073934,0.003055448400580684
calibration,libero_long,all_queries,moe_raw,800,21422,19446,0.9077583792362991,0.05553583762687993,0.20640848984621896,0.8679681738821217,0.04164247919139611
calibration,libero_long,all_queries,moe,800,21422,19446,0.9077583792362991,0.050214859272376657,0.1925667068638739,0.8679681738821217,0.02079556807984188
calibration,libero_long,first_alarm_half_k4,prior,27,27,5,0.18518518518518517,0.5997004427050582,1.6030680193486373,0.5,0.6699319445525378
calibration,libero_long,first_alarm_half_k4,budget_raw,27,27,5,0.18518518518518517,0.3654343479417477,1.1139200795482966,0.6227272727272728,0.404331622516493
calibration,libero_long,first_alarm_half_k4,budget,27,27,5,0.18518518518518517,0.4297806398539493,1.390219626744151,0.6227272727272728,0.4950027382840998
calibration,libero_long,first_alarm_half_k4,moe_raw,27,27,5,0.18518518518518517,0.12890526525514479,0.4029421246253142,0.7363636363636363,0.05981434856944174
calibration,libero_long,first_alarm_half_k4,moe,27,27,5,0.18518518518518517,0.1493633177277882,0.44977448780477075,0.7363636363636363,0.1878388616265911
calibration,libero_long,episode_equal,prior,800,21422,19446,0.9525,0.05472717342051951,0.24084418494673124,0.5,0.0973828702622771
calibration,libero_long,episode_equal,budget_raw,800,21422,19446,0.9525,0.0408651389427501,0.17750345071025933,0.7546166310255396,0.06717041915390566
calibration,libero_long,episode_equal,budget,800,21422,19446,0.9525,0.03451874584027431,0.15038360984183635,0.7546166310255396,0.027525851868393913
calibration,libero_long,episode_equal,moe_raw,800,21422,19446,0.9525,0.03380382446714361,0.1410114994985378,0.8831928294509187,0.05237867220224154
calibration,libero_long,episode_equal,moe,800,21422,19446,0.9525,0.02787397080013619,0.1187824260380762,0.8831928294509187,0.02137902705447286
calibration,libero_long,q0,prior,800,800,762,0.9525,0.054727173420519526,0.2408441849467312,0.5,0.0973828702622771
calibration,libero_long,q0,budget_raw,800,800,762,0.9525,0.045979747347489816,0.19714976168877044,0.5,0.02712927104604579
calibration,libero_long,q0,budget,800,800,762,0.9525,0.04524383344813889,0.19108821656448652,0.5,0.0002888739151907238
calibration,libero_long,q0,moe_raw,800,800,762,0.9525,0.045508299086599216,0.19096889807171377,0.6567723442464428,0.03008967561807899
calibration,libero_long,q0,moe,800,800,762,0.9525,0.0447205547808457,0.18404613021481886,0.6567723442464428,0.0031431870096386705
calibration,libero_long,q7,prior,800,800,762,0.9525,0.054727173420519526,0.2408441849467312,0.5,0.0973828702622771
calibration,libero_long,q7,budget_raw,800,800,762,0.9525,0.045979747347489816,0.19714976168877044,0.5,0.02712927104604579
calibration,libero_long,q7,budget,800,800,762,0.9525,0.04524383344813889,0.19108821656448652,0.5,0.0002888739151907238
calibration,libero_long,q7,moe_raw,800,800,762,0.9525,0.04402245086887157,0.16410242178461687,0.8348183450752866,0.021797583252752842
calibration,libero_long,q7,moe,800,800,762,0.9525,0.042232444107290684,0.16094611608879503,0.8348183450752866,0.013919776465781178
calibration,libero_long,q15,prior,798,798,760,0.9523809523809523,0.05481172511807612,0.24105553171205416,0.5,0.09726382264322941
calibration,libero_long,q15,budget_raw,798,798,760,0.9523809523809523,0.04611149195854738,0.1976693023067392,0.5,0.0275684246130401
calibration,libero_long,q15,budget,798,798,760,0.9523809523809523,0.04535148412185399,0.19144419455242892,0.5,0.00010098985839779306
calibration,libero_long,q15,moe_raw,798,798,760,0.9523809523809523,0.04481138799999509,0.17086010325420475,0.8176246537396121,0.03298126648740685
calibration,libero_long,q15,moe,798,798,760,0.9523809523809523,0.04125147887430764,0.1601215558010965,0.8176246537396121,0.018217876624285742
calibration,libero_long,q25,prior,284,284,246,0.8661971830985915,0.11602239067313631,0.3940586829458287,0.5,0.011080053360868702
calibration,libero_long,q25,budget_raw,284,284,246,0.8661971830985915,0.12298510114692758,0.4168040455689833,0.5,0.08417528174155964
calibration,libero_long,q25,budget,284,284,246,0.8661971830985915,0.11600086592766871,0.3940087208535841,0.5,0.01006194996072407
calibration,libero_long,q25,moe_raw,284,284,246,0.8661971830985915,0.0976580256803562,0.32723895917637874,0.8162173727000427,0.09041676609077505
calibration,libero_long,q25,moe,284,284,246,0.8661971830985915,0.09011424931927256,0.30541204573610353,0.8162173727000427,0.03177539977746136
calibration,libero_object,all_queries,prior,800,11154,11014,0.9874484489869105,0.012427287438747712,0.06846110766841945,0.5,0.005768696429213516
calibration,libero_object,all_queries,budget_raw,800,11154,11014,0.9874484489869105,0.009134437261517412,0.048306001013873855,0.7496303406054632,0.004347630575679673
calibration,libero_object,all_queries,budget,800,11154,11014,0.9874484489869105,0.00896948930570234,0.047412132643250726,0.7496303406054632,0.0004677436997264472
calibration,libero_object,all_queries,moe_raw,800,11154,11014,0.9874484489869105,0.007650735639156568,0.03676271437568817,0.9217573737321331,0.00444365949424063
calibration,libero_object,all_queries,moe,800,11154,11014,0.9874484489869105,0.007536990733128949,0.035975148758187914,0.9217573737321331,0.0016826860372851438
calibration,libero_object,first_alarm_half_k4,prior,2,2,0,0.0,0.963695136581741,3.9997484131514343,,0.9816797525576969
calibration,libero_object,first_alarm_half_k4,budget_raw,2,2,0,0.0,0.008028625176817093,0.0824038639429581,,0.0780489535186292
calibration,libero_object,first_alarm_half_k4,budget,2,2,0,0.0,0.023739694359528978,0.1503673643194408,,0.13667245178360288
calibration,libero_object,first_alarm_half_k4,moe_raw,2,2,0,0.0,0.0003776179331321899,0.019607380503645924,,0.01941608292311528
calibration,libero_object,first_alarm_half_k4,moe,2,2,0,0.0,0.0006567239762998077,0.02593852171478247,,0.025604424442378745
calibration,libero_object,episode_equal,prior,800,11154,11014,0.99375,0.006356628373318426,0.04337300557252901,0.5,0.012070247442303117
calibration,libero_object,episode_equal,budget_raw,800,11154,11014,0.99375,0.004811247888075293,0.029824821924178152,0.7526055705300928,0.007722298479826076
calibration,libero_object,episode_equal,budget,800,11154,11014,0.99375,0.004610827254832465,0.027540003315143998,0.7526055705300928,0.0039024256356030916
calibration,libero_object,episode_equal,moe_raw,800,11154,11014,0.99375,0.004193199630425616,0.02310587066696395,0.9238547832336874,0.006363463248586129
calibration,libero_object,episode_equal,moe,800,11154,11014,0.99375,0.004011906787872816,0.02106280383667475,0.9238547832336874,0.003187087397588318
calibration,libero_object,q0,prior,800,800,795,0.99375,0.006356628373318423,0.043373005572529016,0.5,0.012070247442303006
calibration,libero_object,q0,budget_raw,800,800,795,0.99375,0.006219484421231562,0.03847971789598017,0.5,0.002923511797746192
calibration,libero_object,q0,budget,800,800,795,0.99375,0.006210942028118033,0.03795062622600085,0.5,6.729129239890774e-05
calibration,libero_object,q0,moe_raw,800,800,795,0.99375,0.006208725117487414,0.037720569290393254,0.6655345911949686,0.002785366830886815
calibration,libero_object,q0,moe,800,800,795,0.99375,0.006202133133628751,0.03726121832911372,0.6655345911949686,0.0006064595241167536
calibration,libero_object,q7,prior,800,800,795,0.99375,0.006356628373318423,0.043373005572529016,0.5,0.012070247442303006
calibration,libero_object,q7,budget_raw,800,800,795,0.99375,0.006219484421231562,0.03847971789598017,0.5,0.002923511797746192
calibration,libero_object,q7,budget,800,800,795,0.99375,0.006210942028118033,0.03795062622600085,0.5,6.729129239890774e-05
calibration,libero_object,q7,moe_raw,800,800,795,0.99375,0.0058665430146592965,0.030329588042896195,0.9340880503144654,0.0046823102042209495
calibration,libero_object,q7,moe,800,800,795,0.99375,0.005895057309042432,0.02927015849043105,0.9340880503144654,0.002538127184751423
calibration,libero_object,q15,prior,96,96,91,0.9479166666666666,0.050510605691107296,0.22584734302899845,0.5,0.0337630858910305
calibration,libero_object,q15,budget_raw,96,96,91,0.9479166666666666,0.0498309570424288,0.2083390189696074,0.5,0.021454540782934073
calibration,libero_object,q15,budget,96,96,91,0.9479166666666666,0.04938953223669157,0.20480624353078428,0.5,0.004344250737394306
calibration,libero_object,q15,moe_raw,96,96,91,0.9479166666666666,0.03790459971017513,0.12461268724067749,0.9472527472527472,0.04181097746591623
calibration,libero_object,q15,moe,96,96,91,0.9479166666666666,0.03496660685876945,0.11658201620410384,0.9472527472527472,0.020903362634184932
calibration,libero_object,q25,prior,5,5,0,0.0,0.963695136581741,3.9997484131514343,,0.981679752557697
calibration,libero_object,q25,budget_raw,5,5,0,0.0,0.0011585684279195854,0.03463052425160685,,0.034037750041969364
calibration,libero_object,q25,budget,5,5,0,0.0,0.004295022102211937,0.06778262356487014,,0.06553641813687971
calibration,libero_object,q25,moe_raw,5,5,0,0.0,0.0011038916951796461,0.0325866919074259,,0.032020946780267054
calibration,libero_object,q25,moe,5,5,0,0.0,0.0019495827680609816,0.04352906241539522,,0.042521510973400026
calibration,libero_spatial,all_queries,prior,800,8813,8351,0.9475774424146147,0.049986106100136506,0.2081923412226057,0.5,0.0176542645993627
calibration,libero_spatial,all_queries,budget_raw,800,8813,8351,0.9475774424146147,0.032206440278418014,0.14293026276972454,0.7496570906042825,0.012101024625487955
calibration,libero_spatial,all_queries,budget,800,8813,8351,0.9475774424146147,0.03190131274926566,0.1410658401826574,0.7496570906042825,0.0010911862442941984
calibration,libero_spatial,all_queries,moe_raw,800,8813,8351,0.9475774424146147,0.02821563762545533,0.12331520089554096,0.8462696745237758,0.010867781462504526
calibration,libero_spatial,all_queries,moe,800,8813,8351,0.9475774424146147,0.027941740592599407,0.12201529344598143,0.8462696745237758,0.0029360943723946444
calibration,libero_spatial,first_alarm_half_k4,prior,9,9,0,0.0,0.8647571166380168,2.658163178919413,,0.929923177815252
calibration,libero_spatial,first_alarm_half_k4,budget_raw,9,9,0,0.0,3.346732404625263e-05,0.005801893470810205,,0.0057850949902531965
calibration,libero_spatial,first_alarm_half_k4,budget,9,9,0,0.0,8.207331045536608e-05,0.009100718323933311,,0.009059432126538952
calibration,libero_spatial,first_alarm_half_k4,moe_raw,9,9,0,0.0,5.557984292524443e-05,0.007478510862662459,,0.00745058177748261
calibration,libero_spatial,first_alarm_half_k4,moe,9,9,0,0.0,0.00010318268739228388,0.010203618282740294,,0.010151674209720789
calibration,libero_spatial,episode_equal,prior,800,8813,8351,0.97375,0.02748172784281351,0.1405229350485429,0.5,0.04382682218474798
calibration,libero_spatial,episode_equal,budget_raw,800,8813,8351,0.97375,0.01752047869699299,0.09345707405711984,0.7559206879449075,0.026975744543540518
calibration,libero_spatial,episode_equal,budget,800,8813,8351,0.97375,0.01679946438978609,0.0866832160347722,0.7559206879449075,0.01562888965024679
calibration,libero_spatial,episode_equal,moe_raw,800,8813,8351,0.97375,0.015777355918929058,0.08131946732367322,0.8452626300190315,0.022953599565062696
calibration,libero_spatial,episode_equal,moe,800,8813,8351,0.97375,0.015118340938604712,0.0759445854399837,0.8452626300190315,0.014278589223598022
calibration,libero_spatial,q0,prior,800,800,779,0.97375,0.02748172784281351,0.14052293504854288,0.5,0.04382682218474764
calibration,libero_spatial,q0,budget_raw,800,800,779,0.97375,0.025645387926956413,0.12280871866283975,0.5,0.009189691341737749
calibration,libero_spatial,q0,budget,800,800,779,0.97375,0.02556097557721529,0.12145550620505832,0.5,0.00019513383943770002
calibration,libero_spatial,q0,moe_raw,800,800,779,0.97375,0.025785465304029694,0.12421516855686104,0.4925728956537686,0.009811875866504116
calibration,libero_spatial,q0,moe,800,800,779,0.97375,0.025648429595086467,0.12269835522290813,0.4925728956537686,0.0008864324630698528
calibration,libero_spatial,q7,prior,785,785,764,0.9732484076433121,0.02791302020272372,0.14181980704157546,0.5,0.043325229828059864
calibration,libero_spatial,q7,budget_raw,785,785,764,0.9732484076433121,0.026111427727043522,0.12446589952568182,0.5,0.008688098985049852
calibration,libero_spatial,q7,budget,785,785,764,0.9732484076433121,0.026036430090461853,0.12327184757802306,0.5,0.0006967261961255966
calibration,libero_spatial,q7,moe_raw,785,785,764,0.9732484076433121,0.02923586494000842,0.12154168881055454,0.7903266018449264,0.017387921528580173
calibration,libero_spatial,q7,moe,785,785,764,0.9732484076433121,0.0284020098096128,0.11821385906800047,0.7903266018449264,0.006588196965366519
calibration,libero_spatial,q15,prior,22,22,1,0.045454545454545456,0.825673191382085,2.540640002638827,0.5,0.8844686323607064
calibration,libero_spatial,q15,budget_raw,22,22,1,0.045454545454545456,0.043780437304086005,0.1913089471572912,0.5,0.019799180589607362
calibration,libero_spatial,q15,budget,22,22,1,0.045454545454545456,0.04343244474165012,0.1854674676101668,0.5,0.006634379366904822
calibration,libero_spatial,q15,moe_raw,22,22,1,0.045454545454545456,0.03705951227062733,0.1301575559246372,1.0,0.06942122175903372
calibration,libero_spatial,q15,moe,22,22,1,0.045454545454545456,0.03518711434887567,0.128392681376819,1.0,0.07788937252127949
test_unseen_init,all,all_queries,prior,6400,101237,93653,0.9250866777956676,0.0681569300129952,0.25650670409338105,0.6518569145365191,0.017494140875756837
test_unseen_init,all,all_queries,budget_raw,6400,101237,93653,0.9250866777956676,0.04778822877674981,0.18728385100953204,0.8206507877788015,0.013637859064170213
test_unseen_init,all,all_queries,budget,6400,101237,93653,0.9250866777956676,0.04771359398700493,0.18693208512635812,0.8228368935514309,0.013565527585840393
test_unseen_init,all,all_queries,moe_raw,6400,101237,93653,0.9250866777956676,0.038076042575754226,0.14464242503578706,0.9136888127253218,0.011093751028976868
test_unseen_init,all,all_queries,moe,6400,101237,93653,0.9250866777956676,0.03842258888041573,0.14518354619416804,0.9146097135112871,0.01184101656082992
test_unseen_init,all,first_alarm,prior,2,2,0,0.0,0.8474602210763112,2.9657890337234165,,0.9183984411477099
test_unseen_init,all,first_alarm,budget_raw,2,2,0,0.0,0.0017681740522026272,0.042311008051404364,,0.04140011615267068
test_unseen_init,all,first_alarm,budget,2,2,0,0.0,0.015565700899300839,0.12334588260069673,,0.11467727403744946
test_unseen_init,all,first_alarm,moe_raw,2,2,0,0.0,0.0006756061773278702,0.023499250768509672,,0.023153885706606727
test_unseen_init,all,first_alarm,moe,2,2,0,0.0,0.0016181106655929318,0.04047358832415195,,0.039641163461305834
test_unseen_init,all,first_alarm_half_k4,prior,101,101,11,0.10891089108910891,0.6991985984024619,2.0453123719712965,0.3792929292929293,0.7721755293668118
test_unseen_init,all,first_alarm_half_k4,budget_raw,101,101,11,0.10891089108910891,0.20442358912161082,0.6230728246546617,0.7545454545454546,0.2818409903577937
test_unseen_init,all,first_alarm_half_k4,budget,101,101,11,0.10891089108910891,0.3092734563820518,0.8772939324140012,0.7515151515151515,0.4020292852483188
test_unseen_init,all,first_alarm_half_k4,moe_raw,101,101,11,0.10891089108910891,0.06852579229244282,0.2568864408870129,0.8141414141414142,0.06441457422596963
test_unseen_init,all,first_alarm_half_k4,moe,101,101,11,0.10891089108910891,0.06596550537621272,0.25084676696565605,0.8181818181818182,0.054304720888113486
test_unseen_init,all,episode_equal,prior,6400,101237,93653,0.96953125,0.0323252952769469,0.15282540942569,0.6447963800900962,0.04842993290199024
test_unseen_init,all,episode_equal,budget_raw,6400,101237,93653,0.96953125,0.021495697437893712,0.10331270074029847,0.8336916908310384,0.02886404250743192
test_unseen_init,all,episode_equal,budget,6400,101237,93653,0.96953125,0.020136538056250704,0.09305271740073014,0.8370581626536817,0.010359540785154142
test_unseen_init,all,episode_equal,moe_raw,6400,101237,93653,0.96953125,0.01735975395384348,0.07995842191675029,0.9126536936459494,0.021177542370887217
test_unseen_init,all,episode_equal,moe,6400,101237,93653,0.96953125,0.016487805932892494,0.07284539965760575,0.9153399257841984,0.00846543018438159
test_unseen_init,all,q0,prior,6400,6400,6205,0.96953125,0.0323252952769469,0.15282540942568998,0.6447963800904977,0.04842993290199022
test_unseen_init,all,q0,budget_raw,6400,6400,6205,0.96953125,0.0292577954703922,0.1316852476028552,0.6765325729870452,0.007371384537597669
test_unseen_init,all,q0,budget,6400,6400,6205,0.96953125,0.02922450100981707,0.13128720060527443,0.6765325729870452,0.0069472981468587935
test_unseen_init,all,q0,moe_raw,6400,6400,6205,0.96953125,0.02912487975044307,0.13070468911135255,0.6909597305729457,0.008289097366680695
test_unseen_init,all,q0,moe,6400,6400,6205,0.96953125,0.02910488601010235,0.13040081468973022,0.7027037748713817,0.007143108220330152
test_unseen_init,all,q7,prior,6368,6368,6173,0.9693781407035176,0.03245427080753372,0.15316587437135534,0.6450834278308764,0.04826350081294121
test_unseen_init,all,q7,budget_raw,6368,6368,6173,0.9693781407035176,0.029408516512731197,0.13232332152169837,0.6757579533701354,0.007534622992497853
test_unseen_init,all,q7,budget,6368,6368,6173,0.9693781407035176,0.029369468473268105,0.13184628775435972,0.6757579533701354,0.006916313311527423
test_unseen_init,all,q7,moe_raw,6368,6368,6173,0.9693781407035176,0.026433435355461596,0.11070490858380785,0.8226137812724562,0.010254152463697791
test_unseen_init,all,q7,moe,6368,6368,6173,0.9693781407035176,0.02663182913448616,0.1112028218075834,0.8231238603180933,0.0076091914984786875
test_unseen_init,all,q15,prior,2020,2020,1825,0.9034653465346535,0.09357140713732615,0.3546000909857203,0.34993466807165435,0.1019907351439123
