split,selection,model,bin,low,high,rows,weight,predicted,observed
calibration,all_queries,moe,1,0.1,0.2,302,302.0,0.14898111422542334,0.11589403973509933
calibration,all_queries,moe,2,0.2,0.3,174,174.0,0.25137011780336416,0.20689655172413793
calibration,all_queries,moe,3,0.3,0.4,155,155.0,0.3529989255046501,0.3032258064516129
calibration,all_queries,moe,4,0.4,0.5,181,181.0,0.45283562375949793,0.30386740331491713
calibration,all_queries,moe,5,0.5,0.6,200,200.0,0.5514631218531548,0.45
calibration,all_queries,moe,6,0.6,0.7,395,395.0,0.6585461651140668,0.7063291139240506
calibration,all_queries,moe,7,0.7,0.8,1072,1072.0,0.7567134872298658,0.8610074626865671
calibration,all_queries,moe,8,0.8,0.9,2096,2096.0,0.8538023736528476,0.8950381679389313
calibration,all_queries,moe,9,0.9,1.0,45172,45172.0,0.9803073962162383,0.9775746037368281
calibration,first_alarm,prior,9,0.9,1.0,1,1.0,0.9176852082813669,0.0
calibration,first_alarm,budget_raw,0,0.0,0.1,1,1.0,0.05179999689598577,0.0
calibration,first_alarm,budget,0,0.0,0.1,1,1.0,0.07294890714618531,0.0
calibration,first_alarm,moe_raw,0,0.0,0.1,1,1.0,0.006241869795028106,0.0
calibration,first_alarm,moe,0,0.0,0.1,1,1.0,0.019081425291132437,0.0
calibration,first_alarm_half_k4,prior,8,0.8,0.9,27,27.0,0.855117129737723,0.18518518518518517
calibration,first_alarm_half_k4,prior,9,0.9,1.0,14,14.0,0.9346945521640547,0.0
calibration,first_alarm_half_k4,budget_raw,0,0.0,0.1,15,15.0,0.01439394170672745,0.0
calibration,first_alarm_half_k4,budget_raw,1,0.1,0.2,3,3.0,0.11698313317211233,0.0
calibration,first_alarm_half_k4,budget_raw,3,0.3,0.4,1,1.0,0.32758396551640456,0.0
calibration,first_alarm_half_k4,budget_raw,4,0.4,0.5,5,5.0,0.46287342962116823,0.2
calibration,first_alarm_half_k4,budget_raw,7,0.7,0.8,3,3.0,0.7480251813614099,0.0
calibration,first_alarm_half_k4,budget_raw,9,0.9,1.0,14,14.0,0.9225934236539539,0.2857142857142857
calibration,first_alarm_half_k4,budget,0,0.0,0.1,12,12.0,0.018331218408121675,0.0
calibration,first_alarm_half_k4,budget,1,0.1,0.2,3,3.0,0.13642990270756403,0.0
calibration,first_alarm_half_k4,budget,2,0.2,0.3,3,3.0,0.2689998978830238,0.0
calibration,first_alarm_half_k4,budget,5,0.5,0.6,1,1.0,0.5674322054978341,0.0
calibration,first_alarm_half_k4,budget,6,0.6,0.7,5,5.0,0.6796987870439575,0.2
calibration,first_alarm_half_k4,budget,8,0.8,0.9,3,3.0,0.8502085223950225,0.0
calibration,first_alarm_half_k4,budget,9,0.9,1.0,14,14.0,0.9512688259278504,0.2857142857142857
calibration,first_alarm_half_k4,moe_raw,0,0.0,0.1,27,27.0,0.029352810783541235,0.037037037037037035
calibration,first_alarm_half_k4,moe_raw,1,0.1,0.2,1,1.0,0.14034782983050592,0.0
calibration,first_alarm_half_k4,moe_raw,2,0.2,0.3,8,8.0,0.26239573422500595,0.25
calibration,first_alarm_half_k4,moe_raw,3,0.3,0.4,3,3.0,0.3149899135164025,0.3333333333333333
calibration,first_alarm_half_k4,moe_raw,4,0.4,0.5,1,1.0,0.4884347604708948,0.0
calibration,first_alarm_half_k4,moe_raw,5,0.5,0.6,1,1.0,0.5529734758611196,1.0
calibration,first_alarm_half_k4,moe,0,0.0,0.1,20,20.0,0.031648505977274345,0.0
calibration,first_alarm_half_k4,moe,1,0.1,0.2,6,6.0,0.15891514234917628,0.16666666666666666
calibration,first_alarm_half_k4,moe,2,0.2,0.3,2,2.0,0.25071308167217043,0.0
calibration,first_alarm_half_k4,moe,4,0.4,0.5,10,10.0,0.4608261962044137,0.2
calibration,first_alarm_half_k4,moe,5,0.5,0.6,1,1.0,0.5415226227231644,1.0
calibration,first_alarm_half_k4,moe,6,0.6,0.7,1,1.0,0.6738852121050248,0.0
calibration,first_alarm_half_k4,moe,7,0.7,0.8,1,1.0,0.724421264889554,1.0
test_unseen_init,all_queries,prior,8,0.8,0.9,42839,42839.0,0.8551171297377229,0.8798291276640444
test_unseen_init,all_queries,prior,9,0.9,1.0,58398,58398.0,0.9460869026221221,0.9582862426795438
test_unseen_init,all_queries,budget_raw,0,0.0,0.1,1847,1847.0,0.025830044239026295,0.051434759068760154
test_unseen_init,all_queries,budget_raw,1,0.1,0.2,390,390.0,0.14574951211621381,0.2
test_unseen_init,all_queries,budget_raw,2,0.2,0.3,55,55.0,0.2417782185911506,0.18181818181818182
test_unseen_init,all_queries,budget_raw,3,0.3,0.4,450,450.0,0.3610332327188242,0.46
test_unseen_init,all_queries,budget_raw,4,0.4,0.5,1648,1648.0,0.45640950699203225,0.5685679611650486
test_unseen_init,all_queries,budget_raw,5,0.5,0.6,949,949.0,0.5476126960769655,0.6332982086406744
test_unseen_init,all_queries,budget_raw,6,0.6,0.7,565,565.0,0.6737695654293271,0.7451327433628319
test_unseen_init,all_queries,budget_raw,7,0.7,0.8,1306,1306.0,0.7713490026182189,0.8415007656967841
test_unseen_init,all_queries,budget_raw,8,0.8,0.9,2609,2609.0,0.8592016346545823,0.8873131467995401
test_unseen_init,all_queries,budget_raw,9,0.9,1.0,91418,91418.0,0.9527342593907563,0.9614080378043711
test_unseen_init,all_queries,budget,0,0.0,0.1,1438,1438.0,0.04521301439794294,0.031988873435326845
test_unseen_init,all_queries,budget,1,0.1,0.2,349,349.0,0.14763887116826577,0.10601719197707736
test_unseen_init,all_queries,budget,2,0.2,0.3,310,310.0,0.266863789331164,0.15806451612903225
test_unseen_init,all_queries,budget,3,0.3,0.4,55,55.0,0.35170278181925885,0.18181818181818182
test_unseen_init,all_queries,budget,4,0.4,0.5,195,195.0,0.4320808591119884,0.35384615384615387
test_unseen_init,all_queries,budget,5,0.5,0.6,197,197.0,0.5609318757793955,0.40609137055837563
test_unseen_init,all_queries,budget,6,0.6,0.7,1966,1966.0,0.6662808509541719,0.5620549338758901
test_unseen_init,all_queries,budget,7,0.7,0.8,988,988.0,0.739045219172728,0.6538461538461539
test_unseen_init,all_queries,budget,8,0.8,0.9,2152,2152.0,0.8593928660354749,0.8257434944237918
test_unseen_init,all_queries,budget,9,0.9,1.0,93587,93587.0,0.9694023954554667,0.9598982764700226
test_unseen_init,all_queries,moe_raw,0,0.0,0.1,2734,2734.0,0.028296029189295142,0.050109729334308704
test_unseen_init,all_queries,moe_raw,1,0.1,0.2,489,489.0,0.14694164892213146,0.2842535787321063
test_unseen_init,all_queries,moe_raw,2,0.2,0.3,335,335.0,0.24866115625026364,0.4298507462686567
test_unseen_init,all_queries,moe_raw,3,0.3,0.4,360,360.0,0.35105607818378554,0.4111111111111111
test_unseen_init,all_queries,moe_raw,4,0.4,0.5,721,721.0,0.4568649604623139,0.536754507628294
test_unseen_init,all_queries,moe_raw,5,0.5,0.6,1339,1339.0,0.5531449675460465,0.6400298730395818
test_unseen_init,all_queries,moe_raw,6,0.6,0.7,1739,1739.0,0.6522283757357549,0.6515238642898218
test_unseen_init,all_queries,moe_raw,7,0.7,0.8,1925,1925.0,0.7521356680099569,0.7480519480519481
test_unseen_init,all_queries,moe_raw,8,0.8,0.9,5013,5013.0,0.8663674634126965,0.8669459405545582
test_unseen_init,all_queries,moe_raw,9,0.9,1.0,86582,86582.0,0.9724183999637491,0.9808274237139359
test_unseen_init,all_queries,moe,0,0.0,0.1,2179,2179.0,0.043049419346648375,0.022487379531895366
test_unseen_init,all_queries,moe,1,0.1,0.2,546,546.0,0.14315420684983646,0.14652014652014653
test_unseen_init,all_queries,moe,2,0.2,0.3,341,341.0,0.2479345885940284,0.25513196480938416
test_unseen_init,all_queries,moe,3,0.3,0.4,293,293.0,0.34966977247710546,0.3447098976109215
test_unseen_init,all_queries,moe,4,0.4,0.5,286,286.0,0.4517718472593232,0.458041958041958
test_unseen_init,all_queries,moe,5,0.5,0.6,349,349.0,0.5524277082738509,0.4154727793696275
test_unseen_init,all_queries,moe,6,0.6,0.7,945,945.0,0.6594180600736727,0.5746031746031746
test_unseen_init,all_queries,moe,7,0.7,0.8,2090,2090.0,0.754254788844109,0.6363636363636364
test_unseen_init,all_queries,moe,8,0.8,0.9,3276,3276.0,0.8539967129626375,0.7451159951159951
test_unseen_init,all_queries,moe,9,0.9,1.0,90932,90932.0,0.9805280058520253,0.9759600580653676
test_unseen_init,first_alarm,prior,8,0.8,0.9,1,1.0,0.8551171297377228,0.0
test_unseen_init,first_alarm,prior,9,0.9,1.0,1,1.0,0.9816797525576969,0.0
test_unseen_init,first_alarm,budget_raw,0,0.0,0.1,2,2.0,0.04140011615267068,0.0
test_unseen_init,first_alarm,budget,0,0.0,0.1,1,1.0,0.06553641813687971,0.0
test_unseen_init,first_alarm,budget,1,0.1,0.2,1,1.0,0.1638181299380192,0.0
test_unseen_init,first_alarm,moe_raw,0,0.0,0.1,2,2.0,0.023153885706606727,0.0
test_unseen_init,first_alarm,moe,0,0.0,0.1,2,2.0,0.039641163461305834,0.0
test_unseen_init,first_alarm_half_k4,prior,8,0.8,0.9,70,70.0,0.8551171297377227,0.14285714285714285
test_unseen_init,first_alarm_half_k4,prior,9,0.9,1.0,31,31.0,0.9397267543357225,0.03225806451612903
test_unseen_init,first_alarm_half_k4,budget_raw,0,0.0,0.1,33,33.0,0.019896379673389773,0.030303030303030304
test_unseen_init,first_alarm_half_k4,budget_raw,1,0.1,0.2,3,3.0,0.1546823365139367,0.3333333333333333
test_unseen_init,first_alarm_half_k4,budget_raw,3,0.3,0.4,7,7.0,0.3693515059793166,0.0
test_unseen_init,first_alarm_half_k4,budget_raw,4,0.4,0.5,39,39.0,0.4448493457080159,0.07692307692307693
test_unseen_init,first_alarm_half_k4,budget_raw,5,0.5,0.6,1,1.0,0.5886532088467418,0.0
test_unseen_init,first_alarm_half_k4,budget_raw,6,0.6,0.7,1,1.0,0.6274994309764665,0.0
test_unseen_init,first_alarm_half_k4,budget_raw,8,0.8,0.9,4,4.0,0.8666858688014961,0.75
test_unseen_init,first_alarm_half_k4,budget_raw,9,0.9,1.0,13,13.0,0.9206989558002926,0.23076923076923078
test_unseen_init,first_alarm_half_k4,budget,0,0.0,0.1,29,29.0,0.025074655026528676,0.034482758620689655
test_unseen_init,first_alarm_half_k4,budget,1,0.1,0.2,4,4.0,0.15676818781668808,0.0
test_unseen_init,first_alarm_half_k4,budget,2,0.2,0.3,2,2.0,0.23145871487300002,0.0
test_unseen_init,first_alarm_half_k4,budget,4,0.4,0.5,1,1.0,0.410315014286194,1.0
test_unseen_init,first_alarm_half_k4,budget,5,0.5,0.6,3,3.0,0.5496465811293287,0.0
test_unseen_init,first_alarm_half_k4,budget,6,0.6,0.7,43,43.0,0.6620595504199656,0.06976744186046512
test_unseen_init,first_alarm_half_k4,budget,7,0.7,0.8,2,2.0,0.7538729985914268,0.0
test_unseen_init,first_alarm_half_k4,budget,8,0.8,0.9,1,1.0,0.8978400243112492,0.0
test_unseen_init,first_alarm_half_k4,budget,9,0.9,1.0,16,16.0,0.9455850753863979,0.375
test_unseen_init,first_alarm_half_k4,moe_raw,0,0.0,0.1,82,82.0,0.02868881452366922,0.06097560975609756
test_unseen_init,first_alarm_half_k4,moe_raw,1,0.1,0.2,12,12.0,0.15638131007051434,0.08333333333333333
test_unseen_init,first_alarm_half_k4,moe_raw,2,0.2,0.3,2,2.0,0.24898598301125544,0.0
test_unseen_init,first_alarm_half_k4,moe_raw,4,0.4,0.5,3,3.0,0.4515802152855392,1.0
test_unseen_init,first_alarm_half_k4,moe_raw,5,0.5,0.6,1,1.0,0.520006457307168,1.0
test_unseen_init,first_alarm_half_k4,moe_raw,6,0.6,0.7,1,1.0,0.6414457959410879,1.0
test_unseen_init,first_alarm_half_k4,moe,0,0.0,0.1,67,67.0,0.044864336359927655,0.029850746268656716
test_unseen_init,first_alarm_half_k4,moe,1,0.1,0.2,13,13.0,0.14997378764278213,0.15384615384615385
test_unseen_init,first_alarm_half_k4,moe,2,0.2,0.3,8,8.0,0.2582341824106542,0.125
test_unseen_init,first_alarm_half_k4,moe,3,0.3,0.4,7,7.0,0.3312012552350942,0.14285714285714285
test_unseen_init,first_alarm_half_k4,moe,4,0.4,0.5,1,1.0,0.45903020558422536,0.0
test_unseen_init,first_alarm_half_k4,moe,6,0.6,0.7,4,4.0,0.6568427295800561,1.0
test_unseen_init,first_alarm_half_k4,moe,7,0.7,0.8,1,1.0,0.7874160202544177,1.0
test_new_noise_seen_init,all_queries,prior,8,0.8,0.9,85833,85833.0,0.855117129737723,0.8636887910244312
test_new_noise_seen_init,all_queries,prior,9,0.9,1.0,117887,117887.0,0.9458302215185191,0.9476956746715075
test_new_noise_seen_init,all_queries,budget_raw,0,0.0,0.1,4304,4304.0,0.02615523269169868,0.03485130111524164
test_new_noise_seen_init,all_queries,budget_raw,1,0.1,0.2,914,914.0,0.14572494380165146,0.2089715536105033
test_new_noise_seen_init,all_queries,budget_raw,2,0.2,0.3,175,175.0,0.23633768195927846,0.26857142857142857
test_new_noise_seen_init,all_queries,budget_raw,3,0.3,0.4,1022,1022.0,0.360749409184276,0.4344422700587084
test_new_noise_seen_init,all_queries,budget_raw,4,0.4,0.5,3266,3266.0,0.4559992413082931,0.5067360685854256
test_new_noise_seen_init,all_queries,budget_raw,5,0.5,0.6,1925,1925.0,0.5481933764082723,0.5927272727272728
test_new_noise_seen_init,all_queries,budget_raw,6,0.6,0.7,1168,1168.0,0.6704042108936783,0.6977739726027398
test_new_noise_seen_init,all_queries,budget_raw,7,0.7,0.8,2839,2839.0,0.7700345912924556,0.7911236350827756
test_new_noise_seen_init,all_queries,budget_raw,8,0.8,0.9,5138,5138.0,0.8602111466241191,0.8662903853639549
test_new_noise_seen_init,all_queries,budget_raw,9,0.9,1.0,182969,182969.0,0.9526672808964004,0.9548830676234772
test_new_noise_seen_init,all_queries,budget,0,0.0,0.1,3388,3388.0,0.044036999639179515,0.02154663518299882
test_new_noise_seen_init,all_queries,budget,1,0.1,0.2,793,793.0,0.14725317868770096,0.08827238335435057
test_new_noise_seen_init,all_queries,budget,2,0.2,0.3,723,723.0,0.26386478592808854,0.1507607192254495
test_new_noise_seen_init,all_queries,budget,3,0.3,0.4,175,175.0,0.34177853195793095,0.26857142857142857
test_new_noise_seen_init,all_queries,budget,4,0.4,0.5,474,474.0,0.4363638964712644,0.33122362869198313
test_new_noise_seen_init,all_queries,budget,5,0.5,0.6,438,438.0,0.5602448641434381,0.4041095890410959
test_new_noise_seen_init,all_queries,budget,6,0.6,0.7,3952,3952.0,0.6656978297077504,0.5078441295546559
test_new_noise_seen_init,all_queries,budget,7,0.7,0.8,2046,2046.0,0.739671784764525,0.6075268817204301
test_new_noise_seen_init,all_queries,budget,8,0.8,0.9,4402,4402.0,0.8595808717595017,0.7812358019082235
test_new_noise_seen_init,all_queries,budget,9,0.9,1.0,187329,187329.0,0.9693578098706379,0.9530398389998345
test_new_noise_seen_init,all_queries,moe_raw,0,0.0,0.1,6332,6332.0,0.030586228771884997,0.03821857233101705
test_new_noise_seen_init,all_queries,moe_raw,1,0.1,0.2,1146,1146.0,0.14546661806057284,0.1544502617801047
test_new_noise_seen_init,all_queries,moe_raw,2,0.2,0.3,831,831.0,0.2516437158268187,0.22743682310469315
test_new_noise_seen_init,all_queries,moe_raw,3,0.3,0.4,842,842.0,0.3529010410390911,0.31116389548693585
test_new_noise_seen_init,all_queries,moe_raw,4,0.4,0.5,1369,1369.0,0.45814572642329354,0.42951059167275385
test_new_noise_seen_init,all_queries,moe_raw,5,0.5,0.6,2750,2750.0,0.5543923120033932,0.548
test_new_noise_seen_init,all_queries,moe_raw,6,0.6,0.7,3660,3660.0,0.6523930354245856,0.6407103825136612
test_new_noise_seen_init,all_queries,moe_raw,7,0.7,0.8,4370,4370.0,0.7502723879970256,0.7446224256292906
test_new_noise_seen_init,all_queries,moe_raw,8,0.8,0.9,9808,9808.0,0.866431469202226,0.8746941272430668
test_new_noise_seen_init,all_queries,moe_raw,9,0.9,1.0,172612,172612.0,0.9725724042089817,0.9774001807522072
test_new_noise_seen_init,all_queries,moe,0,0.0,0.1,4852,4852.0,0.045962460738725334,0.01978565539983512
test_new_noise_seen_init,all_queries,moe,1,0.1,0.2,1433,1433.0,0.14326632304954018,0.0928122819260293
test_new_noise_seen_init,all_queries,moe,2,0.2,0.3,826,826.0,0.2465790808430187,0.15254237288135594
test_new_noise_seen_init,all_queries,moe,3,0.3,0.4,649,649.0,0.3483669313589831,0.20647149460708783
test_new_noise_seen_init,all_queries,moe,4,0.4,0.5,708,708.0,0.4520275995180646,0.23587570621468926
test_new_noise_seen_init,all_queries,moe,5,0.5,0.6,814,814.0,0.5536753689741503,0.32063882063882065
test_new_noise_seen_init,all_queries,moe,6,0.6,0.7,1838,1838.0,0.6600144626991064,0.4515778019586507
test_new_noise_seen_init,all_queries,moe,7,0.7,0.8,4378,4378.0,0.7550874299209369,0.5961626313385108
test_new_noise_seen_init,all_queries,moe,8,0.8,0.9,7044,7044.0,0.8532702281532987,0.7410562180579217
test_new_noise_seen_init,all_queries,moe,9,0.9,1.0,181178,181178.0,0.980643700051314,0.9729492543244764
test_new_noise_seen_init,first_alarm,prior,9,0.9,1.0,12,12.0,0.9176852082813666,0.0
test_new_noise_seen_init,first_alarm,budget_raw,0,0.0,0.1,10,10.0,0.05167649235797241,0.0
test_new_noise_seen_init,first_alarm,budget_raw,1,0.1,0.2,2,2.0,0.14573789102672535,0.0
test_new_noise_seen_init,first_alarm,budget,0,0.0,0.1,8,8.0,0.056868191167712995,0.0
test_new_noise_seen_init,first_alarm,budget,1,0.1,0.2,2,2.0,0.137552077187298,0.0
test_new_noise_seen_init,first_alarm,budget,2,0.2,0.3,2,2.0,0.2103773089282282,0.0
test_new_noise_seen_init,first_alarm,moe_raw,0,0.0,0.1,12,12.0,0.005500291978249896,0.0
test_new_noise_seen_init,first_alarm,moe,0,0.0,0.1,12,12.0,0.01689842051650362,0.0
test_new_noise_seen_init,first_alarm_half_k4,prior,8,0.8,0.9,145,145.0,0.8551171297377228,0.11724137931034483
test_new_noise_seen_init,first_alarm_half_k4,prior,9,0.9,1.0,76,76.0,0.932224527821511,0.02631578947368421
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,0,0.0,0.1,70,70.0,0.019105557060777448,0.014285714285714285
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,1,0.1,0.2,6,6.0,0.14104827980405807,0.0
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,3,0.3,0.4,13,13.0,0.3630414751588631,0.07692307692307693
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,4,0.4,0.5,83,83.0,0.45083746031816313,0.0963855421686747
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,5,0.5,0.6,6,6.0,0.520993143185304,0.16666666666666666
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,6,0.6,0.7,4,4.0,0.6770596930087966,0.75
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,7,0.7,0.8,16,16.0,0.7585596859688768,0.0
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,8,0.8,0.9,1,1.0,0.8519479549546972,0.0
test_new_noise_seen_init,first_alarm_half_k4,budget_raw,9,0.9,1.0,22,22.0,0.9237929867252994,0.22727272727272727
test_new_noise_seen_init,first_alarm_half_k4,budget,0,0.0,0.1,61,61.0,0.02542886828056882,0.01639344262295082
test_new_noise_seen_init,first_alarm_half_k4,budget,1,0.1,0.2,7,7.0,0.15016839249777228,0.0
test_new_noise_seen_init,first_alarm_half_k4,budget,2,0.2,0.3,7,7.0,0.24269278476978626,0.0
test_new_noise_seen_init,first_alarm_half_k4,budget,4,0.4,0.5,1,1.0,0.410315014286194,0.0
test_new_noise_seen_init,first_alarm_half_k4,budget,5,0.5,0.6,7,7.0,0.5521873846105437,0.14285714285714285
test_new_noise_seen_init,first_alarm_half_k4,budget,6,0.6,0.7,89,89.0,0.6674376196314283,0.0898876404494382
test_new_noise_seen_init,first_alarm_half_k4,budget,7,0.7,0.8,7,7.0,0.724006362940117,0.14285714285714285
test_new_noise_seen_init,first_alarm_half_k4,budget,8,0.8,0.9,19,19.0,0.8529601618364151,0.15789473684210525
test_new_noise_seen_init,first_alarm_half_k4,budget,9,0.9,1.0,23,23.0,0.9502526387152312,0.21739130434782608
test_new_noise_seen_init,first_alarm_half_k4,moe_raw,0,0.0,0.1,181,181.0,0.025413608400711094,0.03867403314917127
test_new_noise_seen_init,first_alarm_half_k4,moe_raw,1,0.1,0.2,23,23.0,0.14391724054508667,0.30434782608695654
test_new_noise_seen_init,first_alarm_half_k4,moe_raw,2,0.2,0.3,6,6.0,0.2740419414443796,0.16666666666666666
test_new_noise_seen_init,first_alarm_half_k4,moe_raw,3,0.3,0.4,6,6.0,0.3279735942474902,0.3333333333333333
test_new_noise_seen_init,first_alarm_half_k4,moe_raw,4,0.4,0.5,4,4.0,0.4553753719269471,0.5
test_new_noise_seen_init,first_alarm_half_k4,moe_raw,5,0.5,0.6,1,1.0,0.5041222419082367,0.0
test_new_noise_seen_init,first_alarm_half_k4,moe,0,0.0,0.1,149,149.0,0.0420950287042531,0.013422818791946308
test_new_noise_seen_init,first_alarm_half_k4,moe,1,0.1,0.2,32,32.0,0.14311444412716356,0.1875
test_new_noise_seen_init,first_alarm_half_k4,moe,2,0.2,0.3,13,13.0,0.2547390577340946,0.3076923076923077
test_new_noise_seen_init,first_alarm_half_k4,moe,3,0.3,0.4,10,10.0,0.3325886804262007,0.2
test_new_noise_seen_init,first_alarm_half_k4,moe,4,0.4,0.5,6,6.0,0.4657656852751216,0.16666666666666666
test_new_noise_seen_init,first_alarm_half_k4,moe,5,0.5,0.6,6,6.0,0.5249711258040257,0.3333333333333333
test_new_noise_seen_init,first_alarm_half_k4,moe,6,0.6,0.7,5,5.0,0.6541903147973256,0.4
