task,evaluation,chunk,family,conditional_auc,ci_low,ci_high,pairs,mixed_scenes
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,3,base,0.5,0.39325842696629215,0.650828157349896,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,3,base_routed,0.5703125,0.4545315114333519,0.6987951807228916,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,routed_identity,0.4921875,0.36662698412698413,0.5882352941176471,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,routed_scalar,0.453125,0.38571195144724557,0.5625400641025635,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,routed_full,0.453125,0.3050847457627119,0.6190552995391704,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,shared_identity,0.4609375,0.3724057738572574,0.5855924105924105,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,hidden_identity,0.484375,0.4097984972677596,0.5555555555555556,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,base,0.4453125,0.3673469387755102,0.5468873355263156,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,4,base_routed,0.3828125,0.3,0.4674000701262271,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,routed_identity,0.6015625,0.42857142857142855,0.6875,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,routed_scalar,0.515625,0.3625,0.6573564593301433,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,routed_full,0.4921875,0.29884684281236007,0.6464102349461466,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,shared_identity,0.5078125,0.3260743174924166,0.7394957983193278,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,hidden_identity,0.3984375,0.2517482517482518,0.5757575757575758,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,base,0.453125,0.3023255813953488,0.6101694915254238,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,5,base_routed,0.4453125,0.2597402597402597,0.5777828746177369,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,routed_identity,0.453125,0.2118619142572283,0.6703327922077921,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,routed_scalar,0.609375,0.42424242424242425,0.8333333333333334,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,routed_full,0.546875,0.4,0.76,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,shared_identity,0.546875,0.3565217391304348,0.7229837550316273,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,hidden_identity,0.453125,0.321420380078637,0.5573770491803278,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,base,0.4765625,0.30120481927710846,0.6239316239316239,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,6,base_routed,0.578125,0.3698630136986301,0.8064516129032258,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,routed_identity,0.4609375,0.19736378799110452,0.7674418604651163,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,routed_scalar,0.5078125,0.24241626794258375,0.7812839673913039,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,routed_full,0.4296875,0.1625,0.6944444444444444,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,shared_identity,0.546875,0.3425925925925926,0.7870794209702655,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,hidden_identity,0.5546875,0.3594745710784314,0.8200128205128203,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,base,0.5390625,0.3405603630223723,0.7674459547985588,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,7,base_routed,0.4765625,0.2962962962962963,0.6260869565217392,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,routed_identity,0.546875,0.3546764442454098,0.8268215402869155,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,routed_scalar,0.625,0.5,0.7238177339901476,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,routed_full,0.5703125,0.39344262295081966,0.7,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,shared_identity,0.5703125,0.30357142857142855,0.7623779461279457,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,hidden_identity,0.5625,0.38095238095238093,0.7164179104477612,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,base,0.5859375,0.3435114503816794,0.7653438729751985,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,seed_heldout,8,base_routed,0.6328125,0.4198895027624309,0.8314606741573034,128,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,routed_identity,0.6316725978647687,0.5586200161637931,0.7169357462242338,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,routed_scalar,0.4306049822064057,0.36346172292404055,0.5169729940612939,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,routed_full,0.5355871886120996,0.42479369766595204,0.6753407000724595,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,shared_identity,0.6263345195729537,0.5114227714556662,0.7105886809269162,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,hidden_identity,0.6654804270462633,0.5714203800786369,0.7853666630692856,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,base,0.6245551601423488,0.5301334173156207,0.7142904572187441,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,0,base_routed,0.5444839857651246,0.41766109785202865,0.6889323017465714,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,routed_identity,0.5836298932384342,0.349862258953168,0.7415667062323571,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,routed_scalar,0.4359430604982206,0.27585406213302016,0.5522415000808233,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,routed_full,0.5249110320284698,0.3089700996677741,0.697841726618705,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,shared_identity,0.4110320284697509,0.24873096446700507,0.5919540229885057,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,hidden_identity,0.35765124555160144,0.21171894437419364,0.45435442957449684,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,base,0.3540925266903915,0.2702670680158832,0.4184883318679101,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,1,base_routed,0.5587188612099644,0.38991024150845927,0.7014925373134329,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,routed_identity,0.4234875444839858,0.3120394321969551,0.5055555555555555,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,routed_scalar,0.5391459074733096,0.4104803493449782,0.682448709416054,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,routed_full,0.47686832740213525,0.30165289256198347,0.6349501412488932,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,shared_identity,0.5604982206405694,0.3774104683195592,0.7259787877938745,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,hidden_identity,0.5373665480427047,0.3917993194367162,0.6695095948827292,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,base,0.5587188612099644,0.3920053253859684,0.7025698232808296,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,2,base_routed,0.5355871886120996,0.41774458925835617,0.6290625,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,routed_identity,0.44661921708185054,0.3190786172288821,0.5986955535390198,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,routed_scalar,0.5213523131672598,0.3105714632960623,0.6519485632477758,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,routed_full,0.4822064056939502,0.36551926868830614,0.5441276091081592,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,shared_identity,0.4804270462633452,0.3168044077134986,0.6241865176522545,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,hidden_identity,0.4893238434163701,0.3881353394145207,0.6582110402650867,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,base,0.47330960854092524,0.37002104374751976,0.6150442477876106,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,3,base_routed,0.4875444839857651,0.3670520231213873,0.6095076400679117,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,routed_identity,0.38434163701067614,0.19639695904268445,0.5397389389229502,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,routed_scalar,0.49466192170818507,0.3563218390804598,0.6113051341849454,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,routed_full,0.41459074733096085,0.20074413918547018,0.5770750988142292,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,shared_identity,0.3807829181494662,0.25877029327048967,0.4418604651162791,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,hidden_identity,0.3540925266903915,0.26144948047422284,0.4171333584672859,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,base,0.3416370106761566,0.23180174212313642,0.41262135922330095,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,4,base_routed,0.42704626334519574,0.2744010128521576,0.5512048192771084,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,routed_identity,0.3896797153024911,0.2586067853170189,0.5235404896421846,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,routed_scalar,0.40391459074733094,0.2979208386722217,0.5263196594427244,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,routed_full,0.3683274021352313,0.24941162498253458,0.5148273122259323,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,shared_identity,0.34519572953736655,0.21235521235521235,0.434,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,hidden_identity,0.3398576512455516,0.20549896784006955,0.4166891891891889,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,base,0.3220640569395018,0.20599250936329588,0.3963963963963964,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,5,base_routed,0.30604982206405695,0.199985549132948,0.41220021694826103,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,routed_identity,0.45373665480427045,0.23092369477911648,0.6531531531531531,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,routed_scalar,0.4430604982206406,0.2937062937062937,0.5481798715203426,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,routed_full,0.4626334519572954,0.2988235294117647,0.6205447200594699,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,shared_identity,0.3469750889679715,0.21646927129060578,0.45564013028826744,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,hidden_identity,0.34519572953736655,0.1935372636262514,0.47652196280554593,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,base,0.35765124555160144,0.1737328513924259,0.5522620904836193,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,6,base_routed,0.42526690391459077,0.2772585669781931,0.5195204204349555,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,routed_identity,0.4288256227758007,0.277626495034487,0.5633423180592992,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,routed_scalar,0.505338078291815,0.35171152228763664,0.6621775363461476,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,routed_full,0.49644128113879005,0.37719298245614036,0.6465899784081599,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,shared_identity,0.501779359430605,0.3378016085790885,0.6716417910447762,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,hidden_identity,0.5462633451957295,0.4089511729405346,0.6542468944099379,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,base,0.5088967971530249,0.3427835051546392,0.6666666666666666,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,7,base_routed,0.44483985765124556,0.2954507321537523,0.5777777777777777,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,routed_identity,0.4359430604982206,0.33951639216757534,0.5606469002695418,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,routed_scalar,0.5106761565836299,0.3711340206185567,0.6808886107634537,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,routed_full,0.45729537366548045,0.3380281690140845,0.6106281337369162,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,shared_identity,0.5,0.3287904599659284,0.7349460560010075,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,hidden_identity,0.4501779359430605,0.20617052174368097,0.717852684144819,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,base,0.4697508896797153,0.27938671209540034,0.7208121827411168,562,7
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,scene_loso,8,base_routed,0.5213523131672598,0.36879432624113473,0.6941176470588235,562,7
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,routed_identity,0.4957805907172996,0.4191577967175799,0.5563554701525286,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,routed_scalar,0.5253164556962026,0.4317736581379909,0.6094551819553915,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,routed_full,0.49156118143459915,0.4052396927173831,0.5550091517150991,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,shared_identity,0.4388185654008439,0.3957320089265173,0.49300739957716705,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,hidden_identity,0.4767932489451477,0.43291580806594054,0.5259084180068636,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,base,0.4472573839662447,0.3722768663727687,0.5202030425714637,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,0,base_routed,0.48523206751054854,0.42080378250591016,0.5427438857257849,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,routed_identity,0.5253164556962026,0.48698803943753033,0.5721843605756176,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,routed_scalar,0.5527426160337553,0.5,0.6083007358982602,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,routed_full,0.5506329113924051,0.49110277026364507,0.614634722942974,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,shared_identity,0.5210970464135021,0.43478260869565216,0.6159565862708719,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,hidden_identity,0.4620253164556962,0.3585510799404171,0.5605327701321704,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,base,0.49156118143459915,0.38832869008925347,0.5977011494252874,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,1,base_routed,0.5126582278481012,0.44877892432770483,0.5845221290111356,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,routed_identity,0.4873417721518987,0.3614886423931281,0.6068410852713177,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,routed_scalar,0.5126582278481012,0.4597665452987792,0.5683320013700194,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,routed_full,0.5316455696202531,0.46548323471400394,0.5889429492882562,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,shared_identity,0.4936708860759494,0.4447112615207373,0.5524200597789307,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,hidden_identity,0.48523206751054854,0.415975030771936,0.5603657250679838,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,base,0.48945147679324896,0.42939597078332137,0.5543243275812204,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,2,base_routed,0.5,0.44834860416982175,0.5637202037535627,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,routed_identity,0.4430379746835443,0.36186251364943633,0.5372491374353074,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,routed_scalar,0.5168776371308017,0.41779570600632243,0.6196894225391498,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,routed_full,0.5,0.40413353502265825,0.5946626409332915,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,shared_identity,0.4936708860759494,0.4140195441320919,0.5644770142436073,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,hidden_identity,0.4810126582278481,0.42857142857142855,0.5389877372490822,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,base,0.47468354430379744,0.39937991235730774,0.5611248006216515,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,3,base_routed,0.4767932489451477,0.3969855276041619,0.5689664323889011,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,routed_identity,0.5443037974683544,0.4237959907513413,0.6510538974845804,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,routed_scalar,0.5126582278481012,0.4138634332756621,0.5989596225247525,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,routed_full,0.5358649789029536,0.40908162001486253,0.6447386396318665,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,shared_identity,0.5632911392405063,0.47257835306812596,0.6481016067086335,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,hidden_identity,0.5464135021097046,0.4628029769150277,0.6203452769978246,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,base,0.5738396624472574,0.49502104860313817,0.6464102349461466,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,4,base_routed,0.5717299578059072,0.4820357698978365,0.6494267685744757,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,routed_identity,0.5084388185654009,0.42825882919698327,0.5837338595590157,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,routed_scalar,0.4219409282700422,0.3438254120537459,0.496325942369788,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,routed_full,0.46835443037974683,0.36576559049321694,0.5665180826152834,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,shared_identity,0.49156118143459915,0.38678930817610063,0.6028535701449622,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,hidden_identity,0.5063291139240507,0.4145278833967047,0.5979981906925861,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,base,0.5147679324894515,0.42317629940605395,0.6164390438466194,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,5,base_routed,0.46835443037974683,0.3641880200279803,0.570786765437009,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,routed_identity,0.4873417721518987,0.4149058149058149,0.5541044776119403,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,routed_scalar,0.46624472573839665,0.3739271049955221,0.5513439715103597,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,routed_full,0.4430379746835443,0.36105057498527776,0.5206956696070569,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,shared_identity,0.5274261603375527,0.4667833632555356,0.5924376942557845,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,hidden_identity,0.540084388185654,0.49056491996780827,0.5945526642490769,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,base,0.5379746835443038,0.47030702126456286,0.6049388606163415,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,6,base_routed,0.5168776371308017,0.43463329770064346,0.6,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,routed_identity,0.5485232067510548,0.41952474419203295,0.6677215582573753,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,routed_scalar,0.4472573839662447,0.37452872889930244,0.5136379202988792,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,routed_full,0.4831223628691983,0.3734659863945578,0.5906376883406778,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,shared_identity,0.5316455696202531,0.4460366646441883,0.6081766274617066,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,hidden_identity,0.5042194092827004,0.408160695008482,0.5847802152714142,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,base,0.5210970464135021,0.4060237893966918,0.6222674714919874,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,7,base_routed,0.5316455696202531,0.39898624978104746,0.6458420623836125,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,routed_identity,0.5464135021097046,0.44763044294294296,0.6496575242392186,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,routed_scalar,0.5295358649789029,0.4551549800308296,0.6091162545541972,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,routed_full,0.5126582278481012,0.43185315796550505,0.6017398999615235,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,shared_identity,0.5126582278481012,0.4260313277877556,0.5981473281579738,474,13
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,seed_heldout,8,hidden_identity,0.4620253164556962,0.3506724546899109,0.5706318884875426,474,13
