layer,token,var_frac_row,var_frac_rand,var_frac_rand_var,det_row,p_row,nsig_row,nullmed_row,det_nullpc,p_nullpc,nsig_nullpc,nullmed_nullpc,det_rand,p_rand,nsig_rand,nullmed_rand,det_rand_var,p_rand_var,nsig_rand_var,nullmed_rand_var
12,10,0.0058999835,0.030349740915996216,0.005881547927856445,0.7455179282868526,0.0,11,0.5826693227091633,0.7420318725099602,0.0,3,0.5836653386454183,0.7883466135458167,0.0,19,0.5801792828685259,0.5756972111553785,0.733,0,0.5846613545816732
13,0,0.01905767,0.03055280700668174,0.018979370594024658,0.7709163346613546,0.0,16,0.5801792828685259,0.7156374501992031,0.0,4,0.5844123505976095,0.8117529880478087,0.0,16,0.5816733067729083,0.5742031872509961,0.761,0,0.5831673306772909
13,1,0.006733542,0.02813415811709717,0.006708204746246338,0.750996015936255,0.0,15,0.5826693227091633,0.6952191235059761,0.0,5,0.5834163346613546,0.7395418326693227,0.0,21,0.5806772908366533,0.6289840637450199,0.01,1,0.5846613545816733
13,2,0.0055759163,0.027284755478035376,0.005607008934020996,0.7156374501992032,0.0,9,0.5836653386454183,0.6912350597609562,0.0,5,0.5841633466135459,0.7639442231075697,0.0,17,0.5806772908366533,0.603585657370518,0.149,0,0.5839143426294822
13,3,0.0051340754,0.041465510434947096,0.005124151706695557,0.7310756972111554,0.0,12,0.5831673306772909,0.6902390438247012,0.0,4,0.5851593625498008,0.7639442231075697,0.0,24,0.5811752988047809,0.5856573705179282,0.485,0,0.5846613545816733
13,4,0.004999764,0.02723958522363434,0.005017220973968506,0.7056772908366534,0.0,11,0.5831673306772909,0.6887450199203187,0.0,2,0.5854083665338645,0.7808764940239044,0.0,14,0.5806772908366534,0.5961155378486056,0.263,0,0.5856573705179282
13,5,0.005045674,0.03228328441133584,0.0050522685050964355,0.7196215139442231,0.0,13,0.5841633466135459,0.704183266932271,0.0,5,0.5841633466135459,0.7455179282868526,0.0,20,0.5786852589641435,0.5811752988047809,0.576,0,0.5846613545816733
13,6,0.004881873,0.030866355949365345,0.004884839057922363,0.7699203187250996,0.0,13,0.5836653386454183,0.726593625498008,0.0,4,0.5851593625498008,0.7470119521912351,0.0,18,0.5796812749003983,0.5582669322709163,0.976,0,0.5856573705179282
13,7,0.0047753495,0.035421308754450674,0.004751026630401611,0.7709163346613546,0.0,10,0.5831673306772909,0.7250996015936255,0.0,3,0.5841633466135459,0.7440239043824701,0.0,18,0.579183266932271,0.598605577689243,0.205,0,0.5841633466135459
13,8,0.004967771,0.028924548184134976,0.004959046840667725,0.7504980079681275,0.0,10,0.5846613545816732,0.7260956175298805,0.0,5,0.5836653386454183,0.7704183266932271,0.0,17,0.5796812749003983,0.5756972111553785,0.729,0,0.5846613545816732
13,9,0.005524502,0.03227103002714815,0.005512833595275879,0.7569721115537849,0.0,11,0.5829183266932272,0.7385458167330677,0.0,4,0.5846613545816732,0.795816733067729,0.0,16,0.5801792828685259,0.5632470119521913,0.949,0,0.5836653386454183
13,10,0.0071594412,0.03332254138210033,0.007177233695983887,0.7659362549800797,0.0,17,0.5821713147410359,0.7495019920318725,0.0,5,0.5836653386454184,0.7624501992031872,0.0,19,0.5811752988047809,0.575199203187251,0.748,0,0.5841633466135459
14,0,0.0173115,0.03085108675765153,0.017169713973999023,0.7514940239043825,0.0,14,0.5821713147410359,0.7156374501992031,0.0,3,0.5841633466135459,0.7046812749003983,0.0,11,0.5801792828685259,0.5737051792828685,0.771,0,0.5841633466135459
14,1,0.0065656914,0.023805150355299443,0.006589710712432861,0.7415338645418327,0.0,12,0.5821713147410359,0.7196215139442231,0.0,7,0.5836653386454184,0.8067729083665338,0.0,15,0.5816733067729084,0.599601593625498,0.185,0,0.5841633466135459
14,2,0.0060047586,0.02543791013774773,0.005990207195281982,0.7221115537848606,0.0,11,0.5831673306772909,0.6767928286852589,0.0,4,0.5851593625498008,0.7699203187250996,0.0,19,0.5806772908366534,0.5766932270916335,0.713,0,0.5846613545816732
14,3,0.0057781637,0.030475691262993897,0.005751907825469971,0.7360557768924303,0.0,12,0.5821713147410359,0.6713147410358566,0.0,4,0.5846613545816732,0.7290836653386454,0.0,19,0.579183266932271,0.5617529880478087,0.957,0,0.5846613545816732
14,4,0.0055099465,0.030190866142391023,0.005482792854309082,0.7151394422310757,0.0,11,0.5836653386454183,0.6777888446215139,0.0,4,0.5851593625498008,0.7654382470119522,0.0,13,0.5814243027888446,0.5737051792828685,0.791,0,0.5841633466135459
14,5,0.005508465,0.030292356565266697,0.005518913269042969,0.750996015936255,0.0,12,0.5831673306772909,0.6937250996015936,0.0,5,0.5836653386454183,0.7514940239043825,0.0,16,0.5801792828685259,0.6085657370517928,0.094,0,0.5851593625498008
14,6,0.0054421155,0.030899725925228515,0.005439400672912598,0.7365537848605578,0.0,11,0.5836653386454184,0.7171314741035857,0.0,5,0.5846613545816732,0.7549800796812749,0.0,14,0.579183266932271,0.5682270916334662,0.882,0,0.5846613545816733
14,7,0.005261169,0.027951635453970874,0.005284368991851807,0.7191235059760956,0.0,11,0.5841633466135459,0.7191235059760956,0.0,4,0.5836653386454184,0.7793824701195219,0.0,13,0.5816733067729083,0.6294820717131474,0.006,1,0.5851593625498008
14,8,0.0051294155,0.02577828174440672,0.005160093307495117,0.7116533864541832,0.0,9,0.5836653386454184,0.7231075697211156,0.0,4,0.5846613545816733,0.799800796812749,0.0,21,0.5811752988047809,0.575199203187251,0.756,0,0.5851593625498008
14,9,0.0053169234,0.026757995612939754,0.005305171012878418,0.7445219123505976,0.0,9,0.5841633466135459,0.7375498007968128,0.0,3,0.5846613545816733,0.7445219123505976,0.0,15,0.5806772908366533,0.5756972111553784,0.723,0,0.5846613545816733
14,10,0.006678465,0.035935956544341854,0.006646096706390381,0.7549800796812749,0.0,17,0.5826693227091634,0.7475099601593626,0.0,6,0.5841633466135459,0.776394422310757,0.0,15,0.5801792828685259,0.6010956175298805,0.175,0,0.5846613545816732
15,0,0.014765519,0.027063561507731756,0.014721155166625977,0.8286852589641435,0.0,16,0.5816733067729084,0.726593625498008,0.0,4,0.5836653386454183,0.7938247011952191,0.0,16,0.5811752988047809,0.5786852589641435,0.657,0,0.5846613545816733
15,1,0.00811778,0.024514235258693742,0.008122026920318604,0.7823705179282868,0.0,17,0.5826693227091634,0.7370517928286853,0.0,3,0.5831673306772909,0.7201195219123506,0.0,12,0.5826693227091633,0.6274900398406374,0.016,2,0.5836653386454183
15,2,0.007100141,0.03249428129544962,0.00709909200668335,0.7504980079681275,0.0,16,0.5826693227091633,0.6767928286852589,0.0,4,0.5841633466135459,0.7440239043824701,0.0,19,0.5796812749003984,0.5732071713147411,0.805,0,0.5841633466135459
15,3,0.006720343,0.031242507177571835,0.006721913814544678,0.7325697211155379,0.0,15,0.5826693227091633,0.6573705179282869,0.0,4,0.5841633466135459,0.7629482071713147,0.0,20,0.5811752988047809,0.5801792828685259,0.602,0,0.5841633466135459
15,4,0.0065099015,0.029633921484215366,0.006522417068481445,0.7250996015936255,0.0,10,0.5831673306772909,0.6817729083665338,0.0,5,0.5841633466135459,0.7549800796812749,0.0,23,0.5816733067729084,0.5921314741035857,0.318,0,0.5841633466135459
15,5,0.006258873,0.026733230891026687,0.006276130676269531,0.6997011952191234,0.0,10,0.5836653386454183,0.7006972111553784,0.0,4,0.5831673306772909,0.7808764940239044,0.0,15,0.5806772908366533,0.5916334661354581,0.366,0,0.5856573705179282
15,6,0.0060817404,0.029296405652058953,0.006103038787841797,0.703187250996016,0.0,10,0.5831673306772909,0.7176294820717131,0.0,6,0.5841633466135459,0.7609561752988048,0.0,13,0.5799302788844622,0.5916334661354581,0.34,0,0.5851593625498008
15,7,0.0058658393,0.027545632153930542,0.005853772163391113,0.6942231075697212,0.0,8,0.5831673306772909,0.7156374501992031,0.0,3,0.5826693227091634,0.7564741035856574,0.0,19,0.5806772908366534,0.5801792828685259,0.621,0,0.5841633466135459
15,8,0.005699887,0.025130010147610796,0.005733072757720947,0.7141434262948207,0.0,7,0.5831673306772909,0.7216135458167331,0.0,3,0.5841633466135459,0.75,0.0,15,0.5796812749003984,0.5831673306772909,0.544,0,0.5846613545816732
15,9,0.0058059925,0.030718703432630785,0.005788683891296387,0.6807768924302788,0.0,11,0.5836653386454183,0.7470119521912351,0.0,3,0.5836653386454184,0.7674302788844621,0.0,14,0.5806772908366534,0.578187250996016,0.661,0,0.5841633466135459
15,10,0.007374271,0.029396979057128347,0.007386445999145508,0.7624501992031872,0.0,9,0.5831673306772909,0.75199203187251,0.0,5,0.5831673306772909,0.7863545816733067,0.0,20,0.5801792828685259,0.5692231075697212,0.88,0,0.5854083665338645
