corpus,t,feat,reading,n,pairs,disc,p_family,disc_resid,p_family_resid,rho_baseline,null_med
B,20,evr1,current,512,2008.0,0.5348605577689243,0.9945,0.5288844621513944,0.999,-0.022493895268994403,0.5707171314741035
B,20,evr1,win8,512,2008.0,0.579183266932271,0.3385,0.5473107569721116,0.924,0.3122192610521738,0.5707171314741035
B,20,evr1,d_win8,512,2008.0,0.5582669322709163,0.765,0.5592629482071713,0.7475,-0.03274337026928051,0.5707171314741035
B,20,pr_cells,current,512,2008.0,0.5358565737051793,0.9925,0.5164342629482072,1.0,0.04995079021755301,0.5707171314741035
B,20,pr_cells,win8,512,2008.0,0.6075697211155379,0.0515,0.5687250996015937,0.5665,-0.3519549086757991,0.5707171314741035
B,20,pr_cells,d_win8,512,2008.0,0.5502988047808766,0.8915,0.5433266932270917,0.9555,0.03761928723063366,0.5707171314741035
B,20,s1frac,current,512,2008.0,0.5074701195219123,1.0,0.5229083665338645,1.0,0.13805176826197912,0.5707171314741035
B,20,s1frac,win8,512,2008.0,0.5014940239043825,1.0,0.5139442231075697,1.0,-0.11646696650301552,0.5707171314741035
B,20,s1frac,d_win8,512,2008.0,0.5149402390438247,1.0,0.5054780876494024,1.0,0.0775055861686179,0.5707171314741035
B,20,pr_s,current,512,2008.0,0.525398406374502,1.0,0.5079681274900398,1.0,-0.11740431272244538,0.5707171314741035
B,20,pr_s,win8,512,2008.0,0.5219123505976095,1.0,0.5169322709163346,1.0,0.1310815327390236,0.5707171314741035
B,20,pr_s,d_win8,512,2008.0,0.5044820717131474,1.0,0.5199203187250996,1.0,-0.025994191385999246,0.5707171314741035
B,20,tok_lam1,current,512,2008.0,0.5453187250996016,0.9455,0.5303784860557769,0.9975,-0.09939428336823794,0.5707171314741035
B,20,tok_lam1,win8,512,2008.0,0.5308764940239044,0.9985,0.5129482071713147,1.0,0.34625751736647553,0.5707171314741035
B,20,tok_lam1,d_win8,512,2008.0,0.5851593625498008,0.2435,0.5831673306772909,0.2955,-0.0038494316556230757,0.5707171314741035
B,20,tok_pr,current,512,2008.0,0.5229083665338645,1.0,0.5109561752988048,1.0,0.07798454111877867,0.5707171314741035
B,20,tok_pr,win8,512,2008.0,0.5627490039840638,0.6715,0.5418326693227091,0.966,-0.3511482390861447,0.5707171314741035
B,20,tok_pr,d_win8,512,2008.0,0.5697211155378485,0.524,0.5722111553784861,0.5005,0.010450552036483903,0.5707171314741035
B,20,den_lam1,current,512,2008.0,0.5408366533864541,0.9785,0.5249003984063745,1.0,-0.058213277199848944,0.5707171314741035
B,20,den_lam1,win8,512,2008.0,0.5891434262948207,0.186,0.5717131474103585,0.507,-0.003484649838065483,0.5707171314741035
B,20,den_lam1,d_win8,512,2008.0,0.5169322709163346,1.0,0.5079681274900398,1.0,0.10297003925338462,0.5707171314741035
B,20,den_pr,current,512,2008.0,0.5368525896414342,0.9915,0.5174302788844621,1.0,0.06114261824652956,0.5707171314741035
B,20,den_pr,win8,512,2008.0,0.5906374501992032,0.1705,0.5699701195219123,0.537,-0.02039608734834928,0.5707171314741035
B,20,den_pr,d_win8,512,2008.0,0.5199203187250996,1.0,0.5129482071713147,1.0,-0.09946303981144357,0.5707171314741035
B,20,__BASELINE_hell__,win8,512,2008.0,0.6444223107569721,,,,1.0,0.5707171314741035
B,25,evr1,current,512,2008.0,0.5796812749003983,0.3135,0.5856573705179282,0.252,0.3265019891337934,0.5702191235059761
B,25,evr1,win8,512,2008.0,0.5756972111553784,0.381,0.577191235059761,0.3945,0.3340316044105698,0.5702191235059761
B,25,evr1,d_win8,512,2008.0,0.5493027888446216,0.8935,0.5587649402390438,0.7655,0.0952250417710944,0.5702191235059761
B,25,pr_cells,current,512,2008.0,0.5627490039840638,0.6645,0.5776892430278885,0.3815,-0.3522370781405569,0.5702191235059761
B,25,pr_cells,win8,512,2008.0,0.5632470119521913,0.6575,0.5637450199203188,0.6595,-0.38900815823806095,0.5702191235059761
B,25,pr_cells,d_win8,512,2008.0,0.5258964143426295,1.0,0.5373505976095617,0.99,-0.1355217202538309,0.5702191235059761
B,25,s1frac,current,512,2008.0,0.5333665338645419,0.9965,0.5597609561752988,0.7495,0.36741048182671293,0.5702191235059761
B,25,s1frac,win8,512,2008.0,0.5911354581673307,0.1475,0.5737051792828685,0.4695,0.23872591724745654,0.5702191235059761
B,25,s1frac,d_win8,512,2008.0,0.5258964143426295,1.0,0.5104581673306773,1.0,0.10238343790412104,0.5702191235059761
B,25,pr_s,current,512,2008.0,0.523406374501992,1.0,0.5517928286852589,0.8835,-0.36896572195328503,0.5702191235059761
B,25,pr_s,win8,512,2008.0,0.5893924302788844,0.164,0.5826693227091634,0.298,-0.17973619433162585,0.5702191235059761
B,25,pr_s,d_win8,512,2008.0,0.5084661354581673,1.0,0.50199203187251,1.0,-0.1626169626406198,0.5702191235059761
B,25,tok_lam1,current,512,2008.0,0.5428286852589641,0.9595,0.5493027888446216,0.9105,0.2593806147789565,0.5702191235059761
B,25,tok_lam1,win8,512,2008.0,0.5049800796812749,1.0,0.500996015936255,1.0,0.4577140983165677,0.5702191235059761
B,25,tok_lam1,d_win8,512,2008.0,0.522410358565737,1.0,0.5428286852589641,0.967,0.16887547421636281,0.5702191235059761
B,25,tok_pr,current,512,2008.0,0.5288844621513944,0.9995,0.5373505976095617,0.99,-0.3120239060837024,0.5702191235059761
B,25,tok_pr,win8,512,2008.0,0.5229083665338645,1.0,0.5239043824701195,0.9995,-0.4622156668783833,0.5702191235059761
B,25,tok_pr,d_win8,512,2008.0,0.5164342629482072,1.0,0.5343625498007968,0.9945,-0.19170974310776942,0.5702191235059761
B,25,den_lam1,current,512,2008.0,0.5368525896414342,0.9895,0.5393426294820718,0.98,0.0811871108993946,0.5702191235059761
B,25,den_lam1,win8,512,2008.0,0.5572709163346614,0.7675,0.5572709163346614,0.7885,-0.22677940719868772,0.5702191235059761
B,25,den_lam1,d_win8,512,2008.0,0.526394422310757,1.0,0.5268924302788844,0.9995,-0.114282656555773,0.5702191235059761
B,25,den_pr,current,512,2008.0,0.5323705179282868,0.9965,0.5308764940239044,0.998,-0.08000505687735321,0.5702191235059761
B,25,den_pr,win8,512,2008.0,0.5537848605577689,0.83,0.5557768924302788,0.821,0.18230936931369518,0.5702191235059761
B,25,den_pr,d_win8,512,2008.0,0.523406374501992,1.0,0.5229083665338645,0.9995,0.10173139040523684,0.5702191235059761
B,25,__BASELINE_hell__,win8,512,2008.0,0.5249003984063745,,,,1.0,0.5702191235059761
B,30,evr1,current,512,2008.0,0.6932270916334662,0.0,0.5861553784860558,0.2225,0.5324944603231824,0.5687250996015936
B,30,evr1,win8,512,2008.0,0.7315737051792829,0.0,0.646414342629482,0.001,0.6768409501207356,0.5687250996015936
B,30,evr1,d_win8,512,2008.0,0.647410358565737,0.0005,0.5766932270916334,0.3685,0.4125773552030762,0.5687250996015936
B,30,pr_cells,current,512,2008.0,0.7101593625498008,0.0,0.6105577689243028,0.042,-0.5390580296345888,0.5687250996015936
B,30,pr_cells,win8,512,2008.0,0.7086653386454184,0.0,0.6205179282868526,0.0175,-0.6667780681727149,0.5687250996015936
B,30,pr_cells,d_win8,512,2008.0,0.6593625498007968,0.0,0.5886454183266933,0.1905,-0.45872931830146135,0.5687250996015936
B,30,s1frac,current,512,2008.0,0.6698207171314741,0.0,0.6130478087649402,0.033,0.19676778275597667,0.5687250996015936
B,30,s1frac,win8,512,2008.0,0.5179282868525896,1.0,0.5074701195219123,1.0,0.2587468063709502,0.5687250996015936
B,30,s1frac,d_win8,512,2008.0,0.6374501992031872,0.0015,0.578187250996016,0.3405,0.14861220188027144,0.5687250996015936
B,30,pr_s,current,512,2008.0,0.6772908366533864,0.0,0.6200199203187251,0.018,-0.20966925733282982,0.5687250996015936
B,30,pr_s,win8,512,2008.0,0.5463147410358566,0.908,0.5353585657370519,0.9925,-0.0713118054840297,0.5687250996015936
B,30,pr_s,d_win8,512,2008.0,0.6364541832669323,0.003,0.5903884462151394,0.173,-0.1595434076057724,0.5687250996015936
B,30,tok_lam1,current,512,2008.0,0.6802788844621515,0.0,0.5891434262948207,0.187,0.47930015177784646,0.5687250996015936
B,30,tok_lam1,win8,512,2008.0,0.7006972111553784,0.0,0.6120517928286853,0.0365,0.6602724347970382,0.5687250996015936
B,30,tok_lam1,d_win8,512,2008.0,0.6449203187250996,0.001,0.5756972111553784,0.393,0.3139664586695048,0.5687250996015936
B,30,tok_pr,current,512,2008.0,0.6907370517928287,0.0,0.600597609561753,0.087,-0.4419412186287636,0.5687250996015936
B,30,tok_pr,win8,512,2008.0,0.6713147410358565,0.0,0.5896414342629482,0.18,-0.6085838347295178,0.5687250996015936
B,30,tok_pr,d_win8,512,2008.0,0.6633466135458167,0.0,0.5946215139442231,0.137,-0.31619878034126414,0.5687250996015936
B,30,den_lam1,current,512,2008.0,0.5747011952191234,0.3935,0.5672310756972112,0.573,0.0730708048660464,0.5687250996015936
B,30,den_lam1,win8,512,2008.0,0.5552788844621515,0.771,0.5737051792828685,0.435,-0.11429785579817123,0.5687250996015936
B,30,den_lam1,d_win8,512,2008.0,0.5652390438247012,0.5725,0.5622509960159363,0.677,0.16836209745253544,0.5687250996015936
B,30,den_pr,current,512,2008.0,0.578187250996016,0.3285,0.5637450199203188,0.647,-0.09072275795081311,0.5687250996015936
B,30,den_pr,win8,512,2008.0,0.5632470119521913,0.609,0.5727091633466136,0.449,0.09697899397551188,0.5687250996015936
B,30,den_pr,d_win8,512,2008.0,0.5682270916334662,0.5105,0.5622509960159362,0.6835,-0.17914595993408178,0.5687250996015936
B,30,__BASELINE_hell__,win8,512,2008.0,0.750996015936255,,,,1.0,0.5687250996015936
A,15,evr1,current,352,2933.0,0.5093760654619843,1.0,0.5417661097852029,0.998,-0.14117119110036952,0.5980225025571088
A,15,evr1,win8,352,2933.0,0.5011933174224343,1.0,0.5581316058643028,0.9795,0.7262665332778646,0.5980225025571088
A,15,evr1,d_win8,352,2933.0,0.5618820320490965,0.9315,0.5738152062734402,0.879,0.026631536546550708,0.5980225025571088
A,15,pr_cells,current,352,2933.0,0.5015342652574156,1.0,0.5499488578247529,0.9915,0.13570026919885275,0.5980225025571088
A,15,pr_cells,win8,352,2933.0,0.519945448346403,1.0,0.5434708489601091,0.998,-0.7386872648912307,0.5980225025571088
A,15,pr_cells,d_win8,352,2933.0,0.5560859188544153,0.9655,0.5700647800886465,0.911,-0.017311379209396204,0.5980225025571088
A,15,s1frac,current,352,2933.0,0.5458574838049779,0.992,0.5189226048414592,1.0,-0.2950676959175542,0.5980225025571088
A,15,s1frac,win8,352,2933.0,0.5925673371974088,0.5775,0.5540402318445278,0.9875,0.7218689399992515,0.5980225025571088
A,15,s1frac,d_win8,352,2933.0,0.5284691442209342,1.0,0.5274463007159904,1.0,0.16444241939992643,0.5980225025571088
A,15,pr_s,current,352,2933.0,0.5540402318445278,0.9735,0.5100579611319468,1.0,0.2879885695041502,0.5980225025571088
A,15,pr_s,win8,352,2933.0,0.6171155813160587,0.2445,0.5731333106034777,0.886,-0.6488765405195999,0.5980225025571088
A,15,pr_s,d_win8,352,2933.0,0.526764405046028,1.0,0.5226730310262531,1.0,-0.24004949252824606,0.5980225025571088
A,15,tok_lam1,current,352,2933.0,0.5315376747357654,1.0,0.5121036481418343,1.0,-0.018160192027047547,0.5980225025571088
A,15,tok_lam1,win8,352,2933.0,0.5663143539038528,0.8965,0.5284691442209342,1.0,0.7499705598147524,0.5980225025571088
A,15,tok_lam1,d_win8,352,2933.0,0.5373337879304466,0.999,0.5622229798840778,0.963,0.15069247717972928,0.5980225025571088
A,15,tok_pr,current,352,2933.0,0.5393794749403341,0.9985,0.511762700306853,1.0,0.05581473924250127,0.5980225025571088
A,15,tok_pr,win8,352,2933.0,0.5383566314353904,0.999,0.5121036481418343,1.0,-0.7103603038447229,0.5980225025571088
A,15,tok_pr,d_win8,352,2933.0,0.5206273440163656,1.0,0.5335833617456529,0.9995,-0.11292814833891321,0.5980225025571088
A,15,den_lam1,current,352,2933.0,0.5455165359699966,0.9925,0.5247187180361405,1.0,-0.08709287250363736,0.5980225025571088
A,15,den_lam1,win8,352,2933.0,0.5738152062734402,0.836,0.5216501875213092,1.0,0.597913378720744,0.5980225025571088
A,15,den_lam1,d_win8,352,2933.0,0.5236958745311967,1.0,0.5254006137061029,1.0,0.16859706236476768,0.5980225025571088
A,15,den_pr,current,352,2933.0,0.5455165359699966,0.9925,0.526764405046028,1.0,0.07260665051033321,0.5980225025571088
A,15,den_pr,win8,352,2933.0,0.5796113194681214,0.767,0.530855779065803,0.9995,-0.6254410524948767,0.5980225025571088
A,15,den_pr,d_win8,352,2933.0,0.5233549266962154,1.0,0.5243777702011592,1.0,-0.16741285154882884,0.5980225025571088
A,15,__BASELINE_hell__,win8,352,2933.0,0.5850664848278213,,,,1.0,0.5980225025571088
A,20,evr1,current,352,2933.0,0.5121036481418343,1.0,0.5250596658711217,1.0,0.2447860606500833,0.5963177633822025
A,20,evr1,win8,352,2933.0,0.522673031026253,1.0,0.524036822366178,1.0,0.3581346258400082,0.5963177633822025
A,20,evr1,d_win8,352,2933.0,0.5052846914422093,1.0,0.5069894306171157,1.0,-0.13433529014265555,0.5963177633822025
A,20,pr_cells,current,352,2933.0,0.5277872485509717,1.0,0.5052846914422093,1.0,-0.19293308988776406,0.5963177633822025
A,20,pr_cells,win8,352,2933.0,0.5223320831912717,1.0,0.5254006137061029,1.0,-0.3421406261349603,0.5963177633822025
A,20,pr_cells,d_win8,352,2933.0,0.5202863961813842,1.0,0.5037504261847937,1.0,0.16667161922119425,0.5963177633822025
A,20,s1frac,current,352,2933.0,0.5189226048414592,1.0,0.5489260143198091,0.992,0.10369273471256471,0.5963177633822025
A,20,s1frac,win8,352,2933.0,0.5400613706102966,0.9995,0.5230139788612342,1.0,0.2775849032931185,0.5963177633822025
A,20,s1frac,d_win8,352,2933.0,0.5683600409137401,0.8825,0.5724514149335151,0.8565,-0.14393003911417507,0.5963177633822025
A,20,pr_s,current,352,2933.0,0.5127855438117968,1.0,0.5390385271053528,0.9995,-0.10176288929830003,0.5963177633822025
A,20,pr_s,win8,352,2933.0,0.5669962495738152,0.894,0.5042618479372656,1.0,-0.3587721296644809,0.5963177633822025
A,20,pr_s,d_win8,352,2933.0,0.5697238322536652,0.8715,0.5751789976133651,0.8185,0.10049448505539155,0.5963177633822025
A,20,tok_lam1,current,352,2933.0,0.5107398568019093,1.0,0.5329014660756904,1.0,-0.07032682457611635,0.5963177633822025
A,20,tok_lam1,win8,352,2933.0,0.5086941697920219,1.0,0.5567678145243777,0.973,0.23957047044865737,0.5963177633822025
A,20,tok_lam1,d_win8,352,2933.0,0.5342652574156155,1.0,0.5380156836004091,1.0,-0.30519236822352963,0.5963177633822025
A,20,tok_pr,current,352,2933.0,0.5022161609273781,1.0,0.5294919877258779,1.0,0.025653682169262903,0.5963177633822025
A,20,tok_pr,win8,352,2933.0,0.5236958745311967,1.0,0.5404023184452779,0.999,-0.23247951293277067,0.5963177633822025
A,20,tok_pr,d_win8,352,2933.0,0.5230139788612342,1.0,0.5233549266962155,1.0,0.28673364721523353,0.5963177633822025
A,20,den_lam1,current,352,2933.0,0.5431299011251278,0.9985,0.5465393794749404,0.995,0.2037668029169445,0.5963177633822025
A,20,den_lam1,win8,352,2933.0,0.5468803273099216,0.9955,0.5352881009205592,1.0,0.22307103503987352,0.5963177633822025
A,20,den_lam1,d_win8,352,2933.0,0.5093760654619843,1.0,0.5107398568019093,1.0,-0.03493091736717799,0.5963177633822025
A,20,den_pr,current,352,2933.0,0.5465393794749404,0.9965,0.5502898056597341,0.99,-0.1530408134515783,0.5963177633822025
A,20,den_pr,win8,352,2933.0,0.5448346403000341,0.998,0.5352881009205591,1.0,-0.2134149294205951,0.5963177633822025
A,20,den_pr,d_win8,352,2933.0,0.5138083873167405,1.0,0.5175588135015343,1.0,0.08361783007675357,0.5963177633822025
A,20,__BASELINE_hell__,win8,352,2933.0,0.594272076372315,,,,1.0,0.5963177633822025
A,25,evr1,current,352,2933.0,0.5236958745311967,1.0,0.5206273440163655,1.0,0.35517299823248827,0.5980225025571088
A,25,evr1,win8,352,2933.0,0.515854074326628,1.0,0.5789294237981589,0.8035,0.49640857254171694,0.5980225025571088
A,25,evr1,d_win8,352,2933.0,0.5506307534947152,0.982,0.515854074326628,1.0,0.08416206079095596,0.5980225025571088
A,25,pr_cells,current,352,2933.0,0.5144902829867031,1.0,0.5141493351517218,1.0,-0.31454856915196855,0.5980225025571088
A,25,pr_cells,win8,352,2933.0,0.5039209001022843,1.0,0.5751789976133652,0.8495,-0.535391504938247,0.5980225025571088
A,25,pr_cells,d_win8,352,2933.0,0.5468803273099215,0.99,0.5233549266962155,1.0,-0.026450493164374176,0.5980225025571088
A,25,s1frac,current,352,2933.0,0.5588135015342652,0.954,0.5046027957722469,1.0,0.5900489972727933,0.5980225025571088
A,25,s1frac,win8,352,2933.0,0.5482441186498466,0.9875,0.5254006137061029,1.0,0.5455137009669586,0.5980225025571088
A,25,s1frac,d_win8,352,2933.0,0.6157517899761337,0.2685,0.5765427889532901,0.8345,0.34925524585581236,0.5980225025571088
A,25,pr_s,current,352,2933.0,0.5577906580293215,0.957,0.5035799522673031,1.0,-0.583195212090396,0.5980225025571088
A,25,pr_s,win8,352,2933.0,0.5526764405046029,0.9765,0.5311967269007842,0.9995,-0.5078431955202493,0.5980225025571088
A,25,pr_s,d_win8,352,2933.0,0.5990453460620525,0.4875,0.5465393794749404,0.9955,-0.42857343317683255,0.5980225025571088
A,25,tok_lam1,current,352,2933.0,0.5479031708148653,0.988,0.5646096147289464,0.939,0.19612913840959165,0.5980225025571088
A,25,tok_lam1,win8,352,2933.0,0.5277872485509717,1.0,0.5523354926696216,0.986,0.6115843552104174,0.5980225025571088
A,25,tok_lam1,d_win8,352,2933.0,0.5127855438117968,1.0,0.5189226048414592,1.0,-0.003035640783516137,0.5980225025571088
A,25,tok_pr,current,352,2933.0,0.507671326287078,1.0,0.5175588135015343,1.0,-0.1935587626097541,0.5980225025571088
A,25,tok_pr,win8,352,2933.0,0.5277872485509717,1.0,0.5519945448346403,0.9885,-0.5972046131394572,0.5980225025571088
A,25,tok_pr,d_win8,352,2933.0,0.5063075349471531,1.0,0.5022161609273781,1.0,0.029357092388253857,0.5980225025571088
A,25,den_lam1,current,352,2933.0,0.5857483804977839,0.6995,0.5410842141152403,0.998,0.3000827076606113,0.5980225025571088
A,25,den_lam1,win8,352,2933.0,0.6000681895669963,0.471,0.5891578588475963,0.664,0.04353570571700883,0.5980225025571088
A,25,den_lam1,d_win8,352,2933.0,0.5646096147289466,0.918,0.5414251619502216,0.998,0.023780240848229512,0.5980225025571088
A,25,den_pr,current,352,2933.0,0.568019093078759,0.893,0.5223320831912718,1.0,-0.28448518745969165,0.5980225025571088
A,25,den_pr,win8,352,2933.0,0.5772246846232526,0.8015,0.565291510398909,0.934,-0.1021838564331482,0.5980225025571088
A,25,den_pr,d_win8,352,2933.0,0.5584725536992841,0.955,0.5427889532901466,0.998,-0.0006350275472088502,0.5980225025571088
A,25,__BASELINE_hell__,win8,352,2933.0,0.6345039209001022,,,,1.0,0.5980225025571088
A,30,evr1,current,352,2933.0,0.6873508353221958,0.0035,0.547562222979884,0.992,0.6184469449341969,0.594272076372315
A,30,evr1,win8,352,2933.0,0.7187180361404706,0.0,0.551653596999659,0.9825,0.6386005401586136,0.594272076372315
A,30,evr1,d_win8,352,2933.0,0.6689396522332083,0.0125,0.5332424139106717,0.9995,0.5796904543363466,0.594272076372315
A,30,pr_cells,current,352,2933.0,0.6638254347084896,0.0185,0.5250596658711217,1.0,-0.6053290037001084,0.594272076372315
A,30,pr_cells,win8,352,2933.0,0.7088305489260143,0.0,0.5329014660756904,0.9995,-0.6486688083713578,0.594272076372315
A,30,pr_cells,d_win8,352,2933.0,0.6730310262529833,0.0085,0.5230139788612342,1.0,-0.5549392376587844,0.594272076372315
A,30,s1frac,current,352,2933.0,0.6597340606887147,0.0225,0.5151721786566655,1.0,0.6246769833880315,0.594272076372315
A,30,s1frac,win8,352,2933.0,0.7037163314012955,0.0,0.5673371974087964,0.894,0.4258316439619555,0.594272076372315
A,30,s1frac,d_win8,352,2933.0,0.6130242072962837,0.2595,0.5175588135015343,1.0,0.5166160955821011,0.594272076372315
A,30,pr_s,current,352,2933.0,0.6576883736788272,0.024,0.5346062052505967,0.9995,-0.6145074629493892,0.594272076372315
A,30,pr_s,win8,352,2933.0,0.6137061029662462,0.2545,0.559836345039209,0.9445,-0.2618203719478506,0.594272076372315
A,30,pr_s,d_win8,352,2933.0,0.5704057279236276,0.838,0.5032390044323218,1.0,-0.48043300734518857,0.594272076372315
A,30,tok_lam1,current,352,2933.0,0.6767814524377771,0.006,0.5383566314353904,0.999,0.6108134075556171,0.594272076372315
A,30,tok_lam1,win8,352,2933.0,0.6723491305830208,0.0085,0.5349471530855779,0.9995,0.6958570230524902,0.594272076372315
A,30,tok_lam1,d_win8,352,2933.0,0.6447323559495397,0.056,0.5216501875213093,1.0,0.47047754731890695,0.594272076372315
A,30,tok_pr,current,352,2933.0,0.672690078418002,0.0085,0.5386975792703717,0.999,-0.5845731228167487,0.594272076372315
A,30,tok_pr,win8,352,2933.0,0.6679168087282645,0.0125,0.5148312308216842,1.0,-0.646794816766488,0.594272076372315
A,30,tok_pr,d_win8,352,2933.0,0.6314353903852711,0.1075,0.5046027957722469,1.0,-0.45039603927705896,0.594272076372315
A,30,den_lam1,current,352,2933.0,0.6893965223320833,0.0015,0.5860893283327651,0.6715,0.44827497022964435,0.594272076372315
A,30,den_lam1,win8,352,2933.0,0.6965564268666894,0.0005,0.5946130242072962,0.5415,0.43286784823612,0.594272076372315
A,30,den_lam1,d_win8,352,2933.0,0.6375724514149335,0.0805,0.5451755881350153,0.994,0.3606422692824958,0.594272076372315
A,30,den_pr,current,352,2933.0,0.678145243777702,0.0055,0.5768837367882714,0.793,-0.435822597295685,0.594272076372315
A,30,den_pr,win8,352,2933.0,0.6839413569723832,0.004,0.5918854415274463,0.5895,-0.4226878724045862,0.594272076372315
A,30,den_pr,d_win8,352,2933.0,0.6334810773951586,0.0985,0.5339243095806342,0.9995,-0.35420477382233745,0.594272076372315
A,30,__BASELINE_hell__,win8,352,2933.0,0.7988407773610637,,,,1.0,0.594272076372315
