corpus,t,org,reading,n,pairs,auc,disc,p_family,disc_resid,p_family_resid,null_med
A,10,tok05,d_win8,352,2933.0,0.44459597681554724,0.5554040231844528,0.9945,0.5438117967950904,1.0,0.6106375724514149
A,10,tok06,current,352,2933.0,0.43095806341629733,0.5690419365837027,0.9605,0.547562222979884,0.9995,0.6106375724514149
A,10,tok06,win8,352,2933.0,0.5352881009205591,0.5352881009205591,1.0,0.5022161609273781,1.0,0.6106375724514149
A,10,tok06,d_win8,352,2933.0,0.4299352199113536,0.5700647800886465,0.9565,0.5502898056597341,0.9995,0.6106375724514149
A,10,tok07,current,352,2933.0,0.4486873508353222,0.5513126491646778,0.999,0.5073303784520968,1.0,0.6106375724514149
A,10,tok07,win8,352,2933.0,0.49982952608250936,0.5001704739174906,1.0,0.5155131264916468,1.0,0.6106375724514149
A,10,tok07,d_win8,352,2933.0,0.4664166382543471,0.5335833617456529,1.0,0.5080122741220593,1.0,0.6106375724514149
A,10,tok08,current,352,2933.0,0.4316399590862598,0.5683600409137401,0.964,0.513126491646778,1.0,0.6106375724514149
A,10,tok08,win8,352,2933.0,0.484145925673372,0.515854074326628,1.0,0.5049437436072282,1.0,0.6106375724514149
A,10,tok08,d_win8,352,2933.0,0.46198431639959087,0.5380156836004091,1.0,0.5052846914422093,1.0,0.6106375724514149
A,10,tok09,current,352,2933.0,0.3610637572451415,0.6389362427548585,0.1555,0.625980225025571,0.305,0.6106375724514149
A,10,tok09,win8,352,2933.0,0.4323218547562223,0.5676781452437777,0.9675,0.5564268666893966,0.9995,0.6106375724514149
A,10,tok09,d_win8,352,2933.0,0.4237981588816911,0.576201841118309,0.9205,0.5564268666893966,0.9995,0.6106375724514149
A,10,tok10,current,352,2933.0,0.40436413228775997,0.59563586771224,0.719,0.6143879986362086,0.472,0.6106375724514149
A,10,tok10,win8,352,2933.0,0.5155131264916468,0.5155131264916468,1.0,0.5076713262870781,1.0,0.6106375724514149
A,10,tok10,d_win8,352,2933.0,0.45993862938970337,0.5400613706102966,1.0,0.5489260143198091,0.9995,0.6106375724514149
A,10,act1_3,current,352,2933.0,0.5202863961813843,0.5202863961813843,1.0,0.5151721786566655,1.0,0.6106375724514149
A,10,act1_3,win8,352,2933.0,0.5758608932833277,0.5758608932833277,0.9225,0.5629048755540402,0.998,0.6106375724514149
A,10,act1_3,d_win8,352,2933.0,0.478690760313672,0.5213092396863279,1.0,0.5315376747357654,1.0,0.6106375724514149
A,10,act4_7,current,352,2933.0,0.43675417661097854,0.5632458233890214,0.9815,0.5458574838049779,1.0,0.6106375724514149
A,10,act4_7,win8,352,2933.0,0.5427889532901466,0.5427889532901466,1.0,0.5219911353562905,1.0,0.6106375724514149
A,10,act4_7,d_win8,352,2933.0,0.4408455506307535,0.5591544493692465,0.991,0.5513126491646778,0.9995,0.6106375724514149
A,10,act8_10,current,352,2933.0,0.3839072621888851,0.616092737811115,0.418,0.5993862938970338,0.694,0.6106375724514149
A,10,act8_10,win8,352,2933.0,0.4913058302079782,0.5086941697920218,1.0,0.5083532219570406,1.0,0.6106375724514149
A,10,act8_10,d_win8,352,2933.0,0.43982270712580973,0.5601772928741903,0.9905,0.5465393794749404,0.9995,0.6106375724514149
A,10,act_all_1_10,current,352,2933.0,0.4432321854756222,0.5567678145243777,0.994,0.5301738833958405,1.0,0.6106375724514149
A,10,act_all_1_10,win8,352,2933.0,0.5499488578247528,0.5499488578247528,0.999,0.5410842141152403,1.0,0.6106375724514149
A,10,act_all_1_10,d_win8,352,2933.0,0.45380156836004093,0.5461984316399591,0.9995,0.5315376747357654,1.0,0.6106375724514149
A,10,all11,current,352,2933.0,0.4452778724855097,0.5547221275144902,0.995,0.5298329355608592,1.0,0.6106375724514149
A,10,all11,win8,352,2933.0,0.5433003750426185,0.5433003750426185,1.0,0.5288100920559154,1.0,0.6106375724514149
A,10,all11,d_win8,352,2933.0,0.41629730651210367,0.5837026934878964,0.8585,0.5741561541084215,0.9715,0.6106375724514149
A,10,__BASELINE_hell__,win8,352,2933.0,0.5635867712240027,0.5635867712240027,,0.5196045005114217,,0.6106375724514149
A,15,tok00,current,352,2933.0,0.5410842141152403,0.5410842141152403,1.0,0.5059665871121718,1.0,0.6116604159563587
A,15,tok00,win8,352,2933.0,0.5219911353562905,0.5219911353562905,1.0,0.5393794749403341,1.0,0.6116604159563587
A,15,tok00,d_win8,352,2933.0,0.4858506648482782,0.5141493351517218,1.0,0.5615410842141153,0.995,0.6116604159563587
A,15,tok01,current,352,2933.0,0.5209682918513467,0.5209682918513467,1.0,0.522673031026253,1.0,0.6116604159563587
A,15,tok01,win8,352,2933.0,0.5189226048414592,0.5189226048414592,1.0,0.5124445959768156,1.0,0.6116604159563587
A,15,tok01,d_win8,352,2933.0,0.44561882032049094,0.5543811796795091,1.0,0.5584725536992841,0.9975,0.6116604159563587
A,15,tok02,current,352,2933.0,0.594272076372315,0.594272076372315,0.761,0.5796113194681214,0.94,0.6116604159563587
A,15,tok02,win8,352,2933.0,0.5485850664848279,0.5485850664848279,1.0,0.5124445959768156,1.0,0.6116604159563587
A,15,tok02,d_win8,352,2933.0,0.47323559495397205,0.526764405046028,1.0,0.515854074326628,1.0,0.6116604159563587
A,15,tok03,current,352,2933.0,0.6198431639959087,0.6198431639959087,0.372,0.60381861575179,0.6485,0.6116604159563587
A,15,tok03,win8,352,2933.0,0.5533583361745653,0.5533583361745653,1.0,0.5001704739174906,1.0,0.6116604159563587
A,15,tok03,d_win8,352,2933.0,0.5127855438117968,0.5127855438117968,1.0,0.5294919877258779,1.0,0.6116604159563587
A,15,tok04,current,352,2933.0,0.5796113194681214,0.5796113194681214,0.9225,0.5690419365837027,0.9845,0.6116604159563587
A,15,tok04,win8,352,2933.0,0.5905216501875213,0.5905216501875213,0.812,0.568019093078759,0.988,0.6116604159563587
A,15,tok04,d_win8,352,2933.0,0.49096488237299696,0.509035117627003,1.0,0.5083532219570406,1.0,0.6116604159563587
A,15,tok05,current,352,2933.0,0.6021138765768838,0.6021138765768838,0.638,0.5874531196726901,0.879,0.6116604159563587
A,15,tok05,win8,352,2933.0,0.6065461984316399,0.6065461984316399,0.5725,0.6041595635867713,0.641,0.6116604159563587
A,15,tok05,d_win8,352,2933.0,0.5404023184452779,0.5404023184452779,1.0,0.5663143539038528,0.9895,0.6116604159563587
A,15,tok06,current,352,2933.0,0.5850664848278213,0.5850664848278213,0.884,0.5717695192635527,0.9765,0.6116604159563587
A,15,tok06,win8,352,2933.0,0.651892260484146,0.651892260484146,0.088,0.672690078418002,0.0225,0.6116604159563587
A,15,tok06,d_win8,352,2933.0,0.46914422093419705,0.530855779065803,1.0,0.5103989089669281,1.0,0.6116604159563587
A,15,tok07,current,352,2933.0,0.6535969996590522,0.6535969996590522,0.081,0.6314353903852711,0.2555,0.6116604159563587
A,15,tok07,win8,352,2933.0,0.6508694169792022,0.6508694169792022,0.091,0.6784861916126833,0.0155,0.6116604159563587
A,15,tok07,d_win8,352,2933.0,0.5867712240027276,0.5867712240027276,0.8685,0.6027957722468462,0.6695,0.6116604159563587
A,15,tok08,current,352,2933.0,0.6065461984316399,0.6065461984316399,0.5725,0.5840436413228776,0.906,0.6116604159563587
A,15,tok08,win8,352,2933.0,0.5676781452437777,0.5676781452437777,0.985,0.6096147289464712,0.5495,0.6116604159563587
A,15,tok08,d_win8,352,2933.0,0.5165359699965906,0.5165359699965906,1.0,0.5291510398908967,1.0,0.6116604159563587
A,15,tok09,current,352,2933.0,0.6184793726559836,0.6184793726559836,0.3985,0.6048414592567337,0.6315,0.6116604159563587
A,15,tok09,win8,352,2933.0,0.5076713262870781,0.5076713262870781,1.0,0.5424480054551654,1.0,0.6116604159563587
A,15,tok09,d_win8,352,2933.0,0.5066484827821344,0.5066484827821344,1.0,0.5219911353562905,1.0,0.6116604159563587
A,15,tok10,current,352,2933.0,0.6184793726559836,0.6184793726559836,0.3985,0.636890555744971,0.2035,0.6116604159563587
A,15,tok10,win8,352,2933.0,0.5734742584384589,0.5734742584384589,0.966,0.5444936924650529,1.0,0.6116604159563587
A,15,tok10,d_win8,352,2933.0,0.5772246846232526,0.5772246846232526,0.9435,0.5993862938970338,0.718,0.6116604159563587
A,15,act1_3,current,352,2933.0,0.5864302761677463,0.5864302761677463,0.8705,0.5768837367882714,0.9505,0.6116604159563587
A,15,act1_3,win8,352,2933.0,0.5458574838049778,0.5458574838049778,1.0,0.509035117627003,1.0,0.6116604159563587
A,15,act1_3,d_win8,352,2933.0,0.484145925673372,0.515854074326628,1.0,0.5080122741220594,1.0,0.6116604159563587
A,15,act4_7,current,352,2933.0,0.6174565291510399,0.6174565291510399,0.4125,0.6004091374019775,0.7055,0.6116604159563587
A,15,act4_7,win8,352,2933.0,0.6508694169792022,0.6508694169792022,0.091,0.6645073303784521,0.0385,0.6116604159563587
A,15,act4_7,d_win8,352,2933.0,0.5144902829867031,0.5144902829867031,1.0,0.5342652574156154,1.0,0.6116604159563587
A,15,act8_10,current,352,2933.0,0.6464370951244459,0.6464370951244459,0.1185,0.6362086600750085,0.21,0.6116604159563587
A,15,act8_10,win8,352,2933.0,0.5659734060688715,0.5659734060688715,0.9885,0.59018070235254,0.8505,0.6116604159563587
A,15,act8_10,d_win8,352,2933.0,0.5417661097852029,0.5417661097852029,1.0,0.5649505625639277,0.993,0.6116604159563587
A,15,act_all_1_10,current,352,2933.0,0.6399590862598022,0.6399590862598022,0.161,0.6184793726559836,0.422,0.6116604159563587
A,15,act_all_1_10,win8,352,2933.0,0.6205250596658711,0.6205250596658711,0.3655,0.6167746334810774,0.446,0.6116604159563587
A,15,act_all_1_10,d_win8,352,2933.0,0.5015342652574156,0.5015342652574156,1.0,0.5206273440163655,1.0,0.6116604159563587
A,15,all11,current,352,2933.0,0.6307534947153085,0.6307534947153085,0.24,0.6184793726559836,0.422,0.6116604159563587
A,15,all11,win8,352,2933.0,0.6164336856460961,0.6164336856460961,0.4285,0.6174565291510399,0.433,0.6116604159563587
A,15,all11,d_win8,352,2933.0,0.5076713262870781,0.5076713262870781,1.0,0.5134674394817593,1.0,0.6116604159563587
A,15,__BASELINE_hell__,win8,352,2933.0,0.5850664848278213,0.5850664848278213,,0.5509717013296965,,0.6116604159563587
A,20,tok00,current,352,2933.0,0.5601772928741903,0.5601772928741903,0.994,0.519945448346403,1.0,0.6109785202863962
A,20,tok00,win8,352,2933.0,0.640981929764746,0.640981929764746,0.1655,0.6150698943061712,0.4575,0.6109785202863962
A,20,tok00,d_win8,352,2933.0,0.5536992840095465,0.5536992840095465,0.997,0.5076713262870781,1.0,0.6109785202863962
A,20,tok01,current,352,2933.0,0.5086941697920219,0.5086941697920219,1.0,0.5649505625639277,0.986,0.6109785202863962
A,20,tok01,win8,352,2933.0,0.4936924650528469,0.5063075349471531,1.0,0.5543811796795091,0.998,0.6109785202863962
A,20,tok01,d_win8,352,2933.0,0.4964200477326969,0.5035799522673031,1.0,0.5356290487555404,1.0,0.6109785202863962
A,20,tok02,current,352,2933.0,0.5560859188544153,0.5560859188544153,0.996,0.5025571087623594,1.0,0.6109785202863962
A,20,tok02,win8,352,2933.0,0.5322195704057279,0.5322195704057279,1.0,0.530855779065803,1.0,0.6109785202863962
A,20,tok02,d_win8,352,2933.0,0.5905216501875213,0.5905216501875213,0.8005,0.5455165359699966,1.0,0.6109785202863962
A,20,tok03,current,352,2933.0,0.49607909989771565,0.5039209001022844,1.0,0.5519945448346403,1.0,0.6109785202863962
A,20,tok03,win8,352,2933.0,0.5779065802932152,0.5779065802932152,0.926,0.5250596658711217,1.0,0.6109785202863962
A,20,tok03,d_win8,352,2933.0,0.5192635526764405,0.5192635526764405,1.0,0.504943743607228,1.0,0.6109785202863962
A,20,tok04,current,352,2933.0,0.5386975792703717,0.5386975792703717,1.0,0.5076713262870781,1.0,0.6109785202863962
A,20,tok04,win8,352,2933.0,0.6362086600750085,0.6362086600750085,0.21,0.5867712240027276,0.8575,0.6109785202863962
A,20,tok04,d_win8,352,2933.0,0.5492669621547903,0.5492669621547903,0.999,0.5400613706102966,1.0,0.6109785202863962
A,20,tok05,current,352,2933.0,0.5608591885441527,0.5608591885441527,0.992,0.5448346403000341,1.0,0.6109785202863962
A,20,tok05,win8,352,2933.0,0.6355267644050461,0.6355267644050461,0.213,0.5959768155472213,0.7545,0.6109785202863962
A,20,tok05,d_win8,352,2933.0,0.530855779065803,0.530855779065803,1.0,0.517217865666553,1.0,0.6109785202863962
A,20,tok06,current,352,2933.0,0.5383566314353904,0.5383566314353904,1.0,0.5335833617456529,1.0,0.6109785202863962
A,20,tok06,win8,352,2933.0,0.6607569041936584,0.6607569041936584,0.0545,0.625980225025571,0.319,0.6109785202863962
A,20,tok06,d_win8,352,2933.0,0.5097170132969656,0.5097170132969656,1.0,0.5046027957722469,1.0,0.6109785202863962
A,20,tok07,current,352,2933.0,0.5414251619502216,0.5414251619502216,1.0,0.5352881009205591,1.0,0.6109785202863962
A,20,tok07,win8,352,2933.0,0.6911012615069895,0.6911012615069895,0.0065,0.6730310262529833,0.026,0.6109785202863962
A,20,tok07,d_win8,352,2933.0,0.5155131264916468,0.5155131264916468,1.0,0.5011933174224343,1.0,0.6109785202863962
A,20,tok08,current,352,2933.0,0.548926014319809,0.548926014319809,0.999,0.5352881009205591,1.0,0.6109785202863962
A,20,tok08,win8,352,2933.0,0.6457551994544835,0.6457551994544835,0.1315,0.6004091374019775,0.689,0.6109785202863962
A,20,tok08,d_win8,352,2933.0,0.5523354926696216,0.5523354926696216,0.998,0.5434708489601091,1.0,0.6109785202863962
A,20,tok09,current,352,2933.0,0.5175588135015343,0.5175588135015343,1.0,0.5022161609273781,1.0,0.6109785202863962
A,20,tok09,win8,352,2933.0,0.6532560518240709,0.6532560518240709,0.0865,0.6007500852369587,0.687,0.6109785202863962
A,20,tok09,d_win8,352,2933.0,0.5025571087623594,0.5025571087623594,1.0,0.5052846914422093,1.0,0.6109785202863962
A,20,tok10,current,352,2933.0,0.5550630753494715,0.5550630753494715,0.9965,0.5264234572110467,1.0,0.6109785202863962
A,20,tok10,win8,352,2933.0,0.6143879986362086,0.6143879986362086,0.447,0.5506307534947154,1.0,0.6109785202863962
A,20,tok10,d_win8,352,2933.0,0.49676099556767817,0.5032390044323218,1.0,0.5052846914422093,1.0,0.6109785202863962
A,20,act1_3,current,352,2933.0,0.5192635526764405,0.5192635526764405,1.0,0.5461984316399591,1.0,0.6109785202863962
A,20,act1_3,win8,352,2933.0,0.5342652574156154,0.5342652574156154,1.0,0.5260825093760655,1.0,0.6109785202863962
A,20,act1_3,d_win8,352,2933.0,0.5482441186498466,0.5482441186498466,1.0,0.5114217524718718,1.0,0.6109785202863962
A,20,act4_7,current,352,2933.0,0.5407432662802591,0.5407432662802591,1.0,0.5271053528810092,1.0,0.6109785202863962
A,20,act4_7,win8,352,2933.0,0.6818956699624957,0.6818956699624957,0.014,0.6467780429594272,0.1165,0.6109785202863962
A,20,act4_7,d_win8,352,2933.0,0.5369928400954654,0.5369928400954654,1.0,0.5192635526764405,1.0,0.6109785202863962
A,20,act8_10,current,352,2933.0,0.5468803273099215,0.5468803273099215,1.0,0.519945448346403,1.0,0.6109785202863962
A,20,act8_10,win8,352,2933.0,0.6655301738833959,0.6655301738833959,0.0385,0.6164336856460961,0.44,0.6109785202863962
A,20,act8_10,d_win8,352,2933.0,0.5260825093760655,0.5260825093760655,1.0,0.5284691442209342,1.0,0.6109785202863962
A,20,act_all_1_10,current,352,2933.0,0.5366518922604842,0.5366518922604842,1.0,0.5025571087623594,1.0,0.6109785202863962
A,20,act_all_1_10,win8,352,2933.0,0.6304125468803273,0.6304125468803273,0.26,0.5744971019434026,0.9545,0.6109785202863962
A,20,act_all_1_10,d_win8,352,2933.0,0.5444936924650529,0.5444936924650529,1.0,0.5121036481418343,1.0,0.6109785202863962
A,20,all11,current,352,2933.0,0.5683600409137401,0.5683600409137401,0.973,0.5032390044323218,1.0,0.6109785202863962
A,20,all11,win8,352,2933.0,0.6934878963518581,0.6934878963518581,0.0055,0.6348448687350835,0.212,0.6109785202863962
A,20,all11,d_win8,352,2933.0,0.5499488578247528,0.5499488578247528,0.9985,0.5005114217524719,1.0,0.6109785202863962
A,20,__BASELINE_hell__,win8,352,2933.0,0.594272076372315,0.594272076372315,,0.5352881009205591,,0.6109785202863962
A,25,tok00,current,352,2933.0,0.478690760313672,0.5213092396863279,1.0,0.5554040231844528,0.9975,0.60654619843164
A,25,tok00,win8,352,2933.0,0.572110467098534,0.572110467098534,0.9375,0.6212069553358336,0.337,0.60654619843164
A,25,tok00,d_win8,352,2933.0,0.43061711558131605,0.5693828844186839,0.9575,0.5110808046368905,1.0,0.60654619843164
A,25,tok01,current,352,2933.0,0.485509717013297,0.5144902829867031,1.0,0.5155131264916468,1.0,0.60654619843164
A,25,tok01,win8,352,2933.0,0.49096488237299696,0.509035117627003,1.0,0.5697238322536652,0.968,0.60654619843164
A,25,tok01,d_win8,352,2933.0,0.40402318445277874,0.5959768155472213,0.667,0.5693828844186839,0.97,0.60654619843164
A,25,tok02,current,352,2933.0,0.5107398568019093,0.5107398568019093,1.0,0.518581657006478,1.0,0.60654619843164
A,25,tok02,win8,352,2933.0,0.49522673031026254,0.5047732696897375,1.0,0.6222297988407773,0.321,0.60654619843164
A,25,tok02,d_win8,352,2933.0,0.41970678486191615,0.5802932151380839,0.8805,0.5779065802932151,0.929,0.60654619843164
A,25,tok03,current,352,2933.0,0.4200477326968974,0.5799522673031026,0.8825,0.5738152062734402,0.9495,0.60654619843164
A,25,tok03,win8,352,2933.0,0.48653256051824073,0.5134674394817593,1.0,0.5806341629730651,0.9055,0.60654619843164
A,25,tok03,d_win8,352,2933.0,0.36924650528469144,0.6307534947153086,0.2105,0.6498465734742584,0.0945,0.60654619843164
A,25,tok04,current,352,2933.0,0.45618820320490966,0.5438117967950904,1.0,0.5594953972042278,0.9955,0.60654619843164
A,25,tok04,win8,352,2933.0,0.48482782134333446,0.5151721786566655,1.0,0.5673371974087964,0.9775,0.60654619843164
A,25,tok04,d_win8,352,2933.0,0.40368223661779745,0.5963177633822025,0.6625,0.6249573815206273,0.29,0.60654619843164
A,25,tok05,current,352,2933.0,0.4357313331060348,0.5642686668939652,0.9815,0.572110467098534,0.958,0.60654619843164
A,25,tok05,win8,352,2933.0,0.49232867371292194,0.507671326287078,1.0,0.5833617456529151,0.877,0.60654619843164
A,25,tok05,d_win8,352,2933.0,0.4105011933174224,0.5894988066825776,0.7645,0.6133651551312649,0.454,0.60654619843164
A,25,tok06,current,352,2933.0,0.4507330378452097,0.5492669621547903,0.999,0.5499488578247529,0.9995,0.60654619843164
A,25,tok06,win8,352,2933.0,0.4821002386634845,0.5178997613365155,1.0,0.5594953972042278,0.9955,0.60654619843164
A,25,tok06,d_win8,352,2933.0,0.4316399590862598,0.5683600409137401,0.962,0.5987043982270712,0.683,0.60654619843164
A,25,tok07,current,352,2933.0,0.45380156836004093,0.5461984316399591,1.0,0.5554040231844528,0.9975,0.60654619843164
A,25,tok07,win8,352,2933.0,0.5103989089669281,0.5103989089669281,1.0,0.6007500852369587,0.6535,0.60654619843164
A,25,tok07,d_win8,352,2933.0,0.45039209001022845,0.5496079099897715,0.999,0.5823389021479713,0.887,0.60654619843164
A,25,tok08,current,352,2933.0,0.5032390044323218,0.5032390044323218,1.0,0.5059665871121718,1.0,0.60654619843164
A,25,tok08,win8,352,2933.0,0.47698602113876576,0.5230139788612342,1.0,0.5649505625639277,0.9825,0.60654619843164
A,25,tok08,d_win8,352,2933.0,0.4834640300034095,0.5165359699965906,1.0,0.5349471530855778,1.0,0.60654619843164
A,25,tok09,current,352,2933.0,0.5564268666893966,0.5564268666893966,0.994,0.5533583361745653,0.9985,0.60654619843164
A,25,tok09,win8,352,2933.0,0.5216501875213092,0.5216501875213092,1.0,0.6229116945107399,0.314,0.60654619843164
A,25,tok09,d_win8,352,2933.0,0.4742584384589158,0.5257415615410842,1.0,0.5635867712240028,0.987,0.60654619843164
A,25,tok10,current,352,2933.0,0.5107398568019093,0.5107398568019093,1.0,0.5080122741220594,1.0,0.60654619843164
A,25,tok10,win8,352,2933.0,0.5533583361745653,0.5533583361745653,0.998,0.6034776679168087,0.6045,0.60654619843164
A,25,tok10,d_win8,352,2933.0,0.5315376747357654,0.5315376747357654,1.0,0.5011933174224343,1.0,0.60654619843164
A,25,act1_3,current,352,2933.0,0.46914422093419705,0.530855779065803,1.0,0.5103989089669281,1.0,0.60654619843164
A,25,act1_3,win8,352,2933.0,0.4984657347425844,0.5015342652574156,1.0,0.59836345039209,0.6865,0.60654619843164
A,25,act1_3,d_win8,352,2933.0,0.37163314012956017,0.6283668598704398,0.233,0.6270030685305148,0.269,0.60654619843164
A,25,act4_7,current,352,2933.0,0.4394817592908285,0.5605182407091716,0.989,0.5676781452437777,0.976,0.60654619843164
A,25,act4_7,win8,352,2933.0,0.49676099556767817,0.5032390044323218,1.0,0.5959768155472213,0.7195,0.60654619843164
A,25,act4_7,d_win8,352,2933.0,0.42891237640640983,0.5710876235935902,0.9455,0.6041595635867711,0.5915,0.60654619843164
A,25,act8_10,current,352,2933.0,0.515854074326628,0.515854074326628,1.0,0.5042618479372656,1.0,0.60654619843164
A,25,act8_10,win8,352,2933.0,0.5052846914422093,0.5052846914422093,1.0,0.6004091374019775,0.6595,0.60654619843164
A,25,act8_10,d_win8,352,2933.0,0.4735765427889533,0.5264234572110467,1.0,0.5652915103989089,0.982,0.60654619843164
A,25,act_all_1_10,current,352,2933.0,0.4357313331060348,0.5642686668939652,0.9815,0.5673371974087964,0.9775,0.60654619843164
A,25,act_all_1_10,win8,352,2933.0,0.4974428912376406,0.5025571087623594,1.0,0.6106375724514149,0.505,0.60654619843164
A,25,act_all_1_10,d_win8,352,2933.0,0.42516195022161607,0.5748380497783839,0.9215,0.6113194681213774,0.49,0.60654619843164
A,25,all11,current,352,2933.0,0.4340265939311285,0.5659734060688715,0.974,0.5376747357654279,1.0,0.60654619843164
A,25,all11,win8,352,2933.0,0.5155131264916468,0.5155131264916468,1.0,0.6355267644050461,0.188,0.60654619843164
A,25,all11,d_win8,352,2933.0,0.36379133992499146,0.6362086600750085,0.1715,0.6109785202863962,0.4985,0.60654619843164
A,25,__BASELINE_hell__,win8,352,2933.0,0.36549607909989773,0.6345039209001022,,0.6870098874872145,,0.60654619843164
A,30,tok00,current,352,2933.0,0.5840436413228776,0.5840436413228776,0.8065,0.5342652574156154,1.0,0.60654619843164
A,30,tok00,win8,352,2933.0,0.5349471530855779,0.5349471530855779,1.0,0.5069894306171155,1.0,0.60654619843164
A,30,tok00,d_win8,352,2933.0,0.5468803273099215,0.5468803273099215,1.0,0.5080122741220593,1.0,0.60654619843164
A,30,tok01,current,352,2933.0,0.43641322877599725,0.5635867712240028,0.977,0.5342652574156154,1.0,0.60654619843164
A,30,tok01,win8,352,2933.0,0.45959768155472214,0.5404023184452779,1.0,0.6280259120354585,0.2345,0.60654619843164
A,30,tok01,d_win8,352,2933.0,0.4589157858847596,0.5410842141152403,1.0,0.5294919877258779,1.0,0.60654619843164
A,30,tok02,current,352,2933.0,0.4340265939311285,0.5659734060688715,0.9665,0.5005114217524719,1.0,0.60654619843164
A,30,tok02,win8,352,2933.0,0.43334469826116606,0.5666553017388339,0.9645,0.6212069553358336,0.304,0.60654619843164
A,30,tok02,d_win8,352,2933.0,0.4336856460961473,0.5663143539038527,0.965,0.5376747357654279,1.0,0.60654619843164
A,30,tok03,current,352,2933.0,0.446982611660416,0.553017388339584,0.998,0.5011933174224343,1.0,0.60654619843164
A,30,tok03,win8,352,2933.0,0.45346062052505964,0.5465393794749404,1.0,0.6375724514149335,0.1505,0.60654619843164
A,30,tok03,d_win8,352,2933.0,0.4394817592908285,0.5605182407091716,0.9885,0.5438117967950904,1.0,0.60654619843164
A,30,tok04,current,352,2933.0,0.5318786225707467,0.5318786225707467,1.0,0.5663143539038528,0.9685,0.60654619843164
A,30,tok04,win8,352,2933.0,0.438799863620866,0.561200136379134,0.987,0.5993862938970338,0.6085,0.60654619843164
A,30,tok04,d_win8,352,2933.0,0.5458574838049778,0.5458574838049778,1.0,0.5236958745311967,1.0,0.60654619843164
A,30,tok05,current,352,2933.0,0.5506307534947154,0.5506307534947154,1.0,0.5857483804977839,0.8045,0.60654619843164
A,30,tok05,win8,352,2933.0,0.40572792362768495,0.594272076372315,0.679,0.5843845891578588,0.823,0.60654619843164
A,30,tok05,d_win8,352,2933.0,0.5390385271053528,0.5390385271053528,1.0,0.5369928400954654,1.0,0.60654619843164
A,30,tok06,current,352,2933.0,0.5011933174224343,0.5011933174224343,1.0,0.5451755881350153,0.9995,0.60654619843164
A,30,tok06,win8,352,2933.0,0.37572451414933516,0.6242754858506648,0.266,0.5404023184452779,1.0,0.60654619843164
A,30,tok06,d_win8,352,2933.0,0.5124445959768156,0.5124445959768156,1.0,0.5103989089669281,1.0,0.60654619843164
A,30,tok07,current,352,2933.0,0.5284691442209342,0.5284691442209342,1.0,0.5857483804977839,0.8045,0.60654619843164
A,30,tok07,win8,352,2933.0,0.3856120013637913,0.6143879986362086,0.382,0.5448346403000341,0.9995,0.60654619843164
A,30,tok07,d_win8,352,2933.0,0.5441527446300716,0.5441527446300716,1.0,0.5383566314353904,1.0,0.60654619843164
A,30,tok08,current,352,2933.0,0.5230139788612342,0.5230139788612342,1.0,0.5768837367882714,0.911,0.60654619843164
A,30,tok08,win8,352,2933.0,0.4128878281622912,0.5871121718377088,0.7725,0.561200136379134,0.9845,0.60654619843164
