corpus,t,org,reading,n,pairs,auc,disc,p_family,disc_resid,p_family_resid,null_med
B,30,tok01,win8,512,2008.0,0.3545816733067729,0.6454183266932271,0.0035,0.5293824701195219,1.0,0.577191235059761
B,30,tok01,d_win8,512,2008.0,0.4033864541832669,0.5966135458167331,0.175,0.5338645418326693,1.0,0.577191235059761
B,30,tok02,current,512,2008.0,0.35906374501992033,0.6409362549800797,0.005,0.5507968127490039,0.9785,0.577191235059761
B,30,tok02,win8,512,2008.0,0.38745019920318724,0.6125498007968128,0.061,0.5059760956175299,1.0,0.577191235059761
B,30,tok02,d_win8,512,2008.0,0.38745019920318724,0.6125498007968128,0.061,0.5717131474103585,0.689,0.577191235059761
B,30,tok03,current,512,2008.0,0.350597609561753,0.649402390438247,0.0035,0.5522908366533865,0.9695,0.577191235059761
B,30,tok03,win8,512,2008.0,0.39243027888446214,0.6075697211155379,0.0835,0.5094621513944223,1.0,0.577191235059761
B,30,tok03,d_win8,512,2008.0,0.3431274900398406,0.6568725099601593,0.0015,0.600597609561753,0.1625,0.577191235059761
B,30,tok04,current,512,2008.0,0.3954183266932271,0.6045816733067729,0.1015,0.5109561752988048,1.0,0.577191235059761
B,30,tok04,win8,512,2008.0,0.4357569721115538,0.5642430278884463,0.7855,0.525398406374502,1.0,0.577191235059761
B,30,tok04,d_win8,512,2008.0,0.39193227091633465,0.6080677290836654,0.081,0.5418326693227091,0.998,0.577191235059761
B,30,tok05,current,512,2008.0,0.37749003984063745,0.6225099601593626,0.0205,0.5258964143426295,1.0,0.577191235059761
B,30,tok05,win8,512,2008.0,0.4091135458167331,0.5908864541832669,0.2435,0.5079681274900398,1.0,0.577191235059761
B,30,tok05,d_win8,512,2008.0,0.3839641434262948,0.6160358565737052,0.041,0.5273904382470119,1.0,0.577191235059761
B,30,tok06,current,512,2008.0,0.37699203187250996,0.62300796812749,0.0205,0.500996015936255,1.0,0.577191235059761
B,30,tok06,win8,512,2008.0,0.41733067729083667,0.5826693227091633,0.393,0.5353585657370518,1.0,0.577191235059761
B,30,tok06,d_win8,512,2008.0,0.3690239043824701,0.6309760956175299,0.0105,0.5363545816733069,1.0,0.577191235059761
B,30,tok07,current,512,2008.0,0.3645418326693227,0.6354581673306773,0.007,0.5343625498007969,1.0,0.577191235059761
B,30,tok07,win8,512,2008.0,0.39741035856573703,0.602589641434263,0.1135,0.5077191235059761,1.0,0.577191235059761
B,30,tok07,d_win8,512,2008.0,0.38296812749003983,0.6170318725099602,0.036,0.5288844621513944,1.0,0.577191235059761
B,30,tok08,current,512,2008.0,0.29830677290836655,0.7016932270916334,0.0,0.5816733067729083,0.4835,0.577191235059761
B,30,tok08,win8,512,2008.0,0.3710159362549801,0.6289840637450199,0.0125,0.521414342629482,1.0,0.577191235059761
B,30,tok08,d_win8,512,2008.0,0.3102589641434263,0.6897410358565736,0.0,0.5966135458167331,0.2135,0.577191235059761
B,30,tok09,current,512,2008.0,0.32768924302788843,0.6723107569721116,0.0,0.5642430278884463,0.8415,0.577191235059761
B,30,tok09,win8,512,2008.0,0.4028884462151394,0.5971115537848606,0.168,0.5134462151394422,1.0,0.577191235059761
B,30,tok09,d_win8,512,2008.0,0.3336653386454183,0.6663346613545817,0.0005,0.593625498007968,0.2645,0.577191235059761
B,30,tok10,current,512,2008.0,0.375996015936255,0.624003984063745,0.018,0.5607569721115537,0.889,0.577191235059761
B,30,tok10,win8,512,2008.0,0.30876494023904383,0.6912350597609562,0.0,0.6120517928286853,0.0705,0.577191235059761
B,30,tok10,d_win8,512,2008.0,0.37250996015936255,0.6274900398406374,0.014,0.5712151394422311,0.6995,0.577191235059761
B,30,act1_3,current,512,2008.0,0.3461155378486056,0.6538844621513944,0.0025,0.548804780876494,0.984,0.577191235059761
B,30,act1_3,win8,512,2008.0,0.3595617529880478,0.6404382470119522,0.005,0.5194223107569721,1.0,0.577191235059761
B,30,act1_3,d_win8,512,2008.0,0.35756972111553786,0.6424302788844621,0.0045,0.578187250996016,0.556,0.577191235059761
B,30,act4_7,current,512,2008.0,0.3715139442231076,0.6284860557768924,0.013,0.524402390438247,1.0,0.577191235059761
B,30,act4_7,win8,512,2008.0,0.41334661354581675,0.5866533864541832,0.3165,0.522410358565737,1.0,0.577191235059761
B,30,act4_7,d_win8,512,2008.0,0.3754980079681275,0.6245019920318725,0.0175,0.5249003984063745,1.0,0.577191235059761
B,30,act8_10,current,512,2008.0,0.30826693227091634,0.6917330677290836,0.0,0.577191235059761,0.583,0.577191235059761
B,30,act8_10,win8,512,2008.0,0.3436254980079681,0.656374501992032,0.002,0.5463147410358566,0.9915,0.577191235059761
B,30,act8_10,d_win8,512,2008.0,0.3042828685258964,0.6957171314741035,0.0,0.6254980079681275,0.0215,0.577191235059761
B,30,act_all_1_10,current,512,2008.0,0.33117529880478086,0.6688247011952191,0.0,0.5438247011952191,0.9965,0.577191235059761
B,30,act_all_1_10,win8,512,2008.0,0.36254980079681276,0.6374501992031872,0.0055,0.5027390438247012,1.0,0.577191235059761
B,30,act_all_1_10,d_win8,512,2008.0,0.32221115537848605,0.6777888446215139,0.0,0.5946215139442231,0.246,0.577191235059761
B,30,all11,current,512,2008.0,0.3456175298804781,0.6543824701195219,0.0025,0.5318725099601593,1.0,0.577191235059761
B,30,all11,win8,512,2008.0,0.375,0.625,0.0175,0.5079681274900398,1.0,0.577191235059761
B,30,all11,d_win8,512,2008.0,0.323207171314741,0.6767928286852589,0.0,0.5981075697211156,0.188,0.577191235059761
B,30,__BASELINE_hell__,win8,512,2008.0,0.24900398406374502,0.750996015936255,,0.6720617529880478,,0.577191235059761
