corpus,lead,org,kind,n_rows,n_event,strata,pairs,auc,disc,p_family,auc_resid,disc_resid,p_family_resid,null_med
A,5-8,tok10,ent,6043,653,84,35398.0,0.3896124074806486,0.6103875925193514,0.0,0.4285270354257303,0.5714729645742698,0.0,0.5257712300129951
A,5-8,act1_3,hell,6043,653,84,35398.0,0.4734165772077519,0.5265834227922481,0.456,0.48669416351206285,0.5133058364879372,0.9985,0.5257712300129951
A,5-8,act1_3,ent,6043,653,84,35398.0,0.37428668286343864,0.6257133171365614,0.0,0.4055031357703825,0.5944968642296176,0.0,0.5257712300129951
A,5-8,act4_7,hell,6043,653,84,35398.0,0.4762980959376236,0.5237019040623764,0.6115,0.4982202384315498,0.5017797615684503,1.0,0.5257712300129951
A,5-8,act4_7,ent,6043,653,84,35398.0,0.4072970224306458,0.5927029775693542,0.0,0.4358720831685406,0.5641279168314595,0.0,0.5257712300129951
A,5-8,act8_10,hell,6043,653,84,35398.0,0.47841685970958814,0.5215831402904119,0.73,0.5075145488445675,0.5075145488445675,1.0,0.5257712300129951
A,5-8,act8_10,ent,6043,653,84,35398.0,0.40310187016215604,0.596898129837844,0.0,0.44968642296174927,0.5503135770382508,0.0045,0.5257712300129951
A,5-8,act_all_1_10,hell,6043,653,84,35398.0,0.4733318266568733,0.5266681733431267,0.455,0.5,0.5,1.0,0.5257712300129951
A,5-8,act_all_1_10,ent,6043,653,84,35398.0,0.38211198372789423,0.6178880162721058,0.0,0.4166902084863552,0.5833097915136448,0.0,0.5257712300129951
A,5-8,all11,hell,6043,653,84,35398.0,0.47734335273179274,0.5226566472682073,0.671,0.522035143228431,0.522035143228431,0.847,0.5257712300129951
A,5-8,all11,ent,6043,653,84,35398.0,0.41224080456522966,0.5877591954347703,0.0,0.4318605570936211,0.5681394429063789,0.0,0.5257712300129951
A,9-12,tok00,hell,6043,612,84,32482.0,0.3916015023705437,0.6083984976294563,0.0,0.43841204359337477,0.5615879564066253,0.0,0.5258604765716397
A,9-12,tok00,ent,6043,612,84,32482.0,0.32545717628224863,0.6745428237177513,0.0,0.3864140139153993,0.6135859860846007,0.0,0.5258604765716397
A,9-12,tok01,hell,6043,612,84,32482.0,0.38658333846438026,0.6134166615356198,0.0,0.40796441105843234,0.5920355889415676,0.0,0.5258604765716397
A,9-12,tok01,ent,6043,612,84,32482.0,0.5330336801921064,0.5330336801921064,0.209,0.48828581983867986,0.5117141801613201,1.0,0.5258604765716397
A,9-12,tok02,hell,6043,612,84,32482.0,0.3896927529093036,0.6103072470906964,0.0,0.409041930915584,0.5909580690844161,0.0,0.5258604765716397
A,9-12,tok02,ent,6043,612,84,32482.0,0.6037035896804384,0.6037035896804384,0.0,0.5267378855981775,0.5267378855981775,0.633,0.5258604765716397
A,9-12,tok03,hell,6043,612,84,32482.0,0.3986515608644788,0.6013484391355213,0.0,0.42249553598916323,0.5775044640108368,0.0,0.5258604765716397
A,9-12,tok03,ent,6043,612,84,32482.0,0.5898497629456314,0.5898497629456314,0.0,0.5182408718674958,0.5182408718674958,0.965,0.5258604765716397
A,9-12,tok04,hell,6043,612,84,32482.0,0.41804691829320856,0.5819530817067915,0.0,0.4826211440182255,0.5173788559817745,0.978,0.5258604765716397
A,9-12,tok04,ent,6043,612,84,32482.0,0.5559540668678037,0.5559540668678037,0.0025,0.49170309709993226,0.5082969029000677,1.0,0.5258604765716397
A,9-12,tok05,hell,6043,612,84,32482.0,0.42931469737085154,0.5706853026291485,0.0,0.5006619050551074,0.5006619050551074,1.0,0.5258604765716397
A,9-12,tok05,ent,6043,612,84,32482.0,0.5115756418939721,0.5115756418939721,0.997,0.4617172587894834,0.5382827412105167,0.1305,0.5258604765716397
A,9-12,tok06,hell,6043,612,84,32482.0,0.43654947355458407,0.5634505264454159,0.0,0.5251369989532664,0.5251369989532664,0.724,0.5258604765716397
A,9-12,tok06,ent,6043,612,84,32482.0,0.46388769164460314,0.5361123083553969,0.1295,0.4392432731974632,0.5607567268025369,0.0,0.5258604765716397
A,9-12,tok07,hell,6043,612,84,32482.0,0.4767563573671572,0.5232436426328428,0.6475,0.551028261806539,0.551028261806539,0.0105,0.5258604765716397
A,9-12,tok07,ent,6043,612,84,32482.0,0.44206021796687395,0.557939782033126,0.0015,0.4327473677729204,0.5672526322270797,0.0,0.5258604765716397
A,9-12,tok08,hell,6043,612,84,32482.0,0.47697186133858754,0.5230281386614124,0.6595,0.5702081152638384,0.5702081152638384,0.0,0.5258604765716397
A,9-12,tok08,ent,6043,612,84,32482.0,0.4366110461178499,0.5633889538821502,0.0,0.4347792623606921,0.5652207376393079,0.0,0.5258604765716397
A,9-12,tok09,hell,6043,612,84,32482.0,0.5029554830367589,0.5029554830367589,1.0,0.5544455390677914,0.5544455390677914,0.002,0.5258604765716397
A,9-12,tok09,ent,6043,612,84,32482.0,0.4891786220060341,0.5108213779939659,0.999,0.4885013238101102,0.5114986761898899,1.0,0.5258604765716397
A,9-12,tok10,hell,6043,612,84,32482.0,0.4204174619789422,0.5795825380210577,0.0,0.4949664429530201,0.5050335570469799,1.0,0.5258604765716397
A,9-12,tok10,ent,6043,612,84,32482.0,0.6252693799642879,0.6252693799642879,0.0,0.5525367896065513,0.5525367896065513,0.0055,0.5258604765716397
A,9-12,act1_3,hell,6043,612,84,32482.0,0.3881226525460255,0.6118773474539745,0.0,0.38955421464195555,0.6104457853580445,0.0,0.5258604765716397
A,9-12,act1_3,ent,6043,612,84,32482.0,0.5890031402007265,0.5890031402007265,0.0,0.5165476263776861,0.5165476263776861,0.988,0.5258604765716397
A,9-12,act4_7,hell,6043,612,84,32482.0,0.43476386921987564,0.5652361307801244,0.0,0.5325872791084293,0.5325872791084293,0.3325,0.5258604765716397
A,9-12,act4_7,ent,6043,612,84,32482.0,0.4932116248999446,0.5067883751000555,1.0,0.45103441906286557,0.5489655809371344,0.014,0.5258604765716397
A,9-12,act8_10,hell,6043,612,84,32482.0,0.45809987069761715,0.5419001293023828,0.045,0.5608182993658026,0.5608182993658026,0.0,0.5258604765716397
A,9-12,act8_10,ent,6043,612,84,32482.0,0.5365894957207068,0.5365894957207068,0.119,0.49659811587956404,0.503401884120436,1.0,0.5258604765716397
A,9-12,act_all_1_10,hell,6043,612,84,32482.0,0.4182932085462718,0.5817067914537282,0.0,0.5,0.5,1.0,0.5258604765716397
A,9-12,act_all_1_10,ent,6043,612,84,32482.0,0.5428391108921864,0.5428391108921864,0.0375,0.4820669909488332,0.5179330090511668,0.9685,0.5258604765716397
A,9-12,all11,hell,6043,612,84,32482.0,0.4119204482482606,0.5880795517517394,0.0,0.43191613816883195,0.5680838618311681,0.0,0.5258604765716397
A,9-12,all11,ent,6043,612,84,32482.0,0.4207715042177206,0.5792284957822794,0.0,0.4155532294809433,0.5844467705190567,0.0,0.5258604765716397
