representation,direction,quantile,mode,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,quantity,family
L12,high,0.98,global,10,11,0.02053388090349076,0.0007685321036819675,0.47619047619047616,0,7,0.0,0.0,0.49002679185551945,0.9717641649497344,arc_stretch_s9,A_secondary_endpoint
L12,high,0.99,per_task,7,0,0.014373716632443531,0.0,1.0,0,0,0.0,0.0,0.9611988704875264,1.0403674314481803,arc_stretch_s9,A_secondary_endpoint
L12,high,0.99,global,4,1,0.008213552361396304,6.986655488017886e-05,0.8,0,0,0.0,0.0,0.6592289770772742,1.2135388883341285,arc_stretch_s9,A_secondary_endpoint
L12,high,0.995,per_task,2,0,0.004106776180698152,0.0,1.0,0,0,0.0,0.0,0.9766355140186915,1.0239234449760766,arc_stretch_s9,A_secondary_endpoint
L12,high,0.995,global,0,1,0.0,6.986655488017886e-05,0.0,0,0,0.0,0.0,0.3288888888888889,0.0,arc_stretch_s9,A_secondary_endpoint
L13,low,0.5,per_task,130,313,0.2669404517453799,0.02186823167749598,0.29345372460496616,20,291,0.06430868167202572,0.15384615384615385,0.24105292977779022,1.217382941063942,arc_stretch_s9,A_secondary_endpoint
L13,low,0.5,global,119,754,0.24435318275154005,0.05267938237965486,0.13631156930126,33,736,0.04291287386215865,0.2773109243697479,0.10103703301083092,1.3491248232383046,arc_stretch_s9,A_secondary_endpoint
L13,low,0.6,per_task,115,195,0.23613963039014374,0.013623978201634877,0.3709677419354839,14,172,0.07526881720430108,0.12173913043478261,0.30204459410853235,1.2281886488661529,arc_stretch_s9,A_secondary_endpoint
L13,low,0.6,global,96,458,0.1971252566735113,0.03199888213512192,0.17328519855595667,17,439,0.03728070175438596,0.17708333333333334,0.13300320393136852,1.3028648441083737,arc_stretch_s9,A_secondary_endpoint
L13,low,0.7,per_task,103,117,0.21149897330595482,0.008174386920980926,0.4681818181818182,7,97,0.0673076923076923,0.06796116504854369,0.39116524063833924,1.1968901362958433,arc_stretch_s9,A_secondary_endpoint
L13,low,0.7,global,71,228,0.1457905544147844,0.015929574512680778,0.23745819397993312,9,209,0.04128440366972477,0.1267605633802817,0.17958904360340822,1.3222309625097122,arc_stretch_s9,A_secondary_endpoint
L13,low,0.75,per_task,93,91,0.19096509240246407,0.006357856494096276,0.5054347826086957,5,74,0.06329113924050633,0.053763440860215055,0.41856194314142453,1.2075507362548688,arc_stretch_s9,A_secondary_endpoint
L13,low,0.75,global,65,152,0.13347022587268995,0.010619716341787187,0.2995391705069124,6,135,0.0425531914893617,0.09230769230769231,0.2272818752736055,1.3179193023918976,arc_stretch_s9,A_secondary_endpoint
L13,low,0.8,per_task,78,69,0.1601642710472279,0.004820792286732341,0.5306122448979592,4,53,0.07017543859649122,0.05128205128205128,0.44564594065059243,1.1906587640478126,arc_stretch_s9,A_secondary_endpoint
L13,low,0.8,global,57,94,0.11704312114989733,0.006567456158736813,0.37748344370860926,6,79,0.07058823529411765,0.10526315789473684,0.2835368295859662,1.3313383106520176,arc_stretch_s9,A_secondary_endpoint
L13,low,0.85,per_task,64,44,0.13141683778234087,0.00307412841472787,0.5925925925925926,3,30,0.09090909090909091,0.046875,0.49591978536730813,1.1949363789825056,arc_stretch_s9,A_secondary_endpoint
L13,low,0.85,global,48,50,0.09856262833675565,0.003493327744008943,0.4897959183673469,2,34,0.05555555555555555,0.041666666666666664,0.4069102725596518,1.2036951421410584,arc_stretch_s9,A_secondary_endpoint
L13,low,0.9,per_task,41,26,0.08418891170431211,0.0018165304268846503,0.6119402985074627,1,14,0.06666666666666667,0.024390243902439025,0.5281633642457364,1.1586193589579374,arc_stretch_s9,A_secondary_endpoint
L13,low,0.9,global,40,25,0.08213552361396304,0.0017466638720044715,0.6153846153846154,0,11,0.0,0.0,0.5205332858752563,1.182219527709684,arc_stretch_s9,A_secondary_endpoint
L13,low,0.925,per_task,31,22,0.06365503080082136,0.001537064207363935,0.5849056603773585,0,12,0.0,0.0,0.523313182076835,1.1176971656935641,arc_stretch_s9,A_secondary_endpoint
L13,low,0.925,global,35,23,0.07186858316221766,0.0016069307622441137,0.603448275862069,0,10,0.0,0.0,0.5239442108746415,1.151741470441496,arc_stretch_s9,A_secondary_endpoint
L13,low,0.95,per_task,25,17,0.0513347022587269,0.0011877314329630407,0.5952380952380952,0,9,0.0,0.0,0.5537073013429651,1.075004959830584,arc_stretch_s9,A_secondary_endpoint
L13,low,0.95,global,29,17,0.059548254620123205,0.0011877314329630407,0.6304347826086957,0,6,0.0,0.0,0.5560877122768775,1.1336966609591268,arc_stretch_s9,A_secondary_endpoint
L13,low,0.96,per_task,20,13,0.04106776180698152,0.0009082652134423251,0.6060606060606061,0,6,0.0,0.0,0.576511800356643,1.0512544681404328,arc_stretch_s9,A_secondary_endpoint
L13,low,0.96,global,27,16,0.055441478439425054,0.0011178648780828617,0.627906976744186,0,5,0.0,0.0,0.5640234172752783,1.113264019741451,arc_stretch_s9,A_secondary_endpoint
L13,low,0.975,per_task,17,10,0.03490759753593429,0.0006986655488017886,0.6296296296296297,0,4,0.0,0.0,0.6174540872892166,1.0197189436284515,arc_stretch_s9,A_secondary_endpoint
L13,low,0.975,global,20,12,0.04106776180698152,0.0008383986585621463,0.625,0,4,0.0,0.0,0.5375564888752401,1.1626685063512543,arc_stretch_s9,A_secondary_endpoint
L13,low,0.98,per_task,13,9,0.026694045174537988,0.0006287989939216097,0.5909090909090909,0,4,0.0,0.0,0.621344737137416,0.9510164898659246,arc_stretch_s9,A_secondary_endpoint
L13,low,0.98,global,20,11,0.04106776180698152,0.0007685321036819675,0.6451612903225806,0,3,0.0,0.0,0.5576215779360677,1.1569876702234603,arc_stretch_s9,A_secondary_endpoint
L13,low,0.99,per_task,8,5,0.01642710472279261,0.0003493327744008943,0.6153846153846154,0,1,0.0,0.0,0.7567826334824761,0.8131590078287191,arc_stretch_s9,A_secondary_endpoint
L13,low,0.99,global,17,7,0.03490759753593429,0.000489065884161252,0.7083333333333334,0,0,0.0,0.0,0.6331101867969232,1.1188152522343457,arc_stretch_s9,A_secondary_endpoint
L13,low,0.995,per_task,6,2,0.012320328542094456,0.00013973310976035772,0.75,0,0,0.0,0.0,0.830929406311949,0.9026037522595917,arc_stretch_s9,A_secondary_endpoint
L13,low,0.995,global,12,5,0.024640657084188913,0.0003493327744008943,0.7058823529411765,0,0,0.0,0.0,0.6283062981425099,1.123468529645506,arc_stretch_s9,A_secondary_endpoint
L13,high,0.5,per_task,207,495,0.42505133470225875,0.03458394466568854,0.2948717948717949,34,484,0.06563706563706563,0.1642512077294686,0.2563579710267345,1.1502345477724347,arc_stretch_s9,A_secondary_endpoint
L13,high,0.5,global,355,2412,0.728952772073922,0.16851813037099142,0.12829779544633177,207,2399,0.07943207981580967,0.5830985915492958,0.11248177371899641,1.1406096401613222,arc_stretch_s9,A_secondary_endpoint
L13,high,0.6,per_task,194,272,0.39835728952772076,0.01900370292740865,0.41630901287553645,24,266,0.08275862068965517,0.12371134020618557,0.356940338172191,1.1663266051894239,arc_stretch_s9,A_secondary_endpoint
L13,high,0.6,global,328,1843,0.6735112936344969,0.12876406064416965,0.1510824504836481,183,1831,0.09086395233366434,0.5579268292682927,0.12606537648953647,1.1984452408008162,arc_stretch_s9,A_secondary_endpoint
L13,high,0.7,per_task,184,138,0.37782340862423,0.009641584573464682,0.5714285714285714,22,135,0.14012738853503184,0.11956521739130435,0.47252345317750405,1.209312612074545,arc_stretch_s9,A_secondary_endpoint
L13,high,0.7,global,291,1287,0.5975359342915811,0.08991825613079019,0.1844106463878327,164,1281,0.11349480968858132,0.563573883161512,0.13616520011803507,1.354315538977477,arc_stretch_s9,A_secondary_endpoint
L13,high,0.75,per_task,173,87,0.35523613963039014,0.0060783902745755606,0.6653846153846154,18,83,0.1782178217821782,0.10404624277456648,0.5576560744013556,1.1931809692899096,arc_stretch_s9,A_secondary_endpoint
L13,high,0.75,global,267,1026,0.5482546201232033,0.07168308530706351,0.20649651972157773,152,1018,0.12991452991452992,0.5692883895131086,0.14452277619862205,1.428816447850291,arc_stretch_s9,A_secondary_endpoint
L13,high,0.8,per_task,165,52,0.33880903490759756,0.0036330608537693005,0.7603686635944701,18,48,0.2727272727272727,0.10909090909090909,0.6266781897151917,1.213331939859016,arc_stretch_s9,A_secondary_endpoint
L13,high,0.8,global,242,747,0.49691991786447637,0.052190316495493605,0.24469160768452983,138,736,0.15789473684210525,0.5702479338842975,0.15683885368703843,1.5601466214028556,arc_stretch_s9,A_secondary_endpoint
L13,high,0.85,per_task,155,22,0.3182751540041068,0.001537064207363935,0.8757062146892656,15,18,0.45454545454545453,0.0967741935483871,0.7218377490018498,1.21316212112789,arc_stretch_s9,A_secondary_endpoint
L13,high,0.85,global,206,489,0.42299794661190965,0.03416474533640746,0.29640287769784174,117,478,0.19663865546218487,0.5679611650485437,0.17377423332395758,1.7056779479226614,arc_stretch_s9,A_secondary_endpoint
L13,high,0.9,per_task,137,10,0.2813141683778234,0.0006986655488017886,0.9319727891156463,13,8,0.6190476190476191,0.0948905109489051,0.7597039120306617,1.226757917600445,arc_stretch_s9,A_secondary_endpoint
L13,high,0.9,global,156,248,0.3203285420944558,0.017326905610284358,0.38613861386138615,85,240,0.26153846153846155,0.5448717948717948,0.20741734127413589,1.861650580850137,arc_stretch_s9,A_secondary_endpoint
L13,high,0.925,per_task,110,6,0.22587268993839835,0.00041919932928107315,0.9482758620689655,10,4,0.7142857142857143,0.09090909090909091,0.7603217979657176,1.24720330865974,arc_stretch_s9,A_secondary_endpoint
L13,high,0.925,global,127,148,0.26078028747433263,0.010340250122266472,0.4618181818181818,70,144,0.32710280373831774,0.5511811023622047,0.22711802546472015,2.0333841000652733,arc_stretch_s9,A_secondary_endpoint
L13,high,0.95,per_task,77,4,0.15811088295687886,0.00027946621952071543,0.9506172839506173,10,3,0.7692307692307693,0.12987012987012986,0.6957598352227836,1.3663008926725813,arc_stretch_s9,A_secondary_endpoint
L13,high,0.95,global,78,77,0.1601642710472279,0.0053797247257737725,0.5032258064516129,35,75,0.3181818181818182,0.44871794871794873,0.27616822871132146,1.822171249748046,arc_stretch_s9,A_secondary_endpoint
L13,high,0.96,per_task,66,2,0.13552361396303902,0.00013973310976035772,0.9705882352941176,10,1,0.9090909090909091,0.15151515151515152,0.6884997390191425,1.4097147468448528,arc_stretch_s9,A_secondary_endpoint
L13,high,0.96,global,58,38,0.11909650924024641,0.0026549290854467967,0.6041666666666666,26,38,0.40625,0.4482758620689655,0.30907644773765747,1.9547483190290846,arc_stretch_s9,A_secondary_endpoint
L13,high,0.975,per_task,53,0,0.10882956878850103,0.0,1.0,8,0,1.0,0.1509433962264151,0.7517907295663514,1.3301573970948284,arc_stretch_s9,A_secondary_endpoint
L13,high,0.975,global,23,19,0.04722792607802875,0.0013274645427233983,0.5476190476190477,10,19,0.3448275862068966,0.43478260869565216,0.2857067887325741,1.9167169602386571,arc_stretch_s9,A_secondary_endpoint
L13,high,0.98,per_task,46,0,0.0944558521560575,0.0,1.0,7,0,1.0,0.15217391304347827,0.762016109041694,1.3123082151866747,arc_stretch_s9,A_secondary_endpoint
L13,high,0.98,global,14,12,0.028747433264887063,0.0008383986585621463,0.5384615384615384,7,12,0.3684210526315789,0.5,0.27034303454435543,1.9917714520334444,arc_stretch_s9,A_secondary_endpoint
L13,high,0.99,per_task,28,0,0.057494866529774126,0.0,1.0,3,0,1.0,0.10714285714285714,0.7533287575807531,1.3274416912098366,arc_stretch_s9,A_secondary_endpoint
L13,high,0.99,global,1,0,0.002053388090349076,0.0,1.0,0,0,0.0,0.0,0.9714285714285714,1.0294117647058825,arc_stretch_s9,A_secondary_endpoint
L13,high,0.995,per_task,15,0,0.030800821355236138,0.0,1.0,1,0,1.0,0.06666666666666667,0.7513476466995418,1.3309418142090652,arc_stretch_s9,A_secondary_endpoint
L13,high,0.995,global,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,,arc_stretch_s9,A_secondary_endpoint
L14,low,0.5,per_task,127,417,0.26078028747433263,0.029134353385034582,0.23345588235294118,28,383,0.0681265206812652,0.2204724409448819,0.19087950533343112,1.2230536848109335,arc_stretch_s9,A_secondary_endpoint
L14,low,0.5,global,102,935,0.20944558521560575,0.06532522881296723,0.09836065573770492,25,920,0.026455026455026454,0.24509803921568626,0.08027298688548365,1.2253269693081794,arc_stretch_s9,A_secondary_endpoint
L14,low,0.6,per_task,106,236,0.21765913757700206,0.01648850695172221,0.30994152046783624,22,208,0.09565217391304348,0.20754716981132076,0.2483591519897515,1.247956912337283,arc_stretch_s9,A_secondary_endpoint
L14,low,0.6,global,96,481,0.1971252566735113,0.03360581289736603,0.1663778162911612,21,469,0.04285714285714286,0.21875,0.1271958921358898,1.3080439430654833,arc_stretch_s9,A_secondary_endpoint
L14,low,0.7,per_task,96,127,0.1971252566735113,0.008873052469782716,0.4304932735426009,12,104,0.10344827586206896,0.125,0.3481540384610694,1.2365023121532417,arc_stretch_s9,A_secondary_endpoint
L14,low,0.7,global,81,204,0.16632443531827515,0.014252777195556487,0.28421052631578947,14,193,0.06763285024154589,0.1728395061728395,0.21506921015060446,1.321484028870372,arc_stretch_s9,A_secondary_endpoint
L14,low,0.75,per_task,84,85,0.17248459958932238,0.005938657164815203,0.4970414201183432,11,67,0.14102564102564102,0.13095238095238096,0.4084212990347104,1.2169821243237886,arc_stretch_s9,A_secondary_endpoint
L14,low,0.75,global,70,126,0.1437371663244353,0.008803185914902536,0.35714285714285715,11,114,0.088,0.15714285714285714,0.2828630919869683,1.2625997072792763,arc_stretch_s9,A_secondary_endpoint
L14,low,0.8,per_task,73,59,0.14989733059548255,0.004122126737930553,0.553030303030303,8,42,0.16,0.1095890410958904,0.47551629403060675,1.1630102059020233,arc_stretch_s9,A_secondary_endpoint
L14,low,0.8,global,61,86,0.12525667351129363,0.006008523719695381,0.41496598639455784,8,74,0.0975609756097561,0.13114754098360656,0.347996904876288,1.1924416010023917,arc_stretch_s9,A_secondary_endpoint
L14,low,0.85,per_task,64,38,0.13141683778234087,0.0026549290854467967,0.6274509803921569,7,25,0.21875,0.109375,0.5302120963256329,1.183396200766427,arc_stretch_s9,A_secondary_endpoint
L14,low,0.85,global,57,52,0.11704312114989733,0.0036330608537693005,0.5229357798165137,6,40,0.13043478260869565,0.10526315789473684,0.44050146000812995,1.1871374496848712,arc_stretch_s9,A_secondary_endpoint
L14,low,0.9,per_task,43,28,0.08829568788501027,0.001956263536645008,0.6056338028169014,5,16,0.23809523809523808,0.11627906976744186,0.5544139523936593,1.0923855725529679,arc_stretch_s9,A_secondary_endpoint
L14,low,0.9,global,45,28,0.09240246406570841,0.001956263536645008,0.6164383561643836,4,17,0.19047619047619047,0.08888888888888889,0.5384690555647134,1.1447981082550802,arc_stretch_s9,A_secondary_endpoint
L14,low,0.925,per_task,26,23,0.053388090349075976,0.0016069307622441137,0.5306122448979592,5,11,0.3125,0.19230769230769232,0.47873474850808206,1.1083637579088357,arc_stretch_s9,A_secondary_endpoint
L14,low,0.925,global,38,23,0.07802874743326489,0.0016069307622441137,0.6229508196721312,4,12,0.25,0.10526315789473684,0.5554402472802407,1.1215442574110566,arc_stretch_s9,A_secondary_endpoint
L14,low,0.95,per_task,16,13,0.03285420944558522,0.0009082652134423251,0.5517241379310345,4,4,0.5,0.25,0.4720055878812328,1.1688932336747264,arc_stretch_s9,A_secondary_endpoint
L14,low,0.95,global,28,13,0.057494866529774126,0.0009082652134423251,0.6829268292682927,4,4,0.5,0.14285714285714285,0.6044921101030661,1.129753089997905,arc_stretch_s9,A_secondary_endpoint
L14,low,0.96,per_task,14,12,0.028747433264887063,0.0008383986585621463,0.5384615384615384,4,3,0.5714285714285714,0.2857142857142857,0.4934098114946573,1.091306913477072,arc_stretch_s9,A_secondary_endpoint
L14,low,0.96,global,24,13,0.049281314168377825,0.0009082652134423251,0.6486486486486487,4,4,0.5,0.16666666666666666,0.5718369840769474,1.1343244083725885,arc_stretch_s9,A_secondary_endpoint
L14,low,0.975,per_task,9,7,0.018480492813141684,0.000489065884161252,0.5625,2,0,1.0,0.2222222222222222,0.5651226302545709,0.9953591838051337,arc_stretch_s9,A_secondary_endpoint
L14,low,0.975,global,16,8,0.03285420944558522,0.0005589324390414309,0.6666666666666666,4,1,0.8,0.25,0.5555447291327903,1.2000233855288998,arc_stretch_s9,A_secondary_endpoint
L14,low,0.98,per_task,9,7,0.018480492813141684,0.000489065884161252,0.5625,2,0,1.0,0.2222222222222222,0.5898417833688159,0.9536455637092097,arc_stretch_s9,A_secondary_endpoint
L14,low,0.98,global,13,6,0.026694045174537988,0.00041919932928107315,0.6842105263157895,2,0,1.0,0.15384615384615385,0.6291360881531783,1.087539785429066,arc_stretch_s9,A_secondary_endpoint
L14,low,0.99,per_task,7,4,0.014373716632443531,0.00027946621952071543,0.6363636363636364,2,0,1.0,0.2857142857142857,0.628930994444787,1.0118178973281653,arc_stretch_s9,A_secondary_endpoint
L14,low,0.99,global,6,5,0.012320328542094456,0.0003493327744008943,0.5454545454545454,1,0,1.0,0.16666666666666666,0.59493103028115,0.9168366040627882,arc_stretch_s9,A_secondary_endpoint
L14,low,0.995,per_task,3,3,0.006160164271047228,0.00020959966464053657,0.5,2,0,1.0,0.6666666666666666,0.5345666010520321,0.9353371479175753,arc_stretch_s9,A_secondary_endpoint
L14,low,0.995,global,1,4,0.002053388090349076,0.00027946621952071543,0.2,1,0,1.0,1.0,0.5589299793267809,0.3578265747006373,arc_stretch_s9,A_secondary_endpoint
L14,high,0.5,per_task,186,557,0.38193018480492813,0.038915671068259626,0.2503364737550471,48,541,0.08149405772495756,0.25806451612903225,0.20795775556489424,1.2037852258745327,arc_stretch_s9,A_secondary_endpoint
L14,high,0.5,global,394,2809,0.8090349075975359,0.19625515265842242,0.12300967842647519,296,2783,0.09613510880155894,0.751269035532995,0.10425374062097961,1.179906617199318,arc_stretch_s9,A_secondary_endpoint
L14,high,0.6,per_task,167,318,0.34291581108829566,0.022217564451896876,0.3443298969072165,35,308,0.10204081632653061,0.20958083832335328,0.28284826244798034,1.2173661380385656,arc_stretch_s9,A_secondary_endpoint
L14,high,0.6,global,369,2078,0.757700205338809,0.14518270104101166,0.15079689415610953,256,2047,0.11115935735996527,0.6937669376693767,0.12133023482461593,1.2428632844409142,arc_stretch_s9,A_secondary_endpoint
L14,high,0.7,per_task,147,167,0.30184804928131415,0.01166771466498987,0.4681528662420382,28,161,0.14814814814814814,0.19047619047619047,0.3841587092680976,1.218644416871264,arc_stretch_s9,A_secondary_endpoint
L14,high,0.7,global,309,1210,0.6344969199178645,0.08453853140501642,0.2034233048057933,194,1179,0.1412964311726147,0.627831715210356,0.14347391121503203,1.4178417740414972,arc_stretch_s9,A_secondary_endpoint
L14,high,0.75,per_task,145,110,0.29774127310061604,0.007685321036819674,0.5686274509803921,26,106,0.19696969696969696,0.1793103448275862,0.46866314812406984,1.213296699892987,arc_stretch_s9,A_secondary_endpoint
L14,high,0.75,global,274,896,0.5626283367556468,0.06260043317264026,0.2341880341880342,157,860,0.1543756145526057,0.572992700729927,0.15869834059360408,1.4756804218120005,arc_stretch_s9,A_secondary_endpoint
L14,high,0.8,per_task,128,68,0.26283367556468173,0.004750925731852163,0.6530612244897959,21,65,0.2441860465116279,0.1640625,0.5455330564984797,1.1971066037344995,arc_stretch_s9,A_secondary_endpoint
L14,high,0.8,global,251,628,0.5154004106776181,0.043876196464752326,0.285551763367463,128,576,0.18181818181818182,0.5099601593625498,0.18336175727662515,1.5573136274903328,arc_stretch_s9,A_secondary_endpoint
L14,high,0.85,per_task,123,43,0.25256673511293637,0.0030042618598476907,0.7409638554216867,19,41,0.31666666666666665,0.15447154471544716,0.6233022897990901,1.1887712712567167,arc_stretch_s9,A_secondary_endpoint
L14,high,0.85,global,224,392,0.459958932238193,0.02738768951303011,0.36363636363636365,96,332,0.22429906542056074,0.42857142857142855,0.22641557400274614,1.6060572036089407,arc_stretch_s9,A_secondary_endpoint
L14,high,0.9,per_task,110,12,0.22587268993839835,0.0008383986585621463,0.9016393442622951,18,12,0.6,0.16363636363636364,0.7398329449976373,1.2187066693348922,arc_stretch_s9,A_secondary_endpoint
L14,high,0.9,global,162,206,0.3326488706365503,0.014392510305316845,0.44021739130434784,48,157,0.23414634146341465,0.2962962962962963,0.30094983357745686,1.4627600423345875,arc_stretch_s9,A_secondary_endpoint
L14,high,0.925,per_task,105,7,0.21560574948665298,0.000489065884161252,0.9375,17,7,0.7083333333333334,0.1619047619047619,0.7683738230342048,1.2201092383625705,arc_stretch_s9,A_secondary_endpoint
L14,high,0.925,global,116,123,0.23819301848049282,0.008593586250261999,0.48535564853556484,27,91,0.2288135593220339,0.23275862068965517,0.35170677263484285,1.3800008595213549,arc_stretch_s9,A_secondary_endpoint
L14,high,0.95,per_task,84,2,0.17248459958932238,0.00013973310976035772,0.9767441860465116,16,2,0.8888888888888888,0.19047619047619047,0.767538348358125,1.2725672771085745,arc_stretch_s9,A_secondary_endpoint
L14,high,0.95,global,58,36,0.11909650924024641,0.0025151959756864388,0.6170212765957447,11,27,0.2894736842105263,0.1896551724137931,0.4358397584197506,1.4157067240329666,arc_stretch_s9,A_secondary_endpoint
L14,high,0.96,per_task,71,2,0.1457905544147844,0.00013973310976035772,0.9726027397260274,14,2,0.875,0.19718309859154928,0.7562054332251478,1.286162062573347,arc_stretch_s9,A_secondary_endpoint
L14,high,0.96,global,38,21,0.07802874743326489,0.001467197652483756,0.6440677966101694,5,16,0.23809523809523808,0.13157894736842105,0.5006646910279545,1.2864254423210524,arc_stretch_s9,A_secondary_endpoint
L14,high,0.975,per_task,53,1,0.10882956878850103,6.986655488017886e-05,0.9814814814814815,4,1,0.8,0.07547169811320754,0.8688458329429879,1.129638244516832,arc_stretch_s9,A_secondary_endpoint
L14,high,0.975,global,21,4,0.043121149897330596,0.00027946621952071543,0.84,2,4,0.3333333333333333,0.09523809523809523,0.6427637965524636,1.306856429228645,arc_stretch_s9,A_secondary_endpoint
L14,high,0.98,per_task,33,1,0.06776180698151951,6.986655488017886e-05,0.9705882352941176,3,1,0.75,0.09090909090909091,0.8307996561325692,1.168257868343704,arc_stretch_s9,A_secondary_endpoint
L14,high,0.98,global,16,2,0.03285420944558522,0.00013973310976035772,0.8888888888888888,2,2,0.5,0.125,0.7062963533837955,1.2585211358239508,arc_stretch_s9,A_secondary_endpoint
L14,high,0.99,per_task,19,1,0.039014373716632446,6.986655488017886e-05,0.95,3,1,0.75,0.15789473684210525,0.79397666746636,1.196508712317104,arc_stretch_s9,A_secondary_endpoint
L14,high,0.99,global,7,0,0.014373716632443531,0.0,1.0,2,0,1.0,0.2857142857142857,0.6127058675868611,1.6321044940184675,arc_stretch_s9,A_secondary_endpoint
L14,high,0.995,per_task,10,0,0.02053388090349076,0.0,1.0,2,0,1.0,0.2,0.806905924852775,1.2393018432507559,arc_stretch_s9,A_secondary_endpoint
L14,high,0.995,global,4,0,0.008213552361396304,0.0,1.0,1,0,1.0,0.25,0.5207372968911431,1.9203540940318775,arc_stretch_s9,A_secondary_endpoint
L15,low,0.5,per_task,137,564,0.2813141683778234,0.039404736952420874,0.19543509272467904,33,548,0.05679862306368331,0.24087591240875914,0.16696806444742657,1.1704938508538316,arc_stretch_s9,A_secondary_endpoint
L15,low,0.5,global,119,1012,0.24435318275154005,0.07070495353874101,0.10521662245800177,43,1000,0.04122722914669223,0.36134453781512604,0.08783221801683629,1.197927421550861,arc_stretch_s9,A_secondary_endpoint
L15,low,0.6,per_task,112,327,0.2299794661190965,0.022846363445818488,0.255125284738041,22,310,0.06626506024096386,0.19642857142857142,0.22296252167024283,1.144251880660761,arc_stretch_s9,A_secondary_endpoint
L15,low,0.6,global,99,647,0.2032854209445585,0.04520366100747572,0.13270777479892762,28,635,0.042232277526395176,0.2828282828282828,0.1114063290209649,1.1912049877700766,arc_stretch_s9,A_secondary_endpoint
L15,low,0.7,per_task,95,173,0.19507186858316222,0.012086913994270943,0.35447761194029853,17,161,0.09550561797752809,0.17894736842105263,0.2948816801559641,1.202101167331975,arc_stretch_s9,A_secondary_endpoint
L15,low,0.7,global,76,375,0.15605749486652978,0.026199958080067073,0.16851441241685144,18,366,0.046875,0.23684210526315788,0.14060209099351165,1.1985199595973852,arc_stretch_s9,A_secondary_endpoint
L15,low,0.75,per_task,85,115,0.17453798767967146,0.008034653811220569,0.425,13,106,0.1092436974789916,0.15294117647058825,0.3464095995082958,1.2268713124672577,arc_stretch_s9,A_secondary_endpoint
L15,low,0.75,global,66,282,0.13552361396303902,0.019702368476210437,0.1896551724137931,14,275,0.04844290657439446,0.21212121212121213,0.15720630958584234,1.2064094177481604,arc_stretch_s9,A_secondary_endpoint
L15,low,0.8,per_task,76,78,0.15605749486652978,0.005449591280653951,0.4935064935064935,12,71,0.14457831325301204,0.15789473684210525,0.3955451452092293,1.2476616120403807,arc_stretch_s9,A_secondary_endpoint
L15,low,0.8,global,54,200,0.11088295687885011,0.013973310976035772,0.2125984251968504,11,193,0.05392156862745098,0.2037037037037037,0.17396094404047877,1.2221043428425011,arc_stretch_s9,A_secondary_endpoint
L15,low,0.85,per_task,63,52,0.1293634496919918,0.0036330608537693005,0.5478260869565217,8,46,0.14814814814814814,0.12698412698412698,0.4524612509383096,1.2107690676725256,arc_stretch_s9,A_secondary_endpoint
L15,low,0.85,global,42,126,0.08624229979466119,0.008803185914902536,0.25,6,120,0.047619047619047616,0.14285714285714285,0.21570782837872407,1.1589750908857523,arc_stretch_s9,A_secondary_endpoint
L15,low,0.9,per_task,39,33,0.08008213552361396,0.002305596311045902,0.5416666666666666,4,27,0.12903225806451613,0.10256410256410256,0.470906961464423,1.1502626017296402,arc_stretch_s9,A_secondary_endpoint
L15,low,0.9,global,24,67,0.049281314168377825,0.0046810591769719835,0.26373626373626374,3,61,0.046875,0.125,0.24488728581400168,1.0769700144276921,arc_stretch_s9,A_secondary_endpoint
L15,low,0.925,per_task,32,24,0.06570841889117043,0.0016767973171242926,0.5714285714285714,3,18,0.14285714285714285,0.09375,0.494885096453313,1.1546691858854137,arc_stretch_s9,A_secondary_endpoint
L15,low,0.925,global,19,35,0.039014373716632446,0.00244532942080626,0.35185185185185186,3,29,0.09375,0.15789473684210525,0.3164725202564302,1.1117927444909108,arc_stretch_s9,A_secondary_endpoint
L15,low,0.95,per_task,23,16,0.04722792607802875,0.0011178648780828617,0.5897435897435898,2,11,0.15384615384615385,0.08695652173913043,0.5164398984591384,1.1419404106908895,arc_stretch_s9,A_secondary_endpoint
L15,low,0.95,global,12,20,0.024640657084188913,0.0013973310976035773,0.375,2,14,0.125,0.16666666666666666,0.3938032821922163,0.952252093767369,arc_stretch_s9,A_secondary_endpoint
L15,low,0.96,per_task,20,13,0.04106776180698152,0.0009082652134423251,0.6060606060606061,2,8,0.2,0.1,0.5190741189086304,1.1675800892074286,arc_stretch_s9,A_secondary_endpoint
L15,low,0.96,global,11,15,0.022587268993839837,0.0010479983232026828,0.4230769230769231,2,9,0.18181818181818182,0.18181818181818182,0.4453749131379505,0.9499343375586112,arc_stretch_s9,A_secondary_endpoint
L15,low,0.975,per_task,16,11,0.03285420944558522,0.0007685321036819675,0.5925925925925926,2,6,0.25,0.125,0.5280256725353487,1.122279887921399,arc_stretch_s9,A_secondary_endpoint
L15,low,0.975,global,7,9,0.014373716632443531,0.0006287989939216097,0.4375,1,4,0.2,0.14285714285714285,0.5236258120451046,0.8355203084646908,arc_stretch_s9,A_secondary_endpoint
L15,low,0.98,per_task,15,9,0.030800821355236138,0.0006287989939216097,0.625,1,4,0.2,0.06666666666666667,0.5888578032494948,1.061376781543968,arc_stretch_s9,A_secondary_endpoint
