cohort,quantity,layer,group,chunk,alive,alive_risk,prior,auc_pooled,auc_within_suite,auc_within_task,development_mean_deviation
external_8b,lam12_share,L2,front,12,9146,564,0.0616663022086157,0.4285602721182882,0.3541843504898571,0.5259368008948546,0.06406361638429094
external_8b,lam12_share,L2,front,14,5753,564,0.0980358074048322,0.474127962998651,0.4762145776140357,0.5529484528112256,0.06406361638429094
external_8b,lam12_share,L2,front,16,4793,564,0.117671604423117,0.4615773559465292,0.4565206824247045,0.5280226700251889,0.06406361638429094
external_8b,lam12_share,L2,front,18,4300,564,0.1311627906976744,0.454759945403739,0.408066548307657,0.4847430083559342,0.06406361638429094
external_8b,lam12_share,L2,front,20,3995,564,0.1411764705882353,0.3484422381664052,0.3716395408563489,0.4293931053209741,0.06406361638429094
external_8b,lam12_share,L2,front,24,2174,424,0.1950321987120515,0.2780795148247978,0.3228272689251359,0.3443143843246106,0.06406361638429094
external_8b,lam12_share,L2,front,28,769,380,0.494148244473342,0.373724800432959,0.4148076453231596,0.4046095238095238,0.06406361638429094
external_8b,lam12_share,L2,front,32,569,274,0.4815465729349736,0.4622664852158852,0.4622664852158852,0.4445733572407974,0.06406361638429094
external_8b,bandedness,L5,front,4,15600,564,0.0361538461538461,0.5606982957214741,0.5732486228920955,0.5478806989062679,0.05778879976732284
external_8b,bandedness,L5,front,6,15600,564,0.0361538461538461,0.524593988611729,0.56877935858876,0.5071233076290677,0.05778879976732284
external_8b,bandedness,L5,front,8,14456,564,0.0390149418926397,0.4465918570410441,0.5155927070228483,0.4490549996730102,0.05778879976732284
external_8b,bandedness,L5,front,10,11342,564,0.0497266795979545,0.3406662047327824,0.3422796705966345,0.4440756895025087,0.05778879976732284
external_8b,bandedness,L5,front,12,9146,564,0.0616663022086157,0.2813035613051232,0.2071376884919623,0.4187406785980611,0.05778879976732284
external_8b,bandedness,L5,front,14,5753,564,0.0980358074048322,0.388450780360528,0.3161559166227007,0.4016505923964514,0.05778879976732284
external_8b,bandedness,L5,front,16,4793,564,0.117671604423117,0.4945248864225233,0.5193480747235989,0.3606836429471032,0.05778879976732284
external_8b,bandedness,L5,front,18,4300,564,0.1311627906976744,0.4886526721035127,0.4332379506982909,0.3882380068736069,0.05778879976732284
external_8b,bandedness,L5,front,20,3995,564,0.1411764705882353,0.4023339555285455,0.3266455477207227,0.4073365506856416,0.05778879976732284
external_8b,bandedness,L5,front,24,2174,424,0.1950321987120515,0.3471752021563342,0.3961104140526976,0.4419203447709136,0.05778879976732284
external_8b,bandedness,L5,front,28,769,380,0.494148244473342,0.4690975510756325,0.4433084628540285,0.4618666666666666,0.05778879976732284
external_8b,bandedness,L5,front,32,569,274,0.4815465729349736,0.4629964122231844,0.4629964122231844,0.5166649087648981,0.05778879976732284
external_8b,d_cv,L2,front,4,15600,564,0.0361538461538461,0.4948164594099457,0.4615775629977583,0.4999635769514949,0.07358330783964132
external_8b,d_cv,L2,front,6,15600,564,0.0361538461538461,0.4447869439586128,0.4477759754279642,0.5151051585443268,0.07358330783964132
external_8b,d_cv,L2,front,8,14456,564,0.0390149418926397,0.5256596990359266,0.4813917388027659,0.5700030519041702,0.07358330783964132
external_8b,d_cv,L2,front,10,11342,564,0.0497266795979545,0.5871912544466071,0.5214925284335987,0.5685567179352639,0.07358330783964132
external_8b,d_cv,L2,front,12,9146,564,0.0616663022086157,0.6246959866519236,0.5769492001694735,0.5736546109868258,0.07358330783964132
external_8b,d_cv,L2,front,14,5753,564,0.0980358074048322,0.5505647175079854,0.563563118690143,0.5753203579504822,0.07358330783964132
external_8b,d_cv,L2,front,16,4793,564,0.117671604423117,0.5030411008755822,0.4740240182996569,0.5832710170025189,0.07358330783964132
external_8b,d_cv,L2,front,18,4300,564,0.1311627906976744,0.5224998386410922,0.4819035483158385,0.5243266390697572,0.07358330783964132
external_8b,d_cv,L2,front,20,3995,564,0.1411764705882353,0.4357299218018443,0.4998291428559148,0.4357990101087399,0.07358330783964132
external_8b,d_cv,L2,front,24,2174,424,0.1950321987120515,0.4152351752021563,0.499077791718946,0.378115812348204,0.07358330783964132
external_8b,d_cv,L2,front,28,769,380,0.494148244473342,0.4274996617507779,0.4969741960946456,0.4604190476190476,0.07358330783964132
external_8b,d_cv,L2,front,32,569,274,0.4815465729349736,0.6622417419275022,0.6622417419275022,0.7292479696234574,0.07358330783964132
external_8b,size,L4,front,4,15600,564,0.0361538461538461,0.4467793843239582,0.4317479695402881,0.5040013320429167,0.08900365810216102
external_8b,size,L4,front,6,15600,564,0.0361538461538461,0.4347204416256776,0.4118564109207379,0.4826470190336445,0.08900365810216102
external_8b,size,L4,front,8,14456,564,0.0390149418926397,0.4737605372141321,0.4606216465346148,0.5797527957622131,0.08900365810216102
external_8b,size,L4,front,10,11342,564,0.0497266795979545,0.639009033373736,0.6105910817162292,0.5974223592299872,0.08900365810216102
external_8b,size,L4,front,12,9146,564,0.0616663022086157,0.6538751733382256,0.6041206523274216,0.5510657469550087,0.08900365810216102
external_8b,size,L4,front,14,5753,564,0.0980358074048322,0.5856961466495546,0.5042180471970598,0.5940393127041497,0.08900365810216102
external_8b,size,L4,front,16,4793,564,0.117671604423117,0.5207026290942814,0.3503288219595882,0.6263971977329975,0.08900365810216102
external_8b,size,L4,front,18,4300,564,0.1311627906976744,0.5135164187434508,0.3691205707413256,0.5377883675732654,0.08900365810216102
external_8b,size,L4,front,20,3995,564,0.1411764705882353,0.575792833799463,0.5096888895575122,0.5741863019785483,0.08900365810216102
external_8b,size,L4,front,24,2174,424,0.1950321987120515,0.3191320754716981,0.3350167294019239,0.5505195303226749,0.08900365810216102
external_8b,size,L4,front,28,769,380,0.494148244473342,0.2997632255445812,0.3963521208818057,0.313447619047619,0.08900365810216102
external_8b,size,L4,front,32,569,274,0.4815465729349736,0.5619571941110973,0.5619571941110973,0.445417150089653,0.08900365810216102
external_8b,kernel_trace,L4,front,4,15600,564,0.0361538461538461,0.3880497680271839,0.4373331418336656,0.5108748816250923,0.08128702037298283
external_8b,kernel_trace,L4,front,6,15600,564,0.0361538461538461,0.4272736566990994,0.4781685685212095,0.4934854776102317,0.08128702037298283
external_8b,kernel_trace,L4,front,8,14456,564,0.0390149418926397,0.5229324801457239,0.5452193007477333,0.5158862511717132,0.08128702037298283
external_8b,kernel_trace,L4,front,10,11342,564,0.0497266795979545,0.5174116831107233,0.5443599465537586,0.5755025743613288,0.08128702037298283
external_8b,kernel_trace,L4,front,12,9146,564,0.0616663022086157,0.5162895578904222,0.5316357833709213,0.5750217499378574,0.08128702037298283
external_8b,kernel_trace,L4,front,14,5753,564,0.0980358074048322,0.5254857520477716,0.4823958901537168,0.4015056340478169,0.08128702037298283
external_8b,kernel_trace,L4,front,16,4793,564,0.117671604423117,0.4670222828192369,0.4679956157072055,0.4072339420654912,0.08128702037298283
external_8b,kernel_trace,L4,front,18,4300,564,0.1311627906976744,0.4232059736965997,0.3903351959877932,0.4241322894820638,0.08128702037298283
external_8b,kernel_trace,L4,front,20,3995,564,0.1411764705882353,0.4694612740325484,0.4420407435187115,0.4976857280391019,0.08128702037298283
external_8b,kernel_trace,L4,front,24,2174,424,0.1950321987120515,0.7278018867924528,0.7779903805938938,0.4726173736783477,0.08128702037298283
external_8b,kernel_trace,L4,front,28,769,380,0.494148244473342,0.4560073061831958,0.4926516190869965,0.4367492063492063,0.08128702037298283
external_8b,kernel_trace,L4,front,32,569,274,0.4815465729349736,0.5581838426326858,0.5581838426326858,0.6475319059170973,0.08128702037298283
external_8b,centroid_norm2,L4,front,4,15600,564,0.0361538461538461,0.3886373648869191,0.4378480318715525,0.5107552058942899,0.08127101128503064
external_8b,centroid_norm2,L4,front,6,15600,564,0.0361538461538461,0.4284545695531669,0.4789251799533642,0.4935375105366676,0.08127101128503064
external_8b,centroid_norm2,L4,front,8,14456,564,0.0390149418926397,0.5230361165056474,0.5450316418006051,0.5153957665729296,0.08127101128503064
external_8b,centroid_norm2,L4,front,10,11342,564,0.0497266795979545,0.5160964546903398,0.5437944352447719,0.5747220673597219,0.08127101128503064
external_8b,centroid_norm2,L4,front,12,9146,564,0.0616663022086157,0.5148019275045411,0.5312921772832697,0.574788714889386,0.08127101128503064
external_8b,centroid_norm2,L4,front,14,5753,564,0.0980358074048322,0.5246530440142746,0.4826042439796475,0.4012543729101838,0.08127101128503064
external_8b,centroid_norm2,L4,front,16,4793,564,0.117671604423117,0.4666434816003649,0.4687685855890202,0.4069387594458438,0.08127101128503064
external_8b,centroid_norm2,L4,front,18,4300,564,0.1311627906976744,0.4229492231992346,0.3909201731205053,0.4239566062389511,0.08127101128503064
external_8b,centroid_norm2,L4,front,20,3995,564,0.1411764705882353,0.4686850803375977,0.4418365746043958,0.4976116713363532,0.08127101128503064
external_8b,centroid_norm2,L4,front,24,2174,424,0.1950321987120515,0.728300539083558,0.7781827687160184,0.4727269407059769,0.08127101128503064
external_8b,centroid_norm2,L4,front,28,769,380,0.494148244473342,0.4565890948450818,0.4927267943393035,0.4370031746031746,0.08127101128503064
external_8b,centroid_norm2,L4,front,32,569,274,0.4815465729349736,0.5578745515278981,0.5578745515278981,0.6475846429701508,0.08127101128503064
external_8b,kernel_erank,L2,front,4,15600,564,0.0361538461538461,0.4807741562094944,0.4378280839895013,0.4803315538072492,0.06813826631938097
external_8b,kernel_erank,L2,front,6,15600,564,0.0361538461538461,0.3994942280371081,0.3923060784247462,0.469128864745611,0.06813826631938097
external_8b,kernel_erank,L2,front,8,14456,564,0.0390149418926397,0.4040546832403158,0.4195408511008824,0.5096925206548515,0.06813826631938097
external_8b,kernel_erank,L2,front,10,11342,564,0.0497266795979545,0.6142105207745223,0.5425407044194787,0.5676909454628931,0.06813826631938097
external_8b,kernel_erank,L2,front,12,9146,564,0.0616663022086157,0.644302213440303,0.5810742931687907,0.5207168158090977,0.06813826631938097
external_8b,kernel_erank,L2,front,14,5753,564,0.0980358074048322,0.4903271582411785,0.4882078888302676,0.5085187189547536,0.06813826631938097
external_8b,kernel_erank,L2,front,16,4793,564,0.117671604423117,0.4521536536813525,0.4385550895920701,0.5581952534634761,0.06813826631938097
external_8b,kernel_erank,L2,front,18,4300,564,0.1311627906976744,0.4729897053016842,0.5830820931545403,0.5727603131553809,0.06813826631938097
external_8b,kernel_erank,L2,front,20,3995,564,0.1411764705882353,0.5050318229079461,0.6808501378677458,0.5334489440748467,0.06813826631938097
external_8b,kernel_erank,L2,front,24,2174,424,0.1950321987120515,0.3989312668463612,0.4244667503136763,0.4420116506272712,0.06813826631938097
external_8b,kernel_erank,L2,front,28,769,380,0.494148244473342,0.5601474766608037,0.5666616549831796,0.5197968253968254,0.06813826631938097
external_8b,kernel_erank,L2,front,32,569,274,0.4815465729349736,0.6844364716070765,0.6844364716070765,0.6815736736631157,0.06813826631938097
external_8b,procrustes_layer,L15,back,4,15600,564,0.0361538461538461,0.5979098154971803,0.5601839335533703,0.4652732248967146,0.0581473467989254
external_8b,procrustes_layer,L15,back,6,15600,564,0.0361538461538461,0.6440556847962055,0.6345961046714654,0.5210681319138751,0.0581473467989254
external_8b,procrustes_layer,L15,back,8,14456,564,0.0390149418926397,0.6440545402936125,0.6481129516700646,0.5634142087938439,0.0581473467989254
external_8b,procrustes_layer,L15,back,10,11342,564,0.0497266795979545,0.6876316050952229,0.7072767826155936,0.5739743547699472,0.0581473467989254
external_8b,procrustes_layer,L15,back,12,9146,564,0.0616663022086157,0.7110309223824894,0.7406800488619504,0.5540330599055431,0.0581473467989254
external_8b,procrustes_layer,L15,back,14,5753,564,0.0980358074048322,0.6241322683417868,0.6161362437292652,0.5645934401515298,0.0581473467989254
external_8b,procrustes_layer,L15,back,16,4793,564,0.117671604423117,0.5835886625445045,0.467579107891727,0.5756061083123426,0.0581473467989254
external_8b,procrustes_layer,L15,back,18,4300,564,0.1311627906976744,0.6213962386289429,0.5142378525203106,0.5486368078354726,0.0581473467989254
external_8b,procrustes_layer,L15,back,20,3995,564,0.1411764705882353,0.6676330329846146,0.5832606205445507,0.5541292783174318,0.0581473467989254
external_8b,procrustes_layer,L15,back,24,2174,424,0.1950321987120515,0.6710512129380054,0.700004182350481,0.5699676777268494,0.0581473467989254
external_8b,procrustes_layer,L15,back,28,769,380,0.494148244473342,0.4599377621431471,0.4675994662557086,0.4051301587301587,0.0581473467989254
external_8b,procrustes_layer,L15,back,32,569,274,0.4815465729349736,0.6049486576766052,0.6049486576766052,0.5683735892838307,0.0581473467989254
external_8b,procrustes_prev,L13,back,4,15600,564,0.0361538461538461,0.4749928776138214,0.4827626830980891,0.5026848990040897,0.03647424608824834
external_8b,procrustes_prev,L13,back,6,15600,564,0.0361538461538461,0.4004551605697154,0.4183197593862999,0.4851289896246344,0.03647424608824834
external_8b,procrustes_prev,L13,back,8,14456,564,0.0390149418926397,0.3862869823542505,0.3907279465707454,0.5026104680313038,0.03647424608824834
external_8b,procrustes_prev,L13,back,10,11342,564,0.0497266795979545,0.5041829034452898,0.4736964422056738,0.5142688485882005,0.03647424608824834
external_8b,procrustes_prev,L13,back,12,9146,564,0.0616663022086157,0.6564599582500731,0.6426241895773791,0.5044198980860055,0.03647424608824834
external_8b,procrustes_prev,L13,back,14,5753,564,0.0980358074048322,0.5555912056190878,0.5649911919090754,0.5173273546067764,0.03647424608824834
external_8b,procrustes_prev,L13,back,16,4793,564,0.117671604423117,0.4701398986062127,0.370683377811666,0.5226208280856424,0.03647424608824834
external_8b,procrustes_prev,L13,back,18,4300,564,0.1311627906976744,0.5129286451926436,0.4451890744270906,0.5233274406245539,0.03647424608824834
external_8b,procrustes_prev,L13,back,20,3995,564,0.1411764705882353,0.5666136457125376,0.6035362055959476,0.5369851516310988,0.03647424608824834
external_8b,procrustes_prev,L13,back,24,2174,424,0.1950321987120515,0.4569299191374663,0.4575115014638227,0.481839265170468,0.03647424608824834
external_8b,procrustes_prev,L13,back,28,769,380,0.494148244473342,0.4133980516844811,0.4251019564359413,0.3735365079365079,0.03647424608824834
external_8b,procrustes_prev,L13,back,32,569,274,0.4815465729349736,0.3551899047383397,0.3551899047383397,0.2266902225503639,0.03647424608824834
external_8b,procrustes_self,L15,back,4,15600,564,0.0361538461538461,0.6208153622794654,0.5722390253793384,0.4643470388061565,0.04786966906208871
external_8b,procrustes_self,L15,back,6,15600,564,0.0361538461538461,0.6227814474575439,0.6032671345266392,0.5135910003850437,0.04786966906208871
external_8b,procrustes_self,L15,back,8,14456,564,0.0390149418926397,0.5943108743641424,0.5773164870645436,0.5417947376452379,0.04786966906208871
external_8b,procrustes_self,L15,back,10,11342,564,0.0497266795979545,0.6147138280105653,0.6282997972215887,0.5434427573541468,0.04786966906208871
external_8b,procrustes_self,L15,back,12,9146,564,0.0616663022086157,0.7037155947381208,0.732305742443942,0.5410724272930649,0.04786966906208871
external_8b,procrustes_self,L15,back,14,5753,564,0.0980358074048322,0.6406842625357241,0.6312575450017437,0.5420572488838207,0.04786966906208871
external_8b,procrustes_self,L15,back,16,4793,564,0.117671604423117,0.5780078955003363,0.4548322531452535,0.5609945686397985,0.04786966906208871
external_8b,procrustes_self,L15,back,18,4300,564,0.1311627906976744,0.5945041156013182,0.4779288741440107,0.53480175244035,0.04786966906208871
external_8b,procrustes_self,L15,back,20,3995,564,0.1411764705882353,0.662372021059551,0.5964853933260406,0.5542897345067207,0.04786966906208871
external_8b,procrustes_self,L15,back,24,2174,424,0.1950321987120515,0.6431630727762804,0.6500543705562526,0.5338470809517722,0.04786966906208871
external_8b,procrustes_self,L15,back,28,769,380,0.494148244473342,0.4670883506967934,0.4547257042981451,0.3779047619047619,0.04786966906208871
external_8b,procrustes_self,L15,back,32,569,274,0.4815465729349736,0.5032908573549425,0.5032908573549425,0.406813627254509,0.04786966906208871
external_8b,mobility,L13,back,4,15600,564,0.0361538461538461,0.4255075053913161,0.4462350602097484,0.4858522473020927,0.05250544503779432
external_8b,mobility,L13,back,6,15600,564,0.0361538461538461,0.3754812327482599,0.3803352370653239,0.4662098175725599,0.05250544503779432
external_8b,mobility,L13,back,8,14456,564,0.0390149418926397,0.3705327878895553,0.3686950346943861,0.4837758594380136,0.05250544503779432
external_8b,mobility,L13,back,10,11342,564,0.0497266795979545,0.4589592800674871,0.3542065365050719,0.5146689404125537,0.05250544503779432
external_8b,mobility,L13,back,12,9146,564,0.0616663022086157,0.5113412577206787,0.3685531999772871,0.4702802634849615,0.05250544503779432
external_8b,mobility,L13,back,14,5753,564,0.0980358074048322,0.5406395348042572,0.4279820082447308,0.4573532538317323,0.05250544503779432
external_8b,mobility,L13,back,16,4793,564,0.117671604423117,0.4644949848144105,0.3104227030118185,0.4955427424433249,0.05250544503779432
external_8b,mobility,L13,back,18,4300,564,0.1311627906976744,0.3569861762874542,0.2270457836648203,0.4973482810492681,0.05250544503779432
external_8b,mobility,L13,back,20,3995,564,0.1411764705882353,0.3155671795126206,0.2554572201650115,0.3992520273022377,0.05250544503779432
external_8b,mobility,L13,back,24,2174,424,0.1950321987120515,0.2321603773584905,0.2129799247176913,0.4070597688135717,0.05250544503779432
external_8b,mobility,L13,back,28,769,380,0.494148244473342,0.3412799350561494,0.3705294217143716,0.3835174603174603,0.05250544503779432
external_8b,mobility,L13,back,32,569,274,0.4815465729349736,0.259247804033156,0.259247804033156,0.1651197131104314,0.05250544503779432
