evidence_step,authority_steps,gate_close_count,gate_open_count,reached_query,min_horizontal_m,closures,closed_fully,closed_holding,lifted,success,segments,last_target,end_state,gate_open_last,stage,kind,main_id,failed,base_task,arm,timing,replicate,physical_class,target
0,165,36,0,48,0.011,2,0,2,False,False,1,black_book_1,resting_at_start,0,closed_not_lifted,fork,9d87870d2ffb3532e6ada0eb,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,1,dropped_or_tipped,black_book_1
0,70,10,13,29,0.002,1,0,1,True,False,1,black_book_1,held_at_end,13,lifted_not_placed,fork,dc023fc9af087d13686f6930,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,0,dropped_or_tipped,black_book_1
0,70,10,0,29,0.002,0,0,0,True,False,1,black_book_1,resting_at_start,0,lifted_not_placed,fork,dc023fc9af087d13686f6930,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,1,dropped_or_tipped,black_book_1
10,61,1,0,46,0.002,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,dc023fc9af087d13686f6930,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,0,dropped_or_tipped,black_book_1
10,122,2,0,46,0.008,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,dc023fc9af087d13686f6930,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,1,dropped_or_tipped,black_book_1
0,183,46,0,43,0.001,1,0,1,False,False,1,black_book_1,resting_at_start,0,closed_not_lifted,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,0,dropped_or_tipped,black_book_1
0,120,48,0,43,0.011,1,0,1,False,False,1,black_book_1,resting_at_start,0,closed_not_lifted,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,1,dropped_or_tipped,black_book_1
0,183,56,0,51,0.009,1,1,0,False,False,1,black_book_1,resting_at_start,0,closed_missed,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,0,dropped_or_tipped,black_book_1
0,128,57,0,52,0.009,1,0,1,False,False,1,black_book_1,resting_at_start,0,closed_not_lifted,fork,9f2376260f4168064d059e12,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,1,dropped_or_tipped,black_book_1
5,124,4,0,14,0.002,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,e12434af1be4ebdd228100a5,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,0,dropped_or_tipped,black_book_1
4,124,4,0,14,0.002,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,e12434af1be4ebdd228100a5,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,1,dropped_or_tipped,black_book_1
39,61,1,0,44,0.005,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,e12434af1be4ebdd228100a5,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,0,dropped_or_tipped,black_book_1
26,61,1,0,44,0.005,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,e12434af1be4ebdd228100a5,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,late,1,dropped_or_tipped,black_book_1
,0,0,0,,0.059,0,0,0,False,False,1,black_book_1,resting_at_start,0,no_evidence,fork,e12434af1be4ebdd228100a5,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,early,0,dropped_or_tipped,black_book_1
50,61,1,0,55,0.005,0,0,0,False,False,1,black_book_1,resting_at_start,0,reached_never_closed,fork,e12434af1be4ebdd228100a5,True,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,early,1,dropped_or_tipped,black_book_1
,0,0,0,,0.072,0,0,0,True,True,1,black_book_1,held_at_end,0,success,fork,b9033af8891b723d3dbfe8aa,False,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,0,displaced_reachable,black_book_1
,0,0,0,,0.072,0,0,0,True,True,1,black_book_1,held_at_end,0,success,fork,b9033af8891b723d3dbfe8aa,False,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,shared_full_z10,mid,1,displaced_reachable,black_book_1
