corpus,sites,r,d,t,variant,stat,metric,name,value
A,,8,4,20,real,dzf_w8,resid,det,0.591544493692465
A,,8,4,20,real,dzf_w8,resid,npairs,2933.0
A,,8,4,20,real,dzf_w8,resid,p_perm,0.06965174129353234
A,,8,4,20,real,dzf_w12,raw,auc_succ,0.4340265939311285
A,,8,4,20,real,dzf_w12,raw,det,0.5659734060688715
A,,8,4,20,real,dzf_w12,raw,npairs,2933.0
A,,8,4,20,real,dzf_w12,raw,rho_base,0.5456816700919
A,,8,4,20,real,dzf_w12,raw,rho_min,0.2064297341291373
A,,8,4,20,real,dzf_w12,raw,rho_max,0.8585325832161275
A,,8,4,20,real,dzf_w12,resid,auc_succ,0.4708489601091033
A,,8,4,20,real,dzf_w12,resid,det,0.5291510398908967
A,,8,4,20,real,dzf_w12,resid,npairs,2933.0
A,,8,4,20,real,nll_w8,raw,auc_succ,0.5441527446300716
A,,8,4,20,real,nll_w8,raw,det,0.5441527446300716
A,,8,4,20,real,nll_w8,raw,npairs,2933.0
A,,8,4,20,real,nll_w8,raw,rho_base,-0.02004524347901959
A,,8,4,20,real,nll_w8,raw,rho_min,-0.10442213781877374
A,,8,4,20,real,nll_w8,raw,rho_max,0.1239803094233474
A,,8,4,20,real,nll_w8,resid,auc_succ,0.5339243095806342
A,,8,4,20,real,nll_w8,resid,det,0.5339243095806342
A,,8,4,20,real,nll_w8,resid,npairs,2933.0
A,,8,4,20,real,zfnorm_w8,raw,auc_succ,0.3504943743607228
A,,8,4,20,real,zfnorm_w8,raw,det,0.6495056256392773
A,,8,4,20,real,zfnorm_w8,raw,npairs,2933.0
A,,8,4,20,real,zfnorm_w8,raw,rho_base,0.07459188306179487
A,,8,4,20,real,zfnorm_w8,raw,rho_min,-0.5167661421595225
A,,8,4,20,real,zfnorm_w8,raw,rho_max,0.538293543136191
A,,8,4,20,real,zfnorm_w8,resid,auc_succ,0.4132287759972724
A,,8,4,20,real,zfnorm_w8,resid,det,0.5867712240027276
A,,8,4,20,real,zfnorm_w8,resid,npairs,2933.0
A,,8,4,20,real,pcaz_w8,raw,auc_succ,0.4872144561882032
A,,8,4,20,real,pcaz_w8,raw,det,0.5127855438117968
A,,8,4,20,real,pcaz_w8,raw,npairs,2933.0
A,,8,4,20,real,pcaz_w8,raw,rho_base,0.6472781048475001
A,,8,4,20,real,pcaz_w8,raw,rho_min,0.5909985935302391
A,,8,4,20,real,pcaz_w8,raw,rho_max,0.6906938584153774
A,,8,4,20,real,pcaz_w8,resid,auc_succ,0.5547221275144902
A,,8,4,20,real,pcaz_w8,resid,det,0.5547221275144902
A,,8,4,20,real,pcaz_w8,resid,npairs,2933.0
A,,8,4,20,real,innov_cum,raw,auc_succ,0.44459597681554724
A,,8,4,20,real,innov_cum,raw,det,0.5554040231844528
A,,8,4,20,real,innov_cum,raw,npairs,2933.0
A,,8,4,20,real,innov_cum,raw,rho_base,0.18798058358192668
A,,8,4,20,real,innov_cum,raw,rho_min,-0.12665491047205643
A,,8,4,20,real,innov_cum,raw,rho_max,0.4710526315789474
A,,8,4,20,real,innov_cum,resid,auc_succ,0.4936924650528469
A,,8,4,20,real,innov_cum,resid,det,0.5063075349471531
A,,8,4,20,real,innov_cum,resid,npairs,2933.0
A,,8,4,20,real,nis_cum,raw,auc_succ,0.5683600409137401
A,,8,4,20,real,nis_cum,raw,det,0.5683600409137401
A,,8,4,20,real,nis_cum,raw,npairs,2933.0
A,,8,4,20,real,nis_cum,raw,rho_base,0.046288013031404035
A,,8,4,20,real,nis_cum,raw,rho_min,-0.05410220346929208
A,,8,4,20,real,nis_cum,raw,rho_max,0.18173933427097985
A,,8,4,20,real,nis_cum,resid,auc_succ,0.5649505625639277
A,,8,4,20,real,nis_cum,resid,det,0.5649505625639277
A,,8,4,20,real,nis_cum,resid,npairs,2933.0
A,,16,4,20,real,innov_w1,raw,auc_succ,0.4217524718718036
A,,16,4,20,real,innov_w1,raw,det,0.5782475281281965
A,,16,4,20,real,innov_w1,raw,npairs,2933.0
A,,16,4,20,real,innov_w1,raw,rho_base,-0.1058568231462848
A,,16,4,20,real,innov_w1,raw,rho_min,-0.4679793717768401
A,,16,4,20,real,innov_w1,raw,rho_max,0.4372948898265354
A,,16,4,20,real,innov_w1,resid,auc_succ,0.41902488919195363
A,,16,4,20,real,innov_w1,resid,det,0.5809751108080463
A,,16,4,20,real,innov_w1,resid,npairs,2933.0
A,,16,4,20,real,nis_w1,raw,auc_succ,0.4647118990794408
A,,16,4,20,real,nis_w1,raw,det,0.5352881009205592
A,,16,4,20,real,nis_w1,raw,npairs,2933.0
A,,16,4,20,real,nis_w1,raw,rho_base,-0.05041821584388567
A,,16,4,20,real,nis_w1,raw,rho_min,-0.5513595874355368
A,,16,4,20,real,nis_w1,raw,rho_max,0.5367323019221754
A,,16,4,20,real,nis_w1,resid,auc_succ,0.4531196726900784
A,,16,4,20,real,nis_w1,resid,det,0.5468803273099216
A,,16,4,20,real,nis_w1,resid,npairs,2933.0
A,,16,4,20,real,innov_w3,raw,auc_succ,0.43266280259120354
A,,16,4,20,real,innov_w3,raw,det,0.5673371974087964
A,,16,4,20,real,innov_w3,raw,npairs,2933.0
A,,16,4,20,real,innov_w3,raw,rho_base,0.2563244921484188
A,,16,4,20,real,innov_w3,raw,rho_min,-0.24582747304266292
A,,16,4,20,real,innov_w3,raw,rho_max,0.8316924519456165
A,,16,4,20,real,innov_w3,resid,auc_succ,0.45209682918513466
A,,16,4,20,real,innov_w3,resid,det,0.5479031708148654
A,,16,4,20,real,innov_w3,resid,npairs,2933.0
A,,16,4,20,real,nis_w3,raw,auc_succ,0.5025571087623594
A,,16,4,20,real,nis_w3,raw,det,0.5025571087623594
A,,16,4,20,real,nis_w3,raw,npairs,2933.0
A,,16,4,20,real,nis_w3,raw,rho_base,0.21275552997759672
A,,16,4,20,real,nis_w3,raw,rho_min,-0.35471167369901546
A,,16,4,20,real,nis_w3,raw,rho_max,0.7543366150961087
A,,16,4,20,real,nis_w3,resid,auc_succ,0.5107398568019093
A,,16,4,20,real,nis_w3,resid,det,0.5107398568019093
A,,16,4,20,real,nis_w3,resid,npairs,2933.0
A,,16,4,20,real,innov_w8,raw,auc_succ,0.33515172178656666
A,,16,4,20,real,innov_w8,raw,det,0.6648482782134333
A,,16,4,20,real,innov_w8,raw,npairs,2933.0
A,,16,4,20,real,innov_w8,raw,rho_base,0.10205237999663708
A,,16,4,20,real,innov_w8,raw,rho_min,-0.22641819034224098
A,,16,4,20,real,innov_w8,raw,rho_max,0.45079699953117675
A,,16,4,20,real,innov_w8,raw,p_perm,0.004975124378109453
A,,16,4,20,real,innov_w8,resid,auc_succ,0.35015342652574155
A,,16,4,20,real,innov_w8,resid,det,0.6498465734742584
A,,16,4,20,real,innov_w8,resid,npairs,2933.0
A,,16,4,20,real,innov_w8,resid,p_perm,0.004975124378109453
A,,16,4,20,real,nis_w8,raw,auc_succ,0.4739174906239345
A,,16,4,20,real,nis_w8,raw,det,0.5260825093760655
A,,16,4,20,real,nis_w8,raw,npairs,2933.0
A,,16,4,20,real,nis_w8,raw,rho_base,-0.052731254764864656
A,,16,4,20,real,nis_w8,raw,rho_min,-0.17470698546647914
A,,16,4,20,real,nis_w8,raw,rho_max,0.07913736521331458
A,,16,4,20,real,nis_w8,raw,p_perm,0.5671641791044776
A,,16,4,20,real,nis_w8,resid,auc_succ,0.45550630753494714
A,,16,4,20,real,nis_w8,resid,det,0.5444936924650529
A,,16,4,20,real,nis_w8,resid,npairs,2933.0
A,,16,4,20,real,nis_w8,resid,p_perm,0.35323383084577115
A,,16,4,20,real,innov_w12,raw,auc_succ,0.4152744630071599
A,,16,4,20,real,innov_w12,raw,det,0.5847255369928401
A,,16,4,20,real,innov_w12,raw,npairs,2933.0
A,,16,4,20,real,innov_w12,raw,rho_base,0.3418358058481567
A,,16,4,20,real,innov_w12,raw,rho_min,0.08619315518049696
A,,16,4,20,real,innov_w12,raw,rho_max,0.6087357569180684
A,,16,4,20,real,innov_w12,resid,auc_succ,0.41902488919195363
A,,16,4,20,real,innov_w12,resid,det,0.5809751108080463
A,,16,4,20,real,innov_w12,resid,npairs,2933.0
A,,16,4,20,real,nis_w12,raw,auc_succ,0.5271053528810092
A,,16,4,20,real,nis_w12,raw,det,0.5271053528810092
A,,16,4,20,real,nis_w12,raw,npairs,2933.0
A,,16,4,20,real,nis_w12,raw,rho_base,0.33396227480012686
A,,16,4,20,real,nis_w12,raw,rho_min,-0.026058057514921323
A,,16,4,20,real,nis_w12,raw,rho_max,0.7045944678856071
A,,16,4,20,real,nis_w12,raw,p_perm,0.6069651741293532
A,,16,4,20,real,nis_w12,resid,auc_succ,0.5093760654619844
A,,16,4,20,real,nis_w12,resid,det,0.5093760654619844
A,,16,4,20,real,nis_w12,resid,npairs,2933.0
A,,16,4,20,real,nis_w12,resid,p_perm,0.8656716417910447
A,,16,4,20,real,dzf_w3,raw,auc_succ,0.4957381520627344
A,,16,4,20,real,dzf_w3,raw,det,0.5042618479372656
A,,16,4,20,real,dzf_w3,raw,npairs,2933.0
A,,16,4,20,real,dzf_w3,raw,rho_base,0.542863916419218
A,,16,4,20,real,dzf_w3,raw,rho_min,0.404150841020076
A,,16,4,20,real,dzf_w3,raw,rho_max,0.6345288326300984
A,,16,4,20,real,dzf_w3,resid,auc_succ,0.5434708489601091
A,,16,4,20,real,dzf_w3,resid,det,0.5434708489601091
A,,16,4,20,real,dzf_w3,resid,npairs,2933.0
A,,16,4,20,real,dzf_w8,raw,auc_succ,0.44255028980565975
A,,16,4,20,real,dzf_w8,raw,det,0.5574497101943403
A,,16,4,20,real,dzf_w8,raw,npairs,2933.0
A,,16,4,20,real,dzf_w8,raw,rho_base,0.3391263387727515
A,,16,4,20,real,dzf_w8,raw,rho_min,-0.1933396635919696
A,,16,4,20,real,dzf_w8,raw,rho_max,0.69957805907173
A,,16,4,20,real,dzf_w8,raw,p_perm,0.24875621890547264
A,,16,4,20,real,dzf_w8,resid,auc_succ,0.4722127514490283
A,,16,4,20,real,dzf_w8,resid,det,0.5277872485509717
A,,16,4,20,real,dzf_w8,resid,npairs,2933.0
A,,16,4,20,real,dzf_w8,resid,p_perm,0.5621890547263682
A,,16,4,20,real,dzf_w12,raw,auc_succ,0.43095806341629733
A,,16,4,20,real,dzf_w12,raw,det,0.5690419365837027
A,,16,4,20,real,dzf_w12,raw,npairs,2933.0
A,,16,4,20,real,dzf_w12,raw,rho_base,0.4957820804330777
A,,16,4,20,real,dzf_w12,raw,rho_min,0.15642973412913727
A,,16,4,20,real,dzf_w12,raw,rho_max,0.8403187998124707
A,,16,4,20,real,dzf_w12,resid,auc_succ,0.4572110467098534
A,,16,4,20,real,dzf_w12,resid,det,0.5427889532901466
A,,16,4,20,real,dzf_w12,resid,npairs,2933.0
A,,16,4,20,real,nll_w8,raw,auc_succ,0.4739174906239345
A,,16,4,20,real,nll_w8,raw,det,0.5260825093760655
A,,16,4,20,real,nll_w8,raw,npairs,2933.0
A,,16,4,20,real,nll_w8,raw,rho_base,-0.052731254764864656
A,,16,4,20,real,nll_w8,raw,rho_min,-0.17470698546647914
A,,16,4,20,real,nll_w8,raw,rho_max,0.07913736521331458
A,,16,4,20,real,nll_w8,resid,auc_succ,0.45550630753494714
A,,16,4,20,real,nll_w8,resid,det,0.5444936924650529
A,,16,4,20,real,nll_w8,resid,npairs,2933.0
A,,16,4,20,real,zfnorm_w8,raw,auc_succ,0.3610637572451415
A,,16,4,20,real,zfnorm_w8,raw,det,0.6389362427548585
A,,16,4,20,real,zfnorm_w8,raw,npairs,2933.0
A,,16,4,20,real,zfnorm_w8,raw,rho_base,-0.052697577966986014
A,,16,4,20,real,zfnorm_w8,raw,rho_min,-0.5204829083016821
A,,16,4,20,real,zfnorm_w8,raw,rho_max,0.4204286489419425
A,,16,4,20,real,zfnorm_w8,resid,auc_succ,0.41356972383225366
A,,16,4,20,real,zfnorm_w8,resid,det,0.5864302761677463
A,,16,4,20,real,zfnorm_w8,resid,npairs,2933.0
A,,16,4,20,real,pcaz_w8,raw,auc_succ,0.4105011933174224
A,,16,4,20,real,pcaz_w8,raw,det,0.5894988066825776
A,,16,4,20,real,pcaz_w8,raw,npairs,2933.0
A,,16,4,20,real,pcaz_w8,raw,rho_base,0.6756646437693695
A,,16,4,20,real,pcaz_w8,raw,rho_min,0.5716901790558871
A,,16,4,20,real,pcaz_w8,raw,rho_max,0.7496744438415627
A,,16,4,20,real,pcaz_w8,resid,auc_succ,0.4435731333106035
A,,16,4,20,real,pcaz_w8,resid,det,0.5564268666893966
A,,16,4,20,real,pcaz_w8,resid,npairs,2933.0
A,,16,4,20,real,innov_cum,raw,auc_succ,0.43334469826116606
A,,16,4,20,real,innov_cum,raw,det,0.5666553017388339
A,,16,4,20,real,innov_cum,raw,npairs,2933.0
A,,16,4,20,real,innov_cum,raw,rho_base,0.01927369948607508
A,,16,4,20,real,innov_cum,raw,rho_min,-0.27728551336146273
A,,16,4,20,real,innov_cum,raw,rho_max,0.20630765056972328
A,,16,4,20,real,innov_cum,resid,auc_succ,0.44220934197067846
A,,16,4,20,real,innov_cum,resid,det,0.5577906580293215
A,,16,4,20,real,innov_cum,resid,npairs,2933.0
A,,16,4,20,real,nis_cum,raw,auc_succ,0.5427889532901466
A,,16,4,20,real,nis_cum,raw,det,0.5427889532901466
A,,16,4,20,real,nis_cum,raw,npairs,2933.0
A,,16,4,20,real,nis_cum,raw,rho_base,0.05208267035416633
A,,16,4,20,real,nis_cum,raw,rho_min,-0.17461322081575245
A,,16,4,20,real,nis_cum,raw,rho_max,0.2891345632121541
A,,16,4,20,real,nis_cum,resid,auc_succ,0.5393794749403341
A,,16,4,20,real,nis_cum,resid,det,0.5393794749403341
A,,16,4,20,real,nis_cum,resid,npairs,2933.0
A,,16,8,20,real,innov_w1,raw,auc_succ,0.437436072280941
A,,16,8,20,real,innov_w1,raw,det,0.562563927719059
A,,16,8,20,real,innov_w1,raw,npairs,2933.0
A,,16,8,20,real,innov_w1,raw,rho_base,-0.1260095455645072
A,,16,8,20,real,innov_w1,raw,rho_min,-0.5182841068917018
A,,16,8,20,real,innov_w1,raw,rho_max,0.49817158931082983
A,,16,8,20,real,innov_w1,resid,auc_succ,0.42516195022161607
A,,16,8,20,real,innov_w1,resid,det,0.5748380497783839
A,,16,8,20,real,innov_w1,resid,npairs,2933.0
A,,16,8,20,real,nis_w1,raw,auc_succ,0.530855779065803
A,,16,8,20,real,nis_w1,raw,det,0.530855779065803
A,,16,8,20,real,nis_w1,raw,npairs,2933.0
A,,16,8,20,real,nis_w1,raw,rho_base,-0.1613469695269973
A,,16,8,20,real,nis_w1,raw,rho_min,-0.5375203472599024
A,,16,8,20,real,nis_w1,raw,rho_max,0.42400375058602907
A,,16,8,20,real,nis_w1,resid,auc_succ,0.4872144561882032
A,,16,8,20,real,nis_w1,resid,det,0.5127855438117968
A,,16,8,20,real,nis_w1,resid,npairs,2933.0
A,,16,8,20,real,innov_w3,raw,auc_succ,0.44834640300034095
A,,16,8,20,real,innov_w3,raw,det,0.551653596999659
A,,16,8,20,real,innov_w3,raw,npairs,2933.0
A,,16,8,20,real,innov_w3,raw,rho_base,0.18683445476974875
A,,16,8,20,real,innov_w3,raw,rho_min,-0.47477730895452414
A,,16,8,20,real,innov_w3,raw,rho_max,0.8384200656352555
A,,16,8,20,real,innov_w3,resid,auc_succ,0.46130242072962835
A,,16,8,20,real,innov_w3,resid,det,0.5386975792703717
A,,16,8,20,real,innov_w3,resid,npairs,2933.0
A,,16,8,20,real,nis_w3,raw,auc_succ,0.5526764405046029
A,,16,8,20,real,nis_w3,raw,det,0.5526764405046029
A,,16,8,20,real,nis_w3,raw,npairs,2933.0
A,,16,8,20,real,nis_w3,raw,rho_base,0.11137398950527828
A,,16,8,20,real,nis_w3,raw,rho_min,-0.3182040151926207
A,,16,8,20,real,nis_w3,raw,rho_max,0.6785747773089545
A,,16,8,20,real,nis_w3,resid,auc_succ,0.528128196385953
A,,16,8,20,real,nis_w3,resid,det,0.528128196385953
A,,16,8,20,real,nis_w3,resid,npairs,2933.0
A,,16,8,20,real,innov_w8,raw,auc_succ,0.3924309580634163
A,,16,8,20,real,innov_w8,raw,det,0.6075690419365837
A,,16,8,20,real,innov_w8,raw,npairs,2933.0
A,,16,8,20,real,innov_w8,raw,rho_base,0.1374517519693502
A,,16,8,20,real,innov_w8,raw,rho_min,-0.34800750117205814
A,,16,8,20,real,innov_w8,raw,rho_max,0.4806294085729788
A,,16,8,20,real,innov_w8,raw,p_perm,0.029850746268656716
A,,16,8,20,real,innov_w8,resid,auc_succ,0.400272758267985
A,,16,8,20,real,innov_w8,resid,det,0.599727241732015
A,,16,8,20,real,innov_w8,resid,npairs,2933.0
A,,16,8,20,real,innov_w8,resid,p_perm,0.04975124378109453
A,,16,8,20,real,nis_w8,raw,auc_succ,0.5731333106034777
A,,16,8,20,real,nis_w8,raw,det,0.5731333106034777
A,,16,8,20,real,nis_w8,raw,npairs,2933.0
A,,16,8,20,real,nis_w8,raw,rho_base,-0.25308284835691824
A,,16,8,20,real,nis_w8,raw,rho_min,-0.5372083559413999
A,,16,8,20,real,nis_w8,raw,rho_max,-0.09150841020075963
A,,16,8,20,real,nis_w8,raw,p_perm,0.12437810945273632
A,,16,8,20,real,nis_w8,resid,auc_succ,0.5264234572110467
A,,16,8,20,real,nis_w8,resid,det,0.5264234572110467
A,,16,8,20,real,nis_w8,resid,npairs,2933.0
A,,16,8,20,real,nis_w8,resid,p_perm,0.5870646766169154
A,,16,8,20,real,innov_w12,raw,auc_succ,0.45823389021479716
A,,16,8,20,real,innov_w12,raw,det,0.5417661097852029
A,,16,8,20,real,innov_w12,raw,npairs,2933.0
A,,16,8,20,real,innov_w12,raw,rho_base,0.21994405886720803
A,,16,8,20,real,innov_w12,raw,rho_min,-0.10192217533989686
A,,16,8,20,real,innov_w12,raw,rho_max,0.6324877916440586
A,,16,8,20,real,innov_w12,resid,auc_succ,0.45584725536992843
A,,16,8,20,real,innov_w12,resid,det,0.5441527446300716
A,,16,8,20,real,innov_w12,resid,npairs,2933.0
A,,16,8,20,real,nis_w12,raw,auc_succ,0.6140470508012273
A,,16,8,20,real,nis_w12,raw,det,0.6140470508012273
A,,16,8,20,real,nis_w12,raw,npairs,2933.0
A,,16,8,20,real,nis_w12,raw,rho_base,0.1707701293194126
A,,16,8,20,real,nis_w12,raw,rho_min,-0.39427563754747696
A,,16,8,20,real,nis_w12,raw,rho_max,0.4894983591186123
A,,16,8,20,real,nis_w12,raw,p_perm,0.03482587064676617
A,,16,8,20,real,nis_w12,resid,auc_succ,0.5775656324582339
A,,16,8,20,real,nis_w12,resid,det,0.5775656324582339
A,,16,8,20,real,nis_w12,resid,npairs,2933.0
A,,16,8,20,real,nis_w12,resid,p_perm,0.13432835820895522
A,,16,8,20,real,dzf_w3,raw,auc_succ,0.5451755881350153
A,,16,8,20,real,dzf_w3,raw,det,0.5451755881350153
A,,16,8,20,real,dzf_w3,raw,npairs,2933.0
A,,16,8,20,real,dzf_w3,raw,rho_base,0.5656345639117004
A,,16,8,20,real,dzf_w3,raw,rho_min,0.3833016820401519
A,,16,8,20,real,dzf_w3,raw,rho_max,0.6704875761837787
A,,16,8,20,real,dzf_w3,resid,auc_succ,0.607909989771565
A,,16,8,20,real,dzf_w3,resid,det,0.607909989771565
A,,16,8,20,real,dzf_w3,resid,npairs,2933.0
A,,16,8,20,real,dzf_w8,raw,auc_succ,0.5223320831912718
A,,16,8,20,real,dzf_w8,raw,det,0.5223320831912718
A,,16,8,20,real,dzf_w8,raw,npairs,2933.0
A,,16,8,20,real,dzf_w8,raw,rho_base,0.3506615943831769
A,,16,8,20,real,dzf_w8,raw,rho_min,-0.08769669017905589
A,,16,8,20,real,dzf_w8,raw,rho_max,0.6734177215189874
A,,16,8,20,real,dzf_w8,raw,p_perm,0.6517412935323383
A,,16,8,20,real,dzf_w8,resid,auc_succ,0.5683600409137401
A,,16,8,20,real,dzf_w8,resid,det,0.5683600409137401
A,,16,8,20,real,dzf_w8,resid,npairs,2933.0
A,,16,8,20,real,dzf_w8,resid,p_perm,0.19900497512437812
A,,16,8,20,real,dzf_w12,raw,auc_succ,0.4984657347425844
A,,16,8,20,real,dzf_w12,raw,det,0.5015342652574156
A,,16,8,20,real,dzf_w12,raw,npairs,2933.0
A,,16,8,20,real,dzf_w12,raw,rho_base,0.43867839220842714
A,,16,8,20,real,dzf_w12,raw,rho_min,0.09583559413998914
A,,16,8,20,real,dzf_w12,raw,rho_max,0.76657290201594
A,,16,8,20,real,dzf_w12,resid,auc_succ,0.526764405046028
A,,16,8,20,real,dzf_w12,resid,det,0.526764405046028
A,,16,8,20,real,dzf_w12,resid,npairs,2933.0
A,,16,8,20,real,nll_w8,raw,auc_succ,0.5731333106034777
A,,16,8,20,real,nll_w8,raw,det,0.5731333106034777
A,,16,8,20,real,nll_w8,raw,npairs,2933.0
