corpus,variant,r,d,t,stat,metric,auc_succ,det,npairs,p_perm,rho_base,rho_max,rho_min
A,real,8,4,20,zfnorm_w8,raw,0.3504943743607228,0.6495056256392773,2933.0,,0.0745918830617948,0.538293543136191,-0.5167661421595225
A,real,8,4,20,zfnorm_w8,resid,0.4132287759972724,0.5867712240027276,2933.0,,,,
A,real,8,4,25,dzf_w12,raw,0.4647118990794408,0.5352881009205592,2933.0,,0.3475661812196476,0.6062805208898535,-0.0195968120018752
A,real,8,4,25,dzf_w12,resid,0.4006137061029662,0.5993862938970338,2933.0,,,,
A,real,8,4,25,dzf_w3,raw,0.5605182407091714,0.5605182407091714,2933.0,,0.415231356517063,0.7782148670645687,0.0747773089545241
A,real,8,4,25,dzf_w3,resid,0.5046027957722469,0.5046027957722469,2933.0,,,,
A,real,8,4,25,dzf_w8,raw,0.5301738833958405,0.5301738833958405,2933.0,0.572139303482587,0.4753830811277908,0.8879815518176886,-0.3613455227379278
A,real,8,4,25,dzf_w8,resid,0.4108421411524037,0.5891578588475963,2933.0,0.099502487562189,,,
A,real,8,4,25,innov_cum,raw,0.5233549266962155,0.5233549266962155,2933.0,,0.1972740045518846,0.5212289744981009,-0.2568448195030473
A,real,8,4,25,innov_cum,resid,0.4609614728946471,0.5390385271053528,2933.0,,,,
A,real,8,4,25,innov_w1,raw,0.5966587112171838,0.5966587112171838,2933.0,,0.2696482684065275,0.7072436245252306,-0.2699538795442214
A,real,8,4,25,innov_w1,resid,0.6304125468803273,0.6304125468803273,2933.0,,,,
A,real,8,4,25,innov_w12,raw,0.511762700306853,0.511762700306853,2933.0,,0.3351731148306627,0.6341291372761801,-0.0689170182841068
A,real,8,4,25,innov_w12,resid,0.4326628025912035,0.5673371974087964,2933.0,,,,
A,real,8,4,25,innov_w3,raw,0.6068871462666212,0.6068871462666212,2933.0,,0.2989043609465905,0.8205778621812263,-0.1710267229254571
A,real,8,4,25,innov_w3,resid,0.5973406068871463,0.5973406068871463,2933.0,,,,
A,real,8,4,25,innov_w8,raw,0.6116604159563587,0.6116604159563587,2933.0,0.0348258706467661,0.5679880636404037,0.8267769940314704,0.0479371776840131
A,real,8,4,25,innov_w8,resid,0.5093760654619843,0.5093760654619843,2933.0,0.8606965174129353,,,
A,real,8,4,25,nis_cum,raw,0.643709512444596,0.643709512444596,2933.0,,0.088588646769533,0.3026315789473684,-0.1385841537740272
A,real,8,4,25,nis_cum,resid,0.6137061029662463,0.6137061029662463,2933.0,,,,
A,real,8,4,25,nis_w1,raw,0.5785884759631776,0.5785884759631776,2933.0,,-0.1893582495213195,-0.0864978902953586,-0.3012750949538795
A,real,8,4,25,nis_w1,resid,0.6184793726559836,0.6184793726559836,2933.0,,,,
A,real,8,4,25,nis_w12,raw,0.6672349130583021,0.6672349130583021,2933.0,0.0049751243781094,-0.0180127353687334,0.1721242539338036,-0.2342240975152367
A,real,8,4,25,nis_w12,resid,0.6532560518240709,0.6532560518240709,2933.0,0.0049751243781094,,,
A,real,8,4,25,nis_w3,raw,0.6501875213092397,0.6501875213092397,2933.0,,-0.0791747607360652,0.0942349430276722,-0.4614861697140178
A,real,8,4,25,nis_w3,resid,0.6420047732696897,0.6420047732696897,2933.0,,,,
A,real,8,4,25,nis_w8,raw,0.7200818274803955,0.7200818274803955,2933.0,0.0049751243781094,0.2176765365663059,0.5270347259902333,-0.0939521800281294
A,real,8,4,25,nis_w8,resid,0.6911012615069895,0.6911012615069895,2933.0,0.0049751243781094,,,
A,real,8,4,25,nll_w8,raw,0.7200818274803955,0.7200818274803955,2933.0,,0.2176765365663059,0.5270347259902333,-0.0939521800281294
A,real,8,4,25,nll_w8,resid,0.6911012615069895,0.6911012615069895,2933.0,,,,
A,real,8,4,25,pcaz_w8,raw,0.60381861575179,0.60381861575179,2933.0,,0.8376518063304621,0.9041372761801412,0.6681669010782935
A,real,8,4,25,pcaz_w8,resid,0.519945448346403,0.519945448346403,2933.0,,,,
A,real,8,4,25,zfnorm_w8,raw,0.3978861234231162,0.6021138765768838,2933.0,,0.1102068552236653,0.7517346460384435,-0.7327319587628865
A,real,8,4,25,zfnorm_w8,resid,0.3102625298329355,0.6897374701670644,2933.0,,,,
A,real,8,4,30,dzf_w12,raw,0.7071258097511081,0.7071258097511081,2933.0,,0.3715799973239171,0.73300515705579,-0.0814111579934364
A,real,8,4,30,dzf_w12,resid,0.5727923627684964,0.5727923627684964,2933.0,,,,
A,real,8,4,30,dzf_w3,raw,0.7050801227412206,0.7050801227412206,2933.0,,0.6203231955074371,0.8775433661509611,0.1567688551275095
A,real,8,4,30,dzf_w3,resid,0.5175588135015343,0.5175588135015343,2933.0,,,,
A,real,8,4,30,dzf_w8,raw,0.7190589839754518,0.7190589839754518,2933.0,0.0049751243781094,0.7224157231058129,0.9398968588842006,0.3670103092783505
A,real,8,4,30,dzf_w8,resid,0.4896010910330719,0.5103989089669281,2933.0,0.8756218905472637,,,
A,real,8,4,30,innov_cum,raw,0.5734742584384589,0.5734742584384589,2933.0,,0.4534060053893052,0.7276371308016878,-0.0962561041779707
A,real,8,4,30,innov_cum,resid,0.504943743607228,0.504943743607228,2933.0,,,,
A,real,8,4,30,innov_w1,raw,0.5376747357654279,0.5376747357654279,2933.0,,0.1927453814677195,0.6842709798406001,-0.6717580032555616
A,real,8,4,30,innov_w1,resid,0.5482441186498466,0.5482441186498466,2933.0,,,,
A,real,8,4,30,innov_w12,raw,0.6454142516195022,0.6454142516195022,2933.0,,0.5379320207554134,0.8766760431317393,-0.3311720021703744
A,real,8,4,30,innov_w12,resid,0.5594953972042278,0.5594953972042278,2933.0,,,,
A,real,8,4,30,innov_w3,raw,0.5284691442209342,0.5284691442209342,2933.0,,0.3863125518459248,0.8201359587435537,-0.3583830710797612
A,real,8,4,30,innov_w3,resid,0.5144902829867031,0.5144902829867031,2933.0,,,,
A,real,8,4,30,innov_w8,raw,0.5952949198772588,0.5952949198772588,2933.0,0.0796019900497512,0.5105983531661087,0.939592123769339,-0.2591969614758546
A,real,8,4,30,innov_w8,resid,0.5410842141152403,0.5410842141152403,2933.0,0.4328358208955223,,,
A,real,8,4,30,nis_cum,raw,0.6198431639959087,0.6198431639959087,2933.0,,0.3648751618177928,0.5994031470428649,0.0567688551275094
A,real,8,4,30,nis_cum,resid,0.5189226048414592,0.5189226048414592,2933.0,,,,
A,real,8,4,30,nis_w1,raw,0.5799522673031027,0.5799522673031027,2933.0,,0.1455585340331849,0.6028598218471636,-0.5680005425935974
A,real,8,4,30,nis_w1,resid,0.5860893283327651,0.5860893283327651,2933.0,,,,
A,real,8,4,30,nis_w12,raw,0.6604159563586771,0.6604159563586771,2933.0,0.0049751243781094,0.5426717383142052,0.809774964838256,0.0122761801410743
A,real,8,4,30,nis_w12,resid,0.5574497101943403,0.5574497101943403,2933.0,0.2736318407960199,,,
A,real,8,4,30,nis_w3,raw,0.5959768155472213,0.5959768155472213,2933.0,,0.3102101351421821,0.7142522269104548,-0.3468800868149755
A,real,8,4,30,nis_w3,resid,0.5673371974087964,0.5673371974087964,2933.0,,,,
A,real,8,4,30,nis_w8,raw,0.6365496079099898,0.6365496079099898,2933.0,0.0149253731343283,0.5421038020599224,0.7217580032555616,0.0986028214867064
A,real,8,4,30,nis_w8,resid,0.5083532219570406,0.5083532219570406,2933.0,0.8905472636815921,,,
A,real,8,4,30,nll_w8,raw,0.6365496079099898,0.6365496079099898,2933.0,,0.5421038020599224,0.7217580032555616,0.0986028214867064
A,real,8,4,30,nll_w8,resid,0.5083532219570406,0.5083532219570406,2933.0,,,,
A,real,8,4,30,pcaz_w8,raw,0.7903170814865326,0.7903170814865326,2933.0,,0.9095420333879488,0.9650961087669948,0.7850244167118828
A,real,8,4,30,pcaz_w8,resid,0.530855779065803,0.530855779065803,2933.0,,,,
A,real,8,4,30,zfnorm_w8,raw,0.3228775997272417,0.6771224002727583,2933.0,,-0.052535101964606,0.6244491326769808,-0.5877637130801687
A,real,8,4,30,zfnorm_w8,resid,0.3566314353903853,0.6433685646096148,2933.0,,,,
A,real,16,4,20,dzf_w12,raw,0.4309580634162973,0.5690419365837027,2933.0,,0.4957820804330777,0.8403187998124707,0.1564297341291372
A,real,16,4,20,dzf_w12,resid,0.4572110467098534,0.5427889532901466,2933.0,,,,
A,real,16,4,20,dzf_w3,raw,0.4957381520627344,0.5042618479372656,2933.0,,0.542863916419218,0.6345288326300984,0.404150841020076
A,real,16,4,20,dzf_w3,resid,0.5434708489601091,0.5434708489601091,2933.0,,,,
A,real,16,4,20,dzf_w8,raw,0.4425502898056597,0.5574497101943403,2933.0,0.2487562189054726,0.3391263387727515,0.69957805907173,-0.1933396635919696
A,real,16,4,20,dzf_w8,resid,0.4722127514490283,0.5277872485509717,2933.0,0.5621890547263682,,,
A,real,16,4,20,innov_cum,raw,0.433344698261166,0.5666553017388339,2933.0,,0.019273699486075,0.2063076505697232,-0.2772855133614627
A,real,16,4,20,innov_cum,resid,0.4422093419706784,0.5577906580293215,2933.0,,,,
A,real,16,4,20,innov_w1,raw,0.4217524718718036,0.5782475281281965,2933.0,,-0.1058568231462848,0.4372948898265354,-0.4679793717768401
A,real,16,4,20,innov_w1,resid,0.4190248891919536,0.5809751108080463,2933.0,,,,
A,real,16,4,20,innov_w12,raw,0.4152744630071599,0.5847255369928401,2933.0,,0.3418358058481567,0.6087357569180684,0.0861931551804969
A,real,16,4,20,innov_w12,resid,0.4190248891919536,0.5809751108080463,2933.0,,,,
A,real,16,4,20,innov_w3,raw,0.4326628025912035,0.5673371974087964,2933.0,,0.2563244921484188,0.8316924519456165,-0.2458274730426629
A,real,16,4,20,innov_w3,resid,0.4520968291851346,0.5479031708148654,2933.0,,,,
A,real,16,4,20,innov_w8,raw,0.3351517217865666,0.6648482782134333,2933.0,0.0049751243781094,0.102052379996637,0.4507969995311767,-0.2264181903422409
A,real,16,4,20,innov_w8,resid,0.3501534265257415,0.6498465734742584,2933.0,0.0049751243781094,,,
A,real,16,4,20,nis_cum,raw,0.5427889532901466,0.5427889532901466,2933.0,,0.0520826703541663,0.2891345632121541,-0.1746132208157524
A,real,16,4,20,nis_cum,resid,0.5393794749403341,0.5393794749403341,2933.0,,,,
A,real,16,4,20,nis_w1,raw,0.4647118990794408,0.5352881009205592,2933.0,,-0.0504182158438856,0.5367323019221754,-0.5513595874355368
A,real,16,4,20,nis_w1,resid,0.4531196726900784,0.5468803273099216,2933.0,,,,
A,real,16,4,20,nis_w12,raw,0.5271053528810092,0.5271053528810092,2933.0,0.6069651741293532,0.3339622748001268,0.7045944678856071,-0.0260580575149213
A,real,16,4,20,nis_w12,resid,0.5093760654619844,0.5093760654619844,2933.0,0.8656716417910447,,,
A,real,16,4,20,nis_w3,raw,0.5025571087623594,0.5025571087623594,2933.0,,0.2127555299775967,0.7543366150961087,-0.3547116736990154
A,real,16,4,20,nis_w3,resid,0.5107398568019093,0.5107398568019093,2933.0,,,,
A,real,16,4,20,nis_w8,raw,0.4739174906239345,0.5260825093760655,2933.0,0.5671641791044776,-0.0527312547648646,0.0791373652133145,-0.1747069854664791
A,real,16,4,20,nis_w8,resid,0.4555063075349471,0.5444936924650529,2933.0,0.3532338308457711,,,
A,real,16,4,20,nll_w8,raw,0.4739174906239345,0.5260825093760655,2933.0,,-0.0527312547648646,0.0791373652133145,-0.1747069854664791
A,real,16,4,20,nll_w8,resid,0.4555063075349471,0.5444936924650529,2933.0,,,,
A,real,16,4,20,pcaz_w8,raw,0.4105011933174224,0.5894988066825776,2933.0,,0.6756646437693695,0.7496744438415627,0.5716901790558871
A,real,16,4,20,pcaz_w8,resid,0.4435731333106035,0.5564268666893966,2933.0,,,,
A,real,16,4,20,zfnorm_w8,raw,0.3610637572451415,0.6389362427548585,2933.0,,-0.052697577966986,0.4204286489419425,-0.5204829083016821
A,real,16,4,20,zfnorm_w8,resid,0.4135697238322536,0.5864302761677463,2933.0,,,,
A,real,16,4,25,dzf_w12,raw,0.5499488578247528,0.5499488578247528,2933.0,,0.3486427465055115,0.6533640803038524,-0.0452414439756211
A,real,16,4,25,dzf_w12,resid,0.4681213774292533,0.5318786225707467,2933.0,,,,
A,real,16,4,25,dzf_w3,raw,0.5748380497783839,0.5748380497783839,2933.0,,0.3194511616794098,0.7248100922409115,-0.0097515236755743
A,real,16,4,25,dzf_w3,resid,0.5264234572110467,0.5264234572110467,2933.0,,,,
A,real,16,4,25,dzf_w8,raw,0.5727923627684964,0.5727923627684964,2933.0,0.2139303482587064,0.39496546816568,0.8420645686380901,-0.4005391467416784
A,real,16,4,25,dzf_w8,resid,0.4701670644391408,0.5298329355608592,2933.0,0.6019900497512438,,,
A,real,16,4,25,innov_cum,raw,0.4728946471189908,0.5271053528810092,2933.0,,0.0550722930290332,0.2879137276180141,-0.1942803563056727
A,real,16,4,25,innov_cum,resid,0.4394817592908285,0.5605182407091716,2933.0,,,,
A,real,16,4,25,innov_w1,raw,0.5663143539038527,0.5663143539038527,2933.0,,0.2461126415277685,0.3495311767463666,0.1390295358649789
A,real,16,4,25,innov_w1,resid,0.5417661097852029,0.5417661097852029,2933.0,,,,
A,real,16,4,25,innov_w12,raw,0.4111830889873849,0.5888169110126151,2933.0,,-0.327793450796071,0.0021568095496473,-0.5210661964188823
A,real,16,4,25,innov_w12,resid,0.4186839413569724,0.5813160586430276,2933.0,,,,
A,real,16,4,25,innov_w3,raw,0.5632458233890215,0.5632458233890215,2933.0,,0.2623234837841337,0.6801953336950624,-0.0296061884669479
A,real,16,4,25,innov_w3,resid,0.5376747357654279,0.5376747357654279,2933.0,,,,
A,real,16,4,25,innov_w8,raw,0.4882372996931469,0.511762700306853,2933.0,0.8258706467661692,0.2753073711327487,0.3999593054801953,0.1111345522737927
A,real,16,4,25,innov_w8,resid,0.4193658370269348,0.5806341629730651,2933.0,0.1343283582089552,,,
A,real,16,4,25,nis_cum,raw,0.5830207978179339,0.5830207978179339,2933.0,,0.0818885157127016,0.2277129679869777,-0.1821378340365682
A,real,16,4,25,nis_cum,resid,0.5608591885441526,0.5608591885441526,2933.0,,,,
A,real,16,4,25,nis_w1,raw,0.5802932151380839,0.5802932151380839,2933.0,,-0.104489022400492,0.0935302390998593,-0.2970157352143244
A,real,16,4,25,nis_w1,resid,0.5956358677122401,0.5956358677122401,2933.0,,,,
A,real,16,4,25,nis_w12,raw,0.5973406068871462,0.5973406068871462,2933.0,0.0597014925373134,-0.3130745628661966,-0.1043950081389039,-0.4755508673230192
A,real,16,4,25,nis_w12,resid,0.6201841118308898,0.6201841118308898,2933.0,0.0248756218905472,,,
A,real,16,4,25,nis_w3,raw,0.616092737811115,0.616092737811115,2933.0,,-0.1294502707117235,0.0334373304395008,-0.3511251758087201
A,real,16,4,25,nis_w3,resid,0.6143879986362086,0.6143879986362086,2933.0,,,,
A,real,16,4,25,nis_w8,raw,0.5877940675076714,0.5877940675076714,2933.0,0.1144278606965174,0.0902373424081031,0.3607976125881714,-0.2656118143459915
A,real,16,4,25,nis_w8,resid,0.5461984316399591,0.5461984316399591,2933.0,0.4278606965174129,,,
A,real,16,4,25,nll_w8,raw,0.5877940675076714,0.5877940675076714,2933.0,,0.0902373424081031,0.3607976125881714,-0.2656118143459915
A,real,16,4,25,nll_w8,resid,0.5461984316399591,0.5461984316399591,2933.0,,,,
A,real,16,4,25,pcaz_w8,raw,0.5400613706102966,0.5400613706102966,2933.0,,0.852170596972516,0.9438144329896908,0.7810360993905298
A,real,16,4,25,pcaz_w8,resid,0.4159563586771224,0.5840436413228776,2933.0,,,,
A,real,16,4,25,zfnorm_w8,raw,0.3910671667234913,0.6089328332765087,2933.0,,0.06429370683004,0.6111111111111112,-0.7421595225176343
A,real,16,4,25,zfnorm_w8,resid,0.321854756222298,0.678145243777702,2933.0,,,,
A,real,16,4,30,dzf_w12,raw,0.7494033412887828,0.7494033412887828,2933.0,,0.368597387601342,0.756823114487249,-0.0849742147210501
A,real,16,4,30,dzf_w12,resid,0.6021138765768838,0.6021138765768838,2933.0,,,,
A,real,16,4,30,dzf_w3,raw,0.7279236276849642,0.7279236276849642,2933.0,,0.6353941206053544,0.8823956868260666,0.2350244167118828
A,real,16,4,30,dzf_w3,resid,0.5209682918513467,0.5209682918513467,2933.0,,,,
A,real,16,4,30,dzf_w8,raw,0.7419024889191954,0.7419024889191954,2933.0,0.0049751243781094,0.7142983604032338,0.9383497421472105,0.3827455236028215
A,real,16,4,30,dzf_w8,resid,0.518581657006478,0.518581657006478,2933.0,0.6965174129353234,,,
A,real,16,4,30,innov_cum,raw,0.5564268666893964,0.5564268666893964,2933.0,,0.3974880848175799,0.6826300984528832,-0.0702116115029842
A,real,16,4,30,innov_cum,resid,0.4544834640300034,0.5455165359699966,2933.0,,,,
A,real,16,4,30,innov_w1,raw,0.6089328332765087,0.6089328332765087,2933.0,,0.1600797667279978,0.6546798697775367,-0.5420916983179599
A,real,16,4,30,innov_w1,resid,0.5690419365837027,0.5690419365837027,2933.0,,,,
A,real,16,4,30,innov_w12,raw,0.59018070235254,0.59018070235254,2933.0,,0.4969506122175391,0.8460384435067979,-0.0771703743895822
A,real,16,4,30,innov_w12,resid,0.4411864984657347,0.5588135015342652,2933.0,,,,
A,real,16,4,30,innov_w3,raw,0.6358677122400272,0.6358677122400272,2933.0,,0.3873044958700054,0.7536218122626153,-0.2855805751492132
A,real,16,4,30,innov_w3,resid,0.5373337879304466,0.5373337879304466,2933.0,,,,
A,real,16,4,30,innov_w8,raw,0.6597340606887147,0.6597340606887147,2933.0,0.0049751243781094,0.5259605264429797,0.7910065111231688,-0.1099023331524688
A,real,16,4,30,innov_w8,resid,0.5219911353562905,0.5219911353562905,2933.0,0.7512437810945274,,,
A,real,16,4,30,nis_cum,raw,0.6365496079099898,0.6365496079099898,2933.0,,0.414995081553115,0.7259359739555074,0.0597124253933803
A,real,16,4,30,nis_cum,resid,0.517217865666553,0.517217865666553,2933.0,,,,
A,real,16,4,30,nis_w1,raw,0.6177974769860212,0.6177974769860212,2933.0,,0.2167631166215014,0.6555751492132393,-0.5100651112316875
A,real,16,4,30,nis_w1,resid,0.5894988066825776,0.5894988066825776,2933.0,,,,
A,real,16,4,30,nis_w12,raw,0.6675758608932832,0.6675758608932832,2933.0,0.0049751243781094,0.5170935107789919,0.8343178621659635,0.133043950081389
A,real,16,4,30,nis_w12,resid,0.5124445959768156,0.5124445959768156,2933.0,0.8407960199004975,,,
A,real,16,4,30,nis_w3,raw,0.6403000340947835,0.6403000340947835,2933.0,,0.4106131088247392,0.7428106348345089,-0.2780656538252848
A,real,16,4,30,nis_w3,resid,0.5649505625639277,0.5649505625639277,2933.0,,,,
A,real,16,4,30,nis_w8,raw,0.6696215479031709,0.6696215479031709,2933.0,0.0049751243781094,0.5553998874111925,0.8211340206185567,0.1780792186652197
A,real,16,4,30,nis_w8,resid,0.5155131264916468,0.5155131264916468,2933.0,0.7960199004975125,,,
A,real,16,4,30,nll_w8,raw,0.6696215479031709,0.6696215479031709,2933.0,,0.5553998874111925,0.8211340206185567,0.1780792186652197
A,real,16,4,30,nll_w8,resid,0.5155131264916468,0.5155131264916468,2933.0,,,,
A,real,16,4,30,pcaz_w8,raw,0.7463348107739516,0.7463348107739516,2933.0,,0.8759717621115006,0.9450773558368496,0.7648399348887683
A,real,16,4,30,pcaz_w8,resid,0.446982611660416,0.553017388339584,2933.0,,,,
A,real,16,4,30,zfnorm_w8,raw,0.3102625298329355,0.6897374701670644,2933.0,,-0.0280800883285395,0.629746835443038,-0.6003281762775433
A,real,16,4,30,zfnorm_w8,resid,0.3252642345721104,0.6747357654278896,2933.0,,,,
A,real,16,8,20,dzf_w12,raw,0.4984657347425844,0.5015342652574156,2933.0,,0.4386783922084271,0.76657290201594,0.0958355941399891
A,real,16,8,20,dzf_w12,resid,0.526764405046028,0.526764405046028,2933.0,,,,
A,real,16,8,20,dzf_w3,raw,0.5451755881350153,0.5451755881350153,2933.0,,0.5656345639117004,0.6704875761837787,0.3833016820401519
A,real,16,8,20,dzf_w3,resid,0.607909989771565,0.607909989771565,2933.0,,,,
A,real,16,8,20,dzf_w8,raw,0.5223320831912718,0.5223320831912718,2933.0,0.6517412935323383,0.3506615943831769,0.6734177215189874,-0.0876966901790558
A,real,16,8,20,dzf_w8,resid,0.5683600409137401,0.5683600409137401,2933.0,0.1990049751243781,,,
A,real,16,8,20,innov_cum,raw,0.3385612001363791,0.6614387998636209,2933.0,,0.1092092019473335,0.4270979840600094,-0.1357712142522269
A,real,16,8,20,innov_cum,resid,0.3477667916808728,0.6522332083191271,2933.0,,,,
A,real,16,8,20,innov_w1,raw,0.437436072280941,0.562563927719059,2933.0,,-0.1260095455645072,0.4981715893108298,-0.5182841068917018
A,real,16,8,20,innov_w1,resid,0.425161950221616,0.5748380497783839,2933.0,,,,
A,real,16,8,20,innov_w12,raw,0.4582338902147971,0.5417661097852029,2933.0,,0.219944058867208,0.6324877916440586,-0.1019221753398968
A,real,16,8,20,innov_w12,resid,0.4558472553699284,0.5441527446300716,2933.0,,,,
A,real,16,8,20,innov_w3,raw,0.4483464030003409,0.551653596999659,2933.0,,0.1868344547697487,0.8384200656352555,-0.4747773089545241
A,real,16,8,20,innov_w3,resid,0.4613024207296283,0.5386975792703717,2933.0,,,,
A,real,16,8,20,innov_w8,raw,0.3924309580634163,0.6075690419365837,2933.0,0.0298507462686567,0.1374517519693502,0.4806294085729788,-0.3480075011720581
A,real,16,8,20,innov_w8,resid,0.400272758267985,0.599727241732015,2933.0,0.0497512437810945,,,
A,real,16,8,20,nis_cum,raw,0.5373337879304466,0.5373337879304466,2933.0,,-0.0708711454041457,0.0991589799240369,-0.3975990233315247
A,real,16,8,20,nis_cum,resid,0.4988066825775656,0.5011933174224343,2933.0,,,,
A,real,16,8,20,nis_w1,raw,0.530855779065803,0.530855779065803,2933.0,,-0.1613469695269973,0.424003750586029,-0.5375203472599024
A,real,16,8,20,nis_w1,resid,0.4872144561882032,0.5127855438117968,2933.0,,,,
A,real,16,8,20,nis_w12,raw,0.6140470508012273,0.6140470508012273,2933.0,0.0348258706467661,0.1707701293194126,0.4894983591186123,-0.3942756375474769
A,real,16,8,20,nis_w12,resid,0.5775656324582339,0.5775656324582339,2933.0,0.1343283582089552,,,
A,real,16,8,20,nis_w3,raw,0.5526764405046029,0.5526764405046029,2933.0,,0.1113739895052782,0.6785747773089545,-0.3182040151926207
A,real,16,8,20,nis_w3,resid,0.528128196385953,0.528128196385953,2933.0,,,,
A,real,16,8,20,nis_w8,raw,0.5731333106034777,0.5731333106034777,2933.0,0.1243781094527363,-0.2530828483569182,-0.0915084102007596,-0.5372083559413999
A,real,16,8,20,nis_w8,resid,0.5264234572110467,0.5264234572110467,2933.0,0.5870646766169154,,,
A,real,16,8,20,nll_w8,raw,0.5731333106034777,0.5731333106034777,2933.0,,-0.2530828483569182,-0.0915084102007596,-0.5372083559413999
A,real,16,8,20,nll_w8,resid,0.5264234572110467,0.5264234572110467,2933.0,,,,
A,real,16,8,20,pcaz_w8,raw,0.4105011933174224,0.5894988066825776,2933.0,,0.6756646437693695,0.7496744438415627,0.5716901790558871
A,real,16,8,20,pcaz_w8,resid,0.4435731333106035,0.5564268666893966,2933.0,,,,
A,real,16,8,20,zfnorm_w8,raw,0.3358336174565292,0.6641663825434708,2933.0,,0.069049986148982,0.5189229517091698,-0.5165626695604992
A,real,16,8,20,zfnorm_w8,resid,0.39072621888851,0.6092737811114899,2933.0,,,,
