layer,quantile,structure,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
L14,0.75,single,371,138,0.7618069815195072,0.009641584573464682,0.7288801571709234,49,115,0.29878048780487804,0.1320754716981132,0.5258436223912271,1.3861158073124586
L14,0.75,or_l5,391,143,0.8028747433264887,0.009990917347865577,0.7322097378277154,61,119,0.3388888888888889,0.15601023017902813,0.5147116869163672,1.422562876344186
L14,0.8,single,351,118,0.7207392197125256,0.008244253475861106,0.7484008528784648,41,100,0.2907801418439716,0.1168091168091168,0.544569615120301,1.3742978530176264
L14,0.8,or_l5,371,123,0.7618069815195072,0.008593586250261999,0.7510121457489879,53,104,0.3375796178343949,0.14285714285714285,0.5315886366551146,1.412769374594874
L14,0.85,single,325,93,0.6673511293634496,0.006497589603856634,0.777511961722488,37,76,0.3274336283185841,0.11384615384615385,0.5938329424212685,1.3093109293537921
L14,0.85,or_l5,346,98,0.7104722792607803,0.006846922378257528,0.7792792792792793,49,80,0.3798449612403101,0.1416184971098266,0.5772674901435962,1.349944856734323
L14,0.9,single,247,52,0.5071868583162218,0.0036330608537693005,0.8260869565217391,31,39,0.44285714285714284,0.12550607287449392,0.6338871979567154,1.3032081404776183
L14,0.9,or_l5,269,58,0.5523613963039015,0.004052260183050374,0.8226299694189603,43,43,0.5,0.15985130111524162,0.6083532410533895,1.352224191317764
L14,0.925,single,217,33,0.4455852156057495,0.002305596311045902,0.868,30,23,0.5660377358490566,0.1382488479262673,0.659974252347821,1.3152028233103628
L14,0.925,or_l5,240,39,0.4928131416837782,0.0027247956403269754,0.8602150537634409,42,27,0.6086956521739131,0.175,0.6283792140586227,1.3689425660779253
L14,0.95,single,185,22,0.3798767967145791,0.001537064207363935,0.893719806763285,29,12,0.7073170731707317,0.15675675675675677,0.6575447941937103,1.3591770699959316
L14,0.95,or_l5,208,28,0.4271047227926078,0.001956263536645008,0.8813559322033898,41,16,0.7192982456140351,0.1971153846153846,0.6204915679385531,1.4204156474382097
L14,0.96,single,164,15,0.33675564681724846,0.0010479983232026828,0.9162011173184358,28,6,0.8235294117647058,0.17073170731707318,0.6705565473473011,1.3663293885398573
L14,0.96,or_l5,187,21,0.3839835728952772,0.001467197652483756,0.8990384615384616,40,10,0.8,0.21390374331550802,0.6267012481277278,1.43455667947741
L14,0.975,single,131,5,0.26899383983572894,0.0003493327744008943,0.9632352941176471,9,1,0.9,0.06870229007633588,0.7574709429037602,1.2716465273573274
L14,0.975,or_l5,156,12,0.3203285420944558,0.0008383986585621463,0.9285714285714286,21,5,0.8076923076923077,0.1346153846153846,0.6898010723462097,1.3461437881113942
L14,0.98,single,115,5,0.23613963039014374,0.0003493327744008943,0.9583333333333334,8,1,0.8888888888888888,0.06956521739130435,0.7386632777840831,1.2973886236882368
L14,0.98,or_l5,140,12,0.2874743326488706,0.0008383986585621463,0.9210526315789473,20,5,0.8,0.14285714285714285,0.6678297714035645,1.3791727638065452
L14,0.99,single,63,2,0.1293634496919918,0.00013973310976035772,0.9692307692307692,8,0,1.0,0.12698412698412698,0.7167366138516227,1.352283043030668
L14,0.99,or_l5,89,9,0.18275154004106775,0.0006287989939216097,0.9081632653061225,20,4,0.8333333333333334,0.2247191011235955,0.6169225695878295,1.4720863039795626
L14,0.995,single,33,0,0.06776180698151951,0.0,1.0,5,0,1.0,0.15151515151515152,0.723896789479067,1.3814123981950843
L14,0.995,or_l5,59,7,0.12114989733059549,0.000489065884161252,0.8939393939393939,17,4,0.8095238095238095,0.288135593220339,0.5721079692736522,1.562536167909597
L15,0.5,single,380,273,0.7802874743326489,0.01907356948228883,0.5819295558958653,44,245,0.1522491349480969,0.11578947368421053,0.4341270461985143,1.340459114426529
L15,0.5,or_l5,401,279,0.8234086242299795,0.019492768811569902,0.5897058823529412,56,249,0.18360655737704917,0.1396508728179551,0.42982297270536646,1.3719738585428534
L15,0.6,single,374,190,0.7679671457905544,0.013274645427233982,0.6631205673758865,43,169,0.2028301886792453,0.11497326203208556,0.4851957867828392,1.3667071838624225
L15,0.6,or_l5,396,197,0.813141683778234,0.013763711311395236,0.6677908937605397,55,173,0.2412280701754386,0.1388888888888889,0.47864021781319593,1.3951834152414782
L15,0.7,single,359,140,0.7371663244353183,0.00978131768322504,0.7194388777555111,38,117,0.24516129032258063,0.10584958217270195,0.5305296452504943,1.3560766758204843
L15,0.7,or_l5,382,147,0.784394250513347,0.010270383567386292,0.722117202268431,50,121,0.29239766081871343,0.13089005235602094,0.5215832105816645,1.3844717153819677
L15,0.75,single,355,116,0.728952772073922,0.008104520366100747,0.7537154989384289,36,97,0.2706766917293233,0.10140845070422536,0.5523947545792416,1.3644508617981594
L15,0.75,or_l5,378,123,0.7761806981519507,0.008593586250261999,0.7544910179640718,48,101,0.3221476510067114,0.12698412698412698,0.5416390315858816,1.3929775624828484
L15,0.8,single,338,94,0.6940451745379876,0.006567456158736813,0.7824074074074074,33,80,0.2920353982300885,0.09763313609467456,0.5695183327553262,1.3738054815937624
L15,0.8,or_l5,362,101,0.7433264887063655,0.007056522042898064,0.7818574514038877,45,84,0.3488372093023256,0.12430939226519337,0.5577000975550858,1.4019317099485737
L15,0.85,single,316,81,0.648870636550308,0.005659190945294487,0.7959697732997482,32,64,0.3333333333333333,0.10126582278481013,0.6161850322709829,1.291770704598518
L15,0.85,or_l5,341,88,0.7002053388090349,0.00614825682945574,0.7948717948717948,44,68,0.39285714285714285,0.12903225806451613,0.6006798179597788,1.3232870010042839
L15,0.9,single,241,42,0.4948665297741273,0.002934395304967512,0.8515901060070671,28,32,0.4666666666666667,0.11618257261410789,0.665203499844939,1.2801948669926952
L15,0.9,or_l5,266,49,0.5462012320328542,0.003423461189128764,0.8444444444444444,40,36,0.5263157894736842,0.15037593984962405,0.6387241980170463,1.3220799322556869
L15,0.925,single,214,32,0.4394250513347023,0.0022357297561657235,0.8699186991869918,28,20,0.5833333333333334,0.1308411214953271,0.6715119842708722,1.2954626567559322
L15,0.925,or_l5,239,39,0.49075975359342916,0.0027247956403269754,0.8597122302158273,40,24,0.625,0.16736401673640167,0.6407823023377207,1.3416603846257926
L15,0.95,single,169,20,0.3470225872689938,0.0013973310976035773,0.8941798941798942,26,9,0.7428571428571429,0.15384615384615385,0.6610442049437564,1.35267791093634
L15,0.95,or_l5,195,27,0.4004106776180698,0.0018863969817648292,0.8783783783783784,38,13,0.7450980392156863,0.19487179487179487,0.6252607506919902,1.404819313232531
L15,0.96,single,153,13,0.3141683778234086,0.0009082652134423251,0.9216867469879518,24,4,0.8571428571428571,0.1568627450980392,0.6813453470247828,1.3527453456791965
L15,0.96,or_l5,179,20,0.3675564681724846,0.0013973310976035773,0.8994974874371859,36,8,0.8181818181818182,0.2011173184357542,0.638059595604853,1.4097389861906253
L15,0.975,single,118,7,0.24229979466119098,0.000489065884161252,0.944,8,2,0.8,0.06779661016949153,0.7614812288474809,1.2396891272405564
L15,0.975,or_l5,144,14,0.29568788501026694,0.000978131768322504,0.9113924050632911,20,6,0.7692307692307693,0.1388888888888889,0.6902258577543477,1.3204263428039476
L15,0.98,single,98,4,0.20123203285420946,0.00027946621952071543,0.9607843137254902,8,1,0.8888888888888888,0.08163265306122448,0.7390243832473748,1.3000711958970443
L15,0.98,or_l5,124,11,0.2546201232032854,0.0007685321036819675,0.9185185185185185,20,5,0.8,0.16129032258064516,0.661118659336919,1.3893398795304965
L15,0.99,single,57,1,0.11704312114989733,6.986655488017886e-05,0.9827586206896551,5,0,1.0,0.08771929824561403,0.7634690495479054,1.2872278467235887
L15,0.99,or_l5,83,8,0.1704312114989733,0.0005589324390414309,0.9120879120879121,17,4,0.8095238095238095,0.20481927710843373,0.639030074648685,1.4273004484011869
L15,0.995,single,31,0,0.06365503080082136,0.0,1.0,3,0,1.0,0.0967741935483871,0.7774203731874991,1.2863053689986317
L15,0.995,or_l5,57,7,0.11704312114989733,0.000489065884161252,0.890625,15,4,0.7894736842105263,0.2631578947368421,0.5932900545010047,1.5011628683866498
