query,budget,label_scope,method,baseline,metric,delta,ci95_low,ci95_high,bootstrap_p_two_sided,n_groups,n_bootstrap,n_bootstrap_effective
30,4,onset_by_query,double_shared_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_max,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_shared_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_shared_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_noisy_or,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_shared_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_shared_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_shared_quota,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_shared_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_max,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_typed_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_max,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_typed_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_typed_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_noisy_or,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_typed_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_typed_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_quota,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_typed_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_max,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_typed_soft_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_max,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_typed_soft_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_typed_soft_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_noisy_or,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_typed_soft_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,4,onset_by_query,double_typed_soft_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17559
30,4,onset_by_query,double_typed_soft_quota,single,recall_static,,,,,16,20000,0
30,4,onset_by_query,double_typed_soft_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17559
30,8,eventual,single_soft,single,precision_trap,-0.03125,-0.0703125,0.0078125,0.16629168541572922,16,20000,20000
30,8,eventual,single_soft,single,recall_trap,-0.020725388601036288,-0.05217553536664501,0.0049261083743842304,0.16629168541572922,16,20000,20000
30,8,eventual,single_soft,single,recall_loop,0.017543859649122806,-0.10526315789473684,0.13432835820895522,0.9685515724213789,16,20000,20000
30,8,eventual,single_soft,single,recall_static,-0.0410958904109589,-0.07758620689655171,-0.01398601398601401,0.005499725013749313,16,20000,20000
30,8,eventual,single_soft,single,macro_type_recall,-0.011776015380918048,-0.07675372769318561,0.04126459704145719,0.584270786460677,16,20000,20000
30,8,eventual,double_shared_max,single,precision_trap,-0.015625,-0.0546875,0.0234375,0.5269736513174341,16,20000,20000
30,8,eventual,double_shared_max,single,recall_trap,-0.010362694300518172,-0.0410958904109589,0.012987012987012991,0.5269736513174341,16,20000,20000
30,8,eventual,double_shared_max,single,recall_loop,0.07017543859649122,-0.023255813953488358,0.171875,0.17059147042647868,16,20000,20000
30,8,eventual,double_shared_max,single,recall_static,-0.06164383561643838,-0.1411764705882353,-0.020408163265306145,0.0010999450027498626,16,20000,20000
30,8,eventual,double_shared_max,single,macro_type_recall,0.004265801490026422,-0.0656753360758731,0.06569767079432975,0.920653967301635,16,20000,20000
30,8,eventual,double_shared_noisy_or,single,precision_trap,0.0,-0.0234375,0.0234375,1.0,16,20000,20000
30,8,eventual,double_shared_noisy_or,single,recall_trap,0.0,-0.01911134247917692,0.013605442176870708,1.0,16,20000,20000
30,8,eventual,double_shared_noisy_or,single,recall_loop,0.0,-0.06521739130434784,0.05000000000000002,1.0,16,20000,20000
30,8,eventual,double_shared_noisy_or,single,recall_static,0.0068493150684931225,-0.023623212039323552,0.04022988505747127,0.9243537823108845,16,20000,20000
30,8,eventual,double_shared_noisy_or,single,macro_type_recall,0.0034246575342465335,-0.030828041196628166,0.025554613116814073,0.8172591370431478,16,20000,20000
30,8,eventual,double_shared_quota,single,precision_trap,-0.015625,-0.0546875,0.0234375,0.5269736513174341,16,20000,20000
30,8,eventual,double_shared_quota,single,recall_trap,-0.010362694300518172,-0.0410958904109589,0.012987012987012991,0.5269736513174341,16,20000,20000
30,8,eventual,double_shared_quota,single,recall_loop,0.07017543859649122,-0.023255813953488358,0.171875,0.17059147042647868,16,20000,20000
30,8,eventual,double_shared_quota,single,recall_static,-0.06164383561643838,-0.1411764705882353,-0.020408163265306145,0.0010999450027498626,16,20000,20000
30,8,eventual,double_shared_quota,single,macro_type_recall,0.004265801490026422,-0.0656753360758731,0.06569767079432975,0.920653967301635,16,20000,20000
30,8,eventual,double_typed_max,single,precision_trap,-0.03125,-0.0625,-0.0078125,0.020298985050747464,16,20000,20000
30,8,eventual,double_typed_max,single,recall_trap,-0.020725388601036288,-0.043209876543209846,-0.00502512562814067,0.020298985050747464,16,20000,20000
30,8,eventual,double_typed_max,single,recall_loop,0.05263157894736842,-0.024999999999999967,0.1320754716981132,0.22298885055747214,16,20000,20000
30,8,eventual,double_typed_max,single,recall_static,-0.0547945205479452,-0.12765957446808507,-0.014925373134328346,0.0039998000099995,16,20000,20000
30,8,eventual,double_typed_max,single,macro_type_recall,-0.0010814708002883644,-0.05408836680571323,0.04401823192897567,0.9481525923703815,16,20000,20000
30,8,eventual,double_typed_noisy_or,single,precision_trap,0.0078125,-0.015625,0.03125,0.7804609769511525,16,20000,20000
30,8,eventual,double_typed_noisy_or,single,recall_trap,0.00518134715025903,-0.012097385141740023,0.02395329341317357,0.7804609769511525,16,20000,20000
30,8,eventual,double_typed_noisy_or,single,recall_loop,0.03508771929824561,0.0,0.09090909090909088,0.23178841057947103,16,20000,20000
30,8,eventual,double_typed_noisy_or,single,recall_static,0.0,-0.0292682926829268,0.038461538461538436,1.0,16,20000,20000
30,8,eventual,double_typed_noisy_or,single,macro_type_recall,0.017543859649122806,-0.0037878787878787845,0.040538207822411285,0.1255937203139843,16,20000,20000
30,8,eventual,double_typed_quota,single,precision_trap,-0.03125,-0.0625,-0.0078125,0.020298985050747464,16,20000,20000
30,8,eventual,double_typed_quota,single,recall_trap,-0.020725388601036288,-0.043209876543209846,-0.00502512562814067,0.020298985050747464,16,20000,20000
30,8,eventual,double_typed_quota,single,recall_loop,0.05263157894736842,-0.024999999999999967,0.1320754716981132,0.22298885055747214,16,20000,20000
30,8,eventual,double_typed_quota,single,recall_static,-0.0547945205479452,-0.12765957446808507,-0.014925373134328346,0.0039998000099995,16,20000,20000
30,8,eventual,double_typed_quota,single,macro_type_recall,-0.0010814708002883644,-0.05408836680571323,0.04401823192897567,0.9481525923703815,16,20000,20000
30,8,eventual,double_typed_soft_max,single,precision_trap,-0.03125,-0.0859375,0.0078125,0.2850857457127144,16,20000,20000
30,8,eventual,double_typed_soft_max,single,recall_trap,-0.020725388601036288,-0.06,0.008403361344537785,0.2850857457127144,16,20000,20000
30,8,eventual,double_typed_soft_max,single,recall_loop,0.14035087719298245,0.014280684104627777,0.27586206896551724,0.04969751512424379,16,20000,20000
30,8,eventual,double_typed_soft_max,single,recall_static,-0.0821917808219178,-0.1472868217054264,-0.03351955307262572,0.001399930003499825,16,20000,20000
30,8,eventual,double_typed_soft_max,single,macro_type_recall,0.029079548185532322,-0.04367689613419164,0.09745991275161679,0.44617769111544425,16,20000,20000
30,8,eventual,double_typed_soft_noisy_or,single,precision_trap,-0.015625,-0.0625,0.0234375,0.6098695065246738,16,20000,20000
30,8,eventual,double_typed_soft_noisy_or,single,recall_trap,-0.010362694300518172,-0.03864734299516909,0.018605373393037635,0.6098695065246738,16,20000,20000
30,8,eventual,double_typed_soft_noisy_or,single,recall_loop,0.08771929824561403,0.030303030303030304,0.14285714285714285,0.017899105044747763,16,20000,20000
30,8,eventual,double_typed_soft_noisy_or,single,recall_static,-0.03424657534246578,-0.07575757575757575,0.005495264404104097,0.127993600319984,16,20000,20000
30,8,eventual,double_typed_soft_noisy_or,single,macro_type_recall,0.026736361451574153,-0.009850635682892576,0.06603773584905659,0.19749012549372533,16,20000,20000
30,8,eventual,double_typed_soft_quota,single,precision_trap,-0.03125,-0.0859375,0.0078125,0.2850857457127144,16,20000,20000
30,8,eventual,double_typed_soft_quota,single,recall_trap,-0.020725388601036288,-0.06,0.008403361344537785,0.2850857457127144,16,20000,20000
30,8,eventual,double_typed_soft_quota,single,recall_loop,0.14035087719298245,0.014280684104627777,0.27586206896551724,0.04969751512424379,16,20000,20000
30,8,eventual,double_typed_soft_quota,single,recall_static,-0.0821917808219178,-0.1472868217054264,-0.03351955307262572,0.001399930003499825,16,20000,20000
30,8,eventual,double_typed_soft_quota,single,macro_type_recall,0.029079548185532322,-0.04367689613419164,0.09745991275161679,0.44617769111544425,16,20000,20000
30,8,onset_by_query,single_soft,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,single_soft,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,single_soft,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,single_soft,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,single_soft,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_max,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_shared_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_max,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_shared_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_shared_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_noisy_or,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_shared_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_shared_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_shared_quota,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_shared_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_max,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_typed_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_max,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_typed_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_typed_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_noisy_or,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_typed_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_typed_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_quota,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_typed_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_max,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_typed_soft_max,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_max,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_max,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_typed_soft_max,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_noisy_or,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_typed_soft_noisy_or,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_noisy_or,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_noisy_or,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_typed_soft_noisy_or,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_quota,single,precision_trap,0.0,0.0,0.0,1.0,16,20000,20000
30,8,onset_by_query,double_typed_soft_quota,single,recall_trap,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_quota,single,recall_loop,0.0,0.0,0.0,1.0,16,20000,17688
30,8,onset_by_query,double_typed_soft_quota,single,recall_static,,,,,16,20000,0
30,8,onset_by_query,double_typed_soft_quota,single,macro_type_recall,0.0,0.0,0.0,1.0,16,20000,17688
30,16,eventual,single_soft,single,precision_trap,-0.0234375,-0.046875,-0.00390625,0.04099795010249487,16,20000,20000
30,16,eventual,single_soft,single,recall_trap,-0.031088082901554404,-0.06542056074766356,-0.004347355543007736,0.04099795010249487,16,20000,20000
30,16,eventual,single_soft,single,recall_loop,-0.07017543859649122,-0.22920673076923076,0.02564102564102566,0.24838758062096894,16,20000,20000
30,16,eventual,single_soft,single,recall_static,-0.013698630136986356,-0.0505050505050505,0.027027027027026973,0.6053697315134243,16,20000,20000
30,16,eventual,single_soft,single,macro_type_recall,-0.04193703436673868,-0.1147744514472456,0.0,0.05329733513324334,16,20000,20000
30,16,eventual,double_shared_max,single,precision_trap,-0.015625,-0.04296875,0.00390625,0.27818609069546524,16,20000,20000
30,16,eventual,double_shared_max,single,recall_trap,-0.020725388601036232,-0.0650887573964497,0.007663572060123674,0.27818609069546524,16,20000,20000
30,16,eventual,double_shared_max,single,recall_loop,0.01754385964912286,-0.11476986128625473,0.12363061797752505,0.8912554372281386,16,20000,20000
30,16,eventual,double_shared_max,single,recall_static,-0.03424657534246578,-0.08510940522243715,0.01098901098901095,0.19859007049647517,16,20000,20000
30,16,eventual,double_shared_max,single,macro_type_recall,-0.008351357846671403,-0.07267186818356304,0.034928329450035316,0.7558622068896556,16,20000,20000
30,16,eventual,double_shared_noisy_or,single,precision_trap,-0.015625,-0.0390625,0.00390625,0.2336883155842208,16,20000,20000
30,16,eventual,double_shared_noisy_or,single,recall_trap,-0.020725388601036232,-0.05747126436781602,0.006802721088435382,0.2336883155842208,16,20000,20000
30,16,eventual,double_shared_noisy_or,single,recall_loop,-0.07017543859649122,-0.1707317073170732,0.0,0.11979401029948503,16,20000,20000
30,16,eventual,double_shared_noisy_or,single,recall_static,0.0,-0.028301886792452824,0.031253503363228394,1.0,16,20000,20000
30,16,eventual,double_shared_noisy_or,single,macro_type_recall,-0.0350877192982455,-0.09236682502367194,0.0059880239520957446,0.1047947602619869,16,20000,20000
30,16,eventual,double_shared_quota,single,precision_trap,-0.015625,-0.04296875,0.00390625,0.27818609069546524,16,20000,20000
30,16,eventual,double_shared_quota,single,recall_trap,-0.020725388601036232,-0.0650887573964497,0.007663572060123674,0.27818609069546524,16,20000,20000
30,16,eventual,double_shared_quota,single,recall_loop,0.01754385964912286,-0.11476986128625473,0.12363061797752505,0.8912554372281386,16,20000,20000
30,16,eventual,double_shared_quota,single,recall_static,-0.03424657534246578,-0.08510940522243715,0.01098901098901095,0.19859007049647517,16,20000,20000
30,16,eventual,double_shared_quota,single,macro_type_recall,-0.008351357846671403,-0.07267186818356304,0.034928329450035316,0.7558622068896556,16,20000,20000
30,16,eventual,double_typed_max,single,precision_trap,-0.0234375,-0.06640625,0.0234375,0.3297835108244588,16,20000,20000
30,16,eventual,double_typed_max,single,recall_trap,-0.031088082901554404,-0.08571428571428574,0.03472373188405783,0.3297835108244588,16,20000,20000
30,16,eventual,double_typed_max,single,recall_loop,0.052631578947368474,-0.036363636363636376,0.15254237288135586,0.32408379581020946,16,20000,20000
30,16,eventual,double_typed_max,single,recall_static,-0.06164383561643838,-0.12264295636068998,0.006803885937936725,0.08439578021098945,16,20000,20000
30,16,eventual,double_typed_max,single,macro_type_recall,-0.004506128334534898,-0.05797323922585791,0.06105864256037108,0.8455577221138944,16,20000,20000
30,16,eventual,double_typed_noisy_or,single,precision_trap,-0.01171875,-0.0390625,0.0234375,0.5008749562521874,16,20000,20000
30,16,eventual,double_typed_noisy_or,single,recall_trap,-0.015544041450777146,-0.05755395683453235,0.03125,0.5008749562521874,16,20000,20000
30,16,eventual,double_typed_noisy_or,single,recall_loop,-0.07017543859649122,-0.1951219512195122,0.05555555555555558,0.28198590070496476,16,20000,20000
30,16,eventual,double_typed_noisy_or,single,recall_static,0.006849315068493178,-0.03428571428571425,0.0672268907563025,0.9667516624168792,16,20000,20000
30,16,eventual,double_typed_noisy_or,single,macro_type_recall,-0.03166306176399902,-0.09715668190058178,0.0357142857142857,0.3050847457627119,16,20000,20000
30,16,eventual,double_typed_quota,single,precision_trap,-0.0234375,-0.06640625,0.0234375,0.3297835108244588,16,20000,20000
