query,budget,label_scope,method,baseline,metric,delta,ci95_low,ci95_high,bootstrap_p_two_sided,n_groups,n_bootstrap,n_bootstrap_effective
34,8,onset_by_query,single_soft,single,recall_loop,0.125,0.0,0.19047619047619047,0.2196770938446014,16,20000,19819
34,8,onset_by_query,single_soft,single,recall_static,0.5,0.5,0.5,0.00015556938394523958,16,20000,12855
34,8,onset_by_query,single_soft,single,macro_type_recall,0.3125,0.0,0.34375,0.06549320495461612,16,20000,19940
34,8,onset_by_query,double_shared_max,single,precision_trap,0.03125,0.0,0.078125,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_shared_max,single,recall_trap,0.22222222222222224,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_shared_max,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_shared_max,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_shared_max,single,macro_type_recall,0.125,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_shared_noisy_or,single,precision_trap,0.03125,0.0,0.0859375,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_shared_noisy_or,single,recall_trap,0.22222222222222224,0.0,0.375,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_shared_noisy_or,single,recall_loop,0.25,0.0,0.42857142857142855,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_shared_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_shared_noisy_or,single,macro_type_recall,0.125,0.0,0.375,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_shared_quota,single,precision_trap,0.03125,0.0,0.078125,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_shared_quota,single,recall_trap,0.22222222222222224,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_shared_quota,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_shared_quota,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_shared_quota,single,macro_type_recall,0.125,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_max,single,precision_trap,0.03125,0.0,0.078125,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_typed_max,single,recall_trap,0.22222222222222224,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_max,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_typed_max,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_typed_max,single,macro_type_recall,0.125,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_noisy_or,single,precision_trap,0.03125,0.0,0.078125,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_typed_noisy_or,single,recall_trap,0.22222222222222224,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_noisy_or,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_typed_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_typed_noisy_or,single,macro_type_recall,0.125,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_quota,single,precision_trap,0.03125,0.0,0.078125,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_typed_quota,single,recall_trap,0.22222222222222224,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_quota,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_typed_quota,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_typed_quota,single,macro_type_recall,0.125,0.0,0.33333333333333337,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_soft_max,single,precision_trap,0.0390625,0.0,0.0859375,0.0712964351782411,16,20000,20000
34,8,onset_by_query,double_typed_soft_max,single,recall_trap,0.2777777777777778,0.0,0.41666666666666674,0.06549320495461612,16,20000,19940
34,8,onset_by_query,double_typed_soft_max,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_typed_soft_max,single,recall_static,0.5,0.5,0.5,0.00015556938394523958,16,20000,12855
34,8,onset_by_query,double_typed_soft_max,single,macro_type_recall,0.375,0.0,0.4375,0.06549320495461612,16,20000,19940
34,8,onset_by_query,double_typed_soft_noisy_or,single,precision_trap,0.0234375,0.0,0.0625,0.23578821058947053,16,20000,20000
34,8,onset_by_query,double_typed_soft_noisy_or,single,recall_trap,0.16666666666666666,0.0,0.25,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_soft_noisy_or,single,recall_loop,0.1875,0.0,0.2857142857142857,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_typed_soft_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12855
34,8,onset_by_query,double_typed_soft_noisy_or,single,macro_type_recall,0.09375,0.0,0.25,0.23047991575146684,16,20000,19940
34,8,onset_by_query,double_typed_soft_quota,single,precision_trap,0.0390625,0.0,0.0859375,0.0712964351782411,16,20000,20000
34,8,onset_by_query,double_typed_soft_quota,single,recall_trap,0.2777777777777778,0.0,0.41666666666666674,0.06549320495461612,16,20000,19940
34,8,onset_by_query,double_typed_soft_quota,single,recall_loop,0.25,0.0,0.380952380952381,0.2196770938446014,16,20000,19819
34,8,onset_by_query,double_typed_soft_quota,single,recall_static,0.5,0.5,0.5,0.00015556938394523958,16,20000,12855
34,8,onset_by_query,double_typed_soft_quota,single,macro_type_recall,0.375,0.0,0.4375,0.06549320495461612,16,20000,19940
34,16,eventual,single_soft,single,precision_trap,-0.01171875,-0.03125,0.0,0.2336883155842208,16,20000,20000
34,16,eventual,single_soft,single,recall_trap,-0.015544041450777257,-0.03703703703703698,0.0,0.2336883155842208,16,20000,20000
34,16,eventual,single_soft,single,recall_loop,0.0,-0.09677419354838707,0.10416666666666663,1.0,16,20000,20000
34,16,eventual,single_soft,single,recall_static,-0.020547945205479423,-0.0703125,0.017391304347826098,0.49477526123693816,16,20000,20000
34,16,eventual,single_soft,single,macro_type_recall,-0.010273972602739767,-0.05206687848656172,0.03895690199619878,0.5994700264986751,16,20000,20000
34,16,eventual,double_shared_max,single,precision_trap,-0.01171875,-0.03515625,0.01171875,0.42097895105244737,16,20000,20000
34,16,eventual,double_shared_max,single,recall_trap,-0.015544041450777257,-0.04597701149425293,0.019109042147929103,0.42097895105244737,16,20000,20000
34,16,eventual,double_shared_max,single,recall_loop,0.1228070175438597,0.04081632653061218,0.19999999999999996,0.02119894005299735,16,20000,20000
34,16,eventual,double_shared_max,single,recall_static,-0.0821917808219178,-0.16551724137931034,-0.018957345971563955,0.005399730013499325,16,20000,20000
34,16,eventual,double_shared_max,single,macro_type_recall,0.020307618360970947,-0.011333537186643062,0.05100143548798709,0.20668966551672416,16,20000,20000
34,16,eventual,double_shared_noisy_or,single,precision_trap,0.0078125,0.0,0.0234375,0.7169641517924104,16,20000,20000
34,16,eventual,double_shared_noisy_or,single,recall_trap,0.01036269430051806,0.0,0.03319502074688796,0.7169641517924104,16,20000,20000
34,16,eventual,double_shared_noisy_or,single,recall_loop,0.03508771929824561,-0.15254237288135591,0.1940402155887222,0.8102594870256488,16,20000,20000
34,16,eventual,double_shared_noisy_or,single,recall_static,0.0,-0.06504506892895018,0.05142857142857149,1.0,16,20000,20000
34,16,eventual,double_shared_noisy_or,single,macro_type_recall,0.01754385964912275,-0.05530874256609547,0.06913162596783792,0.6335683215839208,16,20000,20000
34,16,eventual,double_shared_quota,single,precision_trap,-0.01171875,-0.03515625,0.01171875,0.42097895105244737,16,20000,20000
34,16,eventual,double_shared_quota,single,recall_trap,-0.015544041450777257,-0.04597701149425293,0.019109042147929103,0.42097895105244737,16,20000,20000
34,16,eventual,double_shared_quota,single,recall_loop,0.1228070175438597,0.04081632653061218,0.19999999999999996,0.02119894005299735,16,20000,20000
34,16,eventual,double_shared_quota,single,recall_static,-0.0821917808219178,-0.16551724137931034,-0.018957345971563955,0.005399730013499325,16,20000,20000
34,16,eventual,double_shared_quota,single,macro_type_recall,0.020307618360970947,-0.011333537186643062,0.05100143548798709,0.20668966551672416,16,20000,20000
34,16,eventual,double_typed_max,single,precision_trap,-0.0234375,-0.0546875,0.0,0.1047947602619869,16,20000,20000
34,16,eventual,double_typed_max,single,recall_trap,-0.031088082901554404,-0.06878306878306883,0.0,0.1047947602619869,16,20000,20000
34,16,eventual,double_typed_max,single,recall_loop,0.19298245614035092,0.06541548151158066,0.3928571428571429,0.004699765011749413,16,20000,20000
34,16,eventual,double_typed_max,single,recall_static,-0.12328767123287665,-0.22627737226277367,-0.0431034482758621,0.000999950002499875,16,20000,20000
34,16,eventual,double_typed_max,single,macro_type_recall,0.034847392453737136,-0.011770952471724449,0.12111785135095149,0.17989100544972753,16,20000,20000
34,16,eventual,double_typed_noisy_or,single,precision_trap,-0.0078125,-0.0234375,0.0078125,0.42987850607469624,16,20000,20000
34,16,eventual,double_typed_noisy_or,single,recall_trap,-0.010362694300518172,-0.028037383177570097,0.00957052815605442,0.42987850607469624,16,20000,20000
34,16,eventual,double_typed_noisy_or,single,recall_loop,0.10526315789473684,-0.0625,0.25,0.2776861156942153,16,20000,20000
34,16,eventual,double_typed_noisy_or,single,recall_static,-0.0547945205479452,-0.129253166783955,-0.008195055311209004,0.020898955052247387,16,20000,20000
34,16,eventual,double_typed_noisy_or,single,macro_type_recall,0.02523431867339576,-0.03703703703703709,0.08126869792873999,0.4301784910754462,16,20000,20000
34,16,eventual,double_typed_quota,single,precision_trap,-0.0234375,-0.0546875,0.0,0.1047947602619869,16,20000,20000
34,16,eventual,double_typed_quota,single,recall_trap,-0.031088082901554404,-0.06878306878306883,0.0,0.1047947602619869,16,20000,20000
34,16,eventual,double_typed_quota,single,recall_loop,0.19298245614035092,0.06541548151158066,0.3928571428571429,0.004699765011749413,16,20000,20000
34,16,eventual,double_typed_quota,single,recall_static,-0.12328767123287665,-0.22627737226277367,-0.0431034482758621,0.000999950002499875,16,20000,20000
34,16,eventual,double_typed_quota,single,macro_type_recall,0.034847392453737136,-0.011770952471724449,0.12111785135095149,0.17989100544972753,16,20000,20000
34,16,eventual,double_typed_soft_max,single,precision_trap,-0.01953125,-0.04296875,0.0,0.11739413029348533,16,20000,20000
34,16,eventual,double_typed_soft_max,single,recall_trap,-0.02590673575129543,-0.05472636815920395,0.0,0.11739413029348533,16,20000,20000
34,16,eventual,double_typed_soft_max,single,recall_loop,0.17543859649122806,0.07017543859649122,0.29787234042553196,0.004699765011749413,16,20000,20000
34,16,eventual,double_typed_soft_max,single,recall_static,-0.10273972602739723,-0.1839080459770115,-0.03517367539451657,0.000999950002499875,16,20000,20000
34,16,eventual,double_typed_soft_max,single,macro_type_recall,0.03634943523191547,-0.0010523054746407548,0.0881163701912698,0.05949702514874256,16,20000,20000
34,16,eventual,double_typed_soft_noisy_or,single,precision_trap,-0.0078125,-0.03125,0.01171875,0.5949702514874257,16,20000,20000
34,16,eventual,double_typed_soft_noisy_or,single,recall_trap,-0.010362694300518172,-0.03821656050955413,0.0179654205103306,0.5949702514874257,16,20000,20000
34,16,eventual,double_typed_soft_noisy_or,single,recall_loop,0.10526315789473684,-0.032258064516129004,0.23529411764705882,0.17529123543822808,16,20000,20000
34,16,eventual,double_typed_soft_noisy_or,single,recall_static,-0.0547945205479452,-0.10185185185185186,-0.018865709983169648,0.00439978001099945,16,20000,20000
34,16,eventual,double_typed_soft_noisy_or,single,macro_type_recall,0.02523431867339576,-0.03533523131730901,0.09029408337201662,0.4606769661516924,16,20000,20000
34,16,eventual,double_typed_soft_quota,single,precision_trap,-0.01953125,-0.04296875,0.0,0.11739413029348533,16,20000,20000
34,16,eventual,double_typed_soft_quota,single,recall_trap,-0.02590673575129543,-0.05472636815920395,0.0,0.11739413029348533,16,20000,20000
34,16,eventual,double_typed_soft_quota,single,recall_loop,0.17543859649122806,0.07017543859649122,0.29787234042553196,0.004699765011749413,16,20000,20000
34,16,eventual,double_typed_soft_quota,single,recall_static,-0.10273972602739723,-0.1839080459770115,-0.03517367539451657,0.000999950002499875,16,20000,20000
34,16,eventual,double_typed_soft_quota,single,macro_type_recall,0.03634943523191547,-0.0010523054746407548,0.0881163701912698,0.05949702514874256,16,20000,20000
34,16,onset_by_query,single_soft,single,precision_trap,0.0,-0.01171875,0.01171875,1.0,16,20000,20000
34,16,onset_by_query,single_soft,single,recall_trap,0.0,-0.19999999999999996,0.25,1.0,16,20000,19947
34,16,onset_by_query,single_soft,single,recall_loop,-0.0625,-0.30000000000000004,0.0,0.7014284993185604,16,20000,19810
34,16,onset_by_query,single_soft,single,recall_static,0.5,0.5,0.5,0.00015489467162329616,16,20000,12911
34,16,onset_by_query,single_soft,single,macro_type_recall,0.21875,-0.19999999999999996,0.25,0.7055343894124724,16,20000,19947
34,16,onset_by_query,double_shared_max,single,precision_trap,0.01171875,0.0,0.03125,0.23178841057947103,16,20000,20000
34,16,onset_by_query,double_shared_max,single,recall_trap,0.16666666666666663,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_shared_max,single,recall_loop,0.1875,0.0,0.3125,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_shared_max,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_shared_max,single,macro_type_recall,0.09375,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_shared_noisy_or,single,precision_trap,0.0078125,-0.01171875,0.03515625,0.7644617769111545,16,20000,20000
34,16,onset_by_query,double_shared_noisy_or,single,recall_trap,0.11111111111111105,-0.25,0.375,0.7611790655704832,16,20000,19947
34,16,onset_by_query,double_shared_noisy_or,single,recall_loop,0.125,-0.30000000000000004,0.42857142857142855,0.7526121851496643,16,20000,19810
34,16,onset_by_query,double_shared_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_shared_noisy_or,single,macro_type_recall,0.0625,-0.19999999999999996,0.3333333333333333,0.7611790655704832,16,20000,19947
34,16,onset_by_query,double_shared_quota,single,precision_trap,0.01171875,0.0,0.03125,0.23178841057947103,16,20000,20000
34,16,onset_by_query,double_shared_quota,single,recall_trap,0.16666666666666663,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_shared_quota,single,recall_loop,0.1875,0.0,0.3125,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_shared_quota,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_shared_quota,single,macro_type_recall,0.09375,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_max,single,precision_trap,0.0234375,0.0,0.05859375,0.06539673016349183,16,20000,20000
34,16,onset_by_query,double_typed_max,single,recall_trap,0.33333333333333326,0.0,0.5454545454545454,0.060256667335071186,16,20000,19947
34,16,onset_by_query,double_typed_max,single,recall_loop,0.3125,0.0,0.5714285714285714,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_typed_max,single,recall_static,0.5,0.5,0.5,0.00015489467162329616,16,20000,12911
34,16,onset_by_query,double_typed_max,single,macro_type_recall,0.40625,0.0,0.5357142857142857,0.060256667335071186,16,20000,19947
34,16,onset_by_query,double_typed_noisy_or,single,precision_trap,0.01953125,0.0,0.0546875,0.23178841057947103,16,20000,20000
34,16,onset_by_query,double_typed_noisy_or,single,recall_trap,0.2777777777777777,0.0,0.5,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_noisy_or,single,recall_loop,0.3125,0.0,0.5714285714285714,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_typed_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_typed_noisy_or,single,macro_type_recall,0.15625,0.0,0.5,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_quota,single,precision_trap,0.0234375,0.0,0.05859375,0.06539673016349183,16,20000,20000
34,16,onset_by_query,double_typed_quota,single,recall_trap,0.33333333333333326,0.0,0.5454545454545454,0.060256667335071186,16,20000,19947
34,16,onset_by_query,double_typed_quota,single,recall_loop,0.3125,0.0,0.5714285714285714,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_typed_quota,single,recall_static,0.5,0.5,0.5,0.00015489467162329616,16,20000,12911
34,16,onset_by_query,double_typed_quota,single,macro_type_recall,0.40625,0.0,0.5357142857142857,0.060256667335071186,16,20000,19947
34,16,onset_by_query,double_typed_soft_max,single,precision_trap,0.01171875,0.0,0.03125,0.23178841057947103,16,20000,20000
34,16,onset_by_query,double_typed_soft_max,single,recall_trap,0.16666666666666663,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_soft_max,single,recall_loop,0.1875,0.0,0.3125,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_typed_soft_max,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_typed_soft_max,single,macro_type_recall,0.09375,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_soft_noisy_or,single,precision_trap,0.015625,0.0,0.04296875,0.23178841057947103,16,20000,20000
34,16,onset_by_query,double_typed_soft_noisy_or,single,recall_trap,0.2222222222222222,0.0,0.4,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_soft_noisy_or,single,recall_loop,0.25,0.0,0.42857142857142855,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_typed_soft_noisy_or,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_typed_soft_noisy_or,single,macro_type_recall,0.125,0.0,0.39999999999999997,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_soft_quota,single,precision_trap,0.01171875,0.0,0.03125,0.23178841057947103,16,20000,20000
34,16,onset_by_query,double_typed_soft_quota,single,recall_trap,0.16666666666666663,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
34,16,onset_by_query,double_typed_soft_quota,single,recall_loop,0.1875,0.0,0.3125,0.21483014486901217,16,20000,19810
34,16,onset_by_query,double_typed_soft_quota,single,recall_static,0.0,0.0,0.0,1.0,16,20000,12911
34,16,onset_by_query,double_typed_soft_quota,single,macro_type_recall,0.09375,0.0,0.2941176470588236,0.2270904351313415,16,20000,19947
