level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,euclidean,0.05,800,5,795,5,0,76,719,1.0,0.09559748427672957,0.06172839506172839
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,cosine,0.05,800,5,795,1,4,85,710,0.2,0.1069182389937107,0.011627906976744186
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,cosine_neighbors_euclidean_score,0.05,800,5,795,5,0,107,688,1.0,0.13459119496855346,0.044642857142857144
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,euclidean_neighbors_cosine_score,0.05,800,5,795,0,5,58,737,0.0,0.0729559748427673,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,cosine_without_center,0.05,800,5,795,2,3,60,735,0.4,0.07547169811320754,0.03225806451612903
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,episode,norm_only,0.05,800,5,795,5,0,10,785,1.0,0.012578616352201259,0.3333333333333333
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,euclidean,0.05,800,5,795,5,0,5,790,1.0,0.006289308176100629,0.5
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,cosine,0.05,800,5,795,0,5,48,747,0.0,0.06037735849056604,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,cosine_neighbors_euclidean_score,0.05,800,5,795,5,0,5,790,1.0,0.006289308176100629,0.5
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,euclidean_neighbors_cosine_score,0.05,800,5,795,0,5,12,783,0.0,0.01509433962264151,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,cosine_without_center,0.05,800,5,795,0,5,13,782,0.0,0.016352201257861635,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,task_init,norm_only,0.05,800,5,795,5,0,3,792,1.0,0.0037735849056603774,0.625
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,euclidean,0.05,800,7,793,7,0,74,719,1.0,0.09331651954602774,0.08641975308641975
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,cosine,0.05,800,7,793,2,5,49,744,0.2857142857142857,0.0617906683480454,0.0392156862745098
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,cosine_neighbors_euclidean_score,0.05,800,7,793,5,2,62,731,0.7142857142857143,0.07818411097099622,0.07462686567164178
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,euclidean_neighbors_cosine_score,0.05,800,7,793,0,7,31,762,0.0,0.03909205548549811,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,cosine_without_center,0.05,800,7,793,5,2,247,546,0.7142857142857143,0.3114754098360656,0.01984126984126984
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,episode,norm_only,0.05,800,7,793,7,0,25,768,1.0,0.031525851197982346,0.21875
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,euclidean,0.05,800,7,793,4,3,3,790,0.5714285714285714,0.0037831021437578815,0.5714285714285714
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,cosine,0.05,800,7,793,0,7,2,791,0.0,0.0025220680958385876,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,cosine_neighbors_euclidean_score,0.05,800,7,793,4,3,3,790,0.5714285714285714,0.0037831021437578815,0.5714285714285714
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,euclidean_neighbors_cosine_score,0.05,800,7,793,0,7,6,787,0.0,0.007566204287515763,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,cosine_without_center,0.05,800,7,793,2,5,89,704,0.2857142857142857,0.11223203026481715,0.02197802197802198
task,all,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,task_init,norm_only,0.05,800,7,793,4,3,3,790,0.5714285714285714,0.0037831021437578815,0.5714285714285714
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,euclidean,0.05,800,289,511,275,14,216,295,0.9515570934256056,0.4227005870841487,0.560081466395112
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,cosine,0.05,800,289,511,15,274,47,464,0.05190311418685121,0.09197651663405088,0.24193548387096775
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,cosine_neighbors_euclidean_score,0.05,800,289,511,253,36,305,206,0.8754325259515571,0.5968688845401174,0.45340501792114696
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,euclidean_neighbors_cosine_score,0.05,800,289,511,9,280,33,478,0.031141868512110725,0.06457925636007827,0.21428571428571427
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,cosine_without_center,0.05,800,289,511,32,257,66,445,0.11072664359861592,0.12915851272015655,0.32653061224489793
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,episode,norm_only,0.05,800,289,511,212,77,31,480,0.7335640138408305,0.060665362035225046,0.8724279835390947
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,euclidean,0.05,800,289,511,232,57,31,480,0.8027681660899654,0.060665362035225046,0.8821292775665399
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine,0.05,800,289,511,0,289,4,507,0.0,0.007827788649706457,0.0
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine_neighbors_euclidean_score,0.05,800,289,511,197,92,31,480,0.6816608996539792,0.060665362035225046,0.8640350877192983
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,euclidean_neighbors_cosine_score,0.05,800,289,511,1,288,3,508,0.0034602076124567475,0.005870841487279843,0.25
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,cosine_without_center,0.05,800,289,511,5,284,9,502,0.01730103806228374,0.01761252446183953,0.35714285714285715
task,all,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,task_init,norm_only,0.05,800,289,511,157,132,12,499,0.5432525951557093,0.023483365949119372,0.9289940828402367
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,euclidean,0.05,800,56,744,55,1,12,732,0.9821428571428571,0.016129032258064516,0.8208955223880597
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine,0.05,800,56,744,11,45,252,492,0.19642857142857142,0.3387096774193548,0.04182509505703422
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,56,744,55,1,60,684,0.9821428571428571,0.08064516129032258,0.4782608695652174
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,56,744,4,52,189,555,0.07142857142857142,0.2540322580645161,0.02072538860103627
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,cosine_without_center,0.05,800,56,744,4,52,117,627,0.07142857142857142,0.15725806451612903,0.03305785123966942
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,episode,norm_only,0.05,800,56,744,51,5,4,740,0.9107142857142857,0.005376344086021506,0.9272727272727272
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,euclidean,0.05,800,56,744,45,11,5,739,0.8035714285714286,0.006720430107526882,0.9
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine,0.05,800,56,744,5,51,79,665,0.08928571428571429,0.10618279569892473,0.05952380952380952
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,56,744,47,9,10,734,0.8392857142857143,0.013440860215053764,0.8245614035087719
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,56,744,1,55,53,691,0.017857142857142856,0.07123655913978495,0.018518518518518517
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,cosine_without_center,0.05,800,56,744,2,54,19,725,0.03571428571428571,0.025537634408602152,0.09523809523809523
task,all,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,task_init,norm_only,0.05,800,56,744,45,11,2,742,0.8035714285714286,0.002688172043010753,0.9574468085106383
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,euclidean,0.05,800,23,777,19,4,74,703,0.8260869565217391,0.09523809523809523,0.20430107526881722
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine,0.05,800,23,777,0,23,3,774,0.0,0.003861003861003861,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,23,777,18,5,9,768,0.782608695652174,0.011583011583011582,0.6666666666666666
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,23,777,0,23,4,773,0.0,0.005148005148005148,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,cosine_without_center,0.05,800,23,777,1,22,11,766,0.043478260869565216,0.014157014157014158,0.08333333333333333
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,episode,norm_only,0.05,800,23,777,19,4,44,733,0.8260869565217391,0.05662805662805663,0.30158730158730157
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,euclidean,0.05,800,23,777,18,5,3,774,0.782608695652174,0.003861003861003861,0.8571428571428571
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine,0.05,800,23,777,0,23,1,776,0.0,0.001287001287001287,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,23,777,16,7,2,775,0.6956521739130435,0.002574002574002574,0.8888888888888888
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,23,777,0,23,0,777,0.0,0.0,
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,cosine_without_center,0.05,800,23,777,1,22,1,776,0.043478260869565216,0.001287001287001287,0.5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,task_init,norm_only,0.05,800,23,777,15,8,1,776,0.6521739130434783,0.001287001287001287,0.9375
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,euclidean,0.05,800,10,790,10,0,15,775,1.0,0.0189873417721519,0.4
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine,0.05,800,10,790,2,8,213,577,0.2,0.26962025316455696,0.009302325581395349
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,10,790,10,0,75,715,1.0,0.0949367088607595,0.11764705882352941
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,10,790,1,9,116,674,0.1,0.1468354430379747,0.008547008547008548
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,cosine_without_center,0.05,800,10,790,3,7,82,708,0.3,0.10379746835443038,0.03529411764705882
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,episode,norm_only,0.05,800,10,790,8,2,4,786,0.8,0.005063291139240506,0.6666666666666666
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,euclidean,0.05,800,10,790,9,1,3,787,0.9,0.0037974683544303796,0.75
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine,0.05,800,10,790,0,10,23,767,0.0,0.02911392405063291,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,10,790,8,2,10,780,0.8,0.012658227848101266,0.4444444444444444
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,10,790,0,10,16,774,0.0,0.020253164556962026,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine_without_center,0.05,800,10,790,0,10,15,775,0.0,0.0189873417721519,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,norm_only,0.05,800,10,790,6,4,1,789,0.6,0.0012658227848101266,0.8571428571428571
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,euclidean,0.05,800,37,763,37,0,60,703,1.0,0.07863695937090433,0.38144329896907214
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine,0.05,800,37,763,0,37,0,763,0.0,0.0,
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine_neighbors_euclidean_score,0.05,800,37,763,36,1,17,746,0.972972972972973,0.022280471821756225,0.6792452830188679
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,euclidean_neighbors_cosine_score,0.05,800,37,763,1,36,1,762,0.02702702702702703,0.001310615989515072,0.5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine_without_center,0.05,800,37,763,3,34,58,705,0.08108108108108109,0.07601572739187418,0.04918032786885246
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,norm_only,0.05,800,37,763,37,0,69,694,1.0,0.09043250327653997,0.3490566037735849
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,euclidean,0.05,800,37,763,35,2,4,759,0.9459459459459459,0.005242463958060288,0.8974358974358975
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine,0.05,800,37,763,0,37,0,763,0.0,0.0,
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine_neighbors_euclidean_score,0.05,800,37,763,35,2,2,761,0.9459459459459459,0.002621231979030144,0.9459459459459459
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,euclidean_neighbors_cosine_score,0.05,800,37,763,0,37,1,762,0.0,0.001310615989515072,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine_without_center,0.05,800,37,763,1,36,14,749,0.02702702702702703,0.01834862385321101,0.06666666666666667
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,norm_only,0.05,800,37,763,21,16,2,761,0.5675675675675675,0.002621231979030144,0.9130434782608695
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,euclidean,0.05,800,90,710,89,1,80,630,0.9888888888888889,0.11267605633802817,0.5266272189349113
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine,0.05,800,90,710,2,88,27,683,0.022222222222222223,0.038028169014084505,0.06896551724137931
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine_neighbors_euclidean_score,0.05,800,90,710,75,15,69,641,0.8333333333333334,0.09718309859154929,0.5208333333333334
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,euclidean_neighbors_cosine_score,0.05,800,90,710,0,90,38,672,0.0,0.05352112676056338,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine_without_center,0.05,800,90,710,10,80,115,595,0.1111111111111111,0.1619718309859155,0.08
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,norm_only,0.05,800,90,710,69,21,30,680,0.7666666666666667,0.04225352112676056,0.696969696969697
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,euclidean,0.05,800,90,710,60,30,14,696,0.6666666666666666,0.01971830985915493,0.8108108108108109
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine,0.05,800,90,710,1,89,13,697,0.011111111111111112,0.018309859154929577,0.07142857142857142
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine_neighbors_euclidean_score,0.05,800,90,710,49,41,20,690,0.5444444444444444,0.028169014084507043,0.7101449275362319
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,euclidean_neighbors_cosine_score,0.05,800,90,710,0,90,12,698,0.0,0.016901408450704224,0.0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine_without_center,0.05,800,90,710,3,87,27,683,0.03333333333333333,0.038028169014084505,0.1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,norm_only,0.05,800,90,710,57,33,18,692,0.6333333333333333,0.02535211267605634,0.76
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,euclidean,0.05,800,14,786,14,0,420,366,1.0,0.5343511450381679,0.03225806451612903
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine,0.05,800,14,786,0,14,27,759,0.0,0.03435114503816794,0.0
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine_neighbors_euclidean_score,0.05,800,14,786,14,0,244,542,1.0,0.3104325699745547,0.05426356589147287
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,euclidean_neighbors_cosine_score,0.05,800,14,786,0,14,13,773,0.0,0.01653944020356234,0.0
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine_without_center,0.05,800,14,786,0,14,9,777,0.0,0.011450381679389313,0.0
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,norm_only,0.05,800,14,786,14,0,405,381,1.0,0.5152671755725191,0.03341288782816229
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,euclidean,0.05,800,14,786,12,2,91,695,0.8571428571428571,0.11577608142493638,0.11650485436893204
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine,0.05,800,14,786,0,14,3,783,0.0,0.003816793893129771,0.0
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine_neighbors_euclidean_score,0.05,800,14,786,10,4,62,724,0.7142857142857143,0.07888040712468193,0.1388888888888889
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,euclidean_neighbors_cosine_score,0.05,800,14,786,0,14,0,786,0.0,0.0,
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine_without_center,0.05,800,14,786,0,14,2,784,0.0,0.002544529262086514,0.0
task,all,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,norm_only,0.05,800,14,786,14,0,12,774,1.0,0.015267175572519083,0.5384615384615384
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,euclidean,0.05,800,6,794,6,0,109,685,1.0,0.13727959697732997,0.05217391304347826
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine,0.05,800,6,794,0,6,32,762,0.0,0.04030226700251889,0.0
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,6,794,6,0,73,721,1.0,0.09193954659949623,0.0759493670886076
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,6,794,0,6,21,773,0.0,0.02644836272040302,0.0
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine_without_center,0.05,800,6,794,2,4,18,776,0.3333333333333333,0.022670025188916875,0.1
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,norm_only,0.05,800,6,794,6,0,28,766,1.0,0.03526448362720403,0.17647058823529413
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,euclidean,0.05,800,6,794,6,0,45,749,1.0,0.05667506297229219,0.11764705882352941
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine,0.05,800,6,794,0,6,4,790,0.0,0.005037783375314861,0.0
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,800,6,794,6,0,11,783,1.0,0.013853904282115869,0.35294117647058826
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,800,6,794,0,6,2,792,0.0,0.0025188916876574307,0.0
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,800,6,794,0,6,1,793,0.0,0.0012594458438287153,0.0
task,all,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,norm_only,0.05,800,6,794,6,0,2,792,1.0,0.0025188916876574307,0.75
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,euclidean,0.05,800,21,779,21,0,173,606,1.0,0.2220795892169448,0.10824742268041238
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine,0.05,800,21,779,2,19,96,683,0.09523809523809523,0.12323491655969192,0.02040816326530612
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,800,21,779,21,0,157,622,1.0,0.20154043645699615,0.11797752808988764
task,all,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,800,21,779,1,20,93,686,0.047619047619047616,0.11938382541720154,0.010638297872340425
