level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,4,396,0,4,8,388,0.0,0.020202020202020204,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,cosine_without_center,0.05,400,4,396,0,4,7,389,0.0,0.017676767676767676,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task_init,norm_only,0.05,400,4,396,2,2,1,395,0.5,0.0025252525252525255,0.6666666666666666
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,euclidean,0.05,400,20,380,20,0,32,348,1.0,0.08421052631578947,0.38461538461538464
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine,0.05,400,20,380,0,20,0,380,0.0,0.0,
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine_neighbors_euclidean_score,0.05,400,20,380,19,1,12,368,0.95,0.031578947368421054,0.6129032258064516
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,euclidean_neighbors_cosine_score,0.05,400,20,380,1,19,0,380,0.05,0.0,1.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,cosine_without_center,0.05,400,20,380,1,19,23,357,0.05,0.060526315789473685,0.041666666666666664
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,episode,norm_only,0.05,400,20,380,20,0,36,344,1.0,0.09473684210526316,0.35714285714285715
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,euclidean,0.05,400,20,380,19,1,3,377,0.95,0.007894736842105263,0.8636363636363636
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine,0.05,400,20,380,0,20,0,380,0.0,0.0,
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine_neighbors_euclidean_score,0.05,400,20,380,19,1,1,379,0.95,0.002631578947368421,0.95
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,euclidean_neighbors_cosine_score,0.05,400,20,380,0,20,0,380,0.0,0.0,
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,cosine_without_center,0.05,400,20,380,0,20,6,374,0.0,0.015789473684210527,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,task_init,norm_only,0.05,400,20,380,13,7,1,379,0.65,0.002631578947368421,0.9285714285714286
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,euclidean,0.05,400,47,353,47,0,36,317,1.0,0.10198300283286119,0.5662650602409639
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine,0.05,400,47,353,1,46,14,339,0.02127659574468085,0.039660056657223795,0.06666666666666667
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine_neighbors_euclidean_score,0.05,400,47,353,39,8,31,322,0.8297872340425532,0.08781869688385269,0.5571428571428572
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,euclidean_neighbors_cosine_score,0.05,400,47,353,0,47,18,335,0.0,0.05099150141643059,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,cosine_without_center,0.05,400,47,353,4,43,58,295,0.0851063829787234,0.1643059490084986,0.06451612903225806
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,episode,norm_only,0.05,400,47,353,34,13,12,341,0.723404255319149,0.0339943342776204,0.7391304347826086
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,euclidean,0.05,400,47,353,27,20,4,349,0.574468085106383,0.0113314447592068,0.8709677419354839
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine,0.05,400,47,353,1,46,6,347,0.02127659574468085,0.0169971671388102,0.14285714285714285
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine_neighbors_euclidean_score,0.05,400,47,353,22,25,9,344,0.46808510638297873,0.025495750708215296,0.7096774193548387
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,euclidean_neighbors_cosine_score,0.05,400,47,353,0,47,5,348,0.0,0.014164305949008499,0.0
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,cosine_without_center,0.05,400,47,353,1,46,14,339,0.02127659574468085,0.039660056657223795,0.06666666666666667
cohort_task,B,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,task_init,norm_only,0.05,400,47,353,27,20,7,346,0.574468085106383,0.019830028328611898,0.7941176470588235
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,euclidean,0.05,400,6,394,6,0,217,177,1.0,0.550761421319797,0.026905829596412557
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine,0.05,400,6,394,0,6,12,382,0.0,0.030456852791878174,0.0
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine_neighbors_euclidean_score,0.05,400,6,394,6,0,129,265,1.0,0.32741116751269034,0.044444444444444446
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,euclidean_neighbors_cosine_score,0.05,400,6,394,0,6,11,383,0.0,0.027918781725888325,0.0
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,cosine_without_center,0.05,400,6,394,0,6,1,393,0.0,0.0025380710659898475,0.0
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,episode,norm_only,0.05,400,6,394,6,0,208,186,1.0,0.5279187817258884,0.028037383177570093
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,euclidean,0.05,400,6,394,4,2,51,343,0.6666666666666666,0.12944162436548223,0.07272727272727272
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine,0.05,400,6,394,0,6,2,392,0.0,0.005076142131979695,0.0
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine_neighbors_euclidean_score,0.05,400,6,394,4,2,35,359,0.6666666666666666,0.08883248730964467,0.10256410256410256
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,euclidean_neighbors_cosine_score,0.05,400,6,394,0,6,0,394,0.0,0.0,
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,cosine_without_center,0.05,400,6,394,0,6,0,394,0.0,0.0,
cohort_task,B,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,task_init,norm_only,0.05,400,6,394,6,0,6,388,1.0,0.015228426395939087,0.5
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,euclidean,0.05,400,3,397,3,0,56,341,1.0,0.14105793450881612,0.05084745762711865
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine,0.05,400,3,397,0,3,15,382,0.0,0.037783375314861464,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,3,397,3,0,34,363,1.0,0.08564231738035265,0.08108108108108109
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,3,397,0,3,7,390,0.0,0.017632241813602016,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,3,397,0,3,12,385,0.0,0.030226700251889168,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,episode,norm_only,0.05,400,3,397,3,0,17,380,1.0,0.042821158690176324,0.15
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,euclidean,0.05,400,3,397,3,0,27,370,1.0,0.06801007556675064,0.1
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine,0.05,400,3,397,0,3,3,394,0.0,0.007556675062972292,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,3,397,3,0,5,392,1.0,0.012594458438287154,0.375
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,3,397,0,3,0,397,0.0,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,3,397,0,3,0,397,0.0,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,task_init,norm_only,0.05,400,3,397,3,0,1,396,1.0,0.0025188916876574307,0.75
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,euclidean,0.05,400,10,390,10,0,90,300,1.0,0.23076923076923078,0.1
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine,0.05,400,10,390,0,10,50,340,0.0,0.1282051282051282,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,10,390,10,0,84,306,1.0,0.2153846153846154,0.10638297872340426
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,10,390,0,10,48,342,0.0,0.12307692307692308,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,10,390,6,4,61,329,0.6,0.1564102564102564,0.08955223880597014
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,episode,norm_only,0.05,400,10,390,10,0,73,317,1.0,0.18717948717948718,0.12048192771084337
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,euclidean,0.05,400,10,390,9,1,27,363,0.9,0.06923076923076923,0.25
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine,0.05,400,10,390,0,10,3,387,0.0,0.007692307692307693,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,10,390,10,0,56,334,1.0,0.14358974358974358,0.15151515151515152
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,10,390,0,10,6,384,0.0,0.015384615384615385,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,10,390,5,5,19,371,0.5,0.04871794871794872,0.20833333333333334
cohort_task,B,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,task_init,norm_only,0.05,400,10,390,10,0,52,338,1.0,0.13333333333333333,0.16129032258064516
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,euclidean,0.05,400,0,400,0,0,66,334,,0.165,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine,0.05,400,0,400,0,0,6,394,,0.015,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,24,376,,0.06,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,0,400,0,0,5,395,,0.0125,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,episode,norm_only,0.05,400,0,400,0,0,105,295,,0.2625,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,euclidean,0.05,400,0,400,0,0,19,381,,0.0475,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,6,394,,0.015,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,task_init,norm_only,0.05,400,0,400,0,0,49,351,,0.1225,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,euclidean,0.05,400,0,400,0,0,43,357,,0.1075,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine,0.05,400,0,400,0,0,1,399,,0.0025,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,9,391,,0.0225,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,0,400,0,0,6,394,,0.015,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,episode,norm_only,0.05,400,0,400,0,0,85,315,,0.2125,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,euclidean,0.05,400,0,400,0,0,2,398,,0.005,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,1,399,,0.0025,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,B,libero_object,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,task_init,norm_only,0.05,400,0,400,0,0,26,374,,0.065,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,euclidean,0.05,400,7,393,7,0,6,387,1.0,0.015267175572519083,0.5384615384615384
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine,0.05,400,7,393,0,7,61,332,0.0,0.15521628498727735,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,7,393,7,0,16,377,1.0,0.04071246819338423,0.30434782608695654
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,7,393,0,7,54,339,0.0,0.13740458015267176,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,7,393,2,5,20,373,0.2857142857142857,0.05089058524173028,0.09090909090909091
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,norm_only,0.05,400,7,393,7,0,7,386,1.0,0.017811704834605598,0.5
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,euclidean,0.05,400,7,393,7,0,0,393,1.0,0.0,1.0
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine,0.05,400,7,393,0,7,8,385,0.0,0.020356234096692113,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,7,393,7,0,1,392,1.0,0.002544529262086514,0.875
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,7,393,0,7,3,390,0.0,0.007633587786259542,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,7,393,1,6,6,387,0.14285714285714285,0.015267175572519083,0.14285714285714285
cohort_task,B,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,norm_only,0.05,400,7,393,6,1,0,393,0.8571428571428571,0.0,1.0
cohort_task,B,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,euclidean,0.05,400,1,399,1,0,3,396,1.0,0.007518796992481203,0.25
cohort_task,B,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine,0.05,400,1,399,0,1,32,367,0.0,0.08020050125313283,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,4,395,1.0,0.010025062656641603,0.2
cohort_task,B,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,19,380,0.0,0.047619047619047616,0.0
cohort_task,B,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,1,399,0,1,6,393,0.0,0.015037593984962405,0.0
