worker,snapshot,snapshot_key,candidate,episode_id,success,n_query,loop_onset_query,loop_onset_partner,ever_loops
3,2,w03_s002,5,400000205,True,38,-1,-1,False
3,2,w03_s002,6,400000206,True,38,-1,-1,False
3,2,w03_s002,7,400000207,True,37,-1,-1,False
3,2,w03_s002,8,400000208,True,38,-1,-1,False
3,2,w03_s002,9,400000209,True,39,-1,-1,False
3,2,w03_s002,10,400000210,True,37,-1,-1,False
3,2,w03_s002,11,400000211,True,37,-1,-1,False
3,2,w03_s002,12,400000212,True,37,-1,-1,False
3,2,w03_s002,13,400000213,False,50,48,35,True
3,2,w03_s002,14,400000214,True,36,-1,-1,False
3,2,w03_s002,15,400000215,True,37,-1,-1,False
3,3,w03_s003,0,400000300,True,38,-1,-1,False
3,3,w03_s003,1,400000301,True,36,-1,-1,False
3,3,w03_s003,2,400000302,True,35,-1,-1,False
3,3,w03_s003,3,400000303,True,37,-1,-1,False
3,3,w03_s003,4,400000304,True,35,-1,-1,False
3,3,w03_s003,5,400000305,True,36,-1,-1,False
3,3,w03_s003,6,400000306,True,37,-1,-1,False
3,3,w03_s003,7,400000307,True,37,-1,-1,False
3,3,w03_s003,8,400000308,True,36,-1,-1,False
3,3,w03_s003,9,400000309,True,36,-1,-1,False
3,3,w03_s003,10,400000310,True,38,-1,-1,False
3,3,w03_s003,11,400000311,True,37,-1,-1,False
3,3,w03_s003,12,400000312,False,49,42,38,True
3,3,w03_s003,13,400000313,True,36,-1,-1,False
3,3,w03_s003,14,400000314,True,36,-1,-1,False
3,3,w03_s003,15,400000315,True,36,-1,-1,False
3,4,w03_s004,0,400000400,True,35,-1,-1,False
3,4,w03_s004,1,400000401,True,36,-1,-1,False
3,4,w03_s004,2,400000402,True,36,-1,-1,False
3,4,w03_s004,3,400000403,True,36,-1,-1,False
3,4,w03_s004,4,400000404,False,48,-1,-1,False
3,4,w03_s004,5,400000405,True,34,-1,-1,False
3,4,w03_s004,6,400000406,True,35,-1,-1,False
3,4,w03_s004,7,400000407,True,33,-1,-1,False
3,4,w03_s004,8,400000408,True,35,-1,-1,False
3,4,w03_s004,9,400000409,False,48,40,35,True
3,4,w03_s004,10,400000410,True,35,-1,-1,False
3,4,w03_s004,11,400000411,False,48,42,38,True
3,4,w03_s004,12,400000412,True,35,-1,-1,False
3,4,w03_s004,13,400000413,True,34,-1,-1,False
3,4,w03_s004,14,400000414,True,36,-1,-1,False
3,4,w03_s004,15,400000415,True,40,-1,-1,False
3,5,w03_s005,0,400000500,False,47,42,37,True
3,5,w03_s005,1,400000501,True,35,-1,-1,False
3,5,w03_s005,2,400000502,True,34,-1,-1,False
3,5,w03_s005,3,400000503,True,35,-1,-1,False
3,5,w03_s005,4,400000504,True,39,-1,-1,False
3,5,w03_s005,5,400000505,True,36,-1,-1,False
3,5,w03_s005,6,400000506,True,36,-1,-1,False
3,5,w03_s005,7,400000507,False,47,32,23,True
3,5,w03_s005,8,400000508,True,34,-1,-1,False
3,5,w03_s005,9,400000509,True,35,-1,-1,False
3,5,w03_s005,10,400000510,True,36,-1,-1,False
3,5,w03_s005,11,400000511,True,34,-1,-1,False
3,5,w03_s005,12,400000512,True,35,-1,-1,False
3,5,w03_s005,13,400000513,True,36,-1,-1,False
3,5,w03_s005,14,400000514,True,34,-1,-1,False
3,5,w03_s005,15,400000515,True,34,-1,-1,False
