window,target,cv,scope,model,control_reference,n,positive,brier,brier_gain_vs_rate,brier_gain_vs_rate_ci95_low,brier_gain_vs_rate_ci95_high,brier_gain_vs_controls,brier_gain_vs_controls_ci95_low,brier_gain_vs_controls_ci95_high
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,moe_nontrap,controls,352,235,0.29296165061192236,0.03830513357605928,-0.003721092535603144,0.09025086099492208,0.23403508009394852,0.04074788868508441,0.6009388960606297
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,moe_full,controls,352,235,0.2703336704300342,0.06093311375794747,0.0052702856415536735,0.11664801326863872,0.25666306027583674,0.046258816901361875,0.607742092773585
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,controls+moe,controls,352,235,0.31800680525542446,0.013259978932557254,-0.0381122595865489,0.09009916268760895,0.20898992545044648,0.031204447110890394,0.49423560875276645
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,controls_sparse_base,controls,352,235,0.5256298075796301,-0.19436302339164824,-0.506310847781696,-0.039781242061412786,0.0013669231262410132,-0.0036545960374382313,0.007392746122656108
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,moe_sparse_trap,controls,352,235,0.3641595600342684,-0.03289277584628673,-0.04964504774474929,-0.0010298178734400758,0.1628371706716025,0.006916477805786165,0.46104298732095844
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,moe_sparse_nontrap,controls,352,235,0.3274273841337002,0.0038394000542814623,-0.0249386337632068,0.03203850324391011,0.19956934657217074,0.04404999809223176,0.48574940130250066
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,moe_sparse_full,controls,352,235,0.34040409766914503,-0.009137313481163355,-0.05015874966961629,0.03188412270728957,0.18659263303672588,0.00836403586975852,0.48574940130250066
fixed_q0_q7,eventual_failure,leave_one_worker_out,absolute,controls+moe_sparse,controls_sparse_base,352,235,0.49549209357246904,-0.16422530938448734,-0.4555140479886582,0.0007310937117150422,0.030137714007160865,0.0031495508242436695,0.06252350982666148
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,rate_only,controls,352,235,0.33126678418798167,0.0,0.0,0.0,0.02572435674742445,0.0032910294511558414,0.04467329952966336
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,physical,controls,352,235,0.4973119823827685,-0.16604519819478686,-0.37764455484400317,0.03579066847315231,-0.14032084144736245,-0.3739840040149572,0.06747598146037044
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,noise_action,controls,352,235,0.34307639856950617,-0.011809614381524435,-0.035066969026165275,0.0021811537203836107,0.013914742365900012,0.002137989593774128,0.028785131750055263
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,controls,controls,352,235,0.3569911409354062,-0.02572435674742445,-0.04467329952966336,-0.0032910294511558414,0.0,0.0,0.0
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,moe_trap_only,controls,352,235,0.3492530375641014,-0.017986253376119823,-0.025953645168639378,-0.008425383225096353,0.007738103371304626,-0.006284392598488254,0.025733298305443037
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,moe_nontrap,controls,352,235,0.34895296784413277,-0.01768618365615109,-0.034956633839777984,-0.007336479137756144,0.00803817309127336,-0.004711699034378071,0.01866306652931622
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,moe_full,controls,352,235,0.3504152641789183,-0.019148479990936548,-0.038624412040386386,-0.00664223554725419,0.006575876756487903,-0.0033512060960983483,0.016245537017717655
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,controls+moe,controls,352,235,0.3513028773358929,-0.02003609314791125,-0.04522651765521105,-0.00535955823983668,0.005688263599513199,-0.0020685287886808386,0.01899610512116931
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,controls_sparse_base,controls,352,235,0.3614904930285497,-0.030223708840568,-0.051405023789249916,-0.00480613090214972,-0.0044993520931435535,-0.012079958049484396,0.00048625330480626846
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,moe_sparse_trap,controls,352,235,0.3361001520343157,-0.004833367846334027,-0.007520849052644607,-0.0021458866400234453,0.02089098890109042,-0.0008171656422144302,0.04233758010570584
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,controls,352,235,0.33710049693762417,-0.005833712749642512,-0.015582283706328425,0.004675012754499338,0.019890643997781936,-0.0034168610280610077,0.039313564852651056
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,moe_sparse_full,controls,352,235,0.34003162793859526,-0.008764843750613581,-0.015582283706328425,-0.002780433456972154,0.01695951299681087,-0.0034168610280610077,0.0339398246842041
fixed_q0_q7,eventual_failure,leave_one_worker_out,within_snapshot,controls+moe_sparse,controls_sparse_base,352,235,0.36051884901496983,-0.029252064826988135,-0.046508930470806,-0.008543826054406697,0.0009716440135798646,-0.0040275028878190774,0.007017879644588471
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,rate_only,controls,352,199,0.24651342699389123,0.0,0.0,0.0,-0.08761779921511142,-0.14364117831021755,-0.032268605891649565
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,physical,controls,352,199,0.1449763937516802,0.10153703324221101,0.04960284395325458,0.15460925448070087,0.013919234027099577,-0.010395451905305978,0.04198714339957229
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,noise_action,controls,352,199,0.18104486812282142,0.06546855887106982,0.009083675056821644,0.1217783661377235,-0.0221492403440416,-0.04316341502999228,-0.0021511056546915925
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls,controls,352,199,0.1588956277787798,0.08761779921511142,0.03370907191185675,0.1443563694771941,0.0,0.0,0.0
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_trap_only,controls,352,199,0.2106001927375341,0.03591323425635712,-0.03356633396780363,0.1007149047857561,-0.051704564958754314,-0.11352464741554984,0.0004719824383138392
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_nontrap,controls,352,199,0.15681635924161308,0.08969706775227815,0.02949598080216533,0.14790997425419783,0.0020792685371667217,-0.029481916064973718,0.03658836740443216
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_full,controls,352,199,0.15173273920038569,0.09478068779350553,0.03876167278192749,0.1497139499030882,0.007162888578394095,-0.028289708120939124,0.04522303459632859
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls+moe,controls,352,199,0.13707148128520633,0.1094419457086849,0.061028656779230306,0.15889367331969473,0.021824146493573462,-0.005732103946056268,0.05268948480694256
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls_sparse_base,controls,352,199,0.15764222081284165,0.08887120618104959,0.03344435196459321,0.1443332925863877,0.0012534069659381536,-0.0015117825493285145,0.004787436131831937
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_sparse_trap,controls,352,199,0.23726151961774497,0.00925190737614631,-0.05233837652697244,0.05627891869478086,-0.07836589183896513,-0.15401467234377014,-0.011025509156443654
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_sparse_nontrap,controls,352,199,0.19894471466829675,0.0475687123255945,-0.011731438545114329,0.10449155854588552,-0.04004908688951692,-0.09944518341776087,0.011323284603416639
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,moe_sparse_full,controls,352,199,0.19894471466829675,0.0475687123255945,-0.013021047852493636,0.10512946441185989,-0.04004908688951692,-0.10071694390946374,0.011752859879836795
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,absolute,controls+moe_sparse,controls_sparse_base,352,199,0.1585005882924224,0.08801283870146887,0.03165622678391286,0.14322386923370842,-0.000858367479580736,-0.011933661771414061,0.009929775791076968
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,rate_only,controls,352,199,0.24651342699389123,0.0,0.0,0.0,0.0016300954924499198,-0.010190565291485557,0.012664116172113495
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,physical,controls,352,199,0.17587067557332067,0.07064275142057058,0.02939453790972766,0.11108284609779528,0.07227284691302051,0.027821163192804078,0.11533449591134645
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,noise_action,controls,352,199,0.23952407203842288,0.006989354955468355,-0.0016935168132250946,0.01661054811850936,0.008619450447918274,0.0018377471331815435,0.017413918606827655
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls,controls,352,199,0.24814352248634117,-0.0016300954924499198,-0.011927512000421749,0.010011466965702997,0.0,0.0,0.0
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_trap_only,controls,352,199,0.2568267144084846,-0.010313287414593378,-0.019154970174474706,-0.0012825854855561772,-0.008683191922143453,-0.02098233827165577,0.002388640157153964
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_nontrap,controls,352,199,0.2577217364795686,-0.011208309485677378,-0.02649486633892326,0.005008950941692523,-0.009578213993227457,-0.02519278106827074,0.0032099173086924653
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_full,controls,352,199,0.2604325621282768,-0.013919135134385611,-0.02651854513754196,-0.0007349734519148213,-0.012289039641935695,-0.027182738462770986,-0.0005458382383760233
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe,controls,352,199,0.26222144472015907,-0.015708017726267856,-0.02993813553514442,-0.0013233274150229082,-0.014077922233817935,-0.02904402260184609,-0.0031862658309676217
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls_sparse_base,controls,352,199,0.2479972167623605,-0.001483789768469288,-0.012679488545317193,0.010431593996939912,0.0001463057239806305,-0.000845226650147798,0.0010334528272442154
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_trap,controls,352,199,0.24830481614493322,-0.0017913891510420103,-0.009398950902132082,0.006348433154503336,-0.0001612936585920914,-0.014543252158695206,0.011686366015418647
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_nontrap,controls,352,199,0.2508757867416021,-0.004362359747710864,-0.013279333092914894,0.00586570406302745,-0.0027322642552609438,-0.0162394917413681,0.007921379999389978
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,moe_sparse_full,controls,352,199,0.2508757867416021,-0.004362359747710864,-0.01330721439261812,0.005850663325732133,-0.0027322642552609438,-0.015426909426711303,0.007757932536855881
fixed_q0_q7,eventual_stagnation_or_loop,grouped_5fold_snapshot,within_snapshot,controls+moe_sparse,controls_sparse_base,352,199,0.25445552181886144,-0.00794209482497023,-0.019775825173899197,0.0052162159919006065,-0.006458305056500938,-0.014167694024421357,0.0009382071731905781
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,rate_only,controls,352,199,0.3405869907836338,0.0,0.0,0.0,0.19142226661767375,0.03798722031849808,0.40350124936521437
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,physical,controls,352,199,0.4504389014643429,-0.10985191068070904,-0.259633217497368,0.03502868864497815,0.08157035593696471,0.030073282576230962,0.1398465908784928
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,noise_action,controls,352,199,0.5878144275494998,-0.24722743676586612,-0.3947518840027804,-0.1380933723936632,-0.05580517014819233,-0.11925807402583301,0.007647733729448325
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls,controls,352,199,0.5320092574013076,-0.19142226661767375,-0.40350124936521437,-0.03798722031849807,0.0,0.0,0.0
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_trap_only,controls,352,199,0.38054011981863217,-0.039953129034998355,-0.12953637489545258,0.09321649088391175,0.15146913758267538,-0.006481020005274159,0.3228885618182774
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_nontrap,controls,352,199,0.29454057026822483,0.04604642051540901,-0.0438074408120955,0.14144772609389236,0.23746868713308275,0.1216030573339229,0.4571347941602551
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_full,controls,352,199,0.2482574681687003,0.09232952261493348,-0.00372931320264111,0.1883883584325081,0.28375178923260724,0.1908165834297985,0.4235235613871728
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe,controls,352,199,0.2867199949023046,0.05386699588132924,-0.06310700451774745,0.17084099628040594,0.24528926249900304,0.14086672978127748,0.3757312679035702
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls_sparse_base,controls,352,199,0.536720433945296,-0.19613344316166217,-0.40631816666628173,-0.04458579168300917,-0.0047111765439884585,-0.007668079838512659,-0.001503282047133813
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_trap,controls,352,199,0.34487597708349893,-0.004288986299865127,-0.022066792690946052,0.01704438136943196,0.18713328031780863,0.017236522749770028,0.40215297981005316
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_nontrap,controls,352,199,0.2669771687118874,0.07360982207174639,-0.02505347450878253,0.18699898814496993,0.26503208868942013,0.15405814471759122,0.4598388612902727
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,moe_sparse_full,controls,352,199,0.26694595230854373,0.07364103847509013,-0.024963897003535296,0.18699898814496993,0.2650633050927639,0.15414398982678643,0.4598388612902727
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,absolute,controls+moe_sparse,controls_sparse_base,352,199,0.368152935344518,-0.027565944560884136,-0.28290967983086557,0.2385219621683159,0.16856749860077802,0.04616436672280439,0.3164566007776863
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,rate_only,controls,352,199,0.3405869907836338,0.0,0.0,0.0,0.03633344584339496,0.00579805962958316,0.06177960102157145
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,physical,controls,352,199,0.45322216746965777,-0.11263517668602399,-0.310444135407023,0.07523168610889484,-0.07630173084262902,-0.2999853849351818,0.11508209986321344
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,noise_action,controls,352,199,0.35582678596618367,-0.015239795182549852,-0.04251092484610869,0.0036198961283148406,0.02109365066084511,0.0033322778567183046,0.04347823854852943
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls,controls,352,199,0.37692043662702884,-0.03633344584339496,-0.06177960102157145,-0.00579805962958316,0.0,0.0,0.0
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_trap_only,controls,352,199,0.3628630601044148,-0.022276069320781033,-0.03451674584478543,-0.009343099954000086,0.014057376522613928,-0.0094004502362524,0.03154882938512298
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_nontrap,controls,352,199,0.36287620156500383,-0.022289210781370014,-0.050519685846320855,-0.0030162464350700284,0.014044235062024952,-0.0017628229546355818,0.03568876418808709
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_full,controls,352,199,0.36706560162006296,-0.026478610836429176,-0.05233342667358791,-0.011985316900911688,0.009854835006965785,-0.008817023995215176,0.030569424914160873
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls+moe,controls,352,199,0.3677054233968722,-0.02711843261323839,-0.05488330833671179,-0.009649077173845052,0.009215013230156575,-0.006753876895448313,0.027397301505460988
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls_sparse_base,controls,352,199,0.37559480045868876,-0.03500780967505497,-0.06053970241273138,-0.007014808167759743,0.0013256361683399859,-0.0012167485381765811,0.0048124763607083655
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_trap,controls,352,199,0.35389940488171606,-0.013312414098082247,-0.025866124959434408,-0.00034023281305201655,0.02302103174531271,0.0008600848037211136,0.04759168574118139
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_nontrap,controls,352,199,0.34672989372551094,-0.0061429029418771175,-0.01923527213791277,0.008138799829180181,0.030190542901517844,-0.0017125769235688461,0.05677647608909009
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,moe_sparse_full,controls,352,199,0.35046712534246754,-0.009880134558833728,-0.01923527213791277,-0.0025854300281735695,0.026453311284561232,-0.0017125769235688461,0.049924884791336305
fixed_q0_q7,eventual_stagnation_or_loop,leave_one_worker_out,within_snapshot,controls+moe_sparse,controls_sparse_base,352,199,0.3758191081322128,-0.03523211734857907,-0.06248263962454699,-0.008614280406698333,-0.00022430767352409428,-0.00213017110944613,0.0024125700252821724
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,rate_only,controls,352,235,0.22324790885110238,0.0,0.0,0.0,-0.08903405112716561,-0.14794863345665732,-0.030382461668230568
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,physical,controls,352,235,0.10598361963154285,0.11726428921955953,0.06910902424527804,0.16901703657992115,0.02823023809239391,-0.00388810354218053,0.06075177922579904
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,noise_action,controls,352,235,0.1501040150116915,0.07314389383941085,0.016067700475305625,0.12825100000234313,-0.01589015728775475,-0.032456395104201785,-0.0007392349724758935
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,controls,controls,352,235,0.1342138577239367,0.08903405112716561,0.034103942659745486,0.14732010603744242,0.0,0.0,0.0
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,moe_trap_only,controls,352,235,0.17740668141375707,0.04584122743734525,-0.001147012666030207,0.09588205069386672,-0.04319282368982035,-0.06808378420764222,-0.019623757592748998
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,moe_nontrap,controls,352,235,0.14733886749252287,0.07590904135857947,0.01889143603395438,0.13674792837363386,-0.01312500976858615,-0.042422012085029125,0.0192181402806989
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,moe_full,controls,352,235,0.14291627716446975,0.08033163168663256,0.02668747205350597,0.1335631278359722,-0.008702419440533035,-0.03601374181783941,0.01978934550047472
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,controls+moe,controls,352,235,0.12962600246100484,0.09362190639009751,0.03844266838516898,0.15136232869263277,0.004587855262931908,-0.018254589056318566,0.02876767327414919
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,controls_sparse_base,controls,352,235,0.13311899105843528,0.09012891779266709,0.03591487237361964,0.14549562048428052,0.0010948666655014817,-0.0030113042227323957,0.005010496144174706
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,moe_sparse_trap,controls,352,235,0.21382128092014224,0.00942662793096011,-0.008147038837047605,0.027364140368473365,-0.0796074231962055,-0.13350269546766472,-0.03050133835307553
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,moe_sparse_nontrap,controls,352,235,0.20835345717876333,0.014894451672339033,-0.015331349121199479,0.04662126864245394,-0.07413959945482657,-0.13790108934767528,-0.014965777096887354
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,moe_sparse_full,controls,352,235,0.20487796218059773,0.018369946670504584,-0.011929809535052441,0.05022647142213085,-0.07066410445666103,-0.12811382349323336,-0.01837555490208251
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,absolute,controls+moe_sparse,controls_sparse_base,352,235,0.13566670174572815,0.08758120710537419,0.03514001620918039,0.14363824883665008,-0.002547710687292895,-0.010847452126764329,0.005404284447768105
fixed_q8_q15,eventual_failure,grouped_5fold_snapshot,within_snapshot,rate_only,controls,352,235,0.22324790885110238,0.0,0.0,0.0,0.00047538070475186545,-0.01025798931622555,0.010136105612271164
