scope,variant,phantom_episodes,coupled_episodes,detected,detection_rate,detection_rate_ci95_low,detection_rate_ci95_high,false_events,realised_false_event_rate,median_latency_chunks,p25_latency_chunks,p75_latency_chunks,median_report_chunk,median_closure_chunk,earlier_than_clock,share_earlier_of_detected,share_earlier_ci95_low,share_earlier_ci95_high,share_earlier_of_all_phantom,median_lead_chunks,median_lead_env_steps,median_clock_chunk,latency_histogram,report_chunk_histogram,held_out_suite,target_false_event_rate,threshold,calibration,train_calibration_false_event_rate
both_cohorts,oracle_timing_local_calibration,144,6226,84,0.5833333333333334,0.22213541666666667,0.6349898417622138,62,0.009958239640218438,1.0,0.0,2.0,33.0,31.0,78,0.9285714285714286,0.8125,1.0,0.5416666666666666,11.0,110.0,44.0,"{'0': 27, '1': 18, '2': 26, '3': 13}","{'8': 1, '11': 1, '13': 1, '14': 3, '17': 2, '21': 2, '22': 1, '24': 1, '29': 1, '30': 5, '31': 9, '32': 10, '33': 11, '34': 6, '35': 4, '36': 4, '37': 2, '38': 2, '39': 5, '40': 2, '41': 1, '42': 2, '43': 2, '45': 1, '46': 1, '47': 2, '49': 2}",libero_long,0.01,0.9995613997768514,held_out_suite,
development_main,oracle_timing_local_calibration,62,2718,39,0.6290322580645161,0.0,0.7018633540372671,24,0.008830022075055188,1.0,0.0,2.0,33.0,31.0,37,0.9487179487179487,0.9459459459459459,1.0,0.5967741935483871,11.0,110.0,44.0,"{'0': 15, '1': 7, '2': 11, '3': 6}","{'30': 4, '31': 4, '32': 6, '33': 6, '34': 4, '35': 2, '36': 4, '37': 1, '38': 1, '39': 2, '40': 2, '43': 1, '46': 1, '47': 1}",libero_long,0.01,0.9995613997768514,held_out_suite,
external_8b,oracle_timing_local_calibration,82,3508,45,0.5487804878048781,0.3333333333333333,0.6410256410256411,38,0.010832383124287344,1.0,0.0,2.0,32.0,31.0,41,0.9111111111111111,0.75,1.0,0.5,12.0,120.0,44.0,"{'0': 12, '1': 11, '2': 15, '3': 7}","{'8': 1, '11': 1, '13': 1, '14': 3, '17': 2, '21': 2, '22': 1, '24': 1, '29': 1, '30': 1, '31': 5, '32': 4, '33': 5, '34': 2, '35': 2, '37': 1, '38': 1, '39': 3, '41': 1, '42': 2, '43': 1, '45': 1, '47': 1, '49': 2}",libero_long,0.01,0.9995613997768514,held_out_suite,
both_cohorts,closure_index_baseline,144,6226,132,0.9166666666666666,0.555518018018018,0.9914163090128756,848,0.13620301959524575,0.0,0.0,0.0,31.0,31.0,125,0.946969696969697,0.875,1.0,0.8680555555555556,13.0,130.0,44.0,{'0': 132},"{'13': 1, '15': 3, '17': 4, '18': 6, '19': 2, '20': 1, '22': 1, '23': 1, '24': 1, '27': 1, '28': 1, '29': 10, '30': 19, '31': 19, '32': 11, '33': 17, '34': 3, '35': 5, '36': 4, '37': 6, '38': 1, '39': 1, '40': 2, '41': 2, '42': 1, '43': 2, '45': 4, '46': 3}",libero_long,0.01,13.0,train_suites_out_of_fold,
development_main,closure_index_baseline,62,2718,58,0.9354838709677419,0.42857142857142855,0.99375,37,0.013612950699043414,0.0,0.0,0.0,32.0,31.0,56,0.9655172413793104,0.9615384615384616,1.0,0.9032258064516129,12.5,125.0,44.0,{'0': 58},"{'17': 1, '18': 2, '23': 1, '29': 3, '30': 13, '31': 8, '32': 9, '33': 6, '35': 5, '36': 2, '37': 4, '42': 1, '43': 1, '45': 1, '46': 1}",libero_long,0.01,13.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,82,3508,74,0.9024390243902439,0.5651895206243032,1.0,811,0.23118586088939566,0.0,0.0,0.0,31.0,31.0,69,0.9324324324324325,0.8235294117647058,1.0,0.8414634146341463,13.0,130.0,44.0,{'0': 74},"{'13': 1, '15': 3, '17': 3, '18': 4, '19': 2, '20': 1, '22': 1, '24': 1, '27': 1, '28': 1, '29': 7, '30': 6, '31': 11, '32': 2, '33': 11, '34': 3, '36': 2, '37': 2, '38': 1, '39': 1, '40': 2, '41': 2, '43': 1, '45': 3, '46': 2}",libero_long,0.01,13.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,144,6226,115,0.7986111111111112,0.07575757575757576,0.9736842105263158,52,0.008352071956312239,0.0,0.0,0.0,32.0,31.0,108,0.9391304347826087,0.625,1.0,0.75,12.0,120.0,44.0,{'0': 115},"{'22': 1, '23': 1, '24': 1, '27': 1, '28': 1, '29': 10, '30': 19, '31': 19, '32': 11, '33': 17, '34': 3, '35': 5, '36': 4, '37': 6, '38': 1, '39': 1, '40': 2, '41': 2, '42': 1, '43': 2, '45': 4, '46': 3}",libero_long,0.01,22.0,held_out_suite,
development_main,closure_index_local_calibration,62,2718,55,0.8870967741935484,0.0,0.9875776397515528,17,0.006254598969830758,0.0,0.0,0.0,32.0,31.0,53,0.9636363636363636,0.9615384615384616,1.0,0.8548387096774194,12.0,120.0,44.0,{'0': 55},"{'23': 1, '29': 3, '30': 13, '31': 8, '32': 9, '33': 6, '35': 5, '36': 2, '37': 4, '42': 1, '43': 1, '45': 1, '46': 1}",libero_long,0.01,22.0,held_out_suite,
external_8b,closure_index_local_calibration,82,3508,60,0.7317073170731707,0.04877065302911094,0.9672131147540983,35,0.009977194982896237,0.0,0.0,0.0,32.5,31.0,55,0.9166666666666666,0.4,1.0,0.6707317073170732,13.0,130.0,44.0,{'0': 60},"{'22': 1, '24': 1, '27': 1, '28': 1, '29': 7, '30': 6, '31': 11, '32': 2, '33': 11, '34': 3, '36': 2, '37': 2, '38': 1, '39': 1, '40': 2, '41': 2, '43': 1, '45': 3, '46': 2}",libero_long,0.01,22.0,held_out_suite,
both_cohorts,oracle_timing,144,6226,105,0.7291666666666666,0.25,0.796548749757705,141,0.022646964343077416,1.0,0.0,2.0,33.0,31.0,98,0.9333333333333333,0.8333333333333334,1.0,0.6805555555555556,11.0,110.0,44.0,"{'0': 44, '1': 15, '2': 33, '3': 13}","{'8': 1, '10': 1, '12': 1, '13': 3, '14': 1, '16': 1, '17': 1, '18': 1, '19': 1, '20': 1, '21': 1, '22': 1, '24': 1, '29': 2, '30': 7, '31': 15, '32': 8, '33': 16, '34': 8, '35': 8, '36': 4, '37': 2, '38': 2, '39': 5, '40': 2, '41': 1, '42': 1, '43': 2, '45': 2, '46': 2, '47': 2, '48': 1}",libero_long,0.02,0.9989353536841517,train_suites_out_of_fold,0.019989195029713667
development_main,oracle_timing,62,2718,47,0.7580645161290323,0.0,0.8407643312101911,51,0.018763796909492272,1.0,0.0,2.0,33.0,31.0,45,0.9574468085106383,0.9545454545454546,1.0,0.7258064516129032,11.0,110.0,44.0,"{'0': 20, '1': 7, '2': 15, '3': 5}","{'12': 1, '30': 4, '31': 8, '32': 5, '33': 9, '34': 3, '35': 5, '36': 4, '37': 2, '39': 3, '43': 1, '46': 1, '47': 1}",libero_long,0.02,0.9989353536841517,train_suites_out_of_fold,0.019989195029713667
external_8b,oracle_timing,82,3508,58,0.7073170731707317,0.3042391304347826,0.7744413851530234,90,0.02565564424173318,1.0,0.0,2.0,32.5,31.0,53,0.9137931034482759,0.75,1.0,0.6463414634146342,12.0,120.0,44.0,"{'0': 24, '1': 8, '2': 18, '3': 8}","{'8': 1, '10': 1, '13': 3, '14': 1, '16': 1, '17': 1, '18': 1, '19': 1, '20': 1, '21': 1, '22': 1, '24': 1, '29': 2, '30': 3, '31': 7, '32': 3, '33': 7, '34': 5, '35': 3, '38': 2, '39': 2, '40': 2, '41': 1, '42': 1, '43': 1, '45': 2, '46': 1, '47': 1, '48': 1}",libero_long,0.02,0.9989353536841517,train_suites_out_of_fold,0.019989195029713667
both_cohorts,routing_timing,144,6226,6,0.041666666666666664,0.007352941176470588,0.21428571428571427,73,0.011725024092515258,-13.5,-27.0,-10.5,6.5,31.0,6,1.0,1.0,1.0,0.041666666666666664,37.5,375.0,44.0,"{'-37': 1, '-31': 1, '-15': 1, '-12': 1, '-10': 1, '-6': 1}","{'5': 2, '6': 1, '7': 2, '9': 1}",libero_long,0.02,0.9989353536841517,train_suites_out_of_fold,0.019989195029713667
development_main,routing_timing,62,2718,1,0.016129032258064516,0.0,0.16666666666666666,24,0.008830022075055188,-37.0,-37.0,-37.0,6.0,31.0,1,1.0,1.0,1.0,0.016129032258064516,38.0,380.0,44.0,{'-37': 1},{'6': 1},libero_long,0.02,0.9989353536841517,train_suites_out_of_fold,0.019989195029713667
external_8b,routing_timing,82,3508,5,0.06097560975609756,0.0,0.23076923076923078,49,0.013968072976054732,-12.0,-15.0,-10.0,7.0,31.0,5,1.0,1.0,1.0,0.06097560975609756,37.0,370.0,44.0,"{'-31': 1, '-15': 1, '-12': 1, '-10': 1, '-6': 1}","{'5': 2, '7': 2, '9': 1}",libero_long,0.02,0.9989353536841517,train_suites_out_of_fold,0.019989195029713667
both_cohorts,oracle_timing_local_calibration,144,6226,101,0.7013888888888888,0.2222222222222222,0.7685714285714286,124,0.019916479280436876,1.0,0.0,2.0,33.0,31.0,94,0.9306930693069307,0.8181818181818182,1.0,0.6527777777777778,11.0,110.0,44.0,"{'0': 41, '1': 17, '2': 33, '3': 10}","{'8': 1, '11': 1, '13': 3, '14': 1, '16': 1, '17': 1, '18': 1, '19': 1, '21': 2, '22': 1, '24': 1, '29': 2, '30': 7, '31': 14, '32': 8, '33': 16, '34': 7, '35': 8, '36': 3, '37': 2, '38': 2, '39': 5, '40': 2, '41': 1, '42': 1, '43': 2, '45': 2, '46': 2, '47': 2, '48': 1}",libero_long,0.02,0.9990591093590019,held_out_suite,
development_main,oracle_timing_local_calibration,62,2718,44,0.7096774193548387,0.0,0.7950310559006211,46,0.01692420897718911,1.0,0.0,2.0,33.0,31.0,42,0.9545454545454546,0.9523809523809523,1.0,0.6774193548387096,11.0,110.0,44.0,"{'0': 19, '1': 7, '2': 15, '3': 3}","{'30': 4, '31': 7, '32': 5, '33': 9, '34': 3, '35': 5, '36': 3, '37': 2, '39': 3, '43': 1, '46': 1, '47': 1}",libero_long,0.02,0.9990591093590019,held_out_suite,
external_8b,oracle_timing_local_calibration,82,3508,57,0.6951219512195121,0.3198947368421053,0.7600082644628099,78,0.022234891676168756,1.0,0.0,2.0,32.0,31.0,52,0.9122807017543859,0.75,1.0,0.6341463414634146,12.5,125.0,44.0,"{'0': 22, '1': 10, '2': 18, '3': 7}","{'8': 1, '11': 1, '13': 3, '14': 1, '16': 1, '17': 1, '18': 1, '19': 1, '21': 2, '22': 1, '24': 1, '29': 2, '30': 3, '31': 7, '32': 3, '33': 7, '34': 4, '35': 3, '38': 2, '39': 2, '40': 2, '41': 1, '42': 1, '43': 1, '45': 2, '46': 1, '47': 1, '48': 1}",libero_long,0.02,0.9990591093590019,held_out_suite,
both_cohorts,closure_index_baseline,144,6226,132,0.9166666666666666,0.5510204081632653,0.9913297925581163,848,0.13620301959524575,0.0,0.0,0.0,31.0,31.0,125,0.946969696969697,0.8666666666666667,1.0,0.8680555555555556,13.0,130.0,44.0,{'0': 132},"{'13': 1, '15': 3, '17': 4, '18': 6, '19': 2, '20': 1, '22': 1, '23': 1, '24': 1, '27': 1, '28': 1, '29': 10, '30': 19, '31': 19, '32': 11, '33': 17, '34': 3, '35': 5, '36': 4, '37': 6, '38': 1, '39': 1, '40': 2, '41': 2, '42': 1, '43': 2, '45': 4, '46': 3}",libero_long,0.02,13.0,train_suites_out_of_fold,
development_main,closure_index_baseline,62,2718,58,0.9354838709677419,0.42857142857142855,0.9936305732484076,37,0.013612950699043414,0.0,0.0,0.0,32.0,31.0,56,0.9655172413793104,0.9615384615384616,1.0,0.9032258064516129,12.5,125.0,44.0,{'0': 58},"{'17': 1, '18': 2, '23': 1, '29': 3, '30': 13, '31': 8, '32': 9, '33': 6, '35': 5, '36': 2, '37': 4, '42': 1, '43': 1, '45': 1, '46': 1}",libero_long,0.02,13.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,82,3508,74,0.9024390243902439,0.5510204081632653,1.0,811,0.23118586088939566,0.0,0.0,0.0,31.0,31.0,69,0.9324324324324325,0.8421052631578947,1.0,0.8414634146341463,13.0,130.0,44.0,{'0': 74},"{'13': 1, '15': 3, '17': 3, '18': 4, '19': 2, '20': 1, '22': 1, '24': 1, '27': 1, '28': 1, '29': 7, '30': 6, '31': 11, '32': 2, '33': 11, '34': 3, '36': 2, '37': 2, '38': 1, '39': 1, '40': 2, '41': 2, '43': 1, '45': 3, '46': 2}",libero_long,0.02,13.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,144,6226,115,0.7986111111111112,0.07547169811320754,0.9698308235903508,84,0.013491808544812078,0.0,0.0,0.0,32.0,31.0,108,0.9391304347826087,0.625,1.0,0.75,12.0,120.0,44.0,{'0': 115},"{'22': 1, '23': 1, '24': 1, '27': 1, '28': 1, '29': 10, '30': 19, '31': 19, '32': 11, '33': 17, '34': 3, '35': 5, '36': 4, '37': 6, '38': 1, '39': 1, '40': 2, '41': 2, '42': 1, '43': 2, '45': 4, '46': 3}",libero_long,0.02,21.0,held_out_suite,
development_main,closure_index_local_calibration,62,2718,55,0.8870967741935484,0.0,0.9875776397515528,17,0.006254598969830758,0.0,0.0,0.0,32.0,31.0,53,0.9636363636363636,0.9615384615384616,1.0,0.8548387096774194,12.0,120.0,44.0,{'0': 55},"{'23': 1, '29': 3, '30': 13, '31': 8, '32': 9, '33': 6, '35': 5, '36': 2, '37': 4, '42': 1, '43': 1, '45': 1, '46': 1}",libero_long,0.02,21.0,held_out_suite,
external_8b,closure_index_local_calibration,82,3508,60,0.7317073170731707,0.047619047619047616,0.9742516782216353,67,0.01909920182440137,0.0,0.0,0.0,32.5,31.0,55,0.9166666666666666,0.4,1.0,0.6707317073170732,13.0,130.0,44.0,{'0': 60},"{'22': 1, '24': 1, '27': 1, '28': 1, '29': 7, '30': 6, '31': 11, '32': 2, '33': 11, '34': 3, '36': 2, '37': 2, '38': 1, '39': 1, '40': 2, '41': 2, '43': 1, '45': 3, '46': 2}",libero_long,0.02,21.0,held_out_suite,
both_cohorts,oracle_timing,5,4653,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.9999999556604591,train_suites_out_of_fold,0.0049793357566100685
development_main,oracle_timing,2,2522,0,0.0,0.0,0.0,0,0.0,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.9999999556604591,train_suites_out_of_fold,0.0049793357566100685
external_8b,oracle_timing,3,2131,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.9999999556604591,train_suites_out_of_fold,0.0049793357566100685
both_cohorts,routing_timing,5,4653,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.9999999556604591,train_suites_out_of_fold,0.0049793357566100685
development_main,routing_timing,2,2522,0,0.0,0.0,0.0,0,0.0,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.9999999556604591,train_suites_out_of_fold,0.0049793357566100685
external_8b,routing_timing,3,2131,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.9999999556604591,train_suites_out_of_fold,0.0049793357566100685
both_cohorts,oracle_timing_local_calibration,5,4653,0,0.0,0.0,0.0,23,0.0049430474962389856,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.94345603451876,held_out_suite,
development_main,oracle_timing_local_calibration,2,2522,0,0.0,0.0,0.0,12,0.004758128469468675,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.94345603451876,held_out_suite,
external_8b,oracle_timing_local_calibration,3,2131,0,0.0,0.0,0.0,11,0.005161895823557016,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.005,0.94345603451876,held_out_suite,
both_cohorts,closure_index_baseline,5,4653,4,0.8,0.25,1.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 4},"{'21': 3, '22': 1}",libero_object,0.005,21.0,train_suites_out_of_fold,
development_main,closure_index_baseline,2,2522,2,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,21.5,21.5,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},"{'21': 1, '22': 1}",libero_object,0.005,21.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,3,2131,2,0.6666666666666666,0.0,1.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},{'21': 2},libero_object,0.005,21.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,5,4653,5,1.0,1.0,1.0,17,0.0036535568450462067,0.0,0.0,0.0,21.0,21.0,1,0.2,0.0,0.75,0.2,1.0,10.0,20.0,{'0': 5},"{'19': 1, '21': 3, '22': 1}",libero_object,0.005,8.0,held_out_suite,
development_main,closure_index_local_calibration,2,2522,2,1.0,1.0,1.0,10,0.003965107057890563,0.0,0.0,0.0,21.5,21.5,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},"{'21': 1, '22': 1}",libero_object,0.005,8.0,held_out_suite,
external_8b,closure_index_local_calibration,3,2131,3,1.0,1.0,1.0,7,0.00328484279680901,0.0,0.0,0.0,21.0,21.0,1,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,10.0,20.0,{'0': 3},"{'19': 1, '21': 2}",libero_object,0.005,8.0,held_out_suite,
both_cohorts,oracle_timing,5,4653,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.9999996546754466,train_suites_out_of_fold,0.009958671513220137
development_main,oracle_timing,2,2522,0,0.0,0.0,0.0,0,0.0,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.9999996546754466,train_suites_out_of_fold,0.009958671513220137
external_8b,oracle_timing,3,2131,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.9999996546754466,train_suites_out_of_fold,0.009958671513220137
both_cohorts,routing_timing,5,4653,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.9999996546754466,train_suites_out_of_fold,0.009958671513220137
development_main,routing_timing,2,2522,0,0.0,0.0,0.0,0,0.0,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.9999996546754466,train_suites_out_of_fold,0.009958671513220137
external_8b,routing_timing,3,2131,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.9999996546754466,train_suites_out_of_fold,0.009958671513220137
both_cohorts,oracle_timing_local_calibration,5,4653,0,0.0,0.0,0.0,46,0.009886094992477971,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.8996267653383148,held_out_suite,
development_main,oracle_timing_local_calibration,2,2522,0,0.0,0.0,0.0,23,0.009119746233148296,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.8996267653383148,held_out_suite,
external_8b,oracle_timing_local_calibration,3,2131,0,0.0,0.0,0.0,23,0.010793054903801032,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.01,0.8996267653383148,held_out_suite,
both_cohorts,closure_index_baseline,5,4653,4,0.8,0.25,1.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 4},"{'21': 3, '22': 1}",libero_object,0.01,20.0,train_suites_out_of_fold,
development_main,closure_index_baseline,2,2522,2,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,21.5,21.5,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},"{'21': 1, '22': 1}",libero_object,0.01,20.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,3,2131,2,0.6666666666666666,0.0,1.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},{'21': 2},libero_object,0.01,20.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,5,4653,5,1.0,1.0,1.0,17,0.0036535568450462067,0.0,0.0,0.0,21.0,21.0,1,0.2,0.0,0.75,0.2,1.0,10.0,20.0,{'0': 5},"{'19': 1, '21': 3, '22': 1}",libero_object,0.01,8.0,held_out_suite,
development_main,closure_index_local_calibration,2,2522,2,1.0,1.0,1.0,10,0.003965107057890563,0.0,0.0,0.0,21.5,21.5,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},"{'21': 1, '22': 1}",libero_object,0.01,8.0,held_out_suite,
external_8b,closure_index_local_calibration,3,2131,3,1.0,1.0,1.0,7,0.00328484279680901,0.0,0.0,0.0,21.0,21.0,1,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,10.0,20.0,{'0': 3},"{'19': 1, '21': 2}",libero_object,0.01,8.0,held_out_suite,
both_cohorts,oracle_timing,5,4653,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.9999978385928215,train_suites_out_of_fold,0.019967136384006375
development_main,oracle_timing,2,2522,0,0.0,0.0,0.0,0,0.0,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.9999978385928215,train_suites_out_of_fold,0.019967136384006375
external_8b,oracle_timing,3,2131,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.9999978385928215,train_suites_out_of_fold,0.019967136384006375
both_cohorts,routing_timing,5,4653,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.9999978385928215,train_suites_out_of_fold,0.019967136384006375
development_main,routing_timing,2,2522,0,0.0,0.0,0.0,0,0.0,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.9999978385928215,train_suites_out_of_fold,0.019967136384006375
external_8b,routing_timing,3,2131,0,0.0,0.0,0.0,0,0.0,,,,,21.0,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.9999978385928215,train_suites_out_of_fold,0.019967136384006375
both_cohorts,oracle_timing_local_calibration,5,4653,1,0.2,0.0,0.75,93,0.019987105093488073,2.0,2.0,2.0,23.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'2': 1},{'23': 1},libero_object,0.02,0.8054713006766944,held_out_suite,
development_main,oracle_timing_local_calibration,2,2522,0,0.0,0.0,0.0,42,0.016653449643140365,,,,,21.5,0,,,,0.0,,,20.0,{},{},libero_object,0.02,0.8054713006766944,held_out_suite,
external_8b,oracle_timing_local_calibration,3,2131,1,0.3333333333333333,0.0,1.0,51,0.023932426091037073,2.0,2.0,2.0,23.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'2': 1},{'23': 1},libero_object,0.02,0.8054713006766944,held_out_suite,
both_cohorts,closure_index_baseline,5,4653,4,0.8,0.25,1.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 4},"{'21': 3, '22': 1}",libero_object,0.02,20.0,train_suites_out_of_fold,
development_main,closure_index_baseline,2,2522,2,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,21.5,21.5,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},"{'21': 1, '22': 1}",libero_object,0.02,20.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,3,2131,2,0.6666666666666666,0.0,1.0,0,0.0,0.0,0.0,0.0,21.0,21.0,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},{'21': 2},libero_object,0.02,20.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,5,4653,5,1.0,1.0,1.0,78,0.016763378465506126,0.0,0.0,0.0,21.0,21.0,1,0.2,0.0,0.75,0.2,1.0,10.0,20.0,{'0': 5},"{'19': 1, '21': 3, '22': 1}",libero_object,0.02,7.0,held_out_suite,
development_main,closure_index_local_calibration,2,2522,2,1.0,1.0,1.0,53,0.021015067406819986,0.0,0.0,0.0,21.5,21.5,0,0.0,0.0,0.0,0.0,,,20.0,{'0': 2},"{'21': 1, '22': 1}",libero_object,0.02,7.0,held_out_suite,
external_8b,closure_index_local_calibration,3,2131,3,1.0,1.0,1.0,25,0.011731581417175035,0.0,0.0,0.0,21.0,21.0,1,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,10.0,20.0,{'0': 3},"{'19': 1, '21': 2}",libero_object,0.02,7.0,held_out_suite,
both_cohorts,oracle_timing,51,7940,0,0.0,0.0,0.0,3,0.0003778337531486146,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,0.9999999991535544,train_suites_out_of_fold,0.004941652774470112
development_main,oracle_timing,23,3974,0,0.0,0.0,0.0,1,0.0002516356316054353,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.005,0.9999999991535544,train_suites_out_of_fold,0.004941652774470112
external_8b,oracle_timing,28,3966,0,0.0,0.0,0.0,2,0.0005042864346949068,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,0.9999999991535544,train_suites_out_of_fold,0.004941652774470112
both_cohorts,routing_timing,51,7940,0,0.0,0.0,0.0,5,0.0006297229219143577,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,0.9999999991535544,train_suites_out_of_fold,0.004941652774470112
development_main,routing_timing,23,3974,0,0.0,0.0,0.0,3,0.000754906894816306,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.005,0.9999999991535544,train_suites_out_of_fold,0.004941652774470112
external_8b,routing_timing,28,3966,0,0.0,0.0,0.0,2,0.0005042864346949068,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,0.9999999991535544,train_suites_out_of_fold,0.004941652774470112
both_cohorts,oracle_timing_local_calibration,51,7940,0,0.0,0.0,0.0,39,0.00491183879093199,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,0.9999981804660782,held_out_suite,
development_main,oracle_timing_local_calibration,23,3974,0,0.0,0.0,0.0,17,0.004277805737292401,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.005,0.9999981804660782,held_out_suite,
external_8b,oracle_timing_local_calibration,28,3966,0,0.0,0.0,0.0,22,0.005547150781643974,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,0.9999981804660782,held_out_suite,
both_cohorts,closure_index_baseline,51,7940,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,22.0,train_suites_out_of_fold,
development_main,closure_index_baseline,23,3974,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.005,22.0,train_suites_out_of_fold,
external_8b,closure_index_baseline,28,3966,0,0.0,0.0,0.0,0,0.0,,,,,4.0,0,,,,0.0,,,15.0,{},{},libero_spatial,0.005,22.0,train_suites_out_of_fold,
both_cohorts,closure_index_local_calibration,51,7940,1,0.0196078431372549,0.0,0.5,5,0.0006297229219143577,0.0,0.0,0.0,12.0,4.0,1,1.0,1.0,1.0,0.0196078431372549,3.0,30.0,15.0,{'0': 1},{'12': 1},libero_spatial,0.005,7.0,held_out_suite,
development_main,closure_index_local_calibration,23,3974,0,0.0,0.0,0.0,3,0.000754906894816306,,,,,4.0,0,,,,0.0,,,14.0,{},{},libero_spatial,0.005,7.0,held_out_suite,
external_8b,closure_index_local_calibration,28,3966,1,0.03571428571428571,0.0,0.5,2,0.0005042864346949068,0.0,0.0,0.0,12.0,4.0,1,1.0,1.0,1.0,0.03571428571428571,3.0,30.0,15.0,{'0': 1},{'12': 1},libero_spatial,0.005,7.0,held_out_suite,
