mode,lifted,first_close_query,max_rise_m,max_moved_m,min_dist_m,final_dist_m,queries,main_id,failed,base_task,arm,timing,physical_class,target,success,event_id,replicate
lifted_not_placed,True,0,0.2028437973412046,0.437050651058275,0.06169550426820054,0.09088338732294023,19,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,4004ef26aabc0c61d950d664,0
rescued,True,5,0.1399473380416375,0.4025216437437957,0.005303483198030646,0.09324659547151104,15,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,True,4004ef26aabc0c61d950d664,1
lifted_not_placed,True,5,0.13203707077520777,0.4468090838449207,0.0059021674907845665,0.23173744599126797,29,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,4004ef26aabc0c61d950d664,1
approached_never_closed,False,,0.007125430708474045,0.047604143983407204,0.049598446713113795,0.0575665959733787,28,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,4004ef26aabc0c61d950d664,1
approached_never_closed,False,,-0.01689053074962865,0.15598831120649745,0.06711242956048333,0.06711242956048333,26,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,4004ef26aabc0c61d950d664,1
lifted_not_placed,True,16,0.10849459269440953,0.06746639019070577,0.060252537372750235,0.08284995814681369,26,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,4004ef26aabc0c61d950d664,1
lifted_not_placed,True,0,0.19897055283363552,0.4411163889594416,0.06149916918447483,0.07906674490449005,19,0090f12ce80992adbd8f4613,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,4004ef26aabc0c61d950d664,1
lifted_not_placed,True,11,0.15439641933695292,0.4424019365205525,0.030100498445194912,0.2096365493244364,30,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,0
lifted_not_placed,True,11,0.1526827574384586,0.43331144187768994,0.031317810705649256,0.1860052801878662,29,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,0
lifted_not_placed,True,11,0.1424269126380906,0.43440381498066166,0.022526671015297286,0.13562297553193692,28,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,0
approached_never_closed,False,,0.010624067234750512,0.06356323439280986,0.052068865673282984,0.05286513181281669,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,0
approached_never_closed,False,,0.007695645505233717,0.11333097969228048,0.06031517330009629,0.06031517330009629,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,0
closed_object_pushed,False,0,0.009027630162883105,0.05658071872878552,0.05444991502624312,0.05444991502624312,20,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,0
lifted_not_placed,True,11,0.1592927851192063,0.46238832334943136,0.020445698003082262,0.15920691610384116,30,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,1
lifted_not_placed,True,11,0.16012362718825535,0.4323889858448557,0.03008537774275628,0.18742203570633834,29,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,1
lifted_not_placed,True,11,0.16413711779618434,0.4532746928081261,0.01788285245199277,0.1282611348800825,28,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,1
approached_never_closed,False,,0.010420794742804773,0.05519088705115153,0.052349450322365015,0.053229598499118146,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,1
approached_never_closed,False,,0.008006910246827315,0.07374112020993386,0.06524815960913684,0.06524815960913684,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,1
closed_object_pushed,False,0,0.005056838915680095,0.04276890705723949,0.0672671833820914,0.0672671833820914,20,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,mid,untouched,moka_pot_1,False,dfeac6e29f4382699242334c,1
lifted_not_placed,True,0,0.1564278718663421,0.4326615721643566,0.029998583352411595,0.18672658562972944,30,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,0
lifted_not_placed,True,11,0.14816478928586552,0.4476790840314373,0.014460458825046145,0.12731157119053102,29,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,0
lifted_not_placed,True,3,0.08761088589483124,0.4026509262429192,0.019771152727509345,0.07349816003616419,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,0
approached_never_closed,False,,0.0067442533888294465,0.08645913402454829,0.05993539415968313,0.0668141095053907,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,0
approached_never_closed,False,,0.0073679346608037655,0.07174410228965858,0.06176498911562395,0.06176498911562395,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,0
approached_never_closed,False,,0.0043951380674215335,0.0298697171978559,0.0672673359319132,0.07040895924363846,20,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,0
lifted_not_placed,True,0,0.14699528418285857,0.44567651702525085,0.02097944037740498,0.10798156062364805,30,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,1
lifted_not_placed,True,12,0.14964946042720895,0.44705026089898636,0.01982573769978705,0.13315646525008523,29,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,1
lifted_not_placed,True,3,0.0871508488670818,0.37663774601006145,0.021837875984681492,0.08276208207903366,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,1
approached_never_closed,False,,0.006891862126044868,0.09524976405120064,0.06059621097339843,0.06391366414610093,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,1
approached_never_closed,False,,0.007435209112614527,0.07681292003772092,0.05835240935057821,0.05835240935057821,24,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,1
approached_never_closed,False,,0.004208380607118478,0.03166486631152432,0.0685659892132993,0.0685659892132993,20,f30465c7d39039144d381adb,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,c911aa7ac99fbdd72ff7c53b,1
phantom_regrasp,False,11,0.0,0.0,0.3113485065942879,0.4869262956019145,30,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,0
phantom_regrasp,False,10,0.0,0.0,0.3124100119140315,0.4951527600784505,29,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,0
phantom_regrasp,False,11,0.0,0.0,0.30266132966330195,0.3639488223376796,28,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,0
approached_never_closed,False,,0.0016792595693903012,0.006937968651539595,0.08443185702851022,0.08443185702851022,25,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,0
closed_object_pushed,False,21,0.006744839807668712,0.04687946870345203,0.07468170519852899,0.12123509493465073,24,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,0
lifted_not_placed,True,0,0.17451198111153732,0.43317577579378524,0.06718300865395659,0.08482613876275018,20,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,0
phantom_regrasp,False,9,0.0,0.0,0.3137842470543754,0.5034168448022011,30,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,1
phantom_regrasp,False,9,0.0,0.0,0.3240832307752845,0.3663948254852509,29,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,1
phantom_regrasp,False,9,0.0,0.0,0.3096001531152917,0.4527536179604726,28,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,1
approached_never_closed,False,,0.004583213426474275,0.013653801047056349,0.08093712480378157,0.08093712480378157,25,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,1
approached_never_closed,False,,0.006500878830276169,0.054492324933974746,0.0850844208348615,0.09146442929124673,24,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,1
lifted_not_placed,True,0,0.1739213668301306,0.42932186218001395,0.06976605600434792,0.08319150901157071,20,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,mid,untouched,moka_pot_1,False,2131d7c98c57c9565dae0f37,1
phantom_regrasp,False,1,0.0,0.0,0.29599141627412223,0.508734575648045,30,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,0
phantom_regrasp,False,2,0.0,0.0,0.32192943289859505,0.3600975651472067,29,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,0
phantom_regrasp,False,9,0.003570217263146991,0.009942344399574475,0.07591000013835222,0.37373532760849054,28,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,0
approached_never_closed,False,,-1.1102230246251565e-16,0.00022581141935539464,0.09659988436064496,0.09659988436064496,24,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,0
approached_never_closed,False,,0.0,0.0,0.09605294889769433,0.09605294889769433,25,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,0
closed_object_pushed,False,0,0.0069508962868304325,0.05422832734517295,0.09124666397043327,0.09425657772459677,20,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,0
phantom_regrasp,False,1,0.0,0.0,0.1751261546578263,0.1751261546578263,30,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,1
phantom_regrasp,False,1,0.0,0.0,0.32201095494835985,0.4616781579810165,29,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,1
phantom_regrasp,False,9,0.002427940891360114,0.006603985592381313,0.08179002681561762,0.3240556576507802,28,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,1
approached_never_closed,False,,-1.1102230246251565e-16,0.00022581141935539464,0.09053157829607283,0.09731848161190904,24,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,1
lifted_not_placed,True,19,0.16712477493969413,0.4195821316929918,0.02815585699191344,0.29194264366882877,25,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,1
closed_object_pushed,False,0,0.007470916161752217,0.06654420025435133,0.08744274947572257,0.10163705021038745,20,2ee5fa30529f832851a07198,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,76ac0756c134b79ffe59258b,1
approached_never_closed,False,,-0.00012936357978610147,0.01058100767996801,0.09718544656623014,0.0980565289395001,30,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,0
approached_never_closed,False,,-0.0001442092971337683,0.00951460352872769,0.09719237338996582,0.09789668899265196,29,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,0
rescued,True,9,0.16336455927293925,0.4132177147211156,0.032097755671503705,0.07718597712744349,18,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,displaced_reachable,moka_pot_1,True,b982ad911ea66841e59d21de,0
never_approached,False,,-0.03676809714919205,0.09547964467613815,0.1573521771027352,0.18394717956050372,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,0
approached_never_closed,False,,-0.007470209021147922,0.01842216014606207,0.09438898972367787,0.10472172198003807,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,0
closed_object_pushed,False,0,-0.036768097149191936,0.14965842519301337,0.1358821639344551,0.26266408524352514,20,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,0
approached_never_closed,False,,-0.00014148347561471208,0.012492367575127087,0.09632100330034729,0.09632100330034729,30,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,1
approached_never_closed,False,,-0.00015340662859986143,0.01154285172763592,0.09650429808608513,0.09650429808608513,29,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,1
rescued,True,7,0.15678248129464512,0.4152926698367215,0.03120377441834785,0.09049691386102758,17,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,displaced_reachable,moka_pot_1,True,b982ad911ea66841e59d21de,1
never_approached,False,,-0.03676809714919205,0.09547964467613798,0.156156649977571,0.1774076996273474,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,1
closed_object_pushed,False,23,0.00033148367774449294,0.018056687651877876,0.06336878260711432,0.194271814514759,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,1
closed_object_pushed,False,0,-0.036768097149191936,0.14965842519301337,0.13403182716578377,0.2027838088079383,20,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,mid,displaced_reachable,moka_pot_1,False,b982ad911ea66841e59d21de,1
closed_object_pushed,False,9,-0.0001184919728594025,0.017975857461168702,0.057380807954734825,0.057380807954734825,30,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,0
lifted_not_placed,True,6,0.03928131559883519,0.01821114887048107,0.03698092644453977,0.03698092644453977,29,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,0
approached_never_closed,False,,-0.004507050117308231,0.019093785939460997,0.048101294789535835,0.05092331334294323,28,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,0
never_approached,False,,-0.035262041508645314,0.09859522263419744,0.15983035169250429,0.18040102185018944,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,0
approached_never_closed,False,,-0.007549448473483267,0.01821959510428853,0.09260176095342244,0.1058745528932651,26,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,0
closed_object_pushed,False,0,-0.035262041508645314,0.14246713703388184,0.14961385011647577,0.4379374061845421,20,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,0
closed_object_pushed,False,9,-5.509982647533551e-05,0.018466708449173336,0.058868270586033056,0.058868270586033056,30,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,1
closed_object_pushed,False,9,-7.879103061425585e-05,0.01795434970565826,0.07696547002413533,0.07696547002413533,29,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,1
approached_never_closed,False,,-0.0048788206468382,0.021071247768276492,0.05003506862273912,0.054444649073021635,28,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,1
never_approached,False,,-0.035262041508645314,0.09859522263419744,0.15983035169250429,0.16150914858255824,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,1
approached_never_closed,False,,-0.00509866179019236,0.018192308072296794,0.048536100330316974,0.05066841374176475,27,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,1
closed_object_pushed,False,0,-0.035262041508645314,0.14246713703388184,0.14961385011647577,0.4450071415240902,20,75a8280295c26427df1d6f27,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,scripted_regrasp,late,untouched,moka_pot_1,False,e65267f70e0adc3b72646032,1
phantom_regrasp,False,0,0.0,0.0,0.28310833056153095,0.6472072952003008,30,41a51d866c05253cf3b29dfd,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,new_noise,mid,untouched,moka_pot_1,False,9f1ebf2b289d1a8437bebde1,0
phantom_regrasp,False,1,0.0,0.0,0.2752852565568654,0.5703952122410766,29,41a51d866c05253cf3b29dfd,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,open_only,mid,untouched,moka_pot_1,False,9f1ebf2b289d1a8437bebde1,0
phantom_regrasp,False,7,0.0,0.0,0.17884323337079763,0.3910369562269177,28,41a51d866c05253cf3b29dfd,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_history,mid,untouched,moka_pot_1,False,9f1ebf2b289d1a8437bebde1,0
approached_never_closed,False,,0.002546317549851018,0.027996620735081468,0.08294884026016798,0.09130290743914822,25,41a51d866c05253cf3b29dfd,True,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,untouched,moka_pot_1,False,9f1ebf2b289d1a8437bebde1,0
