calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,precision,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,14,30,370,1.0,0.03783783783783784,0.6818181818181818,11.5,21.153846153846153,26,14,27,14,,,,
episode,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,6,10,390,0.9,0.015384615384615385,0.6,10.0,17.307692307692307,8,6,8,6,,,,
episode,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,10,4,396,1.0,0.025252525252525252,0.2857142857142857,26.5,50.96153846153846,2,9,3,10,,,,
episode,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,3,20,380,0.9,0.007894736842105263,0.8571428571428571,30.0,55.76923076923077,1,2,12,2,,,,
episode,0.02,v82_integrated,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,32,47,353,1.0,0.0906515580736544,0.5949367088607594,30.0,50.0,15,25,32,31,,,,
episode,0.02,v82_integrated,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,46,6,394,1.0,0.116751269035533,0.11538461538461539,22.5,43.269230769230774,6,45,6,46,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,7,3,397,0.6666666666666666,0.017632241813602016,0.2222222222222222,21.5,76.78571428571428,0,1,0,5,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,7,0,10,390,0.7,0.0,1.0,20.0,71.42857142857143,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,13,0,400,,0.0325,0.0,,,0,13,0,13,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,6,0,400,,0.015,0.0,,,0,6,0,6,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,1,7,393,0.14285714285714285,0.002544529262086514,0.5,17.0,60.714285714285715,0,1,0,1,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,20.0,71.42857142857143,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,2,7,393,0.8571428571428571,0.005089058524173028,0.75,17.0,60.714285714285715,0,1,2,1,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,2,5,395,0.8,0.005063291139240506,0.6666666666666666,15.0,53.57142857142857,1,0,4,0,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.02,v82_integrated,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,0,7,393,0.5714285714285714,0.0,1.0,16.5,58.92857142857143,1,0,2,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,1.0,18.5,84.0909090909091,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,15,1,24,376,0.625,0.0026595744680851063,0.9375,16.0,72.72727272727273,1,0,1,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,1.0,19.0,86.36363636363636,0,0,2,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,15.0,68.18181818181819,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,1.0,17.0,77.27272727272727,1,0,2,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,1,41,359,0.975609756097561,0.002785515320334262,0.975609756097561,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_integrated,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,16,0,21,379,0.7619047619047619,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,all,511,270,564,15436,0.9060283687943262,0.017491578129048977,0.6542893725992317,23.0,59.61538461538461,101,231,188,248,0.8743130432390802,0.94445211786372,0.011816320801294744,0.024155518467447748
episode,0.02,v82_frozen_plus_dynamics,libero_goal,91,10,106,3894,0.8584905660377359,0.0025680534155110425,0.900990099009901,21.0,70.0,22,8,38,10,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long,256,239,274,3726,0.9343065693430657,0.06414385399892646,0.5171717171717172,31.0,28.846153846153847,72,216,129,227,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object,35,17,44,3956,0.7954545454545454,0.004297269969666329,0.6730769230769231,19.0,67.85714285714286,3,6,12,10,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial,129,4,140,3860,0.9214285714285714,0.0010362694300518134,0.9699248120300752,18.0,81.81818181818181,4,1,9,1,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,1,51,349,0.803921568627451,0.0028653295128939827,0.9761904761904762,25.0,83.33333333333333,1,1,3,1,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,0.2,16.0,53.333333333333336,0,2,1,4,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_the_plate,13,0,18,382,0.7222222222222222,0.0,1.0,20.0,66.66666666666667,2,0,6,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,16.0,53.333333333333336,0,0,7,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,0.6428571428571429,19.0,63.333333333333336,3,5,4,5,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,15.0,50.0,1,0,1,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,13,4,396,1.0,0.03282828282828283,0.23529411764705882,22.5,30.769230769230766,3,13,3,13,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,25,1,399,1.0,0.06265664160401002,0.038461538461538464,17.0,32.69230769230769,1,25,1,25,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,25,1,399,1.0,0.06265664160401002,0.038461538461538464,41.0,-47.184615384615384,0,25,0,25,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,135,20,151,249,0.8940397350993378,0.08032128514056225,0.8709677419354839,33.0,-41.41538461538462,0,4,23,9,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,27,30,370,1.0,0.07297297297297298,0.5263157894736842,11.0,21.153846153846153,28,27,29,27,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,10,10,390,0.9,0.02564102564102564,0.47368421052631576,10.0,19.23076923076923,8,10,8,10,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,12,4,396,1.0,0.030303030303030304,0.25,25.5,49.03846153846154,2,11,3,12,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,19,6,20,380,0.95,0.015789473684210527,0.76,30.0,55.76923076923077,4,5,15,5,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,41,47,353,1.0,0.11614730878186968,0.5340909090909091,28.0,51.92307692307692,20,36,41,41,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,60,6,394,1.0,0.15228426395939088,0.09090909090909091,21.5,41.34615384615385,6,60,6,60,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,8,3,397,0.6666666666666666,0.020151133501259445,0.2,21.5,76.78571428571428,0,1,0,5,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,1,10,390,0.9,0.002564102564102564,0.9,20.0,71.42857142857143,0,1,3,1,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,0.0,,,0,2,0,2,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,0.0,,,0,1,0,1,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,0.7142857142857143,24.0,85.71428571428571,0,1,1,1,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,1.0,21.0,75.0,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,0.8571428571428571,17.0,60.714285714285715,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,2,5,395,1.0,0.005063291139240506,0.7142857142857143,15.0,53.57142857142857,2,0,4,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,1.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,4,0,7,393,0.5714285714285714,0.0,1.0,16.0,57.142857142857146,1,0,3,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,0.0,,,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,15.5,70.45454545454545,0,0,1,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,21,2,24,376,0.875,0.005319148936170213,0.9130434782608695,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,1.0,19.0,86.36363636363636,0,0,2,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,1.0,17.0,77.27272727272727,2,0,3,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,40,0,41,359,0.975609756097561,0.0,1.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.02,v82_frozen_plus_dynamics,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.05,v82_reference,all,498,751,564,15436,0.8829787234042553,0.04865250064783623,0.3987189751801441,19.0,57.69230769230769,122,696,247,725,0.834080949747754,0.9428116246498599,0.025507328202810504,0.07481288639163255
episode,0.05,v82_reference,libero_goal,100,73,106,3894,0.9433962264150944,0.01874678993323061,0.5780346820809249,18.0,60.0,36,67,53,73,,,,
episode,0.05,v82_reference,libero_long,239,185,274,3726,0.8722627737226277,0.049651100375738055,0.5636792452830188,30.0,40.38461538461539,75,149,169,166,,,,
episode,0.05,v82_reference,libero_object,34,488,44,3956,0.7727272727272727,0.12335692618806876,0.06513409961685823,19.0,67.85714285714286,7,479,13,485,,,,
episode,0.05,v82_reference,libero_spatial,125,5,140,3860,0.8928571428571429,0.0012953367875647669,0.9615384615384616,17.0,77.27272727272727,4,1,12,1,,,,
episode,0.05,v82_reference,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.05,v82_reference,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,48,6,51,349,0.9411764705882353,0.017191977077363897,0.8888888888888888,23.0,76.66666666666667,1,1,9,6,,,,
episode,0.05,v82_reference,libero_goal/push_the_plate_to_the_front_of_the_stove,1,60,1,399,1.0,0.15037593984962405,0.01639344262295082,15.0,50.0,1,59,1,60,,,,
episode,0.05,v82_reference,libero_goal/put_the_bowl_on_the_plate,15,1,18,382,0.8333333333333334,0.002617801047120419,0.9375,17.0,56.666666666666664,7,1,9,1,,,,
episode,0.05,v82_reference,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,1.0,16.0,53.333333333333336,2,0,9,0,,,,
episode,0.05,v82_reference,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,1.0,14.0,46.666666666666664,16,0,16,0,,,,
episode,0.05,v82_reference,libero_goal/put_the_cream_cheese_in_the_bowl,9,6,9,391,1.0,0.015345268542199489,0.6,10.0,33.333333333333336,8,6,8,6,,,,
episode,0.05,v82_reference,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,1.0,21.0,70.0,0,0,0,0,,,,
episode,0.05,v82_reference,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,1.0,14.0,46.666666666666664,1,0,1,0,,,,
episode,0.05,v82_reference,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,,0,0,0,0,,,,
episode,0.05,v82_reference,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,2,4,396,1.0,0.005050505050505051,0.6666666666666666,26.0,-12.053846153846152,2,2,2,2,,,,
episode,0.05,v82_reference,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,10,1,399,1.0,0.02506265664160401,0.09090909090909091,28.0,53.84615384615385,0,10,1,10,,,,
episode,0.05,v82_reference,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,18,1,399,1.0,0.045112781954887216,0.05263157894736842,39.0,-51.03076923076923,0,16,0,16,,,,
episode,0.05,v82_reference,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,58,151,249,0.8344370860927153,0.23293172690763053,0.6847826086956522,30.0,55.76923076923077,27,31,91,41,,,,
episode,0.05,v82_reference,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,8,30,370,1.0,0.021621621621621623,0.7894736842105263,13.0,19.23076923076923,24,8,24,8,,,,
episode,0.05,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,2,10,390,0.8,0.005128205128205128,0.8,9.0,17.307692307692307,8,1,8,2,,,,
episode,0.05,v82_reference,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,3,4,396,0.5,0.007575757575757576,0.4,19.5,37.5,2,3,2,3,,,,
episode,0.05,v82_reference,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,3,20,380,1.0,0.007894736842105263,0.8695652173913043,30.0,55.76923076923077,0,2,16,3,,,,
episode,0.05,v82_reference,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,41,13,47,353,0.8723404255319149,0.036827195467422094,0.7592592592592593,32.0,48.07692307692308,6,9,19,13,,,,
episode,0.05,v82_reference,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,68,6,394,1.0,0.17258883248730963,0.08108108108108109,18.0,34.61538461538461,6,67,6,68,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,53,3,397,1.0,0.13350125944584382,0.05357142857142857,21.0,75.0,0,52,0,52,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,8,0,10,390,0.8,0.0,1.0,16.0,57.142857142857146,0,0,5,0,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,116,0,400,,0.29,0.0,,,0,116,0,116,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,148,0,400,,0.37,0.0,,,0,148,0,148,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,6,0,7,393,0.8571428571428571,0.0,1.0,23.5,83.92857142857142,0,0,0,0,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,53,1,399,1.0,0.13283208020050125,0.018518518518518517,20.0,71.42857142857143,0,53,0,53,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_milk_and_place_it_in_the_basket,7,102,7,393,1.0,0.2595419847328244,0.06422018348623854,14.0,50.0,4,96,4,101,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,14,5,395,0.6,0.035443037974683546,0.17647058823529413,24.0,85.71428571428571,1,12,1,13,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,2,4,396,0.75,0.005050505050505051,0.6,22.0,78.57142857142857,1,2,1,2,,,,
episode,0.05,v82_reference,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,1.0,16.0,57.142857142857146,1,0,2,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,0,1,399,1.0,0.0,1.0,12.0,54.54545454545455,0,0,1,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,1.0,17.0,77.27272727272727,0,0,0,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,13,0,14,386,0.9285714285714286,0.0,1.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,1.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,12,3,24,376,0.5,0.007978723404255319,0.8,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,8,0,8,392,1.0,0.0,1.0,18.5,84.0909090909091,0,0,2,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,0.9285714285714286,15.0,68.18181818181819,0,0,1,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,1.0,16.0,72.72727272727273,2,0,2,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,41,1,41,359,1.0,0.002785515320334262,0.9761904761904762,18.0,81.81818181818181,0,0,4,0,,,,
episode,0.05,v82_reference,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,20,0,21,379,0.9523809523809523,0.0,1.0,17.0,77.27272727272727,0,0,0,0,,,,
episode,0.05,dynamics_only,all,444,596,564,15436,0.7872340425531915,0.03861103912930811,0.4269230769230769,21.0,56.217948717948715,106,518,177,542,0.7118552152652671,0.8760642702368054,0.025960761406173136,0.05459861180352737
