corpus,group,relative,concordant,pairs,n_events,auc_trap_high,event_kind,signal,variant,control_kind
A,w00_s005,-1,9.0,52,7,0.17307692307692307,loop,weighted_recurrence,raw,all_no_event
A,w01_s000,-1,3.0,15,15,0.2,loop,weighted_recurrence,raw,all_no_event
A,w01_s003,-1,0.0,15,15,0.0,loop,weighted_recurrence,raw,all_no_event
A,w02_s000,-1,5.0,63,7,0.07936507936507936,loop,weighted_recurrence,raw,all_no_event
A,w02_s001,-1,7.0,63,7,0.1111111111111111,loop,weighted_recurrence,raw,all_no_event
A,w02_s002,-1,7.0,63,8,0.1111111111111111,loop,weighted_recurrence,raw,all_no_event
A,w02_s003,-1,1.0,59,10,0.01694915254237288,loop,weighted_recurrence,raw,all_no_event
A,w02_s004,-1,1.0,60,6,0.016666666666666666,loop,weighted_recurrence,raw,all_no_event
A,w03_s004,-1,1.0,3,2,0.3333333333333333,loop,weighted_recurrence,raw,all_no_event
A,w03_s005,-1,13.0,14,1,0.9285714285714286,loop,weighted_recurrence,raw,all_no_event
A,w00_s000,0,0.0,55,5,0.0,loop,weighted_recurrence,raw,all_no_event
A,w00_s001,0,0.0,39,13,0.0,loop,weighted_recurrence,raw,all_no_event
A,w00_s002,0,4.0,64,8,0.0625,loop,weighted_recurrence,raw,all_no_event
A,w00_s003,0,0.0,63,9,0.0,loop,weighted_recurrence,raw,all_no_event
A,w00_s004,0,1.0,63,7,0.015873015873015872,loop,weighted_recurrence,raw,all_no_event
A,w00_s005,0,9.0,52,7,0.17307692307692307,loop,weighted_recurrence,raw,all_no_event
A,w01_s000,0,3.0,15,15,0.2,loop,weighted_recurrence,raw,all_no_event
A,w01_s003,0,0.0,15,15,0.0,loop,weighted_recurrence,raw,all_no_event
A,w02_s000,0,6.0,63,7,0.09523809523809523,loop,weighted_recurrence,raw,all_no_event
A,w02_s001,0,6.0,63,7,0.09523809523809523,loop,weighted_recurrence,raw,all_no_event
A,w02_s002,0,2.0,62,8,0.03225806451612903,loop,weighted_recurrence,raw,all_no_event
A,w02_s003,0,1.0,59,10,0.01694915254237288,loop,weighted_recurrence,raw,all_no_event
A,w02_s004,0,0.0,60,6,0.0,loop,weighted_recurrence,raw,all_no_event
A,w03_s004,0,2.0,2,2,1.0,loop,weighted_recurrence,raw,all_no_event
A,w03_s005,0,13.0,14,1,0.9285714285714286,loop,weighted_recurrence,raw,all_no_event
A,w00_s000,1,18.0,55,5,0.32727272727272727,loop,weighted_recurrence,raw,all_no_event
A,w00_s001,1,6.0,39,13,0.15384615384615385,loop,weighted_recurrence,raw,all_no_event
A,w00_s002,1,7.0,64,8,0.109375,loop,weighted_recurrence,raw,all_no_event
A,w00_s003,1,3.0,63,9,0.047619047619047616,loop,weighted_recurrence,raw,all_no_event
A,w00_s004,1,25.0,63,7,0.3968253968253968,loop,weighted_recurrence,raw,all_no_event
A,w00_s005,1,16.0,52,7,0.3076923076923077,loop,weighted_recurrence,raw,all_no_event
A,w01_s000,1,9.0,15,15,0.6,loop,weighted_recurrence,raw,all_no_event
A,w01_s003,1,0.0,15,15,0.0,loop,weighted_recurrence,raw,all_no_event
A,w02_s000,1,8.0,63,7,0.12698412698412698,loop,weighted_recurrence,raw,all_no_event
A,w02_s001,1,2.0,63,7,0.031746031746031744,loop,weighted_recurrence,raw,all_no_event
A,w02_s002,1,3.0,56,7,0.05357142857142857,loop,weighted_recurrence,raw,all_no_event
A,w02_s003,1,4.0,59,10,0.06779661016949153,loop,weighted_recurrence,raw,all_no_event
A,w02_s004,1,2.0,60,6,0.03333333333333333,loop,weighted_recurrence,raw,all_no_event
A,w03_s004,1,2.0,2,2,1.0,loop,weighted_recurrence,raw,all_no_event
A,w03_s005,1,12.0,14,1,0.8571428571428571,loop,weighted_recurrence,raw,all_no_event
A,w00_s000,2,27.0,55,5,0.4909090909090909,loop,weighted_recurrence,raw,all_no_event
A,w00_s001,2,21.0,39,13,0.5384615384615384,loop,weighted_recurrence,raw,all_no_event
A,w00_s002,2,35.0,64,8,0.546875,loop,weighted_recurrence,raw,all_no_event
A,w00_s003,2,18.0,63,9,0.2857142857142857,loop,weighted_recurrence,raw,all_no_event
A,w00_s004,2,39.0,63,7,0.6190476190476191,loop,weighted_recurrence,raw,all_no_event
A,w00_s005,2,24.0,51,7,0.47058823529411764,loop,weighted_recurrence,raw,all_no_event
A,w01_s000,2,13.0,15,15,0.8666666666666667,loop,weighted_recurrence,raw,all_no_event
A,w01_s003,2,0.0,15,15,0.0,loop,weighted_recurrence,raw,all_no_event
A,w02_s000,2,21.0,63,7,0.3333333333333333,loop,weighted_recurrence,raw,all_no_event
A,w02_s001,2,7.0,63,7,0.1111111111111111,loop,weighted_recurrence,raw,all_no_event
A,w02_s002,2,7.0,56,7,0.125,loop,weighted_recurrence,raw,all_no_event
A,w02_s003,2,22.0,59,10,0.3728813559322034,loop,weighted_recurrence,raw,all_no_event
A,w02_s004,2,3.0,60,6,0.05,loop,weighted_recurrence,raw,all_no_event
A,w03_s004,2,2.0,2,2,1.0,loop,weighted_recurrence,raw,all_no_event
A,w03_s005,2,5.0,9,1,0.5555555555555556,loop,weighted_recurrence,raw,all_no_event
A,w00_s000,3,43.0,55,5,0.7818181818181819,loop,weighted_recurrence,raw,all_no_event
A,w00_s001,3,28.0,39,13,0.717948717948718,loop,weighted_recurrence,raw,all_no_event
A,w00_s002,3,53.0,64,8,0.828125,loop,weighted_recurrence,raw,all_no_event
A,w00_s003,3,41.0,63,9,0.6507936507936508,loop,weighted_recurrence,raw,all_no_event
A,w00_s004,3,55.0,63,7,0.873015873015873,loop,weighted_recurrence,raw,all_no_event
A,w00_s005,3,37.0,51,7,0.7254901960784313,loop,weighted_recurrence,raw,all_no_event
A,w01_s000,3,14.0,15,15,0.9333333333333333,loop,weighted_recurrence,raw,all_no_event
A,w01_s003,3,0.0,15,15,0.0,loop,weighted_recurrence,raw,all_no_event
A,w02_s000,3,38.0,63,7,0.6031746031746031,loop,weighted_recurrence,raw,all_no_event
A,w02_s001,3,9.0,63,7,0.14285714285714285,loop,weighted_recurrence,raw,all_no_event
A,w02_s002,3,18.0,56,7,0.32142857142857145,loop,weighted_recurrence,raw,all_no_event
A,w02_s003,3,22.0,58,10,0.3793103448275862,loop,weighted_recurrence,raw,all_no_event
A,w02_s004,3,8.0,60,6,0.13333333333333333,loop,weighted_recurrence,raw,all_no_event
A,w03_s004,3,1.0,2,2,0.5,loop,weighted_recurrence,raw,all_no_event
A,w03_s005,3,0.0,5,1,0.0,loop,weighted_recurrence,raw,all_no_event
A,w00_s000,4,49.0,55,5,0.8909090909090909,loop,weighted_recurrence,raw,all_no_event
A,w00_s001,4,28.0,39,13,0.717948717948718,loop,weighted_recurrence,raw,all_no_event
A,w00_s002,4,54.0,64,8,0.84375,loop,weighted_recurrence,raw,all_no_event
A,w00_s003,4,51.0,63,9,0.8095238095238095,loop,weighted_recurrence,raw,all_no_event
A,w00_s004,4,58.0,63,7,0.9206349206349206,loop,weighted_recurrence,raw,all_no_event
A,w00_s005,4,39.0,48,6,0.8125,loop,weighted_recurrence,raw,all_no_event
A,w01_s000,4,13.0,15,15,0.8666666666666667,loop,weighted_recurrence,raw,all_no_event
A,w01_s003,4,0.0,15,15,0.0,loop,weighted_recurrence,raw,all_no_event
A,w02_s000,4,43.0,54,6,0.7962962962962963,loop,weighted_recurrence,raw,all_no_event
A,w02_s001,4,35.0,63,7,0.5555555555555556,loop,weighted_recurrence,raw,all_no_event
A,w02_s002,4,32.0,56,7,0.5714285714285714,loop,weighted_recurrence,raw,all_no_event
A,w02_s003,4,24.0,54,9,0.4444444444444444,loop,weighted_recurrence,raw,all_no_event
A,w02_s004,4,10.0,60,6,0.16666666666666666,loop,weighted_recurrence,raw,all_no_event
A,w03_s004,4,0.0,2,2,0.0,loop,weighted_recurrence,raw,all_no_event
A,w03_s005,4,0.0,1,1,0.0,loop,weighted_recurrence,raw,all_no_event
A,w00_s000,-8,22.0,55,5,0.4,loop,lag_periodicity,raw,all_no_event
A,w00_s001,-8,21.0,39,13,0.5384615384615384,loop,lag_periodicity,raw,all_no_event
A,w00_s002,-8,32.0,64,8,0.5,loop,lag_periodicity,raw,all_no_event
A,w00_s003,-8,19.0,63,9,0.30158730158730157,loop,lag_periodicity,raw,all_no_event
A,w00_s004,-8,20.0,63,7,0.31746031746031744,loop,lag_periodicity,raw,all_no_event
A,w00_s005,-8,23.0,62,7,0.3709677419354839,loop,lag_periodicity,raw,all_no_event
A,w01_s000,-8,14.0,15,15,0.9333333333333333,loop,lag_periodicity,raw,all_no_event
A,w01_s003,-8,1.0,14,14,0.07142857142857142,loop,lag_periodicity,raw,all_no_event
A,w02_s000,-8,36.0,63,7,0.5714285714285714,loop,lag_periodicity,raw,all_no_event
A,w02_s001,-8,36.0,63,7,0.5714285714285714,loop,lag_periodicity,raw,all_no_event
A,w02_s002,-8,41.0,56,7,0.7321428571428571,loop,lag_periodicity,raw,all_no_event
A,w02_s003,-8,25.0,60,10,0.4166666666666667,loop,lag_periodicity,raw,all_no_event
A,w02_s004,-8,21.0,60,6,0.35,loop,lag_periodicity,raw,all_no_event
A,w03_s001,-8,9.0,15,1,0.6,loop,lag_periodicity,raw,all_no_event
A,w03_s002,-8,0.0,1,1,0.0,loop,lag_periodicity,raw,all_no_event
A,w03_s003,-8,9.0,15,1,0.6,loop,lag_periodicity,raw,all_no_event
A,w03_s004,-8,20.0,25,2,0.8,loop,lag_periodicity,raw,all_no_event
A,w03_s005,-8,12.0,23,2,0.5217391304347826,loop,lag_periodicity,raw,all_no_event
A,w00_s000,-7,25.0,55,5,0.45454545454545453,loop,lag_periodicity,raw,all_no_event
A,w00_s001,-7,16.0,39,13,0.41025641025641024,loop,lag_periodicity,raw,all_no_event
A,w00_s002,-7,21.0,64,8,0.328125,loop,lag_periodicity,raw,all_no_event
A,w00_s003,-7,36.0,63,9,0.5714285714285714,loop,lag_periodicity,raw,all_no_event
A,w00_s004,-7,22.0,63,7,0.3492063492063492,loop,lag_periodicity,raw,all_no_event
A,w00_s005,-7,29.0,61,7,0.47540983606557374,loop,lag_periodicity,raw,all_no_event
A,w01_s000,-7,12.0,15,15,0.8,loop,lag_periodicity,raw,all_no_event
A,w01_s003,-7,1.0,15,15,0.06666666666666667,loop,lag_periodicity,raw,all_no_event
A,w02_s000,-7,46.0,63,7,0.7301587301587301,loop,lag_periodicity,raw,all_no_event
A,w02_s001,-7,36.0,63,7,0.5714285714285714,loop,lag_periodicity,raw,all_no_event
A,w02_s002,-7,34.0,64,8,0.53125,loop,lag_periodicity,raw,all_no_event
A,w02_s003,-7,32.0,60,10,0.5333333333333333,loop,lag_periodicity,raw,all_no_event
A,w02_s004,-7,21.0,60,6,0.35,loop,lag_periodicity,raw,all_no_event
A,w03_s001,-7,8.0,13,1,0.6153846153846154,loop,lag_periodicity,raw,all_no_event
A,w03_s003,-7,9.0,13,1,0.6923076923076923,loop,lag_periodicity,raw,all_no_event
A,w03_s004,-7,18.0,19,2,0.9473684210526315,loop,lag_periodicity,raw,all_no_event
A,w03_s005,-7,3.0,19,2,0.15789473684210525,loop,lag_periodicity,raw,all_no_event
A,w00_s000,-6,30.0,55,5,0.5454545454545454,loop,lag_periodicity,raw,all_no_event
A,w00_s001,-6,19.0,39,13,0.48717948717948717,loop,lag_periodicity,raw,all_no_event
A,w00_s002,-6,25.0,64,8,0.390625,loop,lag_periodicity,raw,all_no_event
A,w00_s003,-6,34.0,63,9,0.5396825396825397,loop,lag_periodicity,raw,all_no_event
A,w00_s004,-6,17.0,63,7,0.2698412698412698,loop,lag_periodicity,raw,all_no_event
A,w00_s005,-6,27.0,58,7,0.46551724137931033,loop,lag_periodicity,raw,all_no_event
A,w01_s000,-6,9.0,15,15,0.6,loop,lag_periodicity,raw,all_no_event
A,w01_s003,-6,1.0,15,15,0.06666666666666667,loop,lag_periodicity,raw,all_no_event
A,w02_s000,-6,41.0,63,7,0.6507936507936508,loop,lag_periodicity,raw,all_no_event
A,w02_s001,-6,37.0,63,7,0.5873015873015873,loop,lag_periodicity,raw,all_no_event
A,w02_s002,-6,23.0,63,8,0.36507936507936506,loop,lag_periodicity,raw,all_no_event
A,w02_s003,-6,27.0,60,10,0.45,loop,lag_periodicity,raw,all_no_event
A,w02_s004,-6,20.0,60,6,0.3333333333333333,loop,lag_periodicity,raw,all_no_event
A,w03_s001,-6,0.0,9,1,0.0,loop,lag_periodicity,raw,all_no_event
A,w03_s003,-6,0.0,6,1,0.0,loop,lag_periodicity,raw,all_no_event
A,w03_s004,-6,11.0,13,2,0.8461538461538461,loop,lag_periodicity,raw,all_no_event
A,w03_s005,-6,0.0,15,2,0.0,loop,lag_periodicity,raw,all_no_event
A,w00_s000,-5,14.0,55,5,0.2545454545454545,loop,lag_periodicity,raw,all_no_event
A,w00_s001,-5,13.0,39,13,0.3333333333333333,loop,lag_periodicity,raw,all_no_event
A,w00_s002,-5,10.0,64,8,0.15625,loop,lag_periodicity,raw,all_no_event
A,w00_s003,-5,21.0,63,9,0.3333333333333333,loop,lag_periodicity,raw,all_no_event
A,w00_s004,-5,13.0,63,7,0.20634920634920634,loop,lag_periodicity,raw,all_no_event
A,w00_s005,-5,24.0,58,7,0.41379310344827586,loop,lag_periodicity,raw,all_no_event
A,w01_s000,-5,8.0,15,15,0.5333333333333333,loop,lag_periodicity,raw,all_no_event
A,w01_s003,-5,1.0,15,15,0.06666666666666667,loop,lag_periodicity,raw,all_no_event
A,w02_s000,-5,32.0,63,7,0.5079365079365079,loop,lag_periodicity,raw,all_no_event
A,w02_s001,-5,17.0,63,7,0.2698412698412698,loop,lag_periodicity,raw,all_no_event
A,w02_s002,-5,22.0,63,8,0.3492063492063492,loop,lag_periodicity,raw,all_no_event
A,w02_s003,-5,28.0,60,10,0.4666666666666667,loop,lag_periodicity,raw,all_no_event
A,w02_s004,-5,22.0,60,6,0.36666666666666664,loop,lag_periodicity,raw,all_no_event
A,w03_s001,-5,0.0,3,1,0.0,loop,lag_periodicity,raw,all_no_event
A,w03_s003,-5,0.0,2,1,0.0,loop,lag_periodicity,raw,all_no_event
A,w03_s004,-5,6.0,8,2,0.75,loop,lag_periodicity,raw,all_no_event
A,w03_s005,-5,8.0,15,2,0.5333333333333333,loop,lag_periodicity,raw,all_no_event
A,w00_s000,-4,16.0,55,5,0.2909090909090909,loop,lag_periodicity,raw,all_no_event
A,w00_s001,-4,27.0,39,13,0.6923076923076923,loop,lag_periodicity,raw,all_no_event
A,w00_s002,-4,24.0,64,8,0.375,loop,lag_periodicity,raw,all_no_event
A,w00_s003,-4,20.0,63,9,0.31746031746031744,loop,lag_periodicity,raw,all_no_event
A,w00_s004,-4,17.0,63,7,0.2698412698412698,loop,lag_periodicity,raw,all_no_event
A,w00_s005,-4,34.0,57,7,0.5964912280701754,loop,lag_periodicity,raw,all_no_event
A,w01_s000,-4,9.0,15,15,0.6,loop,lag_periodicity,raw,all_no_event
A,w01_s003,-4,1.0,15,15,0.06666666666666667,loop,lag_periodicity,raw,all_no_event
A,w02_s000,-4,34.0,63,7,0.5396825396825397,loop,lag_periodicity,raw,all_no_event
A,w02_s001,-4,20.0,63,7,0.31746031746031744,loop,lag_periodicity,raw,all_no_event
A,w02_s002,-4,34.0,63,8,0.5396825396825397,loop,lag_periodicity,raw,all_no_event
A,w02_s003,-4,27.0,60,10,0.45,loop,lag_periodicity,raw,all_no_event
A,w02_s004,-4,19.0,60,6,0.31666666666666665,loop,lag_periodicity,raw,all_no_event
A,w03_s001,-4,1.0,1,1,1.0,loop,lag_periodicity,raw,all_no_event
A,w03_s004,-4,2.0,4,2,0.5,loop,lag_periodicity,raw,all_no_event
A,w03_s005,-4,9.0,15,2,0.6,loop,lag_periodicity,raw,all_no_event
A,w00_s000,-3,28.0,55,5,0.509090909090909,loop,lag_periodicity,raw,all_no_event
A,w00_s001,-3,31.0,39,13,0.7948717948717948,loop,lag_periodicity,raw,all_no_event
A,w00_s002,-3,40.0,64,8,0.625,loop,lag_periodicity,raw,all_no_event
A,w00_s003,-3,25.0,63,9,0.3968253968253968,loop,lag_periodicity,raw,all_no_event
