corpus,event,base,combined,delta,lo,hi,n_pos,sig
A2,dropfail2_m1,phase,routing,0.49855506068745115,0.14219474497681628,0.6094649280575539,64,True
A2,dropfail2_m1,tier1,routing,-0.013089450243089717,-0.04747184809008609,0.008369723435225684,64,False
A2,dropfail2_m1,tier1,tier1+routing,-0.004555808656036553,-0.06259097525473067,0.0028327338129495727,64,False
A2,dropfail2_m1,tier1+routing_perm,tier1+routing,0.031380682011355354,-0.006844778096710136,0.158296943231441,64,False
A2,dropfail2_m1,phase,tier1,0.5116445109305409,0.17121542940320222,0.6185926258992804,64,True
A2,dropfail2_m2,phase,routing,0.36568349796228494,0.0560145808019441,0.4702666460364124,67,True
A2,dropfail2_m2,tier1,routing,-0.020135387165849283,-0.08845686512758211,0.024285714285714355,67,False
A2,dropfail2_m2,tier1,tier1+routing,0.0015196518615735455,-0.021871202916160515,0.006365512786172367,67,False
A2,dropfail2_m2,tier1+routing_perm,tier1+routing,0.008807073288664813,-0.0454434993924665,0.027857142857142803,67,False
A2,dropfail2_m2,phase,tier1,0.3858188851281342,0.1444714459295262,0.48867914797049866,67,True
A2,goalreg2_m4,phase,routing,0.1974566967553062,0.16396103896103875,0.32657657657657657,36,True
A2,goalreg2_m4,tier1,routing,-0.06446694315686752,-0.07712471015223299,0.11373873873873863,36,False
A2,goalreg2_m4,tier1,tier1+routing,-0.06559526713832642,-0.08389202540578689,0.03153153153153143,36,False
A2,goalreg2_m4,tier1+routing_perm,tier1+routing,-0.025067089534032694,-0.031026313136404915,0.061936936936936915,36,False
A2,goalreg2_m4,phase,tier1,0.2619236399121737,0.1885435992578849,0.27897217461437646,36,True
A2,grip_m1,phase,routing,0.2635717798273489,0.1645815021373016,0.33961540757456166,1042,True
A2,grip_m1,tier1,routing,-0.008943298517591125,-0.015055150186861987,-0.0037149289787846707,1042,True
A2,grip_m1,tier1,tier1+routing,-0.00026910882075237286,-0.0009917219367593377,0.00046550963056668504,1042,False
A2,grip_m1,tier1+routing_perm,tier1+routing,0.0006450995410679505,-0.0003202424054141728,0.002042124120821831,1042,False
A2,grip_m1,phase,tier1,0.27251507834494004,0.1796366523241636,0.3432592950129495,1042,True
A2,grip_m2,phase,routing,0.23098142343987127,0.14424947145877376,0.3029475777355445,2070,True
A2,grip_m2,tier1,routing,-0.012166897943380106,-0.01878993413764285,-0.006785723951565958,2070,True
A2,grip_m2,tier1,tier1+routing,-0.0003469150701036483,-0.0018631238337120104,0.0016193654750894515,2070,False
A2,grip_m2,tier1+routing_perm,tier1+routing,0.0008525208219697378,-0.0004419788080769482,0.002370335482547059,2070,False
A2,grip_m2,phase,tier1,0.24314832138325138,0.1610441132055359,0.310118719804631,2070,True
A2,grip_m4,phase,routing,0.16183742456408712,0.09342702437168715,0.22940220759360064,4093,True
A2,grip_m4,tier1,routing,-0.024172617017797826,-0.03485532851929918,-0.012471642371011726,4093,True
A2,grip_m4,tier1,tier1+routing,-0.0011856716526907896,-0.003598774480766509,0.0017310536787703557,4093,False
A2,grip_m4,tier1+routing_perm,tier1+routing,-0.0006976559429141549,-0.0023874908062015976,0.0013529143269738197,4093,False
A2,grip_m4,phase,tier1,0.18601004158188494,0.12162412475633189,0.24410890774150107,4093,True
A2,jext_m1,phase,routing,0.2510734732824426,0.09994447112498495,0.3594982209486146,324,True
A2,jext_m1,tier1,routing,-0.06354709898470778,-0.21982950018937186,0.08202407454715754,324,False
A2,jext_m1,tier1,tier1+routing,-0.008172883128007458,-0.03568350115582031,0.017452221938372037,324,False
A2,jext_m1,tier1+routing_perm,tier1+routing,0.0253492429395612,-0.06006183964789935,0.11988447945117203,324,False
A2,jext_m1,phase,tier1,0.3146205722671504,0.09235802617361022,0.565882418598718,324,True
A2,jext_m2,phase,routing,0.17225794431184316,-0.017986704313949664,0.3404487842656083,316,False
A2,jext_m2,tier1,routing,-0.07059061555079138,-0.09214053397190747,-0.03718151711467799,316,True
A2,jext_m2,tier1,tier1+routing,-0.03147643217581719,-0.07978007315010072,0.0025596935363365603,316,False
A2,jext_m2,tier1+routing_perm,tier1+routing,0.00871420176040505,-0.041410679570688114,0.060015213065964246,316,False
A2,jext_m2,phase,tier1,0.24284855986263454,0.0741538296579578,0.40344717588289014,316,True
A2,jext_m4,phase,routing,0.1144444055809215,-0.07624110983048943,0.2447427425438976,300,False
A2,jext_m4,tier1,routing,0.0013838403677804978,-0.033175997325864126,0.05567092864960099,300,False
A2,jext_m4,tier1,tier1+routing,-0.022915427891872064,-0.07237899283266874,0.022907935830018933,300,False
A2,jext_m4,tier1+routing_perm,tier1+routing,-0.01947062500616581,-0.07372796047196967,0.048631983557109626,300,False
A2,jext_m4,phase,tier1,0.113060565213141,-0.06533161854964908,0.24673765804527864,300,False
A2,tilt1_m1,phase,routing,0.10817586942136614,-0.10090852130325823,0.3360474195534333,33,False
A2,tilt1_m1,tier1,routing,-0.005830453643114408,-0.12261904761904763,0.029983667979633033,33,False
A2,tilt1_m1,tier1,tier1+routing,0.021094037203146843,-0.05031328320801998,0.0595219207784653,33,False
A2,tilt1_m1,tier1+routing_perm,tier1+routing,0.06886993603411506,0.022932564580860237,0.15889724310776943,33,True
A2,tilt1_m1,phase,tier1,0.11400632306448055,-0.011937614985783607,0.33341967355886903,33,False
A2,tilt1_m2,phase,routing,0.06724931986393312,-0.003089348548989568,0.14667966192921456,129,False
A2,tilt1_m2,tier1,routing,-0.0202892409800296,-0.06887256354049409,0.01913701939603829,129,False
A2,tilt1_m2,tier1,tier1+routing,0.027698467070326305,-0.0036264666126969436,0.06561332316444335,129,False
A2,tilt1_m2,tier1+routing_perm,tier1+routing,0.004817382971056161,-0.024430123794422776,0.030639454176848435,129,False
A2,tilt1_m2,phase,tier1,0.08753856084396272,-0.027040404090068137,0.19136784836274234,129,False
A2,tilt1_m4,phase,routing,0.0955840882468606,0.003136399896664366,0.22279033081241595,394,True
A2,tilt1_m4,tier1,routing,-0.024610204312978556,-0.031867398019314486,0.0011692107827216969,394,False
A2,tilt1_m4,tier1,tier1+routing,-0.002135636723435086,-0.011798956624347268,0.015686911334849007,394,False
A2,tilt1_m4,tier1+routing_perm,tier1+routing,0.0033147153207443436,-0.009676204394042709,0.028483273790191665,394,False
A2,tilt1_m4,tier2,tier2+routing,-0.0034795064244038665,-0.015114131501612671,0.00762624818951807,394,False
A2,tilt1_m4,phase,tier1,0.12019429255983916,0.025423916468654384,0.22162112002969425,394,True
A2,tilt2_m1,phase,routing,0.21295285263034747,0.15815562443555964,0.3192973733696327,122,True
A2,tilt2_m1,tier1,routing,-0.04226689544905049,-0.15259537724079064,0.010857715955173708,122,False
A2,tilt2_m1,tier1,tier1+routing,0.018566470381780498,-0.0005636176592902498,0.05579732263550341,122,False
A2,tilt2_m1,tier1+routing_perm,tier1+routing,0.029438833209842863,0.014525546528710853,0.08217792644358513,122,True
A2,tilt2_m1,phase,tier1,0.25521974807939796,0.1566398609491222,0.39703800990728416,122,True
A2,tilt2_m2,phase,routing,0.16759684491594873,0.13032155939628154,0.2464711075114061,262,True
A2,tilt2_m2,tier1,routing,-0.04227393411108893,-0.0636969430207509,0.0017204269587244303,262,False
A2,tilt2_m2,tier1,tier1+routing,0.0029269692838177486,-0.012710609068093182,0.0212397316974805,262,False
A2,tilt2_m2,tier1+routing_perm,tier1+routing,0.03165092397811009,-0.004107536033452375,0.060507443375970915,262,False
A2,tilt2_m2,phase,tier1,0.20987077902703766,0.14897433269396898,0.3115192665147799,262,True
A2,tilt2_m4,phase,routing,0.2173854328508279,0.1842974321632791,0.3022720010762995,497,True
A2,tilt2_m4,tier1,routing,-0.038493813360574114,-0.07371693398512902,0.0055934750103276976,497,False
A2,tilt2_m4,tier1,tier1+routing,-0.018599228241133137,-0.06951760124078976,0.024624825443030574,497,False
A2,tilt2_m4,tier1+routing_perm,tier1+routing,-0.016640682870215584,-0.07399486037954306,0.029903839976013313,497,False
A2,tilt2_m4,phase,tier1,0.255879246211402,0.19178463581264849,0.3464911224423519,497,True
A2,twist_m1,phase,routing,-0.06263674000605857,-0.1236654145168039,-0.033390128983256995,133,True
A2,twist_m1,tier1,routing,-0.057319540590978546,-0.11016416276987362,-0.026394673734696394,133,True
A2,twist_m1,tier1,tier1+routing,-0.007130114777457397,-0.0253201549305605,0.007413240815252964,133,False
A2,twist_m1,tier1+routing_perm,tier1+routing,0.003934372276886977,-0.004246196524530732,0.011588185164366882,133,False
A2,twist_m1,phase,tier1,-0.005317199415080021,-0.016462181035045376,0.010731585885565442,133,False
A2,twist_m2,phase,routing,0.07591753341089169,-0.08977651703913825,0.1550686150990941,43,False
A2,twist_m2,tier1,routing,-0.08580623129771436,-0.1424464292559514,-0.04784677415451333,43,True
A2,twist_m2,tier1,tier1+routing,0.007252290577810183,-0.02168716267836468,0.04774408709318789,43,False
A2,twist_m2,tier1+routing_perm,tier1+routing,0.044005718486106016,-0.005175345639155338,0.11623311064807851,43,False
A2,twist_m2,phase,tier1,0.16172376470860605,0.052669912216813164,0.21114514668674944,43,True
A2,twist_m4,phase,routing,0.1774348886293312,0.0925269706276085,0.18714733909297354,78,True
A2,twist_m4,tier1,routing,0.012626107388509666,-0.13981415859516488,0.029605956311020254,78,False
A2,twist_m4,tier1,tier1+routing,0.04775516895145593,-0.039807795865953954,0.10658261337828645,78,False
A2,twist_m4,tier1+routing_perm,tier1+routing,0.10812278436917266,0.05295692574218447,0.13905668329001875,78,True
A2,twist_m4,phase,tier1,0.16480878124082154,0.1575413827819533,0.2323411292227734,78,True
A2,whichpot_m1,phase,routing,0.004983005386152373,0.00024721433646679447,0.09526911007164429,1852,True
A2,whichpot_m1,tier1,routing,-0.0013187114499174646,-0.007874100410012352,0.00024731748852624413,1852,False
A2,whichpot_m1,tier1,tier1+routing,-0.0003244179480497156,-0.0031682770880523403,0.0003692096792998756,1852,False
A2,whichpot_m1,tier1+routing_perm,tier1+routing,-0.0003759990443923389,-0.003275797803710234,0.0003374117164893775,1852,False
A2,whichpot_m1,phase,tier1,0.006301716836069837,0.00016958913498943406,0.09577239623423528,1852,True
A2,whichpot_m2,phase,routing,0.010658378934924717,0.0007770720647457541,0.09211820110748858,2295,True
A2,whichpot_m2,tier1,routing,-0.0006743649980481825,-0.004339357260436882,0.00044900586209817295,2295,False
A2,whichpot_m2,tier1,tier1+routing,0.00019769331043961724,-0.0016106203328615232,0.0007583756229918581,2295,False
A2,whichpot_m2,tier1+routing_perm,tier1+routing,0.000136478630557324,-0.0018768385696980028,0.0007249252380320259,2295,False
A2,whichpot_m2,tier2,tier2+routing,-2.910206092754386e-05,-0.0001286721478044317,2.220446049250313e-16,2295,False
A2,whichpot_m2,phase,tier1,0.0113327439329729,0.00032806620264758113,0.09268747088961349,2295,True
A2,whichpot_m4,phase,routing,0.02091446263723218,0.0021293076277930645,0.11078940225214484,3192,True
A2,whichpot_m4,tier1,routing,7.754102984092182e-05,-0.0027758601896596957,0.0013141236237761422,3192,False
A2,whichpot_m4,tier1,tier1+routing,0.0011898773959663211,0.00017924402620839164,0.0016078211474637172,3192,True
A2,whichpot_m4,tier1+routing_perm,tier1+routing,0.0009991127384815224,0.00020346619191224935,0.0013233180909500986,3192,True
A2,whichpot_m4,phase,tier1,0.020836921607391257,0.0008151840040169223,0.11040280325401197,3192,True
