corpus,event,horizon,feature_block,metric,value,n_pos,n_neg
B2,jlim,4,routing_shufchunk,grouped_auc,0.5039398411865874,149,20686
B2,jlim,4,tier1+routing,grouped_auc,0.82332922679092,149,20686
B2,jlim,4,tier1+routing_perm,grouped_auc,0.78951124013515,149,20686
B2,jlim,4,tier2,grouped_auc,0.8005287681592526,149,20686
B2,dropfail1,2,phase,grouped_auc,0.8798945019273686,167,1389
B2,dropfail1,2,tier1,grouped_auc,0.9382227632379793,167,1389
B2,dropfail1,2,routing,grouped_auc,0.9056603773584906,167,1389
B2,dropfail1,2,routing_shufchunk,grouped_auc,0.49873199431933457,167,1389
B2,dropfail1,2,tier1+routing,grouped_auc,0.9418746195982958,167,1389
B2,dropfail1,2,tier1+routing_perm,grouped_auc,0.9336579427875837,167,1389
B2,dropfail1,2,tier2,grouped_auc,0.9386792452830188,167,1389
B2,whichpot,1,phase,grouped_auc,0.9997693734965762,3563,2534
B2,whichpot,1,tier1,grouped_auc,0.9999773724940038,3563,2534
B2,whichpot,1,routing,grouped_auc,0.9999669290296977,3563,2534
B2,whichpot,1,routing_shufchunk,grouped_auc,0.5309405035838488,3563,2534
B2,whichpot,1,tier1+routing,grouped_auc,0.999994778267847,3563,2534
B2,whichpot,1,tier1+routing_perm,grouped_auc,0.9999791130713881,3563,2534
B2,whichpot,1,tier2,grouped_auc,1.0,3563,2534
B2,whichpot,4,phase,grouped_auc,0.9984697968638632,5236,3413
B2,whichpot,4,tier1,grouped_auc,0.9997442979330007,5236,3413
B2,whichpot,4,routing,grouped_auc,0.9972581076265146,5236,3413
B2,whichpot,4,routing_shufchunk,grouped_auc,0.5067943692088382,5236,3413
B2,whichpot,4,tier1+routing,grouped_auc,0.999704205274412,5236,3413
B2,whichpot,4,tier1+routing_perm,grouped_auc,0.9997059871703492,5236,3413
B2,whichpot,4,tier2,grouped_auc,0.9998610121168924,5236,3413
B2,disp1,1,phase,grouped_auc,0.9688337574407117,2537,19834
B2,disp1,1,tier1,grouped_auc,0.9947493895669932,2537,19834
B2,disp1,1,routing,grouped_auc,0.9937752000269797,2537,19834
B2,disp1,1,routing_shufchunk,grouped_auc,0.5556904733511181,2537,19834
B2,disp1,1,tier1+routing,grouped_auc,0.994609275939361,2537,19834
B2,disp1,1,tier1+routing_perm,grouped_auc,0.9943273103016198,2537,19834
B2,disp1,1,tier2,grouped_auc,0.9956192761583973,2537,19834
B2,disp2,1,phase,grouped_auc,0.9862958454998411,3566,18805
B2,disp2,1,tier1,grouped_auc,0.9985294664324301,3566,18805
B2,disp2,1,routing,grouped_auc,0.9983916826055413,3566,18805
B2,disp2,1,routing_shufchunk,grouped_auc,0.5063749902568008,3566,18805
B2,disp2,1,tier1+routing,grouped_auc,0.9987370415450015,3566,18805
B2,disp2,1,tier1+routing_perm,grouped_auc,0.9983401185972192,3566,18805
B2,disp2,1,tier2,grouped_auc,0.9987812906591199,3566,18805
B2,tilt1,2,phase,grouped_auc,0.8186626720897112,219,21640
B2,tilt1,2,tier1,grouped_auc,0.9404245627991121,219,21640
B2,tilt1,2,routing,grouped_auc,0.9356099000500391,219,21640
B2,tilt1,2,routing_shufchunk,grouped_auc,0.4769114307342922,219,21640
B2,tilt1,2,tier1+routing,grouped_auc,0.9443410872605499,219,21640
B2,tilt1,2,tier1+routing_perm,grouped_auc,0.9299452135644543,219,21640
B2,tilt1,2,tier2,grouped_auc,0.9463298220403136,219,21640
B2,grip,1,phase,grouped_auc,0.8411569022592486,1240,21131
B2,grip,1,tier1,grouped_auc,0.9913352968826571,1240,21131
B2,grip,1,routing,grouped_auc,0.9822868015481703,1240,21131
B2,grip,1,routing_shufchunk,grouped_auc,0.5283724959745572,1240,21131
B2,grip,1,tier1+routing,grouped_auc,0.9914984398283812,1240,21131
B2,grip,1,tier1+routing_perm,grouped_auc,0.9910602666293292,1240,21131
B2,grip,1,tier2,grouped_auc,0.9877086479512747,1240,21131
B2,drop2,4,phase,grouped_auc,0.7070423539720221,1769,885
B2,drop2,4,tier1,grouped_auc,0.9915332810319005,1769,885
B2,drop2,4,routing,grouped_auc,0.9890880192360595,1769,885
B2,drop2,4,routing_shufchunk,grouped_auc,0.5008303701515043,1769,885
B2,drop2,4,tier1+routing,grouped_auc,0.9914517723053724,1769,885
B2,drop2,4,tier1+routing_perm,grouped_auc,0.990341215906428,1769,885
B2,drop2,4,tier2,grouped_auc,0.992776289111453,1769,885
B2,jlim,2,phase,grouped_auc,0.6276408776408776,89,21770
B2,jlim,2,tier1,grouped_auc,0.821026196026196,89,21770
B2,jlim,2,routing,grouped_auc,0.8255725755725756,89,21770
B2,jlim,2,routing_shufchunk,grouped_auc,0.48182373182373184,89,21770
B2,jlim,2,tier1+routing,grouped_auc,0.8377640877640877,89,21770
B2,jlim,2,tier1+routing_perm,grouped_auc,0.8005698005698004,89,21770
B2,jlim,2,tier2,grouped_auc,0.9404391904391904,89,21770
