corpus        event               base      combined     delta        lo            hi  n_pos   sig
    A2     disp2_m2              phase         tier1  0.069524  0.022222  1.070470e-01   2329  True
    A2     disp2_m4              phase       routing  0.103374  0.038543  1.746416e-01   3235  True
    A2     disp2_m4              tier1       routing  0.006865 -0.003550  1.354942e-02   3235 False
    A2     disp2_m4              tier1 tier1+routing  0.008910  0.001952  1.335362e-02   3235  True
    A2     disp2_m4 tier1+routing_perm tier1+routing  0.011902  0.004272  1.804227e-02   3235  True
    A2     disp2_m4              phase         tier1  0.096509  0.042369  1.635291e-01   3235  True
    A2   dispnc1_m4              phase       routing  0.084763  0.043658  1.087766e-01    122  True
    A2   dispnc1_m4              tier1       routing  0.001013 -0.028340  5.513223e-02    122 False
    A2   dispnc1_m4              tier1 tier1+routing  0.017698  0.004405  4.828654e-02    122  True
    A2   dispnc1_m4 tier1+routing_perm tier1+routing  0.019645  0.007562  4.743083e-02    122  True
    A2   dispnc1_m4              tier2 tier2+routing -0.006938 -0.019355 -4.481629e-03    122  True
    A2   dispnc1_m4              phase         tier1  0.083750  0.011688  1.371164e-01    122  True
    A2   dispnc2_m4              phase       routing  0.376776  0.178959  4.503173e-01     40  True
    A2   dispnc2_m4              tier1       routing -0.021728 -0.099088  3.379382e-02     40 False
    A2   dispnc2_m4              tier1 tier1+routing -0.038527 -0.217011 -2.445115e-03     40  True
    A2   dispnc2_m4 tier1+routing_perm tier1+routing -0.042859 -0.223009  8.193736e-03     40 False
    A2   dispnc2_m4              phase         tier1  0.398504  0.145165  4.747165e-01     40  True
    A2     drop1_m1              phase       routing  0.022806 -0.029851  1.379346e-01    203 False
    A2     drop1_m1              tier1       routing  0.015970 -0.001044  3.980100e-02    203 False
    A2     drop1_m1              tier1 tier1+routing  0.015204 -0.003786  1.777653e-02    203 False
    A2     drop1_m1 tier1+routing_perm tier1+routing  0.012487  0.008036  2.985075e-02    203  True
    A2     drop1_m1              phase         tier1  0.006836 -0.069652  1.389788e-01    203 False
    A2     drop1_m2              phase       routing  0.023175  0.017647  1.909938e-01    373  True
    A2     drop1_m2              tier1       routing  0.005201 -0.015528  7.515709e-03    373 False
    A2     drop1_m2              tier1 tier1+routing  0.005610 -0.006393  7.682789e-03    373 False
    A2     drop1_m2 tier1+routing_perm tier1+routing  0.006030 -0.009317  7.913953e-03    373 False
    A2     drop1_m2              phase         tier1  0.017974  0.010220  2.065217e-01    373  True
    A2     drop1_m4              phase       routing  0.063706  0.044161  2.536946e-01    324  True
    A2     drop1_m4              tier1       routing -0.000810 -0.002162  1.477833e-02    324 False
    A2     drop1_m4              tier1 tier1+routing  0.003755 -0.006098  5.980286e-03    324 False
    A2     drop1_m4 tier1+routing_perm tier1+routing  0.001595 -0.024631  2.864956e-03    324 False
    A2     drop1_m4              phase         tier1  0.064516  0.046322  2.389163e-01    324  True
    A2     drop2_m1              phase       routing  0.328839  0.258097  3.628074e-01    315  True
    A2     drop2_m1              tier1       routing -0.021922 -0.032329  3.478323e-02    315 False
    A2     drop2_m1              tier1 tier1+routing -0.015201 -0.029443  2.095636e-02    315 False
    A2     drop2_m1 tier1+routing_perm tier1+routing -0.013378 -0.023518  2.967017e-02    315 False
    A2     drop2_m1              phase         tier1  0.350761  0.283501  3.951368e-01    315  True
    A2     drop2_m2              phase       routing  0.344484  0.307718  3.758880e-01    548  True
    A2     drop2_m2              tier1       routing -0.008002 -0.026277  2.847473e-02    548 False
    A2     drop2_m2              tier1 tier1+routing -0.005671 -0.018781  1.450967e-02    548 False
    A2     drop2_m2 tier1+routing_perm tier1+routing  0.000546 -0.017047  2.330105e-02    548 False
    A2     drop2_m2              tier2 tier2+routing  0.001948 -0.011844  2.048471e-02    548 False
    A2     drop2_m2              phase         tier1  0.352487  0.279593  4.021646e-01    548  True
    A2     drop2_m4              phase       routing  0.301523  0.254210  3.308331e-01    800  True
    A2     drop2_m4              tier1       routing -0.015640 -0.029330  1.444272e-02    800 False
    A2     drop2_m4              tier1 tier1+routing -0.002753 -0.011455  2.074820e-02    800 False
    A2     drop2_m4 tier1+routing_perm tier1+routing -0.000643 -0.012112  2.469353e-02    800 False
    A2     drop2_m4              phase         tier1  0.317164  0.239767  3.601633e-01    800  True
    A2 dropfail1_m1              phase       routing -0.030818 -0.135135  2.589653e-01     37 False
    A2 dropfail1_m1              tier1       routing -0.092427 -0.243243 -9.182909e-02     37  True
    A2 dropfail1_m1              tier1 tier1+routing -0.032049 -0.035146  0.000000e+00     37 False
    A2 dropfail1_m1 tier1+routing_perm tier1+routing  0.010377 -0.095826  1.891892e-01     37 False
    A2 dropfail1_m1              phase         tier1  0.061609  0.032811  3.542034e-01     37  True
    A2 dropfail1_m2              phase       routing  0.019274  0.002149  2.405063e-01     99  True
    A2 dropfail1_m2              tier1       routing  0.067420  0.043614  8.860759e-02     99  True
    A2 dropfail1_m2              tier1 tier1+routing  0.073411  0.042470  8.860759e-02     99  True
    A2 dropfail1_m2 tier1+routing_perm tier1+routing  0.094356  0.037975  9.528258e-02     99  True
    A2 dropfail1_m2              phase         tier1 -0.048145 -0.069376  1.518987e-01     99 False
    A2 dropfail1_m4              phase       routing -0.217029 -0.407450  1.927083e-01     48 False
    A2 dropfail1_m4              tier1       routing -0.193445 -0.269769  3.684211e-01     48 False
    A2 dropfail1_m4              tier1 tier1+routing -0.174889 -0.252988 -7.127193e-03     48  True
    A2 dropfail1_m4 tier1+routing_perm tier1+routing -0.102835 -0.156878  5.263158e-02     48 False
    A2 dropfail1_m4              phase         tier1 -0.023584 -0.421053  2.245066e-01     48 False
    A2 dropfail2_m1              phase       routing  0.498555  0.142195  6.094649e-01     64  True
    A2 dropfail2_m1              tier1       routing -0.013089 -0.047472  8.369723e-03     64 False
    A2 dropfail2_m1              tier1 tier1+routing -0.004556 -0.062591  2.832734e-03     64 False
    A2 dropfail2_m1 tier1+routing_perm tier1+routing  0.031381 -0.006845  1.582969e-01     64 False
    A2 dropfail2_m1              phase         tier1  0.511645  0.171215  6.185926e-01     64  True
    A2 dropfail2_m2              phase       routing  0.365683  0.056015  4.702666e-01     67  True
    A2 dropfail2_m2              tier1       routing -0.020135 -0.088457  2.428571e-02     67 False
    A2 dropfail2_m2              tier1 tier1+routing  0.001520 -0.021871  6.365513e-03     67 False
    A2 dropfail2_m2 tier1+routing_perm tier1+routing  0.008807 -0.045443  2.785714e-02     67 False
    A2 dropfail2_m2              phase         tier1  0.385819  0.144471  4.886791e-01     67  True
    A2  goalreg2_m4              phase       routing  0.197457  0.163961  3.265766e-01     36  True
    A2  goalreg2_m4              tier1       routing -0.064467 -0.077125  1.137387e-01     36 False
    A2  goalreg2_m4              tier1 tier1+routing -0.065595 -0.083892  3.153153e-02     36 False
    A2  goalreg2_m4 tier1+routing_perm tier1+routing -0.025067 -0.031026  6.193694e-02     36 False
    A2  goalreg2_m4              phase         tier1  0.261924  0.188544  2.789722e-01     36  True
    A2      grip_m1              phase       routing  0.263572  0.164582  3.396154e-01   1042  True
    A2      grip_m1              tier1       routing -0.008943 -0.015055 -3.714929e-03   1042  True
    A2      grip_m1              tier1 tier1+routing -0.000269 -0.000992  4.655096e-04   1042 False
    A2      grip_m1 tier1+routing_perm tier1+routing  0.000645 -0.000320  2.042124e-03   1042 False
    A2      grip_m1              phase         tier1  0.272515  0.179637  3.432593e-01   1042  True
    A2      grip_m2              phase       routing  0.230981  0.144249  3.029476e-01   2070  True
    A2      grip_m2              tier1       routing -0.012167 -0.018790 -6.785724e-03   2070  True
    A2      grip_m2              tier1 tier1+routing -0.000347 -0.001863  1.619365e-03   2070 False
    A2      grip_m2 tier1+routing_perm tier1+routing  0.000853 -0.000442  2.370335e-03   2070 False
    A2      grip_m2              phase         tier1  0.243148  0.161044  3.101187e-01   2070  True
    A2      grip_m4              phase       routing  0.161837  0.093427  2.294022e-01   4093  True
    A2      grip_m4              tier1       routing -0.024173 -0.034855 -1.247164e-02   4093  True
    A2      grip_m4              tier1 tier1+routing -0.001186 -0.003599  1.731054e-03   4093 False
    A2      grip_m4 tier1+routing_perm tier1+routing -0.000698 -0.002387  1.352914e-03   4093 False
    A2      grip_m4              phase         tier1  0.186010  0.121624  2.441089e-01   4093  True
    A2      jext_m1              phase       routing  0.251073  0.099944  3.594982e-01    324  True
    A2      jext_m1              tier1       routing -0.063547 -0.219830  8.202407e-02    324 False
    A2      jext_m1              tier1 tier1+routing -0.008173 -0.035684  1.745222e-02    324 False
    A2      jext_m1 tier1+routing_perm tier1+routing  0.025349 -0.060062  1.198845e-01    324 False
    A2      jext_m1              phase         tier1  0.314621  0.092358  5.658824e-01    324  True
    A2      jext_m2              phase       routing  0.172258 -0.017987  3.404488e-01    316 False
    A2      jext_m2              tier1       routing -0.070591 -0.092141 -3.718152e-02    316  True
    A2      jext_m2              tier1 tier1+routing -0.031476 -0.079780  2.559694e-03    316 False
    A2      jext_m2 tier1+routing_perm tier1+routing  0.008714 -0.041411  6.001521e-02    316 False
    A2      jext_m2              phase         tier1  0.242849  0.074154  4.034472e-01    316  True
    A2      jext_m4              phase       routing  0.114444 -0.076241  2.447427e-01    300 False
    A2      jext_m4              tier1       routing  0.001384 -0.033176  5.567093e-02    300 False
    A2      jext_m4              tier1 tier1+routing -0.022915 -0.072379  2.290794e-02    300 False
    A2      jext_m4 tier1+routing_perm tier1+routing -0.019471 -0.073728  4.863198e-02    300 False
    A2      jext_m4              phase         tier1  0.113061 -0.065332  2.467377e-01    300 False
    A2     tilt1_m1              phase       routing  0.108176 -0.100909  3.360474e-01     33 False
    A2     tilt1_m1              tier1       routing -0.005830 -0.122619  2.998367e-02     33 False
    A2     tilt1_m1              tier1 tier1+routing  0.021094 -0.050313  5.952192e-02     33 False
    A2     tilt1_m1 tier1+routing_perm tier1+routing  0.068870  0.022933  1.588972e-01     33  True
    A2     tilt1_m1              phase         tier1  0.114006 -0.011938  3.334197e-01     33 False
    A2     tilt1_m2              phase       routing  0.067249 -0.003089  1.466797e-01    129 False
    A2     tilt1_m2              tier1       routing -0.020289 -0.068873  1.913702e-02    129 False
    A2     tilt1_m2              tier1 tier1+routing  0.027698 -0.003626  6.561332e-02    129 False
    A2     tilt1_m2 tier1+routing_perm tier1+routing  0.004817 -0.024430  3.063945e-02    129 False
    A2     tilt1_m2              phase         tier1  0.087539 -0.027040  1.913678e-01    129 False
    A2     tilt1_m4              phase       routing  0.095584  0.003136  2.227903e-01    394  True
    A2     tilt1_m4              tier1       routing -0.024610 -0.031867  1.169211e-03    394 False
    A2     tilt1_m4              tier1 tier1+routing -0.002136 -0.011799  1.568691e-02    394 False
    A2     tilt1_m4 tier1+routing_perm tier1+routing  0.003315 -0.009676  2.848327e-02    394 False
    A2     tilt1_m4              tier2 tier2+routing -0.003480 -0.015114  7.626248e-03    394 False
    A2     tilt1_m4              phase         tier1  0.120194  0.025424  2.216211e-01    394  True
    A2     tilt2_m1              phase       routing  0.212953  0.158156  3.192974e-01    122  True
    A2     tilt2_m1              tier1       routing -0.042267 -0.152595  1.085772e-02    122 False
    A2     tilt2_m1              tier1 tier1+routing  0.018566 -0.000564  5.579732e-02    122 False
    A2     tilt2_m1 tier1+routing_perm tier1+routing  0.029439  0.014526  8.217793e-02    122  True
    A2     tilt2_m1              phase         tier1  0.255220  0.156640  3.970380e-01    122  True
    A2     tilt2_m2              phase       routing  0.167597  0.130322  2.464711e-01    262  True
    A2     tilt2_m2              tier1       routing -0.042274 -0.063697  1.720427e-03    262 False
    A2     tilt2_m2              tier1 tier1+routing  0.002927 -0.012711  2.123973e-02    262 False
    A2     tilt2_m2 tier1+routing_perm tier1+routing  0.031651 -0.004108  6.050744e-02    262 False
    A2     tilt2_m2              phase         tier1  0.209871  0.148974  3.115193e-01    262  True
    A2     tilt2_m4              phase       routing  0.217385  0.184297  3.022720e-01    497  True
    A2     tilt2_m4              tier1       routing -0.038494 -0.073717  5.593475e-03    497 False
    A2     tilt2_m4              tier1 tier1+routing -0.018599 -0.069518  2.462483e-02    497 False
    A2     tilt2_m4 tier1+routing_perm tier1+routing -0.016641 -0.073995  2.990384e-02    497 False
    A2     tilt2_m4              phase         tier1  0.255879  0.191785  3.464911e-01    497  True
    A2     twist_m1              phase       routing -0.062637 -0.123665 -3.339013e-02    133  True
    A2     twist_m1              tier1       routing -0.057320 -0.110164 -2.639467e-02    133  True
    A2     twist_m1              tier1 tier1+routing -0.007130 -0.025320  7.413241e-03    133 False
    A2     twist_m1 tier1+routing_perm tier1+routing  0.003934 -0.004246  1.158819e-02    133 False
    A2     twist_m1              phase         tier1 -0.005317 -0.016462  1.073159e-02    133 False
    A2     twist_m2              phase       routing  0.075918 -0.089777  1.550686e-01     43 False
    A2     twist_m2              tier1       routing -0.085806 -0.142446 -4.784677e-02     43  True
    A2     twist_m2              tier1 tier1+routing  0.007252 -0.021687  4.774409e-02     43 False
    A2     twist_m2 tier1+routing_perm tier1+routing  0.044006 -0.005175  1.162331e-01     43 False
    A2     twist_m2              phase         tier1  0.161724  0.052670  2.111451e-01     43  True
    A2     twist_m4              phase       routing  0.177435  0.092527  1.871473e-01     78  True
    A2     twist_m4              tier1       routing  0.012626 -0.139814  2.960596e-02     78 False
    A2     twist_m4              tier1 tier1+routing  0.047755 -0.039808  1.065826e-01     78 False
    A2     twist_m4 tier1+routing_perm tier1+routing  0.108123  0.052957  1.390567e-01     78  True
    A2     twist_m4              phase         tier1  0.164809  0.157541  2.323411e-01     78  True
    A2  whichpot_m1              phase       routing  0.004983  0.000247  9.526911e-02   1852  True
    A2  whichpot_m1              tier1       routing -0.001319 -0.007874  2.473175e-04   1852 False
    A2  whichpot_m1              tier1 tier1+routing -0.000324 -0.003168  3.692097e-04   1852 False
    A2  whichpot_m1 tier1+routing_perm tier1+routing -0.000376 -0.003276  3.374117e-04   1852 False
    A2  whichpot_m1              phase         tier1  0.006302  0.000170  9.577240e-02   1852  True
    A2  whichpot_m2              phase       routing  0.010658  0.000777  9.211820e-02   2295  True
    A2  whichpot_m2              tier1       routing -0.000674 -0.004339  4.490059e-04   2295 False
    A2  whichpot_m2              tier1 tier1+routing  0.000198 -0.001611  7.583756e-04   2295 False
    A2  whichpot_m2 tier1+routing_perm tier1+routing  0.000136 -0.001877  7.249252e-04   2295 False
    A2  whichpot_m2              tier2 tier2+routing -0.000029 -0.000129  2.220446e-16   2295 False
    A2  whichpot_m2              phase         tier1  0.011333  0.000328  9.268747e-02   2295  True
    A2  whichpot_m4              phase       routing  0.020914  0.002129  1.107894e-01   3192  True
    A2  whichpot_m4              tier1       routing  0.000078 -0.002776  1.314124e-03   3192 False
    A2  whichpot_m4              tier1 tier1+routing  0.001190  0.000179  1.607821e-03   3192  True
    A2  whichpot_m4 tier1+routing_perm tier1+routing  0.000999  0.000203  1.323318e-03   3192  True
    A2  whichpot_m4              phase         tier1  0.020837  0.000815  1.104028e-01   3192  True

corpus       event                   stratum    n  n_pos  base_rate  auc_tier1  auc_routing
    A2    disp1_m1     sel_on_tier1_x0.5-2.0  452     31   0.070677   0.689048     0.755916
    A2    disp1_m1   sel_on_routing_x0.5-2.0  554     31   0.070677   0.681652     0.585055
    A2    disp1_m2     sel_on_tier1_x0.5-2.0  824     66   0.085980   0.603739     0.794506
    A2    disp1_m2   sel_on_routing_x0.5-2.0  928     53   0.085980   0.844870     0.584880
    A2    disp1_m4   sel_on_tier1_x0.75-1.33  383     37   0.101046   0.570853     0.665492
    A2    disp1_m4     sel_on_tier1_x0.5-2.0  863     74   0.101046   0.585815     0.629466
    A2    disp1_m4 sel_on_routing_x0.75-1.33  449     39   0.101046   0.865295     0.567207
    A2    disp1_m4   sel_on_routing_x0.5-2.0 1090    110   0.101046   0.800661     0.591320
    A2    disp2_m1   sel_on_tier1_x0.75-1.33  695     90   0.115794   0.507509     0.763037
    A2    disp2_m1     sel_on_tier1_x0.5-2.0 1673    188   0.115794   0.639956     0.805120
    A2    disp2_m1 sel_on_routing_x0.75-1.33  468     44   0.115794   0.790239     0.509605
    A2    disp2_m1   sel_on_routing_x0.5-2.0 1146    121   0.115794   0.776821     0.607921
    A2    disp2_m2   sel_on_tier1_x0.75-1.33 1164     74   0.147349   0.547634     0.767242
    A2    disp2_m2     sel_on_tier1_x0.5-2.0 2676    204   0.147349   0.641507     0.801645
    A2    disp2_m2 sel_on_routing_x0.75-1.33  813     93   0.147349   0.658116     0.489950
    A2    disp2_m2   sel_on_routing_x0.5-2.0 1924    230   0.147349   0.702421     0.605565
    A2    disp2_m4   sel_on_tier1_x0.75-1.33 1435    244   0.214210   0.575348     0.772263
    A2    disp2_m4     sel_on_tier1_x0.5-2.0 3414    609   0.214210   0.661970     0.758656
    A2    disp2_m4 sel_on_routing_x0.75-1.33 1109    180   0.214210   0.667941     0.589176
    A2    disp2_m4   sel_on_routing_x0.5-2.0 2773    464   0.214210   0.692580     0.639512
    A2    drop1_m1     sel_on_tier1_x0.5-2.0  107     35   0.217112   0.752375     0.811273
    A2    drop1_m1   sel_on_routing_x0.5-2.0  100     44   0.217112   0.587571     0.439266
    A2    drop1_m2     sel_on_tier1_x0.5-2.0  138    100   0.455990   0.610169     0.795613
    A2    drop1_m4     sel_on_tier1_x0.5-2.0  356    303   0.556701   0.855672     0.890843
    A2    drop1_m4   sel_on_routing_x0.5-2.0  309    279   0.556701   0.804467     0.820419
    A2    drop2_m2     sel_on_tier1_x0.5-2.0  128     66   0.408042   0.659676     0.781697
    A2    drop2_m2   sel_on_routing_x0.5-2.0   93     54   0.408042   0.740516     0.622155
    A2    drop2_m4     sel_on_tier1_x0.5-2.0  847    755   0.601504   0.874458     0.861323
    A2    drop2_m4 sel_on_routing_x0.75-1.33   80     50   0.601504   0.731855     0.558468
    A2    drop2_m4   sel_on_routing_x0.5-2.0  819    745   0.601504   0.879012     0.852618
    A2     grip_m1     sel_on_tier1_x0.5-2.0  598     46   0.064488   0.524195     0.710712
    A2     grip_m1   sel_on_routing_x0.5-2.0  754     62   0.064488   0.835551     0.690488
    A2     grip_m2   sel_on_tier1_x0.75-1.33  483     48   0.130963   0.524343     0.652434
    A2     grip_m2     sel_on_tier1_x0.5-2.0 1126    123   0.130963   0.629141     0.682579
    A2     grip_m2 sel_on_routing_x0.75-1.33  455     60   0.130963   0.770824     0.553928
    A2     grip_m2   sel_on_routing_x0.5-2.0 1135    145   0.130963   0.776434     0.654178
    A2     grip_m4   sel_on_tier1_x0.75-1.33  963    252   0.271024   0.544464     0.596627
    A2     grip_m4     sel_on_tier1_x0.5-2.0 2654    680   0.271024   0.625158     0.599119
    A2     grip_m4 sel_on_routing_x0.75-1.33 1515    336   0.271024   0.781016     0.599521
    A2     grip_m4   sel_on_routing_x0.5-2.0 3649    891   0.271024   0.775481     0.603686
    A2    tilt1_m4   sel_on_tier1_x0.75-1.33  757     42   0.026089   0.516245     0.573551
    A2    tilt1_m4     sel_on_tier1_x0.5-2.0 1670     97   0.026089   0.582386     0.592707
    A2    tilt1_m4 sel_on_routing_x0.75-1.33  868     47   0.026089   0.652922     0.511469
    A2    tilt1_m4   sel_on_routing_x0.5-2.0 2056     97   0.026089   0.670498     0.545403
    A2    tilt2_m2   sel_on_tier1_x0.75-1.33 1139     38   0.016576   0.529025     0.680060
    A2    tilt2_m2     sel_on_tier1_x0.5-2.0 2848     76   0.016576   0.561081     0.675686
    A2    tilt2_m2   sel_on_routing_x0.5-2.0 3179     75   0.016576   0.693001     0.560375
    A2    tilt2_m4   sel_on_tier1_x0.75-1.33 1449     60   0.032910   0.501556     0.591212
    A2    tilt2_m4     sel_on_tier1_x0.5-2.0 3597    150   0.032910   0.592325     0.601535
    A2    tilt2_m4 sel_on_routing_x0.75-1.33 1702     69   0.032910   0.716806     0.589309
    A2    tilt2_m4   sel_on_routing_x0.5-2.0 3998    163   0.032910   0.728648     0.593202
    A2 whichpot_m1   sel_on_routing_x0.5-2.0 1859   1827   0.622521   0.986251     0.951595
    A2 whichpot_m2   sel_on_routing_x0.5-2.0 2327   2280   0.633978   0.989226     0.965914
    A2 whichpot_m4     sel_on_tier1_x0.5-2.0 3232   3181   0.682781   0.949574     0.968419
    A2 whichpot_m4 sel_on_routing_x0.75-1.33  191    159   0.682781   1.000000     0.651799
    A2 whichpot_m4   sel_on_routing_x0.5-2.0 3227   3164   0.682781   0.984617     0.969420
