,vol,fiedler,lam_max,gap_ratio,spectral_erank,norm_fiedler,n_near_zero,log_kirchhoff,kirchhoff_efficiency,log_spanning_trees,res_mean,res_cv,res_end2end,res_chain_series,res_shortcut,res_adjacent_mean,th_mean,th_max,th_min,th_cv,th_first,th_last,th_slope,ground_leak_mean,ground_leak_cv,thalt_mean,thalt_cv,foster_residual,neg_count,neg_mass,dd_deficit
th_cv,-0.2882770191487038,-0.32784723919370884,-0.26858074559719486,-0.7800919740357479,-0.7870228685957984,-0.576984879537144,0.003471960213893285,0.2907415841436803,-0.7884318478583583,-0.2894733013343167,0.2907415843074008,0.805976266005852,0.3135491669493113,0.2865985179844153,-0.6085414208868991,0.286598517831674,0.27620686713003134,0.31533989950301394,0.2594290139061946,0.9999999999999999,0.30485676083180624,0.2874218661467687,-0.2499081233825467,0.2669696270396262,0.09969835851523684,0.277801904232267,0.7750007827014028,0.0025308864304479047,0.018809866462043842,0.01880987068704242,-0.5435508197552182
th_first,-0.9876520642121428,-0.9887656720485848,-0.9858607607626176,-0.7653209361788865,-0.7630499472381742,-0.8516316433903091,0.0025357423371514054,0.9878635844618792,-0.7623563196012993,-0.9877570564853996,0.9878635844536388,0.742995915447521,0.9889252631308445,0.9874506944771799,-0.44947323441829934,0.987450694463815,0.9974505179352143,0.998172931323971,0.9962159669554658,0.3048567608318062,1.0,0.9939176133581409,-0.11161830777070281,0.9846034693190201,-0.7614621319148762,0.9864991973889198,0.7298912300332832,0.005469225703957061,0.017864522653342582,0.017864518999870245,-0.8662200448783399
th_last,-0.9879976211514576,-0.9871875997000705,-0.9871425677812651,-0.7521884576852547,-0.7499595674150209,-0.8459999287505561,0.0026312083075539843,0.9880327116365001,-0.7492216947031651,-0.9880192843887391,0.9880327116542506,0.72925992676414,0.9884617326261413,0.9877534858037179,-0.44157586549333316,0.9877534858098506,0.997885028722216,0.9968145172571488,0.9973099089749293,0.2874218661467687,0.9939176133581409,1.0,-0.02684552824511995,0.9856467378080702,-0.7749301214928128,0.9871165298489928,0.7156200840048977,0.005413612646225118,0.017338686110335597,0.01733871312735192,-0.8615070582609415
th_slope,0.07122727800049314,0.083858245753412,0.06434587966412642,0.20282455375747507,0.20641578403540595,0.11479877816446275,0.0021592433366568195,-0.07219156854388312,0.20676132810744413,0.07169204500100534,-0.0721915690701176,-0.2143911954780996,-0.0759958007103349,-0.07144187873905897,0.10028135322606896,-0.07144187855420167,-0.06662448523732728,-0.07883565573730719,-0.061784099876080516,-0.24990812338254673,-0.11161830777070281,-0.026845528245119953,0.9999999999999999,-0.06711675767669681,-0.06857340018135673,-0.06964054452724622,-0.21915829805982376,0.0010276538776067387,0.005629264037937889,0.005629328743443243,0.09501652236960414
ground_leak_mean,-0.9985706810762854,-0.9944550470539759,-0.9991422786813643,-0.7377410077181423,-0.7359303603006586,-0.8293752740113891,0.001055907203948156,0.9983652881538316,-0.7350348633851367,-0.9984746591921436,0.9983652881667119,0.7159366608349718,0.9961610660468752,0.9986817739628016,-0.40761016465732547,0.9986817739912657,0.9881732312515636,0.9845038792029669,0.9886435835250043,0.2669696270396262,0.9846034693190202,0.9856467378080701,-0.06711675767669682,0.9999999999999999,-0.802662746060243,0.999641760046385,0.7065310932478832,0.005062967147834287,0.011838483738167089,0.011838459103399163,-0.8443845941931332
ground_leak_cv,0.7882767134946955,0.7659689410570771,0.804029436513705,0.3070131484200536,0.29875883365041783,0.5140015895694511,0.0030245472675630505,-0.7865486950006951,0.29943015688213415,0.7874319488973864,-0.7865486951971652,-0.2805544913708622,-0.7810279231821532,-0.7880877711282163,0.25146758611036973,-0.7880877712843745,-0.7738952567105012,-0.7541296518878596,-0.7844103837713331,0.09969835851523684,-0.7614621319148763,-0.7749301214928128,-0.06857340018135673,-0.802662746060243,1.0,-0.7951778323309723,-0.23325646176842968,-0.0046409701858369295,0.008670030779546997,0.008670166817666247,0.5298757097470221
thalt_mean,-0.999625428718166,-0.9966031357782298,-0.9995341430877193,-0.7466680726289181,-0.7447759086140171,-0.8381237483525419,0.002117247115495281,0.9995255226700381,-0.743876903007692,-0.9995814598458201,0.9995255226756071,0.7244295286084208,0.9977746908972364,0.9996826860447484,-0.41419976549140114,0.9996826860589009,0.9894495510533421,0.9867495224849788,0.9894035076774703,0.2778019042322671,0.9864991973889198,0.9871165298489927,-0.06964054452724622,0.999641760046385,-0.7951778323309723,1.0,0.71469271891572,0.005141396159537144,0.01582745182590678,0.015827450861515036,-0.8536570069613983
thalt_cv,-0.7219026523691224,-0.7490916491830867,-0.7047254198117641,-0.9742500583138864,-0.9826902596277178,-0.8424147392766252,0.003152464141100639,0.723714023885338,-0.9818773044693178,-0.7227862812779723,0.7237140239269996,0.9831338682799727,0.7352821405873573,0.721288025897917,-0.5592178505101429,0.7212880257836041,0.7131527762652508,0.7388411117775204,0.7001824965058007,0.7750007827014027,0.7298912300332832,0.7156200840048977,-0.21915829805982373,0.7065310932478832,-0.23325646176842968,0.7146927189157198,0.9999999999999999,0.0036261172136293073,0.0189099732976718,0.01890997223174999,-0.8310630111780768
foster_residual,-0.005218244141350576,-0.005416498411230172,-0.005257972525006704,-0.005028625095474695,-0.0043386601669088325,-0.0063846966683428485,0.003610759367932145,0.005227392035331288,-0.0043739685255559406,-0.005228841242566577,0.005227392123023856,0.004186471838737796,0.005391636880862532,0.005195491786082614,-0.005607706372827397,0.005195491819740107,0.005295240660498256,0.00548512970468628,0.005302225596302409,0.0025308864304479047,0.005469225703957062,0.005413612646225118,0.0010276538776067387,0.005062967147834287,-0.0046409701858369295,0.005141396159537144,0.0036261172136293073,1.0,0.0015513503334639057,0.0015513289823381638,-0.005592099836870732
neg_count,-0.017096727803487984,-0.019720352774321565,-0.015715714521407315,-0.019872571002465655,-0.019853900616208536,-0.019843163726121774,0.17452914616743115,0.018602178631598697,-0.018649044989471484,-0.018074494052152983,0.018602178428671696,0.019803500543035188,0.01781847869745569,0.018180373135083198,-0.007176076794610144,0.018180372932158417,0.01797692864716672,0.01983547228029488,0.016495234194094485,0.018809866462043846,0.01786452265334258,0.0173386861103356,0.005629264037937889,0.01183848373816709,0.008670030779546995,0.01582745182590678,0.0189099732976718,0.0015513503334639055,1.0,0.999999999344652,-0.019880980190120558
neg_mass,-0.01709674733802642,-0.019720348347669225,-0.01571573513855717,-0.01987257090021405,-0.019853900185747057,-0.01984316416367101,0.174526769320933,0.018602173749844512,-0.01864906113878086,-0.018074496287569044,0.018602173546905555,0.019803498951476588,0.01781847732963691,0.01818037493051958,-0.007176002682394316,0.018180374727602637,0.017976949720369718,0.019835472210470793,0.016495257499478885,0.01880987068704242,0.017864518999870245,0.01733871312735192,0.005629328743443244,0.011838459103399163,0.008670166817666247,0.01582745086151504,0.01890997223174999,0.0015513289823381638,0.999999999344652,0.9999999999999998,-0.019880980580265734
dd_deficit,0.8634931398919053,0.8784260701586867,0.8542397841952343,0.8754083617216339,0.873804342611886,0.9730774184706877,-0.0034654597236439644,-0.8645568885311421,0.8732082483120317,0.8640120789856445,-0.8645568885728326,-0.8498569158162023,-0.8717828616133332,-0.8623551208823388,0.5355889844513436,-0.8623551207388994,-0.8572810791187511,-0.8714654584699014,-0.8496828347794242,-0.5435508197552182,-0.8662200448783399,-0.8615070582609415,0.09501652236960414,-0.8443845941931332,0.5298757097470221,-0.8536570069613985,-0.8310630111780767,-0.005592099836870733,-0.019880980190120558,-0.019880980580265734,0.9999999999999999
