label,mode,block,calibration,target_n,target_coverage,other_failure_n,other_failure_trigger_rate,net_coverage,net_coverage_ci_low,net_coverage_ci_high,success_n,success_trigger_rate,worst_control_trigger_rate,operational_net_coverage,mixed_strata
label_goal_regression,goal_regression,nontrap_only,dual_control_q90,34,0.17647058823529413,69,0.15942028985507245,0.01705029838022168,-0.12104787714543813,0.5753968253968254,89,0.033707865168539325,0.15942028985507245,0.01705029838022168,6
label_goal_regression,goal_regression,full_invariant,other_failure_q90,34,0.20588235294117646,69,0.08695652173913043,0.11892583120204603,-0.04203947692514388,0.775,89,0.12359550561797752,0.12359550561797752,0.08228684732319894,6
label_goal_regression,goal_regression,full_invariant,dual_control_q90,34,0.08823529411764706,69,0.057971014492753624,0.03026427962489344,-0.053683820807108484,0.5326923076923077,89,0.033707865168539325,0.057971014492753624,0.03026427962489344,6
residual_none,residual_none,trap_only,other_failure_q90,71,0.4084507042253521,136,0.125,0.2834507042253521,0.1257456871829228,0.38365413340824644,273,0.336996336996337,0.336996336996337,0.0714543672290151,15
residual_none,residual_none,trap_only,dual_control_q90,71,0.11267605633802817,136,0.0661764705882353,0.04649958574979288,-0.07781962720117097,0.1605242987884543,273,0.06593406593406594,0.0661764705882353,0.04649958574979288,15
residual_none,residual_none,trap_plus_denoise,other_failure_q90,71,0.323943661971831,136,0.11029411764705882,0.21364954432477218,0.04602060632865587,0.3865404040404037,273,0.18681318681318682,0.18681318681318682,0.13713047515864418,15
residual_none,residual_none,trap_plus_denoise,dual_control_q90,71,0.19718309859154928,136,0.09558823529411764,0.10159486329743164,-0.04191728722189226,0.2141230138576507,273,0.054945054945054944,0.09558823529411764,0.10159486329743164,15
residual_none,residual_none,nontrap_only,other_failure_q90,71,0.7746478873239436,136,0.18382352941176472,0.5908243579121789,0.36062172394203507,0.7412809312012425,273,0.4652014652014652,0.4652014652014652,0.3094464221224784,15
residual_none,residual_none,nontrap_only,dual_control_q90,71,0.36619718309859156,136,0.0661764705882353,0.3000207125103563,0.08326415612974161,0.4607386011166253,273,0.1391941391941392,0.1391941391941392,0.22700304390445236,15
residual_none,residual_none,full_invariant,other_failure_q90,71,0.7464788732394366,136,0.10294117647058823,0.6435376967688484,0.42340105171565845,0.7627302752384638,273,0.18315018315018314,0.18315018315018314,0.5633286900892535,15
residual_none,residual_none,full_invariant,dual_control_q90,71,0.7183098591549296,136,0.09558823529411764,0.622721623860812,0.33647741147741145,0.777209316230709,273,0.08424908424908426,0.09558823529411764,0.622721623860812,15
label_active_return,active_return,trap_only,other_failure_q90,39,0.7435897435897436,127,0.14960629921259844,0.5939834443771452,0.38265756809725343,0.7598738891042482,122,0.6885245901639344,0.6885245901639344,0.0550651534258092,9
label_active_return,active_return,trap_only,dual_control_q90,39,0.1282051282051282,127,0.023622047244094488,0.1045830809610337,-0.02578416149068323,0.18561151079136692,122,0.12295081967213115,0.12295081967213115,0.0052543085329970485,9
label_active_return,active_return,trap_plus_denoise,other_failure_q90,39,0.8461538461538461,127,0.11811023622047244,0.7280436099333737,0.4879277490110315,0.8898208214030061,122,0.12295081967213115,0.12295081967213115,0.723203026481715,9
label_active_return,active_return,trap_plus_denoise,dual_control_q90,39,0.7692307692307693,127,0.07874015748031496,0.6904906117504543,0.47620885113696465,0.8452391619730331,122,0.09836065573770492,0.09836065573770492,0.6708701134930644,9
label_active_return,active_return,nontrap_only,other_failure_q90,39,0.9487179487179487,127,0.12598425196850394,0.8227336967494447,0.6907171416546416,0.9226354679802955,122,0.3360655737704918,0.3360655737704918,0.6126523749474568,9
label_active_return,active_return,nontrap_only,dual_control_q90,39,0.9487179487179487,127,0.07086614173228346,0.8778518069856652,0.7651470515970515,0.9608022120919902,122,0.10655737704918032,0.10655737704918032,0.8421605716687683,9
label_active_return,active_return,full_invariant,other_failure_q90,39,0.9487179487179487,127,0.12598425196850394,0.8227336967494447,0.6883029073698445,0.9246660958904109,122,0.3360655737704918,0.3360655737704918,0.6126523749474568,9
label_active_return,active_return,full_invariant,dual_control_q90,39,0.9487179487179487,127,0.07086614173228346,0.8778518069856652,0.7656962736468481,0.9597291666666666,122,0.10655737704918032,0.10655737704918032,0.8421605716687683,9
