section,corpus,detector,pop,alpha_nominal,n_succ,fa,n_fa,n_pop,det,n_det,phase_mean,phase_p10,phase_p25,phase_p50,phase_p75,phase_p90,t_mean,t_p10,t_p25,t_p50,t_p75,t_p90,t_nmodes,t_dip,hist_8_12,hist_12_16,hist_16_20,hist_20_24,hist_24_28,hist_28_32,hist_32_35,n_delay,delay_mean,frac_early,frac_late,delay_p10,delay_p25,delay_p50,delay_p75,delay_p90,arl0,arl0_expo,arl1,arl1_expo,arl0_mean_alarm_t,arl1_mean_alarm_t,t,auc_step,n_pair,auc_W2,auc_W4,auc_W8,auc_W12,auc_prefix_mean
final,A,seq_xcorpus,cls_loop,0.08,117.0,0.15384615384615385,18.0,150.0,0.4066666666666667,61.0,0.564885017836922,0.40384615384615385,0.54,0.5882352941176471,0.6326530612244898,0.64,28.295081967213115,21.0,27.0,29.0,31.0,32.0,2.0,0.48438182238002125,0.0,0.0,0.0,11.0,6.0,32.0,12.0,61.0,5.672131147540983,0.2459016393442623,0.7540983606557377,-2.0,4.0,7.0,9.0,10.0,165.22222222222223,2974.0,60.68852459016394,3702.0,24.22222222222222,28.295081967213115,,,,,,,,
final,A,seq_xcorpus,cls_other,0.08,117.0,0.15384615384615385,18.0,36.0,0.7777777777777778,28.0,0.5547666283604861,0.426,0.45375,0.5816666666666667,0.6177659574468085,0.6439183673469387,27.392857142857142,21.0,22.0,28.5,31.0,32.3,2.0,0.5632431351889096,0.0,0.0,0.0,8.0,3.0,11.0,6.0,2.0,-9.0,1.0,0.0,-13.0,-11.5,-9.0,-6.5,-5.0,165.22222222222223,2974.0,28.107142857142858,787.0,24.22222222222222,27.392857142857142,,,,,,,,
final,A,seq_bestinsample,all_fail,0.285,117.0,0.1282051282051282,15.0,235.0,0.8723404255319149,205.0,0.47943924505253777,0.34615384615384615,0.38461538461538464,0.5,0.5686274509803921,0.5984615384615384,23.882926829268293,17.0,20.0,24.0,28.0,30.0,2.0,0.2976893685787815,0.0,0.0,49.0,41.0,55.0,53.0,7.0,145.0,0.4,0.4,0.6,-8.0,-5.0,4.0,6.0,7.0,199.0,2985.0,20.834146341463416,4271.0,23.0,23.882926829268293,,,,,,,,
final,A,seq_bestinsample,cls_stagnation,0.285,117.0,0.1282051282051282,15.0,49.0,1.0,49.0,0.4804898713552023,0.36887254901960786,0.38461538461538464,0.4897959183673469,0.5686274509803921,0.5969230769230769,24.0,18.6,20.0,24.0,28.0,30.200000000000003,2.0,0.30101628407944714,0.0,0.0,8.0,15.0,10.0,15.0,1.0,15.0,0.13333333333333333,0.2,0.8,-19.999999999999996,3.0,5.0,6.5,8.0,199.0,2985.0,17.0,833.0,23.0,24.0,,,,,,,,
final,A,seq_bestinsample,cls_loop,0.285,117.0,0.1282051282051282,15.0,150.0,0.8466666666666667,127.0,0.4812026502805717,0.34615384615384615,0.39607843137254906,0.5,0.5625,0.5882352941176471,23.984251968503937,17.0,20.0,25.0,28.0,30.0,2.0,0.23069730197894667,0.0,0.0,31.0,21.0,40.0,29.0,6.0,127.0,0.7795275590551181,0.4094488188976378,0.5905511811023622,-6.0,-5.0,4.0,6.0,7.0,199.0,2985.0,21.874015748031496,2778.0,23.0,23.984251968503937,,,,,,,,
final,A,seq_bestinsample,cls_other,0.285,117.0,0.1282051282051282,15.0,36.0,0.8055555555555556,29.0,0.46994155012871447,0.34615384615384615,0.3541666666666667,0.4791666666666667,0.5769230769230769,0.6024489795918367,23.24137931034483,17.0,18.0,23.0,29.0,30.0,2.0,0.5975065580078847,0.0,0.0,10.0,5.0,5.0,9.0,0.0,3.0,-14.333333333333334,1.0,0.0,-22.0,-19.0,-14.0,-9.5,-6.8,199.0,2985.0,22.75862068965517,660.0,23.0,23.24137931034483,,,,,,,,
final,A,fixed_W8K3,all_fail,0.08,117.0,0.1623931623931624,19.0,235.0,0.548936170212766,129.0,0.5191913506289866,0.21568627450980393,0.45098039215686275,0.5882352941176471,0.6382978723404256,0.66,25.666666666666668,11.0,22.0,29.0,31.0,33.0,2.0,0.884645154131323,17.0,12.0,1.0,4.0,15.0,48.0,32.0,79.0,2.5949367088607596,0.35443037974683544,0.6455696202531646,-12.0,-10.0,8.0,10.0,10.0,150.78947368421052,2865.0,40.85271317829457,5270.0,19.0,25.666666666666668,,,,,,,,
final,A,fixed_W8K3,cls_stagnation,0.08,117.0,0.1623931623931624,19.0,49.0,0.7959183673469388,39.0,0.5374344506361864,0.21568627450980393,0.53125,0.5714285714285714,0.6337254901960785,0.6666666666666666,26.53846153846154,11.0,25.5,28.0,31.5,33.0,2.0,0.996570977523795,5.0,1.0,0.0,2.0,8.0,13.0,10.0,13.0,-0.5384615384615384,0.46153846153846156,0.5384615384615384,-11.8,-11.0,8.0,9.0,9.0,150.78947368421052,2865.0,26.46153846153846,1032.0,19.0,26.53846153846154,,,,,,,,
final,A,fixed_W8K3,cls_loop,0.08,117.0,0.1623931623931624,19.0,150.0,0.43333333333333335,65.0,0.5099737604975265,0.21741176470588236,0.29411764705882354,0.5882352941176471,0.64,0.6530612244897959,25.215384615384615,11.0,15.0,29.0,31.0,32.0,2.0,0.99453409614213,8.0,10.0,0.0,0.0,6.0,26.0,15.0,65.0,3.4615384615384617,0.3230769230769231,0.676923076923077,-12.0,-10.0,9.0,10.0,10.0,150.78947368421052,2865.0,53.52307692307692,3479.0,19.0,25.215384615384615,,,,,,,,
final,A,fixed_W8K3,cls_other,0.08,117.0,0.1623931623931624,19.0,36.0,0.6944444444444444,25.0,0.5146978489595511,0.21044897959183675,0.4,0.5833333333333334,0.6346153846153846,0.6572244897959184,25.48,10.4,20.0,30.0,32.0,33.0,3.0,0.9479159944286406,4.0,1.0,1.0,2.0,1.0,9.0,7.0,1.0,-13.0,1.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,150.78947368421052,2865.0,30.36,759.0,19.0,25.48,,,,,,,,
final,A,fixed_literal_0.0348,all_fail,,117.0,0.1794871794871795,21.0,235.0,0.7106382978723405,167.0,0.507491436415016,0.23529411764705882,0.33461538461538465,0.5918367346938775,0.62,0.64,25.18562874251497,12.0,17.0,29.0,31.0,32.0,3.0,0.9421065441130101,13.0,29.0,0.0,6.0,9.0,79.0,31.0,116.0,0.5948275862068966,0.41379310344827586,0.5862068965517241,-14.0,-12.0,8.0,9.0,9.0,137.0,2877.0,29.179640718562876,4873.0,21.0,25.18562874251497,,,,,,,,
final,A,fixed_literal_0.0348,cls_stagnation,,117.0,0.1794871794871795,21.0,49.0,0.8571428571428571,42.0,0.5561639506944545,0.4181372549019608,0.5714285714285714,0.5882352941176471,0.62375,0.6531674208144796,27.571428571428573,20.200000000000003,27.25,29.5,31.75,32.9,2.0,0.9400379026505669,3.0,1.0,0.0,3.0,4.0,20.0,11.0,14.0,3.2857142857142856,0.2857142857142857,0.7142857142857143,-12.0,-6.25,9.0,9.0,9.700000000000001,137.0,2877.0,25.071428571428573,1053.0,21.0,27.571428571428573,,,,,,,,
final,A,fixed_literal_0.0348,cls_loop,,117.0,0.1794871794871795,21.0,150.0,0.66,99.0,0.48695328390080767,0.23529411764705882,0.2549019607843137,0.5918367346938775,0.62,0.64,24.21212121212121,12.0,13.0,29.0,31.0,32.0,2.0,0.9994633727747398,7.0,26.0,0.0,0.0,3.0,47.0,16.0,99.0,0.6868686868686869,0.41414141414141414,0.5858585858585859,-14.0,-12.0,8.0,9.0,9.0,137.0,2877.0,31.12121212121212,3081.0,21.0,24.21212121212121,,,,,,,,
final,A,fixed_literal_0.0348,cls_other,,117.0,0.1794871794871795,21.0,36.0,0.7222222222222222,26.0,0.5070695709984862,0.2253846153846154,0.4166666666666667,0.5939952904238619,0.6188461538461538,0.6456795484151108,25.03846153846154,11.5,20.0,29.0,31.0,32.0,3.0,0.9097059454397943,3.0,2.0,0.0,3.0,2.0,12.0,4.0,3.0,-15.0,1.0,0.0,-25.8,-21.0,-13.0,-8.0,-5.0,137.0,2877.0,28.423076923076923,739.0,21.0,25.03846153846154,,,,,,,,
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.42720763723150357,2933.0,0.38902147971360385,0.39209001022843504,0.38868053187862256,,0.38868053187862256
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.4572110467098534,2933.0,0.42857142857142855,0.4231162632117286,0.3992499147630413,,0.38083873167405385
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.5543811796795091,2933.0,0.5141493351517218,0.4432321854756222,0.43641322877599725,,0.4111830889873849
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.49062393453801567,2933.0,0.5455165359699966,0.481418342993522,0.44459597681554724,,0.4282304807364473
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.4186839413569724,2933.0,0.48039549948857824,0.5008523695874532,0.40436413228775997,0.42857142857142855,0.42857142857142855
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.47903170814865326,2933.0,0.45618820320490966,0.5028980565973407,0.397545175588135,0.4009546539379475,0.4237981588816911
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.46403000340947836,2933.0,0.4486873508353222,0.45584725536992843,0.40061370610296626,0.38083873167405385,0.397545175588135
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.431980906921241,2933.0,0.44255028980565975,0.3958404364132288,0.41493351517217864,0.37367882713944767,0.3747016706443914
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.4988066825775656,2933.0,0.4701670644391408,0.44766450733037844,0.4459597681554722,0.4012956017729287,0.38902147971360385
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.4650528469144221,2933.0,0.47459938629389703,0.442891237640641,0.4493692465052847,0.4111830889873849,0.3937947494033413
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.5155131264916468,2933.0,0.48653256051824073,0.45346062052505964,0.4132287759972724,0.42141152403682236,0.4033412887828162
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.4984657347425844,2933.0,0.5052846914422093,0.5039209001022843,0.3726559836345039,0.43334469826116606,0.40436413228775997
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.557108762359359,2933.0,0.5441527446300716,0.5093760654619843,0.40572792362768495,0.47118990794408455,0.4183429935219911
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.5952949198772588,2933.0,0.59563586771224,0.5547221275144902,0.478690760313672,0.49266962154790317,0.4316399590862598
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.6096147289464712,2933.0,0.6150698943061712,0.5884759631776338,0.5642686668939653,0.5148312308216842,0.45039209001022845
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.5894988066825776,2933.0,0.630071599045346,0.6317763382202523,0.5809751108080464,0.5369928400954654,0.47528128196385955
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6198431639959087,2933.0,0.6212069553358336,0.6389362427548585,0.5819979543129901,0.5966587112171837,0.5056256392771906
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.6068871462666212,2933.0,0.6464370951244459,0.6689396522332083,0.6345039209001023,0.6546198431639959,0.5301738833958405
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.6512103648141835,2933.0,0.6539379474940334,0.6617797476986021,0.6648482782134334,0.680872826457552,0.5536992840095465
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.6621206955335833,2933.0,0.6621206955335833,0.6634844868735084,0.6880327309921582,0.7272417320150018,0.5898397545175588
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.7616774633481077,2933.0,0.7306512103648142,0.7211046709853393,0.7436072280941016,0.7589498806682577,0.6610978520286396
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.7674735765427889,2933.0,0.7684964200477327,0.7603136720081828,0.7787248550971702,0.793726559836345,0.7217865666553017
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,0.713944766450733,2933.0,0.7572451414933515,0.7800886464370951,0.7988407773610637,0.8073644732355949,0.7429253324241392
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,0.7524718718036141,2933.0,0.7429253324241392,0.7872485509717013,0.8186157517899761,0.8291851346743948,0.757927037163314
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,0.639618138424821,2933.0,0.7108762359359018,0.7637231503579952,0.8070235254006137,0.8117967950903512,0.7725877940675077
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.612859097127223,2924.0,0.6190150478796169,0.7202462380300958,0.8012995896032832,0.79890560875513,0.7763382202523014
perstep,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,0.6529185599440755,2861.0,0.6270534778049633,0.6728416637539322,0.787836420831877,0.8021670744494932,0.7906580293215139
final,B,seq_cusum,all_fail,0.04,296.0,0.05067567567567568,15.0,216.0,0.4861111111111111,105.0,0.6177655677655678,0.5961538461538461,0.6153846153846154,0.6153846153846154,0.6346153846153846,0.6538461538461539,32.12380952380953,31.0,32.0,32.0,33.0,34.0,1.0,,0.0,0.0,0.0,0.0,0.0,26.0,79.0,0.0,,,,,,,,,528.5333333333333,7928.0,53.666666666666664,5635.0,29.733333333333334,32.12380952380953,,,,,,,,
final,B,seq_sprt,all_fail,0.045,296.0,0.05405405405405406,16.0,216.0,0.5092592592592593,110.0,0.6024475524475523,0.5576923076923077,0.5769230769230769,0.5961538461538461,0.6346153846153846,0.6538461538461539,31.327272727272728,29.0,30.0,31.0,33.0,34.0,1.0,,0.0,0.0,0.0,0.0,0.0,63.0,47.0,0.0,,,,,,,,,495.3125,7925.0,50.345454545454544,5538.0,29.8125,31.327272727272728,,,,,,,,
final,B,seq_xcorpus,all_fail,0.045,296.0,0.0472972972972973,14.0,216.0,0.3472222222222222,75.0,0.5694871794871794,0.5,0.5384615384615384,0.5576923076923077,0.6153846153846154,0.6538461538461539,29.613333333333333,26.0,28.0,29.0,32.0,34.0,1.0,,0.0,0.0,0.0,2.0,16.0,34.0,23.0,0.0,,,,,,,,,563.0,7882.0,73.37333333333333,5503.0,26.142857142857142,29.613333333333333,,,,,,,,
final,B,seq_bestinsample,all_fail,0.05,296.0,0.05067567567567568,15.0,216.0,0.75,162.0,0.5902184235517569,0.5576923076923077,0.5576923076923077,0.5961538461538461,0.6153846153846154,0.6153846153846154,30.691358024691358,29.0,29.0,31.0,32.0,32.0,1.0,,0.0,0.0,0.0,0.0,1.0,106.0,55.0,0.0,,,,,,,,,529.5333333333333,7943.0,32.69135802469136,5296.0,30.733333333333334,30.691358024691358,,,,,,,,
final,B,fixed_W8K3,all_fail,0.045,296.0,0.04391891891891892,13.0,216.0,0.7175925925925926,155.0,0.5787841191066997,0.5576923076923077,0.5769230769230769,0.6153846153846154,0.6346153846153846,0.6346153846153846,30.096774193548388,29.0,30.0,32.0,33.0,33.0,3.0,0.9992110815548372,0.0,11.0,2.0,0.0,0.0,52.0,90.0,0.0,,,,,,,,,608.4615384615385,7910.0,33.72258064516129,5227.0,27.692307692307693,30.096774193548388,,,,,,,,
final,B,fixed_literal_0.0348,all_fail,,296.0,0.060810810810810814,18.0,216.0,0.7453703703703703,161.0,0.5782369804108934,0.5576923076923077,0.5769230769230769,0.6153846153846154,0.6346153846153846,0.6346153846153846,30.06832298136646,29.0,30.0,32.0,33.0,33.0,3.0,0.9990484471658411,0.0,11.0,2.0,0.0,0.0,57.0,91.0,0.0,,,,,,,,,435.1666666666667,7833.0,32.29192546583851,5199.0,25.166666666666668,30.06832298136646,,,,,,,,
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.45766932270916333,2008.0,0.4845617529880478,0.4347609561752988,0.449203187250996,,0.449203187250996
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.44223107569721115,2008.0,0.42330677290836655,0.39193227091633465,0.4407370517928287,,0.44123505976095617
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.46613545816733065,2008.0,0.43326693227091634,0.4387450199203187,0.426792828685259,,0.4252988047808765
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.5204183266932271,2008.0,0.49203187250996017,0.47908366533864544,0.450199203187251,,0.4546812749003984
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.6264940239043825,2008.0,0.6200199203187251,0.5453187250996016,0.5209163346613546,0.521414342629482,0.521414342629482
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.6205179282868526,2008.0,0.6663346613545816,0.6533864541832669,0.5871513944223108,0.5916334661354582,0.5946215139442231
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.5961155378486056,2008.0,0.6663346613545816,0.7206175298804781,0.6643426294820717,0.6374501992031872,0.6344621513944223
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.450199203187251,2008.0,0.5363545816733067,0.6638446215139442,0.6394422310756972,0.6130478087649402,0.6160358565737052
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.48356573705179284,2008.0,0.4442231075697211,0.5507968127490039,0.6065737051792829,0.577191235059761,0.5806772908366534
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.46613545816733065,2008.0,0.47858565737051795,0.4940239043824701,0.6075697211155379,0.5677290836653387,0.5722111553784861
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.48804780876494025,2008.0,0.4845617529880478,0.4800796812749004,0.6439243027888446,0.6125498007968128,0.5896414342629482
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.5831673306772909,2008.0,0.5438247011952191,0.5144422310756972,0.6872509960159362,0.6489043824701195,0.62699203187251
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.600597609561753,2008.0,0.62699203187251,0.6279880478087649,0.6444223107569721,0.6658366533864541,0.6703187250996016
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.4073705179282869,2008.0,0.5288844621513944,0.5836653386454184,0.5328685258964143,0.6648406374501992,0.6339641434262948
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,0.42380478087649404,2008.0,0.424800796812749,0.5373505976095617,0.4820717131474104,0.6454183266932271,0.6030876494023905
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.4063745019920319,2008.0,0.41434262948207173,0.4910358565737052,0.5084661354581673,0.5891434262948207,0.5732071713147411
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5308764940239044,2008.0,0.44272908366533864,0.4213147410358566,0.5239043824701195,0.5717131474103586,0.5806772908366534
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.5189243027888446,2008.0,0.5423306772908366,0.4243027888446215,0.5249003984063745,0.5408366533864541,0.577191235059761
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.5199203187250996,2008.0,0.50199203187251,0.45717131474103584,0.5229083665338645,0.5174302788844621,0.5707171314741036
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.5333665338645418,2008.0,0.5079681274900398,0.5428286852589641,0.5049800796812749,0.5114541832669323,0.578187250996016
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.6309760956175299,2008.0,0.6130478087649402,0.6105577689243028,0.5104581673306773,0.5652390438247012,0.6289840637450199
perstep,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,0.7270916334661355,2008.0,0.7091633466135459,0.6912350597609562,0.6289840637450199,0.671812749003984,0.6927290836653387
