section,corpus,method,W,rule,dens,whiten,tstd,phi,peak_auc,alpha_nominal,pop,bound_med,n_succ,fa,n_fa,n_pop,det,n_det,phase_mean,phase_p10,phase_p25,phase_p50,phase_p75,phase_p90,t_mean,t_p10,t_p25,t_p50,t_p75,t_p90,t_nmodes,t_dip,hist_8_12,hist_12_16,hist_16_20,hist_20_24,hist_24_28,hist_28_32,hist_32_35,n_delay,delay_mean,frac_early,frac_late,delay_p10,delay_p25,delay_p50,delay_p75,delay_p90,arl0,arl0_expo,arl1,arl1_expo,arl0_mean_alarm_t,arl1_mean_alarm_t
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.19,all_fail,2.268405954974147,117,0.20512820512820512,24,235,0.2170212765957447,51,0.5360001962660484,0.36,0.45098039215686275,0.5576923076923077,0.6458333333333334,0.6938775510204082,26.823529411764707,18.0,23.0,28.0,32.0,34.0,4,0.02396673321224041,0,5,3,6,8,15,14,33,3.1515151515151514,0.2727272727272727,0.7272727272727273,-12.0,-1.0,3.0,10.0,12.0,123.625,2967.0,117.23529411764706,5979.0,26.25,26.823529411764707
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.19,cls_stagnation,2.268405954974147,117,0.20512820512820512,24,49,0.4489795918367347,22,0.5874389126279882,0.40855957767722473,0.5260416666666667,0.6392431972789117,0.6717687074829932,0.6938775510204082,29.09090909090909,21.2,25.25,31.5,33.75,34.0,3,0.4118806708798042,0,1,0,3,4,3,11,10,10.9,0.0,1.0,8.9,9.25,10.5,12.0,13.2,123.625,2967.0,55.22727272727273,1215.0,26.25,29.09090909090909
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.19,cls_loop,2.268405954974147,117,0.20512820512820512,24,150,0.15333333333333332,23,0.4937660277232647,0.2907692307692307,0.37858220211161386,0.5384615384615384,0.5686274509803921,0.6176470588235294,25.08695652173913,15.0,19.5,28.0,29.0,30.0,3,0.7890178002264092,0,4,2,1,3,11,2,23,-0.21739130434782608,0.391304347826087,0.6086956521739131,-12.8,-6.0,3.0,3.5,10.0,123.625,2967.0,167.17391304347825,3845.0,26.25,25.08695652173913
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.19,cls_other,2.268405954974147,117,0.20512820512820512,24,36,0.16666666666666666,6,0.5092892156862745,0.39,0.4277450980392157,0.4607843137254902,0.6020220588235294,0.6770833333333334,25.166666666666668,19.5,21.5,23.5,29.25,32.5,0,,0,0,1,2,1,1,1,0,,,,,,,,,123.625,2967.0,153.16666666666666,919.0,26.25,25.166666666666668
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.2,all_fail,2.209498434901994,117,0.2222222222222222,26,235,0.23829787234042554,56,0.5292236210008904,0.33647058823529413,0.4191666666666667,0.545343137254902,0.6359481292517007,0.6836734693877551,26.428571428571427,17.0,21.0,28.0,31.25,34.0,4,0.006749375667760793,0,5,4,8,9,16,14,36,1.9722222222222223,0.3333333333333333,0.6666666666666666,-13.0,-6.0,3.0,10.0,12.0,113.3076923076923,2946.0,105.73214285714286,5921.0,26.03846153846154,26.428571428571427
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.2,cls_stagnation,2.209498434901994,117,0.2222222222222222,26,49,0.46938775510204084,23,0.5876641793841283,0.40935143288084463,0.53125,0.6326530612244898,0.6700680272108843,0.6938775510204082,29.08695652173913,21.2,25.5,31.0,33.5,34.0,4,0.23298511007557,0,1,0,3,4,4,11,10,10.7,0.0,1.0,8.0,9.25,10.5,12.0,12.299999999999999,113.3076923076923,2946.0,52.608695652173914,1210.0,26.03846153846154,29.08695652173913
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.2,cls_loop,2.209498434901994,117,0.2222222222222222,26,150,0.16666666666666666,25,0.48036414218715306,0.29307692307692307,0.37254901960784315,0.5384615384615384,0.5686274509803921,0.5977941176470588,24.4,15.0,19.0,27.0,29.0,30.0,3,0.7834235284973999,0,4,3,2,4,10,2,25,-0.96,0.44,0.56,-13.0,-7.0,2.0,3.0,10.0,113.3076923076923,2946.0,152.4,3810.0,26.03846153846154,24.4
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.2,cls_other,2.209498434901994,117,0.2222222222222222,26,36,0.2222222222222222,8,0.5138928869420109,0.39966666666666667,0.4191666666666667,0.4607843137254902,0.6336436170212766,0.6742021276595744,25.125,19.4,20.75,23.5,30.25,31.9,2,0.7843204643779527,0,0,1,3,1,2,1,1,-12.0,1.0,0.0,-12.0,-12.0,-12.0,-12.0,-12.0,113.3076923076923,2946.0,112.625,901.0,26.03846153846154,25.125
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.21,all_fail,2.1548849497178852,117,0.23076923076923078,27,235,0.24680851063829787,58,0.5240881699764957,0.3383076923076923,0.40705128205128205,0.5437405731523379,0.6313525410164066,0.673469387755102,26.20689655172414,17.4,20.25,28.0,31.0,34.0,3,0.24771156874392608,0,5,5,9,8,18,13,37,2.054054054054054,0.32432432432432434,0.6756756756756757,-13.0,-6.0,3.0,10.0,12.0,108.55555555555556,2931.0,101.60344827586206,5893.0,25.77777777777778,26.20689655172414
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.21,cls_stagnation,2.1548849497178852,117,0.23076923076923078,27,49,0.46938775510204084,23,0.580786679220183,0.40935143288084463,0.5208333333333334,0.6274509803921569,0.6700680272108843,0.6938775510204082,28.73913043478261,21.2,25.0,31.0,33.0,34.0,3,0.2540069540422434,0,1,1,3,3,5,10,10,10.3,0.0,1.0,8.0,8.5,10.0,11.0,12.299999999999999,108.55555555555556,2931.0,52.26086956521739,1202.0,25.77777777777778,28.73913043478261
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.21,cls_loop,2.1548849497178852,117,0.23076923076923078,27,150,0.17333333333333334,26,0.48400365729824596,0.2872549019607843,0.3755656108597285,0.5384615384615384,0.5730079265748853,0.6060049019607843,24.615384615384617,14.5,19.25,27.5,29.0,30.5,3,0.7563658478220734,0,4,3,2,4,11,2,26,-0.5769230769230769,0.4230769230769231,0.5769230769230769,-13.0,-6.75,2.0,3.75,11.0,108.55555555555556,2931.0,146.3846153846154,3806.0,25.77777777777778,24.615384615384617
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.21,cls_other,2.1548849497178852,117,0.23076923076923078,27,36,0.25,9,0.49499168297979307,0.3796923076923077,0.4,0.45098039215686275,0.6041666666666666,0.6693262411347517,24.333333333333332,19.6,20.0,23.0,29.0,31.6,2,0.5910126868891866,0,0,1,4,1,2,1,1,-12.0,1.0,0.0,-12.0,-12.0,-12.0,-12.0,-12.0,108.55555555555556,2931.0,98.33333333333333,885.0,25.77777777777778,24.333333333333332
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.22,all_fail,2.0751792126154487,117,0.23076923076923078,27,235,0.26382978723404255,62,0.5076046385768287,0.2947058823529412,0.39215686274509803,0.5339366515837104,0.6268382352941176,0.6727891156462584,25.35483870967742,15.0,20.0,27.0,31.0,33.0,4,0.005166445807356479,0,8,5,11,9,15,14,39,0.9743589743589743,0.38461538461538464,0.6153846153846154,-13.0,-6.5,3.0,9.0,12.200000000000003,108.48148148148148,2929.0,93.69354838709677,5809.0,25.703703703703702,25.35483870967742
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.22,cls_stagnation,2.0751792126154487,117,0.23076923076923078,27,49,0.46938775510204084,23,0.5763678682175212,0.40935143288084463,0.5208333333333334,0.625,0.6602564102564102,0.673469387755102,28.52173913043478,21.2,25.0,31.0,33.0,33.8,3,0.12679347103777305,0,1,1,3,3,5,10,10,10.0,0.0,1.0,7.9,8.25,10.0,11.0,12.2,108.48148148148148,2929.0,52.04347826086956,1197.0,25.703703703703702,28.52173913043478
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.22,cls_loop,2.0751792126154487,117,0.23076923076923078,27,150,0.18666666666666668,28,0.45558493113167636,0.2882352941176471,0.315,0.5196078431372548,0.5421440261865793,0.6216440422322775,23.142857142857142,14.7,15.75,26.0,28.0,31.6,3,0.850343512049397,0,7,3,3,5,7,3,28,-1.75,0.5,0.5,-13.0,-10.25,-1.0,4.25,10.200000000000003,108.48148148148148,2929.0,133.78571428571428,3746.0,25.703703703703702,23.142857142857142
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.22,cls_other,2.0751792126154487,117,0.23076923076923078,27,36,0.3055555555555556,11,0.4962407773703143,0.38461538461538464,0.4,0.45098039215686275,0.6145833333333333,0.6382978723404256,24.363636363636363,20.0,20.0,23.0,29.5,30.0,2,0.7045351619635326,0,0,1,5,1,3,1,1,-13.0,1.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,108.48148148148148,2929.0,78.72727272727273,866.0,25.703703703703702,24.363636363636363
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.23,all_fail,2.0147751271685475,117,0.23931623931623933,28,235,0.2851063829787234,67,0.4946352804013365,0.29411764705882354,0.36538461538461536,0.5208333333333334,0.625,0.673469387755102,24.671641791044777,15.0,19.0,26.0,30.0,33.0,2,0.27904457199103383,0,9,10,10,11,12,15,41,0.024390243902439025,0.4634146341463415,0.5365853658536586,-13.0,-7.0,2.0,9.0,11.0,104.07142857142857,2914.0,85.3731343283582,5720.0,25.464285714285715,24.671641791044777
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.23,cls_stagnation,2.0147751271685475,117,0.23931623931623933,28,49,0.5102040816326531,25,0.5621014005602241,0.36923076923076925,0.4423076923076923,0.6122448979591837,0.6666666666666666,0.6857142857142857,27.84,19.200000000000003,23.0,30.0,33.0,34.0,3,0.45690903198905986,0,1,2,4,3,4,11,10,8.6,0.1,0.9,5.800000000000001,8.25,10.0,11.0,11.299999999999999,104.07142857142857,2914.0,46.76,1169.0,25.464285714285715,27.84
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.23,cls_loop,2.0147751271685475,117,0.23931623931623933,28,150,0.2,30,0.43750925525693085,0.2692307692307692,0.30058823529411766,0.43012098456403836,0.5361990950226244,0.6091346153846154,22.166666666666668,14.0,15.25,21.0,27.0,30.300000000000004,4,0.6745916606120572,0,8,4,4,7,4,3,30,-2.4,0.5666666666666667,0.43333333333333335,-13.1,-10.75,-4.0,4.0,9.400000000000006,104.07142857142857,2914.0,123.16666666666667,3695.0,25.464285714285715,22.166666666666668
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.23,cls_other,2.0147751271685475,117,0.23931623931623933,28,36,0.3333333333333333,12,0.49689592626466844,0.36053846153846153,0.38822115384615385,0.4607843137254902,0.625,0.636968085106383,24.333333333333332,18.1,19.0,23.5,30.0,30.0,2,0.7696289296978279,0,0,4,2,1,4,1,1,-13.0,1.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,104.07142857142857,2914.0,71.33333333333333,856.0,25.464285714285715,24.333333333333332
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.24,all_fail,1.9718372804991442,117,0.27350427350427353,32,235,0.30638297872340425,72,0.4940714407466932,0.28141176470588236,0.36538461538461536,0.5145173453996983,0.6292420814479638,0.6727891156462584,24.666666666666668,14.100000000000001,19.0,25.5,31.25,33.0,3,0.24983833703726366,0,10,10,12,12,10,18,44,-0.3409090909090909,0.4772727272727273,0.5227272727272727,-13.0,-7.75,1.5,9.0,11.700000000000003,88.78125,2841.0,78.79166666666667,5673.0,24.25,24.666666666666668
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.24,cls_stagnation,1.9718372804991442,117,0.27350427350427353,32,49,0.5714285714285714,28,0.5728469464708962,0.38653846153846155,0.4855769230769231,0.6198479391756703,0.6683673469387754,0.6894132653061225,28.428571428571427,20.1,23.75,31.5,33.0,34.0,3,0.398826226062331,0,1,2,4,3,4,14,11,8.909090909090908,0.09090909090909091,0.9090909090909091,7.0,8.5,10.0,11.0,12.0,88.78125,2841.0,41.67857142857143,1167.0,24.25,28.428571428571427
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.24,cls_loop,1.9718372804991442,117,0.27350427350427353,32,150,0.21333333333333335,32,0.4246964362668144,0.2692307692307692,0.29411764705882354,0.4019607843137255,0.5294117647058824,0.5847309136420527,21.53125,14.0,15.0,20.5,27.0,29.800000000000004,4,0.5406638638676544,0,9,4,5,9,2,3,32,-3.125,0.59375,0.40625,-13.9,-11.25,-5.0,3.25,8.900000000000002,88.78125,2841.0,114.09375,3651.0,24.25,21.53125
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.24,cls_other,1.9718372804991442,117,0.27350427350427353,32,36,0.3333333333333333,12,0.4952619393365639,0.36053846153846153,0.38822115384615385,0.45098039215686275,0.625,0.636968085106383,24.25,18.1,19.0,23.0,30.0,30.0,2,0.8372590507971487,0,0,4,3,0,4,1,1,-13.0,1.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,88.78125,2841.0,71.25,855.0,24.25,24.25
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.25,all_fail,1.895529756188565,117,0.27350427350427353,32,235,0.3191489361702128,75,0.48473027794860446,0.27450980392156865,0.35294117647058826,0.5098039215686274,0.6300520208083233,0.673469387755102,24.213333333333335,14.0,18.0,25.0,31.0,33.0,3,0.37020923185599486,0,14,11,10,10,12,18,46,-1.108695652173913,0.5,0.5,-13.0,-11.75,-1.0,8.0,11.5,88.6875,2838.0,74.81333333333333,5611.0,24.15625,24.213333333333335
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.25,cls_stagnation,1.895529756188565,117,0.27350427350427353,32,49,0.5714285714285714,28,0.5699297081469951,0.38653846153846155,0.4855769230769231,0.6198479391756703,0.6683673469387754,0.6894132653061225,28.285714285714285,20.1,23.75,30.5,33.0,34.0,3,0.3423168141691425,0,1,2,4,3,5,13,11,8.636363636363637,0.09090909090909091,0.9090909090909091,7.0,8.0,9.0,11.0,12.0,88.6875,2838.0,41.535714285714285,1163.0,24.15625,28.285714285714285
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.25,cls_loop,1.895529756188565,117,0.27350427350427353,32,150,0.22666666666666666,34,0.40927242390168733,0.2692307692307692,0.27588235294117647,0.36538461538461536,0.5268665158371041,0.6156862745098038,20.764705882352942,14.0,14.0,19.0,27.0,30.7,3,0.671718142542,0,12,6,3,7,3,3,34,-3.911764705882353,0.6176470588235294,0.38235294117647056,-13.7,-12.0,-6.0,3.0,8.7,88.6875,2838.0,105.88235294117646,3600.0,24.15625,20.764705882352942
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.25,cls_other,1.895529756188565,117,0.27350427350427353,32,36,0.3611111111111111,13,0.49857512349016153,0.3610769230769231,0.3958333333333333,0.45098039215686275,0.6041666666666666,0.6716595744680852,24.46153846153846,18.2,19.0,23.0,29.0,32.400000000000006,3,0.7674356907262877,0,1,3,3,0,4,2,1,-13.0,1.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,88.6875,2838.0,65.23076923076923,848.0,24.15625,24.46153846153846
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.26,all_fail,1.835511702494511,117,0.27350427350427353,32,235,0.3404255319148936,80,0.48013750133850586,0.2692307692307692,0.35124434389140274,0.5049019607843137,0.616046418567427,0.673469387755102,24.025,14.0,18.0,25.0,30.25,33.0,3,0.4239187125707323,0,17,9,11,10,16,17,51,-1.1176470588235294,0.5098039215686274,0.49019607843137253,-13.0,-11.0,-1.0,8.0,11.0,88.6875,2838.0,69.3375,5547.0,24.15625,24.025
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.26,cls_stagnation,1.835511702494511,117,0.27350427350427353,32,49,0.5714285714285714,28,0.565808829026116,0.38653846153846155,0.4855769230769231,0.6082057823129252,0.6683673469387754,0.6894132653061225,28.071428571428573,20.1,23.75,30.0,33.0,34.0,3,0.1970230622973177,0,1,2,4,3,6,12,11,8.636363636363637,0.09090909090909091,0.9090909090909091,7.0,8.0,9.0,11.0,12.0,88.6875,2838.0,41.32142857142857,1157.0,24.15625,28.071428571428573
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.26,cls_loop,1.835511702494511,117,0.27350427350427353,32,150,0.26,39,0.41545225585303147,0.2692307692307692,0.27725490196078434,0.39215686274509803,0.5288461538461539,0.6024132730015084,21.128205128205128,14.0,14.0,20.0,27.0,31.0,3,0.5638545478798975,0,14,5,4,7,6,3,39,-3.5641025641025643,0.6153846153846154,0.38461538461538464,-14.0,-12.0,-5.0,4.0,8.200000000000003,88.6875,2838.0,90.97435897435898,3548.0,24.15625,21.128205128205128
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.26,cls_other,1.835511702494511,117,0.27350427350427353,32,36,0.3611111111111111,13,0.48967037816007686,0.2873846153846154,0.3958333333333333,0.45098039215686275,0.6041666666666666,0.6716595744680852,24.0,14.8,19.0,23.0,29.0,32.400000000000006,3,0.7676262412679409,0,2,2,3,0,4,2,1,-13.0,1.0,0.0,-13.0,-13.0,-13.0,-13.0,-13.0,88.6875,2838.0,64.76923076923077,842.0,24.15625,24.0
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.27,all_fail,1.7471232777009564,117,0.358974358974359,42,235,0.40425531914893614,95,0.46617470680235223,0.2692307692307692,0.3295744680851064,0.4791666666666667,0.6041666666666666,0.6535321821036106,23.305263157894736,14.0,16.5,23.0,30.0,33.0,4,0.46936498863867604,3,20,10,15,9,20,18,63,-2.4126984126984126,0.5238095238095238,0.47619047619047616,-15.0,-12.0,-4.0,7.0,11.0,64.14285714285714,2694.0,56.09473684210526,5329.0,23.071428571428573,23.305263157894736
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.27,cls_stagnation,1.7471232777009564,117,0.358974358974359,42,49,0.6326530612244898,31,0.5494722256148116,0.38461538461538464,0.4270361990950226,0.6041666666666666,0.6530612244897959,0.6875,27.258064516129032,20.0,22.0,29.0,32.5,34.0,3,0.450793473105237,1,1,1,6,3,6,13,12,7.833333333333333,0.08333333333333333,0.9166666666666666,3.4000000000000004,7.0,8.5,11.0,11.0,64.14285714285714,2694.0,35.935483870967744,1114.0,23.071428571428573,27.258064516129032
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.27,cls_loop,1.7471232777009564,117,0.358974358974359,42,150,0.32666666666666666,49,0.4122698467141959,0.25,0.27450980392156865,0.375,0.5384615384615384,0.5945882352941178,20.816326530612244,13.0,14.0,19.0,28.0,30.0,3,0.5358725147699761,1,17,7,5,6,11,2,49,-4.0,0.6122448979591837,0.3877551020408163,-15.0,-12.0,-5.0,4.0,9.0,64.14285714285714,2694.0,69.46938775510205,3404.0,23.071428571428573,20.816326530612244
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.27,cls_other,1.7471232777009564,117,0.358974358974359,42,36,0.4166666666666667,15,0.47011571087791365,0.28919803600654664,0.37607843137254904,0.43137254901960786,0.6041666666666666,0.6695384615384615,23.266666666666666,14.4,18.5,22.0,29.0,33.6,4,0.7028019417944438,1,2,2,4,0,3,3,2,-25.0,1.0,0.0,-27.4,-26.5,-25.0,-23.5,-22.6,64.14285714285714,2694.0,54.06666666666667,811.0,23.071428571428573,23.266666666666666
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.28,all_fail,1.6569083398702116,117,0.36752136752136755,43,235,0.425531914893617,100,0.4595392023585212,0.25,0.31436170212765957,0.4791666666666667,0.5891356542617047,0.6602836879432624,22.96,13.0,15.0,23.0,29.0,33.0,4,0.4742236532139851,4,22,10,16,11,21,16,67,-2.462686567164179,0.5074626865671642,0.4925373134328358,-15.0,-12.0,-1.0,7.5,10.399999999999999,61.97674418604651,2665.0,52.41,5241.0,22.651162790697676,22.96
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.28,cls_stagnation,1.6569083398702116,117,0.36752136752136755,43,49,0.6530612244897959,32,0.5343356236725458,0.3737556561085973,0.40978506787330315,0.5857843137254902,0.6530612244897959,0.6727891156462585,26.53125,19.1,21.0,29.0,32.0,33.0,3,0.6969429785597527,2,1,1,8,1,8,11,12,5.916666666666667,0.16666666666666666,0.8333333333333334,-4.899999999999999,5.75,8.5,10.0,10.9,61.97674418604651,2665.0,33.875,1084.0,22.651162790697676,26.53125
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.28,cls_loop,1.6569083398702116,117,0.36752136752136755,43,150,0.35333333333333333,53,0.4136896690245131,0.25,0.27450980392156865,0.39215686274509803,0.5319148936170213,0.5854693877551022,20.830188679245282,13.0,14.0,20.0,27.0,28.800000000000004,3,0.6692826727636435,1,19,6,5,10,10,2,53,-3.509433962264151,0.5660377358490566,0.4339622641509434,-14.8,-12.0,-5.0,4.0,9.800000000000004,61.97674418604651,2665.0,63.24528301886792,3352.0,22.651162790697676,20.830188679245282
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.28,cls_other,1.6569083398702116,117,0.36752136752136755,43,36,0.4166666666666667,15,0.4619751880020967,0.28919803600654664,0.35750000000000004,0.4117647058823529,0.59375,0.6615384615384615,22.866666666666667,14.4,17.5,21.0,28.5,33.2,3,0.6958822914681126,1,2,3,3,0,3,3,2,-25.0,1.0,0.0,-27.4,-26.5,-25.0,-23.5,-22.6,61.97674418604651,2665.0,53.666666666666664,805.0,22.651162790697676,22.866666666666667
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.29,all_fail,1.5665704989680092,117,0.36752136752136755,43,235,0.43829787234042555,103,0.450058321741294,0.25,0.27187028657616896,0.4583333333333333,0.5833333333333334,0.6584288052373158,22.466019417475728,13.0,14.0,23.0,28.5,32.0,3,0.6189857191066596,5,24,9,16,12,23,14,70,-2.8285714285714287,0.5142857142857142,0.4714285714285714,-15.1,-12.75,-2.5,7.0,10.100000000000001,61.93023255813954,2663.0,50.067961165048544,5157.0,22.6046511627907,22.466019417475728
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.29,cls_stagnation,1.5665704989680092,117,0.36752136752136755,43,49,0.6530612244897959,32,0.5299315784005909,0.3737556561085973,0.40978506787330315,0.5773809523809523,0.6374198717948718,0.6727891156462585,26.3125,19.1,21.0,28.5,32.0,33.0,3,0.7531332986143131,2,1,1,8,1,10,9,12,5.5,0.16666666666666666,0.8333333333333334,-4.999999999999999,4.75,7.5,10.0,10.9,61.93023255813954,2663.0,33.65625,1077.0,22.6046511627907,26.3125
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.29,cls_loop,1.5665704989680092,117,0.36752136752136755,43,150,0.37333333333333335,56,0.40371070678095883,0.25,0.2549019607843137,0.383578431372549,0.5223529411764706,0.5816326530612245,20.285714285714285,13.0,13.0,19.5,27.0,28.5,3,0.5851989824186188,1,21,6,5,11,10,2,56,-3.8214285714285716,0.5714285714285714,0.4107142857142857,-15.0,-13.0,-4.5,4.25,10.0,61.93023255813954,2663.0,58.607142857142854,3282.0,22.6046511627907,20.285714285714285
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.29,cls_other,1.5665704989680092,117,0.36752136752136755,43,36,0.4166666666666667,15,0.4526931367200454,0.232,0.3470744680851064,0.4117647058823529,0.59375,0.6615384615384615,22.4,11.8,16.5,21.0,28.5,33.2,4,0.6958835519392423,2,2,2,3,0,3,3,2,-25.0,1.0,0.0,-27.4,-26.5,-25.0,-23.5,-22.6,61.93023255813954,2663.0,53.2,798.0,22.6046511627907,22.4
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.3,all_fail,1.4939432761175198,117,0.37606837606837606,44,235,0.4808510638297872,113,0.429724691348086,0.23529411764705882,0.2549019607843137,0.42,0.5833333333333334,0.6524886877828054,21.43362831858407,12.0,13.0,21.0,28.0,32.8,4,0.4267585531661855,7,29,15,17,12,17,16,75,-4.1866666666666665,0.5866666666666667,0.41333333333333333,-15.6,-13.0,-5.0,6.0,10.0,59.38636363636363,2613.0,43.584070796460175,4925.0,21.727272727272727,21.43362831858407
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.3,cls_stagnation,1.4939432761175198,117,0.37606837606837606,44,49,0.7142857142857143,35,0.5046554467941022,0.3384615384615384,0.38838612368024134,0.5416666666666666,0.6326530612244898,0.6707482993197279,25.085714285714285,16.8,20.0,27.0,31.5,33.0,3,0.6454888259684654,2,1,4,9,3,7,9,12,5.25,0.16666666666666666,0.8333333333333334,-5.899999999999999,4.75,7.0,10.0,10.9,59.38636363636363,2613.0,28.885714285714286,1011.0,21.727272727272727,25.085714285714285
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.3,cls_loop,1.4939432761175198,117,0.37606837606837606,44,150,0.4066666666666667,61,0.3756839163987883,0.23529411764705882,0.2549019607843137,0.35294117647058826,0.5106382978723404,0.5833333333333334,18.852459016393443,12.0,13.0,18.0,24.0,28.0,3,0.3625853001304452,3,25,9,6,9,7,2,61,-5.262295081967213,0.6557377049180327,0.3442622950819672,-15.0,-13.0,-6.0,3.0,8.0,59.38636363636363,2613.0,51.24590163934426,3126.0,21.727272727272727,18.852459016393443
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.3,cls_other,1.4939432761175198,117,0.37606837606837606,44,36,0.4722222222222222,17,0.4693665049537674,0.238,0.3191489361702128,0.43137254901960786,0.6538461538461539,0.6775510204081633,23.176470588235293,12.2,15.0,22.0,32.0,34.0,4,0.7954800948193643,2,3,2,2,0,3,5,2,-28.0,1.0,0.0,-28.0,-28.0,-28.0,-28.0,-28.0,59.38636363636363,2613.0,46.35294117647059,788.0,21.727272727272727,23.176470588235293
seq_sweep,A,sequential,4,sprt,kde,ar1,True,0.8199447013044965,0.6191612683259461,0.137,all_fail,2.491852619856612,117,0.17094017094017094,20,235,0.1574468085106383,37,0.5537975711804604,0.3459783913565426,0.5294117647058824,0.5686274509803921,0.6470588235294118,0.6816326530612244,27.675675675675677,17.4,26.0,29.0,32.0,34.0,4,0.0007547933213858382,0,4,1,4,4,10,14,25,3.64,0.24,0.76,-11.6,1.0,4.0,11.0,12.600000000000001,151.15,3023.0,165.16216216216216,6111.0,27.6,27.675675675675677
