corpus,method,W,rule,dens,whiten,tstart,det,phase_p50,phase_p25,phase_p75,t_p50,arl0,arl1,arl1_mean_alarm_t,t_dip,frac_early,delay_p50,fa_lo,fa_hi,peak_auc
A,sequential,1,cusum,kde,ar1,1,0.5236510638297872,0.5207868589743591,0.369727564102564,0.6101078431372549,25.970999999999993,180.04512499999993,41.91179583739837,24.35036559349593,0.22165724872351128,0.5392705058099795,-2.0,0.1367521367521367,0.1452991452991453,0.5605182407091714
A,sequential,1,cusum,kde,none,1,0.4175148936170213,0.5049019607843137,0.3815037755102039,0.5884619656782517,26.0,177.71439338235288,54.68681812725088,24.015551620648257,0.014707829139829513,0.5346712832108536,-1.0,0.1367521367521367,0.1452991452991453,0.6760995567678145
A,sequential,1,cusum,tvd,ar1,1,0.4997021276595745,0.5550204395604396,0.4269145220588235,0.6110211603872318,27.4855,183.43498888888885,46.2412084040747,26.122882852292022,0.057243500926634876,0.3482291666666668,4.656999999999998,0.1282051282051282,0.1538461538461538,0.6215479031708149
A,sequential,1,cusum,tvd,ar1,8,0.2638297872340425,0.5470488327423167,0.3962896229004422,0.5978332332933173,26.323666666666664,183.04020448179267,93.25346236559139,24.91475268817204,0.21930061851309318,0.47504040404040404,7.323666666666666,0.1196581196581196,0.1452991452991453,0.6252983293556086
A,sequential,1,cusum,tvd,ar1,16,0.4770893617021278,0.5051020408163265,0.4155492156862745,0.5927802717240742,25.5,183.41436764705875,48.33171428571428,25.736580357142856,0.08363728710675243,0.36283976321698314,1.0,0.1367521367521367,0.1452991452991453,0.6007500852369587
A,sequential,1,cusum,tvd,ar1,20,0.30018510638297874,0.5132609707446808,0.42378365384615385,0.5857209954751131,25.25725,186.36107807017538,81.6808052173913,25.616748695652177,0.06978839985989956,0.45951499388004885,4.885875,0.1282051282051282,0.1623931623931624,0.5908625980225025
A,sequential,1,cusum,tvd,none,1,0.4738212765957447,0.5874617346938775,0.500259661311333,0.6322825,29.0,180.48639019607842,50.81287152007883,27.156064424735156,0.13277305361794448,0.24911162935323378,7.0,0.1282051282051282,0.1452991452991453,0.6771224002727583
A,sequential,1,cusum,tvd,none,8,0.3882212765957449,0.5687086834733893,0.4275203900709221,0.630262435281805,28.0,178.22036397058815,60.85571073371071,25.293832611832613,0.523962972049182,0.3711623255813951,6.014500000000003,0.1367521367521367,0.1452991452991453,0.678145243777702
A,sequential,1,cusum,tvd,none,16,0.5987872340425533,0.5659322758358662,0.4645508578431371,0.6142066076021243,28.3285,193.55506944444434,38.19520843698175,27.052519537728024,0.39075480276248464,0.2802481012658229,6.328499999999999,0.1025641025641025,0.1538461538461538,0.7337197408796454
A,sequential,1,cusum,tvd,none,20,0.5470987234042555,0.5809945098039215,0.5160965,0.6236344537559705,29.394199999999998,192.62765555555546,43.79990957528956,27.810863822393824,0.26328583535882244,0.2879599486521181,7.394199999999999,0.1111111111111111,0.1538461538461538,0.715308557790658
A,sequential,1,sprt,gauss,ar1,1,0.29799574468085105,0.4012153486394555,0.20903701923076923,0.5306122448979592,19.45649999999999,173.3553860294117,75.33043179074446,18.72459778672032,0.71099616617994,0.6044009353741496,-4.029000000000006,0.1367521367521367,0.1452991452991453,0.5390385271053528
A,sequential,1,sprt,gauss,ar1,8,0.26618368794326236,0.40238992316784866,0.25202440767973855,0.5494361077764439,19.223416666666665,184.17483805668013,88.26218674750601,20.036913914688682,0.5670480064297088,0.530409009009009,-2.0290000000000012,0.1111111111111111,0.1623931623931624,0.5884759631776338
A,sequential,1,sprt,gauss,ar1,16,0.7789702127659575,0.459738431372549,0.35699875,0.5408091666666666,23.0,183.62372426470583,23.37343488406439,22.712173918180476,0.34566595967783775,0.44779540157480313,0.0,0.1367521367521367,0.1452991452991453,0.6164336856460961
A,sequential,1,sprt,gauss,ar1,20,0.5616010638297873,0.5416666666666666,0.5,0.605825444240196,27.0,287.0974,41.07985350246969,26.992421208464304,0.0624604319832814,0.1720665452507705,5.0,0.0769230769230769,0.3846153846153846,0.6089328332765087
A,sequential,1,sprt,gauss,none,1,0.32820255319148944,0.4891301020408162,0.2740662745098038,0.5508157575264148,23.970999999999993,175.09138690476183,69.41062568542566,21.11423607503607,0.6035226786301783,0.450504323763404,4.90719999999998,0.1367521367521367,0.1794871794871795,0.6116604159563587
A,sequential,1,sprt,gauss,none,8,0.30459574468085154,0.4502423863162284,0.2865614485794317,0.5494571828731492,21.970999999999993,176.44093749999993,75.31088299024907,20.514272558427482,0.6018826486188847,0.47074047619047704,3.7244999999999435,0.1367521367521367,0.1452991452991453,0.6546198431639959
A,sequential,1,sprt,gauss,none,16,0.8300340425531915,0.4687959183673468,0.3650592948717947,0.5654023774509803,23.94199999999999,183.4938198529411,21.860446414161128,23.331564727320053,0.4332603873217848,0.4565313299232737,2.485499999999997,0.1367521367521367,0.1452991452991453,0.7476986021138766
A,sequential,1,sprt,gauss,none,20,0.6060068085106383,0.5745734927413272,0.5177600398936171,0.61789884144427,28.0,245.41076333333325,38.380071177606176,27.79713691119691,0.0126558002595291,0.1506253780068728,6.69855,0.0854700854700854,0.2564102564102564,0.7429253324241392
A,sequential,1,sprt,kde,ar1,1,0.451372340425532,0.4748152573529411,0.29841196808510634,0.5918367346938775,23.0,176.6979166666666,48.402741755906845,22.58334795172531,0.5258753150733754,0.5614935897435898,-2.0,0.1367521367521367,0.1538461538461538,0.4889191953631094
A,sequential,1,sprt,kde,none,1,0.37082978723404264,0.4703034841628958,0.3231354524886877,0.5682291697955777,23.9855,175.83576838235288,61.241277736131906,22.42518890554722,0.029316110354548355,0.582640369799692,-1.029000000000006,0.1367521367521367,0.1452991452991453,0.674053869757927
A,sequential,1,sprt,tvd,ar1,1,0.269136170212767,0.5195286649659863,0.3301203413120571,0.631594583987441,25.45649999999999,178.4358198529411,91.15372811059885,24.030412442396308,0.4561098343468549,0.5912386752950126,-1.9419999999999882,0.1367521367521367,0.1452991452991453,0.5335833617456529
A,sequential,1,sprt,tvd,ar1,8,0.2515574468085106,0.4802115384615384,0.30950857371794865,0.6309518085106383,24.4855,179.1085,96.72230303030302,22.895757575757575,0.560046624183724,0.627972153972154,-3.5435000000000016,0.1282051282051282,0.1452991452991453,0.5025571087623594
A,sequential,1,sprt,tvd,ar1,16,0.29526702127659576,0.4645914705882353,0.4,0.6102254166666666,23.75725,186.12268778280543,83.84653065110564,24.91293697788698,0.416999032775285,0.5117459677419355,-0.621375,0.1111111111111111,0.1452991452991453,0.5141493351517218
A,sequential,1,sprt,tvd,ar1,20,0.23028085106382987,0.4503094471153846,0.4009615384615385,0.5623473375029227,23.014500000000005,187.04594246031738,110.21664463534356,24.33797002103787,0.23293227666136984,0.5971655555555554,-1.492749999999998,0.1196581196581196,0.1538461538461538,0.4919877258779406
A,sequential,1,sprt,tvd,none,1,0.40468936170212866,0.5759170758319695,0.31380471719457076,0.6468541176470588,28.029000000000007,174.73827573529405,57.3905323984525,24.454055125725343,0.8227391191982962,0.4663661764705873,5.0,0.1367521367521367,0.1452991452991453,0.6191612683259461
A,sequential,1,sprt,tvd,none,8,0.3978425531914894,0.578416923076923,0.34122402667797885,0.646406537740096,28.24275,176.2753745098039,60.934874880382765,24.72471758373206,0.7492721804483694,0.4224295272078501,5.728249999999999,0.1282051282051282,0.1452991452991453,0.6317763382202523
A,sequential,1,sprt,tvd,none,16,0.6471787234042553,0.5707125,0.4533999999999999,0.6153019591836735,28.394199999999998,190.54001880341872,34.61106329999115,26.792306771709303,0.4049337064498935,0.2536088383838384,5.7883999999999975,0.1111111111111111,0.1538461538461538,0.7136038186157518
A,sequential,1,sprt,tvd,none,20,0.5891582978723404,0.5928729411764706,0.5082125,0.6249878367346938,29.394199999999998,192.4757094017093,39.838340315577675,27.96331167002012,0.5092283014130305,0.25074515837104067,7.394199999999999,0.1111111111111111,0.1538461538461538,0.6836004091374019
A,sequential,2,cusum,gauss,ar1,1,0.4589866666666667,0.5072543417366946,0.3751016339869279,0.5857549145299145,25.18646666666666,225.44228266666653,49.88175008702858,23.856349672606715,0.43454112367762837,0.5029672905525848,1.9709999999999903,0.0854700854700854,0.2136752136752136,0.684964200477327
A,sequential,2,cusum,gauss,none,1,0.43478297872340427,0.47589143982060905,0.29944710949764514,0.5617542707082833,22.971,179.45296153846152,51.209180224867715,22.384448082010582,0.09562740411473883,0.5277461430575036,-1.951125000000001,0.1111111111111111,0.1452991452991453,0.6481418342993522
A,sequential,2,cusum,kde,ar1,1,0.10274468085106386,0.5661948529411767,0.5171449468085106,0.6802065957446809,28.5145,179.18526470588228,257.19649999999973,28.143375000000002,0.35367357070164746,0.2842521008403358,4.0,0.1367521367521367,0.1452991452991453,0.6566655301738834
A,sequential,2,cusum,kde,none,1,0.4642617021276596,0.4899030612244897,0.4304157239819002,0.5831200980392157,24.9855,178.67294444444437,48.621096330275215,24.461021788990827,0.019350126122519164,0.5393135683760686,-1.014500000000003,0.1367521367521367,0.1538461538461538,0.645073303784521
A,sequential,2,sprt,gauss,ar1,1,0.2812212765957447,0.5290367216886753,0.2931614842571643,0.5704999194491626,25.95649999999999,176.08119374999993,84.24805128205125,22.218916666666658,0.9511194409548461,0.41975245974955305,5.912999999999982,0.1367521367521367,0.1709401709401709,0.5693828844186839
A,sequential,2,sprt,gauss,none,1,0.29799574468085105,0.5100603125000001,0.289332725590236,0.5735426623774509,24.746375,179.67982936507929,78.48689358660128,21.807564542483657,0.5441821201479627,0.4603245702730031,5.492749999999998,0.1196581196581196,0.1538461538461538,0.5898397545175588
A,sequential,2,sprt,kde,ar1,1,0.1839659574468086,0.5357390849673203,0.4603691957279365,0.6182512418300653,26.970999999999997,178.09771568627448,152.58092883079146,26.375438634713145,0.14375515760821714,0.2911727272727273,2.294666666666663,0.1196581196581196,0.1452991452991453,0.6297306512103649
A,sequential,2,sprt,kde,none,1,0.32352765957446805,0.4606621538461539,0.3315467307692307,0.560569293367347,23.4913,175.2256047619047,71.35836341780376,21.9014116634178,0.2406494268807833,0.5102840958605666,-1.0,0.1367521367521367,0.1794871794871795,0.625980225025571
A,sequential,4,cusum,gauss,ar1,1,0.5173297872340425,0.44510650510204075,0.30456355769230764,0.5374915865384615,21.970999999999997,180.11583070175436,39.654808432675395,21.398767295290206,0.44207054459288353,0.5480508395522389,0.8839999999999915,0.1282051282051282,0.1623931623931624,0.7412205932492328
A,sequential,4,cusum,gauss,none,1,0.34761063829787237,0.49969148936170205,0.3066835294117647,0.5756522435897435,23.971,177.525062745098,66.68778598484847,22.517866666666663,0.5642979083953771,0.4750935606060606,5.970999999999998,0.1282051282051282,0.1452991452991453,0.6290487555404023
A,sequential,4,cusum,kde,ar1,1,0.15255768321512994,0.6533876460840746,0.5667873093681917,0.673469387755102,32.0,215.7001316515026,175.28913827160494,30.347927487291212,0.27435904155752766,0.11467745098039214,8.084138888888889,0.1111111111111111,0.2649572649572649,0.638254347084896
A,sequential,4,cusum,kde,none,1,0.35733404255319146,0.5027608468919482,0.3751034595761381,0.5848367346938775,25.4855,180.81616666666665,66.40700849742146,23.789199953117674,0.22895491419777256,0.3983953258722845,4.799499999999997,0.1282051282051282,0.1794871794871795,0.6570064780088647
A,sequential,4,sprt,gauss,ar1,1,0.4011106382978726,0.3002159690799394,0.21254534313725487,0.5164818485086341,15.456499999999991,173.89986764705876,51.64712115265437,18.318164841974788,0.5213500873018447,0.7509062500000002,-11.029000000000005,0.1367521367521367,0.1452991452991453,0.5782475281281964
A,sequential,4,sprt,gauss,none,1,0.2978723404255319,0.5204166666666667,0.266287284144427,0.5861764705882353,25.5,164.1764705882353,78.38571428571429,21.742857142857144,0.7034086757558105,0.4565217391304347,6.0,,0.1452991452991453,0.5826798499829526
A,sequential,4,sprt,kde,ar1,1,0.12024361702127657,0.625555,0.5490196078431373,0.6557333366038722,30.371375,205.76891985645932,219.85651037675603,29.044570721583653,0.3266860503665661,0.13928414786967416,6.856874999999999,0.094017094017094,0.1623931623931624,0.6191612683259461
A,sequential,4,sprt,kde,none,1,0.251063829787234,0.5208333333333334,0.3130612244897959,0.6020833333333333,25.0,166.76470588235293,96.1864406779661,22.64406779661017,0.5847381273980777,0.4054054054054054,6.0,,0.1452991452991453,0.6004091374019775
A,sequential,8,cusum,gauss,ar1,1,0.5110085106382979,0.32160277551020394,0.21828307692307686,0.4809856708640903,15.970999999999995,180.05561654135332,36.66437123623011,17.632752509179927,0.5701611892322861,0.6514480553724457,-12.0,0.1196581196581196,0.1623931623931624,0.6982611660415956
A,sequential,8,cusum,gauss,ar1,8,0.5110085106382979,0.32160277551020394,0.21828307692307686,0.4809856708640903,15.970999999999995,180.05561654135332,36.66437123623011,17.632752509179927,0.5701611892322861,0.6514480553724457,-12.0,0.1196581196581196,0.1623931623931624,0.6982611660415956
A,sequential,8,cusum,gauss,ar1,16,0.7693363941769317,0.5416666666666666,0.4533771607327141,0.58,26.735315789473685,229.34325151515148,26.54220192694852,25.44515468794938,0.05860935036779881,0.2299421169187733,6.0,0.094017094017094,0.2564102564102564,0.7313331060347766
A,sequential,8,cusum,gauss,ar1,20,0.5269195744680851,0.5714285714285714,0.5416666666666666,0.6212631519607843,28.0,195.69344642857138,45.446416424727815,28.163198085346014,0.022460146763679103,0.039078036175710554,6.7970999999999995,0.1196581196581196,0.2051282051282051,0.7640640981929765
A,sequential,8,cusum,gauss,none,1,0.27030638297872384,0.5291203231292514,0.31579372549019585,0.582032051282051,25.912999999999982,177.56401838235286,89.19972663139315,23.134488536155192,0.7246458030682565,0.3633571428571441,6.622999999999923,0.1367521367521367,0.1452991452991453,0.6484827821343334
A,sequential,8,cusum,gauss,none,8,0.2683319148936171,0.5297244897959182,0.3156950020859405,0.5823962585034012,25.94199999999999,177.58107720588228,89.77570573870571,23.151288156288146,0.7312529905584231,0.36062662337662404,6.985499999999997,0.1367521367521367,0.1452991452991453,0.6484827821343334
A,sequential,8,cusum,gauss,none,16,0.4856617021276597,0.4680851063829787,0.3658680828100471,0.5467974019607844,22.492749999999997,182.17777777777772,44.818615960633274,23.21977289259735,0.030668479341565174,0.44821231868824896,5.0,0.1367521367521367,0.1538461538461538,0.719399931810433
A,sequential,8,cusum,gauss,none,20,0.8214,0.5416666666666666,0.4211115705128205,0.5918367346938775,27.0,188.87856666666664,24.76859321305842,25.897002926331616,0.3337729994877067,0.2862944055944056,7.0,0.1282051282051282,0.1452991452991453,0.7589498806682577
A,sequential,8,cusum,kde,ar1,1,0.44498936170212766,0.4919441489361701,0.3642376000784929,0.6031562500000001,23.24275,181.80332352941176,50.14944218435038,23.439117143118928,0.16879161914516294,0.5285833333333334,-2.7862500000000017,0.1282051282051282,0.1452991452991453,0.642345721104671
A,sequential,8,cusum,kde,none,1,0.2500978723404256,0.5370948762483716,0.39821372549019585,0.5845687499999999,25.970999999999997,180.12242222222218,98.63271515151513,23.86403333333333,0.628073298011007,0.30907222222222247,7.328499999999999,0.1282051282051282,0.1538461538461538,0.6082509376065462
A,sequential,8,cusum,tvd,ar1,1,0.24784510638297888,0.5471704833856618,0.30130917797888374,0.653606362256441,27.94779999999999,178.26564702380946,98.56906758620681,23.439005862068964,0.965838684414848,0.6127854241338112,-3.04640000000001,0.1367521367521367,0.1794871794871795,0.572110467098534
A,sequential,8,cusum,tvd,ar1,8,0.24784510638297888,0.5471704833856618,0.30130917797888374,0.653606362256441,27.94779999999999,178.26564702380946,98.56906758620681,23.439005862068964,0.965838684414848,0.6127854241338112,-3.04640000000001,0.1367521367521367,0.1794871794871795,0.572110467098534
A,sequential,8,cusum,tvd,ar1,16,0.3459606382978723,0.575171875,0.3605903408238295,0.6566611394557823,28.606875,185.22325113122173,70.27600206087507,26.121001862714014,0.947892882900433,0.5074751016260163,-0.05800000000000072,0.1111111111111111,0.1452991452991453,0.5550630753494715
A,sequential,8,cusum,tvd,ar1,20,0.7238978723404257,0.5832366666666667,0.56,0.607736519607843,29.0,190.79043382352936,32.00860392156863,28.7099568627451,0.6364478053501269,0.13647926634768737,6.0,0.1367521367521367,0.1452991452991453,0.6266621206955336
A,sequential,8,cusum,tvd,none,1,0.2485560283687943,0.5329466666666667,0.290915816993464,0.6033638788848873,25.647333333333332,178.64775350140053,97.47084895350035,22.372698628724606,0.9323377917921796,0.5338166666666667,-2.410666666666674,0.1196581196581196,0.1452991452991453,0.5833617456529151
A,sequential,8,cusum,tvd,none,8,0.2485560283687943,0.5329466666666667,0.290915816993464,0.6033638788848873,25.647333333333332,178.64775350140053,97.47084895350035,22.372698628724606,0.9323377917921796,0.5338166666666667,-2.410666666666674,0.1196581196581196,0.1452991452991453,0.5833617456529151
A,sequential,8,cusum,tvd,none,16,0.3693290780141844,0.5460994662480376,0.4421709558823529,0.6166374331696672,27.4855,183.40202100840332,65.47089255189255,25.984326617826618,0.17284863872738415,0.3560423133776793,7.647333333333331,0.1196581196581196,0.1452991452991453,0.6892260484145926
A,sequential,8,cusum,tvd,none,20,0.7469021276595749,0.5711696428571428,0.4840058031191199,0.6118897959183673,28.0,187.90327941176463,29.483289770540317,27.324210273871202,0.258870300248347,0.19524272107005342,7.0,0.1367521367521367,0.1452991452991453,0.7616774633481077
A,sequential,8,sprt,gauss,ar1,1,0.36069106382978744,0.3633099591836733,0.2763096153846152,0.5093850111198325,17.97099999999999,199.05222999999987,70.40885072384089,19.253532417078972,0.5155438165760838,0.5439874746450308,-4.455100000000016,0.0854700854700854,0.1709401709401709,0.6495056256392772
A,sequential,8,sprt,gauss,ar1,8,0.36069106382978744,0.3633099591836733,0.2763096153846152,0.5093850111198325,17.97099999999999,199.05222999999987,70.40885072384089,19.253532417078972,0.5155438165760838,0.5439874746450308,-4.455100000000016,0.0854700854700854,0.1709401709401709,0.6495056256392772
A,sequential,8,sprt,gauss,ar1,16,0.6085330754352031,0.4897959183673469,0.3570910227272727,0.5625,24.0,185.54014057239053,33.858617673235855,23.489601780038143,0.25128312172220285,0.3894525131948897,6.0,0.1367521367521367,0.2307692307692307,0.7187180361404705
A,sequential,8,sprt,gauss,ar1,20,0.24500465425531914,0.5604595453789893,0.4515392430409664,0.6239347696109694,27.0,913.7361158088233,104.55017911653297,26.534526960784312,0.15732632671190766,0.10828590029761903,7.0,0.017094017094017,0.2905982905982906,0.7507671326287078
A,sequential,8,sprt,gauss,none,1,0.2808510638297872,0.5106382978723404,0.2364705882352941,0.5565671031096563,24.5,164.64705882352942,82.98484848484848,20.848484848484848,0.8615795884004502,0.5227272727272727,-5.0,,0.1452991452991453,0.555744971019434
A,sequential,8,sprt,gauss,none,8,0.2808510638297872,0.5106382978723404,0.2364705882352941,0.5565671031096563,24.5,164.64705882352942,82.98484848484848,20.848484848484848,0.8615795884004502,0.5227272727272727,-5.0,,0.1452991452991453,0.555744971019434
A,sequential,8,sprt,gauss,none,16,0.4600063829787235,0.43965985576923067,0.352801229902763,0.5233844068877551,21.9855,180.19872222222216,47.01217934782608,22.31403260869565,0.012381877688468918,0.5238084841628962,-4.0145000000000035,0.1367521367521367,0.1538461538461538,0.6975792703716331
A,sequential,8,sprt,gauss,none,20,0.6723404255319149,0.5,0.4,0.5882352941176471,24.0,200.4,31.037974683544306,24.87974683544304,0.1422021713630394,0.396039603960396,6.0,0.1282051282051282,,0.7354244800545516
A,sequential,8,sprt,kde,ar1,1,0.3843361702127662,0.40350716440422313,0.2798407843137255,0.5690022321428572,20.970999999999993,176.64005882352933,56.89988569856981,20.62255401540154,0.45786123904832876,0.5612600000000003,-5.043500000000009,0.1367521367521367,0.1452991452991453,0.6034776679168087
A,sequential,8,sprt,kde,none,1,0.2723404255319149,0.5051020408163265,0.2878959276018099,0.5515631784628745,25.0,155.05555555555554,86.609375,21.46875,0.8839294826942776,0.5116279069767442,-4.0,,0.1538461538461538,0.5669962495738152
A,sequential,8,sprt,tvd,ar1,1,0.21757659574468097,0.3848477564102564,0.21335812594268466,0.652960862469988,20.0,176.97527430555547,111.68464460784307,21.54347549019608,0.9741684091078124,0.7671394230769226,-11.0,0.1367521367521367,0.1538461538461538,0.5629048755540402
A,sequential,8,sprt,tvd,ar1,8,0.21757659574468097,0.3848477564102564,0.21335812594268466,0.652960862469988,20.0,176.97527430555547,111.68464460784307,21.54347549019608,0.9741684091078124,0.7671394230769226,-11.0,0.1367521367521367,0.1538461538461538,0.5629048755540402
A,sequential,8,sprt,tvd,ar1,16,0.3667801418439718,0.548627860118406,0.346953281312525,0.6535910005027652,26.94199999999999,180.7790186403508,64.63802932572763,24.993525157232703,0.9765528452549559,0.5908036363636364,-2.0,0.1367521367521367,0.1623931623931624,0.5632458233890215
A,sequential,8,sprt,tvd,ar1,20,0.7063829787234043,0.5833333333333334,0.56,0.6078431372549019,29.0,203.66666666666663,32.59638554216868,28.373493975903614,0.7601581050168704,0.1727272727272727,6.0,0.1282051282051282,,0.6348448687350835
A,sequential,8,sprt,tvd,none,1,0.2468085106382978,0.4703355155482815,0.2758823529411764,0.6188461538461538,23.0,165.35294117647058,97.43103448275862,22.03448275862069,0.9854609124737622,0.5945945945945946,-5.0,,0.1452991452991453,0.5676781452437777
A,sequential,8,sprt,tvd,none,8,0.2468085106382978,0.4703355155482815,0.2758823529411764,0.6188461538461538,23.0,165.35294117647058,97.43103448275862,22.03448275862069,0.9854609124737622,0.5945945945945946,-5.0,,0.1452991452991453,0.5676781452437777
A,sequential,8,sprt,tvd,none,16,0.35668652482269503,0.5032774443110577,0.3419644444444444,0.6025385620915032,24.647333333333332,181.96439355742294,66.70815263454926,24.358508183264068,0.4676916639271399,0.4811267730496455,0.23666666666665748,0.1196581196581196,0.1452991452991453,0.6556426866689397
A,sequential,8,sprt,tvd,none,20,0.8085106382978723,0.5555102040816327,0.4081632653061224,0.6,27.0,188.5,25.347368421052632,25.95263157894737,0.5995625701615925,0.3255813953488372,7.0,0.1367521367521367,,0.7245141493351517
B,fixed,1,K3,-,-,1,0.6918796296296301,0.5961538461538461,0.5620384615384615,0.6197307692307692,31.0,528.1057499999994,33.10889158086005,27.79499454875832,0.9999707059687148,,,0.0405405405405405,0.054054054054054,0.7679282868525896
B,fixed,4,K3,-,-,1,0.7332592592592595,0.5961538461538461,0.5634871794871794,0.6288205128205129,31.0,524.3201538461534,30.806759506172828,27.938919506172837,0.9995414692192199,,,0.0439189189189189,0.054054054054054,0.7091633466135459
B,fixed,8,K1,-,-,1,0.748288888888889,0.5919384615384615,0.5576923076923077,0.6111692307692308,30.7808,529.8701353383457,31.588509411894513,29.473481010702862,0.9999400021506651,,,0.0472972972972973,0.0641891891891891,0.7355577689243028
B,fixed,8,K2,-,-,1,0.7676944444444445,0.5961538461538461,0.5716538461538462,0.6153846153846154,31.0,528.4775238095239,31.119983333333334,29.947469047619048,0.9992174014673951,,,0.0472972972972973,0.0608108108108108,0.7375498007968128
B,fixed,8,K3,-,-,1,0.6981666666666667,0.6153846153846154,0.5862307692307692,0.6346153846153846,32.0,545.3339999999997,35.27018297872339,30.44291914893617,0.9995566030546982,,,0.0405405405405405,0.0608108108108108,0.7315737051792829
B,fixed,8,K4,-,-,1,0.6862222222222223,0.6153846153846154,0.5862307692307692,0.6346153846153846,32.0,541.0496666666664,34.67540315717227,29.241423198352784,0.9997492375899166,,,0.0405405405405405,0.0608108108108108,0.7270916334661355
B,fixed,12,K3,-,-,1,0.6714259259259262,0.6346153846153846,0.6153846153846154,0.6538461538461539,33.0,533.659291666666,38.870166249999976,32.47992125,0.9996866856014668,,,0.0405405405405405,0.054054054054054,0.7664342629482072
