metric,representation,direction,quantile,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift
flow_path,L13,low,0.995,2,0,0.004106776180698152,0.0,1.0,1,0,1.0,0.5,0.6053719008264463,1.651877133105802
flow_path,L13,high,0.5,388,836,0.7967145790554415,0.05840843987982953,0.31699346405228757,169,785,0.17714884696016772,0.43556701030927836,0.18497762648705163,1.7136854335974356
flow_path,L13,high,0.6,366,671,0.7515400410677618,0.04688045832460001,0.35294117647058826,142,619,0.18659658344283836,0.3879781420765027,0.21750932347011853,1.6226484954290954
flow_path,L13,high,0.7,341,487,0.7002053388090349,0.034025012226647104,0.41183574879227053,122,443,0.215929203539823,0.35777126099706746,0.2578556475042661,1.5971562103771915
flow_path,L13,high,0.75,320,394,0.6570841889117043,0.02752742262279047,0.4481792717086835,107,355,0.23160173160173161,0.334375,0.28542530447462805,1.5702156209787732
flow_path,L13,high,0.8,296,323,0.6078028747433265,0.02256689722629777,0.4781906300484653,96,289,0.24935064935064935,0.32432432432432434,0.30844491843445326,1.550327470057135
flow_path,L13,high,0.85,253,206,0.5195071868583162,0.014392510305316845,0.55119825708061,82,176,0.3178294573643411,0.3241106719367589,0.34730897961806373,1.587054436907343
flow_path,L13,high,0.9,219,136,0.44969199178644764,0.009501851463704325,0.6169014084507042,65,111,0.3693181818181818,0.2968036529680365,0.3998654422002506,1.5427725013099858
flow_path,L13,high,0.925,201,107,0.4127310061601643,0.007475721372179138,0.6525974025974026,55,87,0.3873239436619718,0.2736318407960199,0.4340825688700099,1.5033946290361846
flow_path,L13,high,0.95,163,76,0.3347022587268994,0.005309858170893593,0.6820083682008368,44,58,0.43137254901960786,0.26993865030674846,0.4591129542770763,1.485491450082766
flow_path,L13,high,0.96,144,54,0.29568788501026694,0.0037727939635296584,0.7272727272727273,38,40,0.48717948717948717,0.2638888888888889,0.47874436473632065,1.5191254056291383
flow_path,L13,high,0.975,114,29,0.23408624229979466,0.002026130091525187,0.7972027972027972,30,20,0.6,0.2631578947368421,0.5049123983939964,1.5788932886942477
flow_path,L13,high,0.98,96,17,0.1971252566735113,0.0011877314329630407,0.8495575221238938,20,8,0.7142857142857143,0.20833333333333334,0.5854408411212356,1.4511415371992535
flow_path,L13,high,0.99,52,6,0.10677618069815195,0.00041919932928107315,0.896551724137931,11,1,0.9166666666666666,0.21153846153846154,0.6559050122165304,1.3668926253638038
flow_path,L13,high,0.995,27,1,0.055441478439425054,6.986655488017886e-05,0.9642857142857143,1,0,1.0,0.037037037037037035,0.8415460689840464,1.1458501795984204
flow_path,L14,low,0.5,6,123,0.012320328542094456,0.008593586250261999,0.046511627906976744,3,122,0.024,0.5,0.05922283756113157,0.7853664198201591
flow_path,L14,low,0.6,3,62,0.006160164271047228,0.0043317264025710895,0.046153846153846156,1,62,0.015873015873015872,0.3333333333333333,0.05993464831554289,0.7700695249074657
flow_path,L14,low,0.7,2,26,0.004106776180698152,0.0018165304268846503,0.07142857142857142,0,26,0.0,0.0,0.07999103173246493,0.892957246350676
flow_path,L14,low,0.75,2,18,0.004106776180698152,0.0012575979878432194,0.1,0,18,0.0,0.0,0.09844573626034099,1.0157880249434952
flow_path,L14,low,0.8,2,12,0.004106776180698152,0.0008383986585621463,0.14285714285714285,0,12,0.0,0.0,0.12758163242257317,1.1197312665194192
flow_path,L14,low,0.85,0,7,0.0,0.000489065884161252,0.0,0,7,0.0,0.0,0.027635654108045995,0.0
flow_path,L14,low,0.9,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.925,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.95,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.96,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.975,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.98,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.99,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,low,0.995,0,0,0.0,0.0,0.0,0,0,0.0,0.0,,
flow_path,L14,high,0.5,377,981,0.7741273100616016,0.06853909033745546,0.2776141384388807,172,930,0.1560798548094374,0.4562334217506631,0.1630502979950681,1.7026288320385525
flow_path,L14,high,0.6,353,762,0.7248459958932238,0.05323831481869629,0.3165919282511211,149,716,0.1722543352601156,0.42209631728045327,0.19579638496357482,1.6169447066656444
flow_path,L14,high,0.7,322,559,0.6611909650924025,0.03905540417801998,0.3654937570942111,115,517,0.1819620253164557,0.35714285714285715,0.23549495284698482,1.5520237384097753
flow_path,L14,high,0.75,296,464,0.6078028747433265,0.03241808146440299,0.3894736842105263,105,428,0.19699812382739212,0.3547297297297297,0.2529607747041198,1.5396603867381466
flow_path,L14,high,0.8,255,365,0.5236139630390144,0.025501292531265284,0.4112903225806452,96,335,0.22273781902552203,0.3764705882352941,0.2568299096478447,1.6014113120414624
flow_path,L14,high,0.85,232,259,0.47638603696098564,0.018095437713966326,0.4725050916496945,83,237,0.259375,0.3577586206896552,0.29689900233558886,1.5914674280906331
flow_path,L14,high,0.9,201,150,0.4127310061601643,0.010479983232026828,0.5726495726495726,62,125,0.3315508021390374,0.30845771144278605,0.38354261330784156,1.493053321274496
flow_path,L14,high,0.925,184,97,0.37782340862423,0.0067770558233773495,0.6548042704626335,52,77,0.40310077519379844,0.2826086956521739,0.4376056173556103,1.496334243649623
flow_path,L14,high,0.95,147,60,0.30184804928131415,0.004191993292810731,0.7101449275362319,42,44,0.4883720930232558,0.2857142857142857,0.47020779009934893,1.5102789500492693
flow_path,L14,high,0.96,135,44,0.27720739219712526,0.00307412841472787,0.7541899441340782,36,32,0.5294117647058824,0.26666666666666666,0.48662715347920266,1.5498311977494503
flow_path,L14,high,0.975,111,20,0.22792607802874743,0.0013973310976035773,0.8473282442748091,25,12,0.6756756756756757,0.22522522522522523,0.5651660574586664,1.4992553659094765
