failure_type,prefix_queries,cv_scheme,cv_folds,model,feature_scope,n_failure_branches,n_type_positive,heldout_units,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_improvement_vs_rate_ci95_low,brier_improvement_vs_rate_ci95_high,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action,brier_improvement_vs_noise_action_ci95_low,brier_improvement_vs_noise_action_ci95_high
subtask_undo,3,leave_one_worker_out,4,noise+action+moe_action,absolute,235,8,4,0.03414648269610637,0.41846153766918315,noise+action,-8.524644875921116e-05,-0.0015582933258181122,0.000803670468903334,-0.0025027408911457378,0.000871291319273513,-0.00012511122581709228,0.0020196605849495445
subtask_undo,3,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,8,4,0.034166511888449456,0.47264848402426524,noise+action,-0.0001052756411022848,-0.0015622112646055738,0.0007959534935483082,-0.003090775694040879,0.0008512621269304392,-0.00012902916460455485,0.0020643648814662814
subtask_undo,3,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,8,4,0.03436213985932274,0.20892307465065046,noise+action_within_snapshot,-0.00030090361197557594,-0.0011915972122205861,0.0003398664062711887,-0.008834195264976958,0.0,0.0,0.0
subtask_undo,3,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,8,4,0.034565766053302416,0.3224107369625664,noise+action_within_snapshot,-0.0005045298059552551,-0.001592141816479338,0.0008254271392229296,-0.0148124337675662,-0.00020362619397967902,-0.0006028785471301329,0.0004855607329517412
subtask_undo,3,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,8,4,0.034056936885401214,0.39749268017286954,noise+action_within_snapshot,4.299361945957174e-06,-0.001567509980474182,0.0009098143360366522,0.0001262244833022473,0.0003052029739215334,-0.00037591276825359567,0.0009008910055451682
subtask_undo,3,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,8,4,0.034076981725536436,0.3917544318631121,noise+action_within_snapshot,-1.5745478189278704e-05,-0.0015572241314120209,0.0008961445715526972,-0.00046226972136118597,0.0002851581337862976,-0.00036562691919143545,0.0008240461845142045
subtask_undo,3,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,8,4,0.03440991736504308,0.3260663892691454,noise+action_within_snapshot,-0.0003486811176959179,-0.0015870885161836125,0.0009747122263507079,-0.010236889676107237,-4.777750572034173e-05,-0.0004736486378476318,0.0006348458200795191
subtask_undo,3,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,8,4,0.0340658313321018,0.3879317903522413,noise+action_within_snapshot,-4.595084754637496e-06,-0.0015580432131864675,0.000898616965204424,-0.00013490657594659032,0.00029630852722093863,-0.00036644600096588116,0.0008483461319085066
goal_regression,1,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,9,22,0.03727324783443065,0.16893202606982605,noise+action,0.0,0.0,0.0,0.0,0.0010962021240521144,0.0001386283028350815,0.002137542147251945
goal_regression,1,grouped_5fold_snapshot,5,noise+action,absolute,235,9,22,0.03836944995848277,0.2068773072457935,noise+action,-0.0010962021240521144,-0.0021471797731851486,-0.00011958252420450465,-0.029409890142160156,0.0,0.0,0.0
goal_regression,1,grouped_5fold_snapshot,5,moe_action,absolute,235,9,22,0.03873763953508341,0.2342940274329867,noise+action,-0.00146439170065277,-0.0057444964163265964,0.001963488374177194,-0.039288009114678175,-0.0003681895766006556,-0.004840339703110245,0.0031167214590467674
goal_regression,1,grouped_5fold_snapshot,5,moe_state,absolute,235,9,22,0.03907047253162739,0.21488903894491215,noise+action,-0.0017972246971967388,-0.005785960498214699,0.0009447847055491914,-0.04821755016305762,-0.0007010225731446241,-0.005082260229220346,0.0019894207763062155
goal_regression,1,grouped_5fold_snapshot,5,moe_action+state,absolute,235,9,22,0.04116055622321318,0.24305948692346244,noise+action,-0.0038873083887825304,-0.013980130997304184,0.0022953550899212027,-0.10429218312421067,-0.0027911062647304158,-0.01280881322725759,0.0035694691974350132
goal_regression,1,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,9,22,0.03822635283644452,0.23395445173026738,noise+action,-0.0009531050020138741,-0.003916019718140949,0.0016793736185713058,-0.025570752681591015,0.00014309712203824045,-0.0027681720571718763,0.002774527766730962
goal_regression,1,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,9,22,0.04050162606134217,0.24322602456107928,noise+action,-0.0032283782269115183,-0.011943751826326574,0.0021346080424095993,-0.08661381592642829,-0.0021321761028594037,-0.01112743072104315,0.0032799004895862002
goal_regression,1,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,9,22,0.036493283916310376,0.161009998206379,noise+action_within_snapshot,0.0007799639181202741,-0.00039967332609256215,0.0024103395386622737,0.020925568965304737,0.0,0.0,0.0
goal_regression,1,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,9,22,0.04105797101520777,0.21205837275668388,noise+action_within_snapshot,-0.0037847231807771197,-0.014433564453565343,0.003964637250666191,-0.10153993549446028,-0.004564687098897393,-0.015236608094349789,0.003250756754382351
goal_regression,1,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,9,22,0.042378186992274566,0.20768232645380852,noise+action_within_snapshot,-0.005104939157843913,-0.014880993861465696,-0.0001400038084827465,-0.13695986946241628,-0.005884903075964187,-0.016167786615587244,-0.0004531930552657197
goal_regression,1,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,9,22,0.03666507445840376,0.1681904385740998,noise+action_within_snapshot,0.000608173376026899,-0.0033108813703040894,0.005142084301960742,0.016316618791269034,-0.00017179054209337448,-0.004134681945705534,0.003984527536749562
goal_regression,1,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,9,22,0.041024695754674635,0.21129572889530118,noise+action_within_snapshot,-0.003751447920243987,-0.014206911952283043,0.003883383736339136,-0.10064719707035132,-0.004531411838364261,-0.014641087012844334,0.002873952313907946
goal_regression,1,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,9,22,0.037340591018376904,0.17110493505587507,noise+action_within_snapshot,-6.734318394626232e-05,-0.005519028573835345,0.004909507930521886,-0.0018067431162801697,-0.0008473071020665356,-0.006267492358915953,0.004015455688278973
goal_regression,1,leave_one_worker_out,4,failure_rate_only,absolute,235,9,4,0.038516961139767145,0.19548888928887148,noise+action,0.0,0.0,0.0,0.0,0.00032976726904326067,-0.0007810475306647256,0.0014884293117225214
goal_regression,1,leave_one_worker_out,4,noise+action,absolute,235,9,4,0.03884672840881041,0.23892525814676754,noise+action,-0.00032976726904326067,-0.0014884293117225216,0.0007810475306647256,-0.00856161180126928,0.0,0.0,0.0
goal_regression,1,leave_one_worker_out,4,moe_action,absolute,235,9,4,0.045691425742659324,0.3898883599083006,noise+action,-0.007174464602892172,-0.01797283505307306,0.0010309383944906035,-0.18626766989374036,-0.006844697333848911,-0.017742448886209072,0.00024989086382587786
goal_regression,1,leave_one_worker_out,4,moe_state,absolute,235,9,4,0.03945768651370045,0.3678009689114709,noise+action,-0.0009407253739333006,-0.0021136750865510708,0.0011677913713676897,-0.02442366547349555,-0.0006109581048900399,-0.001456475780032389,0.00038674384070296416
goal_regression,1,leave_one_worker_out,4,moe_action+state,absolute,235,9,4,0.03862301236455761,0.4131785142559136,noise+action,-0.00010605122479045827,-0.0018155250835744752,0.0011062313226601326,-0.0027533642751729143,0.00022371604425280213,-0.0003512920662623564,0.0008586267168910399
goal_regression,1,leave_one_worker_out,4,noise+action+moe_action,absolute,235,9,4,0.04424019683209452,0.38230384303117987,noise+action,-0.005723235692327372,-0.014258729308634472,0.0011539056436666885,-0.1485900113344708,-0.005393468423284111,-0.014028343141770478,0.00037285811300196326
goal_regression,1,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,9,4,0.0386022957084667,0.41318345933660666,noise+action,-8.533456869954116e-05,-0.0018169617687292376,0.001146987103083047,-0.0022155062646268013,0.00024443270034371915,-0.00034034973024872715,0.00087574477994104
goal_regression,1,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,9,4,0.03849613226253257,0.20374505478619437,noise+action_within_snapshot,2.0828877234593873e-05,-0.0008643478373241431,0.0005651193538308546,0.0005407715618844325,0.0,0.0,0.0
goal_regression,1,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,9,4,0.038512258128645394,0.2851133252819177,noise+action_within_snapshot,4.703011121761659e-06,-0.0009277888643292438,0.0007195881178742005,0.00012210234095820188,-1.6125866112832095e-05,-0.0014757289091823919,0.0015839359551983435
goal_regression,1,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,9,4,0.04375248939902625,0.2835908864184596,noise+action_within_snapshot,-0.00523552825925909,-0.01351630819493542,0.0005399633779689069,-0.1359278640976073,-0.005256357136493681,-0.013740585502165578,-7.976666884240988e-06
goal_regression,1,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,9,4,0.037384996195672905,0.2973049711390645,noise+action_within_snapshot,0.0011319649440942484,-0.0008690515091984621,0.0033180782073937987,0.029388739677220853,0.0011111360668596547,-6.637195086016952e-05,0.0030938009001636436
goal_regression,1,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,9,4,0.03848634504116088,0.29176302255156283,noise+action_within_snapshot,3.061609860627926e-05,-0.00042425493019054974,0.0003801740355055684,0.0007948731597797166,9.78722137168563e-06,-0.000972194975043698,0.0009641883566370382
goal_regression,1,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,9,4,0.0373654547308569,0.30095021590529836,noise+action_within_snapshot,0.0011515064089102538,-0.0011070287137951653,0.0034508575795099924,0.029896086680664218,0.0011306775316756602,-0.00024268087647102223,0.003226580272279838
goal_regression,3,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,9,22,0.03727324783443065,0.16893202606982605,noise+action,0.0,0.0,0.0,0.0,0.0009377074004802561,-0.00018005370111242165,0.0021168437054703915
goal_regression,3,grouped_5fold_snapshot,5,noise+action,absolute,235,9,22,0.03821095523491091,0.20587930031327709,noise+action,-0.0009377074004802561,-0.002087773440423996,0.00015586150324994736,-0.025157652068464553,0.0,0.0,0.0
goal_regression,3,grouped_5fold_snapshot,5,moe_action,absolute,235,9,22,0.038614839198309804,0.3007264248626059,noise+action,-0.0013415913638791536,-0.003515709612851506,0.0003949266745173453,-0.03599341194624518,-0.00040388396339889783,-0.002187658512569516,0.0008527813444196971
goal_regression,3,grouped_5fold_snapshot,5,moe_state,absolute,235,9,22,0.03857095945786268,0.24298955355851537,noise+action,-0.001297711623432024,-0.0035131437042113575,0.0004604304365145268,-0.034816167058918886,-0.0003600042229517673,-0.002138623028007934,0.0008583701718032712
goal_regression,3,grouped_5fold_snapshot,5,moe_action+state,absolute,235,9,22,0.03759417904071937,0.29457545741887037,noise+action,-0.0003209312062887159,-0.00212782628447077,0.0011023577386223467,-0.008610229184059999,0.0006167761941915402,-0.00045271806647220243,0.0016552541677804572
goal_regression,3,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,9,22,0.038348084376723594,0.30020562487795077,noise+action,-0.0010748365422929436,-0.0030072967940930075,0.0005310156579917216,-0.02883667522259968,-0.00013712914181268802,-0.00137971017607175,0.0008200439056859931
goal_regression,3,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,9,22,0.03761602669699717,0.29520011434059334,noise+action,-0.0003427788625665204,-0.002157966527496461,0.0011306170080327413,-0.009196377629584591,0.0005949285379137357,-0.0005082038819112679,0.0016381958410059563
goal_regression,3,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,9,22,0.04066439742317932,0.20318939314647277,noise+action_within_snapshot,-0.0033911495887486713,-0.009235125726204971,-6.591520723535124e-05,-0.09098079147307747,0.0,0.0,0.0
goal_regression,3,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,9,22,0.0384982316929585,0.18328168685176618,noise+action_within_snapshot,-0.0012249838585278458,-0.005563988319107349,0.002767841226089244,-0.032864961593078126,0.0021661657302208264,-0.004192759073029799,0.009191726558329442
goal_regression,3,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,9,22,0.04391357110804945,0.24725119629784809,noise+action_within_snapshot,-0.006640323273618796,-0.018088826901561515,0.00030398949512168275,-0.17815252652828628,-0.0032491736848701248,-0.009434873812012303,0.0008858553472910099
goal_regression,3,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,9,22,0.03893601506023814,0.2163297000456663,noise+action_within_snapshot,-0.0016627672258074776,-0.005497199792968139,0.001246200040850855,-0.04461020497042705,0.0017283823629411943,-0.0009063604330002304,0.00488220163914824
goal_regression,3,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,9,22,0.0383794288185167,0.1854778004859409,noise+action_within_snapshot,-0.0011061809840860436,-0.004832771057112785,0.0023710465117671078,-0.029677611916185745,0.002284968604662629,-0.00330632731835083,0.008849603740411785
goal_regression,3,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,9,22,0.039168758060748085,0.21693239228121972,noise+action_within_snapshot,-0.0018955102263174364,-0.006144246631148863,0.0011509693899651756,-0.05085444216552776,0.0014956393624312348,-0.0009860892468914117,0.0043285017860389
goal_regression,3,leave_one_worker_out,4,failure_rate_only,absolute,235,9,4,0.038516961139767145,0.19548888928887148,noise+action,0.0,0.0,0.0,0.0,0.0009102195907108541,-0.0002838870820615736,0.0018185359686804074
goal_regression,3,leave_one_worker_out,4,noise+action,absolute,235,9,4,0.03942718073047801,0.27015210711940263,noise+action,-0.0009102195907108541,-0.0018185359686804074,0.0002838870820615736,-0.023631656386596155,0.0,0.0,0.0
goal_regression,3,leave_one_worker_out,4,moe_action,absolute,235,9,4,0.03841115300810334,0.47727200422947136,noise+action,0.00010580813166381912,-0.0018258555726649022,0.001200766846706468,0.0027470529484366997,0.0010160277223746736,-0.00014732240181206468,0.0022588549768175516
goal_regression,3,leave_one_worker_out,4,moe_state,absolute,235,9,4,0.03931563147703336,0.5409113754779662,noise+action,-0.0007986703372662048,-0.0020797772299869727,0.0012064549003273526,-0.02073554905767504,0.00011154925344464911,-0.0015759424623107074,0.002264543030438435
goal_regression,3,leave_one_worker_out,4,moe_action+state,absolute,235,9,4,0.038400273540904216,0.5290462295128222,noise+action,0.00011668759886294547,-0.0018282371576593993,0.001207304737075136,0.0030295120749406794,0.0010269071895737992,-0.00014970398680656355,0.002265392867186219
goal_regression,3,leave_one_worker_out,4,noise+action+moe_action,absolute,235,9,4,0.038385362595050085,0.4822019109543951,noise+action,0.00013159854471706805,-0.0018262418590439412,0.0012344111979194405,0.003416638821519024,0.001041818135427922,-0.00014770868819110388,0.00226317292551075
goal_regression,3,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,9,4,0.03838137038615457,0.5314993931095504,noise+action,0.00013559075361258046,-0.0018293936732957604,0.0012353117051027524,0.003520286897,0.001045810344323434,-0.00015086050244292432,0.002264291199279519
goal_regression,3,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,9,4,0.039029414375611055,0.23968125123282802,noise+action_within_snapshot,-0.0005124532358438995,-0.001496253527162487,0.00040328114192885605,-0.013304612323499557,0.0,0.0,0.0
goal_regression,3,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,9,4,0.04040675468118746,0.3713544868152544,noise+action_within_snapshot,-0.0018897935414202954,-0.0029023962995526243,-0.0004434525437197545,-0.049063931460292774,-0.001377340305576396,-0.0023265734726705483,-0.0004234632152867356
goal_regression,3,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,9,4,0.038635008915544215,0.4412252273747714,noise+action_within_snapshot,-0.00011804777577705946,-0.0018552650225861344,0.0010062701159650833,-0.0030648257880131692,0.00039440546006684027,-0.00039612726120686763,0.0014046365470494107
goal_regression,3,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,9,4,0.03850640530345947,0.43131710121434025,noise+action_within_snapshot,1.0555836307674684e-05,-0.0018422582655847023,0.0010725800711283188,0.0002740568309470351,0.0005230090721515746,-0.00034600473842221564,0.0014256391389400444
goal_regression,3,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,9,4,0.040384403317712765,0.3752123300916953,noise+action_within_snapshot,-0.0018674421779456207,-0.0029880411502893485,-0.00027404279934476595,-0.04848363221514807,-0.0013549889421017207,-0.002419090663394074,-0.0004178904355013998
goal_regression,3,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,9,4,0.038503302215441966,0.4305185279798281,noise+action_within_snapshot,1.3658924325198377e-05,-0.0018500269597893314,0.0010638589130476052,0.0003546210272309388,0.0005261121601690981,-0.00035377343262684455,0.001422849749902678
single_subtask_omission,1,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,84,22,0.25626372797558994,0.7100710481655063,noise+action,0.0,0.0,0.0,0.0,0.008298557797717036,-0.05258715975875141,0.06555210783806453
single_subtask_omission,1,grouped_5fold_snapshot,5,noise+action,absolute,235,84,22,0.2645622857733069,0.7350113778727321,noise+action,-0.008298557797717036,-0.06446277837768441,0.054203259137853864,-0.03238288096123968,0.0,0.0,0.0
single_subtask_omission,1,grouped_5fold_snapshot,5,moe_action,absolute,235,84,22,0.2316894170297863,0.7259124399632227,noise+action,0.02457431094580367,-0.05466518879329205,0.0923474307776942,0.09589461270985827,0.03287286874352071,-0.06035325151408449,0.12477079652544362
single_subtask_omission,1,grouped_5fold_snapshot,5,moe_state,absolute,235,84,22,0.21293826998062176,0.6032552865667291,noise+action,0.04332545799496814,-0.012879790551048279,0.1023689045853173,0.16906590073135536,0.051624015792685184,-0.041916519441030954,0.1446325071710806
single_subtask_omission,1,grouped_5fold_snapshot,5,moe_action+state,absolute,235,84,22,0.23063606454382005,0.7103615735361951,noise+action,0.025627663431769924,-0.054810988567399986,0.09477189471343016,0.10000503635150057,0.03392622122948696,-0.07049117697622745,0.1335906559551326
single_subtask_omission,1,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,84,22,0.23363895939794904,0.7372417753012582,noise+action,0.022624768577640897,-0.06040703017670717,0.09010775822851506,0.08828705004945527,0.030923326375357937,-0.07081734766821475,0.12643155194070826
single_subtask_omission,1,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,84,22,0.232715129945048,0.7247837617730984,noise+action,0.02354859803054194,-0.058748134799453185,0.09275391413411382,0.09189204502942777,0.03184715582825898,-0.0715399558717988,0.12880420873729392
single_subtask_omission,1,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,84,22,0.2576636715062028,0.7140154083025455,noise+action_within_snapshot,-0.0013999435306128495,-0.008018370022104575,0.0043546685513292166,-0.0054629016040311385,0.0,0.0,0.0
single_subtask_omission,1,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,84,22,0.2593468710572201,0.7204927762895762,noise+action_within_snapshot,-0.0030831430816301527,-0.010678605653268567,0.005791822670541565,-0.01203113334058667,-0.0016831995510173039,-0.007635442648543607,0.004786947076033481
single_subtask_omission,1,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,84,22,0.3007869588110283,0.8513315220101739,noise+action_within_snapshot,-0.04452323083543838,-0.09028556410151922,-0.004574442442591062,-0.17373988580888586,-0.04312328730482553,-0.08756945657236746,-0.0019241991000465573
single_subtask_omission,1,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,84,22,0.258600494564317,0.7186738189300506,noise+action_within_snapshot,-0.0023367665887270212,-0.01000240229248624,0.006131917751483281,-0.009118600619708485,-0.0009368230581141711,-0.00731108744959903,0.00521207938055476
single_subtask_omission,1,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,84,22,0.25917175993307096,0.7200425452539234,noise+action_within_snapshot,-0.002908031957480997,-0.010678676138799617,0.005851760964449628,-0.011347809463530468,-0.0015080884268681477,-0.007207885479861987,0.005102557625778134
single_subtask_omission,1,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,84,22,0.2582732637272919,0.7178999329145005,noise+action_within_snapshot,-0.0020095357517020064,-0.009412991604145866,0.006092188562402582,-0.00784167063976148,-0.0006095922210891562,-0.006427031285204453,0.00532066342496367
single_subtask_omission,1,leave_one_worker_out,4,failure_rate_only,absolute,235,84,4,0.3705069857387452,1.0172320315312298,noise+action,0.0,0.0,0.0,0.0,0.035642375736033134,-0.04092612508634473,0.11532464696093771
single_subtask_omission,1,leave_one_worker_out,4,noise+action,absolute,235,84,4,0.4061493614747783,1.492785375817679,noise+action,-0.035642375736033134,-0.11532464696093771,0.04092612508634473,-0.09619893040603981,0.0,0.0,0.0
single_subtask_omission,1,leave_one_worker_out,4,moe_action,absolute,235,84,4,0.4146985992057683,2.5298027043353604,noise+action,-0.04419161346702309,-0.154645978386594,0.07139571995167117,-0.11927336101075252,-0.008549237730989945,-0.04100504660835604,0.030469594865326452
single_subtask_omission,1,leave_one_worker_out,4,moe_state,absolute,235,84,4,0.4077891819230365,3.5015151722336704,noise+action,-0.0372821961842912,-0.16330945761119756,0.116866073761509,-0.10062481307863899,-0.0016398204482580554,-0.05410583673802759,0.07593994867516428
single_subtask_omission,1,leave_one_worker_out,4,moe_action+state,absolute,235,84,4,0.41173900979909894,4.165267893942708,noise+action,-0.04123202406035379,-0.17453615599586664,0.11417618591186861,-0.11128541605805954,-0.005589648324320644,-0.061552552481211324,0.07325006082552386
single_subtask_omission,1,leave_one_worker_out,4,noise+action+moe_action,absolute,235,84,4,0.41837716530114183,2.593659344877975,noise+action,-0.047870179562396635,-0.16564131117648428,0.07240879061483216,-0.1292018272393688,-0.012227803826363489,-0.05031666421554658,0.03148266552848746
single_subtask_omission,1,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,84,4,0.4145845638099636,4.205332958066163,noise+action,-0.044077578071218426,-0.17475871003513394,0.10640643610685183,-0.11896557897102311,-0.008435202335185289,-0.061537375604363,0.0654803110205071
single_subtask_omission,1,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,84,4,0.3794165319664834,1.0776250426049616,noise+action_within_snapshot,-0.008909546227738235,-0.016019229033384742,0.0016173372120353885,-0.024046904837634032,0.0,0.0,0.0
single_subtask_omission,1,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,84,4,0.3771662901815091,1.1078794139648294,noise+action_within_snapshot,-0.006659304442763913,-0.01613617809935932,0.004567976987365057,-0.01797349226624184,0.002250241784974322,-0.0066774095285925626,0.012707874064234645
single_subtask_omission,1,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,84,4,0.4073311881926698,1.1182214652681446,noise+action_within_snapshot,-0.03682420245392465,-0.06325247684496293,-0.0048246885214841785,-0.09938868596634348,-0.027914656226186406,-0.06359461072692818,0.00971073474682456
single_subtask_omission,1,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,84,4,0.37551399322733764,1.1148390434610849,noise+action_within_snapshot,-0.005007007488592488,-0.01302048207812053,0.007116110887278556,-0.013513935448771993,0.003902538739145748,0.003078675546321272,0.005498773675243166
single_subtask_omission,1,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,84,4,0.3777483778588143,1.1078784440599554,noise+action_within_snapshot,-0.007241392120069079,-0.01688074053248068,0.004481712218956267,-0.01954454949244921,0.0016681541076691573,-0.007117512760168208,0.011941078033698633
single_subtask_omission,1,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,84,4,0.37597521463770744,1.1151140266373316,noise+action_within_snapshot,-0.005468228898962266,-0.013590005112854797,0.00673786582449436,-0.014758774083730953,0.0034413173287759715,0.0025162890552448166,0.005120528612458972
single_subtask_omission,3,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,84,22,0.25626372797558994,0.7100710481655063,noise+action,0.0,0.0,0.0,0.0,-0.003656172669464824,-0.056662483204295594,0.05584382915926497
single_subtask_omission,3,grouped_5fold_snapshot,5,noise+action,absolute,235,84,22,0.25260755530612505,0.743272365249052,noise+action,0.003656172669464824,-0.057113530660609306,0.056390344947211034,0.01426722657298222,0.0,0.0,0.0
single_subtask_omission,3,grouped_5fold_snapshot,5,moe_action,absolute,235,84,22,0.24564331974690293,0.7672492739507184,noise+action,0.010620408228686982,-0.06522883949194827,0.07861106671473103,0.04144327530308392,0.006964235559222165,-0.08837049010573507,0.09424989615361828
single_subtask_omission,3,grouped_5fold_snapshot,5,moe_state,absolute,235,84,22,0.20343314181855857,0.5976407343441927,noise+action,0.05283058615703135,-0.008204999941140855,0.10921356851940761,0.20615709673147212,0.04917441348756653,0.015145221614152625,0.08179656186824664
single_subtask_omission,3,grouped_5fold_snapshot,5,moe_action+state,absolute,235,84,22,0.30403789584126373,1.0124654302577143,noise+action,-0.04777416786567387,-0.14706963967063402,0.04506538470248554,-0.18642578972481247,-0.05143034053513868,-0.15427540573835774,0.04522934046432397
single_subtask_omission,3,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,84,22,0.2501671180168132,0.779443446602665,noise+action,0.0060966099587767145,-0.0696405190180513,0.07314250798489137,0.023790374107713907,0.0024404372893118906,-0.08729425416144719,0.0884601006593724
single_subtask_omission,3,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,84,22,0.3055561488251266,1.0205708612937798,noise+action,-0.04929242084953665,-0.14725900581545656,0.04373797376327748,-0.19235036202326666,-0.05294859351900146,-0.15020647370391632,0.043177728509419075
single_subtask_omission,3,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,84,22,0.2532086694324714,0.705418553288592,noise+action_within_snapshot,0.0030550585431185977,-0.008845993626963882,0.01751080271422384,0.01192154101266178,0.0,0.0,0.0
single_subtask_omission,3,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,84,22,0.2559317698446625,0.7140553227513989,noise+action_within_snapshot,0.00033195813092745804,-0.016092782465685736,0.020304961683372712,0.0012953769678987822,-0.0027231004121911397,-0.010574020782496654,0.0051104250973508965
single_subtask_omission,3,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,84,22,0.24647242353589388,0.6888508677680347,noise+action_within_snapshot,0.009791304439696027,-0.0068570498404142526,0.03091843717455452,0.03820792164792313,0.0067362458965774304,-0.005305263624900688,0.019681176362801527
single_subtask_omission,3,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,84,22,0.24755408968897064,0.69188138981762,noise+action_within_snapshot,0.008709638286619303,-0.006809822327486018,0.02813213945088355,0.03398701156586986,0.005654579743500708,-0.004522792849887311,0.017949163255385255
single_subtask_omission,3,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,84,22,0.25513353728845345,0.712225242361665,noise+action_within_snapshot,0.0011301906871364628,-0.015444691023718425,0.02134191185581823,0.004410263973230412,-0.0019248678559821361,-0.00914947007843434,0.006071219393532954
single_subtask_omission,3,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,84,22,0.24765318778914422,0.6921422061394463,noise+action_within_snapshot,0.00861054018644572,-0.007253507272355972,0.027151971397553924,0.0336003079892208,0.005555481643327126,-0.004530270611708218,0.0187421025958368
