failure_type,prefix_queries,cv_scheme,cv_folds,model,feature_scope,n_failure_branches,n_type_positive,heldout_units,brier,log_loss,noise_action_reference,brier_improvement_vs_rate,brier_improvement_vs_rate_ci95_low,brier_improvement_vs_rate_ci95_high,brier_relative_improvement_vs_rate,brier_improvement_vs_noise_action,brier_improvement_vs_noise_action_ci95_low,brier_improvement_vs_noise_action_ci95_high
stagnation,1,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,49,22,0.17412566139338248,0.5355472453277712,noise+action_within_snapshot,-0.002609628747945357,-0.010231411253142643,0.0050658538109135095,-0.015215071778975067,0.0012994180175861516,-0.00929993862395587,0.011774087061587724
stagnation,1,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,49,22,0.18097915713291451,0.553985985604505,noise+action_within_snapshot,-0.009463124487477407,-0.01703134042217514,-0.001949700034837006,-0.05517341056412989,-0.005554077721945897,-0.015225022208733542,0.0038988477731715437
stagnation,1,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,49,22,0.17432367160470777,0.5360132984579676,noise+action_within_snapshot,-0.0028076389592706476,-0.010198889929920215,0.004545593437043616,-0.016369542345202676,0.0011014078062608602,-0.008997542748857258,0.010910887636979815
stagnation,1,leave_one_worker_out,4,failure_rate_only,absolute,235,49,4,0.19120184684203936,0.5915667037887021,noise+action,0.0,0.0,0.0,0.0,0.02267599365270253,-0.012026605430003555,0.04925285602497201
stagnation,1,leave_one_worker_out,4,noise+action,absolute,235,49,4,0.21387784049474184,0.819533778710706,noise+action,-0.02267599365270253,-0.04925285602497201,0.012026605430003555,-0.11859714760724152,0.0,0.0,0.0
stagnation,1,leave_one_worker_out,4,moe_action,absolute,235,49,4,0.1997002614167262,0.8397217009841831,noise+action,-0.008498414574686851,-0.05334249956744602,0.06197958148834238,-0.04444734564571325,0.01417757907801568,-0.011242443191324832,0.04995297605833881
stagnation,1,leave_one_worker_out,4,moe_state,absolute,235,49,4,0.21415449158203465,1.3699968575482173,noise+action,-0.02295264473999527,-0.0739905486865877,0.054340837626526854,-0.12004405354388395,-0.00027665108729274263,-0.0277832001950667,0.042314232196523284
stagnation,1,leave_one_worker_out,4,moe_action+state,absolute,235,49,4,0.19787696881868425,1.0027101058235222,noise+action,-0.0066751219766448934,-0.05470429972599697,0.06517970772850974,-0.03491138860264001,0.016000871676057637,-0.022625735178872435,0.05315310229850619
stagnation,1,leave_one_worker_out,4,noise+action+moe_action,absolute,235,49,4,0.20050295132917179,0.858966433853321,noise+action,-0.009301104487132443,-0.054266783472019506,0.0621145627988102,-0.0486454740932315,0.013374889165570083,-0.012983578965375062,0.05008795736880664
stagnation,1,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,49,4,0.200856322732161,1.0477248956691965,noise+action,-0.00965447589012164,-0.05726839975237126,0.06466143427523902,-0.05049363303534221,0.013021517762580889,-0.023952329317053232,0.052634828845235446
stagnation,1,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,49,4,0.19768190801742994,0.6326843589997612,noise+action_within_snapshot,-0.006480061175390617,-0.012552925691941628,0.00021659825154018338,-0.03389120598162471,0.0,0.0,0.0
stagnation,1,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,49,4,0.19799016071812417,0.637406986889091,noise+action_within_snapshot,-0.0067883138760848226,-0.011002375478261297,-0.0032759906716269987,-0.03550339072662285,-0.00030825270069420634,-0.01043780311494912,0.009276935020314625
stagnation,1,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,49,4,0.18054106517265575,0.5687022977338971,noise+action_within_snapshot,0.0106607816693836,-0.008913557710677084,0.023540141337080257,0.055756687738434674,0.017140842844774212,-0.0083489853473649,0.031029909834860328
stagnation,1,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,49,4,0.19394558919152552,0.6228370128177434,noise+action_within_snapshot,-0.002743742349486145,-0.011714477418607086,0.004556172440948468,-0.01434997828108259,0.003736318825904475,-0.011149905055294906,0.012691872640241358
stagnation,1,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,49,4,0.19779023279011265,0.6368597732785762,noise+action_within_snapshot,-0.006588385948073272,-0.01069607627218729,-0.003091636278541991,-0.03445775266761016,-0.00010832477268265622,-0.01013150390887511,0.011052276354664116
stagnation,1,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,49,4,0.19464135132525529,0.6262064479121315,noise+action_within_snapshot,-0.003439504483215959,-0.011769280137219826,0.004117115945657335,-0.017988866425843113,0.003040556692174662,-0.011204707773907644,0.011376943736937426
stagnation,3,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,49,22,0.17151603264543713,0.5314441145412016,noise+action,0.0,0.0,0.0,0.0,0.031431013670600354,0.007577032814415078,0.05999610437907617
stagnation,3,grouped_5fold_snapshot,5,noise+action,absolute,235,49,22,0.20294704631603747,0.751099310059504,noise+action,-0.031431013670600354,-0.05872711382939456,-0.0066252706614919705,-0.1832540852642939,0.0,0.0,0.0
stagnation,3,grouped_5fold_snapshot,5,moe_action,absolute,235,49,22,0.18710179672188515,0.7643841443533851,noise+action,-0.015585764076448029,-0.04769173499391253,0.013141457708439944,-0.09087059580410986,0.015845249594152323,-0.0018152083050056562,0.03628455740387386
stagnation,3,grouped_5fold_snapshot,5,moe_state,absolute,235,49,22,0.2143357332373938,1.0073843052057974,noise+action,-0.04281970059195666,-0.10275598395962257,0.004414335881191222,-0.2496542155943799,-0.011388686921356318,-0.06832873519679808,0.02502749688945452
stagnation,3,grouped_5fold_snapshot,5,moe_action+state,absolute,235,49,22,0.1951329381567813,0.9483155512834355,noise+action,-0.023616905511344186,-0.0594772420809829,0.007887784472159022,-0.13769503146196094,0.007814108159256166,-0.01790794483391668,0.030565636212560404
stagnation,3,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,49,22,0.18756989647219635,0.769162177741079,noise+action,-0.016053863826759246,-0.04899479760240067,0.01255988144006538,-0.09359978527457112,0.015377149843841104,-0.002144837871801903,0.03509349453924395
stagnation,3,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,49,22,0.19457518236640717,0.9346699232168246,noise+action,-0.023059149720970055,-0.057949074776065035,0.008201476494493659,-0.13444311511471696,0.008371863949630293,-0.01602229177187474,0.030767865730746934
stagnation,3,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,49,22,0.17377286601628653,0.5404601092579688,noise+action_within_snapshot,-0.0022568333708494373,-0.00519589675708294,0.0007271452331490312,-0.01315814816866029,0.0,0.0,0.0
stagnation,3,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,49,22,0.17390300412910592,0.5375420647883088,noise+action_within_snapshot,-0.0023869714836688,-0.009032137163892796,0.004905048913991053,-0.01391690005215557,-0.00013013811281936352,-0.006270751973309143,0.006680464813863812
stagnation,3,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,49,22,0.18710808707213464,0.5823254604403114,noise+action_within_snapshot,-0.015592054426697513,-0.030346347742971826,-0.004677388336233021,-0.09090727080266517,-0.013335221055848077,-0.02985067307548501,-0.0017958760908631489
stagnation,3,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,49,22,0.17327204674611008,0.5380388695779201,noise+action_within_snapshot,-0.0017560141006729587,-0.007174109153670785,0.0036441261055872665,-0.01023819215958103,0.0005008192701764788,-0.006353033085551823,0.0070878684093916575
stagnation,3,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,49,22,0.1736879326105176,0.5370442875962733,noise+action_within_snapshot,-0.002171899965080466,-0.008723689498881814,0.00470509202964949,-0.012662955944009504,8.493340576897095e-05,-0.005898496935520832,0.006705413960631412
stagnation,3,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,49,22,0.17316329917533377,0.5376065281545488,noise+action_within_snapshot,-0.0016472665298966809,-0.007050277105072155,0.0032698285815388355,-0.009604154809841932,0.0006095668409527564,-0.005818809874304442,0.006868758686675246
stagnation,3,leave_one_worker_out,4,failure_rate_only,absolute,235,49,4,0.19120184684203936,0.5915667037887021,noise+action,0.0,0.0,0.0,0.0,0.03820686545818312,-0.008410859512711977,0.07049128975555728
stagnation,3,leave_one_worker_out,4,noise+action,absolute,235,49,4,0.22940871230022247,1.1192258250986944,noise+action,-0.03820686545818312,-0.07049128975555728,0.008410859512711977,-0.1998247720365775,0.0,0.0,0.0
stagnation,3,leave_one_worker_out,4,moe_action,absolute,235,49,4,0.21323610801032924,1.4240585150463756,noise+action,-0.022034261168289927,-0.07088390638862162,0.05491973261433602,-0.11524083858088172,0.0161726042898932,-0.0023200527254769615,0.046508873101624014
stagnation,3,leave_one_worker_out,4,moe_state,absolute,235,49,4,0.21698982452145213,2.457277948976944,noise+action,-0.025787977679412835,-0.07658931188894318,0.05122486372157931,-0.1348730574800225,0.012418887778770286,-0.006109642099850519,0.04281400420886735
stagnation,3,leave_one_worker_out,4,moe_action+state,absolute,235,49,4,0.21504375221724084,1.8378293533641294,noise+action,-0.023841905375201474,-0.07637427921267753,0.05555860146616928,-0.12469495336464176,0.014364960082981645,-0.005619064481897361,0.047147741953457334
stagnation,3,leave_one_worker_out,4,noise+action+moe_action,absolute,235,49,4,0.2138824794171704,1.452398301297223,noise+action,-0.022680632575131022,-0.07152565522613974,0.05373854081843737,-0.11862140951948302,0.0155262328830521,-0.0026404034841939427,0.045327681305725384
stagnation,3,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,49,4,0.21531322285376595,1.8342889000414304,noise+action,-0.02411137601172661,-0.07640373183761787,0.05475599808881117,-0.12610430500520284,0.01409548944645651,-0.005563543242161299,0.04634513857609918
stagnation,3,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,49,4,0.19504585529923188,0.6167182267606737,noise+action_within_snapshot,-0.0038440084571925493,-0.011152736335062566,0.003266997023823885,-0.020104452549395413,0.0,0.0,0.0
stagnation,3,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,49,4,0.1930188162172994,0.6076824854369887,noise+action_within_snapshot,-0.0018169693752600733,-0.004390806041503973,0.0024052795379040765,-0.00950288611365326,0.0020270390819324743,-0.001757141632352029,0.007948638059814201
stagnation,3,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,49,4,0.1955321837970207,0.6209543084002017,noise+action_within_snapshot,-0.004330336954981364,-0.00625295459025182,-0.0009684835344509665,-0.022647987069700504,-0.000486328497788813,-0.009164282947095008,0.00549314659337438
stagnation,3,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,49,4,0.1933253086282699,0.6045687717799442,noise+action_within_snapshot,-0.002123461786230575,-0.00577593421340824,-0.00023831472704210224,-0.011105864411366614,0.0017205466709619736,-0.0040101917342348315,0.009891108191661863
stagnation,3,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,49,4,0.1931283651281184,0.608600463252786,noise+action_within_snapshot,-0.0019265182860790735,-0.004958742745075395,0.0025287074095360503,-0.010075835133907775,0.0019174901711134743,-0.0016114494039768572,0.007327431844360554
stagnation,3,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,49,4,0.19340570556358916,0.6048393416257785,noise+action_within_snapshot,-0.002203858721549818,-0.005693747258442097,-0.00020575419735875504,-0.011526346413225428,0.0016401497356427306,-0.00396583928233316,0.009538829837905891
loop_or_cycling,1,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,163,22,0.22162473535667487,0.6380609017315632,noise+action,0.0,0.0,0.0,0.0,0.004681070799159659,-0.018021975727452507,0.0263425613190906
loop_or_cycling,1,grouped_5fold_snapshot,5,noise+action,absolute,235,163,22,0.22630580615583454,0.6520645945087246,noise+action,-0.004681070799159659,-0.027769939161824516,0.0180155294380921,-0.02112160807152736,0.0,0.0,0.0
loop_or_cycling,1,grouped_5fold_snapshot,5,moe_action,absolute,235,163,22,0.21053558586414478,0.6256204150417736,noise+action,0.011089149492530138,-0.02018317819933977,0.03792162644874117,0.050035703256153516,0.015770220291689792,-0.016810959267814722,0.046095894472371376
loop_or_cycling,1,grouped_5fold_snapshot,5,moe_state,absolute,235,163,22,0.20141318842498457,0.6075032640977449,noise+action,0.02021154693169033,-0.007739470498760455,0.04668597417712605,0.0911971621721853,0.024892617730849984,-0.005225480981587322,0.056002420286762285
loop_or_cycling,1,grouped_5fold_snapshot,5,moe_action+state,absolute,235,163,22,0.20882510354673586,0.6205069942916501,noise+action,0.01279963180993903,-0.01623267584451502,0.03822990527344545,0.05775362478984922,0.01748070260909869,-0.0146011704794813,0.04991760147789544
loop_or_cycling,1,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,163,22,0.2111051384592464,0.6272260446299875,noise+action,0.010519596897428506,-0.020422421058185442,0.03712150182039485,0.0474658069213197,0.015200667696588168,-0.015874866452220728,0.045685682806808674
loop_or_cycling,1,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,163,22,0.20879091159249744,0.6201294803074425,noise+action,0.012833823764177436,-0.015087863635703623,0.03842597300748329,0.0579079033913933,0.017514894563337092,-0.012489226980125834,0.04819718265701194
loop_or_cycling,1,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,163,22,0.22752904738036334,0.6530435269211845,noise+action_within_snapshot,-0.005904312023688438,-0.012031252773203402,-0.0004352683950363834,-0.02664103361110054,0.0,0.0,0.0
loop_or_cycling,1,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,163,22,0.2316526632302146,0.6613350746396522,noise+action_within_snapshot,-0.010027927873539734,-0.020209513076066648,-0.0005150825927261193,-0.04524733151920587,-0.004123615849851298,-0.014498477631495218,0.006000993571818611
loop_or_cycling,1,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,163,22,0.22419758724767708,0.6754775805252083,noise+action_within_snapshot,-0.002572851891002182,-0.028208562386184483,0.017188603859650622,-0.011609046647530234,0.00333146013268626,-0.01957380958787118,0.021826686988448713
loop_or_cycling,1,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,163,22,0.22699682602399013,0.6511637060501324,noise+action_within_snapshot,-0.005372090667315284,-0.01640265197990556,0.004112272375750713,-0.024239580742960096,0.0005322213563731543,-0.008178727479983817,0.008264873373994817
loop_or_cycling,1,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,163,22,0.23127911970684037,0.6603806563077596,noise+action_within_snapshot,-0.009654384350165468,-0.01947957495363302,8.677258414967654e-06,-0.04356185393578947,-0.003750072326477028,-0.013120545280256671,0.005593131847765235
loop_or_cycling,1,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,163,22,0.22689578501362068,0.6508865565495143,noise+action_within_snapshot,-0.005271049656945776,-0.01616247195408176,0.003930030052876047,-0.023783670394293934,0.0006332623667426641,-0.007841103760179996,0.008319951163072659
loop_or_cycling,1,leave_one_worker_out,4,failure_rate_only,absolute,235,163,4,0.25956621623349946,0.7263000862184579,noise+action,0.0,0.0,0.0,0.0,0.01779129612615085,-0.03001223126542888,0.0662486842037304
loop_or_cycling,1,leave_one_worker_out,4,noise+action,absolute,235,163,4,0.27735751235965034,0.8287185266319582,noise+action,-0.01779129612615085,-0.0662486842037304,0.03001223126542888,-0.06854241813251317,0.0,0.0,0.0
loop_or_cycling,1,leave_one_worker_out,4,moe_action,absolute,235,163,4,0.26709337550767964,0.8194083804341887,noise+action,-0.007527159274180157,-0.059910548365426586,0.033262140206988304,-0.02899899448936339,0.010264136851970699,-0.03703911073433289,0.056841791743905634
loop_or_cycling,1,leave_one_worker_out,4,moe_state,absolute,235,163,4,0.3099204340091961,1.116612429866151,noise+action,-0.05035421777569668,-0.09854634417059263,0.015668503723037863,-0.19399372732851816,-0.03256292164954583,-0.09805811223013812,0.08191718792676828
loop_or_cycling,1,leave_one_worker_out,4,moe_action+state,absolute,235,163,4,0.27165927964301134,0.913773935155371,noise+action,-0.012093063409511813,-0.0937407379875575,0.036504528891137256,-0.04658951224466433,0.00569823271663903,-0.0708693003564638,0.07872498456916091
loop_or_cycling,1,leave_one_worker_out,4,noise+action+moe_action,absolute,235,163,4,0.26603944543717706,0.8162205562152526,noise+action,-0.006473229203677538,-0.05974680535465937,0.036594464376711225,-0.024938643008358137,0.011318066922473308,-0.036875367723565686,0.05590867017207433
loop_or_cycling,1,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,163,4,0.2707978449585234,0.9055722125163651,noise+action,-0.01123162872502392,-0.09303048398492596,0.04018314404227482,-0.04327076492466269,0.006559667401126938,-0.07015904635383227,0.07624982626824148
loop_or_cycling,1,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,163,4,0.26793259725385565,0.75417876690099,noise+action_within_snapshot,-0.008366381020356169,-0.011485103595287382,-0.005816858603552471,-0.032232164654393915,0.0,0.0,0.0
loop_or_cycling,1,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,163,4,0.266256796145668,0.7524847950293106,noise+action_within_snapshot,-0.006690579912168548,-0.016774009639748053,-0.0005438316535755594,-0.02577600432465319,0.001675801108187623,-0.010957151036195587,0.00937671029209245
loop_or_cycling,1,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,163,4,0.23933920629556746,0.6904087320859374,noise+action_within_snapshot,0.020227009937931983,0.01525252329044011,0.027562556030637595,0.07792620407786911,0.028593390958288157,0.025207905950341183,0.03337941463419008
loop_or_cycling,1,leave_one_worker_out,4,moe_action+state_within_snapshot,within_snapshot_centered,235,163,4,0.2621992210194531,0.7420869770308604,noise+action_within_snapshot,-0.002633004785953632,-0.006678542885068515,6.021831277016763e-05,-0.010143865500528176,0.0057333762344025365,0.0035910044757527025,0.007383018867814156
loop_or_cycling,1,leave_one_worker_out,4,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,163,4,0.2662481590275556,0.7522280020664911,noise+action_within_snapshot,-0.006681942794056147,-0.01564444561468349,-0.0012184992938107093,-0.025742729123289426,0.0016844382263000238,-0.009827587011131029,0.008702042651857306
loop_or_cycling,1,leave_one_worker_out,4,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,163,4,0.2625599957471083,0.7431124974568666,noise+action_within_snapshot,-0.002993779513608829,-0.0068146935154274136,-0.0003693850646858315,-0.011533779538226568,0.005372601506747342,0.0030498615688880517,0.0068564544781718586
loop_or_cycling,3,grouped_5fold_snapshot,5,failure_rate_only,absolute,235,163,22,0.22162473535667487,0.6380609017315632,noise+action,0.0,0.0,0.0,0.0,0.007782073255982562,-0.019754604059354364,0.0376653463956384
loop_or_cycling,3,grouped_5fold_snapshot,5,noise+action,absolute,235,163,22,0.2294068086126575,0.6731391945713046,noise+action,-0.007782073255982562,-0.03675368882518925,0.020158151880106095,-0.03511373964399043,0.0,0.0,0.0
loop_or_cycling,3,grouped_5fold_snapshot,5,moe_action,absolute,235,163,22,0.19349550490006626,0.5877147661739384,noise+action,0.028129230456608638,-0.003345379674833267,0.055824253938298686,0.1269227932132145,0.0359113037125912,0.0035856645644048034,0.06784746645423824
loop_or_cycling,3,grouped_5fold_snapshot,5,moe_state,absolute,235,163,22,0.20254685355302054,0.61624470429983,noise+action,0.019077881803654332,-0.0151472169710888,0.04716658921451067,0.08608191577962214,0.0268599550596369,-0.005957586591870698,0.059652155658954285
loop_or_cycling,3,grouped_5fold_snapshot,5,moe_action+state,absolute,235,163,22,0.19549509916240335,0.5991803881609249,noise+action,0.026129636194271524,-0.0026440243216134625,0.051698388801286646,0.1179003605000111,0.03391170945025409,0.0061016822202183095,0.06260306989510218
loop_or_cycling,3,grouped_5fold_snapshot,5,noise+action+moe_action,absolute,235,163,22,0.1939209713778037,0.5875600850311364,noise+action,0.027703763978871136,-0.00413527954610078,0.05402195509344798,0.12500303242003064,0.0354858372348537,0.003293114310401329,0.06722473193869884
loop_or_cycling,3,grouped_5fold_snapshot,5,noise+action+moe_action+state,absolute,235,163,22,0.19437021049502354,0.5952721701578869,noise+action,0.027254524861651336,-0.002292550399355011,0.051702636122143784,0.1229760063459924,0.0350365981176339,0.005252696805075153,0.06432676827647534
loop_or_cycling,3,grouped_5fold_snapshot,5,noise+action_within_snapshot,within_snapshot_centered,235,163,22,0.21886644284310705,0.6430485262125156,noise+action_within_snapshot,0.00275829251356782,-0.014878850085181321,0.019390264787186355,0.012445779164174628,0.0,0.0,0.0
loop_or_cycling,3,grouped_5fold_snapshot,5,moe_action_within_snapshot,within_snapshot_centered,235,163,22,0.213786774230762,0.6265217488554967,noise+action_within_snapshot,0.007837961125912864,-0.01582944795069895,0.033521664669537925,0.03536591307508492,0.005079668612345044,-0.011881391410428058,0.019958495218432844
loop_or_cycling,3,grouped_5fold_snapshot,5,moe_state_within_snapshot,within_snapshot_centered,235,163,22,0.19837777561984668,0.6185182969941905,noise+action_within_snapshot,0.0232469597368282,-0.00766721343516437,0.05795638356922261,0.10489334459628516,0.02048866722326038,-0.0013134261791694101,0.043204992089608686
loop_or_cycling,3,grouped_5fold_snapshot,5,moe_action+state_within_snapshot,within_snapshot_centered,235,163,22,0.19986482051729265,0.6075729656139488,noise+action_within_snapshot,0.02175991483938221,-0.00664720609197762,0.05340038973959275,0.09818360213431315,0.019001622325814385,0.0011383347045712858,0.038368357171526285
loop_or_cycling,3,grouped_5fold_snapshot,5,noise+action+moe_action_within_snapshot,within_snapshot_centered,235,163,22,0.2134717990896967,0.6266278313482131,noise+action_within_snapshot,0.008152936266978206,-0.014738732638226266,0.033240359315922285,0.03678712240245731,0.005394643753410384,-0.010448607663901847,0.01975625399673435
loop_or_cycling,3,grouped_5fold_snapshot,5,noise+action+moe_action+state_within_snapshot,within_snapshot_centered,235,163,22,0.2002257585973241,0.6081807175426733,noise+action_within_snapshot,0.02139897675935075,-0.006727607153829415,0.053204928927359466,0.09655500197174294,0.01864068424578293,0.0009316591105889298,0.03735571950999801
loop_or_cycling,3,leave_one_worker_out,4,failure_rate_only,absolute,235,163,4,0.25956621623349946,0.7263000862184579,noise+action,0.0,0.0,0.0,0.0,0.05264687210068242,-0.031076827902501828,0.11511652325387896
loop_or_cycling,3,leave_one_worker_out,4,noise+action,absolute,235,163,4,0.31221308833418193,1.0507044503513374,noise+action,-0.05264687210068242,-0.11511652325387896,0.031076827902501828,-0.20282636494312717,0.0,0.0,0.0
loop_or_cycling,3,leave_one_worker_out,4,moe_action,absolute,235,163,4,0.2719854272278933,0.8539517551309797,noise+action,-0.012419210994393847,-0.07133429444300908,0.05956632068417659,-0.047846022393075324,0.040227661106288566,0.014580346105916209,0.07671120056082677
loop_or_cycling,3,leave_one_worker_out,4,moe_state,absolute,235,163,4,0.26175032971545775,1.3022930945990125,noise+action,-0.002184113481958301,-0.11076641812417813,0.06789323151127824,-0.008414475171890342,0.05046275861872412,-0.024851777575252837,0.13864146842136754
loop_or_cycling,3,leave_one_worker_out,4,moe_action+state,absolute,235,163,4,0.3076378489122588,1.3661840348412866,noise+action,-0.04807163267875933,-0.11917827181912585,0.06560524232220478,-0.18519988223550346,0.0045752394219230825,-0.019122685830314498,0.03452841441970299
loop_or_cycling,3,leave_one_worker_out,4,noise+action+moe_action,absolute,235,163,4,0.2736069698098142,0.856364749012432,noise+action,-0.01404075357631468,-0.0706647524675897,0.058739739767993966,-0.05409314732886486,0.03860611852436773,0.015249888081335584,0.0723486984316349
loop_or_cycling,3,leave_one_worker_out,4,noise+action+moe_action+state,absolute,235,163,4,0.30793110740311375,1.3613845888765992,noise+action,-0.04836489116961429,-0.12071133746523421,0.06530602644716564,-0.18632968446905435,0.004281980931068127,-0.018735941279853327,0.03422919854466381
loop_or_cycling,3,leave_one_worker_out,4,noise+action_within_snapshot,within_snapshot_centered,235,163,4,0.28328505205376714,0.8133339466435505,noise+action_within_snapshot,-0.02371883582026769,-0.04321706525434924,-0.005763214269375842,-0.0913787478372409,0.0,0.0,0.0
loop_or_cycling,3,leave_one_worker_out,4,moe_action_within_snapshot,within_snapshot_centered,235,163,4,0.2860019809726017,0.852423121516062,noise+action_within_snapshot,-0.026435764739102235,-0.05532135896384252,-0.006473802928144687,-0.1018459378986411,-0.002716928918834548,-0.015484182867086943,0.00985954275764245
loop_or_cycling,3,leave_one_worker_out,4,moe_state_within_snapshot,within_snapshot_centered,235,163,4,0.27842694137475726,0.8370307732572293,noise+action_within_snapshot,-0.01886072514125781,-0.05346749923859355,0.003261478507113521,-0.07266248056061024,0.00485811067900988,-0.010250433984244304,0.015520287683358397
