corpus,t,baseline_set,cell,auc,det,p_point
B,20,B3_means+moments,dent_abs|mean|W8,0.49850597609561753,0.5014940239043825,
B,20,B3_means+moments,dtop1_abs|mean|W8,0.549800796812749,0.549800796812749,
B,25,B1_stated,hell|prev|fracabove_q75|W12,0.4900398406374502,0.5099601593625498,
B,25,B1_stated,hell|prev|fracabove_q75|W20,0.5448207171314741,0.5448207171314741,
B,25,B1_stated,cos|prev|fracabove_q75|W12,0.4850597609561753,0.5149402390438247,
B,25,B1_stated,hell|prev|fracabove_q90|W12,0.5557768924302788,0.5557768924302788,
B,25,B1_stated,hell|prev|fracbelow_q10|W12,0.4651394422310757,0.5348605577689243,
B,25,B1_stated,hell|prev|ewm0.15|W12,0.4760956175298805,0.5239043824701195,
B,25,B1_stated,hell|prev|median|W3,0.4721115537848606,0.5278884462151394,
B,25,B1_stated,hell|prev|max|W3,0.4198207171314741,0.5801792828685259,
B,25,B1_stated,hell|prev|slope|W20,0.4860557768924303,0.5139442231075697,
B,25,B1_stated,hell|runmean|mean|W8,0.44721115537848605,0.5527888446215139,
B,25,B1_stated,dent_abs|mean|W8,0.5577689243027888,0.5577689243027888,
B,25,B1_stated,dtop1_abs|mean|W8,0.6110557768924303,0.6110557768924303,
B,25,B2_all_window_means,hell|prev|fracabove_q75|W12,0.5283864541832669,0.5283864541832669,
B,25,B2_all_window_means,hell|prev|fracabove_q75|W20,0.5443227091633466,0.5443227091633466,
B,25,B2_all_window_means,cos|prev|fracabove_q75|W12,0.5104581673306773,0.5104581673306773,
B,25,B2_all_window_means,hell|prev|fracabove_q90|W12,0.5084661354581673,0.5084661354581673,
B,25,B2_all_window_means,hell|prev|fracbelow_q10|W12,0.47260956175298807,0.5273904382470119,
B,25,B2_all_window_means,hell|prev|ewm0.15|W12,0.5692231075697212,0.5692231075697212,
B,25,B2_all_window_means,hell|prev|median|W3,0.4701195219123506,0.5298804780876494,
B,25,B2_all_window_means,hell|prev|max|W3,0.49750996015936255,0.5024900398406374,
B,25,B2_all_window_means,hell|prev|slope|W20,0.6065737051792829,0.6065737051792829,
B,25,B2_all_window_means,hell|runmean|mean|W8,0.5473107569721115,0.5473107569721115,
B,25,B2_all_window_means,dent_abs|mean|W8,0.5109561752988048,0.5109561752988048,
B,25,B2_all_window_means,dtop1_abs|mean|W8,0.5707171314741036,0.5707171314741036,
B,25,B3_means+moments,hell|prev|fracabove_q75|W12,0.49352589641434264,0.5064741035856574,
B,25,B3_means+moments,hell|prev|fracabove_q75|W20,0.5328685258964143,0.5328685258964143,
B,25,B3_means+moments,cos|prev|fracabove_q75|W12,0.48406374501992033,0.5159362549800797,
B,25,B3_means+moments,hell|prev|fracabove_q90|W12,0.5303784860557769,0.5303784860557769,
B,25,B3_means+moments,hell|prev|fracbelow_q10|W12,0.47260956175298807,0.5273904382470119,
B,25,B3_means+moments,hell|prev|ewm0.15|W12,0.5094621513944223,0.5094621513944223,
B,25,B3_means+moments,hell|prev|median|W3,0.46713147410358563,0.5328685258964143,
B,25,B3_means+moments,hell|prev|max|W3,0.5124501992031872,0.5124501992031872,
B,25,B3_means+moments,hell|prev|slope|W20,0.6220119521912351,0.6220119521912351,
B,25,B3_means+moments,hell|runmean|mean|W8,0.5164342629482072,0.5164342629482072,
B,25,B3_means+moments,dent_abs|mean|W8,0.48705179282868527,0.5129482071713147,
B,25,B3_means+moments,dtop1_abs|mean|W8,0.5024900398406374,0.5024900398406374,
B,30,B1_stated,hell|prev|fracabove_q75|W12,0.6344621513944223,0.6344621513944223,
B,30,B1_stated,hell|prev|fracabove_q75|W20,0.6469123505976095,0.6469123505976095,
B,30,B1_stated,cos|prev|fracabove_q75|W12,0.6274900398406374,0.6274900398406374,
B,30,B1_stated,hell|prev|fracabove_q90|W12,0.5049800796812749,0.5049800796812749,
B,30,B1_stated,hell|prev|fracbelow_q10|W12,0.4297808764940239,0.5702191235059761,
B,30,B1_stated,hell|prev|ewm0.15|W12,0.6334661354581673,0.6334661354581673,
B,30,B1_stated,hell|prev|median|W3,0.6304780876494024,0.6304780876494024,
B,30,B1_stated,hell|prev|max|W3,0.545816733067729,0.545816733067729,
B,30,B1_stated,hell|prev|slope|W20,0.500996015936255,0.500996015936255,
B,30,B1_stated,hell|runmean|mean|W8,0.4895418326693227,0.5104581673306773,
B,30,B1_stated,dent_abs|mean|W8,0.5338645418326693,0.5338645418326693,
B,30,B1_stated,dtop1_abs|mean|W8,0.5749501992031872,0.5749501992031872,
B,30,B2_all_window_means,hell|prev|fracabove_q75|W12,0.5582669322709163,0.5582669322709163,
B,30,B2_all_window_means,hell|prev|fracabove_q75|W20,0.6115537848605578,0.6115537848605578,
B,30,B2_all_window_means,cos|prev|fracabove_q75|W12,0.5547808764940239,0.5547808764940239,
B,30,B2_all_window_means,hell|prev|fracabove_q90|W12,0.5099601593625498,0.5099601593625498,
B,30,B2_all_window_means,hell|prev|fracbelow_q10|W12,0.43227091633466136,0.5677290836653386,
B,30,B2_all_window_means,hell|prev|ewm0.15|W12,0.5119521912350598,0.5119521912350598,
B,30,B2_all_window_means,hell|prev|median|W3,0.5722111553784861,0.5722111553784861,
B,30,B2_all_window_means,hell|prev|max|W3,0.5034860557768924,0.5034860557768924,
B,30,B2_all_window_means,hell|prev|slope|W20,0.5373505976095617,0.5373505976095617,
B,30,B2_all_window_means,hell|runmean|mean|W8,0.49352589641434264,0.5064741035856574,
B,30,B2_all_window_means,dent_abs|mean|W8,0.5199203187250996,0.5199203187250996,
B,30,B2_all_window_means,dtop1_abs|mean|W8,0.5826693227091634,0.5826693227091634,
B,30,B3_means+moments,hell|prev|fracabove_q75|W12,0.5069721115537849,0.5069721115537849,0.8557213930348259
B,30,B3_means+moments,hell|prev|fracabove_q75|W20,0.5672310756972112,0.5672310756972112,0.08955223880597014
B,30,B3_means+moments,cos|prev|fracabove_q75|W12,0.5,0.5,1.0
B,30,B3_means+moments,hell|prev|fracabove_q90|W12,0.5074701195219123,0.5074701195219123,0.8606965174129353
B,30,B3_means+moments,hell|prev|fracbelow_q10|W12,0.44223107569721115,0.5577689243027888,0.14925373134328357
B,30,B3_means+moments,hell|prev|ewm0.15|W12,0.5542828685258964,0.5542828685258964,0.15920398009950248
B,30,B3_means+moments,hell|prev|median|W3,0.5662350597609562,0.5662350597609562,0.03482587064676617
B,30,B3_means+moments,hell|prev|max|W3,0.5099601593625498,0.5099601593625498,0.7860696517412935
B,30,B3_means+moments,hell|prev|slope|W20,0.5707171314741036,0.5707171314741036,0.05472636815920398
B,30,B3_means+moments,hell|runmean|mean|W8,0.47758964143426297,0.522410358565737,0.5422885572139303
B,30,B3_means+moments,dent_abs|mean|W8,0.5189243027888446,0.5189243027888446,0.572139303482587
B,30,B3_means+moments,dtop1_abs|mean|W8,0.5901394422310757,0.5901394422310757,0.014925373134328358
