experiment,unit,event,leg,signal,lead,effect,ci_lo,ci_hi,p_maxT,n_groups,n_groups_pos,n_groups_neg,n_events_used,n_pairs
E3,U2_grid_S8,static,resid_mob1w8,D_layer,2,-0.130872,-0.26147,-0.000274,0.367316,21,4,15,62,153
E3,U2_grid_S8,static,resid_mob1w8,flow_com,-4,-0.179001,-0.255202,-0.102801,0.04048,23,3,20,69,263
E3,U2_grid_S8,static,resid_mob1w8,flow_com,-3,-0.214722,-0.290615,-0.13883,0.004498,23,3,20,69,259
E3,U2_grid_S8,static,resid_mob1w8,flow_com,-2,-0.195134,-0.27493,-0.115338,0.017491,23,3,17,68,252
E3,U2_grid_S8,static,resid_mob1w8,flow_com,-1,-0.196358,-0.270979,-0.121736,0.015992,22,2,20,67,233
E3,U2_grid_S8,static,resid_mob1w8,flow_com,0,-0.117292,-0.193093,-0.041491,0.543228,22,5,14,67,208
E3,U2_grid_S8,static,resid_mob1w8,flow_com,1,-0.154357,-0.246311,-0.062403,0.141429,22,3,15,64,176
E3,U2_grid_S8,static,resid_mob1w8,flow_com,2,-0.162511,-0.277475,-0.047547,0.089455,21,4,13,62,153
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,-4,-0.271092,-0.327004,-0.21518,0.0005,23,0,23,69,263
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,-3,-0.212264,-0.260289,-0.164239,0.005997,23,2,21,69,259
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,-2,-0.200067,-0.27308,-0.127054,0.012494,23,1,21,68,252
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,-1,-0.23089,-0.330205,-0.131574,0.001499,22,5,17,67,233
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,0,-0.194213,-0.300813,-0.087614,0.018491,22,3,19,67,208
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,1,-0.191227,-0.286519,-0.095936,0.02099,22,1,18,64,176
E3,U2_grid_S8,static,resid_mob1w8,min_mob_k,2,-0.165901,-0.276497,-0.055304,0.075462,21,5,16,62,153
E3,U3_grid_objaware,static,raw,D_tok,-4,-0.000168,-0.149891,0.149555,1.0,28,14,11,46,145
E3,U3_grid_objaware,static,raw,D_tok,-3,-0.114065,-0.277011,0.04888,0.994503,27,8,18,45,142
E3,U3_grid_objaware,static,raw,D_tok,-2,-0.110317,-0.257762,0.037127,0.997001,27,8,16,45,142
E3,U3_grid_objaware,static,raw,D_tok,-1,-0.258884,-0.390178,-0.127591,0.083458,27,6,20,45,132
E3,U3_grid_objaware,static,raw,D_tok,0,-0.176667,-0.33293,-0.020403,0.651674,25,7,16,43,117
E3,U3_grid_objaware,static,raw,D_tok,1,-0.234345,-0.396675,-0.072016,0.172414,20,4,15,37,100
E3,U3_grid_objaware,static,raw,D_tok,2,-0.218552,-0.38687,-0.050233,0.275862,18,3,14,34,97
E3,U3_grid_objaware,static,raw,C,-4,0.004632,-0.145369,0.154634,1.0,28,12,14,46,145
E3,U3_grid_objaware,static,raw,C,-3,0.118474,-0.037475,0.274424,0.993503,27,18,8,45,142
E3,U3_grid_objaware,static,raw,C,-2,0.094114,-0.049007,0.237234,1.0,27,15,7,45,142
E3,U3_grid_objaware,static,raw,C,-1,0.20884,0.06675,0.350931,0.344328,27,19,7,45,132
E3,U3_grid_objaware,static,raw,C,0,0.22,0.07467,0.36533,0.265367,25,16,5,43,117
E3,U3_grid_objaware,static,raw,C,1,0.207321,0.055688,0.358955,0.358821,20,14,4,37,100
E3,U3_grid_objaware,static,raw,C,2,0.167626,-0.017819,0.35307,0.743128,18,13,4,34,97
E3,U3_grid_objaware,static,raw,S_ent,-4,-0.032846,-0.184723,0.11903,1.0,28,12,13,46,145
E3,U3_grid_objaware,static,raw,S_ent,-3,0.064947,-0.090515,0.220409,1.0,27,12,12,45,142
E3,U3_grid_objaware,static,raw,S_ent,-2,0.066578,-0.09414,0.227297,1.0,27,13,12,45,142
E3,U3_grid_objaware,static,raw,S_ent,-1,0.116446,-0.042897,0.275789,0.993503,27,15,11,45,132
E3,U3_grid_objaware,static,raw,S_ent,0,0.077024,-0.096932,0.250979,1.0,25,13,12,43,117
E3,U3_grid_objaware,static,raw,S_ent,1,0.13369,-0.060149,0.32753,0.963018,20,13,6,37,100
E3,U3_grid_objaware,static,raw,S_ent,2,0.170503,-0.004746,0.345751,0.712144,18,12,5,34,97
E3,U3_grid_objaware,static,raw,S_margin,-4,-0.040474,-0.188032,0.107084,1.0,28,11,15,46,145
E3,U3_grid_objaware,static,raw,S_margin,-3,-0.137191,-0.2671,-0.007283,0.952024,27,6,16,45,142
E3,U3_grid_objaware,static,raw,S_margin,-2,-0.079211,-0.219972,0.06155,1.0,27,9,16,45,142
E3,U3_grid_objaware,static,raw,S_margin,-1,-0.047377,-0.214535,0.119782,1.0,27,11,15,45,132
E3,U3_grid_objaware,static,raw,S_margin,0,0.031548,-0.14346,0.206555,1.0,25,13,11,43,117
E3,U3_grid_objaware,static,raw,S_margin,1,-0.10878,-0.299314,0.081754,0.999,20,7,12,37,100
E3,U3_grid_objaware,static,raw,S_margin,2,-0.141667,-0.301664,0.018331,0.934033,18,5,12,34,97
E3,U3_grid_objaware,static,raw,V,-4,-0.089245,-0.252696,0.074206,1.0,28,9,17,46,145
E3,U3_grid_objaware,static,raw,V,-3,-0.131437,-0.294071,0.031196,0.971014,27,9,18,45,142
E3,U3_grid_objaware,static,raw,V,-2,-0.101235,-0.249793,0.047324,1.0,27,8,15,45,142
E3,U3_grid_objaware,static,raw,V,-1,-0.140983,-0.285398,0.003431,0.935032,27,7,18,45,132
E3,U3_grid_objaware,static,raw,V,0,-0.190333,-0.362295,-0.018371,0.51974,25,7,17,43,117
E3,U3_grid_objaware,static,raw,V,1,-0.143095,-0.314084,0.027894,0.927036,20,6,13,37,100
E3,U3_grid_objaware,static,raw,V,2,-0.108929,-0.284478,0.066621,0.999,18,5,12,34,97
E3,U3_grid_objaware,static,raw,A,-4,-0.005083,-0.15898,0.148814,1.0,28,12,12,46,145
E3,U3_grid_objaware,static,raw,A,-3,-0.057826,-0.220393,0.10474,1.0,27,11,16,45,142
E3,U3_grid_objaware,static,raw,A,-2,-0.059568,-0.199442,0.080306,1.0,27,10,12,45,142
E3,U3_grid_objaware,static,raw,A,-1,-0.201653,-0.338391,-0.064916,0.412294,27,7,18,45,132
E3,U3_grid_objaware,static,raw,A,0,-0.192452,-0.356115,-0.02879,0.50075,25,7,18,43,117
E3,U3_grid_objaware,static,raw,A,1,-0.165208,-0.355795,0.025379,0.770615,20,6,13,37,100
E3,U3_grid_objaware,static,raw,A,2,-0.156052,-0.3395,0.027397,0.842579,18,5,12,34,97
E3,U3_grid_objaware,static,raw,D_layer,-4,0.00959,-0.139915,0.159094,1.0,28,13,12,46,145
E3,U3_grid_objaware,static,raw,D_layer,-3,0.001279,-0.156083,0.158641,1.0,27,13,11,45,142
E3,U3_grid_objaware,static,raw,D_layer,-2,-0.055357,-0.216102,0.105388,1.0,27,12,12,45,142
E3,U3_grid_objaware,static,raw,D_layer,-1,-0.067593,-0.2235,0.088315,1.0,27,11,14,45,132
E3,U3_grid_objaware,static,raw,D_layer,0,0.04369,-0.125595,0.212976,1.0,25,14,10,43,117
E3,U3_grid_objaware,static,raw,D_layer,1,-0.127232,-0.313484,0.059019,0.98001,20,7,11,37,100
E3,U3_grid_objaware,static,raw,D_layer,2,-0.187864,-0.367927,-0.0078,0.53973,18,5,11,34,97
E3,U3_grid_objaware,static,raw,flow_com,-4,0.07454,-0.075468,0.224549,1.0,28,13,8,46,145
E3,U3_grid_objaware,static,raw,flow_com,-3,-0.024669,-0.176918,0.12758,1.0,27,12,12,45,142
E3,U3_grid_objaware,static,raw,flow_com,-2,-0.143805,-0.280511,-0.007099,0.922039,27,8,18,45,142
E3,U3_grid_objaware,static,raw,flow_com,-1,-0.017615,-0.159889,0.124659,1.0,27,10,13,45,132
E3,U3_grid_objaware,static,raw,flow_com,0,0.016667,-0.162646,0.195979,1.0,25,13,12,43,117
E3,U3_grid_objaware,static,raw,flow_com,1,-0.017024,-0.181753,0.147705,1.0,20,8,9,37,100
E3,U3_grid_objaware,static,raw,flow_com,2,-0.010946,-0.209658,0.187766,1.0,18,7,10,34,97
E3,U3_grid_objaware,static,raw,min_mob_k,-4,-0.425054,-0.494054,-0.356054,0.0005,28,1,25,46,145
E3,U3_grid_objaware,static,raw,min_mob_k,-3,-0.405556,-0.49497,-0.316141,0.0005,27,1,25,45,142
E3,U3_grid_objaware,static,raw,min_mob_k,-2,-0.461574,-0.505309,-0.41784,0.0005,27,0,26,45,142
E3,U3_grid_objaware,static,raw,min_mob_k,-1,-0.432253,-0.499021,-0.365485,0.0005,27,1,25,45,132
E3,U3_grid_objaware,static,raw,min_mob_k,0,-0.401,-0.496865,-0.305135,0.0005,25,1,23,43,117
E3,U3_grid_objaware,static,raw,min_mob_k,1,-0.398958,-0.493294,-0.304623,0.0005,20,1,18,37,100
E3,U3_grid_objaware,static,raw,min_mob_k,2,-0.313657,-0.484835,-0.14248,0.012994,18,3,15,34,97
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,-4,0.043861,-0.105263,0.192985,1.0,22,11,8,40,139
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,-3,0.066327,-0.085572,0.218225,1.0,21,10,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,-2,-0.102863,-0.219004,0.013279,0.997501,21,5,12,39,136
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,-1,-0.085119,-0.249799,0.079561,1.0,19,5,12,37,124
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,0,-0.027381,-0.214444,0.159682,1.0,17,6,10,35,109
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,1,-0.075553,-0.234067,0.082962,1.0,14,5,7,31,94
E3,U3_grid_objaware,static,resid_mob1w8,D_tok,2,-0.024787,-0.2431,0.193525,1.0,14,6,8,30,93
E3,U3_grid_objaware,static,resid_mob1w8,C,-4,-0.026077,-0.171579,0.119424,1.0,22,8,11,40,139
E3,U3_grid_objaware,static,resid_mob1w8,C,-3,-0.059878,-0.186664,0.066908,1.0,21,8,10,39,136
E3,U3_grid_objaware,static,resid_mob1w8,C,-2,0.027608,-0.098414,0.153629,1.0,21,11,8,39,136
E3,U3_grid_objaware,static,resid_mob1w8,C,-1,0.056924,-0.077185,0.191032,1.0,19,11,6,37,124
E3,U3_grid_objaware,static,resid_mob1w8,C,0,0.013725,-0.159072,0.186523,1.0,17,10,6,35,109
E3,U3_grid_objaware,static,resid_mob1w8,C,1,0.034864,-0.117014,0.186742,1.0,14,6,5,31,94
E3,U3_grid_objaware,static,resid_mob1w8,C,2,-0.010927,-0.206431,0.184577,1.0,14,8,6,30,93
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,-4,-0.089396,-0.219161,0.040368,1.0,22,6,12,40,139
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,-3,-0.126729,-0.246924,-0.006534,0.968016,21,5,13,39,136
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,-2,-0.068821,-0.193647,0.056006,1.0,21,6,10,39,136
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,-1,0.018797,-0.143255,0.180849,1.0,19,10,7,37,124
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,0,-0.075595,-0.2252,0.07401,1.0,17,7,9,35,109
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,1,0.033631,-0.127602,0.194864,1.0,14,7,5,31,94
E3,U3_grid_objaware,static,resid_mob1w8,S_ent,2,-0.03869,-0.250209,0.172828,1.0,14,6,7,30,93
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,-4,-0.03248,-0.150323,0.085363,1.0,22,7,13,40,139
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,-3,-0.014087,-0.137183,0.109008,1.0,21,9,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,-2,-0.074802,-0.223857,0.074254,1.0,21,6,14,39,136
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,-1,0.003086,-0.15292,0.159092,1.0,19,8,9,37,124
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,0,0.035749,-0.120378,0.191876,1.0,17,9,7,35,109
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,1,-0.060247,-0.258819,0.138326,1.0,14,4,8,31,94
E3,U3_grid_objaware,static,resid_mob1w8,S_margin,2,-0.054252,-0.24003,0.131526,1.0,14,4,7,30,93
E3,U3_grid_objaware,static,resid_mob1w8,V,-4,-0.020349,-0.180983,0.140285,1.0,22,10,10,40,139
E3,U3_grid_objaware,static,resid_mob1w8,V,-3,0.048129,-0.109482,0.20574,1.0,21,9,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,V,-2,-0.037925,-0.169399,0.093549,1.0,21,7,10,39,136
E3,U3_grid_objaware,static,resid_mob1w8,V,-1,-0.029856,-0.202043,0.142331,1.0,19,8,11,37,124
E3,U3_grid_objaware,static,resid_mob1w8,V,0,-0.042577,-0.23858,0.153426,1.0,17,7,9,35,109
E3,U3_grid_objaware,static,resid_mob1w8,V,1,-0.044983,-0.2038,0.113834,1.0,14,5,8,31,94
E3,U3_grid_objaware,static,resid_mob1w8,V,2,-0.039966,-0.259303,0.179371,1.0,14,6,6,30,93
E3,U3_grid_objaware,static,resid_mob1w8,A,-4,-0.036718,-0.191243,0.117808,1.0,22,7,12,40,139
E3,U3_grid_objaware,static,resid_mob1w8,A,-3,0.053288,-0.092714,0.199289,1.0,21,10,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,A,-2,-0.019643,-0.147859,0.108574,1.0,21,9,8,39,136
E3,U3_grid_objaware,static,resid_mob1w8,A,-1,-0.087249,-0.241703,0.067204,1.0,19,6,10,37,124
E3,U3_grid_objaware,static,resid_mob1w8,A,0,-0.073704,-0.268816,0.121407,1.0,17,7,9,35,109
E3,U3_grid_objaware,static,resid_mob1w8,A,1,-0.059821,-0.217444,0.097801,1.0,14,5,8,31,94
E3,U3_grid_objaware,static,resid_mob1w8,A,2,-0.0929,-0.265558,0.079758,1.0,14,4,8,30,93
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,-4,0.034155,-0.089333,0.157643,1.0,22,10,9,40,139
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,-3,0.087245,-0.046103,0.220592,1.0,21,11,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,-2,0.012585,-0.102826,0.127996,1.0,21,9,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,-1,-0.011169,-0.156443,0.134106,1.0,19,7,9,37,124
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,0,0.081232,-0.081155,0.24362,1.0,17,9,6,35,109
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,1,-0.089583,-0.241478,0.062312,1.0,14,5,8,31,94
E3,U3_grid_objaware,static,resid_mob1w8,D_layer,2,-0.011395,-0.198481,0.175692,1.0,14,7,7,30,93
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,-4,0.050199,-0.064125,0.164524,1.0,22,10,6,40,139
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,-3,0.032171,-0.109818,0.174161,1.0,21,10,9,39,136
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,-2,-0.019955,-0.144023,0.104114,1.0,21,7,11,39,136
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,-1,0.049937,-0.076069,0.175943,1.0,19,7,7,37,124
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,0,-0.072164,-0.263618,0.119291,1.0,17,7,9,35,109
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,1,-0.051573,-0.209181,0.106035,1.0,14,4,6,31,94
E3,U3_grid_objaware,static,resid_mob1w8,flow_com,2,-0.033503,-0.229989,0.162982,1.0,14,4,8,30,93
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,-4,-0.212409,-0.32684,-0.097978,0.185907,22,4,17,40,139
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,-3,-0.248299,-0.391768,-0.104831,0.050475,21,3,18,39,136
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,-2,-0.247874,-0.350255,-0.145493,0.050975,21,2,19,39,136
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,-1,-0.172212,-0.294563,-0.049861,0.569215,19,3,14,37,124
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,0,-0.184279,-0.32038,-0.048178,0.425287,17,2,13,35,109
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,1,-0.190094,-0.366042,-0.014145,0.373813,14,3,9,31,94
E3,U3_grid_objaware,static,resid_mob1w8,min_mob_k,2,-0.098554,-0.27664,0.079531,0.998501,14,4,9,30,93
