protocol,family,signal,endpoint_estimator,direction,min_stage,saving,outside_reference_rate,outside_reference_count,outside_reference_query_count,outside_reference_rollout_count,mean_controller_score,p95_controller_score,mean_completed_rounds
compute_matched_20,physical_scale,physical_update_rms,constant_acceleration,le,6,0.20071022727272728,0.46732954545454547,329,43,4,0.0063366438904758375,0.015780723520255283,7.9928977272727275
safety_calibrated,physical_scale,physical_update_rms,constant_acceleration,le,8,0.007670454545454546,0.0014204545454545455,1,1,1,0.00028118546551976665,0.0,9.923295454545455
compute_matched_10,physical_scale,physical_update_rms,constant_acceleration,le,8,0.1002840909090909,0.022727272727272728,16,11,4,0.003707157729229461,0.008891366357142801,8.997159090909092
compute_matched_20,physical_scale,physical_update_rms,constant_acceleration,le,8,0.19971590909090906,0.05113636363636364,36,20,4,0.0074464548433924435,0.009266790592843676,8.002840909090908
safety_calibrated,physical_scale,physical_acceleration_rms,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,physical_scale,physical_acceleration_rms,constant_velocity,le,6,0.10255681818181818,0.21448863636363635,151,39,4,0.0029755701753152743,0.013317971252893848,8.974431818181818
compute_matched_20,physical_scale,physical_acceleration_rms,constant_velocity,le,6,0.20014204545454548,0.43892045454545453,309,44,4,0.006090332496948963,0.015251524689630425,7.998579545454546
safety_calibrated,physical_scale,physical_acceleration_rms,constant_velocity,le,8,0.00028409090909090913,0.0014204545454545455,1,1,1,1.5126754984292659e-05,0.0,9.997159090909092
compute_matched_10,physical_scale,physical_acceleration_rms,constant_velocity,le,8,0.10085227272727272,0.125,88,25,4,0.0041757884019516444,0.01018028523544007,8.991477272727273
compute_matched_20,physical_scale,physical_acceleration_rms,constant_velocity,le,8,0.19971590909090906,0.2840909090909091,200,34,4,0.008425850604115069,0.01065557059988988,8.002840909090908
safety_calibrated,physical_scale,physical_acceleration_rms,constant_acceleration,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,physical_scale,physical_acceleration_rms,constant_acceleration,le,6,0.10255681818181818,0.23011363636363635,162,39,4,0.003075226257448378,0.013811459236751006,8.974431818181818
compute_matched_20,physical_scale,physical_acceleration_rms,constant_acceleration,le,6,0.20014204545454548,0.45738636363636365,322,44,4,0.006215694790214784,0.015316600603736111,7.998579545454546
safety_calibrated,physical_scale,physical_acceleration_rms,constant_acceleration,le,8,0.0005681818181818183,0.0014204545454545455,1,1,1,2.6920342348516394e-05,0.0,9.994318181818182
compute_matched_10,physical_scale,physical_acceleration_rms,constant_acceleration,le,8,0.10085227272727272,0.028409090909090908,20,12,4,0.0037357384125825165,0.008901715540431048,8.991477272727273
compute_matched_20,physical_scale,physical_acceleration_rms,constant_acceleration,le,8,0.19971590909090906,0.05113636363636364,36,20,4,0.007445229413635224,0.009266790592843676,8.002840909090908
safety_calibrated,physical_scale,physical_translation_acceleration_rms,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,physical_scale,physical_translation_acceleration_rms,constant_velocity,le,6,0.10042613636363637,0.20454545454545456,144,30,4,0.0028051690994620676,0.013002706892004263,8.995738636363637
compute_matched_20,physical_scale,physical_translation_acceleration_rms,constant_velocity,le,6,0.19957386363636365,0.4289772727272727,302,34,4,0.005765696275190926,0.014390949127849911,8.004261363636363
safety_calibrated,physical_scale,physical_translation_acceleration_rms,constant_velocity,le,8,0.001704545454545455,0.0014204545454545455,1,1,1,6.991223151648047e-05,0.0,9.982954545454545
compute_matched_10,physical_scale,physical_translation_acceleration_rms,constant_velocity,le,8,0.09886363636363636,0.10511363636363637,74,20,4,0.0040189335013321,0.009927893432041326,9.011363636363637
compute_matched_20,physical_scale,physical_translation_acceleration_rms,constant_velocity,le,8,0.19914772727272725,0.28125,198,34,4,0.008399235320015647,0.01065557059988988,8.008522727272727
safety_calibrated,physical_scale,physical_translation_acceleration_rms,constant_acceleration,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,physical_scale,physical_translation_acceleration_rms,constant_acceleration,le,6,0.10042613636363637,0.22443181818181818,158,31,4,0.0029586815017663163,0.013448529412087148,8.995738636363637
compute_matched_20,physical_scale,physical_translation_acceleration_rms,constant_acceleration,le,6,0.19957386363636365,0.45454545454545453,320,34,4,0.006055377720303676,0.014672178339567155,8.004261363636363
safety_calibrated,physical_scale,physical_translation_acceleration_rms,constant_acceleration,le,8,0.001704545454545455,0.0014204545454545455,1,1,1,6.439217528858642e-05,0.0,9.982954545454545
compute_matched_10,physical_scale,physical_translation_acceleration_rms,constant_acceleration,le,8,0.09886363636363636,0.019886363636363636,14,11,4,0.003617230963061087,0.00881947918550122,9.011363636363637
compute_matched_20,physical_scale,physical_translation_acceleration_rms,constant_acceleration,le,8,0.19914772727272725,0.05113636363636364,36,20,4,0.00742312402973598,0.009266790592843676,8.008522727272727
safety_calibrated,flow_consistency,three_velocity_speed_cv,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,flow_consistency,three_velocity_speed_cv,constant_velocity,le,6,0.10142045454545455,0.22585227272727273,159,37,4,0.0032271247725524092,0.013283846616769561,8.985795454545455
compute_matched_20,flow_consistency,three_velocity_speed_cv,constant_velocity,le,6,0.19985795454545452,0.4375,308,38,4,0.006230479213816711,0.014778634670214242,8.001420454545455
safety_calibrated,flow_consistency,three_velocity_speed_cv,constant_velocity,le,8,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,flow_consistency,three_velocity_speed_cv,constant_velocity,le,8,0.09971590909090908,0.12073863636363637,85,23,4,0.004138319146625508,0.010147698042546813,9.002840909090908
compute_matched_20,flow_consistency,three_velocity_speed_cv,constant_velocity,le,8,0.19971590909090906,0.2840909090909091,200,34,4,0.008426587524921219,0.01065557059988988,8.002840909090908
safety_calibrated,flow_consistency,three_velocity_speed_cv,constant_acceleration,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,flow_consistency,three_velocity_speed_cv,constant_acceleration,le,6,0.10142045454545455,0.2159090909090909,152,37,4,0.003259079794825977,0.013708698060204484,8.985795454545455
compute_matched_20,flow_consistency,three_velocity_speed_cv,constant_acceleration,le,6,0.19985795454545452,0.43892045454545453,309,38,4,0.0063565901562760456,0.015316600603736111,8.001420454545455
safety_calibrated,flow_consistency,three_velocity_speed_cv,constant_acceleration,le,8,0.005681818181818182,0.0014204545454545455,1,1,1,0.0002266110722759416,0.0,9.943181818181818
compute_matched_10,flow_consistency,three_velocity_speed_cv,constant_acceleration,le,8,0.09971590909090908,0.02556818181818182,18,9,4,0.0036962376299509523,0.00881947918550122,9.002840909090908
compute_matched_20,flow_consistency,three_velocity_speed_cv,constant_acceleration,le,8,0.19971590909090906,0.05113636363636364,36,20,4,0.007447252023834381,0.009266790592843676,8.002840909090908
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,le,6,0.017045454545454544,0.0014204545454545455,1,1,1,0.00090500986028202,0.0059022055300175826,9.829545454545455
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,le,6,0.10071022727272728,0.046875,33,17,4,0.004991261909282812,0.009234296222137787,8.992897727272727
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,le,6,0.19900568181818185,0.29261363636363635,206,37,4,0.008214218723649693,0.011210023502559542,8.009943181818182
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,le,8,0.017045454545454544,0.0014204545454545455,1,1,1,0.00090500986028202,0.0059022055300175826,9.829545454545455
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,le,8,0.10071022727272728,0.046875,33,17,4,0.004991261909282812,0.009234296222137787,8.992897727272727
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms,constant_velocity,le,8,0.19985795454545452,0.2840909090909091,200,34,4,0.008435804394620605,0.01065557059988988,8.001420454545455
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,le,6,0.018181818181818184,0.0014204545454545455,1,1,1,0.0009178379001893198,0.005479712551791342,9.818181818181818
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,le,6,0.10071022727272728,0.009943181818181818,7,5,2,0.004678695759681395,0.008144558750271296,8.992897727272727
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,le,6,0.19900568181818185,0.1434659090909091,101,33,4,0.0075741652969886645,0.010432949340183432,8.009943181818182
safety_calibrated,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,le,8,0.018181818181818184,0.0014204545454545455,1,1,1,0.0009178379001893198,0.005479712551791342,9.818181818181818
compute_matched_10,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,le,8,0.10071022727272728,0.009943181818181818,7,5,2,0.004678695759681395,0.008144558750271296,8.992897727272727
compute_matched_20,endpoint_consistency,endpoint_ensemble_rms,constant_acceleration,le,8,0.19985795454545452,0.05113636363636364,36,20,4,0.007454838786971992,0.009266790592843676,8.001420454545455
safety_calibrated,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,le,6,0.00014204545454545457,0.0,0,0,0,6.469483239611361e-06,0.0,9.998579545454545
compute_matched_10,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,le,6,0.10042613636363637,0.1278409090909091,90,29,4,0.00395861311907603,0.010506358614024392,8.995738636363637
compute_matched_20,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,le,6,0.19957386363636367,0.359375,253,39,4,0.007409918236362275,0.012866718415158929,8.004261363636363
safety_calibrated,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,le,8,0.00014204545454545457,0.0,0,0,0,6.469483239611361e-06,0.0,9.998579545454545
compute_matched_10,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,le,8,0.09886363636363636,0.09090909090909091,64,22,4,0.004398791799621123,0.009929803034738467,9.011363636363637
compute_matched_20,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_velocity,le,8,0.19985795454545452,0.2840909090909091,200,34,4,0.008435804394620605,0.01065557059988988,8.001420454545455
safety_calibrated,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,le,6,0.0008522727272727272,0.0014204545454545455,1,1,1,3.7385465591840556e-05,0.0,9.991477272727273
compute_matched_10,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,le,6,0.10042613636363637,0.08096590909090909,57,24,4,0.0037162555661012634,0.009865621242534962,8.995738636363637
compute_matched_20,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,le,6,0.19957386363636367,0.296875,209,38,4,0.007123621773852187,0.01305498725616479,8.004261363636363
safety_calibrated,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,le,8,0.0008522727272727272,0.0014204545454545455,1,1,1,3.7385465591840556e-05,0.0,9.991477272727273
compute_matched_10,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,le,8,0.09886363636363636,0.015625,11,7,3,0.004019567847148776,0.00867852667327437,9.011363636363637
compute_matched_20,endpoint_consistency,cv_vs_mean2_endpoint_rms,constant_acceleration,le,8,0.19985795454545452,0.05113636363636364,36,20,4,0.007454838786971992,0.009266790592843676,8.001420454545455
safety_calibrated,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,le,6,0.04460227272727273,0.0014204545454545455,1,1,1,0.0024322336738754114,0.006602776882842201,9.553977272727273
compute_matched_10,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,le,6,0.10113636363636362,0.026988636363636364,19,14,4,0.005343902763347493,0.008372805509222588,8.988636363636363
compute_matched_20,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,le,6,0.20071022727272728,0.3025568181818182,213,39,4,0.008305531565775043,0.011057465346510123,7.9928977272727275
safety_calibrated,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,le,8,0.04460227272727273,0.0014204545454545455,1,1,1,0.0024322336738754114,0.006602776882842201,9.553977272727273
compute_matched_10,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,le,8,0.10113636363636362,0.026988636363636364,19,14,4,0.005343902763347493,0.008372805509222588,8.988636363636363
compute_matched_20,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_velocity,le,8,0.19985795454545452,0.2840909090909091,200,34,4,0.008435804394620605,0.01065557059988988,8.001420454545455
safety_calibrated,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,le,6,0.04673295454545456,0.0014204545454545455,1,1,1,0.0024311190112823815,0.006345057166638839,9.532670454545455
compute_matched_10,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,le,6,0.10113636363636362,0.005681818181818182,4,4,2,0.005060743230945346,0.007675642191603027,8.988636363636363
compute_matched_20,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,le,6,0.20071022727272728,0.12642045454545456,89,33,4,0.007584594267765591,0.010187457268974177,7.9928977272727275
safety_calibrated,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,le,8,0.04673295454545456,0.0014204545454545455,1,1,1,0.0024311190112823815,0.006345057166638839,9.532670454545455
compute_matched_10,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,le,8,0.10113636363636362,0.005681818181818182,4,4,2,0.005060743230945346,0.007675642191603027,8.988636363636363
compute_matched_20,endpoint_consistency,cv_vs_ca_endpoint_rms,constant_acceleration,le,8,0.19985795454545452,0.05113636363636364,36,20,4,0.007454838786971992,0.009266790592843676,8.001420454545455
safety_calibrated,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,le,6,0.026988636363636364,0.0014204545454545455,1,1,1,0.0013824018053001307,0.006064218444008674,9.730113636363637
compute_matched_10,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,le,6,0.10056818181818182,0.03409090909090909,24,13,4,0.004906386321047734,0.00889790798025665,8.994318181818182
compute_matched_20,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,le,6,0.19943181818181818,0.3125,220,37,4,0.008191768457945671,0.01133644875175381,8.005681818181818
safety_calibrated,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,le,8,0.026988636363636364,0.0014204545454545455,1,1,1,0.0013824018053001307,0.006064218444008674,9.730113636363637
compute_matched_10,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,le,8,0.09943181818181818,0.029829545454545456,21,12,4,0.004889399619921866,0.008826572644002622,9.005681818181818
compute_matched_20,physical_scale,translation_endpoint_ensemble_rms,constant_velocity,le,8,0.19957386363636365,0.28125,198,34,4,0.008427511783407365,0.01065557059988988,8.004261363636363
safety_calibrated,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,le,6,0.026988636363636364,0.0014204545454545455,1,1,1,0.0013184062119446893,0.005751463519536963,9.730113636363637
compute_matched_10,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,le,6,0.10056818181818182,0.015625,11,9,3,0.0046146003319564475,0.00812028231255821,8.994318181818182
compute_matched_20,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,le,6,0.19943181818181818,0.18039772727272727,127,33,4,0.007709963352429198,0.011102475164602511,8.005681818181818
safety_calibrated,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,le,8,0.026988636363636364,0.0014204545454545455,1,1,1,0.0013184062119446893,0.005751463519536963,9.730113636363637
compute_matched_10,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,le,8,0.09943181818181818,0.009943181818181818,7,7,3,0.004587095098564787,0.007987977362170839,9.005681818181818
compute_matched_20,physical_scale,translation_endpoint_ensemble_rms,constant_acceleration,le,8,0.19957386363636365,0.05113636363636364,36,20,4,0.007453725252721941,0.009266790592843676,8.004261363636363
safety_calibrated,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,le,6,0.10170454545454545,0.19176136363636365,135,34,4,0.003333240678970635,0.011655591433299325,8.982954545454545
compute_matched_20,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,le,6,0.20014204545454548,0.4375,308,42,4,0.006457918609475205,0.013829748511296707,7.998579545454546
safety_calibrated,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,le,8,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,le,8,0.10071022727272728,0.12357954545454546,87,25,4,0.0041802432271705915,0.010177126704392445,8.992897727272727
compute_matched_20,endpoint_consistency,cv_temporal_endpoint_rms,constant_velocity,le,8,0.19985795454545452,0.2840909090909091,200,34,4,0.008435804394620605,0.01065557059988988,8.001420454545455
safety_calibrated,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,le,6,0.10170454545454545,0.171875,121,32,4,0.0032673022928183235,0.011857489506573404,8.982954545454545
compute_matched_20,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,le,6,0.20014204545454548,0.3977272727272727,280,42,4,0.006361878198513356,0.014032508708546908,7.998579545454546
safety_calibrated,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,le,8,0.0005681818181818183,0.0014204545454545455,1,1,1,2.6920342348516394e-05,0.0,9.994318181818182
compute_matched_10,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,le,8,0.10071022727272728,0.026988636363636364,19,12,4,0.0037421210066389985,0.008893255728445865,8.992897727272727
compute_matched_20,endpoint_consistency,cv_temporal_endpoint_rms,constant_acceleration,le,8,0.19985795454545452,0.05113636363636364,36,20,4,0.007454838786971992,0.009266790592843676,8.001420454545455
safety_calibrated,physical_scale,cv_temporal_translation_rms,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,physical_scale,cv_temporal_translation_rms,constant_velocity,le,6,0.09872159090909091,0.1875,132,28,4,0.002880870213109501,0.011961365165623293,9.012784090909092
compute_matched_20,physical_scale,cv_temporal_translation_rms,constant_velocity,le,6,0.19886363636363635,0.421875,297,35,4,0.005972621534016496,0.014046240702284185,8.011363636363637
safety_calibrated,physical_scale,cv_temporal_translation_rms,constant_velocity,le,8,0.0022727272727272726,0.0014204545454545455,1,1,1,9.241780407455305e-05,0.0,9.977272727272727
compute_matched_10,physical_scale,cv_temporal_translation_rms,constant_velocity,le,8,0.09914772727272729,0.10227272727272728,72,20,4,0.004035977416358077,0.009906896420940017,9.008522727272727
compute_matched_20,physical_scale,cv_temporal_translation_rms,constant_velocity,le,8,0.1992897727272727,0.28125,198,34,4,0.008409297718556719,0.01065557059988988,8.007102272727273
safety_calibrated,physical_scale,cv_temporal_translation_rms,constant_acceleration,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,physical_scale,cv_temporal_translation_rms,constant_acceleration,le,6,0.09872159090909091,0.20170454545454544,142,28,4,0.0029698228285793145,0.012539318325626077,9.012784090909092
compute_matched_20,physical_scale,cv_temporal_translation_rms,constant_acceleration,le,6,0.19886363636363635,0.43323863636363635,305,35,4,0.006121998738370036,0.01440375472739265,8.011363636363637
safety_calibrated,physical_scale,cv_temporal_translation_rms,constant_acceleration,le,8,0.0022727272727272726,0.0014204545454545455,1,1,1,8.426194705582777e-05,0.0,9.977272727272727
compute_matched_10,physical_scale,cv_temporal_translation_rms,constant_acceleration,le,8,0.09914772727272729,0.018465909090909092,13,11,4,0.0036340641274818053,0.008772924712574029,9.008522727272727
compute_matched_20,physical_scale,cv_temporal_translation_rms,constant_acceleration,le,8,0.1992897727272727,0.05113636363636364,36,20,4,0.007433593240777265,0.009266790592843676,8.007102272727273
safety_calibrated,physical_scale,ca_temporal_translation_rms,constant_velocity,le,6,0.010937500000000001,0.0014204545454545455,1,1,1,0.000564244089135164,0.005305578427467885,9.890625
compute_matched_10,physical_scale,ca_temporal_translation_rms,constant_velocity,le,6,0.09900568181818183,0.05823863636363636,41,21,4,0.005000348574594504,0.009387959024070964,9.009943181818182
compute_matched_20,physical_scale,ca_temporal_translation_rms,constant_velocity,le,6,0.19943181818181818,0.3196022727272727,225,44,4,0.008197302481202371,0.011351623662547675,8.005681818181818
safety_calibrated,physical_scale,ca_temporal_translation_rms,constant_velocity,le,8,0.010937500000000001,0.0014204545454545455,1,1,1,0.000564244089135164,0.005305578427467885,9.890625
compute_matched_10,physical_scale,ca_temporal_translation_rms,constant_velocity,le,8,0.09943181818181818,0.056818181818181816,40,17,4,0.005057077082707021,0.009382190234173934,9.005681818181818
compute_matched_20,physical_scale,ca_temporal_translation_rms,constant_velocity,le,8,0.19985795454545452,0.28551136363636365,201,34,4,0.008437413602275247,0.01065557059988988,8.001420454545455
safety_calibrated,physical_scale,ca_temporal_translation_rms,constant_acceleration,le,6,0.02528409090909091,0.0014204545454545455,1,1,1,0.0012960770454673338,0.005986364511710956,9.747159090909092
compute_matched_10,physical_scale,ca_temporal_translation_rms,constant_acceleration,le,6,0.09900568181818183,0.02130681818181818,15,12,4,0.004731252633363149,0.00857673698663018,9.009943181818182
compute_matched_20,physical_scale,ca_temporal_translation_rms,constant_acceleration,le,6,0.19943181818181818,0.17045454545454544,120,36,4,0.007633588487631396,0.011153012984490722,8.005681818181818
safety_calibrated,physical_scale,ca_temporal_translation_rms,constant_acceleration,le,8,0.030113636363636363,0.004261363636363636,3,2,1,0.0015294164857468232,0.006254235812083189,9.698863636363637
compute_matched_10,physical_scale,ca_temporal_translation_rms,constant_acceleration,le,8,0.09943181818181818,0.01278409090909091,9,7,4,0.0047610534102875334,0.008321124396603973,9.005681818181818
compute_matched_20,physical_scale,ca_temporal_translation_rms,constant_acceleration,le,8,0.19985795454545452,0.05113636363636364,36,20,4,0.007456262859559886,0.009266790592843676,8.001420454545455
safety_calibrated,layer_route,route_layer_hellinger_max,constant_velocity,le,6,0.0,0.0,0,0,0,0.0,0.0,10.0
compute_matched_10,layer_route,route_layer_hellinger_max,constant_velocity,le,6,0.10056818181818183,0.23011363636363635,162,35,4,0.003355789900260042,0.016331378831564443,8.994318181818182
compute_matched_20,layer_route,route_layer_hellinger_max,constant_velocity,le,6,0.20170454545454544,0.453125,319,42,4,0.006493629570600535,0.017048545205095893,7.982954545454546
safety_calibrated,layer_route,route_layer_hellinger_max,constant_velocity,le,8,0.00028409090909090913,0.0014204545454545455,1,1,1,1.3981141303987102e-05,0.0,9.997159090909092
compute_matched_10,layer_route,route_layer_hellinger_max,constant_velocity,le,8,0.09886363636363636,0.15625,110,20,4,0.0042391351437382875,0.01048300070449846,9.011363636363637
compute_matched_20,layer_route,route_layer_hellinger_max,constant_velocity,le,8,0.19971590909090906,0.2840909090909091,200,34,4,0.008426375079989836,0.01065557059988988,8.002840909090908
safety_calibrated,layer_route,route_layer_hellinger_cv,constant_velocity,le,6,0.008948863636363637,0.015625,11,2,1,0.00040585785158883415,0.0,9.910511363636363
compute_matched_10,layer_route,route_layer_hellinger_cv,constant_velocity,le,6,0.09872159090909091,0.09375,66,18,4,0.004619936918069784,0.010288246619429562,9.012784090909092
