evaluation,task,chunk,model,failures,mixed_scenes,conditional_pairs,conditional_auc,auc_ci_low,auc_ci_high,delta_vs_control,delta_ci_low,delta_ci_high,global_roc_auc,global_average_precision
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,router,42,7,562,0.4110320284697509,0.2457627118644068,0.5302663438256658,-0.007117437722419906,-0.14685676642198384,0.13198549150722366,0.288855116514691,0.05465789976546455
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,hidden,42,7,562,0.3683274021352313,0.14325068870523416,0.5161870503597122,-0.04982206405693951,-0.21762787919874746,0.10350877192982455,0.4442249240121581,0.06880147761407647
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,moe,42,7,562,0.3238434163701068,0.17777777777777778,0.4051948051948052,-0.09430604982206403,-0.17374517374517373,-0.002873563218390829,0.26702127659574465,0.053472013956103306
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control_router,42,7,562,0.3185053380782918,0.17372881355932204,0.3912663598657501,-0.09964412811387902,-0.19808306709265178,-0.004989541119439134,0.36312056737588655,0.06916455085464654
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control_hidden,42,7,562,0.3665480427046263,0.19289340101522842,0.482,-0.051601423487544484,-0.16600828666046055,0.04852139636953458,0.35820668693009117,0.07513867830810356
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,control_moe,42,7,562,0.3220640569395018,0.17777258566978194,0.3902221955258399,-0.09608540925266901,-0.1769230769230769,-0.007905138339920958,0.2540526849037487,0.05825079693790059
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control,42,7,562,0.36298932384341637,0.1827956989247312,0.570640583872712,0.0,0.0,0.0,0.6094731509625126,0.1002608846117547
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,router,42,7,562,0.40747330960854095,0.31529055258467026,0.4655967340496569,0.04448398576512458,-0.1287356321839081,0.18724260128340176,0.7646403242147923,0.17438444337943887
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,hidden,42,7,562,0.45373665480427045,0.3239418984692798,0.5664003880240619,0.09074733096085408,-0.07651715039577839,0.2675484171921246,0.7105369807497467,0.1375434971196538
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,moe,42,7,562,0.3309608540925267,0.21961870250286084,0.39743635077793493,-0.03202846975088969,-0.21179624664879354,0.1295180722891566,0.6903748733535967,0.1633926158411551
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control_router,42,7,562,0.27580071174377224,0.16976127320954906,0.36826741254333434,-0.08718861209964412,-0.23167332356987527,0.024316109422492405,0.5798885511651469,0.089050255216508
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control_hidden,42,7,562,0.3701067615658363,0.2352773683505293,0.49610936682365203,0.007117437722419906,-0.10575110611700263,0.13846153846153847,0.6684903748733535,0.13075347369010323
scene_loso,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,control_moe,42,7,562,0.297153024911032,0.18350818108663905,0.3678104226765332,-0.06583629893238435,-0.2478309624870942,0.10089912280701721,0.6239614994934144,0.1043259740112832
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control,216,13,2008,0.4546812749003984,0.379137744506545,0.524934411412245,0.0,0.0,0.0,0.6049330580580581,0.5828828250677447
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,router,216,13,2008,0.47460159362549803,0.41096160344106963,0.5217405239687848,0.01992031872509964,-0.08596143624496641,0.11396771429361201,0.5477665165165164,0.45928185379371894
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,hidden,216,13,2008,0.47808764940239046,0.3978010530011575,0.5654843634344928,0.023406374501992067,-0.08313110792700809,0.1247496123691696,0.6094844844844844,0.5134151467851454
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,moe,216,13,2008,0.4651394422310757,0.39924333688234165,0.5248718405814059,0.010458167330677282,-0.08355310150375936,0.0890005758923344,0.5913882632632633,0.48904151718973243
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control_router,216,13,2008,0.4676294820717131,0.3902510767802337,0.532844905766563,0.01294820717131473,-0.05695675890894864,0.06947949720054394,0.5701951951951951,0.5477084340430611
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control_hidden,216,13,2008,0.4153386454183267,0.3588154444980825,0.46929798095529074,-0.03934262948207168,-0.11555339893303501,0.020033238585928086,0.6054491991991993,0.5992283280618019
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,control_moe,216,13,2008,0.42828685258964144,0.3570667468900419,0.4926516700950101,-0.02639442231075695,-0.11283030862043177,0.03693944314169037,0.5960335335335335,0.5473111077849844
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control,216,13,2008,0.500996015936255,0.3993145407901609,0.6166784884752956,0.0,0.0,0.0,0.5389608358358358,0.5699878176154048
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,router,216,13,2008,0.5109561752988048,0.4543562731878758,0.5625511958954845,0.009960159362549792,-0.13800074216567113,0.14369559156107684,0.4748967717717718,0.40139545306954966
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,hidden,216,13,2008,0.5054780876494024,0.43771621354424123,0.565001220469718,0.004482071713147406,-0.15205986334810634,0.15428242065035808,0.43607670170170176,0.4198426819223803
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,moe,216,13,2008,0.4805776892430279,0.42885147169977733,0.526119854502897,-0.020418326693227073,-0.17146517375124795,0.11624016061380248,0.5128722472472471,0.45383081452864293
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control_router,216,13,2008,0.5074701195219123,0.43826675833068596,0.5902177517409086,0.006474103585657365,-0.05249684586886018,0.06306468344330891,0.4626188688688688,0.4483183649267838
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control_hidden,216,13,2008,0.521414342629482,0.4758544776449347,0.5749852835386576,0.020418326693227073,-0.06399380766014737,0.10500779145486394,0.5487205955955956,0.5630401245053523
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,control_moe,216,13,2008,0.4800796812749004,0.42942964889046803,0.5352864795339052,-0.020916334661354563,-0.11150764943193495,0.06975612474960902,0.5047860360360361,0.4965267589338856
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control,216,13,2008,0.47758964143426297,0.4132485713753018,0.5502578988843723,0.0,0.0,0.0,0.4471033533533533,0.4568427451455276
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,router,216,13,2008,0.5288844621513944,0.4312540228267045,0.618495142318915,0.05129482071713143,-0.03220202248252904,0.1260311157777233,0.4854854854854854,0.4973145393697035
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,hidden,216,13,2008,0.42380478087649404,0.3668585588144386,0.4896708127842515,-0.05378486055776893,-0.11204905994175231,-0.0005905807443797704,0.3453297047047047,0.3327337841480471
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,moe,216,13,2008,0.5089641434262948,0.4302702295360157,0.5974987754210885,0.031374501992031845,-0.01501796568187088,0.08065755251627386,0.4443975225225225,0.45720253201154115
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control_router,216,13,2008,0.4900398406374502,0.3779432913586403,0.5996663815226688,0.01245019920318724,-0.054581127313949394,0.07686302888464612,0.4781656656656657,0.48110514228652235
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control_hidden,216,13,2008,0.4646414342629482,0.3745758220039528,0.5760270333159552,-0.012948207171314785,-0.0585203374251046,0.04535194926176659,0.3967561311311311,0.4048511885960614
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,control_moe,216,13,2008,0.4865537848605578,0.3748506802642113,0.6024933865989078,0.008964143426294813,-0.045863243240866554,0.06440915311215492,0.43904842342342343,0.44758322615662427
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control,216,13,2008,0.5592629482071713,0.5033672993313812,0.6167079073624815,0.0,0.0,0.0,0.6012731481481481,0.5861839489133656
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,router,216,13,2008,0.4860557768924303,0.39626505626230735,0.584086124005305,-0.07320717131474097,-0.17388234491044127,0.03893720486982643,0.4964339339339339,0.39168214912587507
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,hidden,216,13,2008,0.5039840637450199,0.4128589114975628,0.5919847114772955,-0.055278884462151345,-0.13554221247993717,0.02673348368746552,0.6632413663663663,0.597630822154783
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,moe,216,13,2008,0.49302788844621515,0.3904985981943261,0.5935887374714709,-0.06623505976095612,-0.16482640322393055,0.0370268012629408,0.5326576576576576,0.4111691698431927
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control_router,216,13,2008,0.48356573705179284,0.4351357024701972,0.5448308747533589,-0.07569721115537842,-0.11085429918443683,-0.03468908611941229,0.527152152152152,0.4718100706573571
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control_hidden,216,13,2008,0.5,0.41110374225745266,0.5753530214332718,-0.05926294820717126,-0.11569371825521643,-0.00526815104428702,0.5775775775775776,0.5184577416780751
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,control_moe,216,13,2008,0.4646414342629482,0.38407197982647484,0.5421533057842598,-0.09462151394422308,-0.15278772546418273,-0.03124706454643053,0.5191441441441442,0.4372446408883152
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control,216,13,2008,0.5129482071713147,0.4219080620601671,0.6030995370414942,0.0,0.0,0.0,0.6125344094094095,0.5610332919045529
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,router,216,13,2008,0.48306772908366535,0.40614487947869116,0.5656063913789154,-0.029880478087649376,-0.11940385892551285,0.06292344912945137,0.5483139389389389,0.41956515081099377
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,hidden,216,13,2008,0.5064741035856574,0.4287701337859148,0.5735633960201679,-0.006474103585657365,-0.12119704315100209,0.10311897417132428,0.47747747747747743,0.3950668500236194
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,moe,216,13,2008,0.499003984063745,0.44666468842729967,0.5629416196149395,-0.013944223107569709,-0.11293583365746089,0.08932942287351346,0.5085241491491492,0.41444870076722384
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control_router,216,13,2008,0.5323705179282868,0.4680780912137068,0.5872624039100223,0.019422310756972094,-0.04770259736155546,0.08689896395997519,0.5563532282282283,0.536665224076061
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control_hidden,216,13,2008,0.4855577689243028,0.4114251726343629,0.5624416578111557,-0.027390438247011928,-0.08188144823482081,0.024125428694841206,0.5273554804804805,0.5043026000001014
scene_loso,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,control_moe,216,13,2008,0.5179282868525896,0.45342756395267003,0.5803014864491605,0.004980079681274896,-0.05892700334058374,0.06994188567919549,0.5313751251251251,0.5243721306985673
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control,12,8,358,0.3575418994413408,0.16129032258064516,0.5522388059701493,0.0,0.0,0.0,0.41783333333333333,0.020660393079623397
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,router,12,8,358,0.34916201117318435,0.23728813559322035,0.5045058736548098,-0.008379888268156443,-0.1730927230046949,0.2689882697947189,0.3211666666666667,0.021344321532253446
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,hidden,12,8,358,0.46368715083798884,0.35076404494382024,0.6021782959326785,0.10614525139664804,-0.1731427048431313,0.4086021505376344,0.37283333333333335,0.020008877546922356
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,moe,12,8,358,0.39385474860335196,0.2967476659187957,0.4976958525345622,0.03631284916201116,-0.17841793490247973,0.30200303728529454,0.406,0.02131866764822063
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control_router,12,8,358,0.2849162011173184,0.175,0.41848142062689586,-0.07262569832402238,-0.19742754199120435,0.13709677419354835,0.3856666666666666,0.019307317341041193
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control_hidden,12,8,358,0.4301675977653631,0.30985915492957744,0.6082949308755761,0.07262569832402233,-0.22133424408014574,0.42477598566308183,0.45466666666666666,0.022772805753405716
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,control_moe,12,8,358,0.3268156424581006,0.23875162252058574,0.4470046082949309,-0.03072625698324022,-0.2857142857142857,0.2661290322580645,0.4068333333333333,0.02121453350965185
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control,12,8,358,0.5558659217877095,0.35202279478238413,0.7786885245901639,0.0,0.0,0.0,0.481,0.027005516835527498
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,router,12,8,358,0.37988826815642457,0.2593809251389343,0.545952188601645,-0.17597765363128498,-0.3927451564828613,0.1183009199953415,0.42650000000000005,0.02339020233850384
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,hidden,12,8,358,0.4106145251396648,0.24516129032258063,0.5924198820042654,-0.14525139664804476,-0.30055311208849794,7.374631268329367e-05,0.456,0.02524262894345043
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,moe,12,8,358,0.3128491620111732,0.19815668202764977,0.4472130163704861,-0.24301675977653636,-0.4303677941968752,-0.08256451224959634,0.3516666666666667,0.019805795640830882
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control_router,12,8,358,0.3994413407821229,0.2630168921501185,0.5806451612903226,-0.15642458100558665,-0.2387096774193549,-0.028449547600314786,0.36216666666666664,0.02454272064837634
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control_hidden,12,8,358,0.39385474860335196,0.1845195569026485,0.6347607052896725,-0.1620111731843576,-0.2365591397849463,-0.0913188176895311,0.4355,0.023144951372441314
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,control_moe,12,8,358,0.31843575418994413,0.16084770114942532,0.5110216627634655,-0.23743016759776542,-0.33467912793876436,-0.15523438762864378,0.32216666666666666,0.02039223554144913
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,control,12,8,358,0.5698324022346368,0.36865432168146567,0.8100988920264189,0.0,0.0,0.0,0.5573333333333333,0.026552391495231618
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,router,12,8,358,0.5,0.33026159186709647,0.7066500074341402,-0.06983240223463683,-0.3190637559371575,0.12755466551201503,0.5963333333333334,0.04220005768494669
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,hidden,12,8,358,0.4441340782122905,0.3378334503334503,0.5857225913621261,-0.12569832402234632,-0.3902439024390244,0.08868563184374073,0.5796666666666667,0.0361317697941151
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,moe,12,8,358,0.43854748603351956,0.2771396127181449,0.6082949308755761,-0.13128491620111726,-0.4279145919981255,0.09814293186534191,0.5215,0.03373247244349777
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,control_router,12,8,358,0.5335195530726257,0.3304420034606353,0.7963732446415372,-0.03631284916201116,-0.1720474910394266,0.10571111815014227,0.5685,0.028821966033660794
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,control_hidden,12,8,358,0.39106145251396646,0.22119254733426535,0.5806451612903226,-0.17877094972067037,-0.38620180959874106,-0.04032122753842824,0.5761666666666667,0.03074867703261979
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,control_moe,12,8,358,0.43854748603351956,0.2802342665491281,0.6484501466275651,-0.13128491620111726,-0.3089430894308942,0.018268168002210105,0.5528333333333333,0.027740541635484686
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,control,12,8,358,0.5558659217877095,0.42286364911517343,0.7582075861550783,0.0,0.0,0.0,0.5191666666666666,0.02893457666960094
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,router,12,8,358,0.6424581005586593,0.5341880341880342,0.8225806451612904,0.08659217877094971,-0.0794502459234851,0.2967921146953402,0.7321666666666666,0.06837606434960154
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,hidden,12,8,358,0.3743016759776536,0.203748369706982,0.6282254829652049,-0.18156424581005592,-0.40433311633228775,0.014440433212996377,0.5086666666666667,0.036490877567160365
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,moe,12,8,358,0.5837988826815642,0.4602810715579823,0.7926267281105991,0.027932960893854664,-0.12903225806451613,0.24599670930663659,0.6555,0.04827092648130438
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,control_router,12,8,358,0.5865921787709497,0.442520430536177,0.8387646627565974,0.030726256983240163,-0.14193548387096777,0.27717391304347827,0.4955,0.056800434978116945
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,control_hidden,12,8,358,0.3715083798882682,0.1917358636938283,0.6462126882099145,-0.18435754189944137,-0.3853011789705972,0.0,0.44449999999999995,0.025201727600666062
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,3,control_moe,12,8,358,0.5307262569832403,0.41551392572944296,0.7419354838709677,-0.025139664804469275,-0.1422764227642277,0.13364055299539168,0.5323333333333333,0.03562716769071338
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,control,12,8,358,0.5307262569832403,0.3290279281229703,0.7820937650457389,0.0,0.0,0.0,0.37216666666666665,0.06742096718293651
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,router,12,8,358,0.2569832402234637,0.08064516129032258,0.3930635838150289,-0.2737430167597766,-0.591562007423603,-0.026836411104580557,0.4533333333333333,0.02244415015529931
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,hidden,12,8,358,0.39385474860335196,0.21146734854445318,0.5422278662198015,-0.13687150837988832,-0.4548971538913609,0.12548255966430583,0.483,0.02423589179090458
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,moe,12,8,358,0.3100558659217877,0.11386424731182797,0.4625344128088097,-0.2206703910614526,-0.5040650406504065,-0.018468745060369877,0.4058333333333333,0.02363825868940122
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,control_router,12,8,358,0.4748603351955307,0.2709677419354839,0.7243425424025175,-0.05586592178770955,-0.16129032258064518,0.05345211581291753,0.3606666666666667,0.04399050830408785
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,control_hidden,12,8,358,0.5558659217877095,0.3908019246190858,0.7127369597615498,0.025139664804469275,-0.1575091575091575,0.19243536970070005,0.46599999999999997,0.04512458965829244
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,4,control_moe,12,8,358,0.49441340782122906,0.3172043010752688,0.6747967479674797,-0.03631284916201122,-0.18991672587453504,0.09091599889472222,0.40599999999999997,0.05285934717114878
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,control,37,12,857,0.4457409568261377,0.3469375549262767,0.5231424132955282,0.0,0.0,0.0,0.48819345661450925,0.06740425126324807
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,router,37,12,857,0.41890315052508753,0.3523802373802374,0.5399165152203542,-0.02683780630105015,-0.12264133555851495,0.1447099262240104,0.5616500711237553,0.08261479469290971
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,hidden,37,12,857,0.48891481913652274,0.3278035709303445,0.6753094427270874,0.04317386231038506,-0.14645924367632168,0.26202369654617086,0.3688193456614509,0.06245500838795244
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,moe,37,12,857,0.4177362893815636,0.3170706051380289,0.5534744780967848,-0.028004667444574083,-0.17864460164592857,0.1614281325383459,0.38304409672830725,0.061475359845584915
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,control_router,37,12,857,0.37689614935822635,0.3055878382382114,0.47662108703130357,-0.06884480746791133,-0.14080125833237195,0.02446366539668294,0.5287055476529161,0.07695094778378758
scene_loso,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,control_hidden,37,12,857,0.4025670945157526,0.3009776239266678,0.5505823026170255,-0.04317386231038506,-0.1662706170941109,0.1301720265900107,0.3022475106685633,0.050261720023752454
