calibration,method,window,scope,metric,estimate,lo,hi,tasks
episode,gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,gap,q8_13,all,delta_ac,-0.1365059202836728,-0.20423846853502728,-0.06703491649373883,36
episode,gap,q8_13,all,delta_v82,-0.012340169469914584,-0.08160347119449965,0.0618887587768322,36
episode,gap,q8_13,excluding_S05,auc,0.5828932898195086,0.5496334281087205,0.6192706505085709,35
episode,gap,q8_13,excluding_S05,ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,gap,q8_13,excluding_S05,delta_ac,-0.14313454915824184,-0.21023909190667775,-0.07195786598426551,35
episode,gap,q8_13,excluding_S05,delta_v82,-0.02015910596879759,-0.09266114317884808,0.05439875975798526,35
episode,raw_gap_low,q8_13,all,auc,0.5552609525465058,0.5150001819966549,0.595562703995401,36
episode,raw_gap_low,q8_13,all,ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,raw_gap_low,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,raw_gap_low,q8_13,all,delta_ac,-0.1694918146609762,-0.23683360165447162,-0.10160828898969071,36
episode,raw_gap_low,q8_13,all,delta_v82,-0.045326063847218004,-0.12318231306919988,0.030697345151713577,36
episode,raw_gap_low,q8_13,excluding_S05,auc,0.5482157913268477,0.5071143091931738,0.5883778699035673,35
episode,raw_gap_low,q8_13,excluding_S05,ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,raw_gap_low,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,raw_gap_low,q8_13,excluding_S05,delta_ac,-0.17781204765090278,-0.24569104040262324,-0.10732169883012586,35
episode,raw_gap_low,q8_13,excluding_S05,delta_v82,-0.05483660446145853,-0.13232662404452217,0.020255740130579198,35
episode,state_absolute_low,q8_13,all,auc,0.513460887320151,0.46793622074044733,0.5583476394619838,36
episode,state_absolute_low,q8_13,all,ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,state_absolute_low,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,state_absolute_low,q8_13,all,delta_ac,-0.21129187988733075,-0.28748832803584884,-0.13991434332458633,36
episode,state_absolute_low,q8_13,all,delta_v82,-0.08712612907357253,-0.17531997798714305,-0.005468944641946239,36
episode,state_absolute_low,q8_13,excluding_S05,auc,0.5050172493592484,0.46130018980432913,0.5494581020450455,35
episode,state_absolute_low,q8_13,excluding_S05,ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,state_absolute_low,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,state_absolute_low,q8_13,excluding_S05,delta_ac,-0.221010589618502,-0.29562313101236404,-0.14695749518249807,35
episode,state_absolute_low,q8_13,excluding_S05,delta_v82,-0.09803514642905777,-0.18241359408513252,-0.014404327712205824,35
episode,state_relative_low,q8_13,all,auc,0.5390627330760102,0.49509377050494435,0.5814259535206467,36
episode,state_relative_low,q8_13,all,ac_auc,0.7247527672074818,0.6699427968056315,0.7747215621779153,36
episode,state_relative_low,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
episode,state_relative_low,q8_13,all,delta_ac,-0.18569003413147167,-0.25850244326242805,-0.11437045668918866,36
episode,state_relative_low,q8_13,all,delta_v82,-0.06152428331771341,-0.1459384956289714,0.01804744884675408,36
episode,state_relative_low,q8_13,excluding_S05,auc,0.5302991349157761,0.4865692482462734,0.5722040743005752,35
episode,state_relative_low,q8_13,excluding_S05,ac_auc,0.7260278389777505,0.6701518260740877,0.7762584806259423,35
episode,state_relative_low,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
episode,state_relative_low,q8_13,excluding_S05,delta_ac,-0.1957287040619744,-0.26918077926828027,-0.1236415834326451,35
episode,state_relative_low,q8_13,excluding_S05,delta_v82,-0.0727532608725301,-0.1587456765226707,0.007455950723961537,35
task_init,ac,q8_13,all,auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,ac,q8_13,all,ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,ac,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,ac,q8_13,all,delta_ac,0.0,0.0,0.0,36
task_init,ac,q8_13,all,delta_v82,0.12029020000776224,0.07062490403115491,0.17088437454355898,36
task_init,ac,q8_13,excluding_S05,auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,ac,q8_13,excluding_S05,ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,ac,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,ac,q8_13,excluding_S05,delta_ac,0.0,0.0,0.0,35
task_init,ac,q8_13,excluding_S05,delta_v82,0.11879623591779513,0.07050468391566184,0.16905546198485133,35
task_init,ac_st_margin,q8_13,all,auc,0.7208705430614791,0.6667676698756573,0.7707867737954376,36
task_init,ac_st_margin,q8_13,all,ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,ac_st_margin,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,ac_st_margin,q8_13,all,delta_ac,-6.673340006673786e-06,-2.0020020020021358e-05,0.0,36
task_init,ac_st_margin,q8_13,all,delta_v82,0.12028352666775557,0.07061773019064774,0.1708777012035523,36
task_init,ac_st_margin,q8_13,excluding_S05,auc,0.7218417676992372,0.6666462118494675,0.7718826798893961,35
task_init,ac_st_margin,q8_13,excluding_S05,ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,ac_st_margin,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,ac_st_margin,q8_13,excluding_S05,delta_ac,-6.864006864007322e-06,-2.059202059202197e-05,0.0,35
task_init,ac_st_margin,q8_13,excluding_S05,delta_v82,0.11878937191093113,0.07049799150896943,0.16904207717146652,35
task_init,gap,q8_13,all,auc,0.588246846923809,0.5541318108523755,0.62451925243025,36
task_init,gap,q8_13,all,ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,gap,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,gap,q8_13,all,delta_ac,-0.1326303694776768,-0.2009754613178573,-0.06362734640115542,36
task_init,gap,q8_13,all,delta_v82,-0.012340169469914584,-0.08160347119449965,0.0618887587768322,36
task_init,gap,q8_13,excluding_S05,auc,0.5828932898195086,0.5496334281087205,0.6192706505085709,35
task_init,gap,q8_13,excluding_S05,ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,gap,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,gap,q8_13,excluding_S05,delta_ac,-0.13895534188659275,-0.20601815591787861,-0.06791697233312834,35
task_init,gap,q8_13,excluding_S05,delta_v82,-0.02015910596879759,-0.09266114317884808,0.05439875975798526,35
task_init,raw_gap_low,q8_13,all,auc,0.5552609525465058,0.5150001819966549,0.595562703995401,36
task_init,raw_gap_low,q8_13,all,ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,raw_gap_low,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,raw_gap_low,q8_13,all,delta_ac,-0.16561626385498024,-0.23302931405529187,-0.09796110599882506,36
task_init,raw_gap_low,q8_13,all,delta_v82,-0.045326063847218004,-0.12318231306919988,0.030697345151713577,36
task_init,raw_gap_low,q8_13,excluding_S05,auc,0.5482157913268477,0.5071143091931738,0.5883778699035673,35
task_init,raw_gap_low,q8_13,excluding_S05,ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,raw_gap_low,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,raw_gap_low,q8_13,excluding_S05,delta_ac,-0.1736328403792537,-0.2421644659468619,-0.10360790343514686,35
task_init,raw_gap_low,q8_13,excluding_S05,delta_v82,-0.05483660446145853,-0.13232662404452217,0.020255740130579198,35
task_init,state_absolute_low,q8_13,all,auc,0.513460887320151,0.46793622074044733,0.5583476394619838,36
task_init,state_absolute_low,q8_13,all,ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,state_absolute_low,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,state_absolute_low,q8_13,all,delta_ac,-0.20741632908133478,-0.2838601671431498,-0.13719737400278254,36
task_init,state_absolute_low,q8_13,all,delta_v82,-0.08712612907357253,-0.17531997798714305,-0.005468944641946239,36
task_init,state_absolute_low,q8_13,excluding_S05,auc,0.5050172493592484,0.46130018980432913,0.5494581020450455,35
task_init,state_absolute_low,q8_13,excluding_S05,ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,state_absolute_low,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,state_absolute_low,q8_13,excluding_S05,delta_ac,-0.21683138234685287,-0.2925618585851497,-0.1437838353730166,35
task_init,state_absolute_low,q8_13,excluding_S05,delta_v82,-0.09803514642905777,-0.18241359408513252,-0.014404327712205824,35
task_init,state_relative_low,q8_13,all,auc,0.5390627330760102,0.49509377050494435,0.5814259535206467,36
task_init,state_relative_low,q8_13,all,ac_auc,0.7208772164014857,0.6667741763821637,0.7707999536419505,36
task_init,state_relative_low,q8_13,all,v82_auc,0.6005870163937236,0.5366894424771794,0.6630902974216561,36
task_init,state_relative_low,q8_13,all,delta_ac,-0.18181448332547567,-0.2544238162715833,-0.11000178333296365,36
task_init,state_relative_low,q8_13,all,delta_v82,-0.06152428331771341,-0.1459384956289714,0.01804744884675408,36
task_init,state_relative_low,q8_13,excluding_S05,auc,0.5302991349157761,0.4865692482462734,0.5722040743005752,35
task_init,state_relative_low,q8_13,excluding_S05,ac_auc,0.7218486317061014,0.6666463834496391,0.7718830230897393,35
task_init,state_relative_low,q8_13,excluding_S05,v82_auc,0.6030523957883063,0.5372126627324312,0.6691160178640925,35
task_init,state_relative_low,q8_13,excluding_S05,delta_ac,-0.19154949679032526,-0.2651687107863929,-0.11886675902794791,35
task_init,state_relative_low,q8_13,excluding_S05,delta_v82,-0.0727532608725301,-0.1587456765226707,0.007455950723961537,35
episode,ac,all_comparable_queries,all,auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,ac,all_comparable_queries,all,ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,ac,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,ac,all_comparable_queries,all,delta_ac,0.0,0.0,0.0,36
episode,ac,all_comparable_queries,all,delta_v82,0.06268130141695402,0.01516033566256397,0.1149692660951766,36
episode,ac,all_comparable_queries,excluding_S05,auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,ac,all_comparable_queries,excluding_S05,ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,ac,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,ac,all_comparable_queries,excluding_S05,delta_ac,0.0,0.0,0.0,35
episode,ac,all_comparable_queries,excluding_S05,delta_v82,0.061931462873788465,0.014642432489835131,0.11610187941362901,35
episode,ac_st_margin,all_comparable_queries,all,auc,0.7078187292519977,0.6536013523026959,0.7596030525949864,36
episode,ac_st_margin,all_comparable_queries,all,ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,ac_st_margin,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,ac_st_margin,all_comparable_queries,all,delta_ac,0.0001280168639363291,-0.0023072445892076514,0.0028597130008788337,36
episode,ac_st_margin,all_comparable_queries,all,delta_v82,0.06280931828089036,0.015132348142891838,0.11494224816348346,36
episode,ac_st_margin,all_comparable_queries,excluding_S05,auc,0.7156962000235069,0.6628877940101321,0.7666706156900756,35
episode,ac_st_margin,all_comparable_queries,excluding_S05,ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,ac_st_margin,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,ac_st_margin,all_comparable_queries,excluding_S05,delta_ac,0.00013167448862022422,-0.0024962884294462196,0.002925902245746974,35
episode,ac_st_margin,all_comparable_queries,excluding_S05,delta_v82,0.06206313736240867,0.014951987185512265,0.1156951156594644,35
episode,gap,all_comparable_queries,all,auc,0.5787538321276565,0.5373029634194881,0.620722068278122,36
episode,gap,all_comparable_queries,all,ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,gap,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,gap,all_comparable_queries,all,delta_ac,-0.12893688026040484,-0.18168262968504376,-0.07512448743909683,36
episode,gap,all_comparable_queries,all,delta_v82,-0.06625557884345085,-0.11863355929821334,-0.009704784490243904,36
episode,gap,all_comparable_queries,excluding_S05,auc,0.5833262652766522,0.5395498173247968,0.6260548947783546,35
episode,gap,all_comparable_queries,excluding_S05,ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,gap,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,gap,all_comparable_queries,excluding_S05,delta_ac,-0.13223826025823437,-0.18835997294183185,-0.0771812921944556,35
episode,gap,all_comparable_queries,excluding_S05,delta_v82,-0.07030679738444592,-0.12847344962047208,-0.013767321786887738,35
episode,raw_gap_low,all_comparable_queries,all,auc,0.5489965061514623,0.5052583983761388,0.5902892926903917,36
episode,raw_gap_low,all_comparable_queries,all,ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,raw_gap_low,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,raw_gap_low,all_comparable_queries,all,delta_ac,-0.158694206236599,-0.22443098602316547,-0.093678660558633,36
episode,raw_gap_low,all_comparable_queries,all,delta_v82,-0.09601290481964499,-0.16050738814991733,-0.032217286281578675,36
episode,raw_gap_low,all_comparable_queries,excluding_S05,auc,0.5522701146848907,0.5103996006887646,0.5946306200640961,35
episode,raw_gap_low,all_comparable_queries,excluding_S05,ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,raw_gap_low,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,raw_gap_low,all_comparable_queries,excluding_S05,delta_ac,-0.16329441084999582,-0.23069360309386494,-0.09603389722848572,35
episode,raw_gap_low,all_comparable_queries,excluding_S05,delta_v82,-0.10136294797620737,-0.16846378263015796,-0.03646073852379728,35
episode,state_absolute_low,all_comparable_queries,all,auc,0.4975117631547687,0.4551195291869463,0.5386746042096398,36
episode,state_absolute_low,all_comparable_queries,all,ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,state_absolute_low,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,state_absolute_low,all_comparable_queries,all,delta_ac,-0.21017894923329258,-0.2843394858176023,-0.13717109700182104,36
episode,state_absolute_low,all_comparable_queries,all,delta_v82,-0.14749764781633862,-0.22053223846829886,-0.08056489316002882,36
episode,state_absolute_low,all_comparable_queries,excluding_S05,auc,0.49924812789311496,0.4560520939520758,0.5424570040878661,35
episode,state_absolute_low,all_comparable_queries,excluding_S05,ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,state_absolute_low,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,state_absolute_low,all_comparable_queries,excluding_S05,delta_ac,-0.21631639764177163,-0.2904398255524952,-0.1430963772162064,35
episode,state_absolute_low,all_comparable_queries,excluding_S05,delta_v82,-0.15438493476798323,-0.22710026198241076,-0.08827468617376169,35
episode,state_relative_low,all_comparable_queries,all,auc,0.5291437564386201,0.49280362786023824,0.5643579307246848,36
episode,state_relative_low,all_comparable_queries,all,ac_auc,0.7076907123880614,0.6537019709195272,0.7598001970840528,36
episode,state_relative_low,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
episode,state_relative_low,all_comparable_queries,all,delta_ac,-0.17854695594944117,-0.24665335826923604,-0.11389097482577157,36
episode,state_relative_low,all_comparable_queries,all,delta_v82,-0.11586565453248715,-0.18565741346535886,-0.05260791638823673,36
episode,state_relative_low,all_comparable_queries,excluding_S05,auc,0.5313545331284885,0.4933437975851609,0.5664219345114683,35
episode,state_relative_low,all_comparable_queries,excluding_S05,ac_auc,0.7155645255348867,0.6623799196760415,0.7661805168692843,35
episode,state_relative_low,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
episode,state_relative_low,all_comparable_queries,excluding_S05,delta_ac,-0.18420999240639815,-0.24757879698934418,-0.1185503417955197,35
episode,state_relative_low,all_comparable_queries,excluding_S05,delta_v82,-0.1222785295326097,-0.1927074517739297,-0.057161887844134944,35
task_init,ac,all_comparable_queries,all,auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,ac,all_comparable_queries,all,ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,ac,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
task_init,ac,all_comparable_queries,all,delta_ac,0.0,0.0,0.0,36
task_init,ac,all_comparable_queries,all,delta_v82,0.05979647661043641,0.011829105216567076,0.11071088876992365,36
task_init,ac,all_comparable_queries,excluding_S05,auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,ac,all_comparable_queries,excluding_S05,ac_auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,ac,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,ac,all_comparable_queries,excluding_S05,delta_ac,0.0,0.0,0.0,35
task_init,ac,all_comparable_queries,excluding_S05,delta_v82,0.05886027323684413,0.01162494640257149,0.11130823171142813,35
task_init,ac_st_margin,all_comparable_queries,all,auc,0.7047799630517444,0.6531553937961663,0.7555825261386159,36
task_init,ac_st_margin,all_comparable_queries,all,ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,ac_st_margin,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
task_init,ac_st_margin,all_comparable_queries,all,delta_ac,-2.5924529799453983e-05,-0.0006291287609098913,0.0004748049756398715,36
task_init,ac_st_margin,all_comparable_queries,all,delta_v82,0.059770552080636946,0.01193705713618302,0.1107018749617486,36
task_init,ac_st_margin,all_comparable_queries,excluding_S05,auc,0.7124666706672915,0.6600314394475666,0.7629500233349891,35
task_init,ac_st_margin,all_comparable_queries,excluding_S05,ac_auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,ac_st_margin,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,ac_st_margin,all_comparable_queries,excluding_S05,delta_ac,-2.6665230650866956e-05,-0.0006471038683644597,0.000488370832086725,35
task_init,ac_st_margin,all_comparable_queries,excluding_S05,delta_v82,0.05883360800619326,0.01134429726024152,0.11081026259281432,35
task_init,gap,all_comparable_queries,all,auc,0.5787538321276565,0.5373029634194881,0.620722068278122,36
task_init,gap,all_comparable_queries,all,ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,gap,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
task_init,gap,all_comparable_queries,all,delta_ac,-0.12605205545388723,-0.17728907470146144,-0.07391721174659065,36
task_init,gap,all_comparable_queries,all,delta_v82,-0.06625557884345085,-0.11863355929821334,-0.009704784490243904,36
task_init,gap,all_comparable_queries,excluding_S05,auc,0.5833262652766522,0.5395498173247968,0.6260548947783546,35
task_init,gap,all_comparable_queries,excluding_S05,ac_auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,gap,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,gap,all_comparable_queries,excluding_S05,delta_ac,-0.12916707062129004,-0.1827682848978084,-0.07536237126926659,35
task_init,gap,all_comparable_queries,excluding_S05,delta_v82,-0.07030679738444592,-0.12847344962047208,-0.013767321786887738,35
task_init,raw_gap_low,all_comparable_queries,all,auc,0.5489965061514623,0.5052583983761388,0.5902892926903917,36
task_init,raw_gap_low,all_comparable_queries,all,ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,raw_gap_low,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
task_init,raw_gap_low,all_comparable_queries,all,delta_ac,-0.1558093814300814,-0.22083709075608982,-0.09258444841459323,36
task_init,raw_gap_low,all_comparable_queries,all,delta_v82,-0.09601290481964499,-0.16050738814991733,-0.032217286281578675,36
task_init,raw_gap_low,all_comparable_queries,excluding_S05,auc,0.5522701146848907,0.5103996006887646,0.5946306200640961,35
task_init,raw_gap_low,all_comparable_queries,excluding_S05,ac_auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,raw_gap_low,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,raw_gap_low,all_comparable_queries,excluding_S05,delta_ac,-0.1602232212130515,-0.2265170175276291,-0.09476654562362807,35
task_init,raw_gap_low,all_comparable_queries,excluding_S05,delta_v82,-0.10136294797620737,-0.16846378263015796,-0.03646073852379728,35
task_init,state_absolute_low,all_comparable_queries,all,auc,0.4975117631547687,0.4551195291869463,0.5386746042096398,36
task_init,state_absolute_low,all_comparable_queries,all,ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,state_absolute_low,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
task_init,state_absolute_low,all_comparable_queries,all,delta_ac,-0.20729412442677494,-0.2806279031542962,-0.13483000790336605,36
task_init,state_absolute_low,all_comparable_queries,all,delta_v82,-0.14749764781633862,-0.22053223846829886,-0.08056489316002882,36
task_init,state_absolute_low,all_comparable_queries,excluding_S05,auc,0.49924812789311496,0.4560520939520758,0.5424570040878661,35
task_init,state_absolute_low,all_comparable_queries,excluding_S05,ac_auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,state_absolute_low,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,state_absolute_low,all_comparable_queries,excluding_S05,delta_ac,-0.2132452080048273,-0.2876763666834092,-0.14021049621639073,35
task_init,state_absolute_low,all_comparable_queries,excluding_S05,delta_v82,-0.15438493476798323,-0.22710026198241076,-0.08827468617376169,35
task_init,state_relative_low,all_comparable_queries,all,auc,0.5291437564386201,0.49280362786023824,0.5643579307246848,36
task_init,state_relative_low,all_comparable_queries,all,ac_auc,0.7048058875815437,0.653459591514244,0.7554470843731088,36
task_init,state_relative_low,all_comparable_queries,all,v82_auc,0.6450094109711072,0.5933654336041502,0.7003726940511678,36
task_init,state_relative_low,all_comparable_queries,all,delta_ac,-0.17566213114292353,-0.2442512305710018,-0.11110783969286253,36
task_init,state_relative_low,all_comparable_queries,all,delta_v82,-0.11586565453248715,-0.18565741346535886,-0.05260791638823673,36
task_init,state_relative_low,all_comparable_queries,excluding_S05,auc,0.5313545331284885,0.4933437975851609,0.5664219345114683,35
task_init,state_relative_low,all_comparable_queries,excluding_S05,ac_auc,0.7124933358979422,0.6601279390553125,0.7627527722275516,35
task_init,state_relative_low,all_comparable_queries,excluding_S05,v82_auc,0.6536330626610981,0.6018218854788332,0.707257408167023,35
task_init,state_relative_low,all_comparable_queries,excluding_S05,delta_ac,-0.18113880276945382,-0.24417760299379138,-0.11696830431696625,35
task_init,state_relative_low,all_comparable_queries,excluding_S05,delta_v82,-0.1222785295326097,-0.1927074517739297,-0.057161887844134944,35
