fold,suite,seed,method,calibration,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy
libero_goal_20260907,libero_goal,20260907,euclidean_neighbors_cosine_score,task_init,unseen,1200,78,1122,12,63,0.15384615384615385,0.05614973262032086,0.16,0.5488482106129164
libero_goal_20260907,libero_goal,20260907,cosine_without_center,episode,seen,560,12,548,1,26,0.08333333333333333,0.04744525547445255,0.037037037037037035,0.5179440389294403
libero_goal_20260907,libero_goal,20260907,cosine_without_center,episode,unseen,1200,78,1122,47,272,0.6025641025641025,0.24242424242424243,0.14733542319749215,0.6800699300699301
libero_goal_20260907,libero_goal,20260907,cosine_without_center,task_init,seen,560,12,548,1,2,0.08333333333333333,0.0036496350364963502,0.3333333333333333,0.5398418491484185
libero_goal_20260907,libero_goal,20260907,cosine_without_center,task_init,unseen,1200,78,1122,12,92,0.15384615384615385,0.08199643493761141,0.11538461538461539,0.5359248594542712
libero_goal_20260907,libero_goal,20260907,norm_only,episode,seen,560,12,548,12,22,1.0,0.040145985401459854,0.35294117647058826,0.9799270072992701
libero_goal_20260907,libero_goal,20260907,norm_only,episode,unseen,1200,78,1122,63,2,0.8076923076923077,0.0017825311942959,0.9692307692307692,0.9029548882490059
libero_goal_20260907,libero_goal,20260907,norm_only,task_init,seen,560,12,548,12,7,1.0,0.012773722627737226,0.631578947368421,0.9936131386861314
libero_goal_20260907,libero_goal,20260907,norm_only,task_init,unseen,1200,78,1122,57,1,0.7307692307692307,0.00089126559714795,0.9827586206896551,0.8649389825860414
libero_goal_20260908,libero_goal,20260908,euclidean,episode,seen,560,22,538,22,30,1.0,0.055762081784386616,0.4230769230769231,0.9721189591078067
libero_goal_20260908,libero_goal,20260908,euclidean,episode,unseen,1200,9,1191,9,57,1.0,0.04785894206549118,0.13636363636363635,0.9760705289672544
libero_goal_20260908,libero_goal,20260908,euclidean,task_init,seen,560,22,538,21,3,0.9545454545454546,0.0055762081784386614,0.875,0.9744846231835079
libero_goal_20260908,libero_goal,20260908,euclidean,task_init,unseen,1200,9,1191,9,3,1.0,0.0025188916876574307,0.75,0.9987405541561712
libero_goal_20260908,libero_goal,20260908,cosine,episode,seen,560,22,538,6,41,0.2727272727272727,0.0762081784386617,0.1276595744680851,0.5982595471443055
libero_goal_20260908,libero_goal,20260908,cosine,episode,unseen,1200,9,1191,0,168,0.0,0.14105793450881612,0.0,0.42947103274559195
libero_goal_20260908,libero_goal,20260908,cosine,task_init,seen,560,22,538,0,11,0.0,0.020446096654275093,0.0,0.48977695167286245
libero_goal_20260908,libero_goal,20260908,cosine,task_init,unseen,1200,9,1191,0,22,0.0,0.018471872376154493,0.0,0.4907640638119228
libero_goal_20260908,libero_goal,20260908,cosine_neighbors_euclidean_score,episode,seen,560,22,538,22,27,1.0,0.05018587360594796,0.4489795918367347,0.974907063197026
libero_goal_20260908,libero_goal,20260908,cosine_neighbors_euclidean_score,episode,unseen,1200,9,1191,9,134,1.0,0.11251049538203191,0.06293706293706294,0.943744752308984
libero_goal_20260908,libero_goal,20260908,cosine_neighbors_euclidean_score,task_init,seen,560,22,538,20,5,0.9090909090909091,0.00929368029739777,0.8,0.9498986143967557
libero_goal_20260908,libero_goal,20260908,cosine_neighbors_euclidean_score,task_init,unseen,1200,9,1191,9,12,1.0,0.010075566750629723,0.42857142857142855,0.9949622166246851
libero_goal_20260908,libero_goal,20260908,euclidean_neighbors_cosine_score,episode,seen,560,22,538,8,62,0.36363636363636365,0.11524163568773234,0.11428571428571428,0.6241973639743157
libero_goal_20260908,libero_goal,20260908,euclidean_neighbors_cosine_score,episode,unseen,1200,9,1191,0,301,0.0,0.25272879932829556,0.0,0.3736356003358522
libero_goal_20260908,libero_goal,20260908,euclidean_neighbors_cosine_score,task_init,seen,560,22,538,0,8,0.0,0.01486988847583643,0.0,0.49256505576208176
libero_goal_20260908,libero_goal,20260908,euclidean_neighbors_cosine_score,task_init,unseen,1200,9,1191,0,33,0.0,0.027707808564231738,0.0,0.48614609571788414
libero_goal_20260908,libero_goal,20260908,cosine_without_center,episode,seen,560,22,538,11,35,0.5,0.06505576208178439,0.2391304347826087,0.7174721189591078
libero_goal_20260908,libero_goal,20260908,cosine_without_center,episode,unseen,1200,9,1191,0,84,0.0,0.07052896725440806,0.0,0.464735516372796
libero_goal_20260908,libero_goal,20260908,cosine_without_center,task_init,seen,560,22,538,7,14,0.3181818181818182,0.026022304832713755,0.3333333333333333,0.6460797566745522
libero_goal_20260908,libero_goal,20260908,cosine_without_center,task_init,unseen,1200,9,1191,0,29,0.0,0.02434928631402183,0.0,0.4878253568429891
libero_goal_20260908,libero_goal,20260908,norm_only,episode,seen,560,22,538,21,33,0.9545454545454546,0.06133828996282528,0.3888888888888889,0.9466035822913147
libero_goal_20260908,libero_goal,20260908,norm_only,episode,unseen,1200,9,1191,9,6,1.0,0.005037783375314861,0.6,0.9974811083123426
libero_goal_20260908,libero_goal,20260908,norm_only,task_init,seen,560,22,538,21,11,0.9545454545454546,0.020446096654275093,0.65625,0.9670496789455898
libero_goal_20260908,libero_goal,20260908,norm_only,task_init,unseen,1200,9,1191,9,0,1.0,0.0,1.0,1.0
libero_goal_20260909,libero_goal,20260909,euclidean,episode,seen,560,23,537,23,23,1.0,0.04283054003724395,0.5,0.978584729981378
libero_goal_20260909,libero_goal,20260909,euclidean,episode,unseen,1200,2,1198,2,616,1.0,0.5141903171953256,0.003236245954692557,0.7429048414023371
libero_goal_20260909,libero_goal,20260909,euclidean,task_init,seen,560,23,537,23,7,1.0,0.01303538175046555,0.7666666666666667,0.9934823091247672
libero_goal_20260909,libero_goal,20260909,euclidean,task_init,unseen,1200,2,1198,2,480,1.0,0.4006677796327212,0.004149377593360996,0.7996661101836394
libero_goal_20260909,libero_goal,20260909,cosine,episode,seen,560,23,537,1,20,0.043478260869565216,0.037243947858473,0.047619047619047616,0.5031171565055461
libero_goal_20260909,libero_goal,20260909,cosine,episode,unseen,1200,2,1198,0,11,0.0,0.009181969949916527,0.0,0.49540901502504175
libero_goal_20260909,libero_goal,20260909,cosine,task_init,seen,560,23,537,1,7,0.043478260869565216,0.01303538175046555,0.125,0.5152214395595498
libero_goal_20260909,libero_goal,20260909,cosine,task_init,unseen,1200,2,1198,0,7,0.0,0.005843071786310518,0.0,0.49707846410684475
libero_goal_20260909,libero_goal,20260909,cosine_neighbors_euclidean_score,episode,seen,560,23,537,23,27,1.0,0.05027932960893855,0.46,0.9748603351955307
libero_goal_20260909,libero_goal,20260909,cosine_neighbors_euclidean_score,episode,unseen,1200,2,1198,2,513,1.0,0.4282136894824708,0.003883495145631068,0.7858931552587646
libero_goal_20260909,libero_goal,20260909,cosine_neighbors_euclidean_score,task_init,seen,560,23,537,23,9,1.0,0.01675977653631285,0.71875,0.9916201117318436
libero_goal_20260909,libero_goal,20260909,cosine_neighbors_euclidean_score,task_init,unseen,1200,2,1198,2,376,1.0,0.31385642737896496,0.005291005291005291,0.8430717863105175
libero_goal_20260909,libero_goal,20260909,euclidean_neighbors_cosine_score,episode,seen,560,23,537,4,29,0.17391304347826086,0.054003724394785846,0.12121212121212122,0.5599546595417375
libero_goal_20260909,libero_goal,20260909,euclidean_neighbors_cosine_score,episode,unseen,1200,2,1198,0,16,0.0,0.01335559265442404,0.0,0.493322203672788
libero_goal_20260909,libero_goal,20260909,euclidean_neighbors_cosine_score,task_init,seen,560,23,537,1,7,0.043478260869565216,0.01303538175046555,0.125,0.5152214395595498
libero_goal_20260909,libero_goal,20260909,euclidean_neighbors_cosine_score,task_init,unseen,1200,2,1198,0,0,0.0,0.0,,0.5
libero_goal_20260909,libero_goal,20260909,cosine_without_center,episode,seen,560,23,537,11,10,0.4782608695652174,0.0186219739292365,0.5238095238095238,0.7298194478179904
libero_goal_20260909,libero_goal,20260909,cosine_without_center,episode,unseen,1200,2,1198,1,127,0.5,0.10601001669449082,0.0078125,0.6969949916527546
libero_goal_20260909,libero_goal,20260909,cosine_without_center,task_init,seen,560,23,537,5,0,0.21739130434782608,0.0,1.0,0.6086956521739131
libero_goal_20260909,libero_goal,20260909,cosine_without_center,task_init,unseen,1200,2,1198,0,42,0.0,0.035058430717863104,0.0,0.48247078464106846
libero_goal_20260909,libero_goal,20260909,norm_only,episode,seen,560,23,537,23,44,1.0,0.08193668528864059,0.34328358208955223,0.9590316573556797
libero_goal_20260909,libero_goal,20260909,norm_only,episode,unseen,1200,2,1198,2,597,1.0,0.498330550918197,0.00333889816360601,0.7508347245409015
libero_goal_20260909,libero_goal,20260909,norm_only,task_init,seen,560,23,537,20,19,0.8695652173913043,0.035381750465549346,0.5128205128205128,0.9170917334628774
libero_goal_20260909,libero_goal,20260909,norm_only,task_init,unseen,1200,2,1198,2,409,1.0,0.34140233722871455,0.004866180048661801,0.8292988313856428
libero_long_20260907,libero_long,20260907,euclidean,episode,seen,560,42,518,40,17,0.9523809523809523,0.032818532818532815,0.7017543859649122,0.9597812097812097
libero_long_20260907,libero_long,20260907,euclidean,episode,unseen,1200,49,1151,49,205,1.0,0.17810599478714162,0.19291338582677164,0.9109470026064292
libero_long_20260907,libero_long,20260907,euclidean,task_init,seen,560,42,518,27,7,0.6428571428571429,0.013513513513513514,0.7941176470588235,0.8146718146718146
libero_long_20260907,libero_long,20260907,euclidean,task_init,unseen,1200,49,1151,27,14,0.5510204081632653,0.01216333622936577,0.6585365853658537,0.7694285359669497
libero_long_20260907,libero_long,20260907,cosine,episode,seen,560,42,518,1,23,0.023809523809523808,0.0444015444015444,0.041666666666666664,0.48970398970398965
libero_long_20260907,libero_long,20260907,cosine,episode,unseen,1200,49,1151,1,50,0.02040816326530612,0.043440486533449174,0.0196078431372549,0.48848383836592846
libero_long_20260907,libero_long,20260907,cosine,task_init,seen,560,42,518,0,4,0.0,0.007722007722007722,0.0,0.49613899613899615
libero_long_20260907,libero_long,20260907,cosine,task_init,unseen,1200,49,1151,0,9,0.0,0.007819287576020852,0.0,0.49609035621198955
libero_long_20260907,libero_long,20260907,cosine_neighbors_euclidean_score,episode,seen,560,42,518,27,24,0.6428571428571429,0.04633204633204633,0.5294117647058824,0.7982625482625483
libero_long_20260907,libero_long,20260907,cosine_neighbors_euclidean_score,episode,unseen,1200,49,1151,30,72,0.6122448979591837,0.06255430060816682,0.29411764705882354,0.7748452986755084
libero_long_20260907,libero_long,20260907,cosine_neighbors_euclidean_score,task_init,seen,560,42,518,25,4,0.5952380952380952,0.007722007722007722,0.8620689655172413,0.7937580437580438
libero_long_20260907,libero_long,20260907,cosine_neighbors_euclidean_score,task_init,unseen,1200,49,1151,20,10,0.40816326530612246,0.008688097306689836,0.6666666666666666,0.6997375839997163
libero_long_20260907,libero_long,20260907,euclidean_neighbors_cosine_score,episode,seen,560,42,518,0,20,0.0,0.03861003861003861,0.0,0.4806949806949807
libero_long_20260907,libero_long,20260907,euclidean_neighbors_cosine_score,episode,unseen,1200,49,1151,0,27,0.0,0.023457862728062554,0.0,0.4882710686359687
libero_long_20260907,libero_long,20260907,euclidean_neighbors_cosine_score,task_init,seen,560,42,518,0,2,0.0,0.003861003861003861,0.0,0.4980694980694981
libero_long_20260907,libero_long,20260907,euclidean_neighbors_cosine_score,task_init,unseen,1200,49,1151,0,2,0.0,0.0017376194613379669,0.0,0.499131190269331
libero_long_20260907,libero_long,20260907,cosine_without_center,episode,seen,560,42,518,6,16,0.14285714285714285,0.03088803088803089,0.2727272727272727,0.555984555984556
libero_long_20260907,libero_long,20260907,cosine_without_center,episode,unseen,1200,49,1151,4,198,0.08163265306122448,0.17202432667245873,0.019801980198019802,0.45480416319438294
libero_long_20260907,libero_long,20260907,cosine_without_center,task_init,seen,560,42,518,3,2,0.07142857142857142,0.003861003861003861,0.6,0.5337837837837838
libero_long_20260907,libero_long,20260907,cosine_without_center,task_init,unseen,1200,49,1151,1,71,0.02040816326530612,0.06168549087749783,0.013888888888888888,0.47936133619390414
libero_long_20260907,libero_long,20260907,norm_only,episode,seen,560,42,518,34,30,0.8095238095238095,0.05791505791505792,0.53125,0.8758043758043758
libero_long_20260907,libero_long,20260907,norm_only,episode,unseen,1200,49,1151,36,25,0.7346938775510204,0.021720243266724587,0.5901639344262295,0.8564868171421479
libero_long_20260907,libero_long,20260907,norm_only,task_init,seen,560,42,518,24,3,0.5714285714285714,0.005791505791505791,0.8888888888888888,0.7828185328185328
libero_long_20260907,libero_long,20260907,norm_only,task_init,unseen,1200,49,1151,17,6,0.3469387755102041,0.005212858384013901,0.7391304347826086,0.6708629585630951
libero_long_20260908,libero_long,20260908,euclidean,episode,seen,560,18,542,18,32,1.0,0.05904059040590406,0.36,0.9704797047970479
libero_long_20260908,libero_long,20260908,euclidean,episode,unseen,1200,182,1018,181,268,0.9945054945054945,0.2632612966601179,0.40311804008908686,0.8656220989226884
libero_long_20260908,libero_long,20260908,euclidean,task_init,seen,560,18,542,14,11,0.7777777777777778,0.02029520295202952,0.56,0.878741287412874
libero_long_20260908,libero_long,20260908,euclidean,task_init,unseen,1200,182,1018,159,32,0.8736263736263736,0.03143418467583497,0.8324607329842932,0.9210960944752693
libero_long_20260908,libero_long,20260908,cosine,episode,seen,560,18,542,1,27,0.05555555555555555,0.04981549815498155,0.03571428571428571,0.502870028700287
libero_long_20260908,libero_long,20260908,cosine,episode,unseen,1200,182,1018,9,115,0.04945054945054945,0.11296660117878192,0.07258064516129033,0.4682419741358838
libero_long_20260908,libero_long,20260908,cosine,task_init,seen,560,18,542,0,1,0.0,0.0018450184501845018,0.0,0.49907749077490776
libero_long_20260908,libero_long,20260908,cosine,task_init,unseen,1200,182,1018,1,22,0.005494505494505495,0.021611001964636542,0.043478260869565216,0.4919417517649345
libero_long_20260908,libero_long,20260908,cosine_neighbors_euclidean_score,episode,seen,560,18,542,10,14,0.5555555555555556,0.025830258302583026,0.4166666666666667,0.7648626486264862
libero_long_20260908,libero_long,20260908,cosine_neighbors_euclidean_score,episode,unseen,1200,182,1018,151,397,0.8296703296703297,0.3899803536345776,0.2755474452554745,0.7198449880178761
libero_long_20260908,libero_long,20260908,cosine_neighbors_euclidean_score,task_init,seen,560,18,542,0,5,0.0,0.00922509225092251,0.0,0.49538745387453875
libero_long_20260908,libero_long,20260908,cosine_neighbors_euclidean_score,task_init,unseen,1200,182,1018,104,92,0.5714285714285714,0.09037328094302555,0.5306122448979592,0.7405276452427729
libero_long_20260908,libero_long,20260908,euclidean_neighbors_cosine_score,episode,seen,560,18,542,1,22,0.05555555555555555,0.04059040590405904,0.043478260869565216,0.5074825748257483
libero_long_20260908,libero_long,20260908,euclidean_neighbors_cosine_score,episode,unseen,1200,182,1018,1,85,0.005494505494505495,0.08349705304518663,0.011627906976744186,0.4609987262246594
libero_long_20260908,libero_long,20260908,euclidean_neighbors_cosine_score,task_init,seen,560,18,542,0,2,0.0,0.0036900369003690036,0.0,0.4981549815498155
libero_long_20260908,libero_long,20260908,euclidean_neighbors_cosine_score,task_init,unseen,1200,182,1018,0,9,0.0,0.008840864440078585,0.0,0.4955795677799607
libero_long_20260908,libero_long,20260908,cosine_without_center,episode,seen,560,18,542,0,36,0.0,0.06642066420664207,0.0,0.466789667896679
libero_long_20260908,libero_long,20260908,cosine_without_center,episode,unseen,1200,182,1018,61,228,0.33516483516483514,0.22396856581532418,0.21107266435986158,0.5555981346747555
libero_long_20260908,libero_long,20260908,cosine_without_center,task_init,seen,560,18,542,0,7,0.0,0.012915129151291513,0.0,0.4935424354243542
libero_long_20260908,libero_long,20260908,cosine_without_center,task_init,unseen,1200,182,1018,11,44,0.06043956043956044,0.043222003929273084,0.2,0.5086087782551437
libero_long_20260908,libero_long,20260908,norm_only,episode,seen,560,18,542,12,26,0.6666666666666666,0.04797047970479705,0.3157894736842105,0.8093480934809347
libero_long_20260908,libero_long,20260908,norm_only,episode,unseen,1200,182,1018,141,27,0.7747252747252747,0.026522593320235755,0.8392857142857143,0.8741013407025194
libero_long_20260908,libero_long,20260908,norm_only,task_init,seen,560,18,542,11,8,0.6111111111111112,0.014760147601476014,0.5789473684210527,0.7981754817548176
libero_long_20260908,libero_long,20260908,norm_only,task_init,unseen,1200,182,1018,117,9,0.6428571428571429,0.008840864440078585,0.9285714285714286,0.8170081392085321
libero_long_20260909,libero_long,20260909,euclidean,episode,seen,560,49,511,44,33,0.8979591836734694,0.06457925636007827,0.5714285714285714,0.9166899636566956
libero_long_20260909,libero_long,20260909,euclidean,episode,unseen,1200,9,1191,9,34,1.0,0.028547439126784216,0.20930232558139536,0.9857262804366079
libero_long_20260909,libero_long,20260909,euclidean,task_init,seen,560,49,511,16,7,0.32653061224489793,0.0136986301369863,0.6956521739130435,0.6564159910539558
libero_long_20260909,libero_long,20260909,euclidean,task_init,unseen,1200,9,1191,7,1,0.7777777777777778,0.0008396305625524769,0.875,0.8884690736076126
libero_long_20260909,libero_long,20260909,cosine,episode,seen,560,49,511,0,14,0.0,0.0273972602739726,0.0,0.4863013698630137
libero_long_20260909,libero_long,20260909,cosine,episode,unseen,1200,9,1191,0,62,0.0,0.052057094878253565,0.0,0.4739714525608732
libero_long_20260909,libero_long,20260909,cosine,task_init,seen,560,49,511,0,3,0.0,0.005870841487279843,0.0,0.49706457925636005
libero_long_20260909,libero_long,20260909,cosine,task_init,unseen,1200,9,1191,0,7,0.0,0.005877413937867338,0.0,0.49706129303106633
libero_long_20260909,libero_long,20260909,cosine_neighbors_euclidean_score,episode,seen,560,49,511,32,36,0.6530612244897959,0.07045009784735812,0.47058823529411764,0.7913055633212188
libero_long_20260909,libero_long,20260909,cosine_neighbors_euclidean_score,episode,unseen,1200,9,1191,9,117,1.0,0.0982367758186398,0.07142857142857142,0.9508816120906801
libero_long_20260909,libero_long,20260909,cosine_neighbors_euclidean_score,task_init,seen,560,49,511,14,4,0.2857142857142857,0.007827788649706457,0.7777777777777778,0.6389432485322896
libero_long_20260909,libero_long,20260909,cosine_neighbors_euclidean_score,task_init,unseen,1200,9,1191,7,5,0.7777777777777778,0.0041981528127623844,0.5833333333333334,0.8867898124825077
libero_long_20260909,libero_long,20260909,euclidean_neighbors_cosine_score,episode,seen,560,49,511,1,16,0.02040816326530612,0.03131115459882583,0.058823529411764705,0.49454850433324016
libero_long_20260909,libero_long,20260909,euclidean_neighbors_cosine_score,episode,unseen,1200,9,1191,0,51,0.0,0.042821158690176324,0.0,0.47858942065491183
libero_long_20260909,libero_long,20260909,euclidean_neighbors_cosine_score,task_init,seen,560,49,511,0,4,0.0,0.007827788649706457,0.0,0.49608610567514677
libero_long_20260909,libero_long,20260909,euclidean_neighbors_cosine_score,task_init,unseen,1200,9,1191,0,7,0.0,0.005877413937867338,0.0,0.49706129303106633
libero_long_20260909,libero_long,20260909,cosine_without_center,episode,seen,560,49,511,0,4,0.0,0.007827788649706457,0.0,0.49608610567514677
libero_long_20260909,libero_long,20260909,cosine_without_center,episode,unseen,1200,9,1191,1,61,0.1111111111111111,0.051217464315701094,0.016129032258064516,0.529946823397705
libero_long_20260909,libero_long,20260909,cosine_without_center,task_init,seen,560,49,511,0,1,0.0,0.0019569471624266144,0.0,0.4990215264187867
libero_long_20260909,libero_long,20260909,cosine_without_center,task_init,unseen,1200,9,1191,0,11,0.0,0.009235936188077247,0.0,0.49538203190596136
libero_long_20260909,libero_long,20260909,norm_only,episode,seen,560,49,511,32,22,0.6530612244897959,0.043052837573385516,0.5925925925925926,0.8050041934582051
libero_long_20260909,libero_long,20260909,norm_only,episode,unseen,1200,9,1191,7,6,0.7777777777777778,0.005037783375314861,0.5384615384615384,0.8863699972012314
libero_long_20260909,libero_long,20260909,norm_only,task_init,seen,560,49,511,17,8,0.3469387755102041,0.015655577299412915,0.68,0.6656415991053956
libero_long_20260909,libero_long,20260909,norm_only,task_init,unseen,1200,9,1191,7,0,0.7777777777777778,0.0,1.0,0.8888888888888888
libero_object_20260907,libero_object,20260907,euclidean,episode,seen,560,7,553,6,51,0.8571428571428571,0.0922242314647378,0.10526315789473684,0.8824593128390597
libero_object_20260907,libero_object,20260907,euclidean,episode,unseen,1200,4,1196,4,121,1.0,0.10117056856187291,0.032,0.9494147157190636
libero_object_20260907,libero_object,20260907,euclidean,task_init,seen,560,7,553,5,5,0.7142857142857143,0.009041591320072333,0.5,0.852622061482821
libero_object_20260907,libero_object,20260907,euclidean,task_init,unseen,1200,4,1196,4,24,1.0,0.020066889632107024,0.14285714285714285,0.9899665551839465
libero_object_20260907,libero_object,20260907,cosine,episode,seen,560,7,553,0,49,0.0,0.08860759493670886,0.0,0.45569620253164556
libero_object_20260907,libero_object,20260907,cosine,episode,unseen,1200,4,1196,0,55,0.0,0.04598662207357859,0.0,0.4770066889632107
libero_object_20260907,libero_object,20260907,cosine,task_init,seen,560,7,553,0,4,0.0,0.007233273056057866,0.0,0.49638336347197104
libero_object_20260907,libero_object,20260907,cosine,task_init,unseen,1200,4,1196,0,3,0.0,0.002508361204013378,0.0,0.4987458193979933
libero_object_20260907,libero_object,20260907,cosine_neighbors_euclidean_score,episode,seen,560,7,553,6,19,0.8571428571428571,0.034358047016274866,0.24,0.9113924050632912
libero_object_20260907,libero_object,20260907,cosine_neighbors_euclidean_score,episode,unseen,1200,4,1196,4,38,1.0,0.03177257525083612,0.09523809523809523,0.9841137123745819
libero_object_20260907,libero_object,20260907,cosine_neighbors_euclidean_score,task_init,seen,560,7,553,3,1,0.42857142857142855,0.0018083182640144665,0.75,0.713381555153707
libero_object_20260907,libero_object,20260907,cosine_neighbors_euclidean_score,task_init,unseen,1200,4,1196,4,12,1.0,0.010033444816053512,0.25,0.9949832775919732
libero_object_20260907,libero_object,20260907,euclidean_neighbors_cosine_score,episode,seen,560,7,553,0,39,0.0,0.0705244122965642,0.0,0.4647377938517179
libero_object_20260907,libero_object,20260907,euclidean_neighbors_cosine_score,episode,unseen,1200,4,1196,0,32,0.0,0.026755852842809364,0.0,0.4866220735785953
libero_object_20260907,libero_object,20260907,euclidean_neighbors_cosine_score,task_init,seen,560,7,553,0,10,0.0,0.018083182640144666,0.0,0.4909584086799277
libero_object_20260907,libero_object,20260907,euclidean_neighbors_cosine_score,task_init,unseen,1200,4,1196,0,4,0.0,0.0033444816053511705,0.0,0.4983277591973244
libero_object_20260907,libero_object,20260907,cosine_without_center,episode,seen,560,7,553,4,19,0.5714285714285714,0.034358047016274866,0.17391304347826086,0.7685352622061483
libero_object_20260907,libero_object,20260907,cosine_without_center,episode,unseen,1200,4,1196,1,19,0.25,0.01588628762541806,0.05,0.617056856187291
libero_object_20260907,libero_object,20260907,cosine_without_center,task_init,seen,560,7,553,0,6,0.0,0.0108499095840868,0.0,0.4945750452079566
libero_object_20260907,libero_object,20260907,cosine_without_center,task_init,unseen,1200,4,1196,0,1,0.0,0.0008361204013377926,0.0,0.4995819397993311
libero_object_20260907,libero_object,20260907,norm_only,episode,seen,560,7,553,3,19,0.42857142857142855,0.034358047016274866,0.13636363636363635,0.6971066907775769
libero_object_20260907,libero_object,20260907,norm_only,episode,unseen,1200,4,1196,4,36,1.0,0.030100334448160536,0.1,0.9849498327759197
libero_object_20260907,libero_object,20260907,norm_only,task_init,seen,560,7,553,3,8,0.42857142857142855,0.014466546112115732,0.2727272727272727,0.7070524412296564
libero_object_20260907,libero_object,20260907,norm_only,task_init,unseen,1200,4,1196,4,8,1.0,0.006688963210702341,0.3333333333333333,0.9966555183946488
libero_object_20260908,libero_object,20260908,euclidean,episode,seen,560,7,553,7,15,1.0,0.027124773960216998,0.3181818181818182,0.9864376130198915
libero_object_20260908,libero_object,20260908,euclidean,episode,unseen,1200,13,1187,13,188,1.0,0.15838247683235046,0.06467661691542288,0.9208087615838247
libero_object_20260908,libero_object,20260908,euclidean,task_init,seen,560,7,553,6,3,0.8571428571428571,0.0054249547920434,0.6666666666666666,0.925858951175407
libero_object_20260908,libero_object,20260908,euclidean,task_init,unseen,1200,13,1187,13,92,1.0,0.07750631844987363,0.12380952380952381,0.9612468407750632
libero_object_20260908,libero_object,20260908,cosine,episode,seen,560,7,553,0,22,0.0,0.039783001808318265,0.0,0.48010849909584086
libero_object_20260908,libero_object,20260908,cosine,episode,unseen,1200,13,1187,0,56,0.0,0.04717775905644482,0.0,0.4764111204717776
libero_object_20260908,libero_object,20260908,cosine,task_init,seen,560,7,553,0,2,0.0,0.003616636528028933,0.0,0.49819168173598555
libero_object_20260908,libero_object,20260908,cosine,task_init,unseen,1200,13,1187,0,8,0.0,0.006739679865206402,0.0,0.4966301600673968
libero_object_20260908,libero_object,20260908,cosine_neighbors_euclidean_score,episode,seen,560,7,553,6,11,0.8571428571428571,0.019891500904159132,0.35294117647058826,0.918625678119349
libero_object_20260908,libero_object,20260908,cosine_neighbors_euclidean_score,episode,unseen,1200,13,1187,13,123,1.0,0.10362257792754845,0.09558823529411764,0.9481887110362258
libero_object_20260908,libero_object,20260908,cosine_neighbors_euclidean_score,task_init,seen,560,7,553,5,0,0.7142857142857143,0.0,1.0,0.8571428571428572
libero_object_20260908,libero_object,20260908,cosine_neighbors_euclidean_score,task_init,unseen,1200,13,1187,12,44,0.9230769230769231,0.03706823925863521,0.21428571428571427,0.943004341909144
libero_object_20260908,libero_object,20260908,euclidean_neighbors_cosine_score,episode,seen,560,7,553,0,25,0.0,0.045207956600361664,0.0,0.47739602169981915
