query,executed_actions_before_query,norm,euclidean_score,euclidean_threshold,euclidean_first_alarm,cosine_score,cosine_threshold,cosine_first_alarm,cosine_neighbors_euclidean_score_score,cosine_neighbors_euclidean_score_threshold,cosine_neighbors_euclidean_score_first_alarm,euclidean_neighbors_cosine_score_score,euclidean_neighbors_cosine_score_threshold,euclidean_neighbors_cosine_score_first_alarm,cosine_without_center_score,cosine_without_center_threshold,cosine_without_center_first_alarm,norm_only_score,norm_only_threshold,norm_only_first_alarm,euclidean_neighbors_norm,euclidean_neighbors_neighbor_norm_mean,euclidean_neighbors_neighbor_norm_min,euclidean_neighbors_neighbor_norm_max,euclidean_neighbors_norm_ratio,euclidean_neighbors_euclidean,euclidean_neighbors_cosine,euclidean_neighbors_radial_contribution,euclidean_neighbors_angular_contribution,euclidean_neighbors_radial_fraction,cosine_neighbors_norm,cosine_neighbors_neighbor_norm_mean,cosine_neighbors_neighbor_norm_min,cosine_neighbors_neighbor_norm_max,cosine_neighbors_norm_ratio,cosine_neighbors_euclidean,cosine_neighbors_cosine,cosine_neighbors_radial_contribution,cosine_neighbors_angular_contribution,cosine_neighbors_radial_fraction
10,100,5.361819620857352,1.5793492794036865,4.067817211151123,33,0.03213653340935707,0.4215928316116333,-1,1.9666095972061157,6.448563575744629,33,0.04151161015033722,0.680842399597168,-1,0.07895520329475403,0.3876101076602936,-1,5.361819744110107,13.638026237487793,33,5.361819620857352,4.988372595988922,4.232993443899717,6.182324247714156,1.0748634986024728,1.5793492953885133,0.04151161105778179,0.18963750864883452,1.389711786739678,0.12007319039717841,5.361819620857352,4.050546964152204,2.285074884568329,6.182324247714156,1.3237273060428771,1.966609548511148,0.03213653252765143,1.1480943624292743,0.8185151860818728,0.5837937496532836
11,110,6.612844102540611,1.902450442314148,4.067817211151123,33,0.022503340616822243,0.4215928316116333,-1,2.6414897441864014,6.448563575744629,33,0.03777311369776726,0.680842399597168,-1,0.054108574986457825,0.3876101076602936,-1,6.612843990325928,13.638026237487793,33,6.612844102540611,6.132164922394455,5.086298346565504,6.798687741938478,1.0783865382339493,1.9024503833284605,0.03777311510450128,0.29158791996072664,1.6108624633677338,0.15326965818187313,6.612844102540611,4.303429220305829,2.4907843357575015,6.182324247714156,1.5366452575396743,2.6414896391761076,0.02250334108311051,2.0646134475705256,0.5768761916055821,0.7816095194734467
12,120,6.532218782623826,1.8128833770751953,4.067817211151123,33,0.0250399149954319,0.4215928316116333,-1,2.5646183490753174,6.448563575744629,33,0.03304918855428696,0.680842399597168,-1,0.05267539992928505,0.3876101076602936,-1,6.532218933105469,13.638026237487793,33,6.532218782623826,5.922451119156617,4.921382898638764,6.789385126714302,1.1029586654577646,1.8128833437309495,0.03304918842936506,0.38517956956665833,1.427703774164288,0.21246792900306052,6.532218782623826,4.387992898242837,2.4907843357575015,6.5611730643535155,1.488657555767613,2.5646183902006507,0.025039914584348205,1.9042903361084402,0.6603280540922075,0.7425238559407866
13,130,5.936304116002153,1.7054201364517212,4.067817211151123,33,0.03281674161553383,0.4215928316116333,-1,2.036296844482422,6.448563575744629,33,0.03761479631066322,0.680842399597168,-1,0.06366358697414398,0.3876101076602936,-1,5.936304092407227,13.638026237487793,33,5.936304116002153,5.353929066060185,4.7033806680097126,6.5611730643535155,1.1087752644378088,1.7054201349925073,0.037614797871059466,0.32309481560522507,1.3823253193872793,0.18945174211083451,5.936304116002153,5.015260984443472,2.981890013915691,9.659070656866382,1.1836480961640097,2.0362968385145974,0.032816740206746374,1.0166225958079476,1.019674242706647,0.4992506871196322
14,140,4.740493691107286,1.7811931371688843,4.067817211151123,33,0.060860008001327515,0.4215928316116333,-1,2.081341028213501,6.448563575744629,33,0.06826703995466232,0.680842399597168,-1,0.11884064227342606,0.3876101076602936,-1,4.7404937744140625,13.638026237487793,33,4.740493691107286,4.615564719869697,3.583657561425824,5.456456587059303,1.0270668875467779,1.7811931944262909,0.06826703762010657,0.13130037488060123,1.6498928195456923,0.07371484198988988,4.740493691107286,4.3308159778688875,1.47917591070371,6.5611730643535155,1.0945959642090342,2.081340911475704,0.06086000622199965,0.8306280110194979,1.2507129004562085,0.39908311341008007
15,150,2.897803469790336,1.3803884983062744,4.067817211151123,33,0.10032705217599869,0.4215928316116333,-1,1.8054896593093872,6.448563575744629,33,0.1152484193444252,0.680842399597168,-1,0.1869479864835739,0.3876101076602936,-1,2.897803544998169,13.638026237487793,33,2.897803469790336,2.61841048157158,1.914267722604746,3.27672496235431,1.1067032805532704,1.3803885146170929,0.11524841864925528,0.12367616880840342,1.2567123458086897,0.0895951882377912,2.897803469790336,3.4591672463865173,1.47917591070371,6.5611730643535155,0.8377170756393499,1.8054896891042442,0.10032704910971735,0.6789729000742126,1.126516789030032,0.3760602479048611
16,160,2.136234402711269,1.2403682470321655,4.067817211151123,33,0.14604611694812775,0.4215928316116333,-1,1.573081374168396,6.448563575744629,33,0.17172634601593018,0.680842399597168,-1,0.23160947859287262,0.3876101076602936,-1,2.1362345218658447,13.638026237487793,33,2.136234402711269,1.9969709809780032,1.3817375327029382,2.5175933523387344,1.0697373287142424,1.2403681912350042,0.17172634294123698,0.09086575504576828,1.149502436189236,0.07325708260488,2.136234402711269,2.775416170887362,1.3817375327029382,4.154873083837108,0.769698766303674,1.573081416470845,0.14604612282626667,0.47123694742821387,1.1018444690426317,0.299562973978434
17,170,2.6507394732745153,1.2057900428771973,4.067817211151123,33,0.08425100892782211,0.4215928316116333,-1,1.2557741403579712,6.448563575744629,33,0.0910039097070694,0.680842399597168,-1,0.17949874699115753,0.3876101076602936,-1,2.6507394313812256,13.638026237487793,33,2.6507394732745153,2.422300887939677,1.6165863047091613,3.2829168775639777,1.094306444947531,1.2057900583076855,0.09100391137544862,0.24296647673737187,0.9628235815703123,0.20149981753736876,2.6507394732745153,2.7172407852972436,1.6165863047091613,3.578340376214345,0.9755261615449904,1.2557740840927312,0.08425100840167452,0.29073280720199185,0.9650412768907385,0.23151680774813874
18,180,2.8843590681923947,1.2543760538101196,4.067817211151123,33,0.082168810069561,0.4215928316116333,-1,1.293216347694397,6.448563575744629,33,0.0889197587966919,0.680842399597168,-1,0.1769563853740692,0.3876101076602936,-1,2.884359121322632,13.638026237487793,33,2.8843590681923947,2.6554595526427627,1.8844336204758758,3.2829168775639777,1.08619958655436,1.2543760036436873,0.08891975707196834,0.18401423814470685,1.0703617654989797,0.14669783032375128,2.8843590681923947,2.6503763634514343,1.6165863047091613,3.578340376214345,1.0882828220050447,1.2932163902936324,0.08216880754070341,0.3187540223127137,0.9744623679809183,0.24648158243674806
19,190,3.0139835995736286,1.2868931293487549,4.067817211151123,33,0.07752348482608795,0.4215928316116333,-1,1.336866855621338,6.448563575744629,33,0.08560053259134293,0.680842399597168,-1,0.19769221544265747,0.3876101076602936,-1,3.0139834880828857,13.638026237487793,33,3.0139835995736286,2.7619545199128512,1.921188313078889,3.5610364380117177,1.0912502642037458,1.2868931683415978,0.08560053030182987,0.19763225458174832,1.08926091375985,0.15357316321481013,3.0139835995736286,2.6642620604569642,1.6145976703586364,3.578340376214345,1.1312639414520211,1.3368669145437435,0.07752348517658776,0.38980461880978434,0.9470622957339595,0.29158072098958326
20,200,2.3126662740110744,1.0149359703063965,4.067817211151123,33,0.07302310317754745,0.4215928316116333,-1,1.363231897354126,6.448563575744629,33,0.09062870591878891,0.680842399597168,-1,0.22755704820156097,0.3876101076602936,-1,2.312666177749634,13.638026237487793,33,2.3126662740110744,2.1334589636251047,1.3817375327029382,2.8275805556497047,1.083998480140188,1.0149359394079465,0.09062870461895609,0.15316279577640868,0.8617731436315381,0.15090883062605387,2.3126662740110744,2.894789893909215,1.3817375327029382,5.100194677134373,0.7989064349288498,1.3632319175825331,0.0730231022330093,0.6209380900152134,0.74229382756732,0.4554896947515318
21,210,1.919204676268387,1.1576964855194092,4.067817211151123,33,0.12822546064853668,0.4215928316116333,-1,2.2124078273773193,6.448563575744629,33,0.18034617602825165,0.680842399597168,-1,0.24224069714546204,0.3876101076602936,-1,1.9192047119140625,13.638026237487793,33,1.919204676268387,1.7734023565962365,1.1842717504715503,2.466356140182054,1.0822161531080825,1.1576964836594177,0.18034617249601395,0.13481156928162522,1.022884914377793,0.1164481115598563,1.919204676268387,3.5777556658486462,1.3817375327029382,5.626640516364023,0.5364269825880215,2.2124077191625617,0.1282254555506259,1.381465156087718,0.8309425630748439,0.6244170747201283
22,220,1.771748541295003,1.0565667152404785,4.067817211151123,33,0.09628483653068542,0.4215928316116333,-1,2.396449327468872,6.448563575744629,33,0.1621885448694229,0.680842399597168,-1,0.17116467654705048,0.3876101076602936,-1,1.7717485427856445,13.638026237487793,33,1.771748541295003,1.7849739132076692,1.1842717504715503,2.466356140182054,0.9925907197775794,1.0565667062002986,0.16218854328670237,0.13119526530793274,0.9253714408923657,0.12417130365554166,1.771748541295003,3.852786991398817,2.285074884568329,5.626640516364023,0.4598615353639732,2.3964493311394786,0.09628483860270405,1.8231913708576113,0.5732579602818666,0.76078861637801
23,230,1.8034803597943978,0.8732137680053711,4.067817211151123,33,0.06774676591157913,0.4215928316116333,-1,1.4993518590927124,6.448563575744629,33,0.10588479042053223,0.680842399597168,-1,0.16555775701999664,0.3876101076602936,-1,1.8034803867340088,13.638026237487793,33,1.8034803597943978,1.8677191419315133,1.3817375327029382,2.4907843357575015,0.9656057590807349,0.8732137407350278,0.10588479050403835,0.10311427566138805,0.770099465073639,0.11808595175631523,1.8034803597943978,2.9684960686656585,1.6422902684061123,4.844579408589326,0.6075400869926244,1.499351873526712,0.06774676462395553,0.9795087324654823,0.5198431410612293,0.6532880971839675
24,240,1.4896833737720419,0.9342915415763855,4.067817211151123,33,0.1704401820898056,0.4215928316116333,-1,1.0947459936141968,6.448563575744629,33,0.19533731043338776,0.680842399597168,-1,0.09018131345510483,0.3876101076602936,-1,1.4896833896636963,13.638026237487793,33,1.4896833737720419,1.4285441000767718,0.9921869129383063,1.8057015190055794,1.0427983103160654,0.9342915578993913,0.1953373146523478,0.06038031870711456,0.873911239192277,0.06462684822163038,1.4896833737720419,1.8654131360536834,1.2109319969101708,2.793313312291965,0.7985809389782121,1.0947459382612386,0.17044018373921083,0.23159379381953848,0.8631521444417001,0.21155026543178954
25,250,1.461332193233978,0.983625590801239,4.067817211151123,33,0.14980880916118622,0.4215928316116333,-1,1.2509008646011353,6.448563575744629,33,0.21327058970928192,0.680842399597168,-1,0.036394886672496796,0.3876101076602936,-1,1.4613322019577026,13.638026237487793,33,1.461332193233978,1.4622334749657704,0.7336404363038453,2.0457908067899906,0.999383626659338,0.9836256186922231,0.213270584002533,0.09444136549013667,0.8891842532020862,0.09601352760179319,1.461332193233978,2.1667209487353607,1.1625310749617501,2.94460114427908,0.6744441152363928,1.250900923390542,0.14980880798911392,0.4950346882958511,0.7558662350946911,0.3957425236797088
26,260,2.3637109223927815,1.393500804901123,4.067817211151123,33,0.1632174253463745,0.4215928316116333,-1,1.5129884481430054,6.448563575744629,33,0.17778272926807404,0.680842399597168,-1,0.12036637961864471,0.3876101076602936,-1,2.363710880279541,13.638026237487793,33,2.3637109223927815,2.0815658087806943,1.5383157592772558,2.833963490370409,1.1355446522141701,1.3935008310527102,0.17778273378175344,0.1740731847444886,1.2194276463082212,0.1249178908727211,2.3637109223927815,2.5460733668923394,1.5383157592772558,3.9416741338166794,0.9283750237244168,1.5129884180477298,0.16321742031573597,0.2220930492534047,1.2908953687943243,0.14679097777891806
27,270,3.1266722201089867,1.6730268001556396,4.067817211151123,33,0.14141346514225006,0.4215928316116333,-1,1.6928373575210571,6.448563575744629,33,0.14843592047691345,0.680842399597168,-1,0.14987313747406006,0.3876101076602936,-1,3.1266722679138184,13.638026237487793,33,3.1266722201089867,2.6740251346811044,2.0298063709081107,3.9416741338166794,1.1692755537549813,1.6730268512801512,0.14843591973834874,0.22273441710719483,1.4502924341729564,0.13313260151011025,3.1266722201089867,2.542503264998925,1.5383157592772558,3.9416741338166794,1.229761339209257,1.6928374058865425,0.1414134590854727,0.3799160831938452,1.3129213226926977,0.2244256193020985
28,280,4.032784000792118,2.0845816135406494,4.067817211151123,33,0.11627691984176636,0.4215928316116333,-1,2.2488274574279785,6.448563575744629,33,0.12636896967887878,0.680842399597168,-1,0.19390122592449188,0.3876101076602936,-1,4.0327839851379395,13.638026237487793,33,4.032784000792118,3.0968164141176002,2.2033379383050233,4.154873083837108,1.3022354126023354,2.0845816084648283,0.12636896581297036,0.5556475980857674,1.528934010379063,0.2665511370864339,4.032784000792118,3.054867859667147,2.0298063709081107,7.576999938592681,1.3201173294715023,2.248827482825127,0.11627692002023923,0.959766051596658,1.2890614312284712,0.42678509531150693
29,290,5.2682365402313795,2.42429256439209,4.067817211151123,33,0.07548247277736664,0.4215928316116333,-1,2.790478467941284,6.448563575744629,33,0.09421253204345703,0.680842399597168,-1,0.1599871665239334,0.3876101076602936,-1,5.2682366371154785,13.638026237487793,33,5.2682365402313795,4.455400094221756,3.0366438876287836,6.125236956985943,1.1824384856174417,2.424292629681639,0.09421252861321523,0.6001173404257586,1.8241752892558822,0.24754327636782308,5.2682365402313795,3.7457174081597104,1.9511115751571555,7.576999938592681,1.4064692997808637,2.790478468424628,0.07548247648156604,1.6462060088408303,1.144272459583799,0.5899368253395627
30,300,8.00452683064133,2.697526693344116,4.067817211151123,33,0.041386980563402176,0.4215928316116333,-1,3.6002771854400635,6.448563575744629,33,0.05346963182091713,0.680842399597168,-1,0.06972432136535645,0.3876101076602936,-1,8.00452709197998,13.638026237487793,33,8.00452683064133,7.147114093758653,5.94857159076427,7.991891232736461,1.119966286480781,2.6975266056111145,0.053469633291539934,0.42417821128167593,2.27334839432944,0.15724709087181735,8.00452683064133,6.102623788386952,2.9202821861917854,12.468739391735825,1.3116533327637898,3.6002770757944242,0.04138698014124675,2.347651663072864,1.2526254127215632,0.6520752746661421
31,310,10.643792355154453,2.9319727420806885,4.067817211151123,33,0.021391382440924644,0.4215928316116333,-1,3.9748940467834473,6.448563575744629,33,0.031111430376768112,0.680842399597168,-1,0.031291499733924866,0.3876101076602936,-1,10.643792152404785,13.638026237487793,33,10.643792355154453,10.085303794869265,7.866674852775397,12.882137923404297,1.0553764736932674,2.9319727913999634,0.031111430819236598,0.7120385253782402,2.2199342660217214,0.24285304674954192,10.643792355154453,7.929993480441975,4.231011066598727,12.882137923404297,1.3422195593736133,3.9748941646235325,0.021391383164878493,2.90729953336064,1.0675946312628906,0.7314155831457199
32,320,12.30006827869286,3.1511685848236084,4.067817211151123,33,0.013648733496665955,0.4215928316116333,-1,4.946523666381836,6.448563575744629,33,0.026894940063357353,0.680842399597168,-1,0.02042473293840885,0.3876101076602936,-1,12.300067901611328,13.638026237487793,33,12.30006827869286,10.893753492797035,8.93628024120557,12.882137923404297,1.129093685369848,3.1511686137752437,0.02689494083514472,0.9881425525300592,2.163026061245188,0.31357971395450634,12.30006827869286,7.896620322126234,3.601143791911845,12.882137923404297,1.5576370367242072,4.946523627784067,0.013648733727559403,4.206269723986242,0.7402539037978285,0.8503486570568668
33,330,14.620795198981675,4.665395736694336,4.067817211151123,33,0.013039546087384224,0.4215928316116333,-1,7.275585651397705,6.448563575744629,33,0.029711121693253517,0.680842399597168,-1,0.019022289663553238,0.3876101076602936,-1,14.620795249938965,13.638026237487793,33,14.620795198981675,11.478929664756974,9.388186200161408,15.335708001302267,1.273707185772814,4.665395529887054,0.02971112197579141,2.534407320806618,2.1309882090804355,0.5432352529535635,14.620795198981675,7.616911647147921,3.601143791911845,12.882137923404297,1.9195174995178381,7.275585742682777,0.013039545713800966,6.765319341448067,0.5102664012347121,0.9298659352962891
34,340,15.067176455521686,4.980423450469971,4.067817211151123,33,0.01299920305609703,0.4215928316116333,-1,7.181190490722656,6.448563575744629,33,0.029136013239622116,0.680842399597168,-1,0.01861155405640602,0.3876101076602936,-1,15.067176818847656,13.638026237487793,33,15.067176455521686,11.478929664756976,9.388186200161408,15.335708001302267,1.31259419611059,4.980423330942953,0.02913601263455289,2.9428713956773387,2.0375519352656233,0.5908878021258805,15.067176455521686,8.18034660633741,3.601143791911845,12.882137923404297,1.8418750672311326,7.181190631164695,0.012999202724184745,6.62434317474155,0.5568474564231514,0.92245750251963
35,350,14.282936037493942,4.406121253967285,4.067817211151123,33,0.014100896194577217,0.4215928316116333,-1,6.226444244384766,6.448563575744629,33,0.02707924135029316,0.680842399597168,-1,0.017638878896832466,0.3876101076602936,-1,14.282936096191406,13.638026237487793,33,14.282936037493942,11.398643334980804,9.146253707904249,15.335708001302267,1.2530382447937165,4.406121084448399,0.027079241787883374,2.3727115032513546,2.0334095811970454,0.5385034722776788,14.282936037493942,8.431275874859383,3.601143791911845,12.882137923404297,1.6940420702023529,6.226444404045927,0.014100896288295073,5.54580477683914,0.6806396272067856,0.8906856653591078
36,360,13.393702220014392,3.74507474899292,4.067817211151123,33,0.015004283748567104,0.4215928316116333,-1,5.404627799987793,6.448563575744629,33,0.02435274049639702,0.680842399597168,-1,0.017818501219153404,0.3876101076602936,-1,13.393702507019043,13.638026237487793,33,13.393702220014392,10.902828711051047,9.146253707904249,12.882137923404297,1.22846121634825,3.7450746807022015,0.024352740126421024,1.845034473814295,1.9000402068878972,0.4926562568488891,13.393702220014392,8.477816003034224,4.175875402861091,12.882137923404297,1.5798529025896249,5.404627897364518,0.015004283753177694,4.587732457384734,0.8168954399797805,0.8488526027151414
37,370,12.249328346411971,3.004523515701294,4.067817211151123,33,0.015707748010754585,0.4215928316116333,-1,4.6890950202941895,6.448563575744629,33,0.022482996806502342,0.680842399597168,-1,0.018438786268234253,0.3876101076602936,-1,12.24932861328125,13.638026237487793,33,12.249328346411971,10.807269379810036,9.146253707904249,12.882137923404297,1.1334341650903943,3.0045236027319575,0.02248299624745202,1.0376516330535375,1.9668719696784205,0.34536311583973583,12.249328346411971,8.254753989094333,4.175875402861091,12.882137923404297,1.4839119812165233,4.6890948986320335,0.015707747700868246,3.761104916608789,0.9279899820232478,0.8020961396422217
38,380,12.122335198858773,2.960859775543213,4.067817211151123,33,0.014894381165504456,0.4215928316116333,-1,4.987005710601807,6.448563575744629,33,0.024069897830486298,0.680842399597168,-1,0.018579034134745598,0.3876101076602936,-1,12.122335433959961,13.638026237487793,33,12.122335198858773,10.902828711051047,9.146253707904249,12.882137923404297,1.1118523018316926,2.960859860763193,0.024069897038227567,0.858733028380701,2.102126832382499,0.2900282582639198,12.122335198858773,7.7864974161801594,4.175875402861091,12.882137923404297,1.5568405858157537,4.987005937722943,0.014894381579826792,4.1717528414876,0.8152530962353458,0.8365245386879195
39,390,12.796070324925225,3.2713446617126465,4.067817211151123,33,0.01231520064175129,0.4215928316116333,-1,5.267377853393555,6.448563575744629,33,0.02463151328265667,0.680842399597168,-1,0.01611572690308094,0.3876101076602936,-1,12.796070098876953,13.638026237487793,33,12.796070324925225,10.990468955775897,9.146253707904249,12.882137923404297,1.1642879276957894,3.2713446279931255,0.02463151361986384,1.246134376877502,2.0252102511156176,0.38092421269659044,12.796070324925225,7.987504900447421,3.601143791911845,12.882137923404297,1.6020109514059204,5.267377887204708,0.012315200662121151,4.5644107027610605,0.7029671844436423,0.866543240394568
40,400,13.665964742212424,4.039212703704834,4.067817211151123,33,0.01369425654411316,0.4215928316116333,-1,6.29265832901001,6.448563575744629,33,0.0284343920648098,0.680842399597168,-1,0.018490616232156754,0.3876101076602936,-1,13.66596508026123,13.638026237487793,33,13.665964742212424,11.365374961260956,9.146253707904249,15.335708001302267,1.2024209310113445,4.03921251054848,0.028434391287015616,1.8677580140209589,2.171454496527524,0.4624064738221308,13.665964742212424,7.763062938718581,3.601143791911845,12.882137923404297,1.7603830923555817,6.292658193274282,0.01369425614737364,5.622434580770657,0.6702236125036256,0.8934911778268881
41,410,14.067392528520692,4.48599100112915,4.067817211151123,33,0.014261193573474884,0.4215928316116333,-1,6.654489040374756,6.448563575744629,33,0.031077159568667412,0.680842399597168,-1,0.021428029984235764,0.3876101076602936,-1,14.067392349243164,13.638026237487793,33,14.067392528520692,11.2279176163925,8.73031974680761,15.335708001302267,1.252894170507862,4.485991025107757,0.031077159236498102,2.294716848392777,2.1912741767149857,0.5115295228076512,14.067392528520692,7.7848424923353665,3.601143791911845,12.882137923404297,1.8070233973739178,6.654489141259354,0.014261193145598561,5.989531107354894,0.6649580339044638,0.9000737667777429
42,420,13.904675481910472,4.512368202209473,4.067817211151123,33,0.01606135629117489,0.4215928316116333,-1,6.523468494415283,6.448563575744629,33,0.03943772241473198,0.680842399597168,-1,0.022448411211371422,0.3876101076602936,-1,13.904675483703613,13.638026237487793,33,13.904675481910472,11.599635441740219,9.146253707904249,15.335708001302267,1.198716593443599,4.5123681230202015,0.0394377220925937,1.7823991211916617,2.7299690018285454,0.3950030388918431,13.904675481910472,8.070003950610484,3.601143791911845,15.335708001302267,1.7230072707533932,6.52346832738573,0.016061355365043117,5.738590879945458,0.7848774474402762,0.879684025728257
43,430,14.811842390987525,5.196777820587158,4.067817211151123,33,0.018339311704039574,0.4215928316116333,-1,7.78160285949707,6.448563575744629,33,0.044632572680711746,0.680842399597168,-1,0.024071859195828438,0.3876101076602936,-1,14.81184196472168,13.638026237487793,33,14.811842390987525,11.626067347633258,9.146253707904249,15.335708001302267,1.2740200059139346,5.196777690226192,0.04463257257378916,2.340921558999332,2.8558561312268584,0.4504563594094098,14.811842390987525,7.518970737184661,3.601143791911845,15.335708001302267,1.9699295167803172,7.78160278757043,0.018339312567222776,7.09787833276538,0.6837244548050478,0.9121357805750296
44,440,14.266054384193422,5.042871475219727,4.067817211151123,33,0.022062351927161217,0.4215928316116333,-1,7.707052707672119,6.448563575744629,33,0.04654659703373909,0.680842399597168,-1,0.030986854806542397,0.3876101076602936,-1,14.266054153442383,13.638026237487793,33,14.266054384193422,11.262286696098785,8.73031974680761,15.335708001302267,1.2667102844340778,5.042871252688142,0.04654659814487889,2.218652787445491,2.8242184652426525,0.43995824526807437,14.266054384193422,7.066261227208399,4.114349288654193,15.335708001302267,2.0188971119921897,7.707052894882876,0.022062352592359204,7.07849399047528,0.6285589044075991,0.9184436758147944
45,450,13.908441329411751,4.860256671905518,4.067817211151123,33,0.023322731256484985,0.4215928316116333,-1,6.9508137702941895,6.448563575744629,33,0.04739397391676903,0.680842399597168,-1,0.03166303038597107,0.3876101076602936,-1,13.908441543579102,13.638026237487793,33,13.908441329411751,11.262286696098785,8.73031974680761,15.335708001302267,1.2349571365670866,4.860256454356273,0.047393975343326455,1.9669530422200325,2.8933034121362544,0.4047014927488121,13.908441329411751,7.663919739436207,4.114349288654193,15.335708001302267,1.814794752852529,6.950813930480005,0.023322731899786737,6.096765957228777,0.8540479732512386,0.8771297891451038
46,460,13.710313197824508,4.746821880340576,4.067817211151123,33,0.022690437734127045,0.4215928316116333,-1,7.330136299133301,6.448563575744629,33,0.04765234887599945,0.680842399597168,-1,0.03153739869594574,0.3876101076602936,-1,13.710312843322754,13.638026237487793,33,13.710313197824508,11.262286696098785,8.73031974680761,15.335708001302267,1.2173649604013108,4.746821720210447,0.04765234895218914,1.8309398315463146,2.915881888664128,0.3857191062707831,13.710313197824508,6.978467421542538,4.114349288654193,15.335708001302267,1.9646596264819913,7.33013625892699,0.022690438477533808,6.70647645214939,0.6236598067775961,0.91491838831535
