relation,role,category,target,preds,cohort,tau_q,tau,mode,persist,rel_resid_dev_main,alarms,tp,fp,recall,precision,median_lead,tp_lead0,fp_lead0,recall_lead0,tp_lead2,fp_lead2,recall_lead2,tp_lead4,fp_lead4,recall_lead4,tp_lead8,fp_lead8,recall_lead8,tp_lead12,fp_lead12,recall_lead12,baseline_tp_at_same_fp,excess_tp
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.95,2.1349881349930926,abs,2,0.03920341477144398,1558,169,1389,0.3470225872689938,0.10847240051347883,35.0,169,1389,0.3470225872689938,166,1354,0.3408624229979466,160,1268,0.32854209445585214,159,1067,0.3264887063655031,150,581,0.3080082135523614,361,-201
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.95,2.1349881349930926,abs,2,0.03920341477144398,1947,209,1738,0.37056737588652483,0.10734463276836158,35.0,209,1738,0.37056737588652483,207,1674,0.3670212765957447,197,1576,0.34929078014184395,193,1336,0.3421985815602837,182,854,0.32269503546099293,424,-227
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.95,2.1349881349930926,pos,1,0.03920341477144398,2831,84,2747,0.17248459958932238,0.02967149417167079,21.0,84,2747,0.17248459958932238,83,2685,0.1704312114989733,72,2539,0.14784394250513347,69,1809,0.14168377823408623,65,705,0.13347022587268995,487,-415
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.95,2.1349881349930926,pos,1,0.03920341477144398,3134,102,3032,0.18085106382978725,0.03254626675175495,21.0,102,3032,0.18085106382978725,99,2949,0.17553191489361702,91,2812,0.16134751773049646,84,1999,0.14893617021276595,82,913,0.1453900709219858,424,-333
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.95,2.1349881349930926,pos,2,0.03920341477144398,684,26,658,0.053388090349075976,0.038011695906432746,9.0,26,658,0.053388090349075976,23,650,0.04722792607802875,17,610,0.03490759753593429,16,451,0.03285420944558522,10,202,0.02053388090349076,361,-344
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.95,2.1349881349930926,pos,2,0.03920341477144398,808,40,768,0.07092198581560284,0.04950495049504951,24.5,40,768,0.07092198581560284,38,757,0.0673758865248227,29,724,0.051418439716312055,28,534,0.04964539007092199,24,264,0.0425531914893617,424,-395
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.95,2.1349881349930926,neg,1,0.03920341477144398,2660,238,2422,0.4887063655030801,0.08947368421052632,38.0,238,2422,0.4887063655030801,238,2138,0.4887063655030801,238,1912,0.4887063655030801,237,1568,0.486652977412731,224,978,0.459958932238193,361,-123
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.95,2.1349881349930926,neg,1,0.03920341477144398,3170,303,2867,0.5372340425531915,0.09558359621451104,37.0,303,2867,0.5372340425531915,302,2569,0.5354609929078015,301,2293,0.5336879432624113,298,1915,0.5283687943262412,280,1349,0.49645390070921985,424,-123
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.95,2.1349881349930926,neg,2,0.03920341477144398,888,147,741,0.30184804928131415,0.16554054054054054,35.0,147,741,0.30184804928131415,147,720,0.30184804928131415,147,671,0.30184804928131415,147,626,0.30184804928131415,144,384,0.29568788501026694,361,-214
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.95,2.1349881349930926,neg,2,0.03920341477144398,1153,173,980,0.3067375886524823,0.15004336513443192,35.0,173,980,0.3067375886524823,173,938,0.3067375886524823,172,872,0.3049645390070922,169,817,0.299645390070922,162,597,0.2872340425531915,424,-252
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.975,2.589684134985184,abs,1,0.03920341477144398,3008,209,2799,0.42915811088295686,0.0694813829787234,35.0,209,2799,0.42915811088295686,206,2623,0.42299794661190965,200,2490,0.4106776180698152,199,1927,0.4086242299794661,191,942,0.3921971252566735,487,-287
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.975,2.589684134985184,abs,1,0.03920341477144398,3475,264,3211,0.46808510638297873,0.07597122302158274,35.0,264,3211,0.46808510638297873,261,3027,0.4627659574468085,254,2844,0.450354609929078,252,2228,0.44680851063829785,243,1326,0.4308510638297872,424,-170
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.975,2.589684134985184,abs,2,0.03920341477144398,718,108,610,0.22176591375770022,0.15041782729805014,32.0,108,610,0.22176591375770022,103,600,0.21149897330595482,103,536,0.21149897330595482,99,485,0.2032854209445585,92,254,0.188911704312115,361,-258
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.975,2.589684134985184,abs,2,0.03920341477144398,938,127,811,0.225177304964539,0.13539445628997868,19.0,127,811,0.225177304964539,122,789,0.21631205673758866,121,718,0.21453900709219859,117,639,0.2074468085106383,101,419,0.17907801418439717,424,-303
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.975,2.589684134985184,pos,1,0.03920341477144398,1587,46,1541,0.0944558521560575,0.028985507246376812,20.0,46,1541,0.0944558521560575,44,1509,0.09034907597535935,40,1450,0.08213552361396304,39,1043,0.08008213552361396,35,450,0.07186858316221766,361,-321
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.975,2.589684134985184,pos,1,0.03920341477144398,1740,57,1683,0.10106382978723404,0.032758620689655175,24.0,57,1683,0.10106382978723404,55,1641,0.0975177304964539,50,1569,0.08865248226950355,50,1117,0.08865248226950355,48,524,0.0851063829787234,424,-374
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.975,2.589684134985184,pos,2,0.03920341477144398,258,9,249,0.018480492813141684,0.03488372093023256,4.0,9,249,0.018480492813141684,5,247,0.01026694045174538,5,236,0.01026694045174538,4,203,0.008213552361396304,3,90,0.006160164271047228,222,-217
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.975,2.589684134985184,pos,2,0.03920341477144398,324,14,310,0.024822695035460994,0.043209876543209874,24.5,14,310,0.024822695035460994,11,306,0.01950354609929078,11,297,0.01950354609929078,11,233,0.01950354609929078,9,116,0.015957446808510637,274,-263
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.975,2.589684134985184,neg,1,0.03920341477144398,1511,168,1343,0.34496919917864477,0.11118464592984778,36.0,168,1343,0.34496919917864477,167,1191,0.34291581108829566,165,1097,0.33880903490759756,163,927,0.3347022587268994,159,503,0.3264887063655031,361,-196
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.975,2.589684134985184,neg,1,0.03920341477144398,1832,213,1619,0.3776595744680851,0.11626637554585152,35.0,213,1619,0.3776595744680851,212,1470,0.375886524822695,210,1341,0.3723404255319149,208,1165,0.36879432624113473,201,816,0.35638297872340424,424,-214
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.975,2.589684134985184,neg,2,0.03920341477144398,460,99,361,0.2032854209445585,0.21521739130434783,33.0,99,361,0.2032854209445585,98,355,0.20123203285420946,98,302,0.20123203285420946,95,284,0.19507186858316222,89,167,0.18275154004106775,222,-124
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.975,2.589684134985184,neg,2,0.03920341477144398,614,113,501,0.20035460992907803,0.18403908794788273,18.0,113,501,0.20035460992907803,111,485,0.19680851063829788,110,423,0.1950354609929078,106,408,0.1879432624113475,92,303,0.16312056737588654,380,-270
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.99,3.128330256673248,abs,1,0.03920341477144398,1465,127,1338,0.26078028747433263,0.08668941979522184,33.0,127,1338,0.26078028747433263,126,1271,0.2587268993839836,123,1207,0.25256673511293637,120,947,0.2464065708418891,109,463,0.22381930184804927,361,-238
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.99,3.128330256673248,abs,1,0.03920341477144398,1793,140,1653,0.24822695035460993,0.0780814277746793,30.5,140,1653,0.24822695035460993,137,1561,0.2429078014184397,134,1488,0.2375886524822695,131,1173,0.2322695035460993,122,707,0.21631205673758866,424,-290
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.99,3.128330256673248,abs,2,0.03920341477144398,244,44,200,0.09034907597535935,0.18032786885245902,13.0,44,200,0.09034907597535935,44,197,0.09034907597535935,42,151,0.08624229979466119,35,145,0.07186858316221766,28,70,0.057494866529774126,222,-180
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.99,3.128330256673248,abs,2,0.03920341477144398,333,60,273,0.10638297872340426,0.18018018018018017,12.0,60,273,0.10638297872340426,56,270,0.09929078014184398,56,229,0.09929078014184398,51,216,0.09042553191489362,34,127,0.06028368794326241,274,-218
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.99,3.128330256673248,pos,1,0.03920341477144398,766,22,744,0.045174537987679675,0.028720626631853787,20.0,22,744,0.045174537987679675,22,732,0.045174537987679675,21,698,0.043121149897330596,21,532,0.043121149897330596,17,265,0.03490759753593429,361,-340
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.99,3.128330256673248,pos,1,0.03920341477144398,852,20,832,0.03546099290780142,0.023474178403755867,22.5,20,832,0.03546099290780142,18,803,0.031914893617021274,18,774,0.031914893617021274,18,555,0.031914893617021274,16,275,0.028368794326241134,424,-406
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.99,3.128330256673248,pos,2,0.03920341477144398,79,1,78,0.002053388090349076,0.012658227848101266,24.0,1,78,0.002053388090349076,1,77,0.002053388090349076,1,77,0.002053388090349076,1,75,0.002053388090349076,1,30,0.002053388090349076,222,-221
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.99,3.128330256673248,pos,2,0.03920341477144398,110,1,109,0.0017730496453900709,0.00909090909090909,8.0,1,109,0.0017730496453900709,1,108,0.0017730496453900709,1,107,0.0017730496453900709,1,97,0.0017730496453900709,0,43,0.0,274,-273
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.99,3.128330256673248,neg,1,0.03920341477144398,705,105,600,0.21560574948665298,0.14893617021276595,34.0,105,600,0.21560574948665298,104,545,0.2135523613963039,102,515,0.20944558521560575,99,421,0.2032854209445585,92,201,0.188911704312115,361,-259
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.99,3.128330256673248,neg,1,0.03920341477144398,950,120,830,0.2127659574468085,0.12631578947368421,33.5,120,830,0.2127659574468085,119,767,0.21099290780141844,116,721,0.20567375886524822,113,624,0.20035460992907803,106,433,0.1879432624113475,424,-308
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.99,3.128330256673248,neg,2,0.03920341477144398,166,43,123,0.08829568788501027,0.25903614457831325,13.0,43,123,0.08829568788501027,43,121,0.08829568788501027,41,75,0.08418891170431211,34,71,0.06981519507186858,27,41,0.055441478439425054,222,-181
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.99,3.128330256673248,neg,2,0.03920341477144398,224,59,165,0.10460992907801418,0.26339285714285715,12.0,59,165,0.10460992907801418,55,163,0.0975177304964539,55,123,0.0975177304964539,50,120,0.08865248226950355,34,84,0.06028368794326241,274,-219
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.995,3.510420671082446,abs,1,0.03920341477144398,800,82,718,0.16837782340862423,0.1025,16.0,82,718,0.16837782340862423,81,691,0.16632443531827515,80,649,0.16427104722792607,76,503,0.15605749486652978,65,245,0.13347022587268995,361,-281
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.995,3.510420671082446,abs,1,0.03920341477144398,1024,92,932,0.16312056737588654,0.08984375,14.0,92,932,0.16312056737588654,91,901,0.16134751773049646,86,855,0.1524822695035461,80,661,0.14184397163120568,68,421,0.12056737588652482,424,-338
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.995,3.510420671082446,abs,2,0.03920341477144398,102,19,83,0.039014373716632446,0.18627450980392157,14.0,19,83,0.039014373716632446,19,83,0.039014373716632446,18,52,0.03696098562628337,15,51,0.030800821355236138,15,22,0.030800821355236138,222,-204
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.995,3.510420671082446,abs,2,0.03920341477144398,136,20,116,0.03546099290780142,0.14705882352941177,12.0,20,116,0.03546099290780142,17,115,0.030141843971631204,17,91,0.030141843971631204,17,85,0.030141843971631204,11,46,0.01950354609929078,274,-257
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.995,3.510420671082446,pos,1,0.03920341477144398,407,11,396,0.022587268993839837,0.02702702702702703,20.0,11,396,0.022587268993839837,11,389,0.022587268993839837,11,370,0.022587268993839837,11,293,0.022587268993839837,7,166,0.014373716632443531,324,-313
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.995,3.510420671082446,pos,1,0.03920341477144398,472,5,467,0.008865248226950355,0.01059322033898305,18.0,5,467,0.008865248226950355,5,454,0.008865248226950355,5,438,0.008865248226950355,5,313,0.008865248226950355,3,172,0.005319148936170213,380,-375
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.995,3.510420671082446,pos,2,0.03920341477144398,28,0,28,0.0,0.0,,0,28,0.0,0,28,0.0,0,28,0.0,0,28,0.0,0,10,0.0,222,-222
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.995,3.510420671082446,pos,2,0.03920341477144398,47,1,46,0.0017730496453900709,0.02127659574468085,8.0,1,46,0.0017730496453900709,1,46,0.0017730496453900709,1,46,0.0017730496453900709,1,41,0.0017730496453900709,0,13,0.0,274,-273
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.995,3.510420671082446,neg,1,0.03920341477144398,393,71,322,0.1457905544147844,0.1806615776081425,16.0,71,322,0.1457905544147844,70,302,0.1437371663244353,69,279,0.14168377823408623,65,210,0.13347022587268995,58,79,0.11909650924024641,222,-153
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.995,3.510420671082446,neg,1,0.03920341477144398,552,87,465,0.15425531914893617,0.15760869565217392,14.0,87,465,0.15425531914893617,86,447,0.1524822695035461,81,417,0.14361702127659576,75,348,0.13297872340425532,65,249,0.11524822695035461,380,-299
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.995,3.510420671082446,neg,2,0.03920341477144398,74,19,55,0.039014373716632446,0.25675675675675674,14.0,19,55,0.039014373716632446,19,55,0.039014373716632446,18,24,0.03696098562628337,15,23,0.030800821355236138,15,12,0.030800821355236138,222,-204
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.995,3.510420671082446,neg,2,0.03920341477144398,89,19,70,0.03368794326241135,0.21348314606741572,12.0,19,70,0.03368794326241135,16,69,0.028368794326241134,16,45,0.028368794326241134,16,44,0.028368794326241134,11,33,0.01950354609929078,274,-258
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.999,4.3337790527574525,abs,1,0.03920341477144398,186,17,169,0.03490759753593429,0.0913978494623656,14.0,17,169,0.03490759753593429,17,164,0.03490759753593429,17,141,0.03490759753593429,14,102,0.028747433264887063,13,65,0.026694045174537988,222,-205
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.999,4.3337790527574525,abs,1,0.03920341477144398,231,20,211,0.03546099290780142,0.08658008658008658,12.0,20,211,0.03546099290780142,20,209,0.03546099290780142,19,193,0.03368794326241135,19,151,0.03368794326241135,15,109,0.026595744680851064,274,-255
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.999,4.3337790527574525,abs,2,0.03920341477144398,15,0,15,0.0,0.0,,0,15,0.0,0,14,0.0,0,3,0.0,0,3,0.0,0,0,0.0,0,0
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.999,4.3337790527574525,abs,2,0.03920341477144398,8,2,6,0.0035460992907801418,0.25,14.0,2,6,0.0035460992907801418,2,6,0.0035460992907801418,2,2,0.0035460992907801418,2,2,0.0035460992907801418,2,1,0.0035460992907801418,0,2
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.999,4.3337790527574525,pos,1,0.03920341477144398,112,1,111,0.002053388090349076,0.008928571428571428,9.0,1,111,0.002053388090349076,1,110,0.002053388090349076,1,104,0.002053388090349076,1,81,0.002053388090349076,0,59,0.0,222,-221
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.999,4.3337790527574525,pos,1,0.03920341477144398,110,1,109,0.0017730496453900709,0.00909090909090909,18.0,1,109,0.0017730496453900709,1,107,0.0017730496453900709,1,105,0.0017730496453900709,1,84,0.0017730496453900709,1,54,0.0017730496453900709,274,-273
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.999,4.3337790527574525,pos,2,0.03920341477144398,2,0,2,0.0,0.0,,0,2,0.0,0,2,0.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.999,4.3337790527574525,pos,2,0.03920341477144398,2,0,2,0.0,0.0,,0,2,0.0,0,2,0.0,0,2,0.0,0,2,0.0,0,1,0.0,0,0
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.999,4.3337790527574525,neg,1,0.03920341477144398,74,16,58,0.03285420944558522,0.21621621621621623,14.0,16,58,0.03285420944558522,16,54,0.03285420944558522,16,37,0.03285420944558522,13,21,0.026694045174537988,13,6,0.026694045174537988,222,-206
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.999,4.3337790527574525,neg,1,0.03920341477144398,121,19,102,0.03368794326241135,0.15702479338842976,12.0,19,102,0.03368794326241135,19,102,0.03368794326241135,18,88,0.031914893617021274,18,67,0.031914893617021274,14,55,0.024822695035460994,274,-256
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],development_main,0.999,4.3337790527574525,neg,2,0.03920341477144398,13,0,13,0.0,0.0,,0,13,0.0,0,12,0.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0
C229,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L5[agg],sp.state_action_alignment@L5[s0],external_8b,0.999,4.3337790527574525,neg,2,0.03920341477144398,6,2,4,0.0035460992907801418,0.3333333333333333,14.0,2,4,0.0035460992907801418,2,4,0.0035460992907801418,2,0,0.0035460992907801418,2,0,0.0035460992907801418,2,0,0.0035460992907801418,0,2
C232,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L2[agg],sp.state_action_alignment@L2[s0],development_main,0.9,1.6011069434843728,abs,1,0.04640677495775912,9798,320,9478,0.6570841889117043,0.032659726474790776,20.0,320,9478,0.6570841889117043,314,9163,0.6447638603696099,300,7629,0.6160164271047228,283,5787,0.5811088295687885,272,2571,0.5585215605749486,487,-187
C232,empirical_invariant,empirical:same_metric,lg.state_action_alignment@L2[agg],sp.state_action_alignment@L2[s0],external_8b,0.9,1.6011069434843728,abs,1,0.04640677495775912,10286,349,9937,0.6187943262411347,0.03392961306630372,21.0,349,9937,0.6187943262411347,345,9583,0.6117021276595744,330,8195,0.5851063829787234,320,6316,0.5673758865248227,309,3227,0.5478723404255319,564,-234
