cohort,suite,chunk,window_end,layer,step,quantity,auc,pairs,tasks,signal
external_8b,libero_goal,4,19,L3,0,token_entropy,0.5025226510288718,37857,5,0.0025226510288718362
external_8b,libero_goal,4,19,L3,0,load_entropy,0.497292442612991,37857,5,0.0027075573870090075
external_8b,libero_goal,4,19,L3,0,token_differentiation,0.48473201785667114,37857,5,0.015267982143328862
external_8b,libero_goal,4,19,L3,0,action_consensus,0.5151755289642602,37857,5,0.015175528964260221
external_8b,libero_goal,4,19,L3,0,state_action_alignment,0.5354623979713131,37857,5,0.03546239797131312
external_8b,libero_goal,4,19,L3,0,conditional_energy,0.4645111868346673,37857,5,0.0354888131653327
external_8b,libero_goal,4,19,L3,0,conditional_effective_rank,0.5327680481813138,37857,5,0.03276804818131385
external_8b,libero_goal,4,19,L3,0,mobility,0.4748395276963309,37857,5,0.02516047230366908
external_8b,libero_goal,4,19,L3,3,token_entropy,0.5165094962622501,37857,5,0.016509496262250067
external_8b,libero_goal,4,19,L3,3,load_entropy,0.5496869799508678,37857,5,0.04968697995086779
external_8b,libero_goal,4,19,L3,3,token_differentiation,0.5028132181630874,37857,5,0.0028132181630874387
external_8b,libero_goal,4,19,L3,3,action_consensus,0.4968169691206382,37857,5,0.003183030879361781
external_8b,libero_goal,4,19,L3,3,state_action_alignment,0.5405341152230763,37857,5,0.04053411522307626
external_8b,libero_goal,4,19,L3,3,conditional_energy,0.4594658847769237,37857,5,0.04053411522307632
external_8b,libero_goal,4,19,L3,3,conditional_effective_rank,0.5395303378503316,37857,5,0.039530337850331554
external_8b,libero_goal,4,19,L3,3,flow_speed,0.5409303431333703,37857,5,0.040930343133370295
external_8b,libero_goal,4,19,L3,3,mobility,0.48598673957260213,37857,5,0.014013260427397867
external_8b,libero_goal,4,19,L3,6,token_entropy,0.5215680059170035,37857,5,0.021568005917003474
external_8b,libero_goal,4,19,L3,6,load_entropy,0.5914494016958555,37857,5,0.09144940169585547
external_8b,libero_goal,4,19,L3,6,token_differentiation,0.4885622209895132,37857,5,0.011437779010486815
external_8b,libero_goal,4,19,L3,6,action_consensus,0.5111736270702908,37857,5,0.011173627070290792
external_8b,libero_goal,4,19,L3,6,state_action_alignment,0.5430699738489579,37857,5,0.04306997384895794
external_8b,libero_goal,4,19,L3,6,conditional_energy,0.4569828565390813,37857,5,0.04301714346091873
external_8b,libero_goal,4,19,L3,6,conditional_effective_rank,0.5230472567821011,37857,5,0.023047256782101067
external_8b,libero_goal,4,19,L3,6,flow_speed,0.4597564519111393,37857,5,0.040243548088860714
external_8b,libero_goal,4,19,L3,6,mobility,0.4541036003909449,37857,5,0.045896399609055116
external_8b,libero_goal,4,19,L3,9,token_entropy,0.5702512084951264,37857,5,0.07025120849512645
external_8b,libero_goal,4,19,L3,9,load_entropy,0.5567662519481206,37857,5,0.05676625194812057
external_8b,libero_goal,4,19,L3,9,token_differentiation,0.4386110890984494,37857,5,0.061388910901550575
external_8b,libero_goal,4,19,L3,9,action_consensus,0.5618115540058641,37857,5,0.06181155400586413
external_8b,libero_goal,4,19,L3,9,state_action_alignment,0.5443643183559184,37857,5,0.044364318355918364
external_8b,libero_goal,4,19,L3,9,conditional_energy,0.45560926645006206,37857,5,0.044390733549937944
external_8b,libero_goal,4,19,L3,9,conditional_effective_rank,0.47906595873946695,37857,5,0.020934041260533054
external_8b,libero_goal,4,19,L3,9,flow_speed,0.4010090604115487,37857,5,0.09899093958845129
external_8b,libero_goal,4,19,L3,9,mobility,0.4656206249834905,37857,5,0.034379375016509506
external_8b,libero_goal,4,19,L4,0,token_entropy,0.5422775180283699,37857,5,0.042277518028369876
external_8b,libero_goal,4,19,L4,0,load_entropy,0.5599492828274824,37857,5,0.05994928282748235
external_8b,libero_goal,4,19,L4,0,token_differentiation,0.47898671315740815,37857,5,0.02101328684259185
external_8b,libero_goal,4,19,L4,0,action_consensus,0.5212906463797976,37857,5,0.021290646379797606
external_8b,libero_goal,4,19,L4,0,state_action_alignment,0.5986211268721768,37857,5,0.09862112687217683
external_8b,libero_goal,4,19,L4,0,conditional_energy,0.4014317035158623,37857,5,0.09856829648413767
external_8b,libero_goal,4,19,L4,0,conditional_effective_rank,0.5687455424360092,37857,5,0.06874554243600917
external_8b,libero_goal,4,19,L4,0,mobility,0.48265842512613255,37857,5,0.01734157487386745
external_8b,libero_goal,4,19,L4,3,token_entropy,0.5798135087302216,37857,5,0.07981350873022164
external_8b,libero_goal,4,19,L4,3,load_entropy,0.5539926565760626,37857,5,0.05399265657606256
external_8b,libero_goal,4,19,L4,3,token_differentiation,0.44341865441001665,37857,5,0.056581345589983345
external_8b,libero_goal,4,19,L4,3,action_consensus,0.5571756874554243,37857,5,0.05717568745542434
external_8b,libero_goal,4,19,L4,3,state_action_alignment,0.6001267929312941,37857,5,0.10012679293129412
external_8b,libero_goal,4,19,L4,3,conditional_energy,0.3998996222627255,37857,5,0.10010037773727448
external_8b,libero_goal,4,19,L4,3,conditional_effective_rank,0.5662625141981668,37857,5,0.06626251419816676
external_8b,libero_goal,4,19,L4,3,flow_speed,0.47589613545711495,37857,5,0.024103864542885045
external_8b,libero_goal,4,19,L4,3,mobility,0.5041339778640674,37857,5,0.00413397786406744
external_8b,libero_goal,4,19,L4,6,token_entropy,0.6087513537786935,37857,5,0.1087513537786935
external_8b,libero_goal,4,19,L4,6,load_entropy,0.5306812478537655,37857,5,0.03068124785376547
external_8b,libero_goal,4,19,L4,6,token_differentiation,0.40553926618591013,37857,5,0.09446073381408987
external_8b,libero_goal,4,19,L4,6,action_consensus,0.595041868082521,37857,5,0.09504186808252102
external_8b,libero_goal,4,19,L4,6,state_action_alignment,0.6007079271997253,37857,5,0.10070792719972532
external_8b,libero_goal,4,19,L4,6,conditional_energy,0.3993184879942943,37857,5,0.10068151200570569
external_8b,libero_goal,4,19,L4,6,conditional_effective_rank,0.5528700108302296,37857,5,0.052870010830229575
external_8b,libero_goal,4,19,L4,6,flow_speed,0.5255038698259239,37857,5,0.025503869825923897
external_8b,libero_goal,4,19,L4,6,mobility,0.5354095675832738,37857,5,0.03540956758327385
external_8b,libero_goal,4,19,L4,9,token_entropy,0.6577515386850517,37857,5,0.15775153868505165
external_8b,libero_goal,4,19,L4,9,load_entropy,0.6045645455265869,37857,5,0.1045645455265869
external_8b,libero_goal,4,19,L4,9,token_differentiation,0.36869007052856806,37857,5,0.13130992947143194
external_8b,libero_goal,4,19,L4,9,action_consensus,0.6329344639036374,37857,5,0.1329344639036374
external_8b,libero_goal,4,19,L4,9,state_action_alignment,0.5993607523047256,37857,5,0.09936075230472563
external_8b,libero_goal,4,19,L4,9,conditional_energy,0.4006392476952743,37857,5,0.09936075230472569
external_8b,libero_goal,4,19,L4,9,conditional_effective_rank,0.5363076841799403,37857,5,0.03630768417994035
external_8b,libero_goal,4,19,L4,9,flow_speed,0.47729614074015375,37857,5,0.02270385925984625
external_8b,libero_goal,4,19,L4,9,mobility,0.5638851467364028,37857,5,0.06388514673640278
external_8b,libero_goal,4,19,L5,0,token_entropy,0.4949546979422564,37857,5,0.005045302057743617
external_8b,libero_goal,4,19,L5,0,load_entropy,0.4169902527934068,37857,5,0.08300974720659321
external_8b,libero_goal,4,19,L5,0,token_differentiation,0.487386744855641,37857,5,0.012613255144359015
external_8b,libero_goal,4,19,L5,0,action_consensus,0.5141321288004861,37857,5,0.014132128800486088
external_8b,libero_goal,4,19,L5,0,state_action_alignment,0.4263280238793354,37857,5,0.07367197612066462
external_8b,libero_goal,4,19,L5,0,conditional_energy,0.5736851837176744,37857,5,0.07368518371767441
external_8b,libero_goal,4,19,L5,0,conditional_effective_rank,0.4333940882795784,37857,5,0.06660591172042157
external_8b,libero_goal,4,19,L5,0,mobility,0.4999075468209314,37857,5,9.245317906858563e-05
external_8b,libero_goal,4,19,L5,3,token_entropy,0.49537734104657,37857,5,0.004622658953430003
external_8b,libero_goal,4,19,L5,3,load_entropy,0.41856195683757297,37857,5,0.08143804316242703
external_8b,libero_goal,4,19,L5,3,token_differentiation,0.48448107351348496,37857,5,0.015518926486515039
external_8b,libero_goal,4,19,L5,3,action_consensus,0.5158623240087699,37857,5,0.015862324008769857
external_8b,libero_goal,4,19,L5,3,state_action_alignment,0.42253744353752276,37857,5,0.07746255646247724
external_8b,libero_goal,4,19,L5,3,conditional_energy,0.5774361412684577,37857,5,0.07743614126845766
external_8b,libero_goal,4,19,L5,3,conditional_effective_rank,0.42803180389359957,37857,5,0.07196819610640043
external_8b,libero_goal,4,19,L5,3,flow_speed,0.47666217608368333,37857,5,0.02333782391631667
external_8b,libero_goal,4,19,L5,3,mobility,0.484084845603191,37857,5,0.015915154396809017
external_8b,libero_goal,4,19,L5,6,token_entropy,0.5054679451620572,37857,5,0.005467945162057175
external_8b,libero_goal,4,19,L5,6,load_entropy,0.43762051932271445,37857,5,0.06237948067728555
external_8b,libero_goal,4,19,L5,6,token_differentiation,0.4710489473545183,37857,5,0.0289510526454817
external_8b,libero_goal,4,19,L5,6,action_consensus,0.5298755844361677,37857,5,0.029875584436167668
external_8b,libero_goal,4,19,L5,6,state_action_alignment,0.41704308318144595,37857,5,0.08295691681855405
external_8b,libero_goal,4,19,L5,6,conditional_energy,0.5829833320125737,37857,5,0.08298333201257369
external_8b,libero_goal,4,19,L5,6,conditional_effective_rank,0.40560530417095914,37857,5,0.09439469582904086
external_8b,libero_goal,4,19,L5,6,flow_speed,0.40938267691576197,37857,5,0.09061732308423803
external_8b,libero_goal,4,19,L5,6,mobility,0.49636791082230497,37857,5,0.0036320891776950304
external_8b,libero_goal,4,19,L5,9,token_entropy,0.5563304012467971,37857,5,0.05633040124679711
external_8b,libero_goal,4,19,L5,9,load_entropy,0.5426473307446443,37857,5,0.04264733074464433
external_8b,libero_goal,4,19,L5,9,token_differentiation,0.41306759648149616,37857,5,0.08693240351850384
external_8b,libero_goal,4,19,L5,9,action_consensus,0.5869324035185038,37857,5,0.08693240351850384
external_8b,libero_goal,4,19,L5,9,state_action_alignment,0.4290091660723248,37857,5,0.07099083392767519
external_8b,libero_goal,4,19,L5,9,conditional_energy,0.5710436643157144,37857,5,0.0710436643157144
external_8b,libero_goal,4,19,L5,9,conditional_effective_rank,0.3615447605462662,37857,5,0.13845523945373378
external_8b,libero_goal,4,19,L5,9,flow_speed,0.41051853025860474,37857,5,0.08948146974139526
external_8b,libero_goal,4,19,L5,9,mobility,0.44475262170800645,37857,5,0.055247378291993554
external_8b,libero_goal,4,19,L12,0,token_entropy,0.5346303193596957,37857,5,0.03463031935969574
external_8b,libero_goal,4,19,L12,0,load_entropy,0.5991230155585493,37857,5,0.0991230155585493
external_8b,libero_goal,4,19,L12,0,token_differentiation,0.5135642021290646,37857,5,0.013564202129064618
external_8b,libero_goal,4,19,L12,0,action_consensus,0.48646221306495496,37857,5,0.013537786935045037
external_8b,libero_goal,4,19,L12,0,state_action_alignment,0.4277940671474232,37857,5,0.07220593285257682
external_8b,libero_goal,4,19,L12,0,conditional_energy,0.5722059328525768,37857,5,0.07220593285257682
external_8b,libero_goal,4,19,L12,0,conditional_effective_rank,0.4665715719681961,37857,5,0.0334284280318039
external_8b,libero_goal,4,19,L12,0,mobility,0.4984018807618142,37857,5,0.0015981192381858134
external_8b,libero_goal,4,19,L12,3,token_entropy,0.5037245423567636,37857,5,0.0037245423567635605
external_8b,libero_goal,4,19,L12,3,load_entropy,0.5665266661383628,37857,5,0.06652666613836278
external_8b,libero_goal,4,19,L12,3,token_differentiation,0.5389756187759199,37857,5,0.03897561877591993
external_8b,libero_goal,4,19,L12,3,action_consensus,0.4604696621496685,37857,5,0.0395303378503315
external_8b,libero_goal,4,19,L12,3,state_action_alignment,0.4265921758195314,37857,5,0.0734078241804686
external_8b,libero_goal,4,19,L12,3,conditional_energy,0.573447446971498,37857,5,0.07344744697149796
external_8b,libero_goal,4,19,L12,3,conditional_effective_rank,0.4903188313918166,37857,5,0.00968116860818341
external_8b,libero_goal,4,19,L12,3,flow_speed,0.5191642232612198,37857,5,0.019164223261219804
external_8b,libero_goal,4,19,L12,3,mobility,0.4929603507937766,37857,5,0.007039649206223408
external_8b,libero_goal,4,19,L12,6,token_entropy,0.5086377684444092,37857,5,0.008637768444409222
external_8b,libero_goal,4,19,L12,6,load_entropy,0.5506247193385635,37857,5,0.050624719338563495
external_8b,libero_goal,4,19,L12,6,token_differentiation,0.5251868874976887,37857,5,0.025186887497688715
external_8b,libero_goal,4,19,L12,6,action_consensus,0.4749055656813799,37857,5,0.025094434318620074
external_8b,libero_goal,4,19,L12,6,state_action_alignment,0.42245819795546397,37857,5,0.07754180204453603
external_8b,libero_goal,4,19,L12,6,conditional_energy,0.577541802044536,37857,5,0.07754180204453598
external_8b,libero_goal,4,19,L12,6,conditional_effective_rank,0.47555273793486014,37857,5,0.024447262065139863
external_8b,libero_goal,4,19,L12,6,flow_speed,0.5427265763267031,37857,5,0.04272657632670307
external_8b,libero_goal,4,19,L12,6,mobility,0.5136434477111235,37857,5,0.013643447711123469
external_8b,libero_goal,4,19,L12,9,token_entropy,0.5170774229336714,37857,5,0.017077422933671427
external_8b,libero_goal,4,19,L12,9,load_entropy,0.5220566870063661,37857,5,0.022056687006366094
external_8b,libero_goal,4,19,L12,9,token_differentiation,0.513273634994849,37857,5,0.013273634994849015
external_8b,libero_goal,4,19,L12,9,action_consensus,0.48718863090049397,37857,5,0.012811369099506031
external_8b,libero_goal,4,19,L12,9,state_action_alignment,0.4192091290910532,37857,5,0.08079087090894682
external_8b,libero_goal,4,19,L12,9,conditional_energy,0.5808172861029665,37857,5,0.08081728610296646
external_8b,libero_goal,4,19,L12,9,conditional_effective_rank,0.44887339197506404,37857,5,0.05112660802493596
external_8b,libero_goal,4,19,L12,9,flow_speed,0.39665055339831473,37857,5,0.10334944660168527
external_8b,libero_goal,4,19,L12,9,mobility,0.5616662704387564,37857,5,0.06166627043875639
external_8b,libero_goal,4,19,L13,0,token_entropy,0.4809282299178487,37857,5,0.019071770082151274
external_8b,libero_goal,4,19,L13,0,load_entropy,0.4374620281585968,37857,5,0.0625379718414032
external_8b,libero_goal,4,19,L13,0,token_differentiation,0.47376971233853715,37857,5,0.026230287661462848
external_8b,libero_goal,4,19,L13,0,action_consensus,0.5258868901392081,37857,5,0.025886890139208085
external_8b,libero_goal,4,19,L13,0,state_action_alignment,0.5714266846289986,37857,5,0.0714266846289986
external_8b,libero_goal,4,19,L13,0,conditional_energy,0.4285601077739916,37857,5,0.07143989222600838
external_8b,libero_goal,4,19,L13,0,conditional_effective_rank,0.5178698787542595,37857,5,0.017869878754259494
external_8b,libero_goal,4,19,L13,0,mobility,0.5619040071849327,37857,5,0.06190400718493272
external_8b,libero_goal,4,19,L13,3,token_entropy,0.47313574768206673,37857,5,0.026864252317933268
external_8b,libero_goal,4,19,L13,3,load_entropy,0.421269514224582,37857,5,0.07873048577541802
external_8b,libero_goal,4,19,L13,3,token_differentiation,0.4657394933565787,37857,5,0.034260506643421285
external_8b,libero_goal,4,19,L13,3,action_consensus,0.5331246533005785,37857,5,0.033124653300578455
external_8b,libero_goal,4,19,L13,3,state_action_alignment,0.5683228993316956,37857,5,0.06832289933169555
external_8b,libero_goal,4,19,L13,3,conditional_energy,0.431703515862324,37857,5,0.06829648413767597
external_8b,libero_goal,4,19,L13,3,conditional_effective_rank,0.5155717568745543,37857,5,0.015571756874554255
external_8b,libero_goal,4,19,L13,3,flow_speed,0.4974509337771086,37857,5,0.0025490662228914163
external_8b,libero_goal,4,19,L13,3,mobility,0.559579470111208,37857,5,0.05957947011120801
external_8b,libero_goal,4,19,L13,6,token_entropy,0.505349076788969,37857,5,0.005349076788969009
external_8b,libero_goal,4,19,L13,6,load_entropy,0.4294714319676678,37857,5,0.0705285680323322
external_8b,libero_goal,4,19,L13,6,token_differentiation,0.4226431043136012,37857,5,0.07735689568639881
external_8b,libero_goal,4,19,L13,6,action_consensus,0.5754682093139974,37857,5,0.07546820931399745
external_8b,libero_goal,4,19,L13,6,state_action_alignment,0.5629077845576775,37857,5,0.06290778455767754
external_8b,libero_goal,4,19,L13,6,conditional_energy,0.43698655466624403,37857,5,0.06301344533375597
external_8b,libero_goal,4,19,L13,6,conditional_effective_rank,0.48104709829093695,37857,5,0.018952901709063052
external_8b,libero_goal,4,19,L13,6,flow_speed,0.44710357397575085,37857,5,0.052896426024249155
external_8b,libero_goal,4,19,L13,6,mobility,0.5439152600575852,37857,5,0.04391526005758517
external_8b,libero_goal,4,19,L13,9,token_entropy,0.5048075653115672,37857,5,0.00480756531156723
external_8b,libero_goal,4,19,L13,9,load_entropy,0.4406054362469292,37857,5,0.059394563753070784
external_8b,libero_goal,4,19,L13,9,token_differentiation,0.40934305412473254,37857,5,0.09065694587526746
external_8b,libero_goal,4,19,L13,9,action_consensus,0.5918588372031592,37857,5,0.09185883720315924
external_8b,libero_goal,4,19,L13,9,state_action_alignment,0.5668040256755685,37857,5,0.06680402567556853
external_8b,libero_goal,4,19,L13,9,conditional_energy,0.4332620123094804,37857,5,0.06673798769051958
external_8b,libero_goal,4,19,L13,9,conditional_effective_rank,0.44987716934780886,37857,5,0.05012283065219114
external_8b,libero_goal,4,19,L13,9,flow_speed,0.5092321103098503,37857,5,0.009232110309850272
external_8b,libero_goal,4,19,L13,9,mobility,0.5518926486515043,37857,5,0.051892648651504336
external_8b,libero_goal,4,19,L14,0,token_entropy,0.47942256385873155,37857,5,0.020577436141268446
external_8b,libero_goal,4,19,L14,0,load_entropy,0.4603111709855509,37857,5,0.03968882901444909
external_8b,libero_goal,4,19,L14,0,token_differentiation,0.5019018939694112,37857,5,0.0019018939694112058
external_8b,libero_goal,4,19,L14,0,action_consensus,0.49867924029902,37857,5,0.001320759700980001
external_8b,libero_goal,4,19,L14,0,state_action_alignment,0.5303378503315107,37857,5,0.030337850331510707
external_8b,libero_goal,4,19,L14,0,conditional_energy,0.4696357344744697,37857,5,0.030364265525530287
external_8b,libero_goal,4,19,L14,0,conditional_effective_rank,0.5112660802493594,37857,5,0.011266080249359378
external_8b,libero_goal,4,19,L14,0,mobility,0.5107113611749479,37857,5,0.010711361174947864
external_8b,libero_goal,4,19,L14,3,token_entropy,0.45243944316771006,37857,5,0.047560556832289935
external_8b,libero_goal,4,19,L14,3,load_entropy,0.4268695353567372,37857,5,0.07313046464326278
external_8b,libero_goal,4,19,L14,3,token_differentiation,0.49075468209314,37857,5,0.009245317906860007
external_8b,libero_goal,4,19,L14,3,action_consensus,0.5100245661304382,37857,5,0.010024566130438228
external_8b,libero_goal,4,19,L14,3,state_action_alignment,0.5256887761840611,37857,5,0.02568877618406107
external_8b,libero_goal,4,19,L14,3,conditional_energy,0.47428480862191935,37857,5,0.02571519137808065
external_8b,libero_goal,4,19,L14,3,conditional_effective_rank,0.5029452941331854,37857,5,0.00294529413318545
external_8b,libero_goal,4,19,L14,3,flow_speed,0.555617191008268,37857,5,0.05561719100826801
external_8b,libero_goal,4,19,L14,3,mobility,0.504952848878675,37857,5,0.004952848878674976
external_8b,libero_goal,4,19,L14,6,token_entropy,0.4642998652825105,37857,5,0.03570013471748951
external_8b,libero_goal,4,19,L14,6,load_entropy,0.41885252397178857,37857,5,0.08114747602821143
external_8b,libero_goal,4,19,L14,6,token_differentiation,0.4698734712206461,37857,5,0.0301265287793539
external_8b,libero_goal,4,19,L14,6,action_consensus,0.5292152045856777,37857,5,0.029215204585677723
external_8b,libero_goal,4,19,L14,6,state_action_alignment,0.5269699130940116,37857,5,0.026969913094011644
external_8b,libero_goal,4,19,L14,6,conditional_energy,0.47299046411495893,37857,5,0.02700953588504107
external_8b,libero_goal,4,19,L14,6,conditional_effective_rank,0.4963150804342658,37857,5,0.0036849195657341904
external_8b,libero_goal,4,19,L14,6,flow_speed,0.5187679953509259,37857,5,0.01876799535092588
external_8b,libero_goal,4,19,L14,6,mobility,0.5122434424280846,37857,5,0.012243442428084617
external_8b,libero_goal,4,19,L14,9,token_entropy,0.48066407797765276,37857,5,0.01933592202234724
external_8b,libero_goal,4,19,L14,9,load_entropy,0.44641677893124126,37857,5,0.053583221068758735
external_8b,libero_goal,4,19,L14,9,token_differentiation,0.44928282748236786,37857,5,0.050717172517632136
external_8b,libero_goal,4,19,L14,9,action_consensus,0.5490530152943973,37857,5,0.04905301529439732
external_8b,libero_goal,4,19,L14,9,state_action_alignment,0.5147660934569565,37857,5,0.014766093456956453
external_8b,libero_goal,4,19,L14,9,conditional_energy,0.48524711414005334,37857,5,0.014752885859946663
external_8b,libero_goal,4,19,L14,9,conditional_effective_rank,0.49182449745093376,37857,5,0.008175502549066238
external_8b,libero_goal,4,19,L14,9,flow_speed,0.5013603824920094,37857,5,0.0013603824920094265
external_8b,libero_goal,4,19,L14,9,mobility,0.5221491401854347,37857,5,0.02214914018543468
external_8b,libero_goal,4,19,L15,0,token_entropy,0.4557809652111895,37857,5,0.04421903478881051
external_8b,libero_goal,4,19,L15,0,load_entropy,0.45008849089996567,37857,5,0.049911509100034335
external_8b,libero_goal,4,19,L15,0,token_differentiation,0.47721689515809496,37857,5,0.022783104841905044
external_8b,libero_goal,4,19,L15,0,action_consensus,0.5237868822146499,37857,5,0.023786882214649863
external_8b,libero_goal,4,19,L15,0,state_action_alignment,0.45617719312148347,37857,5,0.04382280687851653
external_8b,libero_goal,4,19,L15,0,conditional_energy,0.5438624296695459,37857,5,0.0438624296695459
external_8b,libero_goal,4,19,L15,0,conditional_effective_rank,0.5032886916554402,37857,5,0.0032886916554402124
external_8b,libero_goal,4,19,L15,0,mobility,0.5037377499537734,37857,5,0.003737749953773406
external_8b,libero_goal,4,19,L15,3,token_entropy,0.43945637530707665,37857,5,0.06054362469292335
external_8b,libero_goal,4,19,L15,3,load_entropy,0.43791108645693,37857,5,0.06208891354307
external_8b,libero_goal,4,19,L15,3,token_differentiation,0.47767916105343794,37857,5,0.02232083894656206
external_8b,libero_goal,4,19,L15,3,action_consensus,0.5243416012890615,37857,5,0.024341601289061487
external_8b,libero_goal,4,19,L15,3,state_action_alignment,0.44491111287212404,37857,5,0.05508888712787596
external_8b,libero_goal,4,19,L15,3,conditional_energy,0.5550360567398368,37857,5,0.0550360567398368
external_8b,libero_goal,4,19,L15,3,conditional_effective_rank,0.4868056105872098,37857,5,0.01319438941279022
external_8b,libero_goal,4,19,L15,3,flow_speed,0.5006735874474998,37857,5,0.0006735874474997905
external_8b,libero_goal,4,19,L15,3,mobility,0.4942282801067174,37857,5,0.005771719893282623
external_8b,libero_goal,4,19,L15,6,token_entropy,0.44380167472330084,37857,5,0.05619832527669916
external_8b,libero_goal,4,19,L15,6,load_entropy,0.4352431518609504,37857,5,0.06475684813904958
external_8b,libero_goal,4,19,L15,6,token_differentiation,0.4621734421639327,37857,5,0.03782655783606731
external_8b,libero_goal,4,19,L15,6,action_consensus,0.5392793935071453,37857,5,0.039279393507145266
external_8b,libero_goal,4,19,L15,6,state_action_alignment,0.43196766780252,37857,5,0.06803233219748
external_8b,libero_goal,4,19,L15,6,conditional_energy,0.5681115777795388,37857,5,0.0681115777795388
external_8b,libero_goal,4,19,L15,6,conditional_effective_rank,0.4551337929577093,37857,5,0.04486620704229072
external_8b,libero_goal,4,19,L15,6,flow_speed,0.47877539160525134,37857,5,0.021224608394748656
external_8b,libero_goal,4,19,L15,6,mobility,0.48471881025966135,37857,5,0.015281189740338652
external_8b,libero_goal,4,19,L15,9,token_entropy,0.4229997094328658,37857,5,0.0770002905671342
external_8b,libero_goal,4,19,L15,9,load_entropy,0.40112792878463693,37857,5,0.09887207121536307
external_8b,libero_goal,4,19,L15,9,token_differentiation,0.4608658900599625,37857,5,0.03913410994003752
external_8b,libero_goal,4,19,L15,9,action_consensus,0.5395039226563119,37857,5,0.03950392265631186
external_8b,libero_goal,4,19,L15,9,state_action_alignment,0.3875769342525821,37857,5,0.1124230657474179
external_8b,libero_goal,4,19,L15,9,conditional_energy,0.6124626885384473,37857,5,0.11246268853844732
external_8b,libero_goal,4,19,L15,9,conditional_effective_rank,0.37977124441979027,37857,5,0.12022875558020973
external_8b,libero_goal,4,19,L15,9,flow_speed,0.5645191113928731,37857,5,0.06451911139287314
